ID;SBI93;Perioden;Bedrijven_1;WerkzamePersonenEindSeptember_2;TotWerkzamePersonenFTEEindSeptember_3;WerknemersOpDeEigenLoonlijst_4;FTEWerknmersOpEigenLoonlijst_5;TotaleBedrijfsopbrengsten_6;TotaalNettoOmzet_7;OmzetHoofdactiviteit_8;OmzetUitNevenactiviteiten_9;TotaalOverigeBedrijfsopbrengsten_10;VoorraadmutGereedProdOnderhWerk_11;EindvoorraadGereedProdOnderhWerk_12;BegVoorraadGereedProdOnderhWerk_13;VergoedingenUitgeleendPersoneel_14;GeactiveerdeKostenZelfvervActiva_15;OntvangenRestitutieSubsidiebedragen_16;BedrijfsschadeUitkeringen_17;OverigeOpbrengstenNEG_18;TotaleBedrijfslasten_19;TotaalInkoopwaardeOmzet_20;InkoopwrdeGrondHulpstofVerpakMid_21;BegVoorraadGrondHulpstofVerpak_22;InkopenGrondHulpstoffenVerpakMid_23;EindvoorraadGrondHulpstofVerpak_24;InkoopwaardeHandelsgoederen_25;BeginvoorraadHandelsgoederen_26;InkoopkostenVanHandelsgoederen_27;EindvoorraadHandelsgoederen_28;TotaalOverigeInkoopwaarde_29;KostenUitbesteedWerk_30;InkoopwaardeNietEldersGenoemd_31;TotaalArbeidskosten_32;BrutoLonenEnSalarissen_33;WerkgeversdeelSocVerzekeringspremies_34;PremiesPensioenVUTInkoopsommenEnz_35;OverigeSocialeLasten_36;TotaalOverigeBedrijfslasten_37;TotaalOverigeKostenMBTPersoneel_38;BetaaldeBedragenAanUitzendbedrijven_39;KostenIngehuurdPersoneel_40;KostenStudieOfOpleiding_41;OverigePersoneelskosten_42;TotaalKostenVervoermiddelen_43;KostenHuurEnLeaseVanVervoermiddelen_44;KostenReparatieOnderhoudVervoermid_45;BrandstofkostenVervoermiddelen_46;Motorrijtuigenbelasting_47;KostenVerzekeringVervoermiddelen_48;OverigeAutokosten_49;TotaalKostenEnergieverbruik_50;KostenAardgasverbruik_51;KostenElektriciteitsverbruik_52;KostenVerbruikOverigeEnergiedragers_53;TotaalKostenVanHuisvesting_54;KostenHuurLeaseGebouwenTerreinen_55;KostenOnderhoudRepGebouwenTerreinen_56;SchoonmaakkostenVanGebouwenEnTerrein_57;MilieuheffingenEnZuiveringslasten_58;Onroerendezaakbelasting_59;KostenVerzekeringGebouwenEnTerreinen_60;OverigeHuisvestingskosten_61;TotaalKostenMachinesInstallatiesED_62;KostenHuurLeaseMachInstallatED_63;KostenReparatieMachinesED_64;OverigeMachineEnInventariskosten_65;TotaalVerkoopkosten_66;ReclameBeursEnRepresentatiekosten_67;Agentenprovisie_68;KostenReisVerblijfEnRepresentatie_69;KostenResearchEnOntwikkeling_70;OverigeVerkoopkosten_71;Communicatiekosten_72;TotaalKnDienstverleningDoorDerden_73;Bankzaken_74;OverigeVerzekeringspremies_75;AccountantsEnAdvieskosten_76;Automatiseringskosten_77;KostenVuilafvoerEnVuilverwerking_78;OvKostenDienstverleningDoorDerden_79;TotaalOverigeBedrijfslastenNEG_80;OctrooirechtenLicenties_81;BetalingenIntraconcerndienstenBeheer_82;KantoorbehoeftenContributiesAbonnement_83;KostenOverigeHuurOperationeleLease_84;KostenOnderhoudRepOverigeActiva_85;OverigeKostprijsverhogendeBelastingen_86;OngespecificeerdeAlgemeneKosten_87;AfschrijvingenOpVasteActiva_88;Bedrijfsresultaat_89;FinancieelResultaat_90;FinancieleBaten_91;FinancieleLasten_92;SaldoVoorzieningen_93;OnttrekkingenVrijvalVanVoorzieningen_94;ToevoegingenAanVoorzieningen_95;SaldoBuitengewoneBatenMinusLasten_96;BuitengewoneBaten_97;BuitengewoneLasten_98;ResultaatVoorBelastingen_99
27;111 Aardolie- en aardgaswinning;2003;5;44.9;43.6;39.1;38.0;17108.0;17066.0;;;42.0;1.0;3.0;2.0;1.0;32.0;1.0;1.0;7.0;13852.0;11070.0;115.0;0.0;115.0;0.0;10932.0;0.0;10932.0;0.0;23.0;0.0;23.0;260.0;203.0;11.0;37.0;9.0;1915.0;66.0;30.0;13.0;6.0;17.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;28.0;3.0;25.0;1.0;30.0;10.0;3.0;2.0;1.0;4.0;2.0;7.0;161.0;73.0;78.0;11.0;23.0;1.0;0.0;11.0;8.0;4.0;9.0;181.0;0.0;13.0;8.0;34.0;4.0;122.0;1414.0;23.0;15.0;7.0;0.0;0.0;1338.0;31.0;607.0;3255.0;-67.0;33.0;100.0;-191.0;0.0;191.0;0.0;0.0;0.0;2998.0
28;1110 Aardolie- en aardgaswinning;2000;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;1110 Aardolie- en aardgaswinning;2001;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;1110 Aardolie- en aardgaswinning;2002;5;41.3;40.6;38.2;37.6;15879.0;15843.0;4925.0;10917.0;37.0;-1.0;2.0;3.0;1.0;29.0;1.0;0.0;7.0;12864.0;10407.0;72.0;0.0;72.0;0.0;10335.0;0.0;10335.0;0.0;0.0;0.0;0.0;295.0;202.0;12.0;33.0;48.0;1682.0;78.0;32.0;20.0;6.0;19.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;25.0;1.0;22.0;1.0;32.0;14.0;2.0;2.0;1.0;4.0;1.0;8.0;182.0;89.0;77.0;16.0;20.0;1.0;0.0;7.0;9.0;3.0;9.0;151.0;0.0;10.0;4.0;30.0;3.0;104.0;1183.0;22.0;6.0;6.0;0.0;0.0;1068.0;80.0;480.0;3016.0;-134.0;27.0;161.0;-21.0;0.0;22.0;0.0;0.0;0.0;2860.0
31;1110 Aardolie- en aardgaswinning;2003;5;44.9;43.6;39.1;38.0;17108.0;17066.0;;;42.0;1.0;3.0;2.0;1.0;32.0;1.0;1.0;7.0;13852.0;11070.0;115.0;0.0;115.0;0.0;10932.0;0.0;10932.0;0.0;23.0;0.0;23.0;260.0;203.0;11.0;37.0;9.0;1915.0;66.0;30.0;13.0;6.0;17.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;28.0;3.0;25.0;1.0;30.0;10.0;3.0;2.0;1.0;4.0;2.0;7.0;161.0;73.0;78.0;11.0;23.0;1.0;0.0;11.0;8.0;4.0;9.0;181.0;0.0;13.0;8.0;34.0;4.0;122.0;1414.0;23.0;15.0;7.0;0.0;0.0;1338.0;31.0;607.0;3255.0;-67.0;33.0;100.0;-191.0;0.0;191.0;0.0;0.0;0.0;2998.0
32;112 Dienstverl aardolie- en -gaswinning;2000;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;112 Dienstverl aardolie- en -gaswinning;2001;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;112 Dienstverl aardolie- en -gaswinning;2002;10;20.2;19.3;18.0;17.1;1312.0;966.0;931.0;34.0;347.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;344.0;1036.0;444.0;45.0;0.0;45.0;0.0;26.0;3.0;30.0;8.0;374.0;335.0;39.0;126.0;95.0;14.0;15.0;1.0;270.0;78.0;37.0;14.0;2.0;25.0;16.0;16.0;0.0;0.0;0.0;0.0;0.0;18.0;1.0;2.0;15.0;8.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;13.0;6.0;0.0;8.0;0.0;0.0;5.0;0.0;3.0;5.0;21.0;0.0;12.0;4.0;0.0;0.0;4.0;96.0;4.0;12.0;2.0;22.0;14.0;1.0;41.0;196.0;277.0;-8.0;45.0;54.0;2.0;8.0;5.0;17.0;20.0;3.0;288.0
35;112 Dienstverl aardolie- en -gaswinning;2003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;1120 Dienstverl aardolie- en -gaswinning;2000;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;1120 Dienstverl aardolie- en -gaswinning;2001;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;1120 Dienstverl aardolie- en -gaswinning;2002;10;20.2;19.3;18.0;17.1;1312.0;966.0;931.0;34.0;347.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;344.0;1036.0;444.0;45.0;0.0;45.0;0.0;26.0;3.0;30.0;8.0;374.0;335.0;39.0;126.0;95.0;14.0;15.0;1.0;270.0;78.0;37.0;14.0;2.0;25.0;16.0;16.0;0.0;0.0;0.0;0.0;0.0;18.0;1.0;2.0;15.0;8.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;13.0;6.0;0.0;8.0;0.0;0.0;5.0;0.0;3.0;5.0;21.0;0.0;12.0;4.0;0.0;0.0;4.0;96.0;4.0;12.0;2.0;22.0;14.0;1.0;41.0;196.0;277.0;-8.0;45.0;54.0;2.0;8.0;5.0;17.0;20.0;3.0;288.0
39;1120 Dienstverl aardolie- en -gaswinning;2003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;CB Winning v niet-energiehoudende delfst;2000;5;7.7;7.6;7.4;7.3;285.0;287.0;287.0;0.0;-3.0;-3.0;16.0;20.0;0.0;0.0;0.0;0.0;0.0;268.0;141.0;132.0;8.0;132.0;8.0;9.0;0.0;9.0;0.0;0.0;0.0;0.0;40.0;31.0;9.0;1.0;0.0;62.0;3.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;32.0;14.0;10.0;8.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;8.0;1.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;3.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;23.0;17.0;-1.0;2.0;2.0;-1.0;2.0;2.0;-1.0;1.0;1.0;15.0
41;CB Winning v niet-energiehoudende delfst;2001;5;9.8;9.7;8.6;8.4;336.0;327.0;311.0;16.0;9.0;0.0;15.0;15.0;0.0;0.0;0.0;0.0;8.0;295.0;158.0;143.0;14.0;145.0;16.0;14.0;1.0;14.0;1.0;2.0;2.0;0.0;45.0;34.0;5.0;3.0;2.0;67.0;5.0;3.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;25.0;8.0;9.0;9.0;6.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;11.0;3.0;8.0;1.0;5.0;0.0;3.0;1.0;0.0;0.0;1.0;5.0;0.0;1.0;1.0;3.0;0.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;25.0;42.0;2.0;4.0;2.0;0.0;0.0;1.0;-9.0;6.0;15.0;34.0
42;CB Winning v niet-energiehoudende delfst;2002;5;9.0;9.0;8.4;8.2;355.0;352.0;320.0;32.0;3.0;-1.0;16.0;17.0;1.0;0.0;0.0;0.0;3.0;322.0;166.0;137.0;16.0;147.0;25.0;26.0;1.0;27.0;1.0;2.0;2.0;0.0;50.0;39.0;7.0;5.0;0.0;83.0;6.0;3.0;0.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;26.0;7.0;10.0;8.0;7.0;1.0;4.0;0.0;0.0;0.0;1.0;0.0;12.0;3.0;8.0;1.0;9.0;0.0;3.0;2.0;3.0;0.0;1.0;15.0;0.0;1.0;1.0;7.0;0.0;5.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;24.0;32.0;1.0;4.0;3.0;32.0;33.0;0.0;3.0;8.0;5.0;69.0
43;CB Winning v niet-energiehoudende delfst;2003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;14 Winning v zand, grind, klei, zout ed;2000;5;7.7;7.6;7.4;7.3;285.0;287.0;287.0;0.0;-3.0;-3.0;16.0;20.0;0.0;0.0;0.0;0.0;0.0;268.0;141.0;132.0;8.0;132.0;8.0;9.0;0.0;9.0;0.0;0.0;0.0;0.0;40.0;31.0;9.0;1.0;0.0;62.0;3.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;32.0;14.0;10.0;8.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;8.0;1.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;3.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;23.0;17.0;-1.0;2.0;2.0;-1.0;2.0;2.0;-1.0;1.0;1.0;15.0
45;14 Winning v zand, grind, klei, zout ed;2001;5;9.8;9.7;8.6;8.4;336.0;327.0;311.0;16.0;9.0;0.0;15.0;15.0;0.0;0.0;0.0;0.0;8.0;295.0;158.0;143.0;14.0;145.0;16.0;14.0;1.0;14.0;1.0;2.0;2.0;0.0;45.0;34.0;5.0;3.0;2.0;67.0;5.0;3.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;25.0;8.0;9.0;9.0;6.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;11.0;3.0;8.0;1.0;5.0;0.0;3.0;1.0;0.0;0.0;1.0;5.0;0.0;1.0;1.0;3.0;0.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;25.0;42.0;2.0;4.0;2.0;0.0;0.0;1.0;-9.0;6.0;15.0;34.0
46;14 Winning v zand, grind, klei, zout ed;2002;5;9.0;9.0;8.4;8.2;355.0;352.0;320.0;32.0;3.0;-1.0;16.0;17.0;1.0;0.0;0.0;0.0;3.0;322.0;166.0;137.0;16.0;147.0;25.0;26.0;1.0;27.0;1.0;2.0;2.0;0.0;50.0;39.0;7.0;5.0;0.0;83.0;6.0;3.0;0.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;26.0;7.0;10.0;8.0;7.0;1.0;4.0;0.0;0.0;0.0;1.0;0.0;12.0;3.0;8.0;1.0;9.0;0.0;3.0;2.0;3.0;0.0;1.0;15.0;0.0;1.0;1.0;7.0;0.0;5.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;24.0;32.0;1.0;4.0;3.0;32.0;33.0;0.0;3.0;8.0;5.0;69.0
47;14 Winning v zand, grind, klei, zout ed;2003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;142 Zand-, grind- en kleiwinning;2000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;142 Zand-, grind- en kleiwinning;2001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;142 Zand-, grind- en kleiwinning;2002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;142 Zand-, grind- en kleiwinning;2003;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52;1421 Zand-, en grindwinning;2000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;1421 Zand-, en grindwinning;2001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;1421 Zand-, en grindwinning;2002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;1421 Zand-, en grindwinning;2003;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;1422 Kleiwinning;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;1422 Kleiwinning;2001;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58;1422 Kleiwinning;2002;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;1422 Kleiwinning;2003;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;144 Zoutwinning;2000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;144 Zoutwinning;2001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;144 Zoutwinning;2002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;144 Zoutwinning;2003;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;1440 Zoutwinning;2000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;1440 Zoutwinning;2001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;1440 Zoutwinning;2002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;1440 Zoutwinning;2003;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;145 Overige delfstoffenwinning;2000;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;145 Overige delfstoffenwinning;2001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;145 Overige delfstoffenwinning;2002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;145 Overige delfstoffenwinning;2003;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;1450 Overige delfstoffenwinning;2000;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;1450 Overige delfstoffenwinning;2001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;1450 Overige delfstoffenwinning;2002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;1450 Overige delfstoffenwinning;2003;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
