ID;RegioS;BevolkingUltimo2004_1;PersonenMet52WekenInkomen_2;PersonenMet52WkInkomenBevolking_3;PerInwoner_4;RangnummerInkomenPerInwoner_5;PerPersoonMet52WekenInkomen_6;RangnummerInkomenPersMet52WkInk_7
426;Roerdalen;10.3;6.7;65;12.5;152;17.9;173
427;Roermond;45.3;30.1;66;12.0;254;16.8;334
428;Roggel en Neer;8.5;5.8;69;11.8;289;16.8;338
429;Roosendaal;77.7;51.3;66;12.1;235;17.4;246
430;Rotterdam;596.4;381.7;64;11.6;329;17.0;308
431;Rozenburg;13.1;8.7;66;12.7;120;18.4;124
432;Rozendaal;1.5;1.0;67;19.2;1;27.8;3
433;Rucphen;22.5;15.6;69;11.9;272;16.6;362
434;Sassenheim;14.8;10.0;68;13.2;67;18.9;89
435;Schagen;18.6;12.9;69;12.6;137;17.6;220
436;Scheemda;14.2;9.3;66;10.8;433;15.8;440
437;Schermer;4.9;3.2;66;12.3;188;17.9;178
438;Scherpenzeel;9.0;5.7;63;12.1;219;18.5;117
439;Schiedam;75.5;49.7;66;11.9;277;17.2;281
440;Schiermonnikoog;1.0;0.7;71;12.5;156;16.9;332
441;Schijndel;23.0;15.5;67;11.9;276;17.0;305
442;Schinnen;13.5;9.0;67;12.5;151;17.9;176
443;Schoonhoven;12.3;8.0;65;12.4;171;18.2;148
444;Schouwen-Duiveland;34.5;23.7;69;12.6;133;17.7;194
445;Sevenum;7.5;5.2;69;11.7;312;16.3;397
446;'s-Gravendeel;8.9;6.0;67;12.4;164;17.8;184
447;'s-Gravenhage (gemeente);472.1;300.6;64;12.4;158;18.5;118
448;'s-Hertogenbosch;134.0;91.5;68;12.7;122;17.8;185
449;Simpelveld;11.4;7.4;65;12.3;191;16.6;366
450;Sint Anthonis;11.7;7.9;67;11.7;318;16.9;330
451;Sint-Michielsgestel;27.9;18.6;67;12.8;111;18.6;114
452;Sint-Oedenrode;16.9;11.4;67;12.1;232;17.4;243
453;Sittard-Geleen;97.1;65.4;67;12.1;215;17.1;290
454;Skarsterlân;27.1;17.4;64;11.3;388;16.8;341
455;Sliedrecht;23.9;15.9;67;12.0;264;17.4;250
456;Slochteren;14.9;9.6;64;11.5;344;17.2;279
457;Sluis;24.6;16.7;68;12.1;227;16.7;356
458;Smallingerland;54.4;35.8;66;11.3;385;16.5;379
459;Sneek;32.9;22.0;67;11.5;357;16.5;372
460;Soest;45.1;30.2;67;14.0;35;20.2;38
461;Someren;18.1;11.8;65;11.2;399;16.5;373
462;Son en Breugel;15.1;10.0;66;13.8;45;20.2;39
463;Spijkenisse;74.8;49.4;66;12.1;218;17.6;212
464;Stadskanaal;33.8;22.6;67;10.8;436;15.5;458
465;Staphorst;15.7;9.1;58;10.2;460;17.0;315
466;Stede Broec;21.5;14.2;66;11.4;361;16.7;357
467;Steenbergen;23.4;15.6;67;12.1;229;17.3;259
468;Steenwijkerland;42.8;28.0;65;11.2;405;16.5;382
469;Stein (L.);26.8;18.3;68;12.1;225;16.9;328
470;Strijen;9.3;6.0;65;12.7;129;18.7;99
471;Swalmen;8.8;6.0;68;11.5;342;16.1;411
472;Ten Boer;7.2;4.5;62;10.7;447;16.5;377
473;Ter Aar;9.0;5.9;66;12.0;255;17.7;199
474;Terneuzen;55.4;36.5;66;12.3;190;17.4;253
475;Terschelling;4.7;3.1;67;12.3;176;17.4;240
476;Texel;13.7;9.1;66;11.0;422;15.9;431
477;Tholen;24.7;15.2;62;10.8;435;16.6;368
478;Thorn;2.6;1.9;71;12.1;242;16.2;402
479;Tiel;40.5;26.1;64;11.5;349;17.1;293
480;Tilburg;199.1;134.6;68;11.7;319;16.5;385
481;Tubbergen;20.5;13.1;64;11.0;421;16.6;363
482;Twenterand;33.5;21.0;63;10.4;456;15.9;430
483;Tynaarlo;32.3;21.7;67;13.0;76;18.8;92
484;Tytsjerksteradiel;32.0;20.9;65;11.4;366;16.9;333
485;Ubbergen;9.5;6.5;69;13.1;73;18.3;141
486;Uden;40.2;26.8;67;12.1;222;17.4;249
487;Uitgeest;11.8;7.8;66;12.9;89;19.0;81
488;Uithoorn;27.0;18.3;68;13.9;41;19.9;47
489;Urk;17.3;8.5;49;8.3;467;15.7;447
490;Utrecht (gemeente);275.3;182.5;66;12.7;126;18.0;168
491;Vaals;10.2;5.4;53;12.3;187;15.4;461
492;Valkenburg (ZH.);3.9;2.5;64;11.8;305;17.7;200
493;Valkenburg a/d Geul;17.6;12.2;69;12.5;155;17.2;285
494;Valkenswaard;31.1;21.2;68;12.4;162;17.5;232
495;Veendam;28.3;18.9;67;11.2;408;15.9;429
496;Veenendaal;61.4;38.9;63;11.6;330;17.6;213
497;Veere;22.0;14.4;65;11.7;311;17.2;277
498;Veghel;36.9;24.3;66;11.9;279;17.3;271
499;Veldhoven;42.8;28.8;67;12.7;116;18.3;143
500;Velsen;67.5;46.0;68;12.9;93;18.3;134
501;Venhuizen;7.8;5.0;64;12.4;165;18.6;112
502;Venlo;92.3;61.6;67;11.5;336;16.1;415
503;Venray;39.1;26.3;67;11.5;337;16.4;388
504;Vianen;19.8;13.1;66;12.5;153;18.0;164
505;Vlaardingen;73.4;50.0;68;12.4;163;17.4;238
506;Vlagtwedde;16.5;11.3;68;10.7;441;15.0;465
507;Vlieland;1.1;0.8;70;12.3;183;17.1;294
508;Vlissingen;45.4;30.3;67;12.0;245;17.1;295
509;Vlist;9.8;6.4;66;12.6;132;18.7;105
510;Voerendaal;13.0;8.7;67;12.9;94;18.3;131
511;Voorhout;14.9;9.3;62;13.4;59;20.9;24
512;Voorschoten;22.7;15.1;66;14.8;20;21.7;19
513;Voorst;23.6;16.1;68;11.9;270;16.9;321
514;Vught;25.2;16.9;67;13.6;49;19.7;54
515;Waalre;16.5;10.7;65;14.7;22;21.7;20
516;Waalwijk;45.7;30.8;67;12.2;211;17.4;255
517;Waddinxveen;26.2;17.1;65;12.9;96;19.2;71
518;Wageningen;35.2;21.9;62;11.8;300;17.9;180
519;Warmond;4.9;3.3;68;14.4;27;20.5;28
520;Wassenaar;25.6;15.2;59;17.7;5;28.9;1
521;Waterland;17.3;11.9;69;13.9;42;19.6;55
522;Weert;48.7;32.8;67;12.2;198;17.1;289
523;Weesp;17.7;12.5;71;13.7;46;18.7;98
524;Werkendam;26.5;17.0;64;11.8;297;17.7;191
525;Wervershoof;8.6;5.6;65;11.1;412;16.3;396
526;West Maas en Waal;18.3;12.4;67;12.0;249;17.2;280
527;Wester-Koggenland;14.0;9.4;67;11.9;274;17.4;254
528;Westerveld;19.1;12.9;67;12.3;180;17.7;198
529;Westervoort;15.9;10.4;65;11.4;362;16.9;322
530;Westland;97.9;66.2;68;12.1;237;17.2;286
531;Weststellingwerf;26.0;17.4;67;10.9;429;15.6;451
532;Westvoorne;14.2;9.5;67;14.8;21;21.4;22
533;Wierden;23.5;15.1;64;11.6;327;17.5;230
534;Wieringen;8.6;5.7;67;11.7;323;16.7;352
535;Wieringermeer;12.5;8.3;66;11.2;402;16.3;399
536;Wijchen;39.9;26.3;66;12.0;252;17.6;218
537;Wijdemeren;23.3;15.8;68;14.1;32;20.3;35
538;Wijk bij Duurstede;23.6;15.3;65;12.6;136;18.8;94
539;Winschoten;18.5;12.8;69;11.4;367;15.7;445
540;Winsum;14.3;9.2;64;11.3;380;17.1;299
541;Winterswijk;29.3;19.7;67;11.2;409;15.8;444
542;Woensdrecht;21.2;13.9;66;12.6;141;17.2;276
543;Woerden;48.1;31.5;65;13.0;75;19.2;70
544;Wognum;8.1;5.4;66;12.1;238;17.7;202
545;Wormerland;15.8;10.7;68;12.6;145;18.1;155
546;Woudenberg;11.2;7.1;63;12.1;213;18.7;101
547;Woudrichem;14.4;9.3;64;11.7;315;17.5;227
548;Wûnseradiel;11.9;7.5;63;10.5;454;15.9;427
549;Wymbritseradiel;16.4;10.2;63;10.8;438;16.6;364
550;Zaanstad;139.8;95.2;68;12.2;200;17.3;263
551;Zaltbommel;26.1;16.4;63;11.4;368;17.4;237
552;Zandvoort;16.7;11.7;70;13.5;55;18.7;95
553;Zederik;13.6;8.6;64;12.0;256;18.3;138
554;Zeevang;6.3;4.1;66;12.8;104;18.9;84
555;Zeewolde;19.1;11.2;59;11.2;395;18.4;129
556;Zeist;60.4;40.3;67;14.1;31;20.3;32
557;Zevenaar;31.5;21.5;68;12.1;221;17.1;298
558;Zevenhuizen-Moerkapelle;10.3;6.7;65;11.6;326;17.3;261
559;Zijpe;11.5;7.6;66;11.8;301;17.0;316
560;Zoetermeer;115.8;76.9;66;13.0;77;18.9;86
561;Zoeterwoude;8.5;5.7;67;12.8;106;18.5;116
562;Zuidhorn;18.3;11.4;62;11.3;379;17.6;216
563;Zundert;20.6;13.9;68;11.9;285;16.9;331
564;Zutphen;46.2;31.0;67;11.9;287;17.0;311
565;Zwartewaterland;21.9;13.1;60;10.7;444;17.2;284
566;Zwijndrecht;45.2;30.2;67;12.8;107;18.4;125
567;Zwolle;111.9;76.5;68;12.3;179;17.4;248
