ID;RegioS;BevolkingUltimo2005_1;PersonenMet52WekenInkomen_2;PersonenMet52WkInkomenBevolking_3;PerInwoner_4;RangnummerInkomenPerInwoner_5;PerPersoonMet52WekenInkomen_6;RangnummerInkomenPersMet52WkInk_7
426;Rozendaal;1.5;1.0;68;19.6;2;28.2;4
427;Rucphen;22.4;15.8;70;12.7;205;17.3;322
428;Schagen;18.7;13.1;70;12.9;158;17.8;243
429;Scheemda;14.1;8.9;63;11.0;443;16.4;412
430;Schermer;4.9;3.2;65;13.8;68;20.6;48
431;Scherpenzeel;8.9;5.7;64;12.3;285;18.5;161
432;Schiedam;75.4;49.8;66;12.2;301;17.4;305
433;Schiermonnikoog;1.0;0.7;71;11.8;363;15.7;448
434;Schijndel;22.9;15.8;69;12.4;257;17.5;303
435;Schinnen;13.4;9.2;68;12.8;187;17.8;259
436;Schoonhoven;12.2;7.8;64;12.8;184;18.9;123
437;Schouwen-Duiveland;34.4;23.9;69;13.0;147;18.0;225
438;Sevenum;7.5;5.3;70;12.4;262;17.2;341
439;'s-Gravendeel;8.9;6.1;68;12.9;156;18.3;176
440;'s-Gravenhage (gemeente);475.6;303.6;64;12.9;165;19.0;121
441;'s-Hertogenbosch;134.7;93.5;69;13.3;107;18.4;173
442;Simpelveld;11.3;7.6;67;12.5;245;16.9;377
443;Sint Anthonis;11.7;8.1;69;12.5;249;17.6;289
444;Sint-Michielsgestel;28.0;19.0;68;13.3;105;19.0;116
445;Sint-Oedenrode;17.0;11.6;68;12.6;216;18.0;217
446;Sittard-Geleen;96.6;65.7;68;12.5;251;17.4;312
447;Skarsterlân;27.1;17.7;65;11.7;376;17.2;348
448;Sliedrecht;23.8;16.0;67;12.4;263;17.8;255
449;Slochteren;14.9;9.8;66;11.8;364;17.3;325
450;Sluis;24.4;17.1;70;12.8;179;16.9;367
451;Smallingerland;54.9;36.1;66;11.6;396;16.7;388
452;Sneek;33.0;21.9;66;11.9;345;17.0;362
453;Soest;45.2;30.4;67;14.3;47;20.4;52
454;Someren;18.1;12.1;67;11.9;349;17.2;349
455;Son en Breugel;15.3;10.3;67;14.3;46;20.7;43
456;Spijkenisse;74.5;49.3;66;12.6;224;18.1;207
457;Stadskanaal;34.1;23.0;67;11.1;441;15.6;450
458;Staphorst;15.8;9.2;59;10.6;453;17.5;302
459;Stede Broec;21.4;14.2;66;12.1;313;17.6;285
460;Steenbergen;23.4;15.8;68;12.9;159;18.3;179
461;Steenwijkerland;43.1;28.5;66;11.4;419;16.5;403
462;Stein (L.);26.7;18.4;69;12.4;256;17.2;333
463;Strijen;9.2;6.0;66;13.7;71;19.8;74
464;Swalmen;8.8;6.0;68;11.6;394;16.1;437
465;Ten Boer;7.2;4.6;65;11.4;422;16.9;365
466;Ter Aar;9.0;5.9;66;12.8;178;18.7;141
467;Terneuzen;55.4;36.9;67;12.6;227;17.7;272
468;Terschelling;4.7;3.2;68;12.7;204;17.4;306
469;Texel;13.7;9.4;68;11.8;365;16.7;396
470;Teylingen;34.7;22.9;66;14.1;52;20.7;41
471;Tholen;24.9;15.6;63;11.1;436;16.9;370
472;Thorn;2.6;1.9;72;13.3;104;17.7;266
473;Tiel;41.0;26.4;64;11.9;346;17.6;279
474;Tilburg;200.4;136.7;68;12.0;333;16.7;387
475;Tubbergen;20.6;13.4;65;11.6;389;17.1;352
476;Twenterand;33.4;21.3;64;10.8;447;16.2;425
477;Tynaarlo;32.0;21.7;68;13.3;99;19.0;119
478;Tytsjerksteradiel;32.1;21.3;66;11.8;355;17.2;346
479;Ubbergen;9.4;6.6;71;13.1;125;18.0;223
480;Uden;40.2;27.1;68;12.6;215;18.0;226
481;Uitgeest;11.9;7.9;66;13.4;94;19.6;79
482;Uithoorn;26.8;18.3;68;14.5;36;20.6;47
483;Urk;17.5;9.0;52;8.9;458;16.4;407
484;Utrecht (gemeente);280.9;188.7;67;13.0;142;18.2;196
485;Utrechtse Heuvelrug;49.0;33.3;68;15.2;21;21.7;24
486;Vaals;10.1;5.6;56;11.2;432;15.2;456
487;Valkenburg a/d Geul;17.3;12.3;71;12.9;169;17.4;307
488;Valkenswaard;30.9;21.3;69;12.8;173;17.8;249
489;Veendam;28.2;19.0;67;11.4;418;16.1;432
490;Veenendaal;61.7;39.4;64;12.1;312;18.0;218
491;Veere;21.9;14.7;67;12.4;254;17.9;228
492;Veghel;36.8;24.7;67;12.5;238;18.0;222
493;Veldhoven;43.7;30.1;69;13.3;102;18.7;143
494;Velsen;67.7;45.8;68;13.4;93;19.0;120
495;Venlo;92.1;62.5;68;12.0;339;16.5;402
496;Venray;39.0;26.5;68;12.2;304;17.2;343
497;Vianen;19.7;13.3;68;13.1;130;18.6;154
498;Vlaardingen;72.6;49.7;68;12.6;210;17.6;283
499;Vlagtwedde;16.6;11.3;68;10.8;446;15.2;457
500;Vlieland;1.1;0.8;67;12.8;189;17.8;257
501;Vlissingen;45.1;30.6;68;12.2;295;17.0;363
502;Vlist;9.8;6.5;66;13.2;120;19.3;100
503;Voerendaal;13.0;8.9;69;13.5;79;18.9;125
504;Voorschoten;22.9;15.3;67;15.6;17;22.8;15
505;Voorst;23.5;16.2;69;12.5;242;17.5;297
506;Vught;25.2;17.1;68;14.2;49;20.4;53
507;Waalre;16.5;10.9;66;15.4;18;22.3;18
508;Waalwijk;45.8;30.8;67;12.7;206;17.9;233
509;Waddinxveen;26.1;17.3;66;13.5;83;19.5;86
510;Wageningen;35.3;21.9;62;11.9;354;18.0;224
511;Wassenaar;25.6;15.7;61;19.4;3;31.1;2
512;Waterland;17.3;11.9;69;14.7;33;20.7;44
513;Weert;48.6;33.2;68;12.4;252;17.4;308
514;Weesp;17.5;12.3;70;14.0;55;19.1;110
515;Werkendam;26.5;17.2;65;12.5;236;18.5;159
516;Wervershoof;8.6;5.6;65;12.3;288;18.0;219
517;West Maas en Waal;18.4;12.5;68;12.6;222;17.9;227
518;Wester-Koggenland;14.2;9.4;66;12.5;246;18.2;192
519;Westerveld;19.3;13.1;68;12.8;183;18.1;208
520;Westervoort;15.7;10.5;66;11.7;378;16.9;364
521;Westland;98.3;67.8;69;12.9;153;18.1;200
522;Weststellingwerf;25.5;17.3;68;11.2;430;15.8;446
523;Westvoorne;14.2;9.7;68;15.4;19;22.3;19
524;Wierden;23.5;15.3;65;12.0;325;17.9;240
525;Wieringen;8.7;6.0;69;13.0;144;18.3;184
526;Wieringermeer;12.6;8.3;66;11.6;392;16.9;374
527;Wijchen;39.5;26.2;66;12.4;260;18.0;220
528;Wijdemeren;23.4;15.9;68;14.9;28;21.3;26
529;Wijk bij Duurstede;23.5;15.4;66;12.9;154;18.8;132
530;Winschoten;18.5;12.1;66;11.4;416;16.2;424
531;Winsum;14.0;9.1;65;11.6;391;17.2;337
532;Winterswijk;29.1;19.6;67;11.5;406;16.2;429
533;Woensdrecht;21.1;14.0;66;12.5;235;17.4;304
534;Woerden;47.9;31.8;66;13.7;72;19.9;70
535;Wognum;8.2;5.4;66;12.4;267;18.1;212
536;Wormerland;15.8;10.6;67;13.2;118;19.1;111
537;Woudenberg;11.2;7.2;64;12.6;230;18.9;130
538;Woudrichem;14.4;9.4;65;12.5;250;18.3;174
539;Wûnseradiel;11.9;7.7;64;11.3;429;16.8;383
540;Wymbritseradiel;16.2;10.3;63;11.8;356;17.9;238
541;Zaanstad;140.3;95.2;68;12.6;217;17.8;260
542;Zaltbommel;26.2;16.7;64;12.3;284;18.6;152
543;Zandvoort;16.7;11.7;70;15.1;24;20.0;66
544;Zederik;13.5;8.7;64;12.3;290;18.5;167
545;Zeevang;6.3;4.1;66;14.0;57;20.7;42
546;Zeewolde;19.4;11.6;60;12.1;319;19.5;87
547;Zeist;60.4;40.9;68;14.9;27;21.3;25
548;Zevenaar;31.7;21.9;69;12.6;229;17.4;315
549;Zevenhuizen-Moerkapelle;10.3;6.8;66;12.6;228;18.5;166
550;Zijpe;11.6;7.7;67;12.4;253;17.9;241
551;Zoetermeer;117.0;78.5;67;13.4;92;19.2;104
552;Zoeterwoude;8.5;5.7;67;13.2;119;19.0;117
553;Zuidhorn;18.5;11.7;64;11.6;386;17.7;274
554;Zundert;20.8;14.3;69;12.5;231;17.5;299
555;Zutphen;46.6;31.0;66;12.0;332;17.2;338
556;Zwartewaterland;21.9;13.2;60;11.2;434;17.7;265
557;Zwijndrecht;44.6;30.3;68;13.3;103;18.8;135
558;Zwolle;113.1;76.9;68;12.6;211;17.7;273
