ID;Accuracy;OwnerOrTenant;HouseholdCharacteristics;DwellingCharacteristics;Period;TotalHousingCosts_1;NetRentOrMortgage_2;AdditionalHousingCosts_3;HousingCostRatio_4;NonSkewedRent_5;SkewedTowardsCheapRent_6;SkewedTowardsExpensiveRent_7
1991;Value;Total;Disposable income: 4th 25%-group;Bathing facilities: shower/ no bath;2015;952.4;726.4;226.0;19.1;89.1;10.9;0.1
1992;Value;Total;Disposable income: 4th 25%-group;Year of construction: .. to 1945;2009;1224.8;924.8;300.1;23.1;93.6;6.4;0.0
1993;Value;Total;Disposable income: 4th 25%-group;Year of construction: .. to 1945;2012;1257.0;959.7;297.3;23.2;95.7;4.2;0.0
1994;Value;Total;Disposable income: 4th 25%-group;Year of construction: .. to 1945;2015;1239.5;978.0;261.5;21.9;96.3;3.7;0.0
1995;Value;Total;Disposable income: 4th 25%-group;Year of construction: 1946 to 1970;2009;983.5;697.5;286.1;19.8;84.2;15.7;0.0
1996;Value;Total;Disposable income: 4th 25%-group;Year of construction: 1946 to 1970;2012;1031.0;744.7;286.2;20.8;87.0;13.0;0.0
1997;Value;Total;Disposable income: 4th 25%-group;Year of construction: 1946 to 1970;2015;976.8;723.1;253.8;18.9;92.2;7.8;0.0
1998;Value;Total;Disposable income: 4th 25%-group;Year of construction: 1971 to 1985;2009;943.8;666.2;277.6;19.4;90.1;9.9;0.0
1999;Value;Total;Disposable income: 4th 25%-group;Year of construction: 1971 to 1985;2012;1006.3;726.1;280.3;20.4;92.9;7.1;0.0
2000;Value;Total;Disposable income: 4th 25%-group;Year of construction: 1971 to 1985;2015;935.9;688.9;247.0;18.2;93.4;6.5;0.1
2001;Value;Total;Disposable income: 4th 25%-group;Year of construction: 1986 to 2000;2009;1016.9;752.5;264.4;20.4;96.2;3.8;0.1
2002;Value;Total;Disposable income: 4th 25%-group;Year of construction: 1986 to 2000;2012;1056.2;785.6;270.6;20.8;96.8;3.2;0.0
2003;Value;Total;Disposable income: 4th 25%-group;Year of construction: 1986 to 2000;2015;968.8;729.0;239.7;18.6;97.4;2.6;0.1
2004;Value;Total;Disposable income: 4th 25%-group;Year of construction: from 2001;2009;1088.1;844.1;244.0;21.5;96.7;3.2;0.1
2005;Value;Total;Disposable income: 4th 25%-group;Year of construction: from 2001;2012;1111.8;851.8;259.9;21.7;97.9;2.1;0.0
2006;Value;Total;Disposable income: 4th 25%-group;Year of construction: from 2001;2015;1145.2;914.4;230.8;21.3;98.7;1.2;0.1
2007;Value;Total;Disposable income: 4th 25%-group;Own garden, grounds etc. : included;2009;1057.4;773.4;283.9;20.9;93.7;6.3;0.0
2008;Value;Total;Disposable income: 4th 25%-group;Own garden, grounds etc. : included;2012;1102.7;815.7;287.0;21.5;95.4;4.6;0.0
2009;Value;Total;Disposable income: 4th 25%-group;Own garden, grounds etc. : included;2015;1058.4;805.2;253.2;19.8;96.8;3.1;0.0
2010;Value;Total;Disposable income: 4th 25%-group;Own garden, grounds etc. : not included;2009;938.4;736.4;202.0;19.1;77.3;22.6;0.2
2011;Value;Total;Disposable income: 4th 25%-group;Own garden, grounds etc. : not included;2012;981.5;772.1;209.5;19.8;82.3;17.6;0.0
2012;Value;Total;Disposable income: 4th 25%-group;Own garden, grounds etc. : not included;2015;997.4;809.2;188.2;19.6;86.2;13.5;0.3
2013;Value;Total;Disposable income: 4th 25%-group;Garage/carport with dwelling: included;2009;1092.4;795.8;296.6;21.1;98.5;1.5;0.0
2014;Value;Total;Disposable income: 4th 25%-group;Garage/carport with dwelling: included;2012;1115.2;816.2;299.1;21.4;98.8;1.2;0.0
2015;Value;Total;Disposable income: 4th 25%-group;Garage/carport with dwelling: included;2015;1069.3;806.4;262.9;19.5;99.2;0.8;0.0
2016;Value;Total;Disposable income: 4th 25%-group;Garage/carport with dwelling: not…;2009;988.7;737.7;251.0;20.3;84.3;15.6;0.1
2017;Value;Total;Disposable income: 4th 25%-group;Garage/carport with dwelling: not…;2012;1062.0;805.8;256.2;21.3;88.5;11.4;0.0
2018;Value;Total;Disposable income: 4th 25%-group;Garage/carport with dwelling: not…;2015;1032.8;804.7;228.1;20.0;91.9;8.1;0.1
2019;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 2 or less;2009;890.0;678.0;212.0;18.6;68.9;31.0;0.1
2020;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 2 or less;2012;886.2;698.6;187.6;19.1;72.9;27.1;0.0
2021;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 2 or less;2015;917.3;738.5;178.8;19.2;76.1;23.9;0.0
2022;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 3;2009;909.9;698.6;211.3;19.1;84.4;15.5;0.1
2023;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 3;2012;975.9;762.3;213.5;20.1;87.3;12.7;0.0
2024;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 3;2015;985.3;793.1;192.2;20.1;88.6;11.2;0.3
2025;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 4;2009;955.4;707.8;247.6;20.3;84.2;15.7;0.0
2026;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 4;2012;1007.9;753.9;254.0;21.2;87.9;12.0;0.0
2027;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 4;2015;963.8;739.3;224.5;19.4;91.2;8.7;0.1
2028;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 5;2009;1003.0;731.8;271.2;20.5;93.9;6.1;0.0
2029;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 5;2012;1073.3;797.6;275.7;21.5;95.6;4.4;0.0
2030;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 5;2015;1021.6;776.8;244.9;19.6;97.3;2.7;0.0
2031;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 6;2009;1133.4;834.9;298.6;21.7;98.3;1.7;0.0
2032;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 6;2012;1149.2;848.4;300.8;21.8;98.3;1.7;0.0
2033;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 6;2015;1121.3;860.0;261.3;20.0;98.8;1.2;0.0
2034;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 7 or more;2009;1277.3;930.3;347.0;21.9;98.9;1.1;0.0
2035;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 7 or more;2012;1241.9;907.8;334.1;21.3;99.2;0.8;0.0
2036;Value;Total;Disposable income: 4th 25%-group;Number of rooms: 7 or more;2015;1185.9;895.7;290.3;20.1;99.4;0.6;0.0
2037;Value;Total;Disposable income: 4th 25%-group;Type of kitchen: separate;2009;1075.3;782.9;292.4;20.7;87.5;12.5;0.0
2038;Value;Total;Disposable income: 4th 25%-group;Type of kitchen: separate;2012;1101.0;806.5;294.5;21.3;90.0;10.0;0.0
2039;Value;Total;Disposable income: 4th 25%-group;Type of kitchen: separate;2015;1044.5;785.5;259.0;19.5;92.7;7.3;0.0
2040;Value;Total;Disposable income: 4th 25%-group;Type of kitchen: open;2009;1030.0;762.7;267.3;20.8;94.8;5.1;0.1
2041;Value;Total;Disposable income: 4th 25%-group;Type of kitchen: open;2012;1086.1;813.8;272.3;21.4;96.1;3.9;0.0
2042;Value;Total;Disposable income: 4th 25%-group;Type of kitchen: open;2015;1055.7;815.0;240.7;19.9;97.2;2.8;0.1
2043;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: single-family; total";2009;1058.7;773.5;285.3;20.9;94.1;5.9;0.0
2044;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: single-family; total";2012;1104.2;815.8;288.5;21.5;95.7;4.3;0.0
2045;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: single-family; total";2015;1056.7;802.8;253.9;19.7;97.0;3.0;0.0
2046;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: single-family;detached";2009;1194.1;858.7;335.4;22.0;98.9;1.1;0.0
2047;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: single-family;detached";2012;1163.9;828.4;335.5;21.3;98.9;1.1;0.0
2048;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: single-family;detached";2015;1145.2;853.5;291.7;20.0;99.3;0.7;0.0
2049;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: single-family; semi..";2009;1043.8;764.1;279.6;20.8;98.1;1.9;0.0
2050;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: single-family; semi..";2012;1127.9;843.1;284.7;22.1;98.5;1.5;0.0
2051;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: single-family; semi..";2015;1078.5;821.6;256.9;19.9;99.1;0.9;0.0
2052;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling:singlefamily;terraced..";2009;982.8;725.6;257.2;20.3;89.2;10.7;0.0
2053;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling:singlefamily;terraced..";2012;1058.7;795.9;262.9;21.4;92.6;7.4;0.0
2054;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling:singlefamily;terraced..";2015;990.8;761.9;228.9;19.5;94.5;5.4;0.0
2055;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: multi-family; total";2009;943.4;741.0;202.4;19.4;76.6;23.3;0.1
2056;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: multi-family; total";2012;986.0;777.4;208.6;19.9;81.4;18.5;0.1
2057;Value;Total;Disposable income: 4th 25%-group;"Type of dwelling: multi-family; total";2015;1016.9;826.8;190.1;19.9;85.9;13.8;0.3
2058;Value;Total;Disposable income: 4th 25%-group;Function: residential/commercial;2009;1412.5;1083.2;329.4;24.9;97.1;2.9;0.0
2059;Value;Total;Disposable income: 4th 25%-group;Function: residential/commercial;2012;1222.0;937.9;284.2;20.1;98.2;1.7;0.1
2060;Value;Total;Disposable income: 4th 25%-group;Function: residential/commercial;2015;1044.3;818.2;226.1;19.5;95.9;4.1;0.0
2061;Value;Total;Disposable income: 4th 25%-group;Function: normal residential;2009;1042.1;766.4;275.7;20.7;92.3;7.7;0.0
2062;Value;Total;Disposable income: 4th 25%-group;Function: normal residential;2012;1089.7;810.0;279.7;21.4;94.2;5.8;0.0
2063;Value;Total;Disposable income: 4th 25%-group;Function: normal residential;2015;1052.9;806.0;246.9;19.8;95.8;4.2;0.0
2064;Value;Total;Disposable income: 4th 25%-group;Function: residential for seniors;2009;942.9;682.7;260.2;19.0;82.3;17.6;0.1
2065;Value;Total;Disposable income: 4th 25%-group;Function: residential for seniors;2012;978.8;730.2;248.6;20.0;82.8;17.2;0.0
2066;Value;Total;Disposable income: 4th 25%-group;Function: residential for seniors;2015;1020.7;773.5;247.2;20.1;93.3;6.7;0.0
2067;Value;Total;Disposable income: 4th 25%-group;Usable area: less than  75 m²;2009;880.1;637.1;243.0;18.9;72.5;27.5;0.1
2068;Value;Total;Disposable income: 4th 25%-group;Usable area: less than  75 m²;2012;942.2;695.5;246.6;19.9;79.6;20.3;0.1
2069;Value;Total;Disposable income: 4th 25%-group;Usable area: less than  75 m²;2015;944.2;759.4;184.8;19.2;74.5;25.5;0.0
2070;Value;Total;Disposable income: 4th 25%-group;Usable area: 75 to 99 m²;2009;946.8;699.3;247.5;19.9;84.0;15.9;0.0
2071;Value;Total;Disposable income: 4th 25%-group;Usable area: 75 to 99 m²;2012;997.7;746.6;251.2;21.0;86.3;13.7;0.0
2072;Value;Total;Disposable income: 4th 25%-group;Usable area: 75 to 99 m²;2015;926.2;720.1;206.1;19.2;86.2;13.5;0.2
2073;Value;Total;Disposable income: 4th 25%-group;Usable area: 100 to 149 m²;2009;1006.9;744.4;262.5;20.7;93.6;6.4;0.1
2074;Value;Total;Disposable income: 4th 25%-group;Usable area: 100 to 149 m²;2012;1071.7;805.4;266.3;21.7;96.2;3.7;0.0
2075;Value;Total;Disposable income: 4th 25%-group;Usable area: 100 to 149 m²;2015;993.3;760.7;232.6;19.7;96.8;3.2;0.0
2076;Value;Total;Disposable income: 4th 25%-group;Usable area: 150 m² or more;2009;1156.5;849.7;306.9;21.5;98.6;1.4;0.0
2077;Value;Total;Disposable income: 4th 25%-group;Usable area: 150 m² or more;2012;1185.1;873.5;311.6;21.6;99.0;1.0;0.0
2078;Value;Total;Disposable income: 4th 25%-group;Usable area: 150 m² or more;2015;1171.2;889.9;281.3;20.0;99.3;0.7;0.0
2079;Value;Total;Duration of residence: less than 5 years;Total;2009;813.3;617.5;195.8;35.6;83.0;11.6;5.4
2080;Value;Total;Duration of residence: less than 5 years;Total;2012;824.8;630.2;194.6;37.7;81.0;9.8;9.2
2081;Value;Total;Duration of residence: less than 5 years;Total;2015;831.4;655.8;175.5;38.1;78.7;7.1;14.2
2082;Value;Total;Duration of residence: less than 5 years;Bathing facilities:bath, separate shower;2009;1095.7;855.7;240.0;32.5;95.1;2.1;2.8
2083;Value;Total;Duration of residence: less than 5 years;Bathing facilities:bath, separate shower;2012;1173.0;930.7;242.3;34.0;94.7;2.1;3.2
2084;Value;Total;Duration of residence: less than 5 years;Bathing facilities:bath, separate shower;2015;1144.5;931.1;213.4;31.7;92.8;2.5;4.7
2085;Value;Total;Duration of residence: less than 5 years;Bathing facilities: bath or bath/shower;2009;984.8;774.1;210.7;35.5;89.7;6.3;4.0
2086;Value;Total;Duration of residence: less than 5 years;Bathing facilities: bath or bath/shower;2012;952.9;739.4;213.4;37.7;86.2;6.2;7.5
2087;Value;Total;Duration of residence: less than 5 years;Bathing facilities: bath or bath/shower;2015;934.0;749.2;184.9;37.0;82.0;8.2;9.9
2088;Value;Total;Duration of residence: less than 5 years;Bathing facilities: shower/ no bath;2009;673.3;496.8;176.5;36.7;77.1;16.3;6.7
2089;Value;Total;Duration of residence: less than 5 years;Bathing facilities: shower/ no bath;2012;697.9;520.9;177.0;38.9;76.0;12.8;11.3
2090;Value;Total;Duration of residence: less than 5 years;Bathing facilities: shower/ no bath;2015;722.0;559.2;162.7;40.2;74.0;8.3;17.7
2091;Value;Total;Duration of residence: less than 5 years;Year of construction: .. to 1945;2009;943.2;734.0;209.2;38.4;83.7;11.5;4.8
2092;Value;Total;Duration of residence: less than 5 years;Year of construction: .. to 1945;2012;952.7;749.1;203.7;39.6;82.1;10.4;7.5
2093;Value;Total;Duration of residence: less than 5 years;Year of construction: .. to 1945;2015;930.2;745.5;184.7;40.0;80.1;8.4;11.6
2094;Value;Total;Duration of residence: less than 5 years;Year of construction: 1946 to 1970;2009;714.8;526.6;188.3;36.6;79.9;15.6;4.5
2095;Value;Total;Duration of residence: less than 5 years;Year of construction: 1946 to 1970;2012;727.9;538.3;189.6;38.8;78.5;11.7;9.8
2096;Value;Total;Duration of residence: less than 5 years;Year of construction: 1946 to 1970;2015;745.8;567.5;178.3;38.4;77.7;8.8;13.5
2097;Value;Total;Duration of residence: less than 5 years;Year of construction: 1971 to 1985;2009;761.6;568.1;193.5;36.0;80.7;12.7;6.6
2098;Value;Total;Duration of residence: less than 5 years;Year of construction: 1971 to 1985;2012;761.9;570.6;191.3;37.3;80.2;11.3;8.5
2099;Value;Total;Duration of residence: less than 5 years;Year of construction: 1971 to 1985;2015;755.5;581.6;173.8;37.6;78.7;7.3;14.0
2100;Value;Total;Duration of residence: less than 5 years;Year of construction: 1986 to 2000;2009;828.8;637.5;191.3;33.7;86.5;9.4;4.1
2101;Value;Total;Duration of residence: less than 5 years;Year of construction: 1986 to 2000;2012;819.7;629.9;189.8;36.3;83.0;9.4;7.5
2102;Value;Total;Duration of residence: less than 5 years;Year of construction: 1986 to 2000;2015;826.9;660.1;166.8;37.5;76.3;6.3;17.3
2103;Value;Total;Duration of residence: less than 5 years;Year of construction: from 2001;2009;856.6;657.9;198.7;32.7;85.7;7.5;6.8
2104;Value;Total;Duration of residence: less than 5 years;Year of construction: from 2001;2012;895.1;696.1;199.0;36.2;82.6;6.0;11.4
2105;Value;Total;Duration of residence: less than 5 years;Year of construction: from 2001;2015;906.0;734.2;171.8;36.8;80.2;4.4;15.4
2106;Value;Total;Duration of residence: less than 5 years;Own garden, grounds etc. : included;2009;915.5;695.1;220.3;33.5;87.0;9.4;3.7
2107;Value;Total;Duration of residence: less than 5 years;Own garden, grounds etc. : included;2012;929.5;710.2;219.2;35.6;84.7;8.4;6.9
2108;Value;Total;Duration of residence: less than 5 years;Own garden, grounds etc. : included;2015;931.5;734.4;197.0;34.8;83.2;5.7;11.1
2109;Value;Total;Duration of residence: less than 5 years;Own garden, grounds etc. : not included;2009;665.5;505.2;160.3;38.5;77.2;14.9;7.9
2110;Value;Total;Duration of residence: less than 5 years;Own garden, grounds etc. : not included;2012;686.7;524.6;162.1;40.6;76.1;11.7;12.2
2111;Value;Total;Duration of residence: less than 5 years;Own garden, grounds etc. : not included;2015;712.9;562.8;150.1;42.0;73.5;8.7;17.8
2112;Value;Total;Duration of residence: less than 5 years;Garage/carport with dwelling: included;2009;1046.9;807.7;239.3;32.3;93.2;4.0;2.9
2113;Value;Total;Duration of residence: less than 5 years;Garage/carport with dwelling: included;2012;1042.0;806.2;235.8;34.3;90.3;4.8;4.9
2114;Value;Total;Duration of residence: less than 5 years;Garage/carport with dwelling: included;2015;1040.5;832.0;208.5;32.8;90.5;3.5;6.0
2115;Value;Total;Duration of residence: less than 5 years;Garage/carport with dwelling: not…;2009;732.6;551.8;180.8;36.7;79.4;14.3;6.3
2116;Value;Total;Duration of residence: less than 5 years;Garage/carport with dwelling: not…;2012;761.0;578.5;182.5;38.8;78.3;11.3;10.4
2117;Value;Total;Duration of residence: less than 5 years;Garage/carport with dwelling: not…;2015;772.6;606.4;166.3;39.5;75.4;8.1;16.5
2118;Value;Total;Duration of residence: less than 5 years;Number of rooms: 2 or less;2009;557.7;406.8;151.0;43.2;80.6;13.3;6.1
2119;Value;Total;Duration of residence: less than 5 years;Number of rooms: 2 or less;2012;569.0;419.5;149.4;43.6;82.2;10.9;7.0
2120;Value;Total;Duration of residence: less than 5 years;Number of rooms: 2 or less;2015;597.3;456.9;140.3;46.0;77.7;9.4;12.9
2121;Value;Total;Duration of residence: less than 5 years;Number of rooms: 3;2009;695.6;530.7;164.9;35.9;77.8;14.6;7.6
2122;Value;Total;Duration of residence: less than 5 years;Number of rooms: 3;2012;742.0;573.9;168.1;38.8;75.4;11.5;13.1
2123;Value;Total;Duration of residence: less than 5 years;Number of rooms: 3;2015;757.1;603.0;154.1;39.2;71.7;8.5;19.8
2124;Value;Total;Duration of residence: less than 5 years;Number of rooms: 4;2009;810.4;610.7;199.7;34.3;81.1;14.0;4.9
2125;Value;Total;Duration of residence: less than 5 years;Number of rooms: 4;2012;828.3;625.9;202.4;36.3;77.5;11.5;11.0
2126;Value;Total;Duration of residence: less than 5 years;Number of rooms: 4;2015;837.8;655.4;182.3;36.6;76.7;7.4;15.9
2127;Value;Total;Duration of residence: less than 5 years;Number of rooms: 5;2009;993.3;762.0;231.2;32.4;88.7;7.0;4.3
2128;Value;Total;Duration of residence: less than 5 years;Number of rooms: 5;2012;998.3;766.6;231.7;34.1;87.2;6.7;6.1
2129;Value;Total;Duration of residence: less than 5 years;Number of rooms: 5;2015;997.3;790.8;206.5;33.1;84.8;4.3;10.9
2130;Value;Total;Duration of residence: less than 5 years;Number of rooms: 6;2009;1193.8;928.5;265.3;31.4;95.2;3.1;1.7
2131;Value;Total;Duration of residence: less than 5 years;Number of rooms: 6;2012;1179.7;920.8;258.9;33.2;92.5;4.5;3.0
2132;Value;Total;Duration of residence: less than 5 years;Number of rooms: 6;2015;1154.0;926.0;228.0;31.4;93.8;3.1;3.0
2133;Value;Total;Duration of residence: less than 5 years;Number of rooms: 7 or more;2009;1326.0;1022.0;304.0;30.9;97.4;1.3;1.3
2134;Value;Total;Duration of residence: less than 5 years;Number of rooms: 7 or more;2012;1368.6;1072.0;296.6;33.5;94.7;2.4;2.9
2135;Value;Total;Duration of residence: less than 5 years;Number of rooms: 7 or more;2015;1296.0;1045.4;250.6;30.9;98.3;0.8;0.9
2136;Value;Total;Duration of residence: less than 5 years;Type of kitchen: separate;2009;763.5;570.0;193.4;36.3;79.5;15.4;5.1
2137;Value;Total;Duration of residence: less than 5 years;Type of kitchen: separate;2012;755.5;564.1;191.4;38.6;77.5;12.8;9.6
2138;Value;Total;Duration of residence: less than 5 years;Type of kitchen: separate;2015;779.8;603.0;176.9;39.0;75.8;9.2;15.0
2139;Value;Total;Duration of residence: less than 5 years;Type of kitchen: open;2009;844.9;647.6;197.3;35.1;85.1;9.3;5.6
2140;Value;Total;Duration of residence: less than 5 years;Type of kitchen: open;2012;865.0;668.5;196.4;37.2;83.0;8.1;8.9
2141;Value;Total;Duration of residence: less than 5 years;Type of kitchen: open;2015;858.4;683.5;174.8;37.6;80.3;5.9;13.8
2142;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: single-family; total";2009;952.5;724.0;228.5;33.0;88.0;8.9;3.2
2143;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: single-family; total";2012;969.2;739.9;229.3;35.0;85.3;8.2;6.5
2144;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: single-family; total";2015;966.4;762.3;204.1;33.9;83.9;5.8;10.3
2145;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: single-family;detached";2009;1214.2;919.2;295.0;34.1;95.8;2.7;1.5
2146;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: single-family;detached";2012;1169.6;874.7;294.9;34.1;93.2;3.4;3.4
2147;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: single-family;detached";2015;1230.4;973.0;257.4;32.1;94.1;3.8;2.1
2148;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: single-family; semi..";2009;1042.2;800.0;242.2;31.7;94.0;4.3;1.6
2149;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: single-family; semi..";2012;1079.3;836.8;242.5;33.9;92.2;4.6;3.2
2150;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: single-family; semi..";2015;1058.8;841.1;217.7;32.2;93.0;3.2;3.8
2151;Value;Total;Duration of residence: less than 5 years;"Type of dwelling:singlefamily;terraced..";2009;867.2;658.0;209.1;33.0;84.5;11.5;4.0
2152;Value;Total;Duration of residence: less than 5 years;"Type of dwelling:singlefamily;terraced..";2012;902.8;689.8;212.9;35.5;82.1;10.0;7.9
2153;Value;Total;Duration of residence: less than 5 years;"Type of dwelling:singlefamily;terraced..";2015;882.5;694.1;188.4;34.7;79.3;6.9;13.7
2154;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: multi-family; total";2009;659.3;499.6;159.6;38.4;77.4;14.7;7.9
2155;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: multi-family; total";2012;684.0;523.2;160.8;40.4;76.8;11.4;11.8
2156;Value;Total;Duration of residence: less than 5 years;"Type of dwelling: multi-family; total";2015;708.5;559.0;149.5;41.9;74.0;8.2;17.8
2157;Value;Total;Duration of residence: less than 5 years;Function: residential/commercial;2009;2001.2;1717.2;284.0;58.4;80.0;12.1;7.8
2158;Value;Total;Duration of residence: less than 5 years;Function: residential/commercial;2012;1088.4;855.5;233.0;46.9;67.5;19.5;13.0
2159;Value;Total;Duration of residence: less than 5 years;Function: residential/commercial;2015;1050.2;850.4;199.8;44.4;76.5;12.9;10.6
2160;Value;Total;Duration of residence: less than 5 years;Function: normal residential;2009;825.8;627.1;198.8;35.5;84.1;11.4;4.5
2161;Value;Total;Duration of residence: less than 5 years;Function: normal residential;2012;842.4;644.6;197.8;37.5;82.4;9.6;7.9
2162;Value;Total;Duration of residence: less than 5 years;Function: normal residential;2015;846.0;667.9;178.1;37.6;80.4;7.2;12.4
2163;Value;Total;Duration of residence: less than 5 years;Function: residential for seniors;2009;616.9;456.4;160.5;35.2;72.1;13.8;14.1
2164;Value;Total;Duration of residence: less than 5 years;Function: residential for seniors;2012;621.6;463.4;158.2;39.7;67.6;10.9;21.5
2165;Value;Total;Duration of residence: less than 5 years;Function: residential for seniors;2015;671.4;522.5;148.9;41.6;63.1;5.4;31.6
2166;Value;Total;Duration of residence: less than 5 years;Usable area: less than  75 m²;2009;599.9;438.4;161.5;39.0;77.2;16.2;6.6
2167;Value;Total;Duration of residence: less than 5 years;Usable area: less than  75 m²;2012;632.7;470.6;162.1;40.9;76.0;13.0;11.0
2168;Value;Total;Duration of residence: less than 5 years;Usable area: less than  75 m²;2015;630.3;487.4;143.0;43.2;75.6;9.0;15.4
2169;Value;Total;Duration of residence: less than 5 years;Usable area: 75 to 99 m²;2009;768.0;583.1;184.9;35.6;78.2;14.4;7.4
2170;Value;Total;Duration of residence: less than 5 years;Usable area: 75 to 99 m²;2012;802.2;613.4;188.8;38.2;76.6;11.9;11.5
2171;Value;Total;Duration of residence: less than 5 years;Usable area: 75 to 99 m²;2015;777.5;612.6;165.0;38.2;71.8;8.3;19.9
2172;Value;Total;Duration of residence: less than 5 years;Usable area: 100 to 149 m²;2009;958.2;742.5;215.6;32.8;88.5;7.6;3.9
2173;Value;Total;Duration of residence: less than 5 years;Usable area: 100 to 149 m²;2012;979.7;761.9;217.8;34.2;87.7;5.6;6.7
2174;Value;Total;Duration of residence: less than 5 years;Usable area: 100 to 149 m²;2015;948.8;754.2;194.6;34.5;83.5;5.0;11.5
2175;Value;Total;Duration of residence: less than 5 years;Usable area: 150 m² or more;2009;1161.8;898.5;263.3;31.8;95.1;2.9;1.9
2176;Value;Total;Duration of residence: less than 5 years;Usable area: 150 m² or more;2012;1189.9;924.1;265.8;33.5;93.0;3.4;3.6
2177;Value;Total;Duration of residence: less than 5 years;Usable area: 150 m² or more;2015;1260.8;1011.2;249.6;31.8;92.9;3.4;3.7
2178;Value;Total;Duration of residence: 5 to 9 years;Total;2009;818.4;604.8;213.6;31.9;86.6;10.7;2.7
2179;Value;Total;Duration of residence: 5 to 9 years;Total;2012;880.0;662.7;217.3;33.2;86.4;8.7;4.9
2180;Value;Total;Duration of residence: 5 to 9 years;Total;2015;910.6;711.3;199.3;33.0;86.0;7.0;6.9
2181;Value;Total;Duration of residence: 5 to 9 years;Bathing facilities:bath, separate shower;2009;1056.2;795.3;260.9;30.3;97.9;1.4;0.7
2182;Value;Total;Duration of residence: 5 to 9 years;Bathing facilities:bath, separate shower;2012;1103.2;841.0;262.3;30.4;97.7;0.9;1.3
2183;Value;Total;Duration of residence: 5 to 9 years;Bathing facilities:bath, separate shower;2015;1166.6;928.7;237.9;29.9;97.7;1.3;0.9
2184;Value;Total;Duration of residence: 5 to 9 years;Bathing facilities: bath or bath/shower;2009;949.5;718.7;230.8;32.2;92.0;5.8;2.2
2185;Value;Total;Duration of residence: 5 to 9 years;Bathing facilities: bath or bath/shower;2012;1002.4;772.0;230.4;33.7;93.4;4.8;1.8
2186;Value;Total;Duration of residence: 5 to 9 years;Bathing facilities: bath or bath/shower;2015;978.8;771.2;207.6;32.3;91.3;3.3;5.4
2187;Value;Total;Duration of residence: 5 to 9 years;Bathing facilities: shower/ no bath;2009;655.1;471.5;183.6;32.6;79.1;17.0;3.9
2188;Value;Total;Duration of residence: 5 to 9 years;Bathing facilities: shower/ no bath;2012;728.1;538.5;189.6;34.6;78.6;13.8;7.6
2189;Value;Total;Duration of residence: 5 to 9 years;Bathing facilities: shower/ no bath;2015;761.6;584.4;177.2;34.7;78.8;10.8;10.4
2190;Value;Total;Duration of residence: 5 to 9 years;Year of construction: .. to 1945;2009;967.1;736.2;230.9;35.6;89.5;9.0;1.5
2191;Value;Total;Duration of residence: 5 to 9 years;Year of construction: .. to 1945;2012;1027.1;792.9;234.2;36.5;90.3;6.5;3.2
2192;Value;Total;Duration of residence: 5 to 9 years;Year of construction: .. to 1945;2015;1092.5;879.8;212.7;34.8;89.5;7.2;3.3
2193;Value;Total;Duration of residence: 5 to 9 years;Year of construction: 1946 to 1970;2009;715.9;508.1;207.8;32.4;82.4;15.2;2.5
