ID;Accuracy;OwnerOrTenant;HouseholdCharacteristics;DwellingCharacteristics;Period;TotalHousingCosts_1;NetRentOrMortgage_2;AdditionalHousingCosts_3;HousingCostRatio_4;NonSkewedRent_5;SkewedTowardsCheapRent_6;SkewedTowardsExpensiveRent_7
6015;Value;Tenant;Households in autonomous homes;"Type of dwelling: multi-family; total";2009;533.5;378.1;155.4;35.7;68.5;22.7;8.8
6016;Value;Tenant;Households in autonomous homes;"Type of dwelling: multi-family; total";2012;580.3;423.6;156.7;38.2;67.3;19.6;13.1
6017;Value;Tenant;Households in autonomous homes;"Type of dwelling: multi-family; total";2015;633.8;485.6;148.2;40.7;67.8;14.2;18.0
6018;Value;Tenant;Households in autonomous homes;Function: residential/commercial;2009;848.6;589.5;259.0;33.7;54.2;35.9;10.0
6019;Value;Tenant;Households in autonomous homes;Function: residential/commercial;2012;888.5;679.1;209.4;49.7;43.2;34.6;22.2
6020;Value;Tenant;Households in autonomous homes;Function: residential/commercial;2015;765.2;551.9;213.3;44.8;63.4;18.7;17.9
6021;Value;Tenant;Households in autonomous homes;Function: normal residential;2009;560.6;384.1;176.6;33.6;62.3;30.3;7.4
6022;Value;Tenant;Households in autonomous homes;Function: normal residential;2012;605.4;426.6;178.8;36.1;62.0;26.1;11.9
6023;Value;Tenant;Households in autonomous homes;Function: normal residential;2015;659.2;494.2;165.0;38.5;63.3;19.7;17.0
6024;Value;Tenant;Households in autonomous homes;Function: residential for seniors;2009;535.4;382.4;153.0;35.2;75.5;12.2;12.3
6025;Value;Tenant;Households in autonomous homes;Function: residential for seniors;2012;581.7;428.5;153.2;38.9;69.0;11.1;19.9
6026;Value;Tenant;Households in autonomous homes;Function: residential for seniors;2015;620.0;476.3;143.7;40.5;66.0;7.8;26.2
6027;Value;Tenant;Households in autonomous homes;Usable area: less than  75 m²;2009;503.5;344.3;159.2;34.8;70.1;23.4;6.5
6028;Value;Tenant;Households in autonomous homes;Usable area: less than  75 m²;2012;548.4;385.4;162.9;37.2;67.5;21.6;11.0
6029;Value;Tenant;Households in autonomous homes;Usable area: less than  75 m²;2015;565.7;422.2;143.5;40.4;73.1;13.7;13.2
6030;Value;Tenant;Households in autonomous homes;Usable area: 75 to 99 m²;2009;582.3;403.9;178.5;33.1;60.3;30.2;9.6
6031;Value;Tenant;Households in autonomous homes;Usable area: 75 to 99 m²;2012;632.7;452.2;180.5;35.8;59.3;26.3;14.4
6032;Value;Tenant;Households in autonomous homes;Usable area: 75 to 99 m²;2015;659.8;496.2;163.6;38.1;59.9;19.6;20.6
6033;Value;Tenant;Households in autonomous homes;Usable area: 100 to 149 m²;2009;640.8;443.8;197.0;32.0;55.4;34.8;9.8
6034;Value;Tenant;Households in autonomous homes;Usable area: 100 to 149 m²;2012;696.0;499.4;196.6;35.7;56.4;27.1;16.5
6035;Value;Tenant;Households in autonomous homes;Usable area: 100 to 149 m²;2015;751.4;568.8;182.6;37.3;54.9;21.9;23.2
6036;Value;Tenant;Households in autonomous homes;Usable area: 150 m² or more;2009;708.3;496.3;212.0;34.2;56.9;32.3;10.8
6037;Value;Tenant;Households in autonomous homes;Usable area: 150 m² or more;2012;750.1;536.7;213.4;38.2;55.5;26.3;18.2
6038;Value;Tenant;Households in autonomous homes;Usable area: 150 m² or more;2015;954.3;729.1;225.1;40.9;59.9;23.1;16.9
6039;Value;Tenant;Eligibility housing benefit: eligible;Total;2009;458.6;291.1;167.5;39.7;82.6;;17.4
6040;Value;Tenant;Eligibility housing benefit: eligible;Total;2012;504.0;334.3;169.7;42.8;73.3;;26.7
6041;Value;Tenant;Eligibility housing benefit: eligible;Total;2015;545.7;387.8;157.9;44.9;63.9;;36.1
6042;Value;Tenant;Eligibility housing benefit: eligible;Bathing facilities:bath, separate shower;2009;670.4;469.4;201.0;49.7;54.4;;45.6
6043;Value;Tenant;Eligibility housing benefit: eligible;Bathing facilities:bath, separate shower;2012;694.5;494.8;199.7;51.2;45.3;;54.7
6044;Value;Tenant;Eligibility housing benefit: eligible;Bathing facilities:bath, separate shower;2015;722.4;544.4;177.9;48.9;33.3;;66.7
6045;Value;Tenant;Eligibility housing benefit: eligible;Bathing facilities: bath or bath/shower;2009;532.2;345.0;187.3;44.4;68.6;;31.4
6046;Value;Tenant;Eligibility housing benefit: eligible;Bathing facilities: bath or bath/shower;2012;565.7;381.2;184.5;46.5;59.5;;40.5
6047;Value;Tenant;Eligibility housing benefit: eligible;Bathing facilities: bath or bath/shower;2015;622.0;451.2;170.8;48.8;48.9;;51.1
6048;Value;Tenant;Eligibility housing benefit: eligible;Bathing facilities: shower/ no bath;2009;444.7;280.0;164.7;39.0;84.8;;15.2
6049;Value;Tenant;Eligibility housing benefit: eligible;Bathing facilities: shower/ no bath;2012;492.8;325.2;167.6;42.3;75.3;;24.7
6050;Value;Tenant;Eligibility housing benefit: eligible;Bathing facilities: shower/ no bath;2015;533.3;377.1;156.2;44.4;66.2;;33.8
6051;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: .. to 1945;2009;474.7;300.6;174.1;42.5;86.9;;13.1
6052;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: .. to 1945;2012;508.1;334.2;173.9;45.5;78.9;;21.1
6053;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: .. to 1945;2015;546.6;383.3;163.3;47.5;71.7;;28.3
6054;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: 1946 to 1970;2009;448.8;276.5;172.3;38.7;88.3;;11.7
6055;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: 1946 to 1970;2012;494.4;318.4;176.0;41.1;79.6;;20.4
6056;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: 1946 to 1970;2015;529.3;366.5;162.8;42.9;74.0;;26.0
6057;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: 1971 to 1985;2009;457.8;291.2;166.6;39.5;78.1;;21.9
6058;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: 1971 to 1985;2012;501.4;332.4;168.9;42.6;71.0;;29.0
6059;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: 1971 to 1985;2015;540.3;381.4;158.8;44.3;62.2;;37.8
6060;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: 1986 to 2000;2009;441.7;288.6;153.1;37.8;80.6;;19.4
6061;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: 1986 to 2000;2012;491.5;334.9;156.6;41.9;70.6;;29.4
6062;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: 1986 to 2000;2015;560.5;413.1;147.4;44.1;57.4;;42.6
6063;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: from 2001;2009;521.3;358.9;162.4;44.4;59.8;;40.2
6064;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: from 2001;2012;570.5;410.0;160.5;48.2;46.6;;53.4
6065;Value;Tenant;Eligibility housing benefit: eligible;Year of construction: from 2001;2015;589.2;441.4;147.7;50.1;33.7;;66.3
6066;Value;Tenant;Eligibility housing benefit: eligible;Own garden, grounds etc. : included;2009;470.6;288.8;181.8;37.8;83.5;;16.5
6067;Value;Tenant;Eligibility housing benefit: eligible;Own garden, grounds etc. : included;2012;517.4;333.7;183.7;41.0;72.9;;27.1
6068;Value;Tenant;Eligibility housing benefit: eligible;Own garden, grounds etc. : included;2015;558.8;388.8;170.0;42.7;62.4;;37.6
6069;Value;Tenant;Eligibility housing benefit: eligible;Own garden, grounds etc. : not included;2009;446.4;293.3;153.1;41.7;81.7;;18.3
6070;Value;Tenant;Eligibility housing benefit: eligible;Own garden, grounds etc. : not included;2012;490.2;334.9;155.3;44.7;73.7;;26.3
6071;Value;Tenant;Eligibility housing benefit: eligible;Own garden, grounds etc. : not included;2015;533.3;386.8;146.5;46.9;65.3;;34.7
6072;Value;Tenant;Eligibility housing benefit: eligible;Garage/carport with dwelling: included;2009;557.5;369.3;188.2;42.4;69.2;;30.8
6073;Value;Tenant;Eligibility housing benefit: eligible;Garage/carport with dwelling: included;2012;583.3;396.1;187.2;44.8;59.1;;40.9
6074;Value;Tenant;Eligibility housing benefit: eligible;Garage/carport with dwelling: included;2015;628.9;456.9;172.0;46.5;46.7;;53.3
6075;Value;Tenant;Eligibility housing benefit: eligible;Garage/carport with dwelling: not…;2009;451.3;285.3;166.0;39.5;83.6;;16.4
6076;Value;Tenant;Eligibility housing benefit: eligible;Garage/carport with dwelling: not…;2012;497.7;329.4;168.3;42.7;74.4;;25.6
6077;Value;Tenant;Eligibility housing benefit: eligible;Garage/carport with dwelling: not…;2015;539.7;382.8;156.9;44.8;65.1;;34.9
6078;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 2 or less;2009;415.2;267.4;147.8;45.4;89.5;;10.5
6079;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 2 or less;2012;446.0;300.1;145.9;47.2;86.0;;14.0
6080;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 2 or less;2015;483.4;346.8;136.6;49.8;80.2;;19.8
6081;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 3;2009;446.9;293.5;153.4;38.5;81.8;;18.2
6082;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 3;2012;496.9;340.6;156.3;42.4;71.8;;28.2
6083;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 3;2015;538.6;390.2;148.4;44.1;60.7;;39.3
6084;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 4;2009;474.9;292.8;182.0;37.4;83.3;;16.7
6085;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 4;2012;526.1;339.5;186.6;40.3;71.1;;28.9
6086;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 4;2015;566.8;395.0;171.8;42.2;61.6;;38.4
6087;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 5;2009;514.4;317.9;196.5;39.0;70.6;;29.4
6088;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 5;2012;561.6;357.5;204.1;41.0;60.1;;39.9
6089;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 5;2015;621.6;436.4;185.2;43.8;45.8;;54.2
6090;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 6;2009;535.3;318.5;216.9;35.7;70.0;;30.0
6091;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 6;2012;581.4;382.8;198.7;46.9;58.3;;41.7
6092;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 6;2015;639.6;448.5;191.0;47.2;55.1;;44.9
6093;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 7 or more;2009;669.2;422.5;246.7;38.8;69.4;;30.6
6094;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 7 or more;2012;730.7;509.4;221.3;51.4;57.4;;42.6
6095;Value;Tenant;Eligibility housing benefit: eligible;Number of rooms: 7 or more;2015;649.2;456.3;192.9;54.6;74.8;;25.2
6096;Value;Tenant;Eligibility housing benefit: eligible;Type of kitchen: separate;2009;449.8;280.0;169.8;38.9;86.3;;13.7
6097;Value;Tenant;Eligibility housing benefit: eligible;Type of kitchen: separate;2012;495.7;321.9;173.8;41.8;78.4;;21.6
6098;Value;Tenant;Eligibility housing benefit: eligible;Type of kitchen: separate;2015;534.7;372.6;162.1;43.3;71.1;;28.9
6099;Value;Tenant;Eligibility housing benefit: eligible;Type of kitchen: open;2009;469.7;305.0;164.7;40.7;77.9;;22.1
6100;Value;Tenant;Eligibility housing benefit: eligible;Type of kitchen: open;2012;513.5;348.4;165.1;44.0;67.5;;32.5
6101;Value;Tenant;Eligibility housing benefit: eligible;Type of kitchen: open;2015;556.9;403.2;153.7;46.5;56.6;;43.4
6102;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: single-family; total";2009;477.9;289.3;188.5;36.9;83.2;;16.8
6103;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: single-family; total";2012;532.0;339.5;192.5;40.6;71.2;;28.8
6104;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: single-family; total";2015;571.8;396.3;175.4;42.3;60.4;;39.6
6105;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: single-family;detached";2009;608.3;355.7;252.5;45.5;75.7;;24.3
6106;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: single-family;detached";2012;686.6;462.9;223.7;44.4;62.5;;37.5
6107;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: single-family;detached";2015;664.6;448.1;216.5;51.3;64.5;;35.5
6108;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: single-family; semi..";2009;507.7;311.3;196.4;39.1;83.0;;17.0
6109;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: single-family; semi..";2012;534.6;333.0;201.6;43.7;77.9;;22.1
6110;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: single-family; semi..";2015;591.4;410.3;181.2;43.7;66.4;;33.6
6111;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling:singlefamily;terraced..";2009;470.3;284.9;185.4;36.4;83.5;;16.5
6112;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling:singlefamily;terraced..";2012;524.8;334.5;190.4;40.2;71.1;;28.9
6113;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling:singlefamily;terraced..";2015;567.8;394.0;173.8;41.9;59.9;;40.1
6114;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: multi-family; total";2009;445.8;292.2;153.6;41.6;82.2;;17.8
6115;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: multi-family; total";2012;485.0;330.8;154.2;44.3;74.7;;25.3
6116;Value;Tenant;Eligibility housing benefit: eligible;"Type of dwelling: multi-family; total";2015;528.8;382.2;146.6;46.5;66.2;;33.8
6117;Value;Tenant;Eligibility housing benefit: eligible;Function: residential/commercial;2009;;;;;;;
6118;Value;Tenant;Eligibility housing benefit: eligible;Function: residential/commercial;2012;1012.5;811.8;200.7;74.0;43.8;;56.2
6119;Value;Tenant;Eligibility housing benefit: eligible;Function: residential/commercial;2015;705.4;491.1;214.3;58.4;62.1;;37.9
6120;Value;Tenant;Eligibility housing benefit: eligible;Function: normal residential;2009;463.6;292.2;171.5;40.6;83.6;;16.4
6121;Value;Tenant;Eligibility housing benefit: eligible;Function: normal residential;2012;504.1;330.5;173.6;43.2;74.9;;25.1
6122;Value;Tenant;Eligibility housing benefit: eligible;Function: normal residential;2015;546.7;386.2;160.5;45.3;65.5;;34.5
6123;Value;Tenant;Eligibility housing benefit: eligible;Function: residential for seniors;2009;434.0;284.8;149.1;36.1;78.5;;21.5
6124;Value;Tenant;Eligibility housing benefit: eligible;Function: residential for seniors;2012;491.4;340.2;151.1;40.4;66.8;;33.2
6125;Value;Tenant;Eligibility housing benefit: eligible;Function: residential for seniors;2015;534.0;391.4;142.6;42.0;55.9;;44.1
6126;Value;Tenant;Eligibility housing benefit: eligible;Usable area: less than  75 m²;2009;430.0;273.7;156.3;40.5;87.3;;12.7
6127;Value;Tenant;Eligibility housing benefit: eligible;Usable area: less than  75 m²;2012;475.3;315.8;159.5;43.2;79.6;;20.4
6128;Value;Tenant;Eligibility housing benefit: eligible;Usable area: less than  75 m²;2015;495.1;352.5;142.7;46.0;77.2;;22.8
6129;Value;Tenant;Eligibility housing benefit: eligible;Usable area: 75 to 99 m²;2009;478.7;303.5;175.2;38.6;78.8;;21.2
6130;Value;Tenant;Eligibility housing benefit: eligible;Usable area: 75 to 99 m²;2012;522.8;345.9;176.9;41.5;68.4;;31.6
6131;Value;Tenant;Eligibility housing benefit: eligible;Usable area: 75 to 99 m²;2015;560.1;398.6;161.5;43.3;59.2;;40.8
6132;Value;Tenant;Eligibility housing benefit: eligible;Usable area: 100 to 149 m²;2009;506.7;318.1;188.7;38.3;74.4;;25.6
6133;Value;Tenant;Eligibility housing benefit: eligible;Usable area: 100 to 149 m²;2012;557.9;368.1;189.8;42.8;60.7;;39.3
6134;Value;Tenant;Eligibility housing benefit: eligible;Usable area: 100 to 149 m²;2015;610.2;430.0;180.2;44.3;45.2;;54.8
6135;Value;Tenant;Eligibility housing benefit: eligible;Usable area: 150 m² or more;2009;564.0;361.5;202.5;41.6;70.7;;29.3
6136;Value;Tenant;Eligibility housing benefit: eligible;Usable area: 150 m² or more;2012;626.8;421.5;205.3;46.7;56.1;;43.9
6137;Value;Tenant;Eligibility housing benefit: eligible;Usable area: 150 m² or more;2015;770.0;560.8;209.1;56.1;44.4;;55.6
6138;Value;Tenant;Eligibility housing benefit:not eligible;Total;2009;644.8;466.5;178.3;28.7;48.2;51.8;
6139;Value;Tenant;Eligibility housing benefit:not eligible;Total;2012;699.2;518.7;180.5;30.6;52.9;47.1;
6140;Value;Tenant;Eligibility housing benefit:not eligible;Total;2015;766.5;599.7;166.8;32.6;63.4;36.6;
6141;Value;Tenant;Eligibility housing benefit:not eligible;Bathing facilities:bath, separate shower;2009;890.8;688.6;202.2;31.7;62.6;37.4;
6142;Value;Tenant;Eligibility housing benefit:not eligible;Bathing facilities:bath, separate shower;2012;977.6;778.7;198.9;34.9;74.1;25.9;
6143;Value;Tenant;Eligibility housing benefit:not eligible;Bathing facilities:bath, separate shower;2015;1057.1;871.0;186.1;35.0;79.1;20.9;
6144;Value;Tenant;Eligibility housing benefit:not eligible;Bathing facilities: bath or bath/shower;2009;749.1;554.5;194.6;30.2;53.5;46.5;
6145;Value;Tenant;Eligibility housing benefit:not eligible;Bathing facilities: bath or bath/shower;2012;790.9;596.1;194.8;32.1;55.8;44.2;
6146;Value;Tenant;Eligibility housing benefit:not eligible;Bathing facilities: bath or bath/shower;2015;876.6;697.7;178.9;34.3;66.1;33.9;
6147;Value;Tenant;Eligibility housing benefit:not eligible;Bathing facilities: shower/ no bath;2009;613.5;439.0;174.5;28.3;46.4;53.6;
6148;Value;Tenant;Eligibility housing benefit:not eligible;Bathing facilities: shower/ no bath;2012;663.2;486.0;177.1;30.0;50.7;49.3;
6149;Value;Tenant;Eligibility housing benefit:not eligible;Bathing facilities: shower/ no bath;2015;720.7;557.5;163.2;32.2;61.3;38.7;
6150;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: .. to 1945;2009;612.4;432.5;179.9;27.5;45.7;54.3;
6151;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: .. to 1945;2012;693.2;509.7;183.5;29.8;53.4;46.6;
6152;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: .. to 1945;2015;769.4;596.1;173.3;31.1;62.6;37.4;
6153;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: 1946 to 1970;2009;614.6;431.4;183.2;27.6;44.5;55.5;
6154;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: 1946 to 1970;2012;652.6;467.3;185.3;29.2;48.2;51.8;
6155;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: 1946 to 1970;2015;691.3;518.1;173.2;30.8;56.5;43.5;
6156;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: 1971 to 1985;2009;654.1;471.6;182.4;29.2;45.8;54.2;
6157;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: 1971 to 1985;2012;694.6;511.5;183.1;30.5;49.3;50.7;
6158;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: 1971 to 1985;2015;753.7;583.5;170.2;32.2;59.1;40.9;
6159;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: 1986 to 2000;2009;675.1;508.9;166.2;30.0;57.5;42.5;
6160;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: 1986 to 2000;2012;719.2;550.5;168.7;31.6;57.9;42.1;
6161;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: 1986 to 2000;2015;790.6;636.3;154.4;34.4;68.4;31.6;
6162;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: from 2001;2009;759.3;597.3;162.0;31.7;59.7;40.3;
6163;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: from 2001;2012;853.4;682.7;170.7;35.2;70.4;29.6;
6164;Value;Tenant;Eligibility housing benefit:not eligible;Year of construction: from 2001;2015;914.4;759.5;154.9;36.7;80.8;19.2;
