ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
8418;Total sales;15515500 Whey;2005 December;99.4;-1.0;17.4;99.4;-1.0;17.4
8419;Total sales;15515500 Whey;2005;93.9;;;93.9;;
8420;Total sales;15515500 Whey;2006 January;101.6;2.2;16.8;101.6;2.2;16.8
8421;Total sales;15515500 Whey;2006 February;102.1;0.5;14.5;102.1;0.5;14.5
8422;Total sales;15515500 Whey;2006 March;102.6;0.5;14.8;102.6;0.5;14.8
8423;Total sales;15515500 Whey;2006 April;104.9;2.2;17.2;104.9;2.2;17.2
8424;Total sales;15515500 Whey;2006 May;103.7;-1.1;11.9;103.7;-1.1;11.9
8425;Total sales;15515500 Whey;2006 June;101.4;-2.2;9.9;101.4;-2.2;9.9
8426;Total sales;15515500 Whey;2006 July;101.7;0.3;6.5;101.7;0.3;6.5
8427;Total sales;15515500 Whey;2006 August;103.1;1.3;8.4;103.1;1.3;8.4
8428;Total sales;15520000 Ice cream;2000 January;99.9;;;99.9;;
8429;Total sales;15520000 Ice cream;2000 February;99.9;0.0;;99.9;0.0;
8430;Total sales;15520000 Ice cream;2000 March;99.9;0.0;;99.9;0.0;
8431;Total sales;15520000 Ice cream;2000 April;99.8;-0.1;;99.8;-0.1;
8432;Total sales;15520000 Ice cream;2000 May;99.8;0.0;;99.8;0.0;
8433;Total sales;15520000 Ice cream;2000 June;99.8;0.0;;99.8;0.0;
8434;Total sales;15520000 Ice cream;2000 July;99.9;0.1;;99.9;0.1;
8435;Total sales;15520000 Ice cream;2000 August;99.9;0.0;;99.9;0.0;
8436;Total sales;15520000 Ice cream;2000 September;99.9;0.0;;99.9;0.0;
8437;Total sales;15520000 Ice cream;2000 October;100.1;0.2;;100.1;0.2;
8438;Total sales;15520000 Ice cream;2000 November;100.7;0.6;;100.7;0.6;
8439;Total sales;15520000 Ice cream;2000 December;100.7;0.0;;100.7;0.0;
8440;Total sales;15520000 Ice cream;2000;100.0;;;100.0;;
8441;Total sales;15520000 Ice cream;2001 January;101.9;1.2;2.0;101.9;1.2;2.0
8442;Total sales;15520000 Ice cream;2001 February;101.8;0.0;1.9;101.8;0.0;1.9
8443;Total sales;15520000 Ice cream;2001 March;101.8;0.0;2.0;101.8;0.0;2.0
8444;Total sales;15520000 Ice cream;2001 April;101.6;-0.3;1.8;101.6;-0.3;1.8
8445;Total sales;15520000 Ice cream;2001 May;101.6;0.0;1.8;101.6;0.0;1.8
8446;Total sales;15520000 Ice cream;2001 June;101.6;0.0;1.8;101.6;0.0;1.8
8447;Total sales;15520000 Ice cream;2001 July;102.1;0.5;2.2;102.1;0.5;2.2
8448;Total sales;15520000 Ice cream;2001 August;102.1;0.0;2.2;102.1;0.0;2.2
8449;Total sales;15520000 Ice cream;2001 September;102.1;0.0;2.2;102.1;0.0;2.2
8450;Total sales;15520000 Ice cream;2001 October;102.1;0.1;2.1;102.1;0.1;2.1
8451;Total sales;15520000 Ice cream;2001 November;102.1;0.0;1.5;102.1;0.0;1.5
8452;Total sales;15520000 Ice cream;2001 December;102.1;0.0;1.5;102.1;0.0;1.5
8453;Total sales;15520000 Ice cream;2001;101.9;;1.9;101.9;;1.9
8454;Total sales;15520000 Ice cream;2002 January;104.5;2.3;2.5;104.5;2.3;2.5
8455;Total sales;15520000 Ice cream;2002 February;104.5;0.0;2.6;104.5;0.0;2.6
8456;Total sales;15520000 Ice cream;2002 March;104.5;0.0;2.6;104.5;0.0;2.6
8457;Total sales;15520000 Ice cream;2002 April;104.5;0.0;2.9;104.5;0.0;2.9
8458;Total sales;15520000 Ice cream;2002 May;104.5;0.0;2.8;104.5;0.0;2.8
8459;Total sales;15520000 Ice cream;2002 June;104.5;0.0;2.8;104.5;0.0;2.8
8460;Total sales;15520000 Ice cream;2002 July;104.7;0.3;2.6;104.7;0.3;2.6
8461;Total sales;15520000 Ice cream;2002 August;104.7;0.0;2.6;104.7;0.0;2.6
8462;Total sales;15520000 Ice cream;2002 September;104.7;0.0;2.6;104.7;0.0;2.6
8463;Total sales;15520000 Ice cream;2002 October;104.7;0.0;2.6;104.7;0.0;2.6
8464;Total sales;15520000 Ice cream;2002 November;104.7;0.0;2.6;104.7;0.0;2.6
8465;Total sales;15520000 Ice cream;2002 December;104.7;0.0;2.6;104.7;0.0;2.6
8466;Total sales;15520000 Ice cream;2002;104.6;;2.6;104.6;;2.6
8467;Total sales;15520000 Ice cream;2003 January;106.0;1.2;1.4;106.0;1.2;1.4
8468;Total sales;15520000 Ice cream;2003 February;106.0;0.0;1.4;106.0;0.0;1.4
8469;Total sales;15520000 Ice cream;2003 March;106.0;0.0;1.4;106.0;0.0;1.4
8470;Total sales;15520000 Ice cream;2003 April;104.5;-1.4;0.1;104.5;-1.4;0.1
8471;Total sales;15520000 Ice cream;2003 May;104.5;0.0;0.1;104.5;0.0;0.1
8472;Total sales;15520000 Ice cream;2003 June;105.3;0.7;0.8;105.3;0.7;0.8
8473;Total sales;15520000 Ice cream;2003 July;104.3;-0.9;-0.4;104.3;-0.9;-0.4
8474;Total sales;15520000 Ice cream;2003 August;104.3;0.0;-0.4;104.3;0.0;-0.4
8475;Total sales;15520000 Ice cream;2003 September;104.3;0.0;-0.4;104.3;0.0;-0.4
8476;Total sales;15520000 Ice cream;2003 October;104.6;0.3;-0.1;104.6;0.3;-0.1
8477;Total sales;15520000 Ice cream;2003 November;104.6;0.0;-0.1;104.6;0.0;-0.1
8478;Total sales;15520000 Ice cream;2003 December;104.6;0.0;-0.1;104.6;0.0;-0.1
8479;Total sales;15520000 Ice cream;2003;104.9;;0.3;104.9;;0.3
8480;Total sales;15520000 Ice cream;2004 January;106.5;1.8;0.5;106.5;1.8;0.5
8481;Total sales;15520000 Ice cream;2004 February;106.5;0.0;0.5;106.5;0.0;0.5
8482;Total sales;15520000 Ice cream;2004 March;106.5;-0.1;0.5;106.5;-0.1;0.5
8483;Total sales;15520000 Ice cream;2004 April;106.6;0.1;2.0;106.6;0.1;2.0
8484;Total sales;15520000 Ice cream;2004 May;106.6;0.0;2.0;106.6;0.0;2.0
8485;Total sales;15520000 Ice cream;2004 June;106.6;0.0;1.3;106.6;0.0;1.3
8486;Total sales;15520000 Ice cream;2004 July;106.7;0.0;2.2;106.7;0.0;2.2
8487;Total sales;15520000 Ice cream;2004 August;106.7;0.0;2.2;106.7;0.0;2.2
8488;Total sales;15520000 Ice cream;2004 September;106.7;0.0;2.2;106.7;0.0;2.2
8489;Total sales;15520000 Ice cream;2004 October;106.9;0.2;2.2;106.9;0.2;2.2
8490;Total sales;15520000 Ice cream;2004 November;106.9;0.0;2.2;106.9;0.0;2.2
8491;Total sales;15520000 Ice cream;2004 December;106.9;0.0;2.2;106.9;0.0;2.2
8492;Total sales;15520000 Ice cream;2004;106.7;;1.7;106.7;;1.7
8493;Total sales;15520000 Ice cream;2005 January;107.6;0.7;1.0;107.6;0.7;1.0
8494;Total sales;15520000 Ice cream;2005 February;107.6;0.0;1.0;107.6;0.0;1.0
8495;Total sales;15520000 Ice cream;2005 March;107.6;0.0;1.1;107.6;0.0;1.1
8496;Total sales;15520000 Ice cream;2005 April;107.7;0.0;1.0;107.7;0.0;1.0
8497;Total sales;15520000 Ice cream;2005 May;107.7;0.0;1.0;107.7;0.0;1.0
8498;Total sales;15520000 Ice cream;2005 June;107.7;0.0;1.0;107.7;0.0;1.0
8499;Total sales;15520000 Ice cream;2005 July;107.6;0.0;0.9;107.6;0.0;0.9
8500;Total sales;15520000 Ice cream;2005 August;107.6;0.0;0.9;107.6;0.0;0.9
8501;Total sales;15520000 Ice cream;2005 September;107.6;0.0;0.9;107.6;0.0;0.9
8502;Total sales;15520000 Ice cream;2005 October;107.9;0.2;1.0;107.9;0.2;1.0
8503;Total sales;15520000 Ice cream;2005 November;107.9;0.0;1.0;107.9;0.0;1.0
8504;Total sales;15520000 Ice cream;2005 December;107.9;0.0;1.0;107.9;0.0;1.0
8505;Total sales;15520000 Ice cream;2005;107.7;;1.0;107.7;;1.0
8506;Total sales;15520000 Ice cream;2006 January;105.0;-2.7;-2.5;105.0;-2.7;-2.5
8507;Total sales;15520000 Ice cream;2006 February;105.0;0.0;-2.5;105.0;0.0;-2.5
8508;Total sales;15520000 Ice cream;2006 March;105.9;0.8;-1.6;105.9;0.8;-1.6
8509;Total sales;15520000 Ice cream;2006 April;107.7;1.8;0.1;107.7;1.8;0.1
8510;Total sales;15520000 Ice cream;2006 May;107.7;0.0;0.1;107.7;0.0;0.1
8511;Total sales;15520000 Ice cream;2006 June;107.7;0.0;0.1;107.7;0.0;0.1
8512;Total sales;15520000 Ice cream;2006 July;107.7;0.0;0.1;107.7;0.0;0.1
8513;Total sales;15520000 Ice cream;2006 August;107.7;0.0;0.1;107.7;0.0;0.1
8514;Total sales;15600000 Grain mill products, starches a;2000 January;97.8;;;97.8;;
8515;Total sales;15600000 Grain mill products, starches a;2000 February;98.5;0.7;;98.5;0.7;
8516;Total sales;15600000 Grain mill products, starches a;2000 March;98.9;0.4;;98.9;0.4;
8517;Total sales;15600000 Grain mill products, starches a;2000 April;99.0;0.1;;99.0;0.1;
8518;Total sales;15600000 Grain mill products, starches a;2000 May;99.3;0.4;;99.3;0.4;
8519;Total sales;15600000 Grain mill products, starches a;2000 June;99.7;0.3;;99.7;0.3;
8520;Total sales;15600000 Grain mill products, starches a;2000 July;99.7;0.0;;99.7;0.0;
8521;Total sales;15600000 Grain mill products, starches a;2000 August;100.5;0.8;;100.5;0.8;
8522;Total sales;15600000 Grain mill products, starches a;2000 September;101.4;0.9;;101.4;0.9;
8523;Total sales;15600000 Grain mill products, starches a;2000 October;101.8;0.4;;101.8;0.4;
8524;Total sales;15600000 Grain mill products, starches a;2000 November;101.9;0.1;;101.9;0.1;
8525;Total sales;15600000 Grain mill products, starches a;2000 December;101.5;-0.3;;101.5;-0.3;
8526;Total sales;15600000 Grain mill products, starches a;2000;100.0;;;100.0;;
8527;Total sales;15600000 Grain mill products, starches a;2001 January;103.0;1.5;5.4;103.0;1.5;5.4
8528;Total sales;15600000 Grain mill products, starches a;2001 February;102.8;-0.3;4.4;102.8;-0.3;4.4
8529;Total sales;15600000 Grain mill products, starches a;2001 March;103.1;0.3;4.2;103.1;0.3;4.2
8530;Total sales;15600000 Grain mill products, starches a;2001 April;103.7;0.6;4.7;103.7;0.6;4.7
8531;Total sales;15600000 Grain mill products, starches a;2001 May;103.8;0.2;4.5;103.8;0.2;4.5
8532;Total sales;15600000 Grain mill products, starches a;2001 June;103.9;0.0;4.2;103.9;0.0;4.2
8533;Total sales;15600000 Grain mill products, starches a;2001 July;104.1;0.3;4.4;104.1;0.3;4.4
8534;Total sales;15600000 Grain mill products, starches a;2001 August;103.8;-0.3;3.3;103.8;-0.3;3.3
8535;Total sales;15600000 Grain mill products, starches a;2001 September;103.4;-0.4;2.0;103.4;-0.4;2.0
8536;Total sales;15600000 Grain mill products, starches a;2001 October;103.1;-0.3;1.3;103.1;-0.3;1.3
8537;Total sales;15600000 Grain mill products, starches a;2001 November;103.9;0.7;2.0;103.9;0.7;2.0
8538;Total sales;15600000 Grain mill products, starches a;2001 December;103.5;-0.4;1.9;103.5;-0.4;1.9
8539;Total sales;15600000 Grain mill products, starches a;2001;103.5;;3.5;103.5;;3.5
8540;Total sales;15600000 Grain mill products, starches a;2002 January;103.7;0.2;0.6;103.7;0.2;0.6
8541;Total sales;15600000 Grain mill products, starches a;2002 February;103.9;0.2;1.1;103.9;0.2;1.1
8542;Total sales;15600000 Grain mill products, starches a;2002 March;103.6;-0.3;0.5;103.6;-0.3;0.5
8543;Total sales;15600000 Grain mill products, starches a;2002 April;103.8;0.1;0.1;103.8;0.1;0.1
8544;Total sales;15600000 Grain mill products, starches a;2002 May;103.6;-0.2;-0.2;103.6;-0.2;-0.2
8545;Total sales;15600000 Grain mill products, starches a;2002 June;103.3;-0.3;-0.6;103.3;-0.3;-0.6
8546;Total sales;15600000 Grain mill products, starches a;2002 July;103.4;0.1;-0.7;103.4;0.1;-0.7
8547;Total sales;15600000 Grain mill products, starches a;2002 August;104.2;0.8;0.3;104.2;0.8;0.3
8548;Total sales;15600000 Grain mill products, starches a;2002 September;103.6;-0.6;0.1;103.6;-0.6;0.1
8549;Total sales;15600000 Grain mill products, starches a;2002 October;103.2;-0.4;0.1;103.2;-0.4;0.1
8550;Total sales;15600000 Grain mill products, starches a;2002 November;102.2;-1.0;-1.7;102.2;-1.0;-1.7
8551;Total sales;15600000 Grain mill products, starches a;2002 December;101.7;-0.5;-1.7;101.7;-0.5;-1.7
8552;Total sales;15600000 Grain mill products, starches a;2002;103.3;;-0.2;103.3;;-0.2
8553;Total sales;15600000 Grain mill products, starches a;2003 January;99.6;-2.1;-3.9;99.6;-2.1;-3.9
8554;Total sales;15600000 Grain mill products, starches a;2003 February;98.9;-0.7;-4.8;98.9;-0.7;-4.8
8555;Total sales;15600000 Grain mill products, starches a;2003 March;98.2;-0.7;-5.3;98.2;-0.7;-5.3
8556;Total sales;15600000 Grain mill products, starches a;2003 April;97.8;-0.4;-5.8;97.8;-0.4;-5.8
8557;Total sales;15600000 Grain mill products, starches a;2003 May;97.0;-0.8;-6.4;97.0;-0.8;-6.4
8558;Total sales;15600000 Grain mill products, starches a;2003 June;98.1;1.2;-5.0;98.1;1.2;-5.0
8559;Total sales;15600000 Grain mill products, starches a;2003 July;98.7;0.6;-4.5;98.7;0.6;-4.5
8560;Total sales;15600000 Grain mill products, starches a;2003 August;99.1;0.3;-4.9;99.1;0.3;-4.9
8561;Total sales;15600000 Grain mill products, starches a;2003 September;101.1;2.1;-2.4;101.1;2.1;-2.4
8562;Total sales;15600000 Grain mill products, starches a;2003 October;102.3;1.1;-0.9;102.3;1.1;-0.9
8563;Total sales;15600000 Grain mill products, starches a;2003 November;102.5;0.3;0.4;102.5;0.3;0.4
8564;Total sales;15600000 Grain mill products, starches a;2003 December;103.0;0.5;1.3;103.0;0.5;1.3
8565;Total sales;15600000 Grain mill products, starches a;2003;99.7;;-3.5;99.7;;-3.5
8566;Total sales;15600000 Grain mill products, starches a;2004 January;104.1;1.0;4.5;104.1;1.0;4.5
8567;Total sales;15600000 Grain mill products, starches a;2004 February;105.5;1.4;6.7;105.5;1.4;6.7
8568;Total sales;15600000 Grain mill products, starches a;2004 March;105.1;-0.4;7.1;105.1;-0.4;7.1
8569;Total sales;15600000 Grain mill products, starches a;2004 April;104.8;-0.3;7.1;104.8;-0.3;7.1
8570;Total sales;15600000 Grain mill products, starches a;2004 May;104.5;-0.3;7.7;104.5;-0.3;7.7
8571;Total sales;15600000 Grain mill products, starches a;2004 June;103.6;-0.9;5.6;103.6;-0.9;5.6
8572;Total sales;15600000 Grain mill products, starches a;2004 July;102.5;-1.1;3.8;102.5;-1.1;3.8
8573;Total sales;15600000 Grain mill products, starches a;2004 August;103.5;1.0;4.5;103.5;1.0;4.5
8574;Total sales;15600000 Grain mill products, starches a;2004 September;102.0;-1.4;0.9;102.0;-1.4;0.9
8575;Total sales;15600000 Grain mill products, starches a;2004 October;100.7;-1.3;-1.6;100.7;-1.3;-1.6
8576;Total sales;15600000 Grain mill products, starches a;2004 November;99.3;-1.4;-3.1;99.3;-1.4;-3.1
8577;Total sales;15600000 Grain mill products, starches a;2004 December;100.0;0.7;-2.9;100.0;0.7;-2.9
8578;Total sales;15600000 Grain mill products, starches a;2004;103.0;;3.3;103.0;;3.3
8579;Total sales;15600000 Grain mill products, starches a;2005 January;98.0;-2.0;-5.8;98.0;-2.0;-5.8
8580;Total sales;15600000 Grain mill products, starches a;2005 February;97.5;-0.5;-7.6;97.5;-0.5;-7.6
8581;Total sales;15600000 Grain mill products, starches a;2005 March;96.1;-1.5;-8.6;96.1;-1.5;-8.6
8582;Total sales;15600000 Grain mill products, starches a;2005 April;96.5;0.5;-7.9;96.5;0.5;-7.9
8583;Total sales;15600000 Grain mill products, starches a;2005 May;96.3;-0.3;-7.8;96.3;-0.3;-7.8
8584;Total sales;15600000 Grain mill products, starches a;2005 June;95.9;-0.4;-7.4;95.9;-0.4;-7.4
8585;Total sales;15600000 Grain mill products, starches a;2005 July;95.1;-0.9;-7.2;95.1;-0.9;-7.2
8586;Total sales;15600000 Grain mill products, starches a;2005 August;95.2;0.2;-8.0;95.2;0.2;-8.0
8587;Total sales;15600000 Grain mill products, starches a;2005 September;96.0;0.8;-5.9;96.0;0.8;-5.9
8588;Total sales;15600000 Grain mill products, starches a;2005 October;96.4;0.4;-4.2;96.4;0.4;-4.2
8589;Total sales;15600000 Grain mill products, starches a;2005 November;95.9;-0.5;-3.4;95.9;-0.5;-3.4
8590;Total sales;15600000 Grain mill products, starches a;2005 December;95.4;-0.5;-4.7;95.4;-0.5;-4.7
8591;Total sales;15600000 Grain mill products, starches a;2005;96.2;;-6.6;96.2;;-6.6
8592;Total sales;15600000 Grain mill products, starches a;2006 January;96.7;1.4;-1.3;96.7;1.4;-1.3
8593;Total sales;15600000 Grain mill products, starches a;2006 February;97.2;0.4;-0.4;97.2;0.4;-0.4
8594;Total sales;15600000 Grain mill products, starches a;2006 March;96.6;-0.6;0.5;96.6;-0.6;0.5
8595;Total sales;15600000 Grain mill products, starches a;2006 April;97.1;0.5;0.6;97.1;0.5;0.6
8596;Total sales;15600000 Grain mill products, starches a;2006 May;97.0;-0.1;0.7;97.0;-0.1;0.7
8597;Total sales;15600000 Grain mill products, starches a;2006 June;98.0;1.0;2.2;98.0;1.0;2.2
8598;Total sales;15600000 Grain mill products, starches a;2006 July;98.7;0.8;3.8;98.7;0.8;3.8
8599;Total sales;15600000 Grain mill products, starches a;2006 August;99.2;0.4;4.1;99.2;0.4;4.1
8600;Total sales;15610000 Grain mill products;2000 January;96.8;;;96.8;;
8601;Total sales;15610000 Grain mill products;2000 February;98.0;1.2;;98.0;1.2;
8602;Total sales;15610000 Grain mill products;2000 March;98.1;0.1;;98.1;0.1;
8603;Total sales;15610000 Grain mill products;2000 April;98.8;0.7;;98.8;0.7;
8604;Total sales;15610000 Grain mill products;2000 May;100.0;1.2;;100.0;1.2;
8605;Total sales;15610000 Grain mill products;2000 June;100.0;0.0;;100.0;0.0;
8606;Total sales;15610000 Grain mill products;2000 July;100.0;0.0;;100.0;0.0;
8607;Total sales;15610000 Grain mill products;2000 August;100.9;0.9;;100.9;0.9;
8608;Total sales;15610000 Grain mill products;2000 September;101.4;0.5;;101.4;0.5;
8609;Total sales;15610000 Grain mill products;2000 October;101.8;0.4;;101.8;0.4;
8610;Total sales;15610000 Grain mill products;2000 November;101.8;0.0;;101.8;0.0;
8611;Total sales;15610000 Grain mill products;2000 December;102.3;0.5;;102.3;0.5;
8612;Total sales;15610000 Grain mill products;2000;100.0;;;100.0;;
8613;Total sales;15610000 Grain mill products;2001 January;101.7;-0.6;5.1;101.7;-0.6;5.1
8614;Total sales;15610000 Grain mill products;2001 February;101.4;-0.3;3.5;101.4;-0.3;3.5
8615;Total sales;15610000 Grain mill products;2001 March;101.3;-0.1;3.2;101.3;-0.1;3.2
8616;Total sales;15610000 Grain mill products;2001 April;101.8;0.4;3.0;101.8;0.4;3.0
8617;Total sales;15610000 Grain mill products;2001 May;102.1;0.3;2.1;102.1;0.3;2.1
8618;Total sales;15610000 Grain mill products;2001 June;102.1;0.0;2.1;102.1;0.0;2.1
8619;Total sales;15610000 Grain mill products;2001 July;102.9;0.8;2.9;102.9;0.8;2.9
8620;Total sales;15610000 Grain mill products;2001 August;103.1;0.1;2.2;103.1;0.1;2.2
8621;Total sales;15610000 Grain mill products;2001 September;102.8;-0.3;1.4;102.8;-0.3;1.4
8622;Total sales;15610000 Grain mill products;2001 October;102.4;-0.3;0.6;102.4;-0.3;0.6
8623;Total sales;15610000 Grain mill products;2001 November;103.2;0.8;1.4;103.2;0.8;1.4
8624;Total sales;15610000 Grain mill products;2001 December;103.4;0.2;1.1;103.4;0.2;1.1
8625;Total sales;15610000 Grain mill products;2001;102.4;;2.4;102.4;;2.4
8626;Total sales;15610000 Grain mill products;2002 January;103.3;-0.1;1.5;103.3;-0.1;1.5
8627;Total sales;15610000 Grain mill products;2002 February;103.1;-0.2;1.6;103.1;-0.2;1.6
8628;Total sales;15610000 Grain mill products;2002 March;102.8;-0.2;1.5;102.8;-0.2;1.5
8629;Total sales;15610000 Grain mill products;2002 April;103.2;0.3;1.4;103.2;0.3;1.4
8630;Total sales;15610000 Grain mill products;2002 May;101.9;-1.3;-0.2;101.9;-1.3;-0.2
8631;Total sales;15610000 Grain mill products;2002 June;101.9;0.0;-0.2;101.9;0.0;-0.2
8632;Total sales;15610000 Grain mill products;2002 July;102.9;0.9;-0.1;102.9;0.9;-0.1
8633;Total sales;15610000 Grain mill products;2002 August;104.1;1.2;1.0;104.1;1.2;1.0
8634;Total sales;15610000 Grain mill products;2002 September;104.9;0.8;2.1;104.9;0.8;2.1
8635;Total sales;15610000 Grain mill products;2002 October;104.3;-0.6;1.8;104.3;-0.6;1.8
8636;Total sales;15610000 Grain mill products;2002 November;104.2;0.0;1.0;104.2;0.0;1.0
8637;Total sales;15610000 Grain mill products;2002 December;103.2;-1.0;-0.2;103.2;-1.0;-0.2
8638;Total sales;15610000 Grain mill products;2002;103.3;;0.9;103.3;;0.9
8639;Total sales;15610000 Grain mill products;2003 January;102.1;-1.1;-1.1;102.1;-1.1;-1.1
8640;Total sales;15610000 Grain mill products;2003 February;102.2;0.1;-0.8;102.2;0.1;-0.8
8641;Total sales;15610000 Grain mill products;2003 March;102.0;-0.2;-0.8;102.0;-0.2;-0.8
8642;Total sales;15610000 Grain mill products;2003 April;101.2;-0.8;-1.9;101.2;-0.8;-1.9
8643;Total sales;15610000 Grain mill products;2003 May;100.0;-1.3;-1.9;100.0;-1.3;-1.9
8644;Total sales;15610000 Grain mill products;2003 June;103.3;3.4;1.4;103.3;3.4;1.4
8645;Total sales;15610000 Grain mill products;2003 July;102.7;-0.6;-0.1;102.7;-0.6;-0.1
8646;Total sales;15610000 Grain mill products;2003 August;103.9;1.2;-0.1;103.9;1.2;-0.1
8647;Total sales;15610000 Grain mill products;2003 September;105.6;1.6;0.7;105.6;1.6;0.7
8648;Total sales;15610000 Grain mill products;2003 October;105.4;-0.2;1.1;105.4;-0.2;1.1
8649;Total sales;15610000 Grain mill products;2003 November;108.2;2.7;3.8;108.2;2.7;3.8
8650;Total sales;15610000 Grain mill products;2003 December;108.1;-0.1;4.8;108.1;-0.1;4.8
8651;Total sales;15610000 Grain mill products;2003;103.7;;0.4;103.7;;0.4
