ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;BevolkingOp1Januari_1
1615;Totaal mannen en vrouwen;Totaal;Guyana;Saba;2016;18
1616;Totaal mannen en vrouwen;Totaal;Guyana;Saba;2017;20
1617;Totaal mannen en vrouwen;Totaal;Guyana;Saba;2018;14
1618;Totaal mannen en vrouwen;Totaal;Guyana;Saba;2019;12
1619;Totaal mannen en vrouwen;Totaal;Guyana;Saba;2020;12
1620;Totaal mannen en vrouwen;Totaal;Guyana;Saba;2021;11
1621;Totaal mannen en vrouwen;Totaal;Guyana;Saba;2022;14
1622;Totaal mannen en vrouwen;Totaal;Guyana;Saba;2023;15
1623;Totaal mannen en vrouwen;Totaal;Guyana;Saba;2024;15
1624;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2011;103
1625;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2012;110
1626;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2013;121
1627;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2014;130
1628;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2015;141
1629;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2016;150
1630;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2017;159
1631;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2018;180
1632;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2019;194
1633;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2020;224
1634;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2021;257
1635;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2022;320
1636;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2023;364
1637;Totaal mannen en vrouwen;Totaal;Haïti;Caribisch Nederland;2024;460
1638;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2011;59
1639;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2012;67
1640;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2013;74
1641;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2014;80
1642;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2015;90
1643;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2016;100
1644;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2017;105
1645;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2018;128
1646;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2019;146
1647;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2020;177
1648;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2021;211
1649;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2022;275
1650;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2023;315
1651;Totaal mannen en vrouwen;Totaal;Haïti;Bonaire;2024;406
1652;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2011;20
1653;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2012;21
1654;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2013;25
1655;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2014;29
1656;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2015;29
1657;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2016;22
1658;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2017;24
1659;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2018;23
1660;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2019;23
1661;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2020;21
1662;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2021;22
1663;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2022;21
1664;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2023;20
1665;Totaal mannen en vrouwen;Totaal;Haïti;Sint Eustatius;2024;21
1666;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2011;24
1667;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2012;22
1668;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2013;22
1669;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2014;21
1670;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2015;22
1671;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2016;28
1672;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2017;30
1673;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2018;29
1674;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2019;25
1675;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2020;26
1676;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2021;24
1677;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2022;24
1678;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2023;29
1679;Totaal mannen en vrouwen;Totaal;Haïti;Saba;2024;33
1680;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2011;110
1681;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2012;118
1682;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2013;129
1683;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2014;143
1684;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2015;155
1685;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2016;140
1686;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2017;137
1687;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2018;142
1688;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2019;134
1689;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2020;135
1690;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2021;139
1691;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2022;140
1692;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2023;158
1693;Totaal mannen en vrouwen;Totaal;Jamaica;Caribisch Nederland;2024;171
1694;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2011;37
1695;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2012;39
1696;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2013;45
1697;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2014;57
1698;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2015;63
1699;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2016;67
1700;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2017;58
1701;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2018;56
1702;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2019;60
1703;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2020;61
1704;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2021;60
1705;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2022;58
1706;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2023;62
1707;Totaal mannen en vrouwen;Totaal;Jamaica;Bonaire;2024;64
1708;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2011;65
1709;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2012;66
1710;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2013;68
1711;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2014;70
1712;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2015;70
1713;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2016;45
1714;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2017;47
1715;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2018;58
1716;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2019;47
1717;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2020;47
1718;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2021;50
1719;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2022;53
1720;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2023;59
1721;Totaal mannen en vrouwen;Totaal;Jamaica;Sint Eustatius;2024;67
1722;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2011;8
1723;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2012;13
1724;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2013;16
1725;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2014;16
1726;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2015;22
1727;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2016;28
1728;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2017;32
1729;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2018;28
1730;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2019;27
1731;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2020;27
1732;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2021;29
1733;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2022;29
1734;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2023;37
1735;Totaal mannen en vrouwen;Totaal;Jamaica;Saba;2024;40
1736;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2011;1974
1737;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2012;2477
1738;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2013;2627
1739;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2014;2848
1740;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2015;2919
1741;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2016;2990
1742;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2017;3102
1743;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2018;3231
1744;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2019;3305
1745;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2020;3486
1746;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2021;3678
1747;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2022;3870
1748;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2023;4306
1749;Totaal mannen en vrouwen;Totaal;Nederland;Caribisch Nederland;2024;4406
1750;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2011;1766
1751;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2012;2220
1752;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2013;2354
1753;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2014;2540
1754;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2015;2598
1755;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2016;2679
1756;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2017;2795
1757;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2018;2921
1758;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2019;2995
1759;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2020;3196
1760;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2021;3368
1761;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2022;3585
1762;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2023;4025
1763;Totaal mannen en vrouwen;Totaal;Nederland;Bonaire;2024;4145
1764;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2011;159
1765;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2012;191
1766;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2013;203
1767;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2014;237
1768;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2015;228
1769;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2016;204
1770;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2017;193
1771;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2018;193
1772;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2019;191
1773;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2020;189
1774;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2021;200
1775;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2022;179
1776;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2023;185
1777;Totaal mannen en vrouwen;Totaal;Nederland;Sint Eustatius;2024;163
1778;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2011;49
1779;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2012;66
1780;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2013;70
1781;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2014;71
1782;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2015;93
1783;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2016;107
1784;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2017;114
1785;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2018;117
1786;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2019;119
1787;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2020;101
1788;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2021;110
1789;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2022;106
1790;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2023;96
1791;Totaal mannen en vrouwen;Totaal;Nederland;Saba;2024;98
1792;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2011;526
1793;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2012;532
1794;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2013;562
1795;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2014;588
1796;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2015;574
1797;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2016;575
1798;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2017;468
1799;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2018;499
1800;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2019;526
1801;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2020;579
1802;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2021;588
1803;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2022;623
1804;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2023;691
1805;Totaal mannen en vrouwen;Totaal;Peru;Caribisch Nederland;2024;782
1806;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2011;512
1807;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2012;518
1808;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2013;548
1809;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2014;574
1810;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2015;559
1811;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2016;560
1812;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2017;449
1813;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2018;478
1814;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2019;511
1815;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2020;565
1816;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2021;578
1817;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2022;612
1818;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2023;680
1819;Totaal mannen en vrouwen;Totaal;Peru;Bonaire;2024;768
1820;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2011;11
1821;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2012;11
1822;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2013;11
1823;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2014;11
1824;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2015;12
1825;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2016;12
1826;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2017;16
1827;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2018;18
1828;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2019;14
1829;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2020;13
1830;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2021;9
1831;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2022;9
1832;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2023;9
1833;Totaal mannen en vrouwen;Totaal;Peru;Sint Eustatius;2024;10
1834;Totaal mannen en vrouwen;Totaal;Peru;Saba;2011;3
1835;Totaal mannen en vrouwen;Totaal;Peru;Saba;2012;3
1836;Totaal mannen en vrouwen;Totaal;Peru;Saba;2013;3
1837;Totaal mannen en vrouwen;Totaal;Peru;Saba;2014;3
1838;Totaal mannen en vrouwen;Totaal;Peru;Saba;2015;3
1839;Totaal mannen en vrouwen;Totaal;Peru;Saba;2016;3
1840;Totaal mannen en vrouwen;Totaal;Peru;Saba;2017;3
1841;Totaal mannen en vrouwen;Totaal;Peru;Saba;2018;3
1842;Totaal mannen en vrouwen;Totaal;Peru;Saba;2019;1
1843;Totaal mannen en vrouwen;Totaal;Peru;Saba;2020;1
1844;Totaal mannen en vrouwen;Totaal;Peru;Saba;2021;1
1845;Totaal mannen en vrouwen;Totaal;Peru;Saba;2022;2
1846;Totaal mannen en vrouwen;Totaal;Peru;Saba;2023;2
1847;Totaal mannen en vrouwen;Totaal;Peru;Saba;2024;4
1848;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2011;243
1849;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2012;242
1850;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2013;245
1851;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2014;247
1852;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2015;244
1853;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2016;238
1854;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2017;240
1855;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2018;232
1856;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2019;211
1857;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2020;204
1858;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2021;204
1859;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2022;206
1860;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2023;204
1861;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Caribisch Nederland;2024;204
1862;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2011;2
1863;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2012;2
1864;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2013;2
1865;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2014;2
1866;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2015;2
1867;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2016;3
1868;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2017;5
1869;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2018;5
1870;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2019;6
1871;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2020;6
1872;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2021;6
1873;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2022;5
1874;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2023;5
1875;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Bonaire;2024;6
1876;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2011;223
1877;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2012;223
1878;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2013;226
1879;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2014;228
1880;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2015;225
1881;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2016;218
1882;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2017;218
1883;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2018;210
1884;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2019;189
1885;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2020;182
1886;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2021;183
1887;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2022;184
1888;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2023;182
1889;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Sint Eustatius;2024;182
1890;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2011;18
1891;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2012;17
1892;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2013;17
1893;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2014;17
1894;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2015;17
1895;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2016;17
1896;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2017;17
1897;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2018;17
1898;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2019;16
1899;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2020;16
1900;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2021;15
1901;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2022;17
1902;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2023;17
1903;Totaal mannen en vrouwen;Totaal;Saint Kitts en Nevis;Saba;2024;16
1904;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2011;289
1905;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2012;319
1906;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2013;333
1907;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2014;351
1908;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2015;352
1909;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2016;355
1910;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2017;365
1911;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2018;365
1912;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2019;367
1913;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2020;389
1914;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2021;389
1915;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2022;409
1916;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2023;465
1917;Totaal mannen en vrouwen;Totaal;Suriname;Caribisch Nederland;2024;503
1918;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2011;231
1919;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2012;259
1920;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2013;275
1921;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2014;295
1922;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2015;292
1923;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2016;297
1924;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2017;302
1925;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2018;307
1926;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2019;314
1927;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2020;327
1928;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2021;323
1929;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2022;341
1930;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2023;389
1931;Totaal mannen en vrouwen;Totaal;Suriname;Bonaire;2024;420
1932;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2011;42
1933;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2012;49
1934;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2013;47
1935;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2014;44
1936;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2015;46
1937;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2016;46
1938;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2017;53
1939;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2018;47
1940;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2019;42
1941;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2020;43
1942;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2021;42
1943;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2022;46
1944;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2023;49
1945;Totaal mannen en vrouwen;Totaal;Suriname;Sint Eustatius;2024;56
1946;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2011;16
1947;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2012;11
1948;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2013;11
1949;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2014;12
1950;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2015;14
1951;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2016;12
1952;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2017;10
1953;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2018;11
1954;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2019;11
1955;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2020;19
1956;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2021;24
1957;Totaal mannen en vrouwen;Totaal;Suriname;Saba;2022;22
