ID;Goederenstromen;Goederengroepen;Werelddelen;Perioden;Schatting_1;Ondergrens95Interval_2;Bovengrens95Interval_3;Betrouwbaarheidsmarge_4;AandeelInGoederenstroom_5;GroeiIndicatie_6;Schatting_7;Ondergrens95Interval_8;Bovengrens95Interval_9;Betrouwbaarheidsmarge_10;AandeelInGoederenstroom_11;GroeiIndicatie_12
6346;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2017;541;49;1033;91.0;0;9.0;997;820;1175;18.0;0;5.0
6347;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2007;4507;3656;5359;19.0;1;;3957;3134;4780;21.0;1;
6348;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2008;3185;2590;3780;19.0;1;1.0;6274;4954;7595;21.0;1;5.0
6349;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2009;2174;1760;2588;19.0;0;1.0;6754;5338;8170;21.0;1;9.0
6350;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2010;2996;2408;3585;20.0;1;5.0;5771;4536;7006;21.0;1;9.0
6351;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2011;3819;3035;4603;21.0;1;5.0;7211;5775;8647;20.0;1;5.0
6352;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2012;3363;2707;4020;20.0;1;9.0;5903;4766;7041;19.0;1;1.0
6353;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2013;4259;3466;5052;19.0;1;5.0;4383;3522;5243;20.0;1;1.0
6354;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2014;6790;5438;8142;20.0;1;5.0;4673;3771;5575;19.0;1;9.0
6355;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2015;7880;6273;9488;20.0;1;9.0;4333;3489;5176;19.0;1;9.0
6356;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2016;4929;3897;5962;21.0;1;1.0;3734;2977;4491;20.0;1;9.0
6357;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Azië;2017;4821;3839;5804;20.0;1;9.0;2851;2287;3415;20.0;1;1.0
6358;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2007;8039;6062;10016;25.0;1;;42490;35785;49195;16.0;9;
6359;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2008;6791;5318;8264;22.0;1;9.0;39846;32899;46793;17.0;8;9.0
6360;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2009;3220;2691;3749;16.0;1;1.0;19986;16889;23083;15.0;4;1.0
6361;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2010;6662;5706;7617;14.0;1;5.0;37218;30974;43462;17.0;7;5.0
6362;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2011;7815;6867;8764;12.0;1;5.0;34213;29096;39330;15.0;7;9.0
6363;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2012;7290;6119;8462;16.0;1;9.0;32764;27713;37815;15.0;7;9.0
6364;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2013;14458;10782;18134;25.0;2;5.0;35958;30319;41597;16.0;7;9.0
6365;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2014;29000;21717;36283;25.0;4;5.0;34540;29177;39903;16.0;6;9.0
6366;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2015;33702;25254;42150;25.0;4;9.0;35124;29752;40496;15.0;6;9.0
6367;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2016;29518;22113;36923;25.0;4;9.0;33658;29200;38116;13.0;6;9.0
6368;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Europa;2017;31536;23609;39464;25.0;4;9.0;36768;31191;42346;15.0;7;9.0
6369;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2007;28;0;68;;0;;3;2;4;22.0;0;
6370;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2008;31;0;74;;0;9.0;13;10;16;26.0;0;5.0
6371;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2009;15;0;35;;0;9.0;1;1;2;36.0;0;1.0
6372;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2010;13;0;32;;0;9.0;2;1;3;26.0;0;5.0
6373;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2011;82;0;231;;0;9.0;5;4;6;20.0;0;5.0
6374;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2012;22;0;55;;0;1.0;1;0;1;34.0;0;1.0
6375;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2013;10;0;26;;0;9.0;0;0;1;43.0;0;9.0
6376;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2014;7;0;17;;0;9.0;8;6;9;22.0;0;5.0
6377;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2015;627;469;785;25.0;0;5.0;13;10;15;19.0;0;5.0
6378;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2016;16;3;29;83.0;0;1.0;25;20;29;18.0;0;5.0
6379;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2017;9;0;21;;0;9.0;4;3;5;20.0;0;1.0
6380;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2007;0;0;0;;0;;0;0;0;;0;
6381;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2008;0;0;0;;0;;0;0;0;;0;
6382;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2009;0;0;0;;0;;0;0;0;;0;
6383;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2010;0;0;0;;0;;0;0;0;;0;
6384;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2011;2;1;2;19.0;0;;36;27;45;25.0;0;
6385;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2012;1;1;2;23.0;0;9.0;36;27;45;25.0;0;9.0
6386;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2013;6;5;8;25.0;0;5.0;147;110;184;25.0;0;5.0
6387;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2014;0;0;0;;0;;0;0;0;;0;
6388;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2015;2;2;2;15.0;0;;1;1;1;23.0;0;
6389;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2016;2;1;2;19.0;0;9.0;1;1;2;20.0;0;5.0
6390;"Uitgaand transport; totaal";4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2017;2;2;3;18.0;0;5.0;2;2;3;18.0;0;5.0
6391;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2007;40371;32527;48214;19.0;7;;22612;18928;26296;16.0;5;
6392;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2008;32619;27312;37925;16.0;5;1.0;21014;17689;24339;16.0;4;9.0
6393;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2009;19887;16744;23029;16.0;4;1.0;15886;13387;18385;16.0;3;1.0
6394;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2010;28519;24215;32824;15.0;5;5.0;18748;15915;21581;15.0;4;5.0
6395;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2011;38809;32316;45303;17.0;6;5.0;21209;18135;24284;14.0;4;9.0
6396;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2012;39488;32956;46019;17.0;6;9.0;20573;17709;23437;14.0;4;9.0
6397;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2013;30285;25761;34808;15.0;5;1.0;19017;16291;21743;14.0;4;9.0
6398;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2014;32721;28010;37432;14.0;5;9.0;20901;17956;23846;14.0;4;9.0
6399;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2015;34014;29717;38312;13.0;4;9.0;20196;17476;22916;13.0;4;9.0
6400;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2016;32051;27818;36284;13.0;4;9.0;21747;18332;25162;16.0;4;9.0
6401;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Totaal alle werelddelen;2017;31302;27874;34730;11.0;4;9.0;21793;19579;24008;10.0;4;9.0
6402;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2007;452;223;681;51.0;0;;310;252;369;19.0;0;
6403;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2008;471;217;726;54.0;0;9.0;408;331;486;19.0;0;5.0
6404;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2009;312;203;421;35.0;0;1.0;326;265;388;19.0;0;1.0
6405;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2010;353;169;537;52.0;0;9.0;227;183;272;20.0;0;1.0
6406;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2011;493;255;731;48.0;0;9.0;409;325;494;21.0;0;5.0
6407;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2012;663;434;891;34.0;0;9.0;509;409;610;20.0;0;5.0
6408;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2013;721;458;985;37.0;0;9.0;552;436;668;21.0;0;9.0
6409;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2014;770;470;1070;39.0;0;9.0;457;357;557;22.0;0;1.0
6410;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2015;640;350;929;45.0;0;9.0;370;293;447;21.0;0;1.0
6411;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2016;581;361;802;38.0;0;9.0;313;246;379;21.0;0;9.0
6412;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Afrika;2017;453;273;634;40.0;0;9.0;345;271;419;21.0;0;9.0
6413;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2007;1884;868;2900;54.0;0;;1245;1006;1484;19.0;0;
6414;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2008;1853;991;2714;46.0;0;9.0;1256;1017;1496;19.0;0;9.0
6415;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2009;1362;852;1873;37.0;0;9.0;857;689;1024;20.0;0;1.0
6416;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2010;1936;1160;2712;40.0;0;9.0;1347;1116;1577;17.0;0;5.0
6417;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2011;3339;1956;4721;41.0;1;5.0;1674;1303;2046;22.0;0;5.0
6418;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2012;2695;1597;3792;41.0;0;9.0;1850;1425;2275;23.0;0;9.0
6419;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2013;3808;2672;4943;30.0;1;9.0;1642;1272;2012;23.0;0;9.0
6420;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2014;4539;3300;5778;27.0;1;9.0;2336;1791;2881;23.0;0;5.0
6421;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2015;5821;4238;7404;27.0;1;9.0;2416;1845;2987;24.0;0;9.0
6422;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2016;5314;3924;6705;26.0;1;9.0;2105;1624;2585;23.0;0;9.0
6423;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Amerika;2017;3911;2667;5156;32.0;1;1.0;1881;1400;2362;26.0;0;9.0
6424;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2007;3294;2276;4312;31.0;1;;1848;1432;2264;23.0;0;
6425;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2008;3609;2522;4696;30.0;1;9.0;1631;1235;2026;24.0;0;9.0
6426;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2009;3052;2182;3923;29.0;1;9.0;1728;1275;2182;26.0;0;9.0
6427;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2010;3386;2310;4462;32.0;1;9.0;1457;1062;1852;27.0;0;9.0
6428;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2011;6661;4968;8354;25.0;1;5.0;2429;1856;3003;24.0;0;5.0
6429;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2012;11149;8487;13810;24.0;2;5.0;2783;2118;3448;24.0;1;9.0
6430;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2013;4646;3477;5815;25.0;1;1.0;2446;1874;3018;23.0;0;9.0
6431;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2014;5216;3817;6616;27.0;1;9.0;2507;1905;3108;24.0;0;9.0
6432;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2015;6294;4542;8045;28.0;1;9.0;2272;1720;2825;24.0;0;9.0
6433;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2016;4845;3565;6126;26.0;1;1.0;1985;1530;2440;23.0;0;9.0
6434;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Azië;2017;3426;2141;4712;38.0;0;1.0;1728;1227;2228;29.0;0;9.0
6435;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2007;34645;26842;42449;23.0;6;;19190;15515;22865;19.0;4;
6436;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2008;26584;21292;31876;20.0;4;1.0;17697;14378;21015;19.0;4;9.0
6437;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2009;15028;11922;18133;21.0;3;1.0;12934;10446;15421;19.0;3;1.0
6438;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2010;22729;18418;27041;19.0;4;5.0;15675;12846;18504;18.0;3;5.0
6439;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2011;28116;21755;34478;23.0;4;9.0;16653;13586;19719;18.0;3;9.0
6440;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2012;24638;18573;30704;25.0;4;9.0;15367;12532;18202;18.0;3;9.0
6441;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2013;20908;16539;25277;21.0;3;9.0;14330;11634;17027;19.0;3;9.0
6442;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2014;21862;17409;26316;20.0;3;9.0;15539;12644;18435;19.0;3;9.0
6443;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2015;20862;17134;24590;18.0;3;9.0;15052;12385;17719;18.0;3;9.0
6444;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2016;20914;17014;24814;19.0;3;9.0;17246;13860;20633;20.0;3;9.0
6445;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Europa;2017;22997;20020;25975;13.0;3;9.0;17704;15544;19865;12.0;3;9.0
6446;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2007;79;41;117;48.0;0;;14;11;17;21.0;0;
6447;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2008;88;58;118;34.0;0;9.0;18;15;22;20.0;0;5.0
6448;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2009;86;66;107;24.0;0;9.0;21;17;25;18.0;0;9.0
6449;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2010;91;45;137;51.0;0;9.0;19;16;23;19.0;0;9.0
6450;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2011;184;126;242;31.0;0;5.0;42;34;49;18.0;0;5.0
6451;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2012;273;223;322;18.0;0;5.0;59;48;71;20.0;0;5.0
6452;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2013;177;141;213;20.0;0;1.0;42;34;50;18.0;0;1.0
6453;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2014;232;166;299;29.0;0;5.0;57;47;66;17.0;0;5.0
6454;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2015;348;278;417;20.0;0;5.0;69;56;81;18.0;0;5.0
6455;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2016;313;237;390;24.0;0;9.0;64;52;76;19.0;0;9.0
6456;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Oceanië;2017;309;239;379;23.0;0;9.0;58;47;69;18.0;0;9.0
6457;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2007;17;13;22;26.0;0;;4;3;5;24.0;0;
6458;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2008;13;10;17;27.0;0;1.0;3;3;4;24.0;0;9.0
6459;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2009;46;35;58;25.0;0;5.0;20;16;24;21.0;0;5.0
6460;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2010;24;19;30;23.0;0;1.0;23;19;27;18.0;0;9.0
6461;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2011;16;12;20;25.0;0;1.0;2;2;3;20.0;0;1.0
6462;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2012;70;59;82;17.0;0;5.0;5;4;5;12.0;0;5.0
6463;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2013;25;20;30;20.0;0;1.0;4;3;5;19.0;0;9.0
6464;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2014;101;78;124;22.0;0;5.0;6;4;7;21.0;0;5.0
6465;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2015;50;40;61;21.0;0;1.0;17;14;21;19.0;0;5.0
6466;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2016;83;67;100;20.0;0;5.0;35;27;42;21.0;0;5.0
6467;"Uitgaand transport; totaal";5 IJzer, staal en non-ferrometalen (i...;Niet nader aangegeven landen en gebieden;2017;204;163;245;20.0;0;5.0;77;58;97;25.0;0;5.0
6468;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2007;3208;2611;3805;19.0;1;;32369;28197;36541;13.0;7;
6469;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2008;3582;2930;4233;18.0;1;9.0;31151;27086;35216;13.0;6;9.0
6470;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2009;2920;2315;3526;21.0;1;1.0;26356;22577;30135;14.0;6;1.0
6471;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2010;3140;2561;3719;18.0;1;9.0;29684;25006;34361;16.0;6;9.0
6472;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2011;3680;3004;4357;18.0;1;9.0;32643;27499;37787;16.0;6;9.0
6473;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2012;3506;2946;4065;16.0;1;9.0;29813;24603;35023;17.0;6;9.0
6474;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2013;4214;3538;4890;16.0;1;5.0;29980;26087;33873;13.0;6;9.0
6475;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2014;3938;3297;4578;16.0;1;9.0;31006;26866;35146;13.0;6;9.0
6476;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2015;4621;3867;5375;16.0;1;9.0;31190;25320;37060;19.0;6;9.0
6477;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2016;4532;3853;5211;15.0;1;9.0;31349;25646;37052;18.0;6;9.0
6478;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Totaal alle werelddelen;2017;4379;3684;5075;16.0;1;9.0;33172;29105;37240;12.0;6;9.0
6479;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2007;55;38;72;31.0;0;;272;234;310;14.0;0;
6480;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2008;89;42;136;52.0;0;9.0;332;301;364;9.0;0;5.0
6481;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2009;42;30;53;28.0;0;1.0;274;238;310;13.0;0;1.0
6482;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2010;54;40;68;26.0;0;9.0;182;157;206;14.0;0;1.0
6483;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2011;55;37;72;32.0;0;9.0;219;178;260;19.0;0;5.0
6484;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2012;86;65;107;25.0;0;5.0;414;336;492;19.0;0;5.0
6485;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2013;73;54;92;26.0;0;9.0;213;173;254;19.0;0;1.0
6486;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2014;81;62;101;24.0;0;9.0;243;195;291;20.0;0;9.0
6487;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2015;99;76;122;23.0;0;9.0;255;204;306;20.0;0;9.0
6488;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2016;82;46;118;44.0;0;9.0;248;202;295;19.0;0;9.0
6489;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Afrika;2017;58;37;78;35.0;0;1.0;126;100;152;21.0;0;1.0
6490;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Amerika;2007;156;111;200;29.0;0;;505;410;600;19.0;0;
6491;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Amerika;2008;174;128;221;27.0;0;9.0;496;401;591;19.0;0;9.0
6492;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Amerika;2009;136;101;172;26.0;0;1.0;448;363;532;19.0;0;9.0
6493;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Amerika;2010;136;93;179;32.0;0;9.0;490;394;585;19.0;0;9.0
6494;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Amerika;2011;194;116;272;40.0;0;9.0;511;403;619;21.0;0;9.0
6495;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Amerika;2012;216;130;302;40.0;0;9.0;709;563;855;21.0;0;5.0
6496;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Amerika;2013;189;82;297;57.0;0;9.0;604;477;732;21.0;0;9.0
6497;"Uitgaand transport; totaal";"6 Ruwe mineralen en -fabricaten; bouw...";Amerika;2014;243;123;364;50.0;0;9.0;779;610;947;22.0;0;5.0
