ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
911;I Horeca;Ondergrens 95%-interval;2023;47.7;38.4;29.2;38.3;39.1;37.1;41.7;50.0;28.9;16.9;1.9;4.3;7.3;;;;;;;;;9.2;6.0;0.3;2.0;9.8;7.0;1.0;0.7;1.2;0.3;0.1;0.2;3.7;1.0;0.7;1.3;9.9;2.2;2.8;0.4;0.3;2.6;0.5;1.1;0.1;1.6;16.7;16.1;28.9;19.2;14.9;16.0
912;I Horeca;Ondergrens 95%-interval;2024;47.4;40.4;31.3;36.4;37.0;32.7;40.2;48.7;26.5;15.4;2.5;5.8;8.4;;;;;;;;;8.6;6.6;0.2;1.4;8.0;6.5;0.5;0.4;0.7;0.4;0.0;0.1;3.7;1.2;0.8;1.7;11.0;1.5;3.9;0.3;0.4;2.2;0.5;0.9;0.1;2.0;17.0;15.3;28.4;20.3;15.2;15.2
913;I Horeca;Bovengrens 95%-interval;2014;54.4;47.3;36.7;44.3;47.5;42.2;49.2;40.4;19.1;;4.8;6.9;11.4;12.1;6.1;22.5;10.8;4.7;1.9;10.0;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3;11.8;26.1;18.8;10.5;17.2
914;I Horeca;Bovengrens 95%-interval;2015;56.7;49.4;40.3;44.1;48.2;44.1;50.8;41.9;18.5;;5.0;6.6;11.4;10.6;3.9;20.4;9.6;4.1;1.7;8.4;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6;10.2;24.9;17.0;9.4;15.4
915;I Horeca;Bovengrens 95%-interval;2016;56.0;50.6;41.8;43.5;46.0;39.7;51.6;38.2;19.8;;5.8;8.1;13.1;13.0;5.7;25.0;11.4;5.0;2.3;10.3;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;12.7;26.4;18.9;11.9;15.9
916;I Horeca;Bovengrens 95%-interval;2017;58.3;48.9;41.1;41.2;45.1;39.6;50.3;41.5;21.5;;6.1;9.4;13.2;14.6;5.3;22.9;11.3;4.8;1.6;9.4;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;12.6;27.9;19.7;12.4;17.1
917;I Horeca;Bovengrens 95%-interval;2018;53.7;49.3;38.6;43.7;46.2;42.2;50.0;44.8;23.8;;6.8;8.5;13.6;11.6;5.2;22.2;9.9;3.8;1.9;8.9;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;15.6;29.8;21.1;13.9;18.4
918;I Horeca;Bovengrens 95%-interval;2019;55.1;47.4;38.5;42.9;45.6;40.2;50.3;45.4;27.2;;6.4;8.8;13.1;18.0;8.4;29.0;13.0;5.9;2.8;13.9;12.6;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1;14.3;27.9;21.5;14.7;17.8
919;I Horeca;Bovengrens 95%-interval;2020;48.7;40.8;33.1;42.2;45.5;42.8;50.5;44.7;25.3;;6.7;7.7;13.5;10.4;5.0;21.1;8.8;3.9;1.6;8.9;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5;12.4;23.4;16.3;11.8;13.4
920;I Horeca;Bovengrens 95%-interval;2021;52.9;47.6;37.3;41.2;43.7;40.1;48.4;44.2;25.2;;8.0;9.9;14.9;13.0;6.2;27.2;9.5;5.4;2.5;11.0;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;14.2;28.2;21.9;15.3;17.4
921;I Horeca;Bovengrens 95%-interval;2022;51.9;44.0;35.3;42.8;41.9;37.6;47.3;46.3;29.8;18.5;4.4;6.5;9.9;;;;;;;;;11.9;9.0;1.8;2.8;12.7;9.9;1.7;2.6;2.5;1.7;1.0;0.9;7.2;3.0;2.2;3.6;12.9;3.3;4.6;1.5;1.3;3.1;2.0;2.4;0.9;3.7;20.2;20.9;32.8;22.6;17.2;18.8
922;I Horeca;Bovengrens 95%-interval;2023;51.5;42.2;32.8;42.0;42.8;40.8;45.5;53.8;32.4;19.8;3.7;6.7;10.2;;;;;;;;;12.5;8.8;1.2;3.8;13.2;10.0;2.3;1.8;2.7;1.2;0.8;1.0;6.0;2.3;1.9;2.8;13.5;4.3;5.1;1.5;1.4;4.6;1.6;2.6;0.9;3.4;19.8;19.1;32.4;22.3;17.8;19.0
923;I Horeca;Bovengrens 95%-interval;2024;51.1;44.0;34.7;39.9;40.6;36.2;43.8;52.3;29.8;18.1;4.5;8.5;11.5;;;;;;;;;11.8;9.6;1.1;3.1;11.0;9.2;1.5;1.4;1.9;1.3;0.5;0.8;5.9;2.6;2.0;3.4;14.5;3.0;6.4;1.4;1.4;3.9;1.6;2.2;0.7;3.8;19.9;18.0;31.8;23.4;18.0;18.0
924;J Informatie en communicatie;Waarde;2014;40.7;48.1;33.3;74.6;76.1;69.3;84.3;63.5;39.1;;5.0;8.2;15.0;1.3;1.4;10.5;10.6;0.4;0.2;2.4;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;17.2;15.1;34.6;21.9;11.1;13.1
925;J Informatie en communicatie;Waarde;2015;36.3;43.7;29.1;76.2;75.9;69.6;85.4;65.6;41.2;;5.2;7.6;15.2;1.1;1.6;7.5;8.7;0.1;0.3;2.6;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4;14.9;32.2;22.4;10.5;14.8
926;J Informatie en communicatie;Waarde;2016;36.6;42.3;27.6;74.7;73.7;67.4;83.3;63.4;39.5;;4.6;6.0;13.6;1.2;1.9;8.4;9.7;0.2;0.1;2.9;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;14.2;30.9;19.3;9.6;11.3
927;J Informatie en communicatie;Waarde;2017;34.5;44.9;31.5;77.7;76.9;71.9;87.9;68.5;43.7;;7.2;8.7;15.4;1.5;2.0;9.5;9.5;0.2;0.3;2.0;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;16.1;31.3;21.5;10.5;13.5
928;J Informatie en communicatie;Waarde;2018;33.8;42.7;29.5;75.3;75.8;71.6;85.6;69.4;43.7;;6.6;9.1;16.1;1.1;2.0;7.7;8.3;0.6;0.6;2.6;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;19.1;20.3;33.3;22.5;14.4;15.5
929;J Informatie en communicatie;Waarde;2019;32.8;41.4;27.6;77.5;77.2;71.0;86.8;68.7;45.2;;5.8;8.8;16.9;1.9;2.6;11.5;10.5;0.4;0.2;4.0;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;16.3;32.4;21.0;14.3;13.5
930;J Informatie en communicatie;Waarde;2020;29.8;40.8;26.0;77.5;76.2;72.7;84.0;68.9;43.5;;5.8;7.9;16.3;1.4;1.6;7.6;6.7;0.5;0.2;2.4;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.7;19.3;33.3;23.0;14.1;13.9
931;J Informatie en communicatie;Waarde;2021;26.6;40.5;23.8;79.0;76.8;71.6;83.4;70.6;43.6;;6.0;8.5;15.8;1.0;1.6;6.6;6.5;0.5;0.1;3.0;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;19.8;19.1;32.1;24.8;17.2;17.0
932;J Informatie en communicatie;Waarde;2022;27.4;37.0;23.8;76.1;73.7;69.2;80.4;71.0;43.3;54.9;3.4;5.7;11.7;;;;;;;;;1.8;0.2;0.5;1.0;4.3;1.9;1.2;1.0;0.3;0.0;0.0;0.0;4.0;0.5;0.9;2.5;9.7;2.3;2.1;0.6;0.8;2.8;1.5;0.8;0.3;1.6;24.4;22.6;36.7;28.1;21.4;16.8
933;J Informatie en communicatie;Waarde;2023;27.9;38.2;24.3;80.3;76.1;71.4;81.8;74.4;43.3;54.8;5.8;8.7;15.1;;;;;;;;;2.5;1.0;0.4;1.1;5.3;2.4;1.6;1.3;0.2;0.0;0.0;0.1;4.1;0.7;1.4;2.6;10.4;2.7;2.6;0.5;0.7;2.1;1.4;1.4;0.3;1.4;21.7;23.6;37.0;26.9;18.0;16.0
934;J Informatie en communicatie;Waarde;2024;27.1;36.8;23.5;78.6;76.8;70.2;82.2;73.8;43.4;50.9;6.1;8.1;14.5;;;;;;;;;2.2;1.4;0.1;0.8;5.8;2.6;2.0;1.2;0.1;0.1;0.0;0.0;6.1;1.0;2.3;2.9;10.1;1.8;2.9;1.1;0.0;3.2;1.3;0.8;0.8;2.3;21.9;22.3;36.7;26.0;20.4;17.1
935;J Informatie en communicatie;Ondergrens 95%-interval;2014;38.0;45.3;30.7;72.0;73.5;66.6;82.0;60.7;36.4;;3.9;6.8;13.1;0.7;0.9;8.9;9.1;0.1;0.0;1.7;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;13.2;32.0;19.6;9.4;11.3
936;J Informatie en communicatie;Ondergrens 95%-interval;2015;33.6;40.8;26.6;73.7;73.3;66.9;83.2;62.8;38.4;;4.0;6.3;13.2;0.7;0.9;6.2;7.3;0.0;0.1;1.8;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;13.0;29.6;20.0;8.8;12.8
937;J Informatie en communicatie;Ondergrens 95%-interval;2016;34.0;39.6;25.2;72.2;71.1;64.7;81.0;60.7;36.8;;3.5;4.9;11.9;0.7;1.2;7.0;8.3;0.1;0.0;2.1;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6;12.4;28.4;17.2;8.1;9.6
938;J Informatie en communicatie;Ondergrens 95%-interval;2017;31.9;42.2;29.0;75.3;74.4;69.4;85.9;66.0;41.0;;5.9;7.3;13.5;1.0;1.4;8.1;8.0;0.1;0.1;1.3;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;14.1;28.9;19.3;8.9;11.7
939;J Informatie en communicatie;Ondergrens 95%-interval;2018;31.6;40.3;27.3;73.1;73.5;69.3;83.7;67.1;41.4;;5.4;7.7;14.4;0.7;1.4;6.5;7.1;0.4;0.3;1.9;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.2;18.4;31.0;20.4;12.7;13.7
940;J Informatie en communicatie;Ondergrens 95%-interval;2019;30.5;39.0;25.4;75.3;75.0;68.6;85.0;66.3;42.8;;4.7;7.4;15.1;1.3;1.9;10.0;9.1;0.2;0.1;3.1;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5;14.5;30.1;19.0;12.6;11.8
941;J Informatie en communicatie;Ondergrens 95%-interval;2020;27.8;38.6;24.0;75.4;74.1;70.5;82.2;66.6;41.2;;4.7;6.7;14.6;0.9;1.1;6.4;5.7;0.2;0.1;1.8;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;17.5;31.2;21.1;12.5;12.3
942;J Informatie en communicatie;Ondergrens 95%-interval;2021;24.4;38.0;21.7;76.8;74.4;69.2;81.3;68.1;41.0;;4.8;7.1;14.0;0.6;1.0;5.4;5.3;0.2;0.0;2.2;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;17.8;17.1;29.8;22.6;15.3;15.1
943;J Informatie en communicatie;Ondergrens 95%-interval;2022;25.4;34.8;21.9;73.9;71.5;67.0;78.4;68.8;41.0;52.6;2.3;4.4;9.8;;;;;;;;;1.1;0.1;0.2;0.5;3.2;1.2;0.7;0.5;0.1;0.0;0.0;0.0;2.8;0.2;0.5;1.6;7.8;1.6;1.2;0.2;0.3;2.0;0.9;0.4;0.1;0.9;22.4;20.7;34.5;26.0;19.5;15.1
944;J Informatie en communicatie;Ondergrens 95%-interval;2023;25.9;36.1;22.4;78.4;74.1;69.3;80.0;72.3;41.1;52.6;4.4;7.0;12.9;;;;;;;;;1.6;0.5;0.1;0.6;4.0;1.5;0.9;0.7;0.1;0.0;0.0;0.0;3.0;0.3;0.8;1.7;8.6;1.9;1.7;0.2;0.3;1.5;0.8;0.8;0.1;0.8;19.9;21.7;34.9;24.9;16.3;14.4
945;J Informatie en communicatie;Ondergrens 95%-interval;2024;25.2;34.8;21.7;76.7;74.9;68.1;80.4;71.8;41.3;48.8;4.7;6.5;12.4;;;;;;;;;1.4;0.7;0.0;0.4;4.5;1.7;1.3;0.7;0.0;0.0;0.0;0.0;4.6;0.5;1.6;1.9;8.4;1.2;2.0;0.6;0.0;2.3;0.8;0.4;0.4;1.5;20.2;20.5;34.6;24.1;18.7;15.4
946;J Informatie en communicatie;Bovengrens 95%-interval;2014;43.4;50.9;36.0;77.0;78.5;71.9;86.4;66.1;41.8;;6.4;9.8;17.1;2.3;2.2;12.3;12.4;0.9;0.8;3.4;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4;17.1;37.3;24.3;13.1;15.2
947;J Informatie en communicatie;Bovengrens 95%-interval;2015;39.1;46.5;31.8;78.6;78.3;72.2;87.4;68.3;44.0;;6.8;9.3;17.3;1.8;2.6;9.0;10.4;0.4;0.9;3.8;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7;17.1;35.0;25.0;12.4;17.1
948;J Informatie en communicatie;Bovengrens 95%-interval;2016;39.3;45.1;30.1;77.1;76.2;69.9;85.3;66.1;42.1;;5.8;7.4;15.6;2.0;2.8;10.0;11.5;0.6;0.5;4.1;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;16.6;16.3;33.5;21.7;11.4;13.3
949;J Informatie en communicatie;Bovengrens 95%-interval;2017;37.1;47.6;34.1;79.9;79.1;74.3;89.6;71.0;46.4;;8.8;10.4;17.5;2.3;2.9;11.2;11.2;0.7;0.8;2.9;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;19.2;18.2;33.9;23.8;12.3;15.5
950;J Informatie en communicatie;Bovengrens 95%-interval;2018;36.2;45.2;31.9;77.4;77.9;73.7;87.2;71.6;46.2;;8.1;10.7;18.1;1.8;2.7;9.1;9.8;1.2;1.2;3.5;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;21.2;22.5;35.7;24.7;16.3;17.4
951;J Informatie en communicatie;Bovengrens 95%-interval;2019;35.1;43.9;29.9;79.5;79.3;73.3;88.4;71.0;47.7;;7.2;10.3;18.9;2.8;3.5;13.2;12.1;0.9;0.6;5.2;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.2;18.3;34.8;23.1;16.2;15.3
952;J Informatie en communicatie;Bovengrens 95%-interval;2020;31.9;43.1;28.1;79.4;78.2;74.8;85.7;71.0;45.7;;7.0;9.2;18.1;2.0;2.3;8.9;8.0;0.9;0.6;3.2;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;19.5;21.2;35.6;25.1;15.8;15.6
953;J Informatie en communicatie;Bovengrens 95%-interval;2021;28.9;43.0;26.1;81.1;79.0;74.0;85.3;73.0;46.1;;7.5;10.1;17.8;1.7;2.4;8.0;7.8;1.1;0.6;4.1;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;21.2;34.6;27.2;19.3;19.2
954;J Informatie en communicatie;Bovengrens 95%-interval;2022;29.5;39.2;25.8;78.0;75.8;71.3;82.3;73.1;45.5;57.2;4.9;7.4;13.9;;;;;;;;;3.0;0.8;1.3;2.0;5.8;3.1;2.0;1.8;1.1;;;;5.5;1.2;1.7;3.8;11.9;3.5;3.5;1.4;1.9;4.0;2.5;1.6;0.8;2.9;26.5;24.7;38.9;30.3;23.4;18.7
955;J Informatie en communicatie;Bovengrens 95%-interval;2023;29.9;40.4;26.3;82.1;78.0;73.4;83.5;76.3;45.5;57.0;7.6;10.8;17.5;;;;;;;;;3.8;2.0;1.0;2.1;6.9;3.6;2.6;2.3;0.9;;;0.8;5.7;1.5;2.6;4.0;12.6;4.0;4.1;1.2;1.5;3.2;2.4;2.4;1.0;2.4;23.7;25.6;39.2;28.9;19.8;17.8
956;J Informatie en communicatie;Bovengrens 95%-interval;2024;29.0;38.9;25.4;80.3;78.7;72.1;83.9;75.7;45.6;53.1;7.9;10.0;16.9;;;;;;;;;3.5;2.6;0.8;1.6;7.5;3.9;3.1;2.1;0.6;0.6;;;7.9;2.0;3.5;4.3;12.1;2.7;4.3;2.1;;4.5;2.2;1.6;1.6;3.4;23.8;24.1;38.8;27.9;22.2;18.8
957;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2014;49.2;49.7;36.1;70.0;72.5;62.5;80.4;56.3;30.1;;4.3;7.8;20.2;3.1;2.7;13.1;12.6;1.2;0.0;3.0;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;17.3;36.2;24.3;10.8;15.0
958;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2015;46.7;49.5;33.6;70.2;71.5;61.5;78.4;56.6;30.6;;5.7;9.4;19.2;1.4;2.2;9.3;11.8;0.3;0.0;1.1;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;11.8;11.0;27.4;16.2;7.2;9.6
959;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2016;45.2;48.0;32.4;70.3;72.6;64.7;77.5;53.7;29.0;;4.4;7.5;18.9;1.1;3.2;9.6;10.2;0.0;0.0;3.6;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2;14.1;30.1;19.0;7.5;9.3
960;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2017;46.3;53.4;42.2;74.0;76.1;61.4;84.4;56.2;33.9;;10.0;12.8;16.7;2.8;3.4;15.0;10.7;0.0;0.4;3.1;10.7;;;;;;;;;;;;;;;;;;;;;;;;;;;18.8;14.3;32.4;24.5;11.4;10.7
961;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2018;43.4;48.1;34.2;63.1;65.4;57.6;77.2;55.9;29.8;;8.0;9.6;19.0;2.7;3.2;13.8;10.1;0.3;0.8;4.9;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;19.2;19.3;30.0;21.6;12.6;15.3
962;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2019;42.9;49.2;31.3;70.3;76.3;65.7;80.9;54.1;29.6;;5.6;11.3;20.2;2.3;4.1;15.3;14.1;0.3;0.0;2.5;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;16.6;36.5;21.2;13.5;14.7
963;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2020;35.8;40.9;29.0;71.2;70.3;66.9;78.7;56.7;30.5;;6.7;9.5;17.2;2.8;1.3;12.1;8.4;1.4;0.4;3.9;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;17.3;30.7;21.9;12.9;10.0
964;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2021;28.6;42.2;25.5;72.2;72.0;65.9;73.1;58.3;31.0;;4.4;7.6;15.7;2.2;2.3;11.8;8.9;1.8;0.5;4.1;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;17.2;15.8;31.6;21.6;12.1;13.2
965;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2022;36.9;42.1;27.4;63.5;68.1;61.9;72.8;60.3;30.6;35.2;1.4;5.2;14.7;;;;;;;;;4.2;0.8;2.0;1.4;9.8;4.4;1.9;3.0;1.0;0.0;0.0;0.0;5.3;0.0;1.1;2.7;10.7;1.0;0.7;0.0;2.0;6.2;2.0;0.5;0.0;0.9;25.4;22.0;38.2;29.3;21.2;18.0
966;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2023;41.4;43.3;32.5;73.8;72.8;63.8;79.1;64.5;31.8;35.7;5.6;6.7;14.0;;;;;;;;;4.1;2.1;1.3;0.7;10.3;5.9;1.3;4.1;0.0;0.0;0.0;0.0;6.3;1.5;0.9;4.8;11.9;5.0;0.0;0.0;1.8;3.6;3.3;0.7;0.7;0.5;18.5;23.0;36.1;22.2;16.0;13.5
967;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2024;29.9;38.0;22.9;71.5;76.9;63.6;76.5;68.5;36.2;36.0;4.8;7.8;17.5;;;;;;;;;4.1;3.3;0.0;1.7;9.9;6.5;2.8;0.6;0.0;0.0;0.0;0.0;7.9;2.0;3.5;2.4;12.3;4.1;0.9;0.5;0.0;4.4;1.5;0.6;1.3;1.7;14.7;16.7;29.2;18.5;16.3;7.5
968;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2014;42.8;43.3;30.1;63.5;66.3;55.9;74.5;49.8;24.4;;2.3;5.0;15.6;1.3;1.4;9.6;9.1;0.5;0.0;1.5;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;13.4;13.0;30.3;19.1;7.5;11.0
969;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2015;40.4;43.1;27.8;64.1;65.4;55.1;72.6;50.2;25.1;;3.4;6.3;14.6;0.5;0.9;6.3;8.3;0.0;0.0;0.4;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;8.2;7.6;22.1;12.0;4.5;6.4
970;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2016;39.1;41.9;26.9;64.1;66.6;58.5;71.7;47.4;23.6;;2.5;4.9;14.5;0.4;1.6;6.5;7.1;0.0;0.0;1.9;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;10.2;10.2;24.7;14.5;4.7;6.0
971;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2017;40.0;47.0;36.1;67.9;70.3;55.1;78.9;49.7;28.1;;6.7;9.0;12.3;1.3;1.8;11.1;7.3;0.0;0.1;1.4;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2;10.4;26.7;19.2;7.8;7.3
972;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2018;37.8;42.4;28.8;57.3;59.7;51.8;71.7;50.1;24.9;;5.1;6.5;14.7;1.4;1.5;10.1;7.1;0.0;0.1;2.7;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;15.0;24.9;17.1;9.1;11.5
973;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2019;37.0;43.2;26.1;64.5;70.7;59.7;75.7;48.1;24.4;;3.5;7.9;15.6;1.0;2.1;11.3;10.2;0.0;0.0;1.1;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;12.5;30.9;16.6;9.8;10.9
974;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2020;30.4;35.3;23.8;65.4;64.5;61.0;73.4;50.8;25.4;;4.2;6.4;13.0;1.4;0.4;8.9;5.6;0.5;0.1;2.3;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;10.8;13.2;25.5;17.3;9.3;6.8
975;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2021;23.3;36.0;20.4;66.1;65.7;59.6;66.9;51.7;25.2;;2.4;4.8;11.3;0.9;1.0;8.3;5.9;0.7;0.1;2.2;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;12.9;11.6;25.9;16.7;8.6;9.4
976;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2022;31.2;36.2;22.3;57.2;62.0;55.7;66.8;54.1;25.3;29.7;0.3;2.5;9.6;;;;;;;;;1.7;0.1;0.5;0.3;5.8;1.9;0.6;1.1;0.1;0.0;0.0;0.0;2.4;0.0;0.2;1.0;6.4;0.3;0.1;0.0;0.5;3.3;0.5;0.1;0.0;0.1;20.4;17.4;32.4;24.0;16.6;13.7
977;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2023;35.9;37.8;27.4;68.3;67.3;58.1;73.7;58.9;26.8;30.5;2.9;3.7;9.4;;;;;;;;;1.9;0.8;0.3;0.1;6.2;3.0;0.3;1.6;0.0;0.0;0.0;0.0;3.2;0.4;0.1;2.2;7.5;2.5;0.0;0.0;0.5;1.6;1.2;0.1;0.1;0.1;14.5;18.5;30.9;17.8;12.2;10.1
978;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2024;24.8;32.5;18.3;65.6;71.3;57.6;71.0;62.8;30.7;30.6;2.4;4.4;12.0;;;;;;;;;1.5;1.0;0.0;0.4;5.4;2.9;1.0;0.1;0.0;0.0;0.0;0.0;4.2;0.5;1.4;0.8;7.7;1.9;0.1;0.1;0.0;2.0;0.4;0.1;0.3;0.4;11.0;12.8;24.1;14.3;12.4;4.8
979;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2014;55.6;56.0;42.5;75.9;78.0;68.6;85.2;62.5;36.4;;7.7;11.8;25.7;7.4;5.4;17.7;17.2;3.3;;5.9;13.7;;;;;;;;;;;;;;;;;;;;;;;;;;;22.9;22.6;42.6;30.4;15.4;20.1
980;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2015;53.1;55.9;39.9;75.7;76.9;67.5;83.3;62.8;36.8;;9.4;13.8;24.7;3.8;5.3;13.5;16.5;2.4;;3.5;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;15.5;33.4;21.5;11.5;14.0
981;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2016;51.4;54.2;38.6;75.8;77.9;70.4;82.4;59.8;34.9;;7.7;11.4;24.2;3.5;6.2;13.8;14.4;;;6.9;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;19.3;19.1;36.1;24.6;11.6;14.0
982;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2017;52.7;59.7;48.7;79.2;81.2;67.4;88.6;62.4;40.2;;14.7;17.8;22.2;5.7;6.5;20.1;15.5;;2.7;6.5;15.9;;;;;;;;;;;;;;;;;;;;;;;;;;;24.6;19.4;38.8;30.6;16.5;15.5
983;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2018;49.2;53.9;40.0;68.6;70.8;63.3;81.9;61.5;35.2;;12.1;14.1;24.3;5.3;6.5;18.5;14.3;2.4;5.4;8.6;12.7;;;;;;;;;;;;;;;;;;;;;;;;;;;24.5;24.5;35.7;27.0;17.1;20.1
984;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2019;48.9;55.2;37.1;75.6;81.1;71.3;85.2;60.1;35.4;;9.0;15.9;25.6;5.1;8.2;20.3;19.1;2.3;;5.4;13.4;;;;;;;;;;;;;;;;;;;;;;;;;;;23.2;21.8;42.5;26.5;18.4;19.5
