ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
271;16-18 Hout-, papier-, grafische industr.;Waarde;2021;36.6;46.6;27.0;64.0;62.9;63.5;69.4;60.8;18.9;;5.1;6.2;11.2;0.5;1.4;1.4;10.3;0.5;0.9;0.4;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1;12.5;34.2;19.6;9.6;14.8
272;16-18 Hout-, papier-, grafische industr.;Waarde;2022;29.1;38.4;22.7;62.7;61.8;61.8;69.4;58.7;13.6;10.3;2.5;3.6;9.7;;;;;;;;;1.9;0.0;0.0;1.9;0.7;0.0;0.0;0.7;0.0;0.0;0.0;0.0;6.3;0.0;0.0;5.8;8.4;1.0;3.8;1.4;0.4;0.4;1.0;1.3;0.0;1.9;18.8;16.0;36.1;21.9;13.8;17.6
273;16-18 Hout-, papier-, grafische industr.;Waarde;2023;26.7;37.1;20.6;61.1;58.3;65.5;66.4;61.5;17.3;14.1;5.2;4.0;10.4;;;;;;;;;0.7;0.0;0.0;0.7;2.6;1.0;1.5;0.0;0.0;0.0;0.0;0.0;4.2;0.0;1.0;2.5;8.5;0.0;2.7;1.2;0.0;3.4;1.1;0.9;1.5;1.9;21.1;19.7;34.8;25.5;14.3;18.4
274;16-18 Hout-, papier-, grafische industr.;Waarde;2024;29.1;38.9;22.1;68.4;65.1;65.0;67.5;66.8;21.9;16.7;3.0;0.6;12.1;;;;;;;;;4.4;0.8;0.7;2.9;3.6;0.0;1.3;2.3;0.5;0.0;0.0;0.0;2.1;0.0;0.7;1.3;8.3;0.7;2.0;0.0;0.0;0.9;5.9;3.5;0.0;0.6;18.5;19.6;34.5;20.8;14.5;17.3
275;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2014;36.1;41.0;28.6;58.4;58.2;54.5;65.0;48.1;12.0;;3.1;3.5;9.3;0.1;0.6;2.7;10.1;0.0;0.1;0.6;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;10.7;27.7;14.0;5.5;11.3
276;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2015;38.3;44.8;28.3;56.0;56.7;53.0;65.7;42.0;10.4;;2.5;4.1;9.6;0.0;0.1;1.2;12.2;0.0;0.0;0.4;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6;9.5;30.2;16.4;7.1;11.1
277;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2016;38.4;45.2;28.0;59.3;55.5;53.3;66.6;48.3;11.8;;3.2;5.5;10.0;0.0;0.6;3.7;13.7;0.0;0.0;0.8;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;13.9;10.6;29.1;17.8;6.1;13.2
278;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2017;33.2;41.6;25.6;56.5;57.3;53.6;64.8;48.2;16.4;;1.9;4.6;10.2;0.2;1.0;2.2;10.8;0.2;0.2;0.1;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1;11.0;26.0;18.0;6.1;9.7
279;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2018;36.0;41.6;25.3;58.9;53.6;55.4;63.4;48.8;13.4;;4.8;5.0;11.3;0.6;0.9;3.4;9.0;0.0;0.4;1.1;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;14.4;30.9;19.5;9.5;13.8
280;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2019;36.0;44.3;23.7;54.3;55.2;48.8;58.8;50.6;12.4;;4.7;4.1;7.7;0.0;1.7;1.4;10.4;0.1;0.4;0.4;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;12.6;25.8;15.2;10.5;16.5
281;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2020;28.7;39.5;20.0;55.6;59.1;54.7;66.5;53.2;13.5;;1.6;1.9;9.2;0.1;0.4;2.7;8.7;0.0;0.4;1.0;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;11.2;10.9;27.7;17.5;5.2;11.2
282;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2021;30.9;40.5;21.8;57.8;56.6;57.3;63.3;54.5;14.6;;2.8;3.7;7.9;0.1;0.4;0.5;7.2;0.1;0.2;0.1;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;11.2;9.1;28.6;15.2;6.5;11.0
283;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2022;24.2;33.1;18.3;57.1;56.2;56.1;63.9;53.1;10.3;7.4;0.9;1.6;5.7;;;;;;;;;0.5;0.0;0.0;0.5;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;3.2;0.0;0.0;2.8;4.7;0.2;1.4;0.2;0.1;0.1;0.2;0.3;0.0;0.6;14.7;12.3;30.8;17.6;10.3;13.7
284;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2023;22.0;31.8;16.4;55.3;52.6;59.8;60.7;55.7;13.5;10.6;2.4;1.7;6.1;;;;;;;;;0.1;0.0;0.0;0.1;0.9;0.3;0.4;0.0;0.0;0.0;0.0;0.0;1.7;0.0;0.1;0.8;4.7;0.0;0.8;0.3;0.0;1.3;0.3;0.1;0.4;0.6;16.7;15.4;29.6;20.8;10.7;14.3
285;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2024;24.0;33.4;17.7;62.6;59.3;59.2;61.7;61.0;17.5;13.0;1.1;0.1;7.8;;;;;;;;;2.0;0.1;0.1;1.1;1.6;0.0;0.3;0.9;0.1;0.0;0.0;0.0;0.7;0.0;0.1;0.3;4.6;0.1;0.5;0.0;0.0;0.1;2.9;1.3;0.0;0.1;14.3;15.4;29.2;16.4;10.8;13.2
286;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2014;45.9;51.0;38.1;68.2;68.1;64.5;74.4;58.1;18.8;;7.1;8.0;15.7;2.1;3.2;6.6;16.5;;2.3;3.5;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4;17.8;37.1;21.6;11.0;18.3
287;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2015;50.2;56.8;39.7;67.7;68.4;64.9;76.6;54.0;18.4;;7.5;10.2;17.8;;2.7;5.0;21.4;;;3.2;17.1;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;17.7;41.8;26.5;14.8;19.9
288;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2016;47.1;54.0;36.1;68.0;64.3;62.0;75.0;57.2;17.8;;7.0;10.2;15.6;0.9;2.9;7.8;20.0;;0.8;2.8;16.4;;;;;;;;;;;;;;;;;;;;;;;;;;;20.4;16.4;37.5;25.1;11.0;19.7
289;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2017;44.6;53.3;36.6;68.0;68.8;65.3;75.7;59.9;26.0;;6.7;10.9;18.1;2.5;4.9;6.8;18.7;3.3;3.1;2.2;17.6;;;;;;;;;;;;;;;;;;;;;;;;;;;20.9;19.2;36.7;27.9;12.5;17.7
290;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2018;46.4;52.1;35.1;69.2;64.1;65.8;73.4;59.4;21.3;;10.8;11.0;18.9;3.7;4.1;9.1;15.8;1.6;2.6;5.3;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;21.2;22.6;41.2;28.9;17.1;21.9
291;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2019;47.4;55.9;34.3;65.7;66.6;60.4;70.0;62.0;20.5;;11.5;10.0;15.0;;5.9;5.1;18.5;2.3;3.9;3.0;12.7;;;;;;;;;;;;;;;;;;;;;;;;;;;23.5;21.4;36.7;24.5;18.8;26.1
292;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2020;39.7;51.0;30.0;67.0;70.3;66.2;77.2;64.7;22.0;;5.7;6.0;16.9;2.3;3.3;7.4;16.3;;3.8;4.6;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;19.3;19.1;38.6;27.4;12.0;19.3
293;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2021;42.7;52.8;32.9;69.7;68.7;69.2;74.8;66.7;24.2;;9.2;10.3;15.7;3.2;4.1;3.8;14.7;3.2;3.6;2.7;13.9;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;17.1;40.3;25.0;13.7;19.6
294;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2022;34.4;44.0;27.8;68.0;67.1;67.1;74.4;64.2;17.7;14.1;6.6;8.0;16.0;;;;;;;;;7.2;;;7.2;4.8;;;4.8;;;;;12.2;;;11.7;14.5;4.0;10.1;9.4;2.6;3.1;4.0;4.9;;5.9;23.6;20.4;41.6;26.9;18.3;22.3
295;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2023;32.0;42.8;25.5;66.6;63.8;70.7;71.6;66.9;21.9;18.3;10.9;9.2;17.2;;;;;;;;;4.5;;;4.5;7.1;4.2;6.3;;;;;;9.7;;6.9;7.6;14.9;;8.3;4.9;;8.7;4.2;6.1;5.9;5.8;26.3;24.8;40.4;31.0;19.0;23.4
296;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2024;34.7;44.7;27.3;73.7;70.5;70.4;72.8;72.2;27.0;21.3;8.1;4.5;18.4;;;;;;;;;9.5;5.4;5.0;7.5;8.0;;5.1;6.3;3.3;;;;6.5;;5.0;5.2;14.7;5.0;7.9;;;6.0;11.5;9.1;;4.1;23.6;24.7;40.3;26.0;19.3;22.3
297;19 Aardolie-industrie;Waarde;2014;27.3;41.3;28.8;66.3;72.2;67.1;78.1;44.5;20.4;;10.1;9.2;8.3;0.7;1.3;5.2;22.1;0.0;0.0;0.7;11.1;;;;;;;;;;;;;;;;;;;;;;;;;;;11.1;14.3;33.6;20.0;9.1;10.0
298;19 Aardolie-industrie;Waarde;2015;21.5;35.1;18.6;67.1;74.2;71.6;76.8;53.2;28.6;;2.9;8.9;7.4;0.6;0.2;2.7;12.2;0.0;0.0;1.3;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;8.7;10.8;21.8;15.7;9.4;7.6
299;19 Aardolie-industrie;Waarde;2016;26.2;37.5;22.1;65.2;71.0;66.2;76.3;62.5;24.1;;3.0;5.9;9.8;0.0;0.8;3.6;16.0;0.0;0.0;4.6;12.9;;;;;;;;;;;;;;;;;;;;;;;;;;;8.2;6.8;25.2;11.9;5.9;8.9
300;19 Aardolie-industrie;Waarde;2017;28.5;48.1;29.0;69.7;73.2;70.4;80.0;59.9;28.8;;3.6;6.3;11.8;0.8;3.1;7.3;18.1;0.5;0.4;1.9;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;12.9;10.8;27.0;11.0;5.9;12.0
301;19 Aardolie-industrie;Waarde;2018;27.4;42.6;24.9;70.4;76.0;74.5;75.0;63.0;25.6;;2.9;6.1;8.3;3.1;3.1;2.7;9.4;0.6;0.3;3.3;12.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;14.0;28.4;22.0;12.3;13.7
302;19 Aardolie-industrie;Waarde;2019;19.5;34.4;21.0;65.7;58.5;59.8;66.0;55.9;23.8;;4.4;4.1;8.4;1.9;2.8;6.5;17.6;0.0;0.2;3.0;13.1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;12.0;29.1;18.9;16.9;16.9
303;19 Aardolie-industrie;Waarde;2020;19.4;42.1;22.7;71.5;79.7;70.8;75.4;58.4;24.8;;6.0;4.2;9.7;0.0;2.7;4.2;11.7;0.0;0.0;2.4;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;16.9;24.8;19.1;15.4;17.3
304;19 Aardolie-industrie;Waarde;2021;28.2;52.2;33.4;65.4;68.6;68.0;78.8;59.5;38.6;;3.2;4.2;9.1;0.4;0.7;7.1;15.1;0.0;0.0;1.4;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;11.9;8.0;20.1;17.8;7.3;9.8
305;19 Aardolie-industrie;Waarde;2022;26.6;34.9;24.5;61.6;65.6;56.0;71.7;51.9;25.3;12.7;10.7;2.7;4.6;;;;;;;;;0.9;0.0;0.0;0.9;16.3;0.0;13.3;2.1;0.7;0.0;0.7;0.0;8.1;0.0;3.0;5.1;15.6;3.6;4.7;1.2;0.6;3.2;2.0;0.6;0.7;3.3;20.1;23.7;33.7;27.3;10.7;13.1
306;19 Aardolie-industrie;Waarde;2023;21.5;36.3;19.5;66.0;72.3;65.6;72.7;59.2;25.4;18.2;2.0;4.4;7.3;;;;;;;;;1.7;0.9;0.0;0.8;6.0;0.6;3.2;2.2;0.0;0.0;0.0;0.0;2.2;0.0;0.7;1.5;17.8;1.5;9.1;8.0;0.0;5.3;0.0;0.0;8.4;3.3;18.9;17.7;29.9;22.6;18.7;16.5
307;19 Aardolie-industrie;Waarde;2024;26.5;41.7;26.2;60.5;64.5;59.5;68.4;54.5;24.8;13.9;8.6;12.6;14.0;;;;;;;;;2.6;0.8;0.0;2.6;8.5;1.6;6.9;1.5;1.1;0.0;1.1;0.0;8.0;0.0;4.8;3.1;16.4;5.1;3.0;0.0;0.0;2.7;2.0;3.5;1.0;7.5;18.3;17.9;32.9;25.8;14.5;15.0
308;19 Aardolie-industrie;Ondergrens 95%-interval;2014;20.1;32.9;21.2;58.0;63.5;58.5;71.4;36.4;14.5;;4.5;4.2;4.6;0.2;0.5;2.1;15.0;0.0;0.0;0.2;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;7.1;8.4;25.3;13.6;4.8;6.1
309;19 Aardolie-industrie;Ondergrens 95%-interval;2015;15.9;28.0;13.4;58.8;66.0;64.3;68.6;44.6;21.0;;1.5;4.7;4.0;0.1;0.0;1.3;7.6;0.0;0.0;0.4;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;5.1;6.2;15.9;10.4;5.6;4.2
310;19 Aardolie-industrie;Ondergrens 95%-interval;2016;20.1;30.0;16.6;55.7;61.7;57.6;67.1;53.8;17.8;;1.5;3.4;5.3;0.0;0.2;1.8;10.3;0.0;0.0;1.2;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;4.0;19.2;7.8;3.3;5.6
311;19 Aardolie-industrie;Ondergrens 95%-interval;2017;19.8;38.2;20.9;59.1;63.4;61.3;69.9;49.8;20.3;;1.9;3.9;6.1;0.2;0.4;3.5;11.0;0.1;0.1;0.7;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;7.1;5.4;18.4;7.5;3.5;6.4
312;19 Aardolie-industrie;Ondergrens 95%-interval;2018;20.3;33.8;18.1;61.4;67.5;66.9;66.9;53.7;19.4;;1.4;3.7;5.5;0.8;0.8;1.3;5.4;0.1;0.0;0.8;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;10.9;9.3;21.1;15.0;7.1;8.3
313;19 Aardolie-industrie;Ondergrens 95%-interval;2019;13.9;26.9;14.9;57.0;49.0;50.7;56.5;46.9;17.0;;2.2;2.2;4.6;0.6;0.7;3.4;12.4;0.0;0.0;1.4;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;10.6;7.3;21.5;12.8;11.0;11.0
314;19 Aardolie-industrie;Ondergrens 95%-interval;2020;14.1;33.4;16.1;62.0;69.7;61.2;66.3;49.2;17.8;;2.6;2.1;6.3;0.0;0.6;1.4;7.4;0.0;0.0;0.4;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;9.1;10.3;17.5;12.0;8.7;9.8
315;19 Aardolie-industrie;Ondergrens 95%-interval;2021;20.2;41.6;24.2;53.9;57.0;57.5;68.6;48.8;28.3;;1.5;2.3;5.7;0.1;0.2;2.8;8.1;0.0;0.0;0.4;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;7.9;4.9;14.2;10.6;4.4;6.2
316;19 Aardolie-industrie;Ondergrens 95%-interval;2022;19.0;27.2;16.3;50.9;54.8;45.4;60.8;41.9;17.0;9.0;2.0;1.0;2.1;;;;;;;;;0.1;0.0;0.0;0.1;5.3;0.0;3.3;0.6;0.1;0.0;0.1;0.0;4.3;0.0;1.2;2.3;9.9;1.5;1.9;0.2;0.1;1.5;0.7;0.1;0.1;1.2;12.2;15.5;25.5;18.6;7.4;9.3
317;19 Aardolie-industrie;Ondergrens 95%-interval;2023;16.2;29.8;14.4;57.7;65.2;58.2;63.9;51.8;19.8;13.9;0.5;1.8;3.7;;;;;;;;;0.4;0.1;0.0;0.1;2.6;0.1;1.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.1;0.2;8.4;0.4;2.0;1.5;0.0;2.5;0.0;0.0;1.7;1.3;12.6;11.5;22.9;16.0;12.3;10.4
318;19 Aardolie-industrie;Ondergrens 95%-interval;2024;19.7;34.0;19.4;52.2;56.0;51.2;59.9;46.4;18.8;10.0;3.0;5.1;7.1;;;;;;;;;0.8;0.1;0.0;0.8;2.9;0.4;1.9;0.2;0.2;0.0;0.2;0.0;2.6;0.0;0.8;1.1;9.0;2.3;1.0;0.0;0.0;1.0;0.6;1.3;0.1;2.4;13.0;12.6;25.5;19.6;9.6;10.0
319;19 Aardolie-industrie;Bovengrens 95%-interval;2014;35.9;50.1;37.7;73.6;79.5;74.7;83.6;52.9;27.9;;21.0;19.1;14.5;2.3;3.3;12.2;31.1;;;2.4;20.7;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;23.2;43.1;28.4;16.7;15.8
320;19 Aardolie-industrie;Bovengrens 95%-interval;2015;28.4;42.9;25.3;74.5;81.0;78.0;83.5;61.5;37.8;;5.7;16.4;13.1;3.0;1.5;5.6;19.1;;;3.6;18.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6;18.0;29.2;23.1;15.4;13.3
321;19 Aardolie-industrie;Bovengrens 95%-interval;2016;33.4;45.6;28.8;73.7;78.9;73.9;83.6;70.6;31.9;;6.0;10.0;17.5;;3.1;6.9;24.1;;;15.6;21.4;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;11.3;32.3;17.6;10.2;14.0
322;19 Aardolie-industrie;Bovengrens 95%-interval;2017;39.2;58.2;38.7;78.5;81.2;78.1;87.3;69.2;39.2;;6.7;10.2;21.7;3.4;18.6;14.5;28.4;3.4;2.6;5.1;15.3;;;;;;;;;;;;;;;;;;;;;;;;;;;22.1;20.4;37.7;15.8;9.6;21.4
323;19 Aardolie-industrie;Bovengrens 95%-interval;2018;35.9;51.9;33.2;78.0;82.8;80.8;81.6;71.5;33.1;;6.0;9.8;12.4;12.1;12.1;5.5;15.8;2.3;2.3;13.0;23.0;;;;;;;;;;;;;;;;;;;;;;;;;;;24.6;20.6;37.1;31.1;20.5;21.8
324;19 Aardolie-industrie;Bovengrens 95%-interval;2019;26.7;42.9;28.6;73.5;67.3;68.3;74.4;64.5;32.2;;8.7;7.4;14.8;5.7;10.3;12.3;24.4;;1.7;6.3;20.8;;;;;;;;;;;;;;;;;;;;;;;;;;;24.4;19.2;38.1;26.9;25.0;25.1
325;19 Aardolie-industrie;Bovengrens 95%-interval;2020;26.0;51.2;30.9;79.5;87.0;78.8;82.8;67.2;33.4;;13.2;8.3;14.6;;12.1;11.6;18.2;;;12.0;18.9;;;;;;;;;;;;;;;;;;;;;;;;;;;26.4;26.6;34.0;29.2;25.9;28.5
326;19 Aardolie-industrie;Bovengrens 95%-interval;2021;37.9;62.6;44.0;75.3;78.3;76.9;86.3;69.3;50.0;;6.9;7.8;14.4;2.9;2.9;17.1;26.5;;;4.6;22.4;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;12.7;27.7;28.1;11.9;15.3
327;19 Aardolie-industrie;Bovengrens 95%-interval;2022;35.8;43.4;35.2;71.2;75.0;66.1;80.5;61.8;35.9;17.5;41.8;7.3;9.9;;;;;;;;;6.0;;;6.0;40.3;;40.6;6.7;4.6;;4.6;;14.6;;7.3;10.9;23.8;8.6;11.3;8.1;4.2;6.9;5.4;3.9;4.8;8.3;31.2;34.4;42.9;38.2;15.3;18.0
328;19 Aardolie-industrie;Bovengrens 95%-interval;2023;27.9;43.5;25.9;73.5;78.5;72.2;80.0;66.2;32.0;23.6;7.7;10.2;14.0;;;;;;;;;6.7;6.1;;5.7;13.2;4.2;10.0;8.5;;;;;9.1;;4.8;9.9;34.0;5.8;32.2;33.3;;11.1;;;32.7;7.7;27.5;26.3;38.0;31.0;27.3;25.2
329;19 Aardolie-industrie;Bovengrens 95%-interval;2024;34.6;49.7;34.4;68.2;72.2;67.2;75.9;62.4;32.1;19.0;22.2;28.0;26.0;;;;;;;;;8.0;5.5;;8.0;22.4;6.8;22.1;9.9;7.5;;7.5;;21.9;;23.3;8.4;27.8;11.1;9.1;;;7.0;6.1;9.2;6.8;21.4;25.2;24.7;41.2;33.0;21.3;21.8
330;20 Chemische industrie;Waarde;2014;30.4;40.7;24.2;66.3;72.3;70.6;73.8;67.2;28.2;;4.7;6.1;13.7;0.0;2.0;1.7;13.9;0.0;0.3;0.0;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;8.4;9.0;24.6;11.5;7.5;8.6
331;20 Chemische industrie;Waarde;2015;25.1;42.0;26.3;73.1;75.4;65.6;73.0;59.1;23.4;;3.1;3.8;7.9;0.0;0.7;1.9;11.4;0.0;0.5;0.6;11.8;;;;;;;;;;;;;;;;;;;;;;;;;;;7.8;4.9;18.5;13.6;5.5;9.2
332;20 Chemische industrie;Waarde;2016;29.2;45.7;27.2;67.0;68.8;63.1;71.5;55.1;26.5;;4.1;5.6;11.8;0.5;2.5;2.0;15.8;0.2;1.5;1.5;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5;15.3;27.6;17.9;8.1;12.4
333;20 Chemische industrie;Waarde;2017;31.5;42.5;25.5;62.8;67.7;69.0;69.2;58.1;26.7;;3.4;5.7;13.1;0.9;1.3;4.1;15.0;0.0;0.0;0.8;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;10.6;11.7;32.8;16.6;7.8;12.5
334;20 Chemische industrie;Waarde;2018;30.1;43.7;27.3;68.2;70.8;64.3;77.3;61.7;25.5;;3.7;5.7;11.8;0.6;1.4;5.8;13.6;0.0;0.0;2.0;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;13.4;15.7;30.2;18.3;8.1;14.8
335;20 Chemische industrie;Waarde;2019;31.4;43.1;27.2;69.3;73.3;63.5;70.8;63.8;31.0;;8.0;10.1;15.5;2.4;2.1;5.6;20.4;0.6;0.9;3.9;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5;18.1;32.5;27.0;12.3;18.1
336;20 Chemische industrie;Waarde;2020;29.3;40.5;27.1;71.2;74.8;68.5;72.2;64.4;29.5;;3.7;6.8;13.2;0.0;0.8;2.2;10.4;0.0;0.0;1.0;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;16.0;30.7;21.1;8.7;12.8
337;20 Chemische industrie;Waarde;2021;27.3;44.4;29.8;69.3;74.5;69.8;75.7;68.1;29.5;;9.1;8.9;11.6;0.4;1.6;2.8;13.8;0.0;0.0;1.0;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.5;17.6;30.4;23.9;14.1;15.6
338;20 Chemische industrie;Waarde;2022;23.9;38.2;23.7;73.0;75.5;70.8;70.2;68.3;33.6;28.4;2.6;3.7;10.7;;;;;;;;;2.7;0.0;0.0;2.7;3.0;0.9;2.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;2.9;4.6;13.9;2.6;2.9;1.9;0.0;2.2;1.7;2.2;0.0;3.7;21.0;18.5;34.6;23.6;16.4;16.7
339;20 Chemische industrie;Waarde;2023;26.7;43.8;27.1;75.0;70.9;63.0;73.3;67.3;30.5;26.1;3.6;5.9;10.1;;;;;;;;;2.1;0.0;0.0;1.2;3.3;1.4;1.0;0.8;0.0;0.0;0.0;0.0;5.4;0.0;3.1;1.9;15.2;5.2;4.3;0.0;0.4;2.2;2.4;2.1;1.4;4.1;20.0;22.4;34.2;23.4;11.9;13.7
340;20 Chemische industrie;Waarde;2024;30.7;42.4;26.7;65.8;69.0;67.1;69.3;68.4;30.4;23.6;4.0;5.0;10.9;;;;;;;;;1.5;0.0;1.5;0.0;6.6;0.5;1.9;3.2;0.5;0.0;0.0;0.0;7.2;0.0;0.9;5.8;16.6;4.5;5.9;2.9;0.0;4.8;1.6;4.4;0.6;1.9;22.3;22.9;37.2;21.7;19.0;17.4
341;20 Chemische industrie;Ondergrens 95%-interval;2014;25.3;34.9;19.5;60.1;66.2;64.9;68.0;61.3;23.2;;2.8;3.8;10.0;0.0;0.8;0.8;10.2;0.0;0.0;0.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;5.7;6.1;19.7;8.2;5.0;5.9
342;20 Chemische industrie;Ondergrens 95%-interval;2015;20.0;35.8;21.1;66.8;69.3;59.2;66.7;52.6;18.5;;1.5;2.0;5.1;0.0;0.2;0.8;8.0;0.0;0.1;0.1;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;4.8;2.8;14.1;9.7;3.2;6.0
343;20 Chemische industrie;Ondergrens 95%-interval;2016;24.1;40.0;22.3;61.2;63.1;57.3;65.9;49.3;21.9;;2.3;3.6;8.5;0.1;1.1;1.0;12.2;0.0;0.6;0.4;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;11.6;22.7;13.8;5.4;9.0
344;20 Chemische industrie;Ondergrens 95%-interval;2017;26.0;36.5;20.5;56.4;61.4;63.0;63.0;51.8;21.7;;1.7;3.4;9.6;0.3;0.4;2.2;11.2;0.0;0.0;0.2;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;7.3;8.2;27.3;12.4;5.2;8.8
345;20 Chemische industrie;Ondergrens 95%-interval;2018;25.3;38.2;22.6;62.7;65.5;58.7;72.2;56.1;21.0;;2.1;3.7;8.6;0.1;0.6;3.7;10.2;0.0;0.0;0.9;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;12.1;25.4;14.3;5.5;11.2
