ID;Migratiemotieven;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsBijstandsuitkering_3;OverigeNietNederlandseImmigranten_4
275;Arbeid;Mannen;Vestigingsjaar 1991;2000;100.0;76.0;6.0;17.0
276;Arbeid;Mannen;Vestigingsjaar 1992;1995;100.0;76.0;8.0;15.0
277;Arbeid;Mannen;Vestigingsjaar 1992;1996;100.0;78.0;7.0;15.0
278;Arbeid;Mannen;Vestigingsjaar 1992;1997;100.0;79.0;6.0;15.0
279;Arbeid;Mannen;Vestigingsjaar 1992;1998;100.0;81.0;6.0;13.0
280;Arbeid;Mannen;Vestigingsjaar 1992;1999;100.0;84.0;3.0;13.0
281;Arbeid;Mannen;Vestigingsjaar 1992;2000;100.0;81.0;5.0;14.0
282;Arbeid;Mannen;Vestigingsjaar 1993;1995;100.0;75.0;7.0;18.0
283;Arbeid;Mannen;Vestigingsjaar 1993;1996;100.0;77.0;6.0;17.0
284;Arbeid;Mannen;Vestigingsjaar 1993;1997;100.0;78.0;6.0;16.0
285;Arbeid;Mannen;Vestigingsjaar 1993;1998;100.0;81.0;4.0;15.0
286;Arbeid;Mannen;Vestigingsjaar 1993;1999;100.0;81.0;4.0;14.0
287;Arbeid;Mannen;Vestigingsjaar 1993;2000;100.0;82.0;3.0;15.0
288;Arbeid;Mannen;Vestigingsjaar 1994;1995;100.0;74.0;3.0;23.0
289;Arbeid;Mannen;Vestigingsjaar 1994;1996;100.0;78.0;4.0;18.0
290;Arbeid;Mannen;Vestigingsjaar 1994;1997;100.0;78.0;3.0;19.0
291;Arbeid;Mannen;Vestigingsjaar 1994;1998;100.0;77.0;5.0;18.0
292;Arbeid;Mannen;Vestigingsjaar 1994;1999;100.0;81.0;2.0;17.0
293;Arbeid;Mannen;Vestigingsjaar 1994;2000;100.0;79.0;2.0;19.0
294;Arbeid;Mannen;Vestigingsjaar 1995;1995;100.0;73.0;2.0;25.0
295;Arbeid;Mannen;Vestigingsjaar 1995;1996;100.0;74.0;4.0;23.0
296;Arbeid;Mannen;Vestigingsjaar 1995;1997;100.0;73.0;3.0;25.0
297;Arbeid;Mannen;Vestigingsjaar 1995;1998;100.0;79.0;2.0;18.0
298;Arbeid;Mannen;Vestigingsjaar 1995;1999;100.0;81.0;2.0;17.0
299;Arbeid;Mannen;Vestigingsjaar 1995;2000;100.0;81.0;3.0;17.0
300;Arbeid;Mannen;Vestigingsjaar 1996;1995;;;;
301;Arbeid;Mannen;Vestigingsjaar 1996;1996;100.0;70.0;2.0;28.0
302;Arbeid;Mannen;Vestigingsjaar 1996;1997;100.0;71.0;2.0;27.0
303;Arbeid;Mannen;Vestigingsjaar 1996;1998;100.0;73.0;3.0;24.0
304;Arbeid;Mannen;Vestigingsjaar 1996;1999;100.0;75.0;3.0;22.0
305;Arbeid;Mannen;Vestigingsjaar 1996;2000;100.0;76.0;2.0;22.0
306;Arbeid;Mannen;Vestigingsjaar 1997;1995;;;;
307;Arbeid;Mannen;Vestigingsjaar 1997;1996;;;;
308;Arbeid;Mannen;Vestigingsjaar 1997;1997;100.0;70.0;1.0;29.0
309;Arbeid;Mannen;Vestigingsjaar 1997;1998;100.0;73.0;1.0;26.0
310;Arbeid;Mannen;Vestigingsjaar 1997;1999;100.0;76.0;2.0;23.0
311;Arbeid;Mannen;Vestigingsjaar 1997;2000;100.0;75.0;1.0;24.0
312;Arbeid;Mannen;Vestigingsjaar 1998;1995;;;;
313;Arbeid;Mannen;Vestigingsjaar 1998;1996;;;;
314;Arbeid;Mannen;Vestigingsjaar 1998;1997;;;;
315;Arbeid;Mannen;Vestigingsjaar 1998;1998;100.0;69.0;1.0;30.0
316;Arbeid;Mannen;Vestigingsjaar 1998;1999;100.0;78.0;1.0;20.0
317;Arbeid;Mannen;Vestigingsjaar 1998;2000;100.0;74.0;1.0;25.0
318;Arbeid;Mannen;Vestigingsjaar 1999;1995;;;;
319;Arbeid;Mannen;Vestigingsjaar 1999;1996;;;;
320;Arbeid;Mannen;Vestigingsjaar 1999;1997;;;;
321;Arbeid;Mannen;Vestigingsjaar 1999;1998;;;;
322;Arbeid;Mannen;Vestigingsjaar 1999;1999;100.0;75.0;1.0;25.0
323;Arbeid;Mannen;Vestigingsjaar 1999;2000;100.0;80.0;1.0;19.0
324;Arbeid;Mannen;Vestigingsjaar 2000;1995;;;;
325;Arbeid;Mannen;Vestigingsjaar 2000;1996;;;;
326;Arbeid;Mannen;Vestigingsjaar 2000;1997;;;;
327;Arbeid;Mannen;Vestigingsjaar 2000;1998;;;;
328;Arbeid;Mannen;Vestigingsjaar 2000;1999;;;;
329;Arbeid;Mannen;Vestigingsjaar 2000;2000;100.0;74.0;0.0;26.0
330;Arbeid;Vrouwen;Vestigingsjaar 1990;1995;100.0;74.0;7.0;19.0
331;Arbeid;Vrouwen;Vestigingsjaar 1990;1996;100.0;69.0;7.0;23.0
332;Arbeid;Vrouwen;Vestigingsjaar 1990;1997;100.0;74.0;7.0;19.0
333;Arbeid;Vrouwen;Vestigingsjaar 1990;1998;100.0;76.0;6.0;18.0
334;Arbeid;Vrouwen;Vestigingsjaar 1990;1999;100.0;75.0;6.0;20.0
335;Arbeid;Vrouwen;Vestigingsjaar 1990;2000;100.0;74.0;6.0;20.0
336;Arbeid;Vrouwen;Vestigingsjaar 1991;1995;100.0;70.0;15.0;15.0
337;Arbeid;Vrouwen;Vestigingsjaar 1991;1996;100.0;72.0;13.0;15.0
338;Arbeid;Vrouwen;Vestigingsjaar 1991;1997;100.0;74.0;13.0;13.0
339;Arbeid;Vrouwen;Vestigingsjaar 1991;1998;100.0;76.0;11.0;13.0
340;Arbeid;Vrouwen;Vestigingsjaar 1991;1999;100.0;76.0;9.0;15.0
341;Arbeid;Vrouwen;Vestigingsjaar 1991;2000;100.0;74.0;9.0;18.0
342;Arbeid;Vrouwen;Vestigingsjaar 1992;1995;100.0;71.0;8.0;20.0
343;Arbeid;Vrouwen;Vestigingsjaar 1992;1996;100.0;72.0;8.0;20.0
344;Arbeid;Vrouwen;Vestigingsjaar 1992;1997;100.0;74.0;8.0;18.0
345;Arbeid;Vrouwen;Vestigingsjaar 1992;1998;100.0;76.0;6.0;18.0
346;Arbeid;Vrouwen;Vestigingsjaar 1992;1999;100.0;75.0;7.0;19.0
347;Arbeid;Vrouwen;Vestigingsjaar 1992;2000;100.0;74.0;6.0;20.0
348;Arbeid;Vrouwen;Vestigingsjaar 1993;1995;100.0;66.0;8.0;27.0
349;Arbeid;Vrouwen;Vestigingsjaar 1993;1996;100.0;71.0;8.0;21.0
350;Arbeid;Vrouwen;Vestigingsjaar 1993;1997;100.0;75.0;8.0;16.0
351;Arbeid;Vrouwen;Vestigingsjaar 1993;1998;100.0;74.0;7.0;19.0
352;Arbeid;Vrouwen;Vestigingsjaar 1993;1999;100.0;73.0;7.0;20.0
353;Arbeid;Vrouwen;Vestigingsjaar 1993;2000;100.0;72.0;7.0;20.0
354;Arbeid;Vrouwen;Vestigingsjaar 1994;1995;100.0;69.0;4.0;27.0
355;Arbeid;Vrouwen;Vestigingsjaar 1994;1996;100.0;72.0;6.0;21.0
356;Arbeid;Vrouwen;Vestigingsjaar 1994;1997;100.0;77.0;5.0;18.0
357;Arbeid;Vrouwen;Vestigingsjaar 1994;1998;100.0;77.0;4.0;19.0
358;Arbeid;Vrouwen;Vestigingsjaar 1994;1999;100.0;77.0;3.0;20.0
359;Arbeid;Vrouwen;Vestigingsjaar 1994;2000;100.0;75.0;4.0;21.0
360;Arbeid;Vrouwen;Vestigingsjaar 1995;1995;100.0;59.0;4.0;37.0
361;Arbeid;Vrouwen;Vestigingsjaar 1995;1996;100.0;73.0;3.0;24.0
362;Arbeid;Vrouwen;Vestigingsjaar 1995;1997;100.0;74.0;4.0;22.0
363;Arbeid;Vrouwen;Vestigingsjaar 1995;1998;100.0;74.0;6.0;21.0
364;Arbeid;Vrouwen;Vestigingsjaar 1995;1999;100.0;76.0;5.0;19.0
365;Arbeid;Vrouwen;Vestigingsjaar 1995;2000;100.0;74.0;6.0;20.0
366;Arbeid;Vrouwen;Vestigingsjaar 1996;1995;;;;
367;Arbeid;Vrouwen;Vestigingsjaar 1996;1996;100.0;65.0;0.0;35.0
368;Arbeid;Vrouwen;Vestigingsjaar 1996;1997;100.0;68.0;3.0;28.0
369;Arbeid;Vrouwen;Vestigingsjaar 1996;1998;100.0;69.0;5.0;26.0
370;Arbeid;Vrouwen;Vestigingsjaar 1996;1999;100.0;75.0;2.0;23.0
371;Arbeid;Vrouwen;Vestigingsjaar 1996;2000;100.0;73.0;3.0;24.0
372;Arbeid;Vrouwen;Vestigingsjaar 1997;1995;;;;
373;Arbeid;Vrouwen;Vestigingsjaar 1997;1996;;;;
374;Arbeid;Vrouwen;Vestigingsjaar 1997;1997;100.0;67.0;2.0;31.0
375;Arbeid;Vrouwen;Vestigingsjaar 1997;1998;100.0;66.0;1.0;33.0
376;Arbeid;Vrouwen;Vestigingsjaar 1997;1999;100.0;73.0;2.0;25.0
377;Arbeid;Vrouwen;Vestigingsjaar 1997;2000;100.0;73.0;1.0;25.0
378;Arbeid;Vrouwen;Vestigingsjaar 1998;1995;;;;
379;Arbeid;Vrouwen;Vestigingsjaar 1998;1996;;;;
380;Arbeid;Vrouwen;Vestigingsjaar 1998;1997;;;;
381;Arbeid;Vrouwen;Vestigingsjaar 1998;1998;100.0;67.0;2.0;31.0
382;Arbeid;Vrouwen;Vestigingsjaar 1998;1999;100.0;74.0;1.0;24.0
383;Arbeid;Vrouwen;Vestigingsjaar 1998;2000;100.0;71.0;2.0;27.0
384;Arbeid;Vrouwen;Vestigingsjaar 1999;1995;;;;
385;Arbeid;Vrouwen;Vestigingsjaar 1999;1996;;;;
386;Arbeid;Vrouwen;Vestigingsjaar 1999;1997;;;;
387;Arbeid;Vrouwen;Vestigingsjaar 1999;1998;;;;
388;Arbeid;Vrouwen;Vestigingsjaar 1999;1999;100.0;74.0;1.0;26.0
389;Arbeid;Vrouwen;Vestigingsjaar 1999;2000;100.0;81.0;1.0;18.0
390;Arbeid;Vrouwen;Vestigingsjaar 2000;1995;;;;
391;Arbeid;Vrouwen;Vestigingsjaar 2000;1996;;;;
392;Arbeid;Vrouwen;Vestigingsjaar 2000;1997;;;;
393;Arbeid;Vrouwen;Vestigingsjaar 2000;1998;;;;
394;Arbeid;Vrouwen;Vestigingsjaar 2000;1999;;;;
395;Arbeid;Vrouwen;Vestigingsjaar 2000;2000;100.0;74.0;1.0;26.0
396;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;1995;100.0;47.0;17.0;36.0
397;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;1996;100.0;52.0;13.0;35.0
398;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;1997;100.0;54.0;14.0;32.0
399;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;1998;100.0;57.0;12.0;31.0
400;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;61.0;10.0;29.0
401;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;64.0;9.0;27.0
402;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;1995;100.0;44.0;19.0;37.0
403;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;1996;100.0;47.0;17.0;36.0
404;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;1997;100.0;52.0;15.0;33.0
405;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;1998;100.0;58.0;13.0;29.0
406;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;63.0;10.0;28.0
407;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;63.0;10.0;27.0
408;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;1995;100.0;41.0;16.0;43.0
409;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;1996;100.0;46.0;14.0;40.0
410;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;1997;100.0;52.0;13.0;36.0
411;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;1998;100.0;56.0;11.0;32.0
412;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;60.0;10.0;31.0
413;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;61.0;9.0;30.0
414;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;1995;100.0;33.0;14.0;54.0
415;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;1996;100.0;39.0;12.0;49.0
416;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;1997;100.0;46.0;11.0;43.0
417;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;1998;100.0;54.0;9.0;36.0
418;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;60.0;8.0;32.0
419;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;62.0;8.0;29.0
420;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;1995;100.0;29.0;12.0;59.0
421;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;1996;100.0;34.0;14.0;52.0
422;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;1997;100.0;43.0;13.0;44.0
423;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;1998;100.0;49.0;12.0;39.0
424;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;55.0;11.0;34.0
425;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;59.0;10.0;31.0
426;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;1995;100.0;15.0;12.0;73.0
427;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;1996;100.0;27.0;15.0;58.0
428;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;1997;100.0;34.0;15.0;51.0
429;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;1998;100.0;47.0;13.0;40.0
430;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;51.0;11.0;38.0
431;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;58.0;10.0;33.0
432;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;1995;;;;
433;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;1996;100.0;16.0;13.0;71.0
434;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;1997;100.0;28.0;16.0;56.0
435;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;1998;100.0;40.0;17.0;43.0
436;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;47.0;14.0;39.0
437;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;53.0;12.0;35.0
438;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;1995;;;;
439;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;1996;;;;
440;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;1997;100.0;16.0;16.0;68.0
441;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;1998;100.0;31.0;19.0;50.0
442;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;40.0;16.0;44.0
443;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;49.0;15.0;37.0
444;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;1995;;;;
445;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;1996;;;;
446;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;1997;;;;
447;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;1998;100.0;20.0;11.0;69.0
448;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;32.0;15.0;53.0
449;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;41.0;14.0;44.0
450;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;1995;;;;
451;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;1996;;;;
452;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;1997;;;;
453;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;1998;;;;
454;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;22.0;8.0;70.0
455;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;36.0;12.0;52.0
456;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;1995;;;;
457;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;1996;;;;
458;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;1997;;;;
459;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;1998;;;;
460;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;
461;Gezinshereniging;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;23.0;8.0;69.0
462;Gezinshereniging;Mannen;Vestigingsjaar 1990;1995;100.0;63.0;19.0;18.0
463;Gezinshereniging;Mannen;Vestigingsjaar 1990;1996;100.0;69.0;13.0;17.0
464;Gezinshereniging;Mannen;Vestigingsjaar 1990;1997;100.0;73.0;12.0;15.0
465;Gezinshereniging;Mannen;Vestigingsjaar 1990;1998;100.0;76.0;9.0;16.0
466;Gezinshereniging;Mannen;Vestigingsjaar 1990;1999;100.0;76.0;6.0;17.0
467;Gezinshereniging;Mannen;Vestigingsjaar 1990;2000;100.0;79.0;5.0;16.0
468;Gezinshereniging;Mannen;Vestigingsjaar 1991;1995;100.0;58.0;20.0;21.0
469;Gezinshereniging;Mannen;Vestigingsjaar 1991;1996;100.0;62.0;19.0;19.0
470;Gezinshereniging;Mannen;Vestigingsjaar 1991;1997;100.0;68.0;15.0;17.0
471;Gezinshereniging;Mannen;Vestigingsjaar 1991;1998;100.0;72.0;13.0;14.0
472;Gezinshereniging;Mannen;Vestigingsjaar 1991;1999;100.0;79.0;7.0;15.0
473;Gezinshereniging;Mannen;Vestigingsjaar 1991;2000;100.0;76.0;8.0;16.0
474;Gezinshereniging;Mannen;Vestigingsjaar 1992;1995;100.0;61.0;17.0;22.0
475;Gezinshereniging;Mannen;Vestigingsjaar 1992;1996;100.0;66.0;14.0;20.0
476;Gezinshereniging;Mannen;Vestigingsjaar 1992;1997;100.0;70.0;12.0;18.0
477;Gezinshereniging;Mannen;Vestigingsjaar 1992;1998;100.0;75.0;9.0;16.0
478;Gezinshereniging;Mannen;Vestigingsjaar 1992;1999;100.0;76.0;8.0;16.0
479;Gezinshereniging;Mannen;Vestigingsjaar 1992;2000;100.0;77.0;6.0;17.0
480;Gezinshereniging;Mannen;Vestigingsjaar 1993;1995;100.0;48.0;15.0;37.0
481;Gezinshereniging;Mannen;Vestigingsjaar 1993;1996;100.0;54.0;13.0;33.0
482;Gezinshereniging;Mannen;Vestigingsjaar 1993;1997;100.0;63.0;11.0;27.0
483;Gezinshereniging;Mannen;Vestigingsjaar 1993;1998;100.0;71.0;8.0;21.0
484;Gezinshereniging;Mannen;Vestigingsjaar 1993;1999;100.0;74.0;7.0;19.0
485;Gezinshereniging;Mannen;Vestigingsjaar 1993;2000;100.0;74.0;8.0;18.0
486;Gezinshereniging;Mannen;Vestigingsjaar 1994;1995;100.0;46.0;15.0;39.0
487;Gezinshereniging;Mannen;Vestigingsjaar 1994;1996;100.0;52.0;14.0;34.0
488;Gezinshereniging;Mannen;Vestigingsjaar 1994;1997;100.0;60.0;13.0;27.0
489;Gezinshereniging;Mannen;Vestigingsjaar 1994;1998;100.0;66.0;11.0;23.0
490;Gezinshereniging;Mannen;Vestigingsjaar 1994;1999;100.0;71.0;10.0;19.0
491;Gezinshereniging;Mannen;Vestigingsjaar 1994;2000;100.0;74.0;9.0;17.0
492;Gezinshereniging;Mannen;Vestigingsjaar 1995;1995;100.0;21.0;18.0;61.0
493;Gezinshereniging;Mannen;Vestigingsjaar 1995;1996;100.0;42.0;17.0;41.0
494;Gezinshereniging;Mannen;Vestigingsjaar 1995;1997;100.0;50.0;16.0;34.0
495;Gezinshereniging;Mannen;Vestigingsjaar 1995;1998;100.0;62.0;12.0;26.0
496;Gezinshereniging;Mannen;Vestigingsjaar 1995;1999;100.0;68.0;10.0;22.0
497;Gezinshereniging;Mannen;Vestigingsjaar 1995;2000;100.0;74.0;7.0;19.0
498;Gezinshereniging;Mannen;Vestigingsjaar 1996;1995;;;;
499;Gezinshereniging;Mannen;Vestigingsjaar 1996;1996;100.0;26.0;17.0;57.0
500;Gezinshereniging;Mannen;Vestigingsjaar 1996;1997;100.0;43.0;19.0;38.0
501;Gezinshereniging;Mannen;Vestigingsjaar 1996;1998;100.0;58.0;18.0;24.0
502;Gezinshereniging;Mannen;Vestigingsjaar 1996;1999;100.0;66.0;12.0;22.0
503;Gezinshereniging;Mannen;Vestigingsjaar 1996;2000;100.0;71.0;9.0;20.0
504;Gezinshereniging;Mannen;Vestigingsjaar 1997;1995;;;;
505;Gezinshereniging;Mannen;Vestigingsjaar 1997;1996;;;;
506;Gezinshereniging;Mannen;Vestigingsjaar 1997;1997;100.0;26.0;21.0;53.0
507;Gezinshereniging;Mannen;Vestigingsjaar 1997;1998;100.0;45.0;22.0;33.0
508;Gezinshereniging;Mannen;Vestigingsjaar 1997;1999;100.0;56.0;16.0;28.0
509;Gezinshereniging;Mannen;Vestigingsjaar 1997;2000;100.0;64.0;12.0;24.0
510;Gezinshereniging;Mannen;Vestigingsjaar 1998;1995;;;;
511;Gezinshereniging;Mannen;Vestigingsjaar 1998;1996;;;;
512;Gezinshereniging;Mannen;Vestigingsjaar 1998;1997;;;;
513;Gezinshereniging;Mannen;Vestigingsjaar 1998;1998;100.0;32.0;13.0;55.0
514;Gezinshereniging;Mannen;Vestigingsjaar 1998;1999;100.0;50.0;15.0;36.0
515;Gezinshereniging;Mannen;Vestigingsjaar 1998;2000;100.0;58.0;12.0;30.0
516;Gezinshereniging;Mannen;Vestigingsjaar 1999;1995;;;;
517;Gezinshereniging;Mannen;Vestigingsjaar 1999;1996;;;;
518;Gezinshereniging;Mannen;Vestigingsjaar 1999;1997;;;;
519;Gezinshereniging;Mannen;Vestigingsjaar 1999;1998;;;;
520;Gezinshereniging;Mannen;Vestigingsjaar 1999;1999;100.0;39.0;10.0;51.0
521;Gezinshereniging;Mannen;Vestigingsjaar 1999;2000;100.0;56.0;10.0;34.0
522;Gezinshereniging;Mannen;Vestigingsjaar 2000;1995;;;;
523;Gezinshereniging;Mannen;Vestigingsjaar 2000;1996;;;;
524;Gezinshereniging;Mannen;Vestigingsjaar 2000;1997;;;;
525;Gezinshereniging;Mannen;Vestigingsjaar 2000;1998;;;;
526;Gezinshereniging;Mannen;Vestigingsjaar 2000;1999;;;;
527;Gezinshereniging;Mannen;Vestigingsjaar 2000;2000;100.0;38.0;10.0;53.0
528;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;1995;100.0;32.0;15.0;53.0
529;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;1996;100.0;35.0;13.0;52.0
530;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;1997;100.0;37.0;16.0;48.0
531;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;1998;100.0;38.0;15.0;47.0
532;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;1999;100.0;45.0;14.0;41.0
533;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;2000;100.0;49.0;13.0;38.0
534;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;1995;100.0;30.0;18.0;52.0
535;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;1996;100.0;32.0;16.0;53.0
536;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;1997;100.0;37.0;15.0;48.0
537;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;1998;100.0;43.0;14.0;43.0
538;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;1999;100.0;47.0;13.0;40.0
539;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;2000;100.0;50.0;12.0;38.0
540;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;1995;100.0;27.0;15.0;58.0
541;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;1996;100.0;31.0;14.0;54.0
542;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;1997;100.0;38.0;14.0;49.0
543;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;1998;100.0;41.0;13.0;45.0
544;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;1999;100.0;47.0;11.0;43.0
545;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;2000;100.0;48.0;11.0;41.0
546;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;1995;100.0;23.0;13.0;64.0
547;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;1996;100.0;29.0;11.0;59.0
548;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;1997;100.0;35.0;11.0;54.0
549;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;1998;100.0;42.0;10.0;47.0
550;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;1999;100.0;50.0;9.0;41.0
551;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;2000;100.0;54.0;9.0;37.0
552;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;1995;100.0;19.0;11.0;70.0
553;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;1996;100.0;24.0;14.0;62.0
554;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;1997;100.0;32.0;13.0;55.0
555;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;1998;100.0;39.0;12.0;48.0
556;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;1999;100.0;44.0;12.0;44.0
557;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;2000;100.0;49.0;11.0;40.0
558;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;1995;100.0;12.0;9.0;80.0
559;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;1996;100.0;20.0;13.0;67.0
560;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;1997;100.0;25.0;15.0;60.0
561;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;1998;100.0;36.0;14.0;50.0
562;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;1999;100.0;40.0;12.0;48.0
563;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;2000;100.0;47.0;11.0;41.0
564;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;1995;;;;
565;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;1996;100.0;11.0;10.0;79.0
566;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;1997;100.0;20.0;14.0;66.0
567;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;1998;100.0;29.0;17.0;54.0
568;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;1999;100.0;37.0;15.0;49.0
569;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;2000;100.0;43.0;14.0;43.0
