ID;Uitval;RegioS;Perioden;TotaalVoertuigen_1;PersonenautoS_2;TotaalBedrijfsvoertuigen_3;BestelautoS_4;VrachtautoS_5;Trekkers_6;SpecialeVoertuigen_7;Autobussen_8;TotaalGewichtVoertuigen_9;PersonenautoS_10;TotaalGewichtBedrijfsvoertuigen_11;BestelautoS_12;VrachtautoS_13;Trekkers_14;SpecialeVoertuigen_15;Autobussen_16
223;Gebruik buiten openbare weg;Noord-Nederland (LD);1999;261;202;59;18;16;13;12;0;495;202;293;22;128;81;62;0
224;Gebruik buiten openbare weg;Oost-Nederland (LD);1996;564;367;197;94;69;14;20;0;1245;350;895;84;622;97;92;0
225;Gebruik buiten openbare weg;Oost-Nederland (LD);1997;555;346;209;61;70;37;39;2;1559;334;1225;86;612;228;285;14
226;Gebruik buiten openbare weg;Oost-Nederland (LD);1998;446;327;119;55;28;15;21;0;819;328;491;81;222;91;97;0
227;Gebruik buiten openbare weg;Oost-Nederland (LD);1999;553;449;104;48;20;18;18;0;867;449;418;68;148;115;87;0
228;Gebruik buiten openbare weg;West-Nederland (LD);1996;2322;1833;489;420;26;16;26;1;2742;1833;909;484;198;113;103;11
229;Gebruik buiten openbare weg;West-Nederland (LD);1997;1330;1029;301;124;78;50;39;10;2530;1046;1484;170;593;327;262;132
230;Gebruik buiten openbare weg;West-Nederland (LD);1998;1118;870;248;176;26;17;25;4;1636;907;729;243;219;103;118;46
231;Gebruik buiten openbare weg;West-Nederland (LD);1999;1887;1356;531;448;34;27;20;2;2683;1495;1188;636;287;169;76;20
232;Gebruik buiten openbare weg;Zuid-Nederland (LD);1996;441;296;145;54;50;18;20;3;1108;290;818;84;400;112;195;27
233;Gebruik buiten openbare weg;Zuid-Nederland (LD);1997;602;344;258;72;102;56;28;0;1921;348;1573;111;889;363;210;0
234;Gebruik buiten openbare weg;Zuid-Nederland (LD);1998;459;304;155;86;25;19;25;0;913;311;602;124;206;124;148;0
235;Gebruik buiten openbare weg;Zuid-Nederland (LD);1999;518;400;118;51;31;20;16;0;978;404;574;74;288;122;90;0
236;Gebruik buiten openbare weg;Groningen (PV);1996;64;51;13;4;4;1;3;1;131;47;84;9;41;6;18;10
237;Gebruik buiten openbare weg;Groningen (PV);1997;65;47;18;3;5;4;6;0;149;42;107;4;39;24;40;0
238;Gebruik buiten openbare weg;Groningen (PV);1998;72;58;14;5;2;1;6;0;100;55;45;6;10;6;23;0
239;Gebruik buiten openbare weg;Groningen (PV);1999;92;75;17;5;3;6;3;0;151;72;79;6;23;37;13;0
240;Gebruik buiten openbare weg;Friesland (PV);1996;98;80;18;13;2;0;3;0;115;73;42;17;14;0;11;0
241;Gebruik buiten openbare weg;Friesland (PV);1997;102;70;32;8;10;11;3;0;266;70;196;13;97;70;16;0
242;Gebruik buiten openbare weg;Friesland (PV);1998;78;57;21;10;3;3;5;0;135;58;77;11;24;19;23;0
243;Gebruik buiten openbare weg;Friesland (PV);1999;96;72;24;7;8;6;3;0;202;73;129;7;67;38;17;0
244;Gebruik buiten openbare weg;Drenthe (PV);1996;54;36;18;7;2;1;8;0;106;38;68;9;20;7;32;0
245;Gebruik buiten openbare weg;Drenthe (PV);1997;74;53;21;3;6;2;10;0;178;55;123;3;58;12;50;0
246;Gebruik buiten openbare weg;Drenthe (PV);1998;60;50;10;1;2;1;6;0;106;51;55;3;19;6;27;0
247;Gebruik buiten openbare weg;Drenthe (PV);1999;73;55;18;6;5;1;6;0;142;57;85;9;38;6;32;0
248;Gebruik buiten openbare weg;Overijssel (PV);1996;121;94;27;11;6;4;6;0;202;84;118;13;50;26;29;0
249;Gebruik buiten openbare weg;Overijssel (PV);1997;143;94;49;6;17;10;15;1;419;91;328;10;137;59;113;9
250;Gebruik buiten openbare weg;Overijssel (PV);1998;122;100;22;7;4;6;5;0;211;101;110;11;40;37;22;0
251;Gebruik buiten openbare weg;Overijssel (PV);1999;177;159;18;9;4;3;2;0;226;155;71;14;30;21;6;0
252;Gebruik buiten openbare weg;Flevoland (PV);1996;63;52;11;9;0;0;2;0;75;51;24;11;0;0;13;0
253;Gebruik buiten openbare weg;Flevoland (PV);1997;53;41;12;6;0;0;5;1;83;41;42;8;0;0;29;5
254;Gebruik buiten openbare weg;Flevoland (PV);1998;45;36;9;7;1;1;0;0;61;34;27;11;10;6;0;0
255;Gebruik buiten openbare weg;Flevoland (PV);1999;64;57;7;3;2;2;0;0;98;60;38;5;19;14;0;0
256;Gebruik buiten openbare weg;Gelderland (PV);1996;380;221;159;74;63;10;12;0;968;215;753;60;572;71;50;0
257;Gebruik buiten openbare weg;Gelderland (PV);1997;359;211;148;49;53;27;19;0;1057;202;855;68;475;169;143;0
258;Gebruik buiten openbare weg;Gelderland (PV);1998;279;191;88;41;23;8;16;0;547;193;354;59;172;48;75;0
259;Gebruik buiten openbare weg;Gelderland (PV);1999;312;233;79;36;14;13;16;0;543;234;309;49;99;80;81;0
260;Gebruik buiten openbare weg;Utrecht (PV);1996;145;119;26;13;8;4;1;0;233;115;118;20;66;26;6;0
261;Gebruik buiten openbare weg;Utrecht (PV);1997;195;158;37;16;9;6;6;0;310;157;153;21;66;34;32;0
262;Gebruik buiten openbare weg;Utrecht (PV);1998;163;138;25;16;5;2;2;0;214;134;80;20;37;11;12;0
263;Gebruik buiten openbare weg;Utrecht (PV);1999;263;226;37;16;12;8;1;0;410;226;184;18;114;49;3;0
264;Gebruik buiten openbare weg;Noord-Holland (PV);1996;253;213;40;27;6;3;4;0;326;204;122;38;38;30;16;0
265;Gebruik buiten openbare weg;Noord-Holland (PV);1997;235;171;64;19;19;14;12;0;514;168;346;30;145;93;78;0
266;Gebruik buiten openbare weg;Noord-Holland (PV);1998;185;144;41;25;5;6;5;0;283;150;133;35;41;38;19;0
267;Gebruik buiten openbare weg;Noord-Holland (PV);1999;193;157;36;19;8;3;6;0;290;155;135;23;64;20;28;0
268;Gebruik buiten openbare weg;Zuid-Holland (PV);1996;1879;1479;400;370;10;5;14;1;2090;1493;597;415;80;35;56;11
269;Gebruik buiten openbare weg;Zuid-Holland (PV);1997;862;679;183;85;40;29;19;10;1584;701;883;111;303;194;143;132
270;Gebruik buiten openbare weg;Zuid-Holland (PV);1998;730;564;166;126;13;8;15;4;1051;598;453;175;112;47;73;46
271;Gebruik buiten openbare weg;Zuid-Holland (PV);1999;1379;933;446;406;12;16;10;2;1903;1072;831;582;94;100;35;20
272;Gebruik buiten openbare weg;Zeeland (PV);1996;45;22;23;10;2;4;7;0;93;21;72;11;14;22;25;0
273;Gebruik buiten openbare weg;Zeeland (PV);1997;38;21;17;4;10;1;2;0;122;20;102;8;79;6;9;0
274;Gebruik buiten openbare weg;Zeeland (PV);1998;40;24;16;9;3;1;3;0;88;25;63;13;29;7;14;0
275;Gebruik buiten openbare weg;Zeeland (PV);1999;52;40;12;7;2;0;3;0;80;42;38;13;15;0;10;0
276;Gebruik buiten openbare weg;Noord-Brabant (PV);1996;281;181;100;34;33;15;17;1;771;175;596;49;278;94;167;8
277;Gebruik buiten openbare weg;Noord-Brabant (PV);1997;382;193;189;42;84;44;19;0;1430;198;1232;65;738;284;145;0
278;Gebruik buiten openbare weg;Noord-Brabant (PV);1998;307;191;116;62;22;13;19;0;679;195;484;92;182;85;125;0
279;Gebruik buiten openbare weg;Noord-Brabant (PV);1999;359;275;84;38;21;12;13;0;687;277;410;57;199;76;78;0
280;Gebruik buiten openbare weg;Limburg (PV);1996;160;115;45;20;17;3;3;2;337;115;222;35;122;18;28;19
281;Gebruik buiten openbare weg;Limburg (PV);1997;220;151;69;30;18;12;9;0;491;150;341;46;151;79;65;0
282;Gebruik buiten openbare weg;Limburg (PV);1998;152;113;39;24;3;6;6;0;233;115;118;32;24;39;23;0
283;Gebruik buiten openbare weg;Limburg (PV);1999;159;125;34;13;10;8;3;0;291;127;164;17;89;46;12;0
284;Gebruik buiten openbare weg;Onbekend;1996;24;10;14;10;3;0;1;0;51;8;43;9;29;0;4;1
285;Gebruik buiten openbare weg;Onbekend;1997;5;2;3;2;0;0;1;0;18;5;13;4;0;1;8;0
286;Gebruik buiten openbare weg;Onbekend;1998;12;10;2;1;0;0;1;0;10;11;0;0;0;0;0;0
287;Gebruik buiten openbare weg;Onbekend;1999;4;2;2;1;0;1;0;0;8;2;7;2;0;5;0;0
