ID;BedrijfstakBranchesSBI2008;Bedrijfsomvang;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
2320;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 juli;98.0;17.1
2321;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 augustus;45.0;21.8
2322;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 september;119.0;7.5
2323;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 3e kwartaal;87.0;13.3
2324;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 oktober;120.0;4.5
2325;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 november;119.0;10.4
2326;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 december;110.0;-2.3
2327;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005 4e kwartaal;116.0;4.1
2328;429 Overige civieltechnische bouw;10 of meer werkzame personen;2005;100.0;7.2
2329;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 januari;46.0;-8.6
2330;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 februari;91.0;6.3
2331;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 maart;174.0;16.2
2332;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 1e kwartaal;104.0;8.8
2333;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 april;109.0;-0.2
2334;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 mei;117.0;19.9
2335;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 juni;104.0;6.2
2336;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 2e kwartaal;110.0;8.3
2337;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 juli;103.0;4.9
2338;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 augustus;53.0;17.6
2339;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 september;134.0;13.4
2340;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 3e kwartaal;97.0;10.9
2341;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 oktober;135.0;12.2
2342;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 november;134.0;12.1
2343;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 december;125.0;13.6
2344;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006 4e kwartaal;131.0;12.6
2345;429 Overige civieltechnische bouw;10 of meer werkzame personen;2006;110.0;10.3
2346;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 januari;57.0;24.3
2347;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 februari;106.0;16.1
2348;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 maart;191.0;10.0
2349;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 1e kwartaal;118.0;13.9
2350;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 april;115.0;5.5
2351;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 mei;123.0;5.5
2352;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 juni;108.0;4.1
2353;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 2e kwartaal;115.0;5.1
2354;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 juli;99.0;-3.5
2355;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 augustus;59.0;11.1
2356;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 september;129.0;-4.3
2357;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 3e kwartaal;95.0;-1.2
2358;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 oktober;142.0;5.2
2359;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 november;132.0;-1.3
2360;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 december;128.0;3.0
2361;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007 4e kwartaal;134.0;2.3
2362;429 Overige civieltechnische bouw;10 of meer werkzame personen;2007;116.0;4.9
2363;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 januari;58.0;1.0
2364;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 februari;112.0;6.0
2365;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 maart;204.0;6.5
2366;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 1e kwartaal;125.0;5.5
2367;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 april;137.0;19.3
2368;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 mei;123.0;-0.6
2369;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 juni;117.0;8.6
2370;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 2e kwartaal;126.0;8.8
2371;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 juli;105.0;6.7
2372;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 augustus;62.0;5.7
2373;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 september;139.0;8.1
2374;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 3e kwartaal;102.0;7.1
2375;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 oktober;143.0;1.3
2376;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 november;127.0;-3.4
2377;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 december;126.0;-1.7
2378;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008 4e kwartaal;132.0;-1.2
2379;429 Overige civieltechnische bouw;10 of meer werkzame personen;2008;121.0;4.7
2380;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 januari;89.0;54.8
2381;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 februari;74.0;-34.3
2382;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 maart;186.0;-8.5
2383;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 1e kwartaal;116.0;-6.5
2384;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 april;107.0;-21.9
2385;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 mei;120.0;-2.2
2386;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 juni;126.0;7.5
2387;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 2e kwartaal;118.0;-6.3
2388;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 juli;126.0;19.9
2389;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 augustus;103.0;66.0
2390;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 september;92.0;-33.5
2391;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 3e kwartaal;107.0;5.1
2392;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 oktober;131.0;-8.6
2393;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 november;128.0;0.2
2394;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 december;153.0;21.6
2395;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009 4e kwartaal;137.0;3.8
2396;429 Overige civieltechnische bouw;10 of meer werkzame personen;2009;120.0;-1.2
2397;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 januari;79.0;-11.0
2398;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 februari;108.0;45.8
2399;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 maart;178.0;-4.2
2400;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 1e kwartaal;122.0;4.6
2401;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 april;157.0;46.6
2402;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 mei;146.0;21.7
2403;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 juni;165.0;30.8
2404;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 2e kwartaal;156.0;32.5
2405;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 juli;148.0;17.2
2406;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 augustus;109.0;5.2
2407;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 september;124.0;34.2
2408;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 3e kwartaal;127.0;18.2
2409;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 oktober;157.0;19.7
2410;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 november;159.0;24.9
2411;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 december;168.0;9.3
2412;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010 4e kwartaal;161.0;17.4
2413;429 Overige civieltechnische bouw;10 of meer werkzame personen;2010;142.0;18.2
2414;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 januari;114.0;43.6
2415;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 februari;113.0;5.3
2416;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 maart;124.0;-30.7
2417;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 1e kwartaal;117.0;-3.9
2418;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 april;142.0;-9.2
2419;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 mei;144.0;-1.5
2420;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 juni;139.0;-15.8
2421;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 2e kwartaal;142.0;-9.1
2422;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 juli;133.0;-10.1
2423;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 augustus;112.0;2.6
2424;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 september;141.0;14.1
2425;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 3e kwartaal;129.0;1.4
2426;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 oktober;130.0;-16.9
2427;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 november;148.0;-7.0
2428;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 december;201.0;19.8
2429;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011 4e kwartaal;160.0;-0.9
2430;429 Overige civieltechnische bouw;10 of meer werkzame personen;2011;137.0;-3.3
2431;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 januari;96.0;-16.3
2432;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 februari;106.0;-6.3
2433;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 maart;91.0;-26.7
2434;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 1e kwartaal;97.0;-16.7
2435;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 april;153.0;7.4
2436;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 mei;171.0;19.0
2437;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 juni;173.0;24.7
2438;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 2e kwartaal;166.0;17.0
2439;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 juli;150.0;12.5
2440;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 augustus;102.0;-8.3
2441;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 september;150.0;6.1
2442;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 3e kwartaal;134.0;4.1
2443;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 oktober;;
2444;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 november;;
2445;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 december;;
2446;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012 4e kwartaal;;
2447;429 Overige civieltechnische bouw;10 of meer werkzame personen;2012;;
2448;43 Gespecialiseerde bouw;Alle bedrijven;2005 januari;65.0;-3.1
2449;43 Gespecialiseerde bouw;Alle bedrijven;2005 februari;81.0;-0.5
2450;43 Gespecialiseerde bouw;Alle bedrijven;2005 maart;99.0;-1.1
2451;43 Gespecialiseerde bouw;Alle bedrijven;2005 1e kwartaal;82.0;-1.4
2452;43 Gespecialiseerde bouw;Alle bedrijven;2005 april;100.0;7.2
2453;43 Gespecialiseerde bouw;Alle bedrijven;2005 mei;95.0;7.4
2454;43 Gespecialiseerde bouw;Alle bedrijven;2005 juni;118.0;12.1
2455;43 Gespecialiseerde bouw;Alle bedrijven;2005 2e kwartaal;104.0;9.1
2456;43 Gespecialiseerde bouw;Alle bedrijven;2005 juli;98.0;3.6
2457;43 Gespecialiseerde bouw;Alle bedrijven;2005 augustus;72.0;12.0
2458;43 Gespecialiseerde bouw;Alle bedrijven;2005 september;114.0;11.3
2459;43 Gespecialiseerde bouw;Alle bedrijven;2005 3e kwartaal;95.0;8.7
2460;43 Gespecialiseerde bouw;Alle bedrijven;2005 oktober;107.0;3.6
2461;43 Gespecialiseerde bouw;Alle bedrijven;2005 november;115.0;6.7
2462;43 Gespecialiseerde bouw;Alle bedrijven;2005 december;136.0;10.6
2463;43 Gespecialiseerde bouw;Alle bedrijven;2005 4e kwartaal;119.0;7.2
2464;43 Gespecialiseerde bouw;Alle bedrijven;2005;100.0;6.1
2465;43 Gespecialiseerde bouw;Alle bedrijven;2006 januari;71.0;9.2
2466;43 Gespecialiseerde bouw;Alle bedrijven;2006 februari;89.0;8.9
2467;43 Gespecialiseerde bouw;Alle bedrijven;2006 maart;112.0;13.3
2468;43 Gespecialiseerde bouw;Alle bedrijven;2006 1e kwartaal;90.0;10.7
2469;43 Gespecialiseerde bouw;Alle bedrijven;2006 april;99.0;-0.8
2470;43 Gespecialiseerde bouw;Alle bedrijven;2006 mei;110.0;16.0
2471;43 Gespecialiseerde bouw;Alle bedrijven;2006 juni;122.0;2.9
2472;43 Gespecialiseerde bouw;Alle bedrijven;2006 2e kwartaal;110.0;5.7
2473;43 Gespecialiseerde bouw;Alle bedrijven;2006 juli;104.0;5.3
2474;43 Gespecialiseerde bouw;Alle bedrijven;2006 augustus;79.0;9.9
2475;43 Gespecialiseerde bouw;Alle bedrijven;2006 september;119.0;4.7
2476;43 Gespecialiseerde bouw;Alle bedrijven;2006 3e kwartaal;101.0;6.2
2477;43 Gespecialiseerde bouw;Alle bedrijven;2006 oktober;119.0;12.0
2478;43 Gespecialiseerde bouw;Alle bedrijven;2006 november;125.0;9.2
2479;43 Gespecialiseerde bouw;Alle bedrijven;2006 december;145.0;6.5
2480;43 Gespecialiseerde bouw;Alle bedrijven;2006 4e kwartaal;130.0;9.0
2481;43 Gespecialiseerde bouw;Alle bedrijven;2006;108.0;7.8
2482;43 Gespecialiseerde bouw;Alle bedrijven;2007 januari;79.0;11.5
2483;43 Gespecialiseerde bouw;Alle bedrijven;2007 februari;100.0;13.4
2484;43 Gespecialiseerde bouw;Alle bedrijven;2007 maart;130.0;16.2
2485;43 Gespecialiseerde bouw;Alle bedrijven;2007 1e kwartaal;103.0;14.1
2486;43 Gespecialiseerde bouw;Alle bedrijven;2007 april;112.0;12.3
2487;43 Gespecialiseerde bouw;Alle bedrijven;2007 mei;118.0;7.7
2488;43 Gespecialiseerde bouw;Alle bedrijven;2007 juni;138.0;13.4
2489;43 Gespecialiseerde bouw;Alle bedrijven;2007 2e kwartaal;123.0;11.2
2490;43 Gespecialiseerde bouw;Alle bedrijven;2007 juli;116.0;12.0
2491;43 Gespecialiseerde bouw;Alle bedrijven;2007 augustus;89.0;12.1
2492;43 Gespecialiseerde bouw;Alle bedrijven;2007 september;129.0;8.0
2493;43 Gespecialiseerde bouw;Alle bedrijven;2007 3e kwartaal;111.0;10.5
2494;43 Gespecialiseerde bouw;Alle bedrijven;2007 oktober;136.0;13.9
2495;43 Gespecialiseerde bouw;Alle bedrijven;2007 november;139.0;11.4
2496;43 Gespecialiseerde bouw;Alle bedrijven;2007 december;149.0;2.7
2497;43 Gespecialiseerde bouw;Alle bedrijven;2007 4e kwartaal;142.0;8.9
2498;43 Gespecialiseerde bouw;Alle bedrijven;2007;120.0;10.9
2499;43 Gespecialiseerde bouw;Alle bedrijven;2008 januari;93.0;18.0
2500;43 Gespecialiseerde bouw;Alle bedrijven;2008 februari;119.0;18.8
2501;43 Gespecialiseerde bouw;Alle bedrijven;2008 maart;133.0;2.1
2502;43 Gespecialiseerde bouw;Alle bedrijven;2008 1e kwartaal;115.0;11.6
2503;43 Gespecialiseerde bouw;Alle bedrijven;2008 april;136.0;22.0
2504;43 Gespecialiseerde bouw;Alle bedrijven;2008 mei;129.0;8.9
2505;43 Gespecialiseerde bouw;Alle bedrijven;2008 juni;151.0;9.7
2506;43 Gespecialiseerde bouw;Alle bedrijven;2008 2e kwartaal;139.0;13.2
2507;43 Gespecialiseerde bouw;Alle bedrijven;2008 juli;130.0;11.7
2508;43 Gespecialiseerde bouw;Alle bedrijven;2008 augustus;97.0;8.9
2509;43 Gespecialiseerde bouw;Alle bedrijven;2008 september;148.0;15.1
2510;43 Gespecialiseerde bouw;Alle bedrijven;2008 3e kwartaal;125.0;12.3
2511;43 Gespecialiseerde bouw;Alle bedrijven;2008 oktober;152.0;11.5
2512;43 Gespecialiseerde bouw;Alle bedrijven;2008 november;142.0;2.0
2513;43 Gespecialiseerde bouw;Alle bedrijven;2008 december;159.0;6.8
2514;43 Gespecialiseerde bouw;Alle bedrijven;2008 4e kwartaal;151.0;6.8
2515;43 Gespecialiseerde bouw;Alle bedrijven;2008;132.0;10.7
2516;43 Gespecialiseerde bouw;Alle bedrijven;2009 januari;95.0;2.6
2517;43 Gespecialiseerde bouw;Alle bedrijven;2009 februari;116.0;-2.9
2518;43 Gespecialiseerde bouw;Alle bedrijven;2009 maart;142.0;6.8
2519;43 Gespecialiseerde bouw;Alle bedrijven;2009 1e kwartaal;118.0;2.3
2520;43 Gespecialiseerde bouw;Alle bedrijven;2009 april;133.0;-2.0
2521;43 Gespecialiseerde bouw;Alle bedrijven;2009 mei;127.0;-1.5
2522;43 Gespecialiseerde bouw;Alle bedrijven;2009 juni;142.0;-6.2
2523;43 Gespecialiseerde bouw;Alle bedrijven;2009 2e kwartaal;134.0;-3.4
2524;43 Gespecialiseerde bouw;Alle bedrijven;2009 juli;133.0;2.6
2525;43 Gespecialiseerde bouw;Alle bedrijven;2009 augustus;84.0;-13.2
2526;43 Gespecialiseerde bouw;Alle bedrijven;2009 september;137.0;-7.3
2527;43 Gespecialiseerde bouw;Alle bedrijven;2009 3e kwartaal;118.0;-5.4
2528;43 Gespecialiseerde bouw;Alle bedrijven;2009 oktober;138.0;-9.1
2529;43 Gespecialiseerde bouw;Alle bedrijven;2009 november;135.0;-5.5
2530;43 Gespecialiseerde bouw;Alle bedrijven;2009 december;143.0;-10.6
2531;43 Gespecialiseerde bouw;Alle bedrijven;2009 4e kwartaal;138.0;-8.5
2532;43 Gespecialiseerde bouw;Alle bedrijven;2009;127.0;-4.1
2533;43 Gespecialiseerde bouw;Alle bedrijven;2010 januari;79.0;-16.9
2534;43 Gespecialiseerde bouw;Alle bedrijven;2010 februari;95.0;-18.2
2535;43 Gespecialiseerde bouw;Alle bedrijven;2010 maart;128.0;-9.6
2536;43 Gespecialiseerde bouw;Alle bedrijven;2010 1e kwartaal;101.0;-14.4
2537;43 Gespecialiseerde bouw;Alle bedrijven;2010 april;122.0;-8.8
2538;43 Gespecialiseerde bouw;Alle bedrijven;2010 mei;115.0;-9.3
2539;43 Gespecialiseerde bouw;Alle bedrijven;2010 juni;137.0;-3.8
2540;43 Gespecialiseerde bouw;Alle bedrijven;2010 2e kwartaal;125.0;-7.2
2541;43 Gespecialiseerde bouw;Alle bedrijven;2010 juli;123.0;-7.2
2542;43 Gespecialiseerde bouw;Alle bedrijven;2010 augustus;86.0;2.7
2543;43 Gespecialiseerde bouw;Alle bedrijven;2010 september;130.0;-5.6
2544;43 Gespecialiseerde bouw;Alle bedrijven;2010 3e kwartaal;113.0;-4.3
2545;43 Gespecialiseerde bouw;Alle bedrijven;2010 oktober;131.0;-5.2
2546;43 Gespecialiseerde bouw;Alle bedrijven;2010 november;133.0;-1.5
2547;43 Gespecialiseerde bouw;Alle bedrijven;2010 december;139.0;-2.6
2548;43 Gespecialiseerde bouw;Alle bedrijven;2010 4e kwartaal;134.0;-3.1
2549;43 Gespecialiseerde bouw;Alle bedrijven;2010;118.0;-7.1
2550;43 Gespecialiseerde bouw;Alle bedrijven;2011 januari;88.0;10.9
2551;43 Gespecialiseerde bouw;Alle bedrijven;2011 februari;109.0;14.6
2552;43 Gespecialiseerde bouw;Alle bedrijven;2011 maart;131.0;1.8
2553;43 Gespecialiseerde bouw;Alle bedrijven;2011 1e kwartaal;109.0;8.2
2554;43 Gespecialiseerde bouw;Alle bedrijven;2011 april;126.0;3.3
2555;43 Gespecialiseerde bouw;Alle bedrijven;2011 mei;135.0;17.1
2556;43 Gespecialiseerde bouw;Alle bedrijven;2011 juni;132.0;-3.7
2557;43 Gespecialiseerde bouw;Alle bedrijven;2011 2e kwartaal;131.0;5.0
2558;43 Gespecialiseerde bouw;Alle bedrijven;2011 juli;123.0;-0.3
2559;43 Gespecialiseerde bouw;Alle bedrijven;2011 augustus;92.0;6.4
