ID;BedrijfstakBranchesSBI2008;Bedrijfsomvang;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
615;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 1e kwartaal;112.0;
616;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 april;130.0;
617;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 mei;123.0;
618;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 juni;136.0;
619;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 2e kwartaal;130.0;
620;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 juli;123.0;
621;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 augustus;73.0;
622;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 september;130.0;
623;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 3e kwartaal;108.0;
624;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 oktober;130.0;
625;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 november;121.0;
626;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 december;137.0;
627;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009 4e kwartaal;129.0;
628;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2009;120.0;
629;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 januari;68.0;-23.4
630;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 februari;81.0;-29.0
631;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 maart;114.0;-14.4
632;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 1e kwartaal;88.0;-21.7
633;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 april;112.0;-14.2
634;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 mei;104.0;-15.2
635;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 juni;124.0;-8.6
636;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 2e kwartaal;113.0;-12.6
637;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 juli;114.0;-7.8
638;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 augustus;66.0;-9.3
639;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 september;112.0;-13.8
640;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 3e kwartaal;97.0;-10.6
641;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 oktober;118.0;-9.5
642;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 november;122.0;0.2
643;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 december;119.0;-13.2
644;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010 4e kwartaal;119.0;-7.8
645;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2010;104.0;-13.0
646;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 januari;76.0;11.2
647;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 februari;98.0;21.1
648;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 maart;116.0;1.9
649;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 1e kwartaal;97.0;10.3
650;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 april;112.0;0.0
651;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 mei;119.0;14.3
652;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 juni;114.0;-8.3
653;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 2e kwartaal;115.0;1.4
654;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 juli;106.0;-6.6
655;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 augustus;68.0;4.1
656;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 september;122.0;9.6
657;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 3e kwartaal;99.0;2.0
658;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 oktober;110.0;-6.4
659;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 november;116.0;-4.9
660;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 december;130.0;9.4
661;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011 4e kwartaal;119.0;-0.6
662;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2011;107.0;2.8
663;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 januari;67.0;-12.1
664;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 februari;81.0;-17.4
665;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 maart;105.0;-9.7
666;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 1e kwartaal;84.0;-12.9
667;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 april;100.0;-10.3
668;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 mei;102.0;-14.3
669;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 juni;108.0;-5.0
670;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 2e kwartaal;103.0;-10.0
671;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 juli;94.0;-11.4
672;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 augustus;70.0;2.6
673;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 september;116.0;-5.1
674;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 3e kwartaal;93.0;-5.6
675;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 oktober;96.0;-13.3
676;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 november;103.0;-11.2
677;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 december;106.0;-18.6
678;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012 4e kwartaal;101.0;-14.6
679;41 Algemene bouw en projectontwikkeling;Alle bedrijven;2012;96.0;-10.9
680;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 januari;;
681;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 februari;;
682;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 maart;;
683;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 1e kwartaal;;
684;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 april;;
685;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 mei;;
686;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 juni;;
687;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 2e kwartaal;;
688;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 juli;;
689;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 augustus;;
690;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 september;;
691;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 3e kwartaal;;
692;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 oktober;;
693;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 november;;
694;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 december;;
695;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005 4e kwartaal;;
696;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2005;;
697;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 januari;;
698;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 februari;;
699;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 maart;;
700;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 1e kwartaal;;
701;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 april;;
702;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 mei;;
703;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 juni;;
704;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 2e kwartaal;;
705;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 juli;;
706;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 augustus;;
707;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 september;;
708;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 3e kwartaal;;
709;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 oktober;;
710;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 november;;
711;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 december;;
712;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006 4e kwartaal;;
713;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2006;;
714;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 januari;;
715;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 februari;;
716;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 maart;;
717;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 1e kwartaal;;
718;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 april;;
719;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 mei;;
720;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 juni;;
721;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 2e kwartaal;;
722;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 juli;;
723;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 augustus;;
724;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 september;;
725;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 3e kwartaal;;
726;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 oktober;;
727;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 november;;
728;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 december;;
729;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007 4e kwartaal;;
730;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2007;;
731;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 januari;;
732;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 februari;;
733;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 maart;;
734;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 1e kwartaal;;
735;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 april;;
736;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 mei;;
737;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 juni;;
738;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 2e kwartaal;;
739;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 juli;;
740;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 augustus;;
741;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 september;;
742;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 3e kwartaal;;
743;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 oktober;;
744;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 november;;
745;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 december;;
746;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008 4e kwartaal;;
747;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2008;;
748;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 januari;84.0;
749;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 februari;113.0;
750;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 maart;129.0;
751;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 1e kwartaal;109.0;
752;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 april;126.0;
753;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 mei;119.0;
754;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 juni;130.0;
755;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 2e kwartaal;125.0;
756;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 juli;118.0;
757;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 augustus;70.0;
758;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 september;128.0;
759;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 3e kwartaal;105.0;
760;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 oktober;129.0;
761;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 november;117.0;
762;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 december;124.0;
763;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009 4e kwartaal;123.0;
764;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2009;116.0;
765;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 januari;65.0;-22.9
766;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 februari;78.0;-31.5
767;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 maart;109.0;-15.7
768;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 1e kwartaal;84.0;-23.0
769;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 april;108.0;-14.4
770;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 mei;102.0;-14.8
771;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 juni;118.0;-9.6
772;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 2e kwartaal;109.0;-12.9
773;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 juli;108.0;-8.6
774;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 augustus;60.0;-14.0
775;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 september;106.0;-17.0
776;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 3e kwartaal;91.0;-13.2
777;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 oktober;112.0;-12.9
778;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 november;117.0;0.0
779;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 december;105.0;-14.7
780;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010 4e kwartaal;112.0;-9.4
781;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2010;99.0;-14.4
782;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 januari;71.0;9.5
783;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 februari;94.0;20.7
784;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 maart;107.0;-1.9
785;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 1e kwartaal;91.0;8.0
786;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 april;104.0;-4.1
787;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 mei;112.0;10.7
788;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 juni;104.0;-11.8
789;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 2e kwartaal;107.0;-2.3
790;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 juli;96.0;-10.6
791;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 augustus;62.0;3.2
792;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 september;111.0;4.1
793;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 3e kwartaal;90.0;-1.9
794;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 oktober;106.0;-6.1
795;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 november;112.0;-4.8
796;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 december;119.0;12.6
797;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011 4e kwartaal;112.0;0.3
798;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2011;100.0;0.7
799;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 januari;62.0;-13.2
800;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 februari;76.0;-18.7
801;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 maart;97.0;-9.4
802;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 1e kwartaal;78.0;-13.6
803;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 april;94.0;-9.7
804;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 mei;97.0;-13.7
805;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 juni;99.0;-4.6
806;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 2e kwartaal;97.0;-9.5
807;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 juli;84.0;-12.5
808;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 augustus;65.0;5.0
809;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 september;103.0;-7.0
810;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 3e kwartaal;84.0;-6.2
811;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 oktober;91.0;-13.4
812;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 november;99.0;-11.3
813;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 december;94.0;-21.0
814;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012 4e kwartaal;95.0;-15.4
815;41 Algemene bouw en projectontwikkeling;10 of meer werkzame personen;2012;88.0;-11.3
816;411 Projectontwikkeling;Alle bedrijven;2005 januari;;
817;411 Projectontwikkeling;Alle bedrijven;2005 februari;;
818;411 Projectontwikkeling;Alle bedrijven;2005 maart;;
819;411 Projectontwikkeling;Alle bedrijven;2005 1e kwartaal;;
820;411 Projectontwikkeling;Alle bedrijven;2005 april;;
821;411 Projectontwikkeling;Alle bedrijven;2005 mei;;
822;411 Projectontwikkeling;Alle bedrijven;2005 juni;;
823;411 Projectontwikkeling;Alle bedrijven;2005 2e kwartaal;;
824;411 Projectontwikkeling;Alle bedrijven;2005 juli;;
825;411 Projectontwikkeling;Alle bedrijven;2005 augustus;;
826;411 Projectontwikkeling;Alle bedrijven;2005 september;;
827;411 Projectontwikkeling;Alle bedrijven;2005 3e kwartaal;;
828;411 Projectontwikkeling;Alle bedrijven;2005 oktober;;
829;411 Projectontwikkeling;Alle bedrijven;2005 november;;
830;411 Projectontwikkeling;Alle bedrijven;2005 december;;
831;411 Projectontwikkeling;Alle bedrijven;2005 4e kwartaal;;
832;411 Projectontwikkeling;Alle bedrijven;2005;;
833;411 Projectontwikkeling;Alle bedrijven;2006 januari;;
834;411 Projectontwikkeling;Alle bedrijven;2006 februari;;
835;411 Projectontwikkeling;Alle bedrijven;2006 maart;;
836;411 Projectontwikkeling;Alle bedrijven;2006 1e kwartaal;;
837;411 Projectontwikkeling;Alle bedrijven;2006 april;;
838;411 Projectontwikkeling;Alle bedrijven;2006 mei;;
839;411 Projectontwikkeling;Alle bedrijven;2006 juni;;
840;411 Projectontwikkeling;Alle bedrijven;2006 2e kwartaal;;
841;411 Projectontwikkeling;Alle bedrijven;2006 juli;;
842;411 Projectontwikkeling;Alle bedrijven;2006 augustus;;
843;411 Projectontwikkeling;Alle bedrijven;2006 september;;
844;411 Projectontwikkeling;Alle bedrijven;2006 3e kwartaal;;
845;411 Projectontwikkeling;Alle bedrijven;2006 oktober;;
846;411 Projectontwikkeling;Alle bedrijven;2006 november;;
847;411 Projectontwikkeling;Alle bedrijven;2006 december;;
848;411 Projectontwikkeling;Alle bedrijven;2006 4e kwartaal;;
849;411 Projectontwikkeling;Alle bedrijven;2006;;
850;411 Projectontwikkeling;Alle bedrijven;2007 januari;;
851;411 Projectontwikkeling;Alle bedrijven;2007 februari;;
852;411 Projectontwikkeling;Alle bedrijven;2007 maart;;
853;411 Projectontwikkeling;Alle bedrijven;2007 1e kwartaal;;
854;411 Projectontwikkeling;Alle bedrijven;2007 april;;
855;411 Projectontwikkeling;Alle bedrijven;2007 mei;;
856;411 Projectontwikkeling;Alle bedrijven;2007 juni;;
857;411 Projectontwikkeling;Alle bedrijven;2007 2e kwartaal;;
858;411 Projectontwikkeling;Alle bedrijven;2007 juli;;
859;411 Projectontwikkeling;Alle bedrijven;2007 augustus;;
860;411 Projectontwikkeling;Alle bedrijven;2007 september;;
861;411 Projectontwikkeling;Alle bedrijven;2007 3e kwartaal;;
862;411 Projectontwikkeling;Alle bedrijven;2007 oktober;;
863;411 Projectontwikkeling;Alle bedrijven;2007 november;;
864;411 Projectontwikkeling;Alle bedrijven;2007 december;;
865;411 Projectontwikkeling;Alle bedrijven;2007 4e kwartaal;;
866;411 Projectontwikkeling;Alle bedrijven;2007;;
867;411 Projectontwikkeling;Alle bedrijven;2008 januari;;
868;411 Projectontwikkeling;Alle bedrijven;2008 februari;;
869;411 Projectontwikkeling;Alle bedrijven;2008 maart;;
870;411 Projectontwikkeling;Alle bedrijven;2008 1e kwartaal;;
871;411 Projectontwikkeling;Alle bedrijven;2008 april;;
872;411 Projectontwikkeling;Alle bedrijven;2008 mei;;
873;411 Projectontwikkeling;Alle bedrijven;2008 juni;;
874;411 Projectontwikkeling;Alle bedrijven;2008 2e kwartaal;;
875;411 Projectontwikkeling;Alle bedrijven;2008 juli;;
876;411 Projectontwikkeling;Alle bedrijven;2008 augustus;;
877;411 Projectontwikkeling;Alle bedrijven;2008 september;;
878;411 Projectontwikkeling;Alle bedrijven;2008 3e kwartaal;;
879;411 Projectontwikkeling;Alle bedrijven;2008 oktober;;
880;411 Projectontwikkeling;Alle bedrijven;2008 november;;
881;411 Projectontwikkeling;Alle bedrijven;2008 december;;
882;411 Projectontwikkeling;Alle bedrijven;2008 4e kwartaal;;
883;411 Projectontwikkeling;Alle bedrijven;2008;;
884;411 Projectontwikkeling;Alle bedrijven;2009 januari;104.0;
885;411 Projectontwikkeling;Alle bedrijven;2009 februari;109.0;
886;411 Projectontwikkeling;Alle bedrijven;2009 maart;120.0;
887;411 Projectontwikkeling;Alle bedrijven;2009 1e kwartaal;111.0;
888;411 Projectontwikkeling;Alle bedrijven;2009 april;132.0;
889;411 Projectontwikkeling;Alle bedrijven;2009 mei;108.0;
890;411 Projectontwikkeling;Alle bedrijven;2009 juni;118.0;
891;411 Projectontwikkeling;Alle bedrijven;2009 2e kwartaal;119.0;
892;411 Projectontwikkeling;Alle bedrijven;2009 juli;126.0;
893;411 Projectontwikkeling;Alle bedrijven;2009 augustus;65.0;
894;411 Projectontwikkeling;Alle bedrijven;2009 september;121.0;
895;411 Projectontwikkeling;Alle bedrijven;2009 3e kwartaal;104.0;
896;411 Projectontwikkeling;Alle bedrijven;2009 oktober;111.0;
897;411 Projectontwikkeling;Alle bedrijven;2009 november;107.0;
898;411 Projectontwikkeling;Alle bedrijven;2009 december;197.0;
899;411 Projectontwikkeling;Alle bedrijven;2009 4e kwartaal;138.0;
900;411 Projectontwikkeling;Alle bedrijven;2009;118.0;
901;411 Projectontwikkeling;Alle bedrijven;2010 januari;67.0;-35.3
902;411 Projectontwikkeling;Alle bedrijven;2010 februari;74.0;-32.2
903;411 Projectontwikkeling;Alle bedrijven;2010 maart;96.0;-19.7
904;411 Projectontwikkeling;Alle bedrijven;2010 1e kwartaal;79.0;-28.7
905;411 Projectontwikkeling;Alle bedrijven;2010 april;80.0;-39.0
906;411 Projectontwikkeling;Alle bedrijven;2010 mei;85.0;-21.3
907;411 Projectontwikkeling;Alle bedrijven;2010 juni;101.0;-14.6
908;411 Projectontwikkeling;Alle bedrijven;2010 2e kwartaal;89.0;-25.6
909;411 Projectontwikkeling;Alle bedrijven;2010 juli;104.0;-17.7
910;411 Projectontwikkeling;Alle bedrijven;2010 augustus;60.0;-8.1
911;411 Projectontwikkeling;Alle bedrijven;2010 september;104.0;-14.4
912;411 Projectontwikkeling;Alle bedrijven;2010 3e kwartaal;89.0;-14.4
913;411 Projectontwikkeling;Alle bedrijven;2010 oktober;;
914;411 Projectontwikkeling;Alle bedrijven;2010 november;;
915;411 Projectontwikkeling;Alle bedrijven;2010 december;;
916;411 Projectontwikkeling;Alle bedrijven;2010 4e kwartaal;109.0;-21.4
917;411 Projectontwikkeling;Alle bedrijven;2010;92.0;-22.6
918;411 Projectontwikkeling;Alle bedrijven;2011 januari;;
919;411 Projectontwikkeling;Alle bedrijven;2011 februari;94.0;26.9
920;411 Projectontwikkeling;Alle bedrijven;2011 maart;;
921;411 Projectontwikkeling;Alle bedrijven;2011 1e kwartaal;90.0;14.1
922;411 Projectontwikkeling;Alle bedrijven;2011 april;88.0;10.0
923;411 Projectontwikkeling;Alle bedrijven;2011 mei;91.0;6.0
924;411 Projectontwikkeling;Alle bedrijven;2011 juni;93.0;-8.3
925;411 Projectontwikkeling;Alle bedrijven;2011 2e kwartaal;90.0;1.8
926;411 Projectontwikkeling;Alle bedrijven;2011 juli;84.0;-18.6
927;411 Projectontwikkeling;Alle bedrijven;2011 augustus;54.0;-9.3
928;411 Projectontwikkeling;Alle bedrijven;2011 september;96.0;-7.4
929;411 Projectontwikkeling;Alle bedrijven;2011 3e kwartaal;78.0;-12.2
930;411 Projectontwikkeling;Alle bedrijven;2011 oktober;98.0;-2.6
931;411 Projectontwikkeling;Alle bedrijven;2011 november;86.0;-19.2
932;411 Projectontwikkeling;Alle bedrijven;2011 december;137.0;13.8
933;411 Projectontwikkeling;Alle bedrijven;2011 4e kwartaal;107.0;-2.0
934;411 Projectontwikkeling;Alle bedrijven;2011;91.0;-0.1
935;411 Projectontwikkeling;Alle bedrijven;2012 januari;66.0;-11.6
936;411 Projectontwikkeling;Alle bedrijven;2012 februari;65.0;-30.2
937;411 Projectontwikkeling;Alle bedrijven;2012 maart;86.0;-17.2
938;411 Projectontwikkeling;Alle bedrijven;2012 1e kwartaal;72.0;-20.1
939;411 Projectontwikkeling;Alle bedrijven;2012 april;;
940;411 Projectontwikkeling;Alle bedrijven;2012 mei;;
941;411 Projectontwikkeling;Alle bedrijven;2012 juni;86.0;-6.7
942;411 Projectontwikkeling;Alle bedrijven;2012 2e kwartaal;;
943;411 Projectontwikkeling;Alle bedrijven;2012 juli;;
944;411 Projectontwikkeling;Alle bedrijven;2012 augustus;53.0;-3.4
945;411 Projectontwikkeling;Alle bedrijven;2012 september;98.0;2.4
946;411 Projectontwikkeling;Alle bedrijven;2012 3e kwartaal;;
947;411 Projectontwikkeling;Alle bedrijven;2012 oktober;71.0;-27.2
948;411 Projectontwikkeling;Alle bedrijven;2012 november;73.0;-14.7
949;411 Projectontwikkeling;Alle bedrijven;2012 december;110.0;-19.8
950;411 Projectontwikkeling;Alle bedrijven;2012 4e kwartaal;85.0;-20.7
951;411 Projectontwikkeling;Alle bedrijven;2012;79.0;-14.0
952;411 Projectontwikkeling;10 of meer werkzame personen;2005 januari;;
953;411 Projectontwikkeling;10 of meer werkzame personen;2005 februari;;
954;411 Projectontwikkeling;10 of meer werkzame personen;2005 maart;;
955;411 Projectontwikkeling;10 of meer werkzame personen;2005 1e kwartaal;;
956;411 Projectontwikkeling;10 of meer werkzame personen;2005 april;;
957;411 Projectontwikkeling;10 of meer werkzame personen;2005 mei;;
958;411 Projectontwikkeling;10 of meer werkzame personen;2005 juni;;
