ID;Geslacht;Leeftijd;Perioden;BuitenlandGeborenWerknemersTotaal_1;BuitenlandGeborenWerknemersIngesc_2;BuitenlandGeborenWerknemersNietI_3
264;Totaal mannen en vrouwen;45 tot 50 jaar;2007, vrijdag 28 september;81.8;63.9;17.9
265;Totaal mannen en vrouwen;45 tot 50 jaar;2008, vrijdag 26 september;88.1;67.9;20.2
266;Totaal mannen en vrouwen;45 tot 50 jaar;2009, vrijdag 25 september;86.5;67.9;18.6
267;Totaal mannen en vrouwen;45 tot 50 jaar;2010, vrijdag 24 september;87.3;68.6;18.8
268;Totaal mannen en vrouwen;45 tot 50 jaar;2011, vrijdag 23 september;89.6;70.5;19.1
269;Totaal mannen en vrouwen;45 tot 50 jaar;2012, vrijdag 28 september;88.6;70.4;18.2
270;Totaal mannen en vrouwen;45 tot 50 jaar;2013, vrijdag 28 september;88.0;70.7;17.3
271;Totaal mannen en vrouwen;45 tot 50 jaar;2014, vrijdag 26 september;87.2;70.7;16.5
272;Totaal mannen en vrouwen;50 tot 55 jaar;1999, vrijdag 24 september;38.1;33.1;5.0
273;Totaal mannen en vrouwen;50 tot 55 jaar;2000, vrijdag 29 september;42.7;36.8;5.9
274;Totaal mannen en vrouwen;50 tot 55 jaar;2001, vrijdag 28 september;46.8;39.6;7.2
275;Totaal mannen en vrouwen;50 tot 55 jaar;2002, vrijdag 27 september;49.3;41.3;8.0
276;Totaal mannen en vrouwen;50 tot 55 jaar;2003, vrijdag 26 september;50.3;42.2;8.1
277;Totaal mannen en vrouwen;50 tot 55 jaar;2004, vrijdag 24 september;51.2;42.7;8.5
278;Totaal mannen en vrouwen;50 tot 55 jaar;2005, vrijdag 30 september;53.3;44.0;9.3
279;Totaal mannen en vrouwen;50 tot 55 jaar;2006, vrijdag 29 september;56.6;46.6;10.0
280;Totaal mannen en vrouwen;50 tot 55 jaar;2007, vrijdag 28 september;62.5;50.1;12.4
281;Totaal mannen en vrouwen;50 tot 55 jaar;2008, vrijdag 26 september;66.9;52.6;14.3
282;Totaal mannen en vrouwen;50 tot 55 jaar;2009, vrijdag 25 september;67.5;53.6;13.9
283;Totaal mannen en vrouwen;50 tot 55 jaar;2010, vrijdag 24 september;69.6;55.3;14.3
284;Totaal mannen en vrouwen;50 tot 55 jaar;2011, vrijdag 23 september;72.1;57.0;15.2
285;Totaal mannen en vrouwen;50 tot 55 jaar;2012, vrijdag 28 september;72.4;57.7;14.7
286;Totaal mannen en vrouwen;50 tot 55 jaar;2013, vrijdag 28 september;73.1;58.8;14.2
287;Totaal mannen en vrouwen;50 tot 55 jaar;2014, vrijdag 26 september;72.2;58.9;13.3
288;Totaal mannen en vrouwen;55 tot 60 jaar;1999, vrijdag 24 september;21.5;18.4;3.0
289;Totaal mannen en vrouwen;55 tot 60 jaar;2000, vrijdag 29 september;23.3;19.9;3.5
290;Totaal mannen en vrouwen;55 tot 60 jaar;2001, vrijdag 28 september;26.3;22.1;4.3
291;Totaal mannen en vrouwen;55 tot 60 jaar;2002, vrijdag 27 september;28.8;24.2;4.6
292;Totaal mannen en vrouwen;55 tot 60 jaar;2003, vrijdag 26 september;31.0;26.3;4.7
293;Totaal mannen en vrouwen;55 tot 60 jaar;2004, vrijdag 24 september;32.7;27.7;5.0
294;Totaal mannen en vrouwen;55 tot 60 jaar;2005, vrijdag 30 september;35.5;29.9;5.6
295;Totaal mannen en vrouwen;55 tot 60 jaar;2006, vrijdag 29 september;37.3;31.5;5.8
296;Totaal mannen en vrouwen;55 tot 60 jaar;2007, vrijdag 28 september;40.9;34.0;6.9
297;Totaal mannen en vrouwen;55 tot 60 jaar;2008, vrijdag 26 september;44.4;36.6;7.8
298;Totaal mannen en vrouwen;55 tot 60 jaar;2009, vrijdag 25 september;45.8;38.0;7.8
299;Totaal mannen en vrouwen;55 tot 60 jaar;2010, vrijdag 24 september;47.8;39.6;8.3
300;Totaal mannen en vrouwen;55 tot 60 jaar;2011, vrijdag 23 september;50.7;41.6;9.1
301;Totaal mannen en vrouwen;55 tot 60 jaar;2012, vrijdag 28 september;51.9;42.6;9.3
302;Totaal mannen en vrouwen;55 tot 60 jaar;2013, vrijdag 28 september;52.6;43.5;9.1
303;Totaal mannen en vrouwen;55 tot 60 jaar;2014, vrijdag 26 september;52.7;43.8;8.9
304;Totaal mannen en vrouwen;60 tot 65 jaar;1999, vrijdag 24 september;6.0;4.9;1.1
305;Totaal mannen en vrouwen;60 tot 65 jaar;2000, vrijdag 29 september;7.2;5.8;1.4
306;Totaal mannen en vrouwen;60 tot 65 jaar;2001, vrijdag 28 september;8.4;6.6;1.8
307;Totaal mannen en vrouwen;60 tot 65 jaar;2002, vrijdag 27 september;9.3;7.5;1.9
308;Totaal mannen en vrouwen;60 tot 65 jaar;2003, vrijdag 26 september;9.9;8.0;1.9
309;Totaal mannen en vrouwen;60 tot 65 jaar;2004, vrijdag 24 september;10.2;8.3;1.9
310;Totaal mannen en vrouwen;60 tot 65 jaar;2005, vrijdag 30 september;11.3;9.3;2.0
311;Totaal mannen en vrouwen;60 tot 65 jaar;2006, vrijdag 29 september;12.3;10.3;2.0
312;Totaal mannen en vrouwen;60 tot 65 jaar;2007, vrijdag 28 september;14.8;12.6;2.2
313;Totaal mannen en vrouwen;60 tot 65 jaar;2008, vrijdag 26 september;17.6;15.1;2.5
314;Totaal mannen en vrouwen;60 tot 65 jaar;2009, vrijdag 25 september;19.7;17.1;2.6
315;Totaal mannen en vrouwen;60 tot 65 jaar;2010, vrijdag 24 september;22.2;19.3;2.9
316;Totaal mannen en vrouwen;60 tot 65 jaar;2011, vrijdag 23 september;24.8;21.5;3.3
317;Totaal mannen en vrouwen;60 tot 65 jaar;2012, vrijdag 28 september;26.4;23.0;3.5
318;Totaal mannen en vrouwen;60 tot 65 jaar;2013, vrijdag 28 september;28.5;24.7;3.8
319;Totaal mannen en vrouwen;60 tot 65 jaar;2014, vrijdag 26 september;30.2;26.3;3.8
320;Totaal mannen en vrouwen;65 tot 70 jaar;1999, vrijdag 24 september;1.0;0.7;0.3
321;Totaal mannen en vrouwen;65 tot 70 jaar;2000, vrijdag 29 september;1.3;1.0;0.3
322;Totaal mannen en vrouwen;65 tot 70 jaar;2001, vrijdag 28 september;1.5;1.1;0.4
323;Totaal mannen en vrouwen;65 tot 70 jaar;2002, vrijdag 27 september;1.7;1.3;0.4
324;Totaal mannen en vrouwen;65 tot 70 jaar;2003, vrijdag 26 september;2.0;1.5;0.5
325;Totaal mannen en vrouwen;65 tot 70 jaar;2004, vrijdag 24 september;2.0;1.5;0.5
326;Totaal mannen en vrouwen;65 tot 70 jaar;2005, vrijdag 30 september;2.3;1.7;0.6
327;Totaal mannen en vrouwen;65 tot 70 jaar;2006, vrijdag 29 september;2.3;1.7;0.6
328;Totaal mannen en vrouwen;65 tot 70 jaar;2007, vrijdag 28 september;2.7;2.0;0.7
329;Totaal mannen en vrouwen;65 tot 70 jaar;2008, vrijdag 26 september;2.8;2.2;0.6
330;Totaal mannen en vrouwen;65 tot 70 jaar;2009, vrijdag 25 september;2.9;2.2;0.6
331;Totaal mannen en vrouwen;65 tot 70 jaar;2010, vrijdag 24 september;2.9;2.3;0.6
332;Totaal mannen en vrouwen;65 tot 70 jaar;2011, vrijdag 23 september;3.4;2.7;0.7
333;Totaal mannen en vrouwen;65 tot 70 jaar;2012, vrijdag 28 september;3.7;3.0;0.7
334;Totaal mannen en vrouwen;65 tot 70 jaar;2013, vrijdag 28 september;4.0;3.2;0.7
335;Totaal mannen en vrouwen;65 tot 70 jaar;2014, vrijdag 26 september;4.2;3.5;0.8
336;Totaal mannen en vrouwen;70 tot 75 jaar;1999, vrijdag 24 september;0.4;0.3;0.1
337;Totaal mannen en vrouwen;70 tot 75 jaar;2000, vrijdag 29 september;0.5;0.3;0.2
338;Totaal mannen en vrouwen;70 tot 75 jaar;2001, vrijdag 28 september;0.5;0.4;0.2
339;Totaal mannen en vrouwen;70 tot 75 jaar;2002, vrijdag 27 september;0.6;0.4;0.2
340;Totaal mannen en vrouwen;70 tot 75 jaar;2003, vrijdag 26 september;0.6;0.4;0.2
341;Totaal mannen en vrouwen;70 tot 75 jaar;2004, vrijdag 24 september;0.6;0.4;0.2
342;Totaal mannen en vrouwen;70 tot 75 jaar;2005, vrijdag 30 september;0.6;0.5;0.2
343;Totaal mannen en vrouwen;70 tot 75 jaar;2006, vrijdag 29 september;0.6;0.5;0.2
344;Totaal mannen en vrouwen;70 tot 75 jaar;2007, vrijdag 28 september;0.8;0.6;0.2
345;Totaal mannen en vrouwen;70 tot 75 jaar;2008, vrijdag 26 september;0.9;0.7;0.2
346;Totaal mannen en vrouwen;70 tot 75 jaar;2009, vrijdag 25 september;0.9;0.7;0.2
347;Totaal mannen en vrouwen;70 tot 75 jaar;2010, vrijdag 24 september;1.0;0.8;0.2
348;Totaal mannen en vrouwen;70 tot 75 jaar;2011, vrijdag 23 september;1.2;0.9;0.2
349;Totaal mannen en vrouwen;70 tot 75 jaar;2012, vrijdag 28 september;1.3;1.0;0.2
350;Totaal mannen en vrouwen;70 tot 75 jaar;2013, vrijdag 28 september;1.3;1.0;0.3
351;Totaal mannen en vrouwen;70 tot 75 jaar;2014, vrijdag 26 september;1.3;1.0;0.3
352;Mannen;Totaal 18 tot 75 jaar;1999, vrijdag 24 september;253.2;213.7;39.5
353;Mannen;Totaal 18 tot 75 jaar;2000, vrijdag 29 september;276.7;226.7;50.0
354;Mannen;Totaal 18 tot 75 jaar;2001, vrijdag 28 september;298.5;235.2;63.2
355;Mannen;Totaal 18 tot 75 jaar;2002, vrijdag 27 september;306.4;237.2;69.2
356;Mannen;Totaal 18 tot 75 jaar;2003, vrijdag 26 september;301.6;231.8;69.8
357;Mannen;Totaal 18 tot 75 jaar;2004, vrijdag 24 september;297.4;223.9;73.5
358;Mannen;Totaal 18 tot 75 jaar;2005, vrijdag 30 september;301.1;224.1;76.9
359;Mannen;Totaal 18 tot 75 jaar;2006, vrijdag 29 september;317.7;231.5;86.2
360;Mannen;Totaal 18 tot 75 jaar;2007, vrijdag 28 september;367.6;244.9;122.8
361;Mannen;Totaal 18 tot 75 jaar;2008, vrijdag 26 september;396.0;259.4;136.7
362;Mannen;Totaal 18 tot 75 jaar;2009, vrijdag 25 september;378.9;254.0;124.9
363;Mannen;Totaal 18 tot 75 jaar;2010, vrijdag 24 september;382.9;255.3;127.6
364;Mannen;Totaal 18 tot 75 jaar;2011, vrijdag 23 september;398.0;262.7;135.3
365;Mannen;Totaal 18 tot 75 jaar;2012, vrijdag 28 september;391.7;261.9;129.8
366;Mannen;Totaal 18 tot 75 jaar;2013, vrijdag 28 september;387.8;261.8;126.0
367;Mannen;Totaal 18 tot 75 jaar;2014, vrijdag 26 september;386.3;265.9;120.4
368;Mannen;18 tot 20 jaar;1999, vrijdag 24 september;1.0;0.4;0.6
369;Mannen;18 tot 20 jaar;2000, vrijdag 29 september;1.4;0.5;0.9
370;Mannen;18 tot 20 jaar;2001, vrijdag 28 september;2.0;0.6;1.4
371;Mannen;18 tot 20 jaar;2002, vrijdag 27 september;2.4;0.7;1.7
372;Mannen;18 tot 20 jaar;2003, vrijdag 26 september;2.2;0.5;1.7
373;Mannen;18 tot 20 jaar;2004, vrijdag 24 september;2.1;0.3;1.8
374;Mannen;18 tot 20 jaar;2005, vrijdag 30 september;1.7;0.2;1.5
375;Mannen;18 tot 20 jaar;2006, vrijdag 29 september;2.0;0.3;1.8
376;Mannen;18 tot 20 jaar;2007, vrijdag 28 september;3.0;0.3;2.7
377;Mannen;18 tot 20 jaar;2008, vrijdag 26 september;3.3;0.4;2.9
378;Mannen;18 tot 20 jaar;2009, vrijdag 25 september;2.7;0.5;2.2
379;Mannen;18 tot 20 jaar;2010, vrijdag 24 september;2.6;0.4;2.2
380;Mannen;18 tot 20 jaar;2011, vrijdag 23 september;2.6;0.4;2.2
381;Mannen;18 tot 20 jaar;2012, vrijdag 28 september;2.1;0.4;1.7
382;Mannen;18 tot 20 jaar;2013, vrijdag 28 september;2.6;0.3;2.3
383;Mannen;18 tot 20 jaar;2014, vrijdag 26 september;2.6;0.4;2.1
384;Mannen;18 tot 25 jaar;1999, vrijdag 24 september;13.6;9.0;4.6
385;Mannen;18 tot 25 jaar;2000, vrijdag 29 september;16.7;9.8;6.9
386;Mannen;18 tot 25 jaar;2001, vrijdag 28 september;19.8;10.3;9.5
387;Mannen;18 tot 25 jaar;2002, vrijdag 27 september;21.7;10.4;11.3
388;Mannen;18 tot 25 jaar;2003, vrijdag 26 september;21.4;9.6;11.7
389;Mannen;18 tot 25 jaar;2004, vrijdag 24 september;21.1;8.6;12.5
390;Mannen;18 tot 25 jaar;2005, vrijdag 30 september;20.6;8.1;12.4
391;Mannen;18 tot 25 jaar;2006, vrijdag 29 september;22.8;8.0;14.8
392;Mannen;18 tot 25 jaar;2007, vrijdag 28 september;33.2;8.5;24.7
393;Mannen;18 tot 25 jaar;2008, vrijdag 26 september;36.4;9.9;26.6
394;Mannen;18 tot 25 jaar;2009, vrijdag 25 september;31.0;9.1;21.9
395;Mannen;18 tot 25 jaar;2010, vrijdag 24 september;31.5;9.1;22.4
396;Mannen;18 tot 25 jaar;2011, vrijdag 23 september;32.5;9.7;22.8
397;Mannen;18 tot 25 jaar;2012, vrijdag 28 september;30.5;9.6;20.9
398;Mannen;18 tot 25 jaar;2013, vrijdag 28 september;30.7;9.2;21.5
399;Mannen;18 tot 25 jaar;2014, vrijdag 26 september;30.5;9.8;20.7
400;Mannen;18 tot 30 jaar;1999, vrijdag 24 september;47.0;36.8;10.2
401;Mannen;18 tot 30 jaar;2000, vrijdag 29 september;52.2;37.7;14.5
402;Mannen;18 tot 30 jaar;2001, vrijdag 28 september;56.9;37.7;19.2
403;Mannen;18 tot 30 jaar;2002, vrijdag 27 september;58.5;36.6;21.9
404;Mannen;18 tot 30 jaar;2003, vrijdag 26 september;56.8;34.1;22.7
405;Mannen;18 tot 30 jaar;2004, vrijdag 24 september;55.3;31.1;24.2
406;Mannen;18 tot 30 jaar;2005, vrijdag 30 september;55.0;30.4;24.6
407;Mannen;18 tot 30 jaar;2006, vrijdag 29 september;59.9;30.9;29.0
408;Mannen;18 tot 30 jaar;2007, vrijdag 28 september;80.0;33.1;46.9
409;Mannen;18 tot 30 jaar;2008, vrijdag 26 september;89.0;37.4;51.6
410;Mannen;18 tot 30 jaar;2009, vrijdag 25 september;82.2;36.3;45.9
411;Mannen;18 tot 30 jaar;2010, vrijdag 24 september;84.2;36.9;47.3
412;Mannen;18 tot 30 jaar;2011, vrijdag 23 september;88.4;38.8;49.6
413;Mannen;18 tot 30 jaar;2012, vrijdag 28 september;85.4;38.9;46.5
414;Mannen;18 tot 30 jaar;2013, vrijdag 28 september;83.4;38.2;45.2
415;Mannen;18 tot 30 jaar;2014, vrijdag 26 september;82.4;39.7;42.8
416;Mannen;25 tot 35 jaar;1999, vrijdag 24 september;80.9;69.0;11.9
417;Mannen;25 tot 35 jaar;2000, vrijdag 29 september;86.4;71.0;15.4
418;Mannen;25 tot 35 jaar;2001, vrijdag 28 september;89.8;70.5;19.3
419;Mannen;25 tot 35 jaar;2002, vrijdag 27 september;88.6;68.1;20.6
420;Mannen;25 tot 35 jaar;2003, vrijdag 26 september;84.1;63.6;20.5
421;Mannen;25 tot 35 jaar;2004, vrijdag 24 september;79.8;58.4;21.4
422;Mannen;25 tot 35 jaar;2005, vrijdag 30 september;78.7;56.3;22.4
423;Mannen;25 tot 35 jaar;2006, vrijdag 29 september;82.5;57.1;25.4
424;Mannen;25 tot 35 jaar;2007, vrijdag 28 september;98.3;59.6;38.7
425;Mannen;25 tot 35 jaar;2008, vrijdag 26 september;107.7;63.9;43.8
426;Mannen;25 tot 35 jaar;2009, vrijdag 25 september;104.4;62.4;42.0
427;Mannen;25 tot 35 jaar;2010, vrijdag 24 september;107.2;63.5;43.8
428;Mannen;25 tot 35 jaar;2011, vrijdag 23 september;113.2;66.1;47.1
429;Mannen;25 tot 35 jaar;2012, vrijdag 28 september;112.3;66.6;45.7
430;Mannen;25 tot 35 jaar;2013, vrijdag 28 september;110.8;67.2;43.6
431;Mannen;25 tot 35 jaar;2014, vrijdag 26 september;111.4;69.8;41.5
432;Mannen;30 tot 45 jaar;1999, vrijdag 24 september;130.8;112.9;17.9
433;Mannen;30 tot 45 jaar;2000, vrijdag 29 september;142.5;120.1;22.5
434;Mannen;30 tot 45 jaar;2001, vrijdag 28 september;151.7;123.8;27.9
435;Mannen;30 tot 45 jaar;2002, vrijdag 27 september;153.0;123.6;29.3
436;Mannen;30 tot 45 jaar;2003, vrijdag 26 september;148.7;120.0;28.8
437;Mannen;30 tot 45 jaar;2004, vrijdag 24 september;144.2;114.7;29.5
438;Mannen;30 tot 45 jaar;2005, vrijdag 30 september;143.6;113.0;30.6
439;Mannen;30 tot 45 jaar;2006, vrijdag 29 september;148.9;115.7;33.2
440;Mannen;30 tot 45 jaar;2007, vrijdag 28 september;165.9;120.1;45.8
441;Mannen;30 tot 45 jaar;2008, vrijdag 26 september;174.8;123.9;50.9
442;Mannen;30 tot 45 jaar;2009, vrijdag 25 september;165.5;118.5;47.0
443;Mannen;30 tot 45 jaar;2010, vrijdag 24 september;164.5;117.0;47.4
444;Mannen;30 tot 45 jaar;2011, vrijdag 23 september;168.9;118.2;50.7
445;Mannen;30 tot 45 jaar;2012, vrijdag 28 september;165.7;116.2;49.5
446;Mannen;30 tot 45 jaar;2013, vrijdag 28 september;163.3;115.0;48.3
447;Mannen;30 tot 45 jaar;2014, vrijdag 26 september;163.1;116.4;46.7
448;Mannen;35 tot 45 jaar;1999, vrijdag 24 september;83.3;71.7;11.6
449;Mannen;35 tot 45 jaar;2000, vrijdag 29 september;91.6;77.0;14.6
450;Mannen;35 tot 45 jaar;2001, vrijdag 28 september;98.9;80.7;18.3
451;Mannen;35 tot 45 jaar;2002, vrijdag 27 september;101.2;81.8;19.4
452;Mannen;35 tot 45 jaar;2003, vrijdag 26 september;100.1;80.9;19.2
453;Mannen;35 tot 45 jaar;2004, vrijdag 24 september;98.6;78.9;19.7
454;Mannen;35 tot 45 jaar;2005, vrijdag 30 september;99.4;78.9;20.4
455;Mannen;35 tot 45 jaar;2006, vrijdag 29 september;103.4;81.4;22.0
456;Mannen;35 tot 45 jaar;2007, vrijdag 28 september;114.4;85.1;29.4
457;Mannen;35 tot 45 jaar;2008, vrijdag 26 september;119.6;87.5;32.2
458;Mannen;35 tot 45 jaar;2009, vrijdag 25 september;112.3;83.4;28.9
459;Mannen;35 tot 45 jaar;2010, vrijdag 24 september;110.0;81.3;28.7
460;Mannen;35 tot 45 jaar;2011, vrijdag 23 september;111.6;81.2;30.4
461;Mannen;35 tot 45 jaar;2012, vrijdag 28 september;108.3;79.0;29.3
462;Mannen;35 tot 45 jaar;2013, vrijdag 28 september;105.2;76.9;28.4
463;Mannen;35 tot 45 jaar;2014, vrijdag 26 september;103.7;76.5;27.2
464;Mannen;45 tot 55 jaar;1999, vrijdag 24 september;54.6;46.8;7.8
465;Mannen;45 tot 55 jaar;2000, vrijdag 29 september;59.4;50.1;9.3
466;Mannen;45 tot 55 jaar;2001, vrijdag 28 september;64.5;53.0;11.5
467;Mannen;45 tot 55 jaar;2002, vrijdag 27 september;67.4;54.4;12.9
468;Mannen;45 tot 55 jaar;2003, vrijdag 26 september;67.1;53.9;13.2
469;Mannen;45 tot 55 jaar;2004, vrijdag 24 september;67.8;53.6;14.2
470;Mannen;45 tot 55 jaar;2005, vrijdag 30 september;70.1;54.7;15.4
471;Mannen;45 tot 55 jaar;2006, vrijdag 29 september;75.0;57.6;17.4
472;Mannen;45 tot 55 jaar;2007, vrijdag 28 september;84.0;61.7;22.3
473;Mannen;45 tot 55 jaar;2008, vrijdag 26 september;90.8;65.4;25.4
474;Mannen;45 tot 55 jaar;2009, vrijdag 25 september;88.7;65.3;23.4
475;Mannen;45 tot 55 jaar;2010, vrijdag 24 september;90.0;66.3;23.7
476;Mannen;45 tot 55 jaar;2011, vrijdag 23 september;93.1;68.3;24.8
477;Mannen;45 tot 55 jaar;2012, vrijdag 28 september;91.9;68.4;23.5
478;Mannen;45 tot 55 jaar;2013, vrijdag 28 september;91.3;69.2;22.1
479;Mannen;45 tot 55 jaar;2014, vrijdag 26 september;89.9;69.2;20.7
480;Mannen;45 tot 75 jaar;1999, vrijdag 24 september;75.1;64.0;11.1
481;Mannen;45 tot 75 jaar;2000, vrijdag 29 september;82.0;68.9;13.1
482;Mannen;45 tot 75 jaar;2001, vrijdag 28 september;89.9;73.8;16.1
483;Mannen;45 tot 75 jaar;2002, vrijdag 27 september;94.9;76.9;17.9
484;Mannen;45 tot 75 jaar;2003, vrijdag 26 september;96.2;77.7;18.4
485;Mannen;45 tot 75 jaar;2004, vrijdag 24 september;97.8;78.0;19.8
486;Mannen;45 tot 75 jaar;2005, vrijdag 30 september;102.4;80.8;21.7
487;Mannen;45 tot 75 jaar;2006, vrijdag 29 september;108.9;84.9;24.1
488;Mannen;45 tot 75 jaar;2007, vrijdag 28 september;121.7;91.7;30.0
489;Mannen;45 tot 75 jaar;2008, vrijdag 26 september;132.3;98.1;34.2
490;Mannen;45 tot 75 jaar;2009, vrijdag 25 september;131.2;99.1;32.1
491;Mannen;45 tot 75 jaar;2010, vrijdag 24 september;134.2;101.4;32.8
492;Mannen;45 tot 75 jaar;2011, vrijdag 23 september;140.7;105.7;35.0
493;Mannen;45 tot 75 jaar;2012, vrijdag 28 september;140.6;106.7;33.9
494;Mannen;45 tot 75 jaar;2013, vrijdag 28 september;141.2;108.6;32.5
495;Mannen;45 tot 75 jaar;2014, vrijdag 26 september;140.8;109.9;30.9
496;Mannen;55 tot 65 jaar;1999, vrijdag 24 september;19.5;16.5;3.0
497;Mannen;55 tot 65 jaar;2000, vrijdag 29 september;21.3;17.8;3.5
498;Mannen;55 tot 65 jaar;2001, vrijdag 28 september;24.0;19.7;4.3
499;Mannen;55 tot 65 jaar;2002, vrijdag 27 september;25.8;21.2;4.6
500;Mannen;55 tot 65 jaar;2003, vrijdag 26 september;27.2;22.4;4.8
501;Mannen;55 tot 65 jaar;2004, vrijdag 24 september;28.1;23.0;5.1
502;Mannen;55 tot 65 jaar;2005, vrijdag 30 september;30.1;24.4;5.7
503;Mannen;55 tot 65 jaar;2006, vrijdag 29 september;31.7;25.6;6.1
504;Mannen;55 tot 65 jaar;2007, vrijdag 28 september;35.0;28.0;7.0
505;Mannen;55 tot 65 jaar;2008, vrijdag 26 september;38.6;30.6;8.0
506;Mannen;55 tot 65 jaar;2009, vrijdag 25 september;39.7;31.7;8.0
507;Mannen;55 tot 65 jaar;2010, vrijdag 24 september;41.4;32.9;8.5
508;Mannen;55 tot 65 jaar;2011, vrijdag 23 september;44.2;34.7;9.5
509;Mannen;55 tot 65 jaar;2012, vrijdag 28 september;45.1;35.5;9.6
510;Mannen;55 tot 65 jaar;2013, vrijdag 28 september;46.2;36.5;9.6
511;Mannen;55 tot 65 jaar;2014, vrijdag 26 september;47.1;37.7;9.4
512;Mannen;65 tot 75 jaar;1999, vrijdag 24 september;1.0;0.8;0.3
513;Mannen;65 tot 75 jaar;2000, vrijdag 29 september;1.3;1.0;0.3
514;Mannen;65 tot 75 jaar;2001, vrijdag 28 september;1.4;1.1;0.3
515;Mannen;65 tot 75 jaar;2002, vrijdag 27 september;1.7;1.3;0.4
516;Mannen;65 tot 75 jaar;2003, vrijdag 26 september;1.9;1.4;0.4
517;Mannen;65 tot 75 jaar;2004, vrijdag 24 september;1.9;1.4;0.5
518;Mannen;65 tot 75 jaar;2005, vrijdag 30 september;2.2;1.6;0.6
519;Mannen;65 tot 75 jaar;2006, vrijdag 29 september;2.3;1.6;0.6
520;Mannen;65 tot 75 jaar;2007, vrijdag 28 september;2.6;1.9;0.7
521;Mannen;65 tot 75 jaar;2008, vrijdag 26 september;2.8;2.2;0.7
522;Mannen;65 tot 75 jaar;2009, vrijdag 25 september;2.8;2.2;0.7
523;Mannen;65 tot 75 jaar;2010, vrijdag 24 september;2.9;2.2;0.6
524;Mannen;65 tot 75 jaar;2011, vrijdag 23 september;3.3;2.6;0.7
525;Mannen;65 tot 75 jaar;2012, vrijdag 28 september;3.5;2.8;0.8
526;Mannen;65 tot 75 jaar;2013, vrijdag 28 september;3.7;2.9;0.8
527;Mannen;65 tot 75 jaar;2014, vrijdag 26 september;3.9;3.0;0.8
528;Mannen;20 tot 25 jaar;1999, vrijdag 24 september;12.5;8.5;4.0
529;Mannen;20 tot 25 jaar;2000, vrijdag 29 september;15.3;9.3;6.0
530;Mannen;20 tot 25 jaar;2001, vrijdag 28 september;17.8;9.7;8.1
531;Mannen;20 tot 25 jaar;2002, vrijdag 27 september;19.3;9.7;9.6
532;Mannen;20 tot 25 jaar;2003, vrijdag 26 september;19.1;9.1;10.0
533;Mannen;20 tot 25 jaar;2004, vrijdag 24 september;19.0;8.3;10.8
534;Mannen;20 tot 25 jaar;2005, vrijdag 30 september;18.8;7.9;10.9
535;Mannen;20 tot 25 jaar;2006, vrijdag 29 september;20.8;7.8;13.0
536;Mannen;20 tot 25 jaar;2007, vrijdag 28 september;30.2;8.2;22.0
537;Mannen;20 tot 25 jaar;2008, vrijdag 26 september;33.1;9.5;23.7
538;Mannen;20 tot 25 jaar;2009, vrijdag 25 september;28.3;8.7;19.7
539;Mannen;20 tot 25 jaar;2010, vrijdag 24 september;28.9;8.7;20.1
540;Mannen;20 tot 25 jaar;2011, vrijdag 23 september;29.9;9.3;20.6
541;Mannen;20 tot 25 jaar;2012, vrijdag 28 september;28.4;9.2;19.3
542;Mannen;20 tot 25 jaar;2013, vrijdag 28 september;28.0;8.9;19.2
543;Mannen;20 tot 25 jaar;2014, vrijdag 26 september;27.9;9.3;18.6
544;Mannen;25 tot 30 jaar;1999, vrijdag 24 september;33.4;27.8;5.6
545;Mannen;25 tot 30 jaar;2000, vrijdag 29 september;35.4;27.9;7.6
546;Mannen;25 tot 30 jaar;2001, vrijdag 28 september;37.1;27.4;9.7
547;Mannen;25 tot 30 jaar;2002, vrijdag 27 september;36.8;26.2;10.6
548;Mannen;25 tot 30 jaar;2003, vrijdag 26 september;35.4;24.5;10.9
549;Mannen;25 tot 30 jaar;2004, vrijdag 24 september;34.2;22.5;11.7
550;Mannen;25 tot 30 jaar;2005, vrijdag 30 september;34.4;22.2;12.2
551;Mannen;25 tot 30 jaar;2006, vrijdag 29 september;37.0;22.8;14.2
552;Mannen;25 tot 30 jaar;2007, vrijdag 28 september;46.8;24.6;22.2
553;Mannen;25 tot 30 jaar;2008, vrijdag 26 september;52.5;27.5;25.0
554;Mannen;25 tot 30 jaar;2009, vrijdag 25 september;51.2;27.2;24.0
555;Mannen;25 tot 30 jaar;2010, vrijdag 24 september;52.7;27.8;25.0
556;Mannen;25 tot 30 jaar;2011, vrijdag 23 september;55.8;29.1;26.8
557;Mannen;25 tot 30 jaar;2012, vrijdag 28 september;54.9;29.3;25.6
558;Mannen;25 tot 30 jaar;2013, vrijdag 28 september;52.7;29.0;23.7
559;Mannen;25 tot 30 jaar;2014, vrijdag 26 september;52.0;29.9;22.1
560;Mannen;30 tot 35 jaar;1999, vrijdag 24 september;47.5;41.2;6.3
561;Mannen;30 tot 35 jaar;2000, vrijdag 29 september;51.0;43.1;7.9
562;Mannen;30 tot 35 jaar;2001, vrijdag 28 september;52.7;43.1;9.6
563;Mannen;30 tot 35 jaar;2002, vrijdag 27 september;51.8;41.8;10.0
564;Mannen;30 tot 35 jaar;2003, vrijdag 26 september;48.7;39.1;9.6
565;Mannen;30 tot 35 jaar;2004, vrijdag 24 september;45.6;35.8;9.8
566;Mannen;30 tot 35 jaar;2005, vrijdag 30 september;44.2;34.1;10.2
