ID;Populatie;Vervoerwijzen;Reismotieven;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Afstand_4;ReisduurPerVerplaatsing_5;Verplaatsingen_6;Afstand_7;Reisduur_8
6362;Totaal;Trein;Visite/logeren;West-Nederland (LD);2012;0.01;0.49;0.87;55.47;97.98;3.0;171.0;5.0
6363;Totaal;Trein;Visite/logeren;West-Nederland (LD);2013;0.01;0.71;1.21;61.32;103.53;4.0;249.0;7.0
6364;Totaal;Trein;Visite/logeren;West-Nederland (LD);2014;0.01;0.6;1.12;56.49;106.26;4.0;208.0;6.5
6365;Totaal;Trein;Visite/logeren;West-Nederland (LD);2015;0.01;0.45;0.79;55.92;96.79;3.0;159.0;4.6
6366;Totaal;Trein;Visite/logeren;West-Nederland (LD);2016;0.01;0.66;1.02;61.5;95.25;4.0;230.0;5.9
6367;Totaal;Trein;Visite/logeren;West-Nederland (LD);2017;0.01;0.6;0.91;64.98;98.99;3.0;208.0;5.3
6368;Totaal;Trein;Visite/logeren;Zuid-Nederland (LD);2010;;;;;;;;
6369;Totaal;Trein;Visite/logeren;Zuid-Nederland (LD);2011;;;;;;;;
6370;Totaal;Trein;Visite/logeren;Zuid-Nederland (LD);2012;;;;;;;;
6371;Totaal;Trein;Visite/logeren;Zuid-Nederland (LD);2013;;;;;;;;
6372;Totaal;Trein;Visite/logeren;Zuid-Nederland (LD);2014;;;;;;;;
6373;Totaal;Trein;Visite/logeren;Zuid-Nederland (LD);2015;;;;;;;;
6374;Totaal;Trein;Visite/logeren;Zuid-Nederland (LD);2016;;;;;;;;
6375;Totaal;Trein;Visite/logeren;Zuid-Nederland (LD);2017;;;;;;;;
6376;Totaal;Trein;Visite/logeren;Groningen (PV);2010;;;;;;;;
6377;Totaal;Trein;Visite/logeren;Groningen (PV);2011;;;;;;;;
6378;Totaal;Trein;Visite/logeren;Groningen (PV);2012;;;;;;;;
6379;Totaal;Trein;Visite/logeren;Groningen (PV);2013;;;;;;;;
6380;Totaal;Trein;Visite/logeren;Groningen (PV);2014;;;;;;;;
6381;Totaal;Trein;Visite/logeren;Groningen (PV);2015;;;;;;;;
6382;Totaal;Trein;Visite/logeren;Groningen (PV);2016;;;;;;;;
6383;Totaal;Trein;Visite/logeren;Groningen (PV);2017;;;;;;;;
6384;Totaal;Trein;Visite/logeren;Friesland (PV);2010;;;;;;;;
6385;Totaal;Trein;Visite/logeren;Friesland (PV);2011;;;;;;;;
6386;Totaal;Trein;Visite/logeren;Friesland (PV);2012;;;;;;;;
6387;Totaal;Trein;Visite/logeren;Friesland (PV);2013;;;;;;;;
6388;Totaal;Trein;Visite/logeren;Friesland (PV);2014;;;;;;;;
6389;Totaal;Trein;Visite/logeren;Friesland (PV);2015;;;;;;;;
6390;Totaal;Trein;Visite/logeren;Friesland (PV);2016;;;;;;;;
6391;Totaal;Trein;Visite/logeren;Friesland (PV);2017;;;;;;;;
6392;Totaal;Trein;Visite/logeren;Drenthe (PV);2010;;;;;;;;
6393;Totaal;Trein;Visite/logeren;Drenthe (PV);2011;;;;;;;;
6394;Totaal;Trein;Visite/logeren;Drenthe (PV);2012;;;;;;;;
6395;Totaal;Trein;Visite/logeren;Drenthe (PV);2013;;;;;;;;
6396;Totaal;Trein;Visite/logeren;Drenthe (PV);2014;;;;;;;;
6397;Totaal;Trein;Visite/logeren;Drenthe (PV);2015;;;;;;;;
6398;Totaal;Trein;Visite/logeren;Drenthe (PV);2016;;;;;;;;
6399;Totaal;Trein;Visite/logeren;Drenthe (PV);2017;;;;;;;;
6400;Totaal;Trein;Visite/logeren;Overijssel (PV);2010;;;;;;;;
6401;Totaal;Trein;Visite/logeren;Overijssel (PV);2011;;;;;;;;
6402;Totaal;Trein;Visite/logeren;Overijssel (PV);2012;;;;;;;;
6403;Totaal;Trein;Visite/logeren;Overijssel (PV);2013;;;;;;;;
6404;Totaal;Trein;Visite/logeren;Overijssel (PV);2014;;;;;;;;
6405;Totaal;Trein;Visite/logeren;Overijssel (PV);2015;;;;;;;;
6406;Totaal;Trein;Visite/logeren;Overijssel (PV);2016;;;;;;;;
6407;Totaal;Trein;Visite/logeren;Overijssel (PV);2017;;;;;;;;
6408;Totaal;Trein;Visite/logeren;Flevoland (PV);2010;;;;;;;;
6409;Totaal;Trein;Visite/logeren;Flevoland (PV);2011;;;;;;;;
6410;Totaal;Trein;Visite/logeren;Flevoland (PV);2012;;;;;;;;
6411;Totaal;Trein;Visite/logeren;Flevoland (PV);2013;;;;;;;;
6412;Totaal;Trein;Visite/logeren;Flevoland (PV);2014;;;;;;;;
6413;Totaal;Trein;Visite/logeren;Flevoland (PV);2015;;;;;;;;
6414;Totaal;Trein;Visite/logeren;Flevoland (PV);2016;;;;;;;;
6415;Totaal;Trein;Visite/logeren;Flevoland (PV);2017;;;;;;;;
6416;Totaal;Trein;Visite/logeren;Gelderland (PV);2010;;;;;;;;
6417;Totaal;Trein;Visite/logeren;Gelderland (PV);2011;;;;;;;;
6418;Totaal;Trein;Visite/logeren;Gelderland (PV);2012;;;;;;;;
6419;Totaal;Trein;Visite/logeren;Gelderland (PV);2013;;;;;;;;
6420;Totaal;Trein;Visite/logeren;Gelderland (PV);2014;;;;;;;;
6421;Totaal;Trein;Visite/logeren;Gelderland (PV);2015;;;;;;;;
6422;Totaal;Trein;Visite/logeren;Gelderland (PV);2016;;;;;;;;
6423;Totaal;Trein;Visite/logeren;Gelderland (PV);2017;;;;;;;;
6424;Totaal;Trein;Visite/logeren;Utrecht (PV);2010;;;;;;;;
6425;Totaal;Trein;Visite/logeren;Utrecht (PV);2011;;;;;;;;
6426;Totaal;Trein;Visite/logeren;Utrecht (PV);2012;;;;;;;;
6427;Totaal;Trein;Visite/logeren;Utrecht (PV);2013;;;;;;;;
6428;Totaal;Trein;Visite/logeren;Utrecht (PV);2014;;;;;;;;
6429;Totaal;Trein;Visite/logeren;Utrecht (PV);2015;;;;;;;;
6430;Totaal;Trein;Visite/logeren;Utrecht (PV);2016;;;;;;;;
6431;Totaal;Trein;Visite/logeren;Utrecht (PV);2017;;;;;;;;
6432;Totaal;Trein;Visite/logeren;Noord-Holland (PV);2010;;;;;;;;
6433;Totaal;Trein;Visite/logeren;Noord-Holland (PV);2011;;;;;;;;
6434;Totaal;Trein;Visite/logeren;Noord-Holland (PV);2012;;;;;;;;
6435;Totaal;Trein;Visite/logeren;Noord-Holland (PV);2013;;;;;;;;
6436;Totaal;Trein;Visite/logeren;Noord-Holland (PV);2014;;;;;;;;
6437;Totaal;Trein;Visite/logeren;Noord-Holland (PV);2015;;;;;;;;
6438;Totaal;Trein;Visite/logeren;Noord-Holland (PV);2016;;;;;;;;
6439;Totaal;Trein;Visite/logeren;Noord-Holland (PV);2017;;;;;;;;
6440;Totaal;Trein;Visite/logeren;Zuid-Holland (PV);2010;;;;;;;;
6441;Totaal;Trein;Visite/logeren;Zuid-Holland (PV);2011;;;;;;;;
6442;Totaal;Trein;Visite/logeren;Zuid-Holland (PV);2012;;;;;;;;
6443;Totaal;Trein;Visite/logeren;Zuid-Holland (PV);2013;;;;;;;;
6444;Totaal;Trein;Visite/logeren;Zuid-Holland (PV);2014;;;;;;;;
6445;Totaal;Trein;Visite/logeren;Zuid-Holland (PV);2015;;;;;;;;
6446;Totaal;Trein;Visite/logeren;Zuid-Holland (PV);2016;;;;;;;;
6447;Totaal;Trein;Visite/logeren;Zuid-Holland (PV);2017;;;;;;;;
6448;Totaal;Trein;Visite/logeren;Zeeland (PV);2010;;;;;;;;
6449;Totaal;Trein;Visite/logeren;Zeeland (PV);2011;;;;;;;;
6450;Totaal;Trein;Visite/logeren;Zeeland (PV);2012;;;;;;;;
6451;Totaal;Trein;Visite/logeren;Zeeland (PV);2013;;;;;;;;
6452;Totaal;Trein;Visite/logeren;Zeeland (PV);2014;;;;;;;;
6453;Totaal;Trein;Visite/logeren;Zeeland (PV);2015;;;;;;;;
6454;Totaal;Trein;Visite/logeren;Zeeland (PV);2016;;;;;;;;
6455;Totaal;Trein;Visite/logeren;Zeeland (PV);2017;;;;;;;;
6456;Totaal;Trein;Visite/logeren;Noord-Brabant (PV);2010;;;;;;;;
6457;Totaal;Trein;Visite/logeren;Noord-Brabant (PV);2011;;;;;;;;
6458;Totaal;Trein;Visite/logeren;Noord-Brabant (PV);2012;;;;;;;;
6459;Totaal;Trein;Visite/logeren;Noord-Brabant (PV);2013;;;;;;;;
6460;Totaal;Trein;Visite/logeren;Noord-Brabant (PV);2014;;;;;;;;
6461;Totaal;Trein;Visite/logeren;Noord-Brabant (PV);2015;;;;;;;;
6462;Totaal;Trein;Visite/logeren;Noord-Brabant (PV);2016;;;;;;;;
6463;Totaal;Trein;Visite/logeren;Noord-Brabant (PV);2017;;;;;;;;
6464;Totaal;Trein;Visite/logeren;Limburg (PV);2010;;;;;;;;
6465;Totaal;Trein;Visite/logeren;Limburg (PV);2011;;;;;;;;
6466;Totaal;Trein;Visite/logeren;Limburg (PV);2012;;;;;;;;
6467;Totaal;Trein;Visite/logeren;Limburg (PV);2013;;;;;;;;
6468;Totaal;Trein;Visite/logeren;Limburg (PV);2014;;;;;;;;
6469;Totaal;Trein;Visite/logeren;Limburg (PV);2015;;;;;;;;
6470;Totaal;Trein;Visite/logeren;Limburg (PV);2016;;;;;;;;
6471;Totaal;Trein;Visite/logeren;Limburg (PV);2017;;;;;;;;
6472;Totaal;Trein;Visite/logeren;Zeer sterk stedelijk;2010;;;;;;;;
6473;Totaal;Trein;Visite/logeren;Zeer sterk stedelijk;2011;0.01;0.8;1.31;62.5;101.98;4.0;280.0;7.6
6474;Totaal;Trein;Visite/logeren;Zeer sterk stedelijk;2012;0.02;1.12;1.78;65.03;103.43;6.0;392.0;10.4
6475;Totaal;Trein;Visite/logeren;Zeer sterk stedelijk;2013;0.02;1.56;2.53;69.5;112.57;8.0;544.0;14.7
6476;Totaal;Trein;Visite/logeren;Zeer sterk stedelijk;2014;0.02;1.05;2.01;57.37;109.4;6.0;367.0;11.6
6477;Totaal;Trein;Visite/logeren;Zeer sterk stedelijk;2015;0.01;0.85;1.32;61.64;95.72;5.0;297.0;7.7
6478;Totaal;Trein;Visite/logeren;Zeer sterk stedelijk;2016;0.02;1.19;1.76;69.29;102.67;6.0;416.0;10.3
6479;Totaal;Trein;Visite/logeren;Zeer sterk stedelijk;2017;0.02;1.13;1.68;71.24;106.11;5.0;390.0;9.7
6480;Totaal;Trein;Visite/logeren;Sterk stedelijk;2010;;;;;;;;
6481;Totaal;Trein;Visite/logeren;Sterk stedelijk;2011;;;;;;;;
6482;Totaal;Trein;Visite/logeren;Sterk stedelijk;2012;0.01;0.52;0.75;64.83;93.55;3.0;180.0;4.3
6483;Totaal;Trein;Visite/logeren;Sterk stedelijk;2013;;;;;;;;
6484;Totaal;Trein;Visite/logeren;Sterk stedelijk;2014;0.01;0.9;1.31;73.67;106.59;4.0;314.0;7.6
6485;Totaal;Trein;Visite/logeren;Sterk stedelijk;2015;0.01;0.51;0.83;66.69;109.3;3.0;177.0;4.8
6486;Totaal;Trein;Visite/logeren;Sterk stedelijk;2016;0.01;0.71;1.06;71.27;106.07;3.0;249.0;6.2
6487;Totaal;Trein;Visite/logeren;Sterk stedelijk;2017;0.01;0.63;0.96;74.74;113.85;3.0;218.0;5.5
6488;Totaal;Trein;Visite/logeren;Matig stedelijk;2010;;;;;;;;
6489;Totaal;Trein;Visite/logeren;Matig stedelijk;2011;;;;;;;;
6490;Totaal;Trein;Visite/logeren;Matig stedelijk;2012;;;;;;;;
6491;Totaal;Trein;Visite/logeren;Matig stedelijk;2013;;;;;;;;
6492;Totaal;Trein;Visite/logeren;Matig stedelijk;2014;;;;;;;;
6493;Totaal;Trein;Visite/logeren;Matig stedelijk;2015;;;;;;;;
6494;Totaal;Trein;Visite/logeren;Matig stedelijk;2016;;;;;;;;
6495;Totaal;Trein;Visite/logeren;Matig stedelijk;2017;;;;;;;;
6496;Totaal;Trein;Visite/logeren;Weinig stedelijk;2010;;;;;;;;
6497;Totaal;Trein;Visite/logeren;Weinig stedelijk;2011;;;;;;;;
6498;Totaal;Trein;Visite/logeren;Weinig stedelijk;2012;;;;;;;;
6499;Totaal;Trein;Visite/logeren;Weinig stedelijk;2013;;;;;;;;
6500;Totaal;Trein;Visite/logeren;Weinig stedelijk;2014;;;;;;;;
6501;Totaal;Trein;Visite/logeren;Weinig stedelijk;2015;;;;;;;;
6502;Totaal;Trein;Visite/logeren;Weinig stedelijk;2016;;;;;;;;
6503;Totaal;Trein;Visite/logeren;Weinig stedelijk;2017;;;;;;;;
6504;Totaal;Trein;Visite/logeren;Niet stedelijk;2010;;;;;;;;
6505;Totaal;Trein;Visite/logeren;Niet stedelijk;2011;;;;;;;;
6506;Totaal;Trein;Visite/logeren;Niet stedelijk;2012;;;;;;;;
6507;Totaal;Trein;Visite/logeren;Niet stedelijk;2013;;;;;;;;
6508;Totaal;Trein;Visite/logeren;Niet stedelijk;2014;;;;;;;;
6509;Totaal;Trein;Visite/logeren;Niet stedelijk;2015;;;;;;;;
6510;Totaal;Trein;Visite/logeren;Niet stedelijk;2016;;;;;;;;
6511;Totaal;Trein;Visite/logeren;Niet stedelijk;2017;;;;;;;;
6512;Totaal;Trein;Sport, hobby, horecabezoek;Nederland;2010;0.01;0.26;0.53;47.42;97.64;2.0;89.0;3.1
6513;Totaal;Trein;Sport, hobby, horecabezoek;Nederland;2011;0.01;0.34;0.61;47.53;84.79;2.0;119.0;3.5
6514;Totaal;Trein;Sport, hobby, horecabezoek;Nederland;2012;0.01;0.32;0.64;43.35;87.67;3.0;111.0;3.7
6515;Totaal;Trein;Sport, hobby, horecabezoek;Nederland;2013;0.01;0.4;0.68;54.16;92.84;3.0;139.0;4.0
6516;Totaal;Trein;Sport, hobby, horecabezoek;Nederland;2014;0.01;0.45;0.78;54.47;94.25;3.0;157.0;4.5
6517;Totaal;Trein;Sport, hobby, horecabezoek;Nederland;2015;0.01;0.39;0.7;49.02;88.93;3.0;135.0;4.1
6518;Totaal;Trein;Sport, hobby, horecabezoek;Nederland;2016;0.01;0.46;0.78;59.9;100.85;3.0;162.0;4.6
6519;Totaal;Trein;Sport, hobby, horecabezoek;Nederland;2017;0.01;0.48;0.86;50.65;91.88;3.0;165.0;5.0
6520;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Nederland (LD);2010;;;;;;;;
6521;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Nederland (LD);2011;;;;;;;;
6522;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Nederland (LD);2012;;;;;;;;
6523;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Nederland (LD);2013;;;;;;;;
6524;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Nederland (LD);2014;;;;;;;;
6525;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Nederland (LD);2015;;;;;;;;
6526;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Nederland (LD);2016;;;;;;;;
6527;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Nederland (LD);2017;;;;;;;;
6528;Totaal;Trein;Sport, hobby, horecabezoek;Oost-Nederland (LD);2010;;;;;;;;
6529;Totaal;Trein;Sport, hobby, horecabezoek;Oost-Nederland (LD);2011;;;;;;;;
6530;Totaal;Trein;Sport, hobby, horecabezoek;Oost-Nederland (LD);2012;;;;;;;;
6531;Totaal;Trein;Sport, hobby, horecabezoek;Oost-Nederland (LD);2013;;;;;;;;
6532;Totaal;Trein;Sport, hobby, horecabezoek;Oost-Nederland (LD);2014;;;;;;;;
6533;Totaal;Trein;Sport, hobby, horecabezoek;Oost-Nederland (LD);2015;;;;;;;;
6534;Totaal;Trein;Sport, hobby, horecabezoek;Oost-Nederland (LD);2016;;;;;;;;
6535;Totaal;Trein;Sport, hobby, horecabezoek;Oost-Nederland (LD);2017;;;;;;;;
6536;Totaal;Trein;Sport, hobby, horecabezoek;West-Nederland (LD);2010;0.01;0.29;0.74;40.41;101.83;3.0;101.0;4.3
6537;Totaal;Trein;Sport, hobby, horecabezoek;West-Nederland (LD);2011;0.01;0.34;0.72;39.47;84.48;3.0;117.0;4.2
6538;Totaal;Trein;Sport, hobby, horecabezoek;West-Nederland (LD);2012;0.01;0.37;0.79;37.79;81.1;3.0;128.0;4.6
6539;Totaal;Trein;Sport, hobby, horecabezoek;West-Nederland (LD);2013;0.01;0.39;0.71;48.26;87.38;3.0;137.0;4.1
6540;Totaal;Trein;Sport, hobby, horecabezoek;West-Nederland (LD);2014;0.01;0.41;0.76;42.64;79.47;3.0;142.0;4.4
6541;Totaal;Trein;Sport, hobby, horecabezoek;West-Nederland (LD);2015;0.01;0.41;0.85;39.14;81.06;4.0;143.0;4.9
6542;Totaal;Trein;Sport, hobby, horecabezoek;West-Nederland (LD);2016;0.01;0.48;0.95;48.33;96.93;3.0;166.0;5.5
6543;Totaal;Trein;Sport, hobby, horecabezoek;West-Nederland (LD);2017;0.01;0.52;0.98;46.46;87.08;4.0;182.0;5.7
6544;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Nederland (LD);2010;;;;;;;;
6545;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Nederland (LD);2011;;;;;;;;
6546;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Nederland (LD);2012;;;;;;;;
6547;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Nederland (LD);2013;;;;;;;;
6548;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Nederland (LD);2014;;;;;;;;
6549;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Nederland (LD);2015;;;;;;;;
6550;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Nederland (LD);2016;;;;;;;;
6551;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Nederland (LD);2017;;;;;;;;
6552;Totaal;Trein;Sport, hobby, horecabezoek;Groningen (PV);2010;;;;;;;;
6553;Totaal;Trein;Sport, hobby, horecabezoek;Groningen (PV);2011;;;;;;;;
6554;Totaal;Trein;Sport, hobby, horecabezoek;Groningen (PV);2012;;;;;;;;
6555;Totaal;Trein;Sport, hobby, horecabezoek;Groningen (PV);2013;;;;;;;;
6556;Totaal;Trein;Sport, hobby, horecabezoek;Groningen (PV);2014;;;;;;;;
6557;Totaal;Trein;Sport, hobby, horecabezoek;Groningen (PV);2015;;;;;;;;
6558;Totaal;Trein;Sport, hobby, horecabezoek;Groningen (PV);2016;;;;;;;;
6559;Totaal;Trein;Sport, hobby, horecabezoek;Groningen (PV);2017;;;;;;;;
6560;Totaal;Trein;Sport, hobby, horecabezoek;Friesland (PV);2010;;;;;;;;
6561;Totaal;Trein;Sport, hobby, horecabezoek;Friesland (PV);2011;;;;;;;;
6562;Totaal;Trein;Sport, hobby, horecabezoek;Friesland (PV);2012;;;;;;;;
6563;Totaal;Trein;Sport, hobby, horecabezoek;Friesland (PV);2013;;;;;;;;
6564;Totaal;Trein;Sport, hobby, horecabezoek;Friesland (PV);2014;;;;;;;;
6565;Totaal;Trein;Sport, hobby, horecabezoek;Friesland (PV);2015;;;;;;;;
6566;Totaal;Trein;Sport, hobby, horecabezoek;Friesland (PV);2016;;;;;;;;
6567;Totaal;Trein;Sport, hobby, horecabezoek;Friesland (PV);2017;;;;;;;;
6568;Totaal;Trein;Sport, hobby, horecabezoek;Drenthe (PV);2010;;;;;;;;
6569;Totaal;Trein;Sport, hobby, horecabezoek;Drenthe (PV);2011;;;;;;;;
6570;Totaal;Trein;Sport, hobby, horecabezoek;Drenthe (PV);2012;;;;;;;;
6571;Totaal;Trein;Sport, hobby, horecabezoek;Drenthe (PV);2013;;;;;;;;
6572;Totaal;Trein;Sport, hobby, horecabezoek;Drenthe (PV);2014;;;;;;;;
6573;Totaal;Trein;Sport, hobby, horecabezoek;Drenthe (PV);2015;;;;;;;;
6574;Totaal;Trein;Sport, hobby, horecabezoek;Drenthe (PV);2016;;;;;;;;
6575;Totaal;Trein;Sport, hobby, horecabezoek;Drenthe (PV);2017;;;;;;;;
6576;Totaal;Trein;Sport, hobby, horecabezoek;Overijssel (PV);2010;;;;;;;;
6577;Totaal;Trein;Sport, hobby, horecabezoek;Overijssel (PV);2011;;;;;;;;
6578;Totaal;Trein;Sport, hobby, horecabezoek;Overijssel (PV);2012;;;;;;;;
6579;Totaal;Trein;Sport, hobby, horecabezoek;Overijssel (PV);2013;;;;;;;;
6580;Totaal;Trein;Sport, hobby, horecabezoek;Overijssel (PV);2014;;;;;;;;
6581;Totaal;Trein;Sport, hobby, horecabezoek;Overijssel (PV);2015;;;;;;;;
6582;Totaal;Trein;Sport, hobby, horecabezoek;Overijssel (PV);2016;;;;;;;;
6583;Totaal;Trein;Sport, hobby, horecabezoek;Overijssel (PV);2017;;;;;;;;
6584;Totaal;Trein;Sport, hobby, horecabezoek;Flevoland (PV);2010;;;;;;;;
6585;Totaal;Trein;Sport, hobby, horecabezoek;Flevoland (PV);2011;;;;;;;;
6586;Totaal;Trein;Sport, hobby, horecabezoek;Flevoland (PV);2012;;;;;;;;
6587;Totaal;Trein;Sport, hobby, horecabezoek;Flevoland (PV);2013;;;;;;;;
6588;Totaal;Trein;Sport, hobby, horecabezoek;Flevoland (PV);2014;;;;;;;;
6589;Totaal;Trein;Sport, hobby, horecabezoek;Flevoland (PV);2015;;;;;;;;
6590;Totaal;Trein;Sport, hobby, horecabezoek;Flevoland (PV);2016;;;;;;;;
6591;Totaal;Trein;Sport, hobby, horecabezoek;Flevoland (PV);2017;;;;;;;;
6592;Totaal;Trein;Sport, hobby, horecabezoek;Gelderland (PV);2010;;;;;;;;
6593;Totaal;Trein;Sport, hobby, horecabezoek;Gelderland (PV);2011;;;;;;;;
6594;Totaal;Trein;Sport, hobby, horecabezoek;Gelderland (PV);2012;;;;;;;;
6595;Totaal;Trein;Sport, hobby, horecabezoek;Gelderland (PV);2013;;;;;;;;
6596;Totaal;Trein;Sport, hobby, horecabezoek;Gelderland (PV);2014;;;;;;;;
6597;Totaal;Trein;Sport, hobby, horecabezoek;Gelderland (PV);2015;;;;;;;;
6598;Totaal;Trein;Sport, hobby, horecabezoek;Gelderland (PV);2016;;;;;;;;
6599;Totaal;Trein;Sport, hobby, horecabezoek;Gelderland (PV);2017;;;;;;;;
6600;Totaal;Trein;Sport, hobby, horecabezoek;Utrecht (PV);2010;;;;;;;;
6601;Totaal;Trein;Sport, hobby, horecabezoek;Utrecht (PV);2011;;;;;;;;
6602;Totaal;Trein;Sport, hobby, horecabezoek;Utrecht (PV);2012;;;;;;;;
6603;Totaal;Trein;Sport, hobby, horecabezoek;Utrecht (PV);2013;;;;;;;;
6604;Totaal;Trein;Sport, hobby, horecabezoek;Utrecht (PV);2014;;;;;;;;
6605;Totaal;Trein;Sport, hobby, horecabezoek;Utrecht (PV);2015;;;;;;;;
6606;Totaal;Trein;Sport, hobby, horecabezoek;Utrecht (PV);2016;;;;;;;;
6607;Totaal;Trein;Sport, hobby, horecabezoek;Utrecht (PV);2017;;;;;;;;
6608;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Holland (PV);2010;;;;;;;;
6609;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Holland (PV);2011;;;;;;;;
6610;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Holland (PV);2012;;;;;;;;
6611;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Holland (PV);2013;;;;;;;;
6612;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Holland (PV);2014;;;;;;;;
6613;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Holland (PV);2015;0.01;0.49;1.08;42.14;93.46;4.0;170.0;6.3
6614;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Holland (PV);2016;;;;;;;;
6615;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Holland (PV);2017;0.01;0.58;1.05;46.95;85.3;4.0;201.0;6.1
6616;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Holland (PV);2010;;;;;;;;
6617;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Holland (PV);2011;;;;;;;;
6618;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Holland (PV);2012;;;;;;;;
6619;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Holland (PV);2013;;;;;;;;
6620;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Holland (PV);2014;;;;;;;;
6621;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Holland (PV);2015;;;;;;;;
6622;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Holland (PV);2016;;;;;;;;
6623;Totaal;Trein;Sport, hobby, horecabezoek;Zuid-Holland (PV);2017;;;;;;;;
6624;Totaal;Trein;Sport, hobby, horecabezoek;Zeeland (PV);2010;;;;;;;;
6625;Totaal;Trein;Sport, hobby, horecabezoek;Zeeland (PV);2011;;;;;;;;
6626;Totaal;Trein;Sport, hobby, horecabezoek;Zeeland (PV);2012;;;;;;;;
6627;Totaal;Trein;Sport, hobby, horecabezoek;Zeeland (PV);2013;;;;;;;;
6628;Totaal;Trein;Sport, hobby, horecabezoek;Zeeland (PV);2014;;;;;;;;
6629;Totaal;Trein;Sport, hobby, horecabezoek;Zeeland (PV);2015;;;;;;;;
6630;Totaal;Trein;Sport, hobby, horecabezoek;Zeeland (PV);2016;;;;;;;;
6631;Totaal;Trein;Sport, hobby, horecabezoek;Zeeland (PV);2017;;;;;;;;
6632;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Brabant (PV);2010;;;;;;;;
6633;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Brabant (PV);2011;;;;;;;;
6634;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Brabant (PV);2012;;;;;;;;
6635;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Brabant (PV);2013;;;;;;;;
6636;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Brabant (PV);2014;;;;;;;;
6637;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Brabant (PV);2015;;;;;;;;
6638;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Brabant (PV);2016;;;;;;;;
6639;Totaal;Trein;Sport, hobby, horecabezoek;Noord-Brabant (PV);2017;;;;;;;;
6640;Totaal;Trein;Sport, hobby, horecabezoek;Limburg (PV);2010;;;;;;;;
6641;Totaal;Trein;Sport, hobby, horecabezoek;Limburg (PV);2011;;;;;;;;
6642;Totaal;Trein;Sport, hobby, horecabezoek;Limburg (PV);2012;;;;;;;;
6643;Totaal;Trein;Sport, hobby, horecabezoek;Limburg (PV);2013;;;;;;;;
6644;Totaal;Trein;Sport, hobby, horecabezoek;Limburg (PV);2014;;;;;;;;
6645;Totaal;Trein;Sport, hobby, horecabezoek;Limburg (PV);2015;;;;;;;;
6646;Totaal;Trein;Sport, hobby, horecabezoek;Limburg (PV);2016;;;;;;;;
6647;Totaal;Trein;Sport, hobby, horecabezoek;Limburg (PV);2017;;;;;;;;
6648;Totaal;Trein;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2010;;;;;;;;
6649;Totaal;Trein;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2011;;;;;;;;
6650;Totaal;Trein;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2012;0.01;0.62;1.39;42.26;94.45;5.0;217.0;8.1
6651;Totaal;Trein;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2013;;;;;;;;
6652;Totaal;Trein;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2014;;;;;;;;
6653;Totaal;Trein;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2015;0.01;0.6;1.25;45.03;94.08;5.0;209.0;7.3
6654;Totaal;Trein;Sport, hobby, horecabezoek;Zeer sterk stedelijk;2016;;;;;;;;
