ID;Populatie;Vervoerwijzen;Reismotieven;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Afstand_4;ReisduurPerVerplaatsing_5;Verplaatsingen_6;Afstand_7;Reisduur_8
2126;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Nederland (LD);2016;;;;;;;;
2127;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Nederland (LD);2017;;;;;;;;
2128;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2010;0.03;1.42;1.92;43.03;58.16;11.0;493.0;11.1
2129;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2011;0.03;1.5;1.43;42.98;40.9;12.0;521.0;8.3
2130;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2012;0.03;1.3;1.24;46.4;44.2;10.0;455.0;7.2
2131;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2013;0.02;1.14;1.12;48.59;47.86;8.0;396.0;6.5
2132;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2014;0.03;1.27;1.31;42.24;43.3;10.0;443.0;7.6
2133;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2015;0.03;1.12;1.1;41.0;40.23;10.0;391.0;6.4
2134;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2016;0.02;1.17;1.15;47.87;47.01;9.0;408.0;6.7
2135;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2017;0.03;1.12;1.11;42.94;42.56;9.0;389.0;6.4
2136;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;West-Nederland (LD);2010;0.03;1.05;1.33;33.02;42.08;11.0;364.0;7.7
2137;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;West-Nederland (LD);2011;0.04;1.45;1.53;41.25;43.65;12.0;504.0;8.9
2138;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;West-Nederland (LD);2012;0.03;1.09;1.1;40.44;41.06;9.0;379.0;6.4
2139;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;West-Nederland (LD);2013;0.03;1.12;1.27;33.9;38.67;11.0;388.0;7.4
2140;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;West-Nederland (LD);2014;0.02;0.91;1.0;37.78;41.19;8.0;318.0;5.8
2141;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;West-Nederland (LD);2015;0.02;0.88;0.92;42.73;44.89;7.0;305.0;5.3
2142;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;West-Nederland (LD);2016;0.02;0.84;0.9;39.72;42.15;7.0;295.0;5.2
2143;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;West-Nederland (LD);2017;0.02;0.77;0.87;39.98;44.73;7.0;268.0;5.0
2144;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2010;0.04;1.5;1.57;34.4;36.23;15.0;520.0;9.1
2145;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2011;0.03;1.3;1.31;39.33;39.76;11.0;451.0;7.6
2146;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2012;0.03;1.13;1.1;41.08;39.83;10.0;394.0;6.4
2147;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2013;0.03;1.13;1.36;37.22;44.83;11.0;392.0;7.9
2148;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2014;0.02;1.06;1.0;45.8;43.2;8.0;368.0;5.8
2149;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2015;0.02;1.3;1.35;52.47;54.43;9.0;452.0;7.8
2150;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2016;0.02;0.89;0.99;39.98;44.73;8.0;310.0;5.8
2151;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2017;0.03;1.32;1.24;43.4;40.86;11.0;457.0;7.2
2152;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Groningen (PV);2010;;;;;;;;
2153;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Groningen (PV);2011;0.03;1.13;1.12;33.27;32.96;12.0;394.0;6.5
2154;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Groningen (PV);2012;;;;;;;;
2155;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Groningen (PV);2013;;;;;;;;
2156;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Groningen (PV);2014;;;;;;;;
2157;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Groningen (PV);2015;;;;;;;;
2158;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Groningen (PV);2016;;;;;;;;
2159;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Groningen (PV);2017;;;;;;;;
2160;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Friesland (PV);2010;0.04;1.65;1.65;43.6;43.75;13.0;573.0;9.6
2161;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Friesland (PV);2011;;;;;;;;
2162;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Friesland (PV);2012;;;;;;;;
2163;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Friesland (PV);2013;;;;;;;;
2164;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Friesland (PV);2014;0.04;1.82;1.59;49.01;42.97;13.0;632.0;9.2
2165;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Friesland (PV);2015;;;;;;;;
2166;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Friesland (PV);2016;;;;;;;;
2167;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Friesland (PV);2017;;;;;;;;
2168;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Drenthe (PV);2010;0.05;2.3;2.39;47.91;49.7;17.0;801.0;13.8
2169;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Drenthe (PV);2011;;;;;;;;
2170;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Drenthe (PV);2012;;;;;;;;
2171;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Drenthe (PV);2013;;;;;;;;
2172;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Drenthe (PV);2014;;;;;;;;
2173;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Drenthe (PV);2015;;;;;;;;
2174;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Drenthe (PV);2016;;;;;;;;
2175;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Drenthe (PV);2017;;;;;;;;
2176;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Overijssel (PV);2010;0.03;1.3;1.84;38.99;55.21;12.0;452.0;10.7
2177;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Overijssel (PV);2011;;;;;;;;
2178;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Overijssel (PV);2012;;;;;;;;
2179;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Overijssel (PV);2013;;;;;;;;
2180;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Overijssel (PV);2014;;;;;;;;
2181;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Overijssel (PV);2015;;;;;;;;
2182;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Overijssel (PV);2016;;;;;;;;
2183;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Overijssel (PV);2017;;;;;;;;
2184;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Flevoland (PV);2010;0.03;1.11;1.29;38.01;44.12;10.0;385.0;7.5
2185;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Flevoland (PV);2011;0.03;1.36;1.26;44.03;40.91;11.0;472.0;7.3
2186;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Flevoland (PV);2012;0.03;1.35;1.27;44.28;41.84;11.0;470.0;7.4
2187;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Flevoland (PV);2013;0.03;1.54;1.56;44.69;45.43;12.0;535.0;9.1
2188;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Flevoland (PV);2014;0.04;1.6;1.49;44.72;41.56;12.0;558.0;8.6
2189;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Flevoland (PV);2015;;;;;;;;
2190;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Flevoland (PV);2016;;;;;;;;
2191;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Flevoland (PV);2017;;;;;;;;
2192;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Gelderland (PV);2010;0.03;1.55;2.08;46.16;62.22;12.0;537.0;12.1
2193;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Gelderland (PV);2011;0.04;1.6;1.49;43.09;40.21;13.0;555.0;8.6
2194;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Gelderland (PV);2012;;;;;;;;
2195;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Gelderland (PV);2013;;;;;;;;
2196;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Gelderland (PV);2014;0.03;1.34;1.45;41.75;45.25;11.0;467.0;8.4
2197;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Gelderland (PV);2015;0.03;1.39;1.3;42.2;39.72;11.0;483.0;7.6
2198;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Gelderland (PV);2016;0.03;1.41;1.29;49.71;45.18;10.0;494.0;7.5
2199;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Gelderland (PV);2017;0.03;1.09;1.14;42.87;44.95;9.0;378.0;6.6
2200;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Utrecht (PV);2010;;;;;;;;
2201;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Utrecht (PV);2011;;;;;;;;
2202;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Utrecht (PV);2012;0.03;1.54;1.46;46.02;43.8;12.0;537.0;8.5
2203;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Utrecht (PV);2013;;;;;;;;
2204;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Utrecht (PV);2014;;;;;;;;
2205;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Utrecht (PV);2015;;;;;;;;
2206;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Utrecht (PV);2016;;;;;;;;
2207;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Utrecht (PV);2017;;;;;;;;
2208;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Holland (PV);2010;0.03;1.1;1.65;34.53;51.77;11.0;382.0;9.5
2209;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Holland (PV);2011;0.04;1.56;1.56;42.5;42.51;13.0;543.0;9.1
2210;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Holland (PV);2012;0.03;1.16;1.15;40.0;39.68;10.0;406.0;6.7
2211;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Holland (PV);2013;0.04;0.99;1.19;25.8;31.16;13.0;343.0;6.9
2212;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Holland (PV);2014;0.02;0.73;0.83;32.42;36.66;8.0;255.0;4.8
2213;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Holland (PV);2015;0.02;0.88;1.03;40.33;47.3;8.0;307.0;6.0
2214;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Holland (PV);2016;0.02;0.73;0.82;33.96;38.04;8.0;256.0;4.8
2215;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Holland (PV);2017;0.02;0.77;0.92;40.69;48.44;7.0;268.0;5.3
2216;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Holland (PV);2010;0.03;0.85;1.06;27.24;33.82;11.0;297.0;6.1
2217;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Holland (PV);2011;0.03;1.37;1.55;41.24;46.57;12.0;477.0;9.0
2218;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Holland (PV);2012;0.02;0.85;0.94;37.37;41.12;8.0;297.0;5.4
2219;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Holland (PV);2013;0.03;1.1;1.24;40.19;45.03;10.0;384.0;7.2
2220;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Holland (PV);2014;0.02;0.98;1.1;40.03;44.83;9.0;341.0;6.4
2221;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Holland (PV);2015;0.02;0.7;0.71;45.21;45.71;5.0;243.0;4.1
2222;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Holland (PV);2016;0.02;0.89;0.88;45.57;45.22;7.0;311.0;5.1
2223;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zuid-Holland (PV);2017;0.02;0.7;0.78;42.22;47.06;6.0;243.0;4.5
2224;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeeland (PV);2010;0.04;1.47;1.52;37.06;38.12;14.0;512.0;8.8
2225;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeeland (PV);2011;;;;;;;;
2226;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeeland (PV);2012;;;;;;;;
2227;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeeland (PV);2013;;;;;;;;
2228;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeeland (PV);2014;;;;;;;;
2229;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeeland (PV);2015;;;;;;;;
2230;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeeland (PV);2016;;;;;;;;
2231;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeeland (PV);2017;;;;;;;;
2232;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Brabant (PV);2010;0.04;1.68;1.68;37.43;37.49;16.0;583.0;9.7
2233;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Brabant (PV);2011;0.03;1.41;1.37;42.1;41.03;12.0;489.0;7.9
2234;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Brabant (PV);2012;0.03;1.22;1.16;42.79;40.88;10.0;425.0;6.8
2235;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Brabant (PV);2013;0.03;1.21;1.5;41.56;51.44;10.0;421.0;8.7
2236;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Brabant (PV);2014;0.03;1.3;1.2;48.19;44.56;9.0;453.0;7.0
2237;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Brabant (PV);2015;0.03;1.47;1.41;55.07;52.76;9.0;511.0;8.2
2238;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Brabant (PV);2016;0.02;1.02;1.14;43.95;49.3;8.0;355.0;6.6
2239;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Noord-Brabant (PV);2017;0.03;1.36;1.3;42.04;40.18;11.0;472.0;7.5
2240;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Limburg (PV);2010;0.04;1.1;1.34;27.07;33.17;14.0;381.0;7.8
2241;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Limburg (PV);2011;;;;;;;;
2242;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Limburg (PV);2012;;;;;;;;
2243;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Limburg (PV);2013;;;;;;;;
2244;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Limburg (PV);2014;;;;;;;;
2245;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Limburg (PV);2015;;;;;;;;
2246;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Limburg (PV);2016;;;;;;;;
2247;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Limburg (PV);2017;;;;;;;;
2248;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeer sterk stedelijk;2010;0.03;0.91;1.23;30.62;41.28;10.0;317.0;7.1
2249;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeer sterk stedelijk;2011;0.03;1.6;1.63;46.17;46.88;12.0;558.0;9.4
2250;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeer sterk stedelijk;2012;0.02;0.61;0.65;36.95;39.24;6.0;213.0;3.8
2251;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeer sterk stedelijk;2013;0.03;1.03;1.36;36.15;47.93;10.0;358.0;7.9
2252;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeer sterk stedelijk;2014;;;;;;;;
2253;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeer sterk stedelijk;2015;0.02;0.66;0.74;39.33;43.7;6.0;231.0;4.3
2254;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeer sterk stedelijk;2016;0.02;0.69;0.71;37.28;38.23;7.0;243.0;4.2
2255;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Zeer sterk stedelijk;2017;0.01;0.61;0.69;42.61;48.13;5.0;211.0;4.0
2256;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Sterk stedelijk;2010;0.03;1.09;1.51;37.0;51.16;10.0;380.0;8.8
2257;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Sterk stedelijk;2011;0.03;1.33;1.39;42.16;44.04;11.0;463.0;8.1
2258;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Sterk stedelijk;2012;0.03;1.19;1.19;43.8;43.58;9.0;416.0;6.9
2259;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Sterk stedelijk;2013;0.03;1.09;1.19;41.75;45.56;9.0;379.0;6.9
2260;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Sterk stedelijk;2014;0.03;1.32;1.36;45.88;47.31;10.0;458.0;7.9
2261;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Sterk stedelijk;2015;0.02;0.83;0.87;46.33;48.51;6.0;290.0;5.1
2262;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Sterk stedelijk;2016;0.02;1.08;1.07;46.31;45.61;8.0;378.0;6.2
2263;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Sterk stedelijk;2017;0.02;1.02;1.06;44.36;46.38;8.0;352.0;6.1
2264;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Matig stedelijk;2010;0.04;1.35;1.56;33.72;39.13;14.0;468.0;9.0
2265;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Matig stedelijk;2011;0.04;1.56;1.58;41.06;41.65;13.0;541.0;9.2
2266;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Matig stedelijk;2012;0.03;1.34;1.31;43.66;42.67;11.0;468.0;7.6
2267;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Matig stedelijk;2013;0.04;1.28;1.38;34.8;37.54;13.0;444.0;8.0
2268;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Matig stedelijk;2014;0.03;1.1;1.05;40.88;39.14;9.0;383.0;6.1
2269;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Matig stedelijk;2015;0.03;1.43;1.51;42.33;44.57;12.0;500.0;8.8
2270;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Matig stedelijk;2016;0.02;1.0;1.1;42.4;46.64;8.0;351.0;6.4
2271;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Matig stedelijk;2017;0.03;1.16;1.13;43.89;42.77;9.0;401.0;6.5
2272;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Weinig stedelijk;2010;0.04;1.78;1.91;44.99;48.18;14.0;619.0;11.0
2273;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Weinig stedelijk;2011;0.03;1.19;1.26;36.7;38.66;11.0;415.0;7.3
2274;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Weinig stedelijk;2012;0.04;1.5;1.44;42.7;41.21;12.0;522.0;8.4
2275;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Weinig stedelijk;2013;0.03;1.11;1.06;43.6;41.47;9.0;386.0;6.1
2276;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Weinig stedelijk;2014;0.03;1.12;1.15;40.81;41.94;10.0;390.0;6.7
2277;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Weinig stedelijk;2015;0.03;1.25;1.19;49.12;47.03;9.0;434.0;6.9
2278;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Weinig stedelijk;2016;0.02;0.92;1.02;40.55;44.88;8.0;321.0;5.9
2279;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Weinig stedelijk;2017;0.03;1.1;1.08;36.87;36.34;10.0;380.0;6.2
2280;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Niet stedelijk;2010;0.04;1.54;1.56;38.23;38.61;14.0;535.0;9.0
2281;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Niet stedelijk;2011;0.04;1.35;1.32;35.99;35.15;13.0;470.0;7.7
2282;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Niet stedelijk;2012;0.03;1.35;1.26;46.14;43.02;10.0;470.0;7.3
2283;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Niet stedelijk;2013;0.04;1.31;1.31;33.64;33.83;14.0;454.0;7.6
2284;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Niet stedelijk;2014;0.03;1.18;1.2;36.81;37.41;11.0;412.0;7.0
2285;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Niet stedelijk;2015;;;;;;;;
2286;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Niet stedelijk;2016;;;;;;;;
2287;Totaal;Auto (bestuurder);Zakelijk bezoek in werksfeer;Niet stedelijk;2017;;;;;;;;
2288;Totaal;Auto (bestuurder);Diensten/verzorging;Nederland;2010;0.04;0.49;0.86;11.2;19.59;15.0;172.0;5.0
2289;Totaal;Auto (bestuurder);Diensten/verzorging;Nederland;2011;0.04;0.5;0.78;12.67;19.9;14.0;174.0;4.5
2290;Totaal;Auto (bestuurder);Diensten/verzorging;Nederland;2012;0.04;0.44;0.73;11.66;19.25;13.0;153.0;4.2
2291;Totaal;Auto (bestuurder);Diensten/verzorging;Nederland;2013;0.04;0.49;0.77;13.04;20.54;13.0;171.0;4.5
2292;Totaal;Auto (bestuurder);Diensten/verzorging;Nederland;2014;0.04;0.41;0.68;11.4;18.81;13.0;144.0;4.0
2293;Totaal;Auto (bestuurder);Diensten/verzorging;Nederland;2015;0.04;0.48;0.74;13.04;20.14;13.0;167.0;4.3
2294;Totaal;Auto (bestuurder);Diensten/verzorging;Nederland;2016;0.03;0.39;0.64;11.43;18.89;12.0;135.0;3.7
2295;Totaal;Auto (bestuurder);Diensten/verzorging;Nederland;2017;0.03;0.41;0.67;12.0;19.25;12.0;144.0;3.8
2296;Totaal;Auto (bestuurder);Diensten/verzorging;Noord-Nederland (LD);2010;0.04;0.61;0.84;14.21;19.38;15.0;213.0;4.8
2297;Totaal;Auto (bestuurder);Diensten/verzorging;Noord-Nederland (LD);2011;0.04;0.73;0.93;16.87;21.61;15.0;253.0;5.4
2298;Totaal;Auto (bestuurder);Diensten/verzorging;Noord-Nederland (LD);2012;0.03;0.43;0.6;12.98;17.92;12.0;151.0;3.5
2299;Totaal;Auto (bestuurder);Diensten/verzorging;Noord-Nederland (LD);2013;0.04;0.65;0.91;15.08;21.09;15.0;227.0;5.3
2300;Totaal;Auto (bestuurder);Diensten/verzorging;Noord-Nederland (LD);2014;0.04;0.59;0.85;13.45;19.28;15.0;206.0;4.9
2301;Totaal;Auto (bestuurder);Diensten/verzorging;Noord-Nederland (LD);2015;0.03;0.5;0.84;14.6;24.65;12.0;173.0;4.9
2302;Totaal;Auto (bestuurder);Diensten/verzorging;Noord-Nederland (LD);2016;0.03;0.47;0.67;15.82;22.69;10.0;164.0;3.9
2303;Totaal;Auto (bestuurder);Diensten/verzorging;Noord-Nederland (LD);2017;0.04;0.53;0.72;13.93;18.99;13.0;183.0;4.2
2304;Totaal;Auto (bestuurder);Diensten/verzorging;Oost-Nederland (LD);2010;0.05;0.49;0.79;10.32;16.52;17.0;172.0;4.6
2305;Totaal;Auto (bestuurder);Diensten/verzorging;Oost-Nederland (LD);2011;0.04;0.49;0.75;12.37;18.84;14.0;171.0;4.3
2306;Totaal;Auto (bestuurder);Diensten/verzorging;Oost-Nederland (LD);2012;0.04;0.55;0.79;15.05;21.45;13.0;193.0;4.6
2307;Totaal;Auto (bestuurder);Diensten/verzorging;Oost-Nederland (LD);2013;0.04;0.53;0.84;12.74;20.03;15.0;186.0;4.9
2308;Totaal;Auto (bestuurder);Diensten/verzorging;Oost-Nederland (LD);2014;0.04;0.46;0.74;11.72;18.74;14.0;161.0;4.3
2309;Totaal;Auto (bestuurder);Diensten/verzorging;Oost-Nederland (LD);2015;0.04;0.44;0.63;12.39;17.51;13.0;155.0;3.6
2310;Totaal;Auto (bestuurder);Diensten/verzorging;Oost-Nederland (LD);2016;0.03;0.4;0.64;11.97;18.93;12.0;141.0;3.7
2311;Totaal;Auto (bestuurder);Diensten/verzorging;Oost-Nederland (LD);2017;0.04;0.5;0.78;13.89;21.43;13.0;174.0;4.5
2312;Totaal;Auto (bestuurder);Diensten/verzorging;West-Nederland (LD);2010;0.04;0.48;0.92;11.71;22.4;14.0;166.0;5.3
2313;Totaal;Auto (bestuurder);Diensten/verzorging;West-Nederland (LD);2011;0.03;0.41;0.69;12.26;20.66;12.0;142.0;4.0
2314;Totaal;Auto (bestuurder);Diensten/verzorging;West-Nederland (LD);2012;0.03;0.39;0.7;11.4;20.55;12.0;136.0;4.1
2315;Totaal;Auto (bestuurder);Diensten/verzorging;West-Nederland (LD);2013;0.03;0.43;0.7;13.25;21.38;11.0;151.0;4.1
2316;Totaal;Auto (bestuurder);Diensten/verzorging;West-Nederland (LD);2014;0.03;0.31;0.56;10.37;18.77;10.0;108.0;3.2
2317;Totaal;Auto (bestuurder);Diensten/verzorging;West-Nederland (LD);2015;0.03;0.46;0.7;14.03;21.34;11.0;160.0;4.1
2318;Totaal;Auto (bestuurder);Diensten/verzorging;West-Nederland (LD);2016;0.03;0.36;0.61;11.76;20.0;11.0;126.0;3.6
2319;Totaal;Auto (bestuurder);Diensten/verzorging;West-Nederland (LD);2017;0.03;0.31;0.55;10.91;19.45;10.0;108.0;3.2
