ID;Bussen;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandseBussenInGebruik_10
537;Lijndienstbus;13 jaar of ouder;2000;;;;;;;;;;
538;Lijndienstbus;13 jaar of ouder;2001;38.6;38.3;0.3;38.7;38.3;0.4;46719.0;46230.0;489.0;829.0
539;Lijndienstbus;13 jaar of ouder;2002;72.5;71.9;0.5;72.7;71.9;0.7;64430.0;63789.0;641.0;1128.0
540;Lijndienstbus;13 jaar of ouder;2003;108.5;107.7;0.8;108.8;107.7;1.1;60655.0;60041.0;614.0;1793.0
541;Lijndienstbus;13 jaar of ouder;2004;96.8;96.0;0.8;97.0;96.0;1.0;50661.0;50131.0;530.0;1915.0
542;Lijndienstbus;13 jaar of ouder;2005;72.7;72.2;0.6;72.9;72.2;0.8;46172.0;45691.0;482.0;1579.0
543;Lijndienstbus;13 jaar of ouder;2006;45.2;44.9;0.4;45.3;44.9;0.5;38091.0;37691.0;399.0;1190.0
544;Lijndienstbus;13 jaar of ouder;2007;28.6;28.4;0.2;28.7;28.4;0.3;36154.0;35793.0;361.0;794.0
545;Lijndienstbus;13 jaar of ouder;2008;15.3;15.2;0.1;15.3;15.2;0.1;37799.0;37433.0;366.0;406.0
546;Lijndienstbus;13 jaar of ouder;2009;7.9;7.9;0.1;7.9;7.9;0.1;29727.0;29456.0;271.0;267.0
547;Lijndienstbus;13 jaar of ouder;2010;5.8;5.7;0.0;5.8;5.7;0.1;21535.0;21338.0;197.0;269.0
548;Lijndienstbus;13 jaar of ouder;2011;11.6;11.5;0.1;11.6;11.5;0.1;33371.0;33037.0;334.0;349.0
549;Lijndienstbus;13 jaar of ouder;2012;9.4;9.4;0.1;9.4;9.4;0.1;34512.0;34199.0;314.0;274.0
550;Lijndienstbus;13 jaar of ouder;2013;10.8;10.7;0.1;10.8;10.7;0.1;23487.0;23318.0;169.0;460.0
551;Lijndienstbus;13 jaar of ouder;2014;9.6;9.5;0.1;9.6;9.5;0.1;28980.0;28770.0;211.0;330.0
552;Lijndienstbus;13 jaar of ouder;2015;4.6;4.5;0.0;4.6;4.5;0.0;23979.0;23816.0;163.0;190.0
553;Lijndienstbus;13 jaar of ouder;2016;17.4;;;17.4;;;45365.0;;;383.0
554;Lijndienstbus;13 jaar of ouder;2017;21.2;;;21.2;;;48303.0;;;439.0
555;Lijndienstbus;13 jaar of ouder;2018;27.8;;;27.8;;;45348.0;;;613.0
556;Lijndienstbus;13 jaar of ouder;2019;26.9;;;26.9;;;44704.0;;;601.0
557;Lijndienstbus;13 jaar of ouder;2020;27.7;;;27.7;;;39812.0;;;695.0
