ID;KenmerkenInstallaties;Perioden;PerKgVerwijderdeBZVRekenkundig_1;PerKgVerwijderdeBZVLandelijk_2;PerIEAangevoerdRekenkundig_3;PerIEAangevoerdLandelijk_4;InstallatiesMetWarmeSlibgisting_5;CapaciteitMetWarmeSlibgisting_6;AsgehalteInAanvoer_7;Gistingstemperatuur_8;Verblijftijd_9;RendementDrogeStofVerwijdering_10;RendementOrganischeStofVerwijdering_11;BiogasproductiePerAangevoerdeKgDS_12;BiogasproductiePerVerwijderdeKgDS_13
264;Discontinue systemen;2000;0.8;0.54;12.77;9.71;;;;;;;;;
265;Discontinue systemen;2001;0.96;0.66;16.72;13.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
266;Discontinue systemen;2002;0.52;0.55;10.68;9.24;;;;;;;;;
267;Discontinue systemen;2003;0.53;0.38;12.06;9.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
268;Discontinue systemen;2004;0.92;0.41;12.41;10.31;;;;;;;;;
269;Discontinue systemen;2005;0.92;0.55;15.31;8.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
270;Discontinue systemen;2006;1.01;0.77;16.08;10.75;;;;;;;;;
271;Discontinue systemen;2007;0.33;0.33;4.38;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
272;Discontinue systemen;2008;0.79;1.06;13.07;16.73;;;;;;;;;
273;Discontinue systemen;2009;0.55;0.64;11.24;12.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
274;Discontinue systemen;2010;0.5;0.75;11.79;17.63;;;;;;;;;
275;Discontinue systemen;2011;0.51;0.71;10.28;14.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
276;Discontinue systemen;2012;0.43;0.65;8.56;12.77;;;;;;;;;
277;Discontinue systemen;2013;0.48;0.69;9.21;13.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
278;Discontinue systemen;2014;0.5;0.66;7.67;10.73;;;;;;;;;
279;Discontinue systemen;2015;0.58;0.74;9.12;12.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
280;Discontinue systemen;2016;0.73;0.82;9.87;12.59;;;;;;;;;
281;Discontinue systemen;2017;;;;;;;;;;;;;
282;Discontinue systemen;2018;0.75;0.69;9.66;11.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
283;Discontinue systemen;2019;;;;;;;;;;;;;
284;Discontinue systemen;2020;0.93;0.93;11.02;11.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
285;Discontinue systemen;2021;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
286;Discontinue systemen;2022;0.9;0.9;10.27;10.26;;;;;;;;;
287;Discontinue systemen;2023;;;;;;;;;;;;;
288;Parallelle installaties;1981;0.68;0.46;12.24;10.11;4.0;430.0;32.0;33.0;47.0;81.0;111.0;214.0;155.0
289;Parallelle installaties;1985;0.75;0.49;10.53;8.69;4.0;484.0;29.0;32.0;43.0;56.0;78.0;249.0;572.0
290;Parallelle installaties;1990;0.76;0.61;11.79;9.81;5.0;574.0;34.0;33.0;37.0;37.0;52.0;356.0;716.0
291;Parallelle installaties;1991;0.86;0.66;13.69;11.29;4.0;504.0;28.0;33.0;30.0;55.0;73.0;284.0;597.0
292;Parallelle installaties;1992;0.79;0.68;13.25;10.85;;;;;;;;;
293;Parallelle installaties;1993;0.72;0.75;13.24;12.47;5.0;530.0;31.0;33.0;27.0;52.0;76.0;215.0;415.0
294;Parallelle installaties;1994;0.83;0.67;14.13;10.84;;;;;;;;;
295;Parallelle installaties;1995;0.93;0.81;15.68;12.75;5.0;530.0;43.0;33.0;22.0;38.0;72.0;262.0;868.0
296;Parallelle installaties;1996;0.84;0.76;16.2;13.22;;;;;;;;;
297;Parallelle installaties;1997;0.88;0.69;15.47;10.27;5.0;530.0;32.0;33.0;33.0;34.0;49.0;264.0;890.0
298;Parallelle installaties;1998;1.04;0.9;15.66;10.72;;;;;;;;;
299;Parallelle installaties;1999;1.18;1.02;15.27;13.53;5.0;440.0;30.0;32.0;26.0;23.0;35.0;293.0;1800.0
300;Parallelle installaties;2000;1.07;0.83;17.35;12.77;;;;;;;;;
301;Parallelle installaties;2001;1.11;1.02;17.31;14.96;5.0;436.0;36.0;33.0;26.0;49.0;104.0;346.0;545.0
302;Parallelle installaties;2002;1.09;0.87;19.33;13.93;;;;;;;;;
303;Parallelle installaties;2003;1.05;0.96;14.47;12.89;7.0;1097.0;34.0;34.0;23.0;37.0;57.0;337.0;961.0
304;Parallelle installaties;2004;1.02;1.01;14.1;15.0;;;;;;;;;
305;Parallelle installaties;2005;0.97;0.86;12.83;13.54;3.0;223.0;36.0;35.0;39.0;33.0;49.0;364.0;1286.0
306;Parallelle installaties;2006;0.97;0.74;13.2;12.6;;;;;;;;;
307;Parallelle installaties;2007;1.11;1.22;16.52;17.67;3.0;239.0;38.0;35.0;32.0;42.0;69.0;217.0;625.0
308;Parallelle installaties;2008;1.17;1.17;16.84;17.21;;;;;;;;;
309;Parallelle installaties;2009;1.02;1.01;15.23;16.07;3.0;450.0;27.0;35.0;24.0;34.0;45.0;295.0;1096.0
310;Parallelle installaties;2010;1.03;0.9;15.8;14.31;;;;;;;;;
311;Parallelle installaties;2011;1.0;0.9;15.97;15.11;4.0;488.0;31.0;32.0;27.0;35.0;51.0;203.0;771.0
312;Parallelle installaties;2012;0.97;0.93;15.66;15.64;;;;;;;;;
313;Parallelle installaties;2013;0.99;0.99;17.07;17.8;4.0;488.0;25.0;35.0;23.0;32.0;43.0;237.0;788.0
314;Parallelle installaties;2014;1.0;0.95;15.36;13.98;;;;;;;;;
315;Parallelle installaties;2015;0.92;0.95;14.83;13.52;4.0;488.0;25.0;33.0;23.0;29.0;39.0;247.0;963.0
316;Parallelle installaties;2016;0.88;0.91;15.32;14.61;;;;;;;;;
317;Parallelle installaties;2017;;;;;;;;;;;;;
318;Parallelle installaties;2018;0.75;0.65;14.58;11.26;4.0;353.0;27.0;38.0;31.0;36.0;48.0;306.0;962.0
319;Parallelle installaties;2019;;;;;;;;;;;;;
320;Parallelle installaties;2020;0.83;0.84;14.01;13.65;2.0;168.0;24.0;38.0;24.0;38.0;50.0;284.0;754.0
321;Parallelle installaties;2021;;;;;3.0;253.0;24.0;42.0;19.0;37.0;49.0;298.0;808.0
322;Parallelle installaties;2022;0.87;0.85;13.22;13.94;3.0;234.0;22.0;42.0;20.0;37.0;48.0;307.0;835.0
323;Parallelle installaties;2023;;;;;4.0;564.0;24.0;43.0;25.0;40.0;53.0;301.0;766.0
324;Tweetrapsinstallaties;1981;0.63;0.18;10.62;9.54;17.0;2076.0;27.0;32.0;42.0;55.0;81.0;290.0;580.0
325;Tweetrapsinstallaties;1985;0.85;0.28;11.76;10.66;22.0;2532.0;27.0;32.0;40.0;47.0;64.0;317.0;770.0
326;Tweetrapsinstallaties;1990;0.79;0.74;12.81;12.05;27.0;3568.0;29.0;32.0;38.0;39.0;51.0;338.0;901.0
327;Tweetrapsinstallaties;1991;0.79;0.75;12.72;11.75;28.0;3697.0;30.0;32.0;38.0;38.0;48.0;324.0;978.0
328;Tweetrapsinstallaties;1992;0.85;0.76;12.91;12.49;;;;;;;;;
329;Tweetrapsinstallaties;1993;1.16;0.78;13.19;12.44;27.0;3597.0;30.0;33.0;34.0;37.0;48.0;380.0;911.0
330;Tweetrapsinstallaties;1994;0.93;0.83;13.55;12.95;;;;;;;;;
331;Tweetrapsinstallaties;1995;1.0;0.87;13.74;13.4;25.0;3077.0;32.0;33.0;29.0;25.0;33.0;498.0;1536.0
332;Tweetrapsinstallaties;1996;0.86;0.91;13.66;13.46;;;;;;;;;
333;Tweetrapsinstallaties;1997;0.95;0.99;15.22;14.97;21.0;2906.0;31.0;32.0;27.0;32.0;48.0;310.0;1081.0
334;Tweetrapsinstallaties;1998;0.95;1.0;14.51;14.51;;;;;;;;;
335;Tweetrapsinstallaties;1999;0.98;1.03;14.27;13.93;20.0;2771.0;39.0;32.0;30.0;17.0;26.0;380.0;1616.0
336;Tweetrapsinstallaties;2000;0.99;0.91;13.13;12.02;;;;;;;;;
337;Tweetrapsinstallaties;2001;1.01;0.86;14.37;12.52;15.0;2225.0;29.0;33.0;29.0;28.0;38.0;307.0;1351.0
338;Tweetrapsinstallaties;2002;0.98;0.92;12.79;12.2;;;;;;;;;
339;Tweetrapsinstallaties;2003;0.92;0.84;12.7;11.48;12.0;1775.0;28.0;33.0;30.0;29.0;39.0;271.0;986.0
340;Tweetrapsinstallaties;2004;0.93;0.87;17.01;13.54;;;;;;;;;
341;Tweetrapsinstallaties;2005;0.96;0.88;13.42;11.86;11.0;1886.0;32.0;33.0;27.0;32.0;51.0;280.0;940.0
342;Tweetrapsinstallaties;2006;1.11;0.97;15.01;13.12;;;;;;;;;
343;Tweetrapsinstallaties;2007;1.04;0.94;14.63;12.73;8.0;1638.0;34.0;33.0;24.0;29.0;41.0;282.0;769.0
344;Tweetrapsinstallaties;2008;1.03;0.89;15.71;13.21;;;;;;;;;
345;Tweetrapsinstallaties;2009;0.97;0.84;15.61;12.54;6.0;1361.0;28.0;33.0;25.0;37.0;41.0;179.0;602.0
346;Tweetrapsinstallaties;2010;0.97;0.84;15.86;12.68;;;;;;;;;
347;Tweetrapsinstallaties;2011;0.98;0.89;15.7;14.07;5.0;1320.0;28.0;33.0;33.0;34.0;53.0;308.0;909.0
348;Tweetrapsinstallaties;2012;0.99;0.88;16.74;14.48;;;;;;;;;
349;Tweetrapsinstallaties;2013;1.08;0.85;19.15;14.36;6.0;1720.0;24.0;36.0;34.0;42.0;51.0;328.0;816.0
350;Tweetrapsinstallaties;2014;0.99;0.83;14.76;12.82;;;;;;;;;
351;Tweetrapsinstallaties;2015;0.93;0.74;13.66;11.86;5.0;1625.0;24.0;36.0;31.0;37.0;46.0;423.0;834.0
352;Tweetrapsinstallaties;2016;1.07;0.78;14.23;13.11;;;;;;;;;
353;Tweetrapsinstallaties;2017;;;;;;;;;;;;;
354;Tweetrapsinstallaties;2018;0.86;0.72;14.85;11.9;4.0;920.0;21.0;33.0;56.0;34.0;46.0;569.0;1757.0
355;Tweetrapsinstallaties;2019;;;;;;;;;;;;;
356;Tweetrapsinstallaties;2020;0.9;0.7;15.54;10.98;4.0;1083.0;22.0;35.0;29.0;39.0;50.0;366.0;950.0
357;Tweetrapsinstallaties;2021;;;;;4.0;1083.0;22.0;35.0;32.0;41.0;52.0;403.0;1000.0
358;Tweetrapsinstallaties;2022;0.89;0.71;12.34;11.22;4.0;1055.0;21.0;36.0;36.0;37.0;47.0;436.0;1226.0
359;Tweetrapsinstallaties;2023;;;;;4.0;1055.0;22.0;35.0;31.0;45.0;58.0;345.0;816.0
360;Membraanbioreactors;1981;;;;;;;;;;;;;
361;Membraanbioreactors;1985;;;;;;;;;;;;;
362;Membraanbioreactors;1990;;;;;;;;;;;;;
363;Membraanbioreactors;1991;;;;;;;;;;;;;
364;Membraanbioreactors;1992;;;;;;;;;;;;;
365;Membraanbioreactors;1993;;;;;;;;;;;;;
366;Membraanbioreactors;1994;;;;;;;;;;;;;
367;Membraanbioreactors;1995;;;;;;;;;;;;;
368;Membraanbioreactors;1996;;;;;;;;;;;;;
369;Membraanbioreactors;1997;;;;;;;;;;;;;
370;Membraanbioreactors;1998;;;;;;;;;;;;;
371;Membraanbioreactors;1999;;;;;;;;;;;;;
372;Membraanbioreactors;2000;;;;;;;;;;;;;
373;Membraanbioreactors;2001;;;;;;;;;;;;;
374;Membraanbioreactors;2002;;;;;;;;;;;;;
375;Membraanbioreactors;2003;;;;;;;;;;;;;
376;Membraanbioreactors;2004;;;;;;;;;;;;;
377;Membraanbioreactors;2005;1.05;1.05;17.26;17.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
378;Membraanbioreactors;2006;1.23;1.23;20.49;20.49;;;;;;;;;
379;Membraanbioreactors;2007;1.51;1.51;21.9;21.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
380;Membraanbioreactors;2008;1.01;1.01;13.94;13.94;;;;;;;;;
381;Membraanbioreactors;2009;1.11;1.11;16.27;16.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
382;Membraanbioreactors;2010;1.25;1.25;20.08;20.08;;;;;;;;;
383;Membraanbioreactors;2011;0.92;0.92;15.98;15.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
384;Membraanbioreactors;2012;1.37;1.37;25.66;25.66;;;;;;;;;
385;Membraanbioreactors;2013;1.11;1.11;18.39;18.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
386;Membraanbioreactors;2014;1.18;1.18;17.32;17.32;;;;;;;;;
387;Membraanbioreactors;2015;1.01;1.01;13.23;13.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
388;Membraanbioreactors;2016;0.18;0.18;2.29;2.29;;;;;;;;;
389;Membraanbioreactors;2017;;;;;;;;;;;;;
390;Membraanbioreactors;2018;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
391;Membraanbioreactors;2019;;;;;;;;;;;;;
392;Membraanbioreactors;2020;;;;;;;;;;;;;
393;Membraanbioreactors;2021;;;;;;;;;;;;;
394;Membraanbioreactors;2022;;;;;;;;;;;;;
395;Membraanbioreactors;2023;;;;;;;;;;;;;
396;Compactinstallaties;1981;1.52;1.33;12.78;14.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
397;Compactinstallaties;1985;0.73;0.52;17.13;10.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
398;Compactinstallaties;1990;0.73;0.78;10.08;9.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
399;Compactinstallaties;1991;0.6;1.0;9.59;15.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
400;Compactinstallaties;1992;0.68;0.97;7.65;11.35;;;;;;;;;
401;Compactinstallaties;1993;1.28;1.28;16.03;16.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
402;Compactinstallaties;1994;1.38;1.38;17.31;17.31;;;;;;;;;
403;Compactinstallaties;1995;1.68;1.68;17.25;17.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
404;Compactinstallaties;1996;1.66;1.66;19.68;19.68;;;;;;;;;
405;Compactinstallaties;1997;1.56;1.56;18.34;18.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
406;Compactinstallaties;1998;1.21;1.21;14.98;14.98;;;;;;;;;
407;Compactinstallaties;1999;0.0;0.0;0.04;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
408;Compactinstallaties;2000;0.0;0.0;0.0;0.0;;;;;;;;;
409;Compactinstallaties;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
410;Compactinstallaties;2002;0.0;0.0;0.0;0.0;;;;;;;;;
411;Compactinstallaties;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
412;Compactinstallaties;2004;0.0;0.0;0.0;0.0;;;;;;;;;
413;Compactinstallaties;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
414;Compactinstallaties;2006;1.03;1.03;13.72;13.72;;;;;;;;;
415;Compactinstallaties;2007;1.17;1.17;15.65;15.65;1.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
416;Compactinstallaties;2008;1.17;1.17;17.49;17.49;;;;;;;;;
417;Compactinstallaties;2009;0.88;0.88;16.89;16.89;1.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
418;Compactinstallaties;2010;1.02;1.02;18.75;18.75;;;;;;;;;
419;Compactinstallaties;2011;0.88;0.88;16.92;16.92;1.0;60.0;0.0;35.0;16.0;40.0;0.0;325.0;813.0
420;Compactinstallaties;2012;0.91;0.91;17.72;17.72;;;;;;;;;
421;Compactinstallaties;2013;1.07;1.07;12.66;12.66;1.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
422;Compactinstallaties;2014;1.02;1.02;19.33;19.33;;;;;;;;;
423;Compactinstallaties;2015;0.79;0.79;15.92;15.92;;;;;;;;;
424;Compactinstallaties;2016;0.65;0.65;8.08;8.08;;;;;;;;;
425;Compactinstallaties;2017;;;;;;;;;;;;;
426;Compactinstallaties;2018;0.65;0.65;12.27;12.27;;;;;;;;;
427;Compactinstallaties;2019;;;;;;;;;;;;;
428;Compactinstallaties;2020;0.69;0.69;12.65;12.65;;;;;;;;;
429;Compactinstallaties;2021;;;;;1.0;60.0;;;;38.0;;371.0;975.0
430;Compactinstallaties;2022;0.55;0.55;9.69;9.69;1.0;60.0;;;;37.0;;393.0;1062.0
431;Compactinstallaties;2023;;;;;1.0;60.0;;;;37.0;;347.0;938.0
432;Nereda korrelslib reactor;1981;;;;;;;;;;;;;
433;Nereda korrelslib reactor;1985;;;;;;;;;;;;;
434;Nereda korrelslib reactor;1990;;;;;;;;;;;;;
435;Nereda korrelslib reactor;1991;;;;;;;;;;;;;
436;Nereda korrelslib reactor;1992;;;;;;;;;;;;;
437;Nereda korrelslib reactor;1993;;;;;;;;;;;;;
438;Nereda korrelslib reactor;1994;;;;;;;;;;;;;
439;Nereda korrelslib reactor;1995;;;;;;;;;;;;;
440;Nereda korrelslib reactor;1996;;;;;;;;;;;;;
441;Nereda korrelslib reactor;1997;;;;;;;;;;;;;
442;Nereda korrelslib reactor;1998;;;;;;;;;;;;;
443;Nereda korrelslib reactor;1999;;;;;;;;;;;;;
444;Nereda korrelslib reactor;2000;;;;;;;;;;;;;
445;Nereda korrelslib reactor;2001;;;;;;;;;;;;;
446;Nereda korrelslib reactor;2002;;;;;;;;;;;;;
447;Nereda korrelslib reactor;2003;;;;;;;;;;;;;
448;Nereda korrelslib reactor;2004;;;;;;;;;;;;;
449;Nereda korrelslib reactor;2005;;;;;;;;;;;;;
450;Nereda korrelslib reactor;2006;;;;;;;;;;;;;
451;Nereda korrelslib reactor;2007;;;;;;;;;;;;;
452;Nereda korrelslib reactor;2008;;;;;;;;;;;;;
453;Nereda korrelslib reactor;2009;;;;;;;;;;;;;
454;Nereda korrelslib reactor;2010;;;;;;;;;;;;;
455;Nereda korrelslib reactor;2011;;;;;;;;;;;;;
456;Nereda korrelslib reactor;2012;;;;;;;;;;;;;
457;Nereda korrelslib reactor;2013;;;;;;;;;;;;;
458;Nereda korrelslib reactor;2014;;;;;;;;;;;;;
459;Nereda korrelslib reactor;2015;;;;;;;;;;;;;
460;Nereda korrelslib reactor;2016;;;;;;;;;;;;;
461;Nereda korrelslib reactor;2017;;;;;;;;;;;;;
462;Nereda korrelslib reactor;2018;;;;;;;;;;;;;
463;Nereda korrelslib reactor;2019;;;;;;;;;;;;;
464;Nereda korrelslib reactor;2020;1.07;0.89;17.08;12.7;;;;;;;;;
465;Nereda korrelslib reactor;2021;;;;;1.0;100.0;;;;52.0;;402.0;773.0
466;Nereda korrelslib reactor;2022;1.29;0.95;13.02;12.66;1.0;100.0;;;;43.0;;299.0;701.0
467;Nereda korrelslib reactor;2023;;;;;1.0;100.0;;;;40.0;;273.0;685.0
468;Hybride Nereda - actief slib systeem;1981;;;;;;;;;;;;;
469;Hybride Nereda - actief slib systeem;1985;;;;;;;;;;;;;
470;Hybride Nereda - actief slib systeem;1990;;;;;;;;;;;;;
471;Hybride Nereda - actief slib systeem;1991;;;;;;;;;;;;;
472;Hybride Nereda - actief slib systeem;1992;;;;;;;;;;;;;
473;Hybride Nereda - actief slib systeem;1993;;;;;;;;;;;;;
474;Hybride Nereda - actief slib systeem;1994;;;;;;;;;;;;;
475;Hybride Nereda - actief slib systeem;1995;;;;;;;;;;;;;
476;Hybride Nereda - actief slib systeem;1996;;;;;;;;;;;;;
477;Hybride Nereda - actief slib systeem;1997;;;;;;;;;;;;;
478;Hybride Nereda - actief slib systeem;1998;;;;;;;;;;;;;
479;Hybride Nereda - actief slib systeem;1999;;;;;;;;;;;;;
480;Hybride Nereda - actief slib systeem;2000;;;;;;;;;;;;;
481;Hybride Nereda - actief slib systeem;2001;;;;;;;;;;;;;
482;Hybride Nereda - actief slib systeem;2002;;;;;;;;;;;;;
483;Hybride Nereda - actief slib systeem;2003;;;;;;;;;;;;;
484;Hybride Nereda - actief slib systeem;2004;;;;;;;;;;;;;
485;Hybride Nereda - actief slib systeem;2005;;;;;;;;;;;;;
486;Hybride Nereda - actief slib systeem;2006;;;;;;;;;;;;;
487;Hybride Nereda - actief slib systeem;2007;;;;;;;;;;;;;
488;Hybride Nereda - actief slib systeem;2008;;;;;;;;;;;;;
489;Hybride Nereda - actief slib systeem;2009;;;;;;;;;;;;;
490;Hybride Nereda - actief slib systeem;2010;;;;;;;;;;;;;
491;Hybride Nereda - actief slib systeem;2011;;;;;;;;;;;;;
492;Hybride Nereda - actief slib systeem;2012;;;;;;;;;;;;;
493;Hybride Nereda - actief slib systeem;2013;;;;;;;;;;;;;
494;Hybride Nereda - actief slib systeem;2014;;;;;;;;;;;;;
495;Hybride Nereda - actief slib systeem;2015;;;;;;;;;;;;;
496;Hybride Nereda - actief slib systeem;2016;;;;;;;;;;;;;
497;Hybride Nereda - actief slib systeem;2017;;;;;;;;;;;;;
498;Hybride Nereda - actief slib systeem;2018;;;;;;;;;;;;;
499;Hybride Nereda - actief slib systeem;2019;;;;;;;;;;;;;
500;Hybride Nereda - actief slib systeem;2020;0.69;0.71;13.17;11.13;1.0;237.0;;;;29.0;;378.0;1305.0
501;Hybride Nereda - actief slib systeem;2021;;;;;1.0;237.0;26.0;37.0;22.0;29.0;39.0;375.0;1295.0
502;Hybride Nereda - actief slib systeem;2022;0.87;0.87;13.35;13.21;1.0;237.0;25.0;37.0;21.0;28.0;37.0;386.0;1387.0
503;Hybride Nereda - actief slib systeem;2023;;;;;1.0;237.0;27.0;37.0;24.0;30.0;41.0;347.0;1144.0
504;Geen voorzieningen slibgisting/onbekend;1981;1.28;0.43;12.94;14.21;;;;;;;;;
505;Geen voorzieningen slibgisting/onbekend;1985;1.58;0.52;19.47;17.59;;;;;;;;;
506;Geen voorzieningen slibgisting/onbekend;1990;1.31;1.43;21.2;22.01;;;;;;;;;
507;Geen voorzieningen slibgisting/onbekend;1991;1.4;1.32;22.03;25.31;;;;;;;;;
508;Geen voorzieningen slibgisting/onbekend;1992;1.98;1.43;25.59;24.24;;;;;;;;;
509;Geen voorzieningen slibgisting/onbekend;1993;1.33;1.25;18.0;21.58;;;;;;;;;
510;Geen voorzieningen slibgisting/onbekend;1994;2.56;1.26;18.94;18.57;;;;;;;;;
511;Geen voorzieningen slibgisting/onbekend;1995;1.89;1.29;16.81;18.56;;;;;;;;;
512;Geen voorzieningen slibgisting/onbekend;1996;1.52;1.38;17.77;20.86;;;;;;;;;
513;Geen voorzieningen slibgisting/onbekend;1997;1.18;1.17;20.2;22.67;;;;;;;;;
514;Geen voorzieningen slibgisting/onbekend;1998;1.22;1.26;18.38;18.34;;;;;;;;;
515;Geen voorzieningen slibgisting/onbekend;1999;1.26;1.28;18.74;17.45;;;;;;;;;
516;Geen voorzieningen slibgisting/onbekend;2000;1.24;1.23;14.95;12.94;;;;;;;;;
517;Geen voorzieningen slibgisting/onbekend;2001;1.46;1.34;17.4;14.71;;;;;;;;;
518;Geen voorzieningen slibgisting/onbekend;2002;1.46;1.79;18.4;19.3;;;;;;;;;
519;Geen voorzieningen slibgisting/onbekend;2003;1.34;1.39;18.73;18.45;;;;;;;;;
520;Geen voorzieningen slibgisting/onbekend;2004;1.15;1.2;17.74;16.49;;;;;;;;;
521;Geen voorzieningen slibgisting/onbekend;2005;1.27;1.23;17.24;16.05;;;;;;;;;
522;Geen voorzieningen slibgisting/onbekend;2006;1.32;1.4;18.29;17.69;;;;;;;;;
523;Geen voorzieningen slibgisting/onbekend;2007;1.23;1.31;16.54;15.94;;;;;;;;;
524;Geen voorzieningen slibgisting/onbekend;2008;1.25;1.31;17.42;18.07;;;;;;;;;
525;Geen voorzieningen slibgisting/onbekend;2009;1.2;1.35;17.02;18.93;;;;;;;;;
526;Geen voorzieningen slibgisting/onbekend;2010;1.15;1.27;17.1;18.66;;;;;;;;;
527;Geen voorzieningen slibgisting/onbekend;2011;1.1;1.29;16.24;18.71;;;;;;;;;
528;Geen voorzieningen slibgisting/onbekend;2012;1.14;1.34;17.97;19.73;;;;;;;;;
529;Geen voorzieningen slibgisting/onbekend;2013;1.17;1.39;19.28;21.96;;;;;;;;;
530;Geen voorzieningen slibgisting/onbekend;2014;1.06;1.17;16.34;19.29;;;;;;;;;
531;Geen voorzieningen slibgisting/onbekend;2015;1.01;1.13;15.52;17.79;;;;;;;;;
532;Geen voorzieningen slibgisting/onbekend;2016;1.04;1.08;16.72;18.55;;;;;;;;;
533;Geen voorzieningen slibgisting/onbekend;2017;;;;;;;;;;;;;
534;Geen voorzieningen slibgisting/onbekend;2018;0.97;0.92;17.38;16.63;;;;;;;;;
535;Geen voorzieningen slibgisting/onbekend;2019;;;;;;;;;;;;;
536;Geen voorzieningen slibgisting/onbekend;2020;1.03;1.03;16.18;14.96;;;;;;;;;
537;Geen voorzieningen slibgisting/onbekend;2021;;;;;;;;;;;;;
538;Geen voorzieningen slibgisting/onbekend;2022;1.13;1.14;13.42;14.49;;;;;;;;;
539;Geen voorzieningen slibgisting/onbekend;2023;;;;;;;;;;;;;
540;Koude slibgisting totaal;1981;1.62;0.89;8.63;8.44;;;;;;;;;
541;Koude slibgisting totaal;1985;1.45;0.22;10.05;9.23;;;;;;;;;
542;Koude slibgisting totaal;1990;1.37;0.88;10.26;9.63;;;;;;;;;
543;Koude slibgisting totaal;1991;1.11;0.94;10.75;10.92;;;;;;;;;
544;Koude slibgisting totaal;1992;1.09;0.87;9.79;9.61;;;;;;;;;
545;Koude slibgisting totaal;1993;1.28;1.12;11.17;12.28;;;;;;;;;
546;Koude slibgisting totaal;1994;1.64;1.14;11.21;13.02;;;;;;;;;
547;Koude slibgisting totaal;1995;2.21;0.97;11.14;12.6;;;;;;;;;
548;Koude slibgisting totaal;1996;1.37;0.83;12.06;12.94;;;;;;;;;
549;Koude slibgisting totaal;1997;1.04;0.92;13.12;15.11;;;;;;;;;
550;Koude slibgisting totaal;1998;1.0;0.95;14.33;15.23;;;;;;;;;
551;Koude slibgisting totaal;1999;0.86;0.93;13.5;15.07;;;;;;;;;
552;Koude slibgisting totaal;2000;0.97;0.94;11.81;13.17;;;;;;;;;
553;Koude slibgisting totaal;2001;0.77;0.81;11.21;11.8;;;;;;;;;
554;Koude slibgisting totaal;2002;0.72;0.79;11.75;11.5;;;;;;;;;
555;Koude slibgisting totaal;2003;0.87;0.86;13.46;12.79;;;;;;;;;
556;Koude slibgisting totaal;2004;0.72;0.73;11.51;11.29;;;;;;;;;
557;Koude slibgisting totaal;2005;0.87;0.91;14.81;13.45;;;;;;;;;
558;Koude slibgisting totaal;2006;0.8;0.86;13.83;13.34;;;;;;;;;
559;Koude slibgisting totaal;2007;0.93;0.86;15.31;14.05;;;;;;;;;
560;Koude slibgisting totaal;2008;1.1;0.93;17.95;15.37;;;;;;;;;
561;Koude slibgisting totaal;2009;0.96;0.95;15.63;15.78;;;;;;;;;
562;Koude slibgisting totaal;2010;1.06;1.0;16.99;16.16;;;;;;;;;
563;Koude slibgisting totaal;2011;0.87;0.99;12.71;13.53;;;;;;;;;
564;Koude slibgisting totaal;2012;1.19;1.08;21.28;19.92;;;;;;;;;
