ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;TotaleOppervlakte_4;TotaalVerkeersterrein_5;Spoorterrein_6;Wegverkeersterrein_7;Vliegveld_8;TotaalBebouwdTerrein_9;Woonterrein_10;TerreinVoorDetailhandelEnHoreca_11;TerreinVoorOpenbareVoorzieningen_12;TerreinVoorSociaalCultureleVoorz_13;Bedrijventerrein_14;TotaalSemiBebouwdTerrein_15;Stortplaats_16;Wrakkenopslagplaats_17;Begraafplaats_18;Delfstofwinplaats_19;Bouwterrein_20;SemiVerhardOverigTerrein_21;TotaalRecreatieterrein_22;ParkEnPlantsoen_23;Sportterrein_24;Volkstuin_25;DagrecreatiefTerrein_26;VerblijfsrecreatiefTerrein_27;TotaalAgrarischTerrein_28;TerreinVoorGlastuinbouw_29;OverigAgrarischTerrein_30;TotaalBosEnOpenNatuurlijkTerrein_31;Bos_32;OpenDroogNatuurlijkTerrein_33;OpenNatNatuurlijkTerrein_34;TotaalBinnenwater_35;IJsselmeerMarkermeer_36;AfgeslotenZeearm_37;RijnEnMaas_38;Randmeer_39;Spaarbekken_40;RecreatiefBinnenwater_41;BinnenwaterVoorDelfstofwinning_42;VloeiEnOfSlibveld_43;OverigBinnenwater_44;TotaalBuitenwater_45;WaddenzeeEemsDollard_46;Oosterschelde_47;Westerschelde_48;Noordzee_49
6877;Snijdelwijk;Boskoop                                 ;Buurt     ;BU04990001;125;8;2;6;0;77;76;0;1;1;0;0;0;0;0;0;0;0;7;5;1;1;0;0;23;0;23;0;0;0;0;10;;;;;0;0;0;0;10;;;;;
6878;Otweg en Rijneveld;Boskoop                                 ;Buurt     ;BU04990002;161;13;2;11;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;0;119;2;2;0;0;25;;;;;0;0;0;0;25;;;;;
6879;Verspr.h. in polder Nesse en Rijneveld;Boskoop                                 ;Buurt     ;BU04990008;334;16;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;13;286;0;0;0;0;19;;;;;0;0;0;0;19;;;;;
6880;Verspr.h. Spoelwijk en polder Middelburg;Boskoop                                 ;Buurt     ;BU04990009;345;7;0;7;0;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;317;10;306;0;0;0;0;14;;;;;0;0;0;0;14;;;;;
6881;Brielle;Brielle                                 ;Gemeente  ;GM0501    ;3114;145;0;145;0;298;212;10;0;20;56;56;0;0;7;25;22;2;305;44;72;11;133;45;1889;159;1730;61;49;0;12;360;;;;;0;7;31;0;322;;;;;
6882;Wijk 00 Brielle;Brielle                                 ;Wijk      ;WK050100  ;891;37;0;37;0;216;171;7;0;18;19;17;0;0;6;0;11;1;140;29;51;6;44;10;358;47;312;7;7;0;0;116;;;;;0;4;0;0;112;;;;;
6883;Brielle;Brielle                                 ;Buurt     ;BU05010000;99;9;0;9;0;45;38;6;0;1;0;0;0;0;0;0;0;0;18;16;0;1;0;0;5;0;5;0;0;0;0;22;;;;;0;0;0;0;22;;;;;
6884;Spuilaan en omgeving;Brielle                                 ;Buurt     ;BU05010001;29;2;0;2;0;23;15;0;0;5;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6885;De Kapel en omgeving;Brielle                                 ;Buurt     ;BU05010002;40;1;0;1;0;32;21;1;0;1;9;1;0;0;0;0;1;0;3;1;1;0;0;0;2;0;2;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6886;Rugge;Brielle                                 ;Buurt     ;BU05010003;59;2;0;2;0;40;32;0;0;6;2;1;0;0;1;0;0;0;8;5;1;2;0;0;7;0;7;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6887;Noord Meeuwenoord;Brielle                                 ;Buurt     ;BU05010004;82;4;0;4;0;9;9;0;0;0;0;1;0;0;0;0;1;0;26;3;10;0;6;6;5;0;5;0;0;0;0;36;;;;;0;4;0;0;33;;;;;
6888;Kleine Goote;Brielle                                 ;Buurt     ;BU05010005;21;1;0;1;0;19;19;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6889;Nieuwland;Brielle                                 ;Buurt     ;BU05010006;54;1;0;1;0;43;35;0;0;4;4;8;0;0;0;0;8;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6890;Verspreide huizen;Brielle                                 ;Buurt     ;BU05010009;508;17;0;17;0;5;1;0;0;1;2;4;0;0;3;0;0;1;83;2;36;3;37;4;337;47;290;7;7;0;0;55;;;;;0;0;0;0;55;;;;;
6891;Wijk 01 Vierpolders;Brielle                                 ;Wijk      ;WK050101  ;1037;54;0;54;0;49;15;3;0;0;32;12;0;0;1;0;11;0;43;15;16;1;3;8;827;112;715;5;5;0;0;46;;;;;0;0;0;0;46;;;;;
6892;Vierpolders;Brielle                                 ;Buurt     ;BU05010100;113;5;0;5;0;20;15;1;0;0;4;1;0;0;1;0;1;0;5;0;4;1;0;0;80;10;70;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6893;Verspreide huizen;Brielle                                 ;Buurt     ;BU05010109;925;49;0;49;0;29;0;2;0;0;28;11;0;0;0;0;11;0;38;15;12;0;3;8;747;101;645;5;5;0;0;45;;;;;0;0;0;0;45;;;;;
6894;Wijk 02 Zwartewaal;Brielle                                 ;Wijk      ;WK050102  ;952;39;0;39;0;33;26;0;0;2;5;25;0;0;0;25;0;0;62;0;4;4;47;7;688;1;687;19;6;0;12;87;;;;;0;3;31;0;53;;;;;
6895;Zwartewaal;Brielle                                 ;Buurt     ;BU05010200;21;1;0;1;0;10;7;0;0;2;2;0;0;0;0;0;0;0;1;0;0;1;0;0;6;0;6;2;2;0;0;0;;;;;0;0;0;0;0;;;;;
6896;Tuindorp-Hofstede;Brielle                                 ;Buurt     ;BU05010201;30;2;0;2;0;15;15;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;6;0;6;2;2;0;0;4;;;;;0;0;0;0;4;;;;;
6897;Zalmlaan;Brielle                                 ;Buurt     ;BU05010202;17;0;0;0;0;5;4;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;3;0;3;0;3;0;0;0;0;6;;;;;0;0;0;0;6;;;;;
6898;Verspreide huizen;Brielle                                 ;Buurt     ;BU05010209;884;35;0;35;0;3;0;0;0;0;3;25;0;0;0;25;0;0;55;0;4;0;44;7;673;1;672;15;3;0;12;77;;;;;0;3;31;0;43;;;;;
6899;Wijk 03 Recreatiestrook Brielse Maas;Brielle                                 ;Wijk      ;WK050103  ;233;15;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;1;60;0;1;0;39;20;16;0;16;30;30;0;0;112;;;;;0;1;0;0;111;;;;;
6900;Recreatiestrook Brielse Maas;Brielle                                 ;Buurt     ;BU05010300;233;15;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;1;60;0;1;0;39;20;16;0;16;30;30;0;0;112;;;;;0;1;0;0;111;;;;;
6901;Capelle aan den IJssel;Capelle aan den IJssel                  ;Gemeente  ;GM0502    ;1540;109;5;104;0;949;681;18;30;33;186;31;0;0;6;0;24;0;268;145;107;12;5;0;64;0;64;1;1;0;0;118;;;5.0;;0;18;0;0;95;;;;;
6902;Wijk 01 Capelle-West en 's-Gravenland;Capelle aan den IJssel                  ;Wijk      ;WK050201  ;185;7;0;7;0;141;112;0;0;4;25;0;0;0;0;0;0;0;15;13;0;1;0;0;2;0;2;0;0;0;0;20;;;5.0;;0;0;0;0;15;;;;;
6903;IJsseldijk;Capelle aan den IJssel                  ;Buurt     ;BU05020100;17;1;0;1;0;8;0;0;0;0;8;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;6;;;5.0;;0;0;0;0;2;;;;;
6904;Redebuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020101;17;1;0;1;0;15;15;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6905;Industrieterrein-West;Capelle aan den IJssel                  ;Buurt     ;BU05020102;20;1;0;1;0;13;1;0;0;0;12;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6906;Zeeheldenbuurt-West;Capelle aan den IJssel                  ;Buurt     ;BU05020103;22;1;0;1;0;15;12;0;0;0;4;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
6907;Zeeheldenbuurt-Oost;Capelle aan den IJssel                  ;Buurt     ;BU05020104;18;1;0;1;0;4;3;0;0;0;1;0;0;0;0;0;0;0;5;5;0;0;0;0;2;0;2;0;0;0;0;6;;;;;0;0;0;0;6;;;;;
6908;Chopin-buurt;Capelle aan den IJssel                  ;Buurt     ;BU05020105;15;1;0;1;0;14;10;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6909;Bizet-buurt;Capelle aan den IJssel                  ;Buurt     ;BU05020106;16;0;0;0;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6910;Paganini-buurt;Capelle aan den IJssel                  ;Buurt     ;BU05020107;18;0;0;0;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6911;Rossini-buurt;Capelle aan den IJssel                  ;Buurt     ;BU05020108;11;1;0;1;0;10;10;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6912;Puccini-buurt;Capelle aan den IJssel                  ;Buurt     ;BU05020109;30;0;0;0;0;28;28;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6913;Wijk 02 Middelwatering-West;Capelle aan den IJssel                  ;Wijk      ;WK050202  ;196;13;0;13;0;96;86;2;2;7;0;0;0;0;0;0;0;0;35;18;13;5;0;0;34;0;34;0;0;0;0;17;;;;;0;3;0;0;14;;;;;
6914;'s-Gravenweg en Alexanderlaan;Capelle aan den IJssel                  ;Buurt     ;BU05020201;41;3;0;3;0;7;7;0;0;0;0;0;0;0;0;0;0;0;8;3;0;5;0;0;22;0;22;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6915;'s-Gravenpark;Capelle aan den IJssel                  ;Buurt     ;BU05020202;19;1;0;1;0;6;6;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;11;0;11;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6916;Reviusbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020203;19;3;0;3;0;5;5;0;0;0;0;0;0;0;0;0;0;0;7;3;4;0;0;0;0;0;0;0;0;0;0;3;;;;;0;2;0;0;1;;;;;
6917;Dichtersbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020204;34;2;0;2;0;27;24;0;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6918;Merelbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020205;23;1;0;1;0;19;15;0;0;4;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6919;Schildersbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020206;10;0;0;0;0;9;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6920;Valeriusbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020207;26;3;0;3;0;5;5;0;0;0;0;0;0;0;0;0;0;0;12;6;6;0;0;0;0;0;0;0;0;0;0;5;;;;;0;1;0;0;4;;;;;
6921;Rozenburcht;Capelle aan den IJssel                  ;Buurt     ;BU05020208;11;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6922;Oude plaats;Capelle aan den IJssel                  ;Buurt     ;BU05020209;14;0;0;0;0;9;8;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6923;Wijk 03 Middelwatering-Oost;Capelle aan den IJssel                  ;Wijk      ;WK050203  ;159;8;0;8;0;105;70;8;7;13;8;0;0;0;0;0;0;0;21;3;18;0;0;0;13;0;13;0;0;0;0;13;;;;;0;0;0;0;13;;;;;
6924;Stationsbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020301;37;1;0;1;0;6;0;0;0;2;4;0;0;0;0;0;0;0;18;0;18;0;0;0;12;0;12;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6925;Hovenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020302;24;2;0;2;0;21;19;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6926;Koperwiek;Capelle aan den IJssel                  ;Buurt     ;BU05020303;18;0;0;0;0;17;5;7;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6927;Meeuwenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020304;15;1;0;1;0;12;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6928;Alkenoord;Capelle aan den IJssel                  ;Buurt     ;BU05020305;13;1;0;1;0;11;5;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6929;Vuykterrein;Capelle aan den IJssel                  ;Buurt     ;BU05020306;16;1;0;1;0;9;5;0;0;0;4;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
6930;Oude Kern;Capelle aan den IJssel                  ;Buurt     ;BU05020307;16;0;0;0;0;11;7;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;5;;;;;0;0;0;0;5;;;;;
6931;Kievitlaan;Capelle aan den IJssel                  ;Buurt     ;BU05020308;21;2;0;2;0;18;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6932;Wijk 04 Oostgaarde-Zuid;Capelle aan den IJssel                  ;Wijk      ;WK050204  ;162;10;0;10;0;94;83;3;5;1;2;0;0;0;0;0;0;0;25;12;13;0;0;0;5;0;5;0;0;0;0;28;;;;;0;3;0;0;25;;;;;
6933;De Baronie;Capelle aan den IJssel                  ;Buurt     ;BU05020401;11;1;0;1;0;7;7;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6934;Diepenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020402;14;1;0;1;0;11;5;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6935;Dalenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020403;22;1;0;1;0;19;19;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6936;Sportpark Couwenhoek;Capelle aan den IJssel                  ;Buurt     ;BU05020404;15;2;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;12;2;10;0;0;0;0;0;0;0;0;0;0;1;;;;;0;1;0;0;0;;;;;
6937;Eilandenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020405;15;0;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6938;Waardenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020406;17;1;0;1;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6939;AWZI Oostgaarde;Capelle aan den IJssel                  ;Buurt     ;BU05020407;16;1;0;1;0;5;0;0;5;0;0;0;0;0;0;0;0;0;4;1;3;0;0;0;2;0;2;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6940;Baaienbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020408;18;2;0;2;0;13;13;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6941;Paradijssel;Capelle aan den IJssel                  ;Buurt     ;BU05020409;34;1;0;1;0;13;13;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;15;;;;;0;2;0;0;14;;;;;
6942;Wijk 05 Oostgaarde-Noord;Capelle aan den IJssel                  ;Wijk      ;WK050205  ;117;8;0;8;0;56;43;2;0;1;10;1;0;0;0;0;1;0;38;7;26;0;5;0;7;0;7;1;1;0;0;5;;;;;0;0;0;0;5;;;;;
6943;Beemster en Purmerhoek;Capelle aan den IJssel                  ;Buurt     ;BU05020501;11;2;0;2;0;8;8;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6944;Schermerhoek;Capelle aan den IJssel                  ;Buurt     ;BU05020502;7;1;0;1;0;6;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6945;Wormerhoek;Capelle aan den IJssel                  ;Buurt     ;BU05020503;6;1;0;1;0;4;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6946;Scandinavischebuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020504;15;1;0;1;0;11;9;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6947;Amerikaansebuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020505;9;1;0;1;0;7;5;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6948;Bergenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020506;12;1;0;1;0;10;10;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6949;Molukkenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020507;13;0;0;0;0;7;7;0;0;0;0;1;0;0;0;0;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6950;Klaverweide;Capelle aan den IJssel                  ;Buurt     ;BU05020508;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;10;0;2;0;3;0;3;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
6951;Klinkert;Capelle aan den IJssel                  ;Buurt     ;BU05020509;27;1;0;1;0;3;0;2;0;0;1;0;0;0;0;0;0;0;18;0;15;0;3;0;4;0;4;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6952;Wijk 06 Schenkel;Capelle aan den IJssel                  ;Wijk      ;WK050206  ;116;4;0;4;0;72;65;0;0;7;0;0;0;0;0;0;0;0;31;0;31;0;0;0;0;0;0;0;0;0;0;9;;;;;0;1;0;0;8;;;;;
6953;Molenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020601;30;1;0;1;0;22;15;0;0;7;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6954;Florabuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020602;15;0;0;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6955;Bloemenbuurt-West;Capelle aan den IJssel                  ;Buurt     ;BU05020603;20;0;0;0;0;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6956;Bloemenbuurt-Oost;Capelle aan den IJssel                  ;Buurt     ;BU05020604;9;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6957;Akker- en Haagwinde;Capelle aan den IJssel                  ;Buurt     ;BU05020605;13;1;0;1;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6958;Sportpark Schenkel;Capelle aan den IJssel                  ;Buurt     ;BU05020606;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;27;0;0;0;0;0;0;0;0;0;0;1;;;;;0;1;0;0;0;;;;;
6959;Wijk 07 Schollevaar-Zuid;Capelle aan den IJssel                  ;Wijk      ;WK050207  ;290;12;0;12;0;157;155;2;0;0;0;4;0;0;0;0;4;0;93;83;5;6;0;0;3;0;3;0;0;0;0;20;;;;;0;11;0;0;9;;;;;
6960;Dansenbuurt-Noord;Capelle aan den IJssel                  ;Buurt     ;BU05020700;19;2;0;2;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6961;Burgenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020701;15;1;0;1;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6962;Dansenbuurt-Zuid;Capelle aan den IJssel                  ;Buurt     ;BU05020702;13;1;0;1;0;9;9;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6963;Ervenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020703;27;1;0;1;0;25;25;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6964;Stadsdeelpark;Capelle aan den IJssel                  ;Buurt     ;BU05020704;136;5;0;5;0;22;22;0;0;0;0;4;0;0;0;0;4;0;83;72;5;6;0;0;3;0;3;0;0;0;0;18;;;;;0;10;0;0;8;;;;;
6965;Instrumentenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020705;13;0;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6966;Kunstenaarsbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020706;17;0;0;0;0;12;11;2;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6967;Operabuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020707;18;0;0;0;0;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6968;Gebouwenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020708;15;0;0;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6969;Schildersvormenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020709;17;1;0;1;0;14;14;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;1;0;0;0;;;;;
6970;Wijk 08 Schollevaar-Noord en Hoofdweg;Capelle aan den IJssel                  ;Wijk      ;WK050208  ;187;29;5;23;0;136;39;2;0;0;95;10;0;0;6;0;4;0;7;6;1;0;0;0;0;0;0;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
6971;Hoofdweg Sector E en F;Capelle aan den IJssel                  ;Buurt     ;BU05020800;16;0;0;0;0;15;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6972;Hoofdweg Sector A;Capelle aan den IJssel                  ;Buurt     ;BU05020801;42;12;1;10;0;29;1;2;0;0;25;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6973;Hoofdweg Sector B;Capelle aan den IJssel                  ;Buurt     ;BU05020802;13;2;0;2;0;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6974;Hoofdweg Sector C;Capelle aan den IJssel                  ;Buurt     ;BU05020803;19;2;0;2;0;14;0;0;0;0;14;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6975;Hoofdweg Sector D;Capelle aan den IJssel                  ;Buurt     ;BU05020804;23;4;0;4;0;16;0;0;0;0;16;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6976;Hoofdweg Sector G;Capelle aan den IJssel                  ;Buurt     ;BU05020805;17;2;0;2;0;11;0;0;0;0;11;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6977;Sporenbuurt-West;Capelle aan den IJssel                  ;Buurt     ;BU05020806;14;2;2;0;0;11;9;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6978;Sporenbuurt-Oost;Capelle aan den IJssel                  ;Buurt     ;BU05020807;18;1;0;1;0;14;14;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6979;Tuinenbuurt;Capelle aan den IJssel                  ;Buurt     ;BU05020808;18;1;1;0;0;9;9;0;0;0;1;6;0;0;6;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6980;Kunstenaarsbuurt-Noord;Capelle aan den IJssel                  ;Buurt     ;BU05020809;8;1;1;1;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6981;Wijk 09 Rivium en Fascinatio;Capelle aan den IJssel                  ;Wijk      ;WK050209  ;130;19;0;19;0;92;28;0;15;0;48;14;0;0;0;0;14;0;2;2;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;0;0;0;2;;;;;
6982;Fascinatio West;Capelle aan den IJssel                  ;Buurt     ;BU05020901;29;5;0;5;0;18;12;0;0;0;5;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6983;Fascinatio Oost;Capelle aan den IJssel                  ;Buurt     ;BU05020902;25;3;0;3;0;17;13;0;0;0;4;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
