ID;Regions;Periods;TotalProducedByWaterCompanies_1;TotalDrinkingWater_2;ActualGroundwater_3;DuneWater_4;SurfaceWaterDirectlyProcessed_5;InfiltrationWater_6;SurfaceWaterSemiFiltrate_7;ProducedByOthers_8;Use_9
271;Groningen;2000 December;4.712;3.998;3.437;0.0;0.321;0.24;0.714;0.0;4.517
272;Groningen;2000;56.619;47.221;41.086;0.0;3.238;2.897;9.398;0.0;54.362
273;Groningen;2001 January;5.219;4.043;3.468;0.0;0.298;0.277;1.176;0.0;4.986
274;Groningen;2001 February;4.709;3.698;3.16;0.0;0.279;0.259;1.011;0.0;4.504
275;Groningen;2001 March;5.116;4.09;3.549;0.0;0.281;0.26;1.026;0.0;4.886
276;Groningen;2001 April;4.639;4.032;3.546;0.0;0.247;0.239;0.607;0.0;4.429
277;Groningen;2001 May;4.956;4.29;3.743;0.0;0.307;0.24;0.666;0.0;4.74
278;Groningen;2001 June;4.647;3.947;3.374;0.0;0.341;0.232;0.7;0.0;4.441
279;Groningen;2001 July;4.657;3.954;3.4;0.0;0.33;0.224;0.703;0.0;4.441
280;Groningen;2001 August;4.716;4.026;3.437;0.0;0.349;0.24;0.69;0.0;4.513
281;Groningen;2001 September;4.434;3.833;3.257;0.0;0.344;0.232;0.601;0.0;4.255
282;Groningen;2001 October;4.787;4.187;3.639;0.0;0.308;0.24;0.6;0.0;4.605
283;Groningen;2001 November;4.731;3.946;3.506;0.0;0.208;0.232;0.785;0.0;4.554
284;Groningen;2001 December;4.45;3.761;3.227;0.0;0.302;0.232;0.689;0.0;4.269
285;Groningen;2001;57.061;47.807;41.306;0.0;3.594;2.907;9.254;0.0;54.623
286;Groningen;2002 January;4.965;3.877;3.322;0.0;0.315;0.24;1.088;0.0;4.783
287;Groningen;2002 February;4.453;3.525;3.027;0.0;0.282;0.216;0.928;0.0;4.294
288;Groningen;2002 March;5.15;4.071;3.498;0.0;0.335;0.238;1.079;0.0;4.963
289;Groningen;2002 April;4.7;4.101;3.527;0.0;0.343;0.231;0.599;0.0;4.513
290;Groningen;2002 May;4.726;4.075;3.504;0.0;0.347;0.224;0.651;0.0;4.534
291;Groningen;2002 June;4.619;3.939;3.367;0.0;0.364;0.208;0.68;0.0;4.431
292;Groningen;2002 July;4.483;3.794;3.166;0.0;0.388;0.24;0.689;0.0;4.303
293;Groningen;2002 August;4.752;4.11;3.503;0.0;0.368;0.239;0.642;0.0;4.556
294;Groningen;2002 September;4.699;4.067;3.496;0.0;0.339;0.232;0.632;0.0;4.519
295;Groningen;2002 October;4.76;4.185;3.592;0.0;0.351;0.242;0.575;0.0;4.578
296;Groningen;2002 November;4.701;3.916;3.464;0.0;0.331;0.121;0.785;0.0;4.526
297;Groningen;2002 December;4.664;3.973;3.4;0.0;0.324;0.249;0.691;0.0;4.482
298;Groningen;2002;56.672;47.633;40.866;0.0;4.087;2.68;9.039;0.0;54.482
299;Groningen;2003 January;5.111;4.044;3.907;0.0;0.068;0.069;1.067;0.0;4.818
300;Groningen;2003 February;4.524;3.637;3.475;0.0;0.053;0.109;0.887;0.0;4.361
301;Groningen;2003 March;5.186;4.085;3.904;0.0;0.08;0.101;1.101;0.0;4.995
302;Groningen;2003 April;4.744;4.135;3.6;0.0;0.294;0.241;0.609;0.0;4.528
303;Groningen;2003 May;4.791;4.13;3.618;0.0;0.328;0.184;0.661;0.0;4.601
304;Groningen;2003 June;4.735;4.134;3.565;0.0;0.327;0.242;0.601;0.0;4.542
305;Groningen;2003 July;5.515;4.836;4.247;0.0;0.339;0.25;0.679;0.0;5.324
306;Groningen;2003 August;5.354;4.718;4.129;0.0;0.34;0.249;0.636;0.0;5.108
307;Groningen;2003 September;4.518;3.919;3.352;0.0;0.325;0.242;0.599;0.0;4.338
308;Groningen;2003 October;4.629;4.064;3.511;0.0;0.319;0.234;0.565;0.0;4.445
309;Groningen;2003 November;4.587;3.886;3.497;0.0;0.3;0.089;0.701;0.0;4.413
310;Groningen;2003 December;4.593;3.91;3.373;0.0;0.33;0.207;0.683;0.0;4.421
311;Groningen;2003;58.287;49.498;44.178;0.0;3.103;2.217;8.789;0.0;55.894
312;Friesland;2000 January;3.859;3.859;3.821;0.038;0.0;0.0;0.0;0.0;3.866
313;Friesland;2000 February;3.63;3.63;3.597;0.033;0.0;0.0;0.0;0.0;3.635
314;Friesland;2000 March;3.958;3.958;3.916;0.042;0.0;0.0;0.0;0.0;3.967
315;Friesland;2000 April;3.951;3.951;3.899;0.052;0.0;0.0;0.0;0.0;3.957
316;Friesland;2000 May;4.06;4.06;3.989;0.071;0.0;0.0;0.0;0.0;4.067
317;Friesland;2000 June;3.899;3.899;3.828;0.071;0.0;0.0;0.0;0.0;3.905
318;Friesland;2000 July;3.993;3.993;3.905;0.088;0.0;0.0;0.0;0.0;4.0
319;Friesland;2000 August;3.902;3.902;3.806;0.096;0.0;0.0;0.0;0.0;3.908
320;Friesland;2000 September;3.746;3.746;3.694;0.04;0.0;0.012;0.0;0.0;3.753
321;Friesland;2000 October;3.895;3.895;3.851;0.044;0.0;0.0;0.0;0.0;3.901
322;Friesland;2000 November;3.833;3.833;3.796;0.037;0.0;0.0;0.0;0.0;3.839
323;Friesland;2000 December;3.879;3.879;3.838;0.041;0.0;0.0;0.0;0.0;3.885
324;Friesland;2000;46.605;46.605;45.94;0.653;0.0;0.012;0.0;0.0;46.683
325;Friesland;2001 January;3.87;3.87;3.834;0.036;0.0;0.0;0.0;0.0;3.877
326;Friesland;2001 February;3.527;3.527;3.497;0.03;0.0;0.0;0.0;0.0;3.53
327;Friesland;2001 March;3.929;3.929;3.885;0.044;0.0;0.0;0.0;0.0;3.933
328;Friesland;2001 April;3.959;3.959;3.905;0.054;0.0;0.0;0.0;0.0;3.964
329;Friesland;2001 May;4.116;4.116;4.05;0.066;0.0;0.0;0.0;0.0;4.118
330;Friesland;2001 June;3.873;3.873;3.804;0.069;0.0;0.0;0.0;0.0;3.876
331;Friesland;2001 July;4.068;4.068;3.97;0.098;0.0;0.0;0.0;0.0;4.071
332;Friesland;2001 August;3.954;3.954;3.859;0.095;0.0;0.0;0.0;0.0;3.957
333;Friesland;2001 September;3.805;3.805;3.739;0.054;0.0;0.012;0.0;0.0;3.809
334;Friesland;2001 October;3.943;3.943;3.888;0.055;0.0;0.0;0.0;0.0;3.947
335;Friesland;2001 November;3.757;3.757;3.722;0.035;0.0;0.0;0.0;0.0;3.762
336;Friesland;2001 December;3.786;3.786;3.746;0.04;0.0;0.0;0.0;0.0;3.79
337;Friesland;2001;46.587;46.587;45.899;0.676;0.0;0.012;0.0;0.0;46.634
338;Friesland;2002 January;3.777;3.777;3.743;0.034;0.0;0.0;0.0;0.0;3.778
339;Friesland;2002 February;3.436;3.436;3.401;0.035;0.0;0.0;0.0;0.0;3.439
340;Friesland;2002 March;3.899;3.899;3.853;0.046;0.0;0.0;0.0;0.0;3.902
341;Friesland;2002 April;3.837;3.837;3.787;0.05;0.0;0.0;0.0;0.0;3.84
342;Friesland;2002 May;3.895;3.895;3.826;0.069;0.0;0.0;0.0;0.0;3.897
343;Friesland;2002 June;3.834;3.834;3.763;0.071;0.0;0.0;0.0;0.0;3.835
344;Friesland;2002 July;3.771;3.771;3.675;0.096;0.0;0.0;0.0;0.0;3.771
345;Friesland;2002 August;4.087;4.087;3.991;0.096;0.0;0.0;0.0;0.0;4.09
346;Friesland;2002 September;3.72;3.72;3.665;0.055;0.0;0.0;0.0;0.0;3.724
347;Friesland;2002 October;3.86;3.86;3.804;0.056;0.0;0.0;0.0;0.0;3.864
348;Friesland;2002 November;3.787;3.787;3.759;0.028;0.0;0.0;0.0;0.0;3.785
349;Friesland;2002 December;3.852;3.852;3.811;0.041;0.0;0.0;0.0;0.0;3.856
350;Friesland;2002;45.755;45.755;45.078;0.677;0.0;0.0;0.0;0.0;45.781
351;Friesland;2003 January;3.852;3.852;3.811;0.041;0.0;0.0;0.0;0.0;3.85
352;Friesland;2003 February;3.438;3.438;3.404;0.034;0.0;0.0;0.0;0.0;3.446
353;Friesland;2003 March;4.019;4.019;3.975;0.044;0.0;0.0;0.0;0.0;4.024
354;Friesland;2003 April;4.198;4.198;4.147;0.051;0.0;0.0;0.0;0.0;4.199
355;Friesland;2003 May;3.949;3.949;3.882;0.067;0.0;0.0;0.0;0.0;3.951
356;Friesland;2003 June;4.035;4.035;3.962;0.073;0.0;0.0;0.0;0.0;4.033
357;Friesland;2003 July;3.986;3.986;3.885;0.101;0.0;0.0;0.0;0.0;3.987
358;Friesland;2003 August;4.554;4.554;4.456;0.098;0.0;0.0;0.0;0.0;4.554
359;Friesland;2003 September;3.895;3.895;3.841;0.054;0.0;0.0;0.0;0.0;3.897
360;Friesland;2003 October;3.897;3.897;3.841;0.056;0.0;0.0;0.0;0.0;3.9
361;Friesland;2003 November;3.794;3.794;3.758;0.036;0.0;0.0;0.0;0.0;3.795
362;Friesland;2003 December;3.838;3.838;3.797;0.041;0.0;0.0;0.0;0.0;3.839
363;Friesland;2003;47.455;47.455;46.759;0.696;0.0;0.0;0.0;0.0;47.475
364;Drenthe;2000 January;2.548;2.548;2.548;0.0;0.0;0.0;0.0;0.0;2.572
365;Drenthe;2000 February;2.409;2.409;2.409;0.0;0.0;0.0;0.0;0.0;2.576
366;Drenthe;2000 March;2.575;2.575;2.575;0.0;0.0;0.0;0.0;0.0;2.6
367;Drenthe;2000 April;2.617;2.617;2.617;0.0;0.0;0.0;0.0;0.0;2.651
368;Drenthe;2000 May;2.752;2.752;2.752;0.0;0.0;0.0;0.0;0.0;2.799
369;Drenthe;2000 June;2.673;2.673;2.673;0.0;0.0;0.0;0.0;0.0;2.711
370;Drenthe;2000 July;2.639;2.639;2.639;0.0;0.0;0.0;0.0;0.0;2.683
371;Drenthe;2000 August;2.543;2.543;2.543;0.0;0.0;0.0;0.0;0.0;2.585
372;Drenthe;2000 September;2.467;2.467;2.467;0.0;0.0;0.0;0.0;0.0;2.497
373;Drenthe;2000 October;2.478;2.478;2.478;0.0;0.0;0.0;0.0;0.0;2.489
374;Drenthe;2000 November;2.403;2.403;2.403;0.0;0.0;0.0;0.0;0.0;2.437
375;Drenthe;2000 December;2.457;2.457;2.457;0.0;0.0;0.0;0.0;0.0;2.497
376;Drenthe;2000;30.561;30.561;30.561;0.0;0.0;0.0;0.0;0.0;31.097
377;Drenthe;2001 January;2.4;2.4;2.4;0.0;0.0;0.0;0.0;0.0;2.475
378;Drenthe;2001 February;2.202;2.202;2.202;0.0;0.0;0.0;0.0;0.0;2.404
379;Drenthe;2001 March;2.438;2.438;2.438;0.0;0.0;0.0;0.0;0.0;2.515
380;Drenthe;2001 April;2.492;2.492;2.492;0.0;0.0;0.0;0.0;0.0;2.547
381;Drenthe;2001 May;2.788;2.788;2.788;0.0;0.0;0.0;0.0;0.0;2.841
382;Drenthe;2001 June;2.628;2.628;2.628;0.0;0.0;0.0;0.0;0.0;2.692
383;Drenthe;2001 July;2.713;2.713;2.713;0.0;0.0;0.0;0.0;0.0;2.77
384;Drenthe;2001 August;2.679;2.679;2.679;0.0;0.0;0.0;0.0;0.0;2.723
385;Drenthe;2001 September;2.424;2.424;2.424;0.0;0.0;0.0;0.0;0.0;2.452
386;Drenthe;2001 October;2.512;2.512;2.512;0.0;0.0;0.0;0.0;0.0;2.536
387;Drenthe;2001 November;2.394;2.394;2.394;0.0;0.0;0.0;0.0;0.0;2.409
388;Drenthe;2001 December;2.441;2.441;2.441;0.0;0.0;0.0;0.0;0.0;2.467
389;Drenthe;2001;30.111;30.111;30.111;0.0;0.0;0.0;0.0;0.0;30.831
390;Drenthe;2002 January;2.428;2.428;2.428;0.0;0.0;0.0;0.0;0.0;2.454
391;Drenthe;2002 February;2.193;2.193;2.193;0.0;0.0;0.0;0.0;0.0;2.349
392;Drenthe;2002 March;2.537;2.537;2.537;0.0;0.0;0.0;0.0;0.0;2.574
393;Drenthe;2002 April;2.543;2.543;2.543;0.0;0.0;0.0;0.0;0.0;2.575
394;Drenthe;2002 May;2.62;2.62;2.62;0.0;0.0;0.0;0.0;0.0;2.654
395;Drenthe;2002 June;2.566;2.566;2.566;0.0;0.0;0.0;0.0;0.0;2.602
396;Drenthe;2002 July;2.546;2.546;2.546;0.0;0.0;0.0;0.0;0.0;2.575
397;Drenthe;2002 August;2.685;2.685;2.685;0.0;0.0;0.0;0.0;0.0;2.707
398;Drenthe;2002 September;2.515;2.515;2.515;0.0;0.0;0.0;0.0;0.0;2.537
399;Drenthe;2002 October;2.513;2.513;2.513;0.0;0.0;0.0;0.0;0.0;2.528
400;Drenthe;2002 November;2.414;2.414;2.414;0.0;0.0;0.0;0.0;0.0;2.429
401;Drenthe;2002 December;2.474;2.474;2.474;0.0;0.0;0.0;0.0;0.0;2.49
402;Drenthe;2002;30.034;30.034;30.034;0.0;0.0;0.0;0.0;0.0;30.474
403;Drenthe;2003 January;2.466;2.466;2.466;0.0;0.0;0.0;0.0;0.0;2.6
404;Drenthe;2003 February;2.208;2.208;2.208;0.0;0.0;0.0;0.0;0.0;2.221
405;Drenthe;2003 March;2.524;2.524;2.524;0.0;0.0;0.0;0.0;0.0;2.55
406;Drenthe;2003 April;2.617;2.617;2.617;0.0;0.0;0.0;0.0;0.0;2.668
407;Drenthe;2003 May;2.503;2.503;2.503;0.0;0.0;0.0;0.0;0.0;2.533
408;Drenthe;2003 June;2.714;2.714;2.714;0.0;0.0;0.0;0.0;0.0;2.753
409;Drenthe;2003 July;2.629;2.629;2.629;0.0;0.0;0.0;0.0;0.0;2.663
410;Drenthe;2003 August;3.186;3.186;3.186;0.0;0.0;0.0;0.0;0.0;3.255
411;Drenthe;2003 September;2.471;2.471;2.471;0.0;0.0;0.0;0.0;0.0;2.498
412;Drenthe;2003 October;2.466;2.466;2.466;0.0;0.0;0.0;0.0;0.0;2.494
413;Drenthe;2003 November;2.381;2.381;2.381;0.0;0.0;0.0;0.0;0.0;2.404
414;Drenthe;2003 December;2.434;2.434;2.434;0.0;0.0;0.0;0.0;0.0;2.452
415;Drenthe;2003;30.599;30.599;30.599;0.0;0.0;0.0;0.0;0.0;31.091
416;Overijssel;2000 January;6.315;6.307;5.363;0.0;0.102;0.842;0.008;0.0;6.676
417;Overijssel;2000 February;5.982;5.982;5.014;0.0;0.071;0.897;0.0;0.0;6.189
418;Overijssel;2000 March;6.463;6.463;5.382;0.0;0.134;0.947;0.0;0.0;6.839
419;Overijssel;2000 April;6.49;6.49;5.534;0.0;0.136;0.82;0.0;0.0;6.86
420;Overijssel;2000 May;6.908;6.908;5.591;0.0;0.143;1.174;0.0;0.0;7.291
421;Overijssel;2000 June;6.638;6.638;5.36;0.0;0.13;1.148;0.0;0.0;7.042
422;Overijssel;2000 July;6.473;6.473;5.158;0.0;0.119;1.196;0.0;0.0;6.835
423;Overijssel;2000 August;6.216;6.216;5.048;0.0;0.094;1.074;0.0;0.0;6.552
424;Overijssel;2000 September;6.3;6.3;5.113;0.0;0.123;1.064;0.0;0.0;6.647
425;Overijssel;2000 October;6.455;6.455;5.058;0.0;0.131;1.266;0.0;0.0;6.82
426;Overijssel;2000 November;6.21;6.21;5.019;0.0;0.125;1.066;0.0;0.0;6.569
427;Overijssel;2000 December;6.219;6.219;5.099;0.0;0.105;1.015;0.0;0.0;6.584
428;Overijssel;2000;76.669;76.661;62.739;0.0;1.413;12.509;0.008;0.0;80.904
429;Overijssel;2001 January;6.206;6.198;5.11;0.0;0.138;0.95;0.008;0.0;6.575
430;Overijssel;2001 February;5.65;5.65;4.719;0.0;0.126;0.805;0.0;0.0;5.844
431;Overijssel;2001 March;6.378;6.378;5.255;0.0;0.111;1.012;0.0;0.0;6.742
432;Overijssel;2001 April;6.291;6.291;5.236;0.0;0.052;1.003;0.0;0.0;6.659
433;Overijssel;2001 May;6.917;6.917;5.534;0.0;0.123;1.26;0.0;0.0;7.309
434;Overijssel;2001 June;6.596;6.596;5.26;0.0;0.131;1.205;0.0;0.0;6.934
435;Overijssel;2001 July;6.375;6.375;4.982;0.0;0.128;1.265;0.0;0.0;6.725
436;Overijssel;2001 August;6.359;6.359;4.867;0.0;0.128;1.364;0.0;0.0;6.704
437;Overijssel;2001 September;6.092;6.092;4.994;0.0;0.122;0.976;0.0;0.0;6.434
438;Overijssel;2001 October;6.366;6.366;5.239;0.0;0.137;0.99;0.0;0.0;6.723
439;Overijssel;2001 November;6.128;6.128;5.102;0.0;0.141;0.885;0.0;0.0;6.48
440;Overijssel;2001 December;6.22;6.22;5.17;0.0;0.14;0.91;0.0;0.0;6.572
441;Overijssel;2001;75.578;75.57;61.468;0.0;1.477;12.625;0.008;0.0;79.701
442;Overijssel;2002 January;6.22;6.212;5.153;0.0;0.132;0.927;0.008;0.0;6.575
443;Overijssel;2002 February;5.604;5.604;4.652;0.0;0.131;0.821;0.0;0.0;5.776
444;Overijssel;2002 March;6.392;6.392;5.025;0.0;0.137;1.23;0.0;0.0;6.744
445;Overijssel;2002 April;6.371;6.371;5.1;0.0;0.126;1.145;0.0;0.0;6.728
446;Overijssel;2002 May;6.488;6.488;5.213;0.0;0.125;1.15;0.0;0.0;6.85
447;Overijssel;2002 June;6.431;6.431;5.059;0.0;0.124;1.248;0.0;0.0;6.785
448;Overijssel;2002 July;5.953;5.953;4.822;0.0;0.102;1.029;0.0;0.0;6.287
449;Overijssel;2002 August;6.527;6.527;5.176;0.0;0.118;1.233;0.0;0.0;6.896
450;Overijssel;2002 September;6.145;6.145;4.885;0.0;0.105;1.155;0.0;0.0;6.494
451;Overijssel;2002 October;6.297;6.297;4.991;0.0;0.092;1.214;0.0;0.0;6.654
452;Overijssel;2002 November;6.071;6.071;5.159;0.0;0.012;0.9;0.0;0.0;6.432
453;Overijssel;2002 December;6.147;6.147;4.915;0.0;0.054;1.178;0.0;0.0;6.511
454;Overijssel;2002;74.646;74.638;60.15;0.0;1.258;13.23;0.008;0.0;78.732
455;Overijssel;2003 January;6.173;6.165;5.221;0.0;0.051;0.893;0.008;0.0;6.543
456;Overijssel;2003 February;5.583;5.583;4.521;0.0;0.057;1.005;0.0;0.0;5.914
457;Overijssel;2003 March;6.344;6.344;5.232;0.0;0.095;1.017;0.0;0.0;6.715
458;Overijssel;2003 April;6.365;6.365;5.176;0.0;0.107;1.082;0.0;0.0;6.733
459;Overijssel;2003 May;6.416;6.416;5.177;0.0;0.101;1.138;0.0;0.0;6.784
460;Overijssel;2003 June;6.59;6.59;5.286;0.0;0.119;1.185;0.0;0.0;6.95
461;Overijssel;2003 July;6.22;6.22;4.942;0.0;0.123;1.155;0.0;0.0;6.563
462;Overijssel;2003 August;7.517;7.517;6.776;0.0;0.089;0.652;0.0;0.0;7.908
463;Overijssel;2003 September;6.211;6.211;5.454;0.0;0.0;0.757;0.0;0.0;6.538
464;Overijssel;2003 October;6.296;6.296;6.093;0.0;0.0;0.203;0.0;0.0;6.62
465;Overijssel;2003 November;6.038;6.038;5.86;0.0;0.0;0.178;0.0;0.0;6.363
466;Overijssel;2003 December;6.126;6.126;5.224;0.0;0.0;0.902;0.0;0.0;6.474
467;Overijssel;2003;75.879;75.871;64.962;0.0;0.742;10.167;0.008;0.0;80.105
468;Flevoland;2000 January;1.521;1.521;1.521;0.0;0.0;0.0;0.0;0.0;1.521
469;Flevoland;2000 February;1.423;1.423;1.423;0.0;0.0;0.0;0.0;0.0;1.423
470;Flevoland;2000 March;1.523;1.523;1.523;0.0;0.0;0.0;0.0;0.0;1.523
471;Flevoland;2000 April;1.58;1.58;1.58;0.0;0.0;0.0;0.0;0.0;1.58
472;Flevoland;2000 May;1.576;1.576;1.576;0.0;0.0;0.0;0.0;0.0;1.576
473;Flevoland;2000 June;1.537;1.537;1.537;0.0;0.0;0.0;0.0;0.0;1.537
474;Flevoland;2000 July;1.56;1.56;1.56;0.0;0.0;0.0;0.0;0.0;1.56
475;Flevoland;2000 August;1.419;1.419;1.419;0.0;0.0;0.0;0.0;0.0;1.419
476;Flevoland;2000 September;1.609;1.609;1.609;0.0;0.0;0.0;0.0;0.0;1.609
477;Flevoland;2000 October;1.52;1.52;1.52;0.0;0.0;0.0;0.0;0.0;1.52
478;Flevoland;2000 November;1.426;1.426;1.426;0.0;0.0;0.0;0.0;0.0;1.426
479;Flevoland;2000 December;1.608;1.608;1.608;0.0;0.0;0.0;0.0;0.0;1.608
480;Flevoland;2000;18.302;18.302;18.302;0.0;0.0;0.0;0.0;0.0;18.302
481;Flevoland;2001 January;1.47;1.47;1.47;0.0;0.0;0.0;0.0;0.0;1.47
482;Flevoland;2001 February;1.396;1.396;1.396;0.0;0.0;0.0;0.0;0.0;1.396
483;Flevoland;2001 March;1.638;1.638;1.638;0.0;0.0;0.0;0.0;0.0;1.638
484;Flevoland;2001 April;1.489;1.489;1.489;0.0;0.0;0.0;0.0;0.0;1.489
485;Flevoland;2001 May;1.587;1.587;1.587;0.0;0.0;0.0;0.0;0.0;1.587
486;Flevoland;2001 June;1.686;1.686;1.686;0.0;0.0;0.0;0.0;0.0;1.686
487;Flevoland;2001 July;1.498;1.498;1.498;0.0;0.0;0.0;0.0;0.0;1.498
488;Flevoland;2001 August;1.49;1.49;1.49;0.0;0.0;0.0;0.0;0.0;1.49
489;Flevoland;2001 September;1.537;1.537;1.537;0.0;0.0;0.0;0.0;0.0;1.537
490;Flevoland;2001 October;1.571;1.571;1.571;0.0;0.0;0.0;0.0;0.0;1.571
491;Flevoland;2001 November;1.473;1.473;1.473;0.0;0.0;0.0;0.0;0.0;1.473
492;Flevoland;2001 December;1.568;1.568;1.568;0.0;0.0;0.0;0.0;0.0;1.568
493;Flevoland;2001;18.403;18.403;18.403;0.0;0.0;0.0;0.0;0.0;18.403
494;Flevoland;2002 January;1.465;1.465;1.465;0.0;0.0;0.0;0.0;0.0;1.465
495;Flevoland;2002 February;1.359;1.359;1.359;0.0;0.0;0.0;0.0;0.0;1.359
496;Flevoland;2002 March;1.614;1.614;1.614;0.0;0.0;0.0;0.0;0.0;1.614
497;Flevoland;2002 April;1.528;1.528;1.528;0.0;0.0;0.0;0.0;0.0;1.528
498;Flevoland;2002 May;1.599;1.599;1.599;0.0;0.0;0.0;0.0;0.0;1.599
499;Flevoland;2002 June;1.635;1.635;1.635;0.0;0.0;0.0;0.0;0.0;1.635
500;Flevoland;2002 July;1.494;1.494;1.494;0.0;0.0;0.0;0.0;0.0;1.494
501;Flevoland;2002 August;1.676;1.676;1.676;0.0;0.0;0.0;0.0;0.0;1.676
502;Flevoland;2002 September;1.441;1.441;1.441;0.0;0.0;0.0;0.0;0.0;1.441
503;Flevoland;2002 October;1.535;1.535;1.535;0.0;0.0;0.0;0.0;0.0;1.535
504;Flevoland;2002 November;1.632;1.632;1.632;0.0;0.0;0.0;0.0;0.0;1.632
505;Flevoland;2002 December;1.547;1.547;1.547;0.0;0.0;0.0;0.0;0.0;1.547
506;Flevoland;2002;18.525;18.525;18.525;0.0;0.0;0.0;0.0;0.0;18.525
507;Flevoland;2003 January;1.825;1.825;1.825;0.0;0.0;0.0;0.0;0.0;1.825
508;Flevoland;2003 February;1.442;1.442;1.442;0.0;0.0;0.0;0.0;0.0;1.442
509;Flevoland;2003 March;1.697;1.697;1.697;0.0;0.0;0.0;0.0;0.0;1.697
510;Flevoland;2003 April;1.569;1.569;1.569;0.0;0.0;0.0;0.0;0.0;1.569
511;Flevoland;2003 May;1.849;1.849;1.849;0.0;0.0;0.0;0.0;0.0;1.849
512;Flevoland;2003 June;1.67;1.67;1.67;0.0;0.0;0.0;0.0;0.0;1.67
513;Flevoland;2003 July;1.591;1.591;1.591;0.0;0.0;0.0;0.0;0.0;1.591
514;Flevoland;2003 August;1.883;1.883;1.883;0.0;0.0;0.0;0.0;0.0;1.883
515;Flevoland;2003 September;1.588;1.588;1.588;0.0;0.0;0.0;0.0;0.0;1.588
516;Flevoland;2003 October;1.583;1.583;1.583;0.0;0.0;0.0;0.0;0.0;1.583
517;Flevoland;2003 November;1.585;1.585;1.585;0.0;0.0;0.0;0.0;0.0;1.585
518;Flevoland;2003 December;1.578;1.578;1.578;0.0;0.0;0.0;0.0;0.0;1.578
519;Flevoland;2003;19.86;19.86;19.86;0.0;0.0;0.0;0.0;0.0;19.86
520;Gelderland;2000 January;11.435;11.435;11.435;0.0;0.0;0.0;0.0;0.0;10.907
521;Gelderland;2000 February;10.869;10.869;10.869;0.0;0.0;0.0;0.0;0.0;10.367
522;Gelderland;2000 March;11.753;11.753;11.753;0.0;0.0;0.0;0.0;0.0;11.24
523;Gelderland;2000 April;11.823;11.823;11.823;0.0;0.0;0.0;0.0;0.0;11.28
524;Gelderland;2000 May;12.691;12.691;12.691;0.0;0.0;0.0;0.0;0.0;12.27
525;Gelderland;2000 June;12.527;12.527;12.527;0.0;0.0;0.0;0.0;0.0;12.064
526;Gelderland;2000 July;11.275;11.275;11.275;0.0;0.0;0.0;0.0;0.0;10.858
527;Gelderland;2000 August;11.914;11.914;11.914;0.0;0.0;0.0;0.0;0.0;11.507
528;Gelderland;2000 September;11.264;11.264;11.264;0.0;0.0;0.0;0.0;0.0;10.77
529;Gelderland;2000 October;11.478;11.478;11.478;0.0;0.0;0.0;0.0;0.0;10.957
530;Gelderland;2000 November;11.142;11.142;11.142;0.0;0.0;0.0;0.0;0.0;10.638
531;Gelderland;2000 December;11.417;11.417;11.417;0.0;0.0;0.0;0.0;0.0;10.9
532;Gelderland;2000;139.588;139.588;139.588;0.0;0.0;0.0;0.0;0.0;133.758
533;Gelderland;2001 January;11.28;11.28;11.28;0.0;0.0;0.0;0.0;0.146;10.909
534;Gelderland;2001 February;10.013;10.013;10.013;0.0;0.0;0.0;0.0;0.12;9.732
535;Gelderland;2001 March;11.196;11.196;11.196;0.0;0.0;0.0;0.0;0.145;10.825
536;Gelderland;2001 April;11.254;11.254;11.254;0.0;0.0;0.0;0.0;0.138;10.886
537;Gelderland;2001 May;12.3;12.3;12.3;0.0;0.0;0.0;0.0;0.17;11.93
538;Gelderland;2001 June;11.758;11.758;11.758;0.0;0.0;0.0;0.0;0.0;11.266
539;Gelderland;2001 July;11.808;11.808;11.808;0.0;0.0;0.0;0.0;0.151;11.468
540;Gelderland;2001 August;11.139;11.139;11.139;0.0;0.0;0.0;0.0;0.135;10.801
541;Gelderland;2001 September;10.869;10.869;10.869;0.0;0.0;0.0;0.0;0.115;10.506
542;Gelderland;2001 October;10.872;10.872;10.872;0.0;0.0;0.0;0.0;0.115;10.501
543;Gelderland;2001 November;10.654;10.654;10.654;0.0;0.0;0.0;0.0;0.107;10.292
544;Gelderland;2001 December;10.844;10.844;10.844;0.0;0.0;0.0;0.0;0.111;10.476
545;Gelderland;2001;133.987;133.987;133.987;0.0;0.0;0.0;0.0;1.453;129.592
546;Gelderland;2002 January;10.926;10.926;10.926;0.0;0.0;0.0;0.0;0.116;10.555
547;Gelderland;2002 February;9.902;9.902;9.902;0.0;0.0;0.0;0.0;0.134;9.611
548;Gelderland;2002 March;11.177;11.177;11.177;0.0;0.0;0.0;0.0;0.181;10.871
549;Gelderland;2002 April;11.202;11.202;11.202;0.0;0.0;0.0;0.0;0.176;10.89
550;Gelderland;2002 May;11.498;11.498;11.498;0.0;0.0;0.0;0.0;0.186;11.191
551;Gelderland;2002 June;11.412;11.412;11.412;0.0;0.0;0.0;0.0;0.182;11.108
552;Gelderland;2002 July;11.412;11.412;11.412;0.0;0.0;0.0;0.0;0.178;11.208
553;Gelderland;2002 August;11.31;11.31;11.31;0.0;0.0;0.0;0.0;0.181;11.108
554;Gelderland;2002 September;10.89;10.89;10.89;0.0;0.0;0.0;0.0;0.177;10.693
555;Gelderland;2002 October;11.083;11.083;11.083;0.0;0.0;0.0;0.0;0.184;10.878
