ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudens_2
5502;Lisse;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.3;26.0
5503;Lisse;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.7;42.0
5504;Lisse;"9e-10e 10%-groep; meer dan 40 100 euro";2.2;25.0
5505;Maasland;Totaal particulier huishouden;2.5;100.0
5506;Maasland;"1e 10%-groep; minder dan 12 400 euro";0.1;4.0
5507;Maasland;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;6.0
5508;Maasland;"3e 10%-groep; 15 600 tot 18 700 euro";0.2;6.0
5509;Maasland;"4e 10%-groep; 18 700 tot 22 000 euro";0.2;8.0
5510;Maasland;"5e 10%-groep; 22 000 tot 25 700 euro";0.2;7.0
5511;Maasland;"6e 10%-groep; 25 700 tot 29 800 euro";0.2;8.0
5512;Maasland;"7e 10%-groep; 29 800 tot 34 300 euro";0.3;11.0
5513;Maasland;"8e 10%-groep; 34 300 tot 40 100 euro";0.3;14.0
5514;Maasland;"9e 10%-groep; 40 100 tot 49 800 euro";0.3;13.0
5515;Maasland;"10e 10%-groep; meer dan 49 800  euro";0.5;22.0
5516;Maasland;"1e 10%-groep; minder dan 12 400 euro";0.1;4.0
5517;Maasland;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.5;21.0
5518;Maasland;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.0;40.0
5519;Maasland;"9e-10e 10%-groep; meer dan 40 100 euro";0.9;35.0
5520;Maassluis;Totaal particulier huishouden;13.6;100.0
5521;Maassluis;"1e 10%-groep; minder dan 12 400 euro";1.0;8.0
5522;Maassluis;"2e 10%-groep; 12 400 tot 15 600 euro";1.3;9.0
5523;Maassluis;"3e 10%-groep; 15 600 tot 18 700 euro";1.4;10.0
5524;Maassluis;"4e 10%-groep; 18 700 tot 22 000 euro";1.3;10.0
5525;Maassluis;"5e 10%-groep; 22 000 tot 25 700 euro";1.4;10.0
5526;Maassluis;"6e 10%-groep; 25 700 tot 29 800 euro";1.3;10.0
5527;Maassluis;"7e 10%-groep; 29 800 tot 34 300 euro";1.5;11.0
5528;Maassluis;"8e 10%-groep; 34 300 tot 40 100 euro";1.5;11.0
5529;Maassluis;"9e 10%-groep; 40 100 tot 49 800 euro";1.4;11.0
5530;Maassluis;"10e 10%-groep; meer dan 49 800  euro";1.4;11.0
5531;Maassluis;"1e 10%-groep; minder dan 12 400 euro";1.0;8.0
5532;Maassluis;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.9;29.0
5533;Maassluis;"5e-8e 10%-groep; 22 000 tot 40 100 euro";5.7;42.0
5534;Maassluis;"9e-10e 10%-groep; meer dan 40 100 euro";2.9;21.0
5535;Wester-Koggenland;Totaal particulier huishouden;5.1;100.0
5536;Wester-Koggenland;"1e 10%-groep; minder dan 12 400 euro";0.3;6.0
5537;Wester-Koggenland;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;7.0
5538;Wester-Koggenland;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;9.0
5539;Wester-Koggenland;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;8.0
5540;Wester-Koggenland;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;10.0
5541;Wester-Koggenland;"6e 10%-groep; 25 700 tot 29 800 euro";0.5;10.0
5542;Wester-Koggenland;"7e 10%-groep; 29 800 tot 34 300 euro";0.6;12.0
5543;Wester-Koggenland;"8e 10%-groep; 34 300 tot 40 100 euro";0.6;12.0
5544;Wester-Koggenland;"9e 10%-groep; 40 100 tot 49 800 euro";0.6;12.0
5545;Wester-Koggenland;"10e 10%-groep; meer dan 49 800  euro";0.7;14.0
5546;Wester-Koggenland;"1e 10%-groep; minder dan 12 400 euro";0.3;6.0
5547;Wester-Koggenland;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.2;23.0
5548;Wester-Koggenland;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.3;44.0
5549;Wester-Koggenland;"9e-10e 10%-groep; meer dan 40 100 euro";1.3;26.0
5550;Middelharnis;Totaal particulier huishouden;6.8;100.0
5551;Middelharnis;"1e 10%-groep; minder dan 12 400 euro";0.5;8.0
5552;Middelharnis;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;9.0
5553;Middelharnis;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;8.0
5554;Middelharnis;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;11.0
5555;Middelharnis;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;11.0
5556;Middelharnis;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;13.0
5557;Middelharnis;"7e 10%-groep; 29 800 tot 34 300 euro";0.7;10.0
5558;Middelharnis;"8e 10%-groep; 34 300 tot 40 100 euro";0.7;10.0
5559;Middelharnis;"9e 10%-groep; 40 100 tot 49 800 euro";0.7;10.0
5560;Middelharnis;"10e 10%-groep; meer dan 49 800  euro";0.6;10.0
5561;Middelharnis;"1e 10%-groep; minder dan 12 400 euro";0.5;8.0
5562;Middelharnis;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.9;29.0
5563;Middelharnis;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.0;44.0
5564;Middelharnis;"9e-10e 10%-groep; meer dan 40 100 euro";1.4;20.0
5565;Monster;Totaal particulier huishouden;7.7;100.0
5566;Monster;"1e 10%-groep; minder dan 12 400 euro";0.8;10.0
5567;Monster;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;7.0
5568;Monster;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;8.0
5569;Monster;"4e 10%-groep; 18 700 tot 22 000 euro";0.7;9.0
5570;Monster;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;7.0
5571;Monster;"6e 10%-groep; 25 700 tot 29 800 euro";0.7;9.0
5572;Monster;"7e 10%-groep; 29 800 tot 34 300 euro";0.9;11.0
5573;Monster;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;12.0
5574;Monster;"9e 10%-groep; 40 100 tot 49 800 euro";1.0;13.0
5575;Monster;"10e 10%-groep; meer dan 49 800  euro";1.0;13.0
5576;Monster;"1e 10%-groep; minder dan 12 400 euro";0.8;10.0
5577;Monster;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.9;24.0
5578;Monster;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.0;39.0
5579;Monster;"9e-10e 10%-groep; meer dan 40 100 euro";2.0;26.0
5580;Moordrecht;Totaal particulier huishouden;3.0;100.0
5581;Moordrecht;"1e 10%-groep; minder dan 12 400 euro";0.2;8.0
5582;Moordrecht;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;8.0
5583;Moordrecht;"3e 10%-groep; 15 600 tot 18 700 euro";0.2;7.0
5584;Moordrecht;"4e 10%-groep; 18 700 tot 22 000 euro";0.2;8.0
5585;Moordrecht;"5e 10%-groep; 22 000 tot 25 700 euro";0.3;9.0
5586;Moordrecht;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;12.0
5587;Moordrecht;"7e 10%-groep; 29 800 tot 34 300 euro";0.3;11.0
5588;Moordrecht;"8e 10%-groep; 34 300 tot 40 100 euro";0.3;11.0
5589;Moordrecht;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;14.0
5590;Moordrecht;"10e 10%-groep; meer dan 49 800  euro";0.4;12.0
5591;Moordrecht;"1e 10%-groep; minder dan 12 400 euro";0.2;8.0
5592;Moordrecht;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.7;23.0
5593;Moordrecht;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.3;43.0
5594;Moordrecht;"9e-10e 10%-groep; meer dan 40 100 euro";0.8;26.0
5595;Naaldwijk;Totaal particulier huishouden;10.9;100.0
5596;Naaldwijk;"1e 10%-groep; minder dan 12 400 euro";0.7;6.0
5597;Naaldwijk;"2e 10%-groep; 12 400 tot 15 600 euro";1.0;9.0
5598;Naaldwijk;"3e 10%-groep; 15 600 tot 18 700 euro";0.9;9.0
5599;Naaldwijk;"4e 10%-groep; 18 700 tot 22 000 euro";1.0;9.0
5600;Naaldwijk;"5e 10%-groep; 22 000 tot 25 700 euro";0.9;8.0
5601;Naaldwijk;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;10.0
5602;Naaldwijk;"7e 10%-groep; 29 800 tot 34 300 euro";1.2;11.0
5603;Naaldwijk;"8e 10%-groep; 34 300 tot 40 100 euro";1.2;11.0
5604;Naaldwijk;"9e 10%-groep; 40 100 tot 49 800 euro";1.4;13.0
5605;Naaldwijk;"10e 10%-groep; meer dan 49 800  euro";1.6;15.0
5606;Naaldwijk;"1e 10%-groep; minder dan 12 400 euro";0.7;6.0
5607;Naaldwijk;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.9;26.0
5608;Naaldwijk;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.3;40.0
5609;Naaldwijk;"9e-10e 10%-groep; meer dan 40 100 euro";3.0;28.0
5610;Nieuwerkerk aan den IJssel;Totaal particulier huishouden;8.5;100.0
5611;Nieuwerkerk aan den IJssel;"1e 10%-groep; minder dan 12 400 euro";0.5;5.0
5612;Nieuwerkerk aan den IJssel;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;7.0
5613;Nieuwerkerk aan den IJssel;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;8.0
5614;Nieuwerkerk aan den IJssel;"4e 10%-groep; 18 700 tot 22 000 euro";0.6;7.0
5615;Nieuwerkerk aan den IJssel;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;8.0
5616;Nieuwerkerk aan den IJssel;"6e 10%-groep; 25 700 tot 29 800 euro";0.8;10.0
5617;Nieuwerkerk aan den IJssel;"7e 10%-groep; 29 800 tot 34 300 euro";0.9;10.0
5618;Nieuwerkerk aan den IJssel;"8e 10%-groep; 34 300 tot 40 100 euro";1.1;13.0
5619;Nieuwerkerk aan den IJssel;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;15.0
5620;Nieuwerkerk aan den IJssel;"10e 10%-groep; meer dan 49 800  euro";1.5;17.0
5621;Nieuwerkerk aan den IJssel;"1e 10%-groep; minder dan 12 400 euro";0.5;5.0
5622;Nieuwerkerk aan den IJssel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.8;22.0
5623;Nieuwerkerk aan den IJssel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.4;41.0
5624;Nieuwerkerk aan den IJssel;"9e-10e 10%-groep; meer dan 40 100 euro";2.7;32.0
5625;Bernisse;Totaal particulier huishouden;5.0;100.0
5626;Bernisse;"1e 10%-groep; minder dan 12 400 euro";0.3;6.0
5627;Bernisse;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;5.0
5628;Bernisse;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;8.0
5629;Bernisse;"4e 10%-groep; 18 700 tot 22 000 euro";0.3;6.0
5630;Bernisse;"5e 10%-groep; 22 000 tot 25 700 euro";0.6;12.0
5631;Bernisse;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;12.0
5632;Bernisse;"7e 10%-groep; 29 800 tot 34 300 euro";0.6;11.0
5633;Bernisse;"8e 10%-groep; 34 300 tot 40 100 euro";0.7;13.0
5634;Bernisse;"9e 10%-groep; 40 100 tot 49 800 euro";0.7;14.0
5635;Bernisse;"10e 10%-groep; meer dan 49 800  euro";0.6;13.0
5636;Bernisse;"1e 10%-groep; minder dan 12 400 euro";0.3;6.0
5637;Bernisse;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.0;19.0
5638;Bernisse;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.4;48.0
5639;Bernisse;"9e-10e 10%-groep; meer dan 40 100 euro";1.3;27.0
5640;Nieuwkoop;Totaal particulier huishouden;4.1;100.0
5641;Nieuwkoop;"1e 10%-groep; minder dan 12 400 euro";0.2;6.0
5642;Nieuwkoop;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;7.0
5643;Nieuwkoop;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;6.0
5644;Nieuwkoop;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;9.0
5645;Nieuwkoop;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;9.0
5646;Nieuwkoop;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;9.0
5647;Nieuwkoop;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;12.0
5648;Nieuwkoop;"8e 10%-groep; 34 300 tot 40 100 euro";0.6;14.0
5649;Nieuwkoop;"9e 10%-groep; 40 100 tot 49 800 euro";0.5;13.0
5650;Nieuwkoop;"10e 10%-groep; meer dan 49 800  euro";0.6;15.0
5651;Nieuwkoop;"1e 10%-groep; minder dan 12 400 euro";0.2;6.0
5652;Nieuwkoop;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.9;22.0
5653;Nieuwkoop;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.8;44.0
5654;Nieuwkoop;"9e-10e 10%-groep; meer dan 40 100 euro";1.2;28.0
5655;Nieuw-Lekkerland;Totaal particulier huishouden;3.2;100.0
5656;Nieuw-Lekkerland;"1e 10%-groep; minder dan 12 400 euro";0.2;6.0
5657;Nieuw-Lekkerland;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;5.0
5658;Nieuw-Lekkerland;"3e 10%-groep; 15 600 tot 18 700 euro";0.2;7.0
5659;Nieuw-Lekkerland;"4e 10%-groep; 18 700 tot 22 000 euro";0.3;10.0
5660;Nieuw-Lekkerland;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;12.0
5661;Nieuw-Lekkerland;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;11.0
5662;Nieuw-Lekkerland;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;14.0
5663;Nieuw-Lekkerland;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;13.0
5664;Nieuw-Lekkerland;"9e 10%-groep; 40 100 tot 49 800 euro";0.3;10.0
5665;Nieuw-Lekkerland;"10e 10%-groep; meer dan 49 800  euro";0.3;10.0
5666;Nieuw-Lekkerland;"1e 10%-groep; minder dan 12 400 euro";0.2;6.0
5667;Nieuw-Lekkerland;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.7;23.0
5668;Nieuw-Lekkerland;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.6;51.0
5669;Nieuw-Lekkerland;"9e-10e 10%-groep; meer dan 40 100 euro";0.7;21.0
5670;Noordwijk;Totaal particulier huishouden;9.8;100.0
5671;Noordwijk;"1e 10%-groep; minder dan 12 400 euro";0.9;9.0
5672;Noordwijk;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;8.0
5673;Noordwijk;"3e 10%-groep; 15 600 tot 18 700 euro";0.9;9.0
5674;Noordwijk;"4e 10%-groep; 18 700 tot 22 000 euro";1.0;10.0
5675;Noordwijk;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;8.0
5676;Noordwijk;"6e 10%-groep; 25 700 tot 29 800 euro";0.8;8.0
5677;Noordwijk;"7e 10%-groep; 29 800 tot 34 300 euro";1.0;10.0
5678;Noordwijk;"8e 10%-groep; 34 300 tot 40 100 euro";1.1;11.0
5679;Noordwijk;"9e 10%-groep; 40 100 tot 49 800 euro";1.1;11.0
5680;Noordwijk;"10e 10%-groep; meer dan 49 800  euro";1.6;16.0
5681;Noordwijk;"1e 10%-groep; minder dan 12 400 euro";0.9;9.0
5682;Noordwijk;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.7;27.0
5683;Noordwijk;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.6;36.0
5684;Noordwijk;"9e-10e 10%-groep; meer dan 40 100 euro";2.7;27.0
5685;Noordwijkerhout;Totaal particulier huishouden;5.8;100.0
5686;Noordwijkerhout;"1e 10%-groep; minder dan 12 400 euro";0.4;7.0
5687;Noordwijkerhout;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;7.0
5688;Noordwijkerhout;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;10.0
5689;Noordwijkerhout;"4e 10%-groep; 18 700 tot 22 000 euro";0.6;10.0
5690;Noordwijkerhout;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;9.0
5691;Noordwijkerhout;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;10.0
5692;Noordwijkerhout;"7e 10%-groep; 29 800 tot 34 300 euro";0.6;10.0
5693;Noordwijkerhout;"8e 10%-groep; 34 300 tot 40 100 euro";0.6;10.0
5694;Noordwijkerhout;"9e 10%-groep; 40 100 tot 49 800 euro";0.7;12.0
5695;Noordwijkerhout;"10e 10%-groep; meer dan 49 800  euro";0.9;15.0
5696;Noordwijkerhout;"1e 10%-groep; minder dan 12 400 euro";0.4;7.0
5697;Noordwijkerhout;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.6;27.0
5698;Noordwijkerhout;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.2;39.0
5699;Noordwijkerhout;"9e-10e 10%-groep; meer dan 40 100 euro";1.6;27.0
5700;Oegstgeest;Totaal particulier huishouden;8.3;100.0
5701;Oegstgeest;"1e 10%-groep; minder dan 12 400 euro";0.4;5.0
5702;Oegstgeest;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;6.0
5703;Oegstgeest;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;7.0
5704;Oegstgeest;"4e 10%-groep; 18 700 tot 22 000 euro";0.7;8.0
5705;Oegstgeest;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;9.0
5706;Oegstgeest;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;8.0
5707;Oegstgeest;"7e 10%-groep; 29 800 tot 34 300 euro";0.7;8.0
5708;Oegstgeest;"8e 10%-groep; 34 300 tot 40 100 euro";0.8;10.0
5709;Oegstgeest;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;15.0
5710;Oegstgeest;"10e 10%-groep; meer dan 49 800  euro";2.0;24.0
5711;Oegstgeest;"1e 10%-groep; minder dan 12 400 euro";0.4;5.0
5712;Oegstgeest;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.7;21.0
5713;Oegstgeest;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.9;34.0
5714;Oegstgeest;"9e-10e 10%-groep; meer dan 40 100 euro";3.3;39.0
5715;Oostflakkee;Totaal particulier huishouden;4.0;100.0
5716;Oostflakkee;"1e 10%-groep; minder dan 12 400 euro";0.3;8.0
5717;Oostflakkee;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;9.0
5718;Oostflakkee;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;9.0
5719;Oostflakkee;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;9.0
5720;Oostflakkee;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;10.0
5721;Oostflakkee;"6e 10%-groep; 25 700 tot 29 800 euro";0.5;12.0
5722;Oostflakkee;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;12.0
5723;Oostflakkee;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;11.0
5724;Oostflakkee;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;10.0
5725;Oostflakkee;"10e 10%-groep; meer dan 49 800  euro";0.4;9.0
5726;Oostflakkee;"1e 10%-groep; minder dan 12 400 euro";0.3;8.0
5727;Oostflakkee;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.1;28.0
5728;Oostflakkee;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.8;45.0
5729;Oostflakkee;"9e-10e 10%-groep; meer dan 40 100 euro";0.7;18.0
5730;Oud-Beijerland;Totaal particulier huishouden;8.8;100.0
5731;Oud-Beijerland;"1e 10%-groep; minder dan 12 400 euro";0.5;6.0
5732;Oud-Beijerland;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;7.0
5733;Oud-Beijerland;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;7.0
5734;Oud-Beijerland;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;9.0
5735;Oud-Beijerland;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;9.0
5736;Oud-Beijerland;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;10.0
5737;Oud-Beijerland;"7e 10%-groep; 29 800 tot 34 300 euro";1.1;13.0
5738;Oud-Beijerland;"8e 10%-groep; 34 300 tot 40 100 euro";1.0;12.0
5739;Oud-Beijerland;"9e 10%-groep; 40 100 tot 49 800 euro";1.2;14.0
5740;Oud-Beijerland;"10e 10%-groep; meer dan 49 800  euro";1.2;14.0
5741;Oud-Beijerland;"1e 10%-groep; minder dan 12 400 euro";0.5;6.0
5742;Oud-Beijerland;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.0;23.0
5743;Oud-Beijerland;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.9;44.0
5744;Oud-Beijerland;"9e-10e 10%-groep; meer dan 40 100 euro";2.4;28.0
5745;Binnenmaas;Totaal particulier huishouden;7.7;100.0
5746;Binnenmaas;"1e 10%-groep; minder dan 12 400 euro";0.4;6.0
5747;Binnenmaas;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;7.0
5748;Binnenmaas;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;7.0
5749;Binnenmaas;"4e 10%-groep; 18 700 tot 22 000 euro";0.6;8.0
5750;Binnenmaas;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;9.0
5751;Binnenmaas;"6e 10%-groep; 25 700 tot 29 800 euro";0.8;10.0
5752;Binnenmaas;"7e 10%-groep; 29 800 tot 34 300 euro";0.9;12.0
5753;Binnenmaas;"8e 10%-groep; 34 300 tot 40 100 euro";1.0;13.0
5754;Binnenmaas;"9e 10%-groep; 40 100 tot 49 800 euro";1.0;13.0
5755;Binnenmaas;"10e 10%-groep; meer dan 49 800  euro";1.2;15.0
5756;Binnenmaas;"1e 10%-groep; minder dan 12 400 euro";0.4;6.0
5757;Binnenmaas;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.7;22.0
5758;Binnenmaas;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.4;44.0
5759;Binnenmaas;"9e-10e 10%-groep; meer dan 40 100 euro";2.2;28.0
5760;Korendijk;Totaal particulier huishouden;4.1;100.0
5761;Korendijk;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
5762;Korendijk;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;6.0
5763;Korendijk;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;8.0
5764;Korendijk;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;10.0
5765;Korendijk;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;9.0
5766;Korendijk;"6e 10%-groep; 25 700 tot 29 800 euro";0.5;11.0
5767;Korendijk;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;11.0
5768;Korendijk;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;12.0
5769;Korendijk;"9e 10%-groep; 40 100 tot 49 800 euro";0.5;11.0
5770;Korendijk;"10e 10%-groep; meer dan 49 800  euro";0.6;15.0
5771;Korendijk;"1e 10%-groep; minder dan 12 400 euro";0.3;7.0
5772;Korendijk;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.0;24.0
5773;Korendijk;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.8;43.0
5774;Korendijk;"9e-10e 10%-groep; meer dan 40 100 euro";1.1;26.0
5775;Oudewater;Totaal particulier huishouden;3.7;100.0
5776;Oudewater;"1e 10%-groep; minder dan 12 400 euro";0.3;8.0
5777;Oudewater;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;9.0
5778;Oudewater;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;7.0
5779;Oudewater;"4e 10%-groep; 18 700 tot 22 000 euro";0.3;8.0
5780;Oudewater;"5e 10%-groep; 22 000 tot 25 700 euro";0.3;8.0
5781;Oudewater;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;10.0
5782;Oudewater;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;11.0
5783;Oudewater;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;11.0
5784;Oudewater;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;11.0
5785;Oudewater;"10e 10%-groep; meer dan 49 800  euro";0.6;16.0
5786;Oudewater;"1e 10%-groep; minder dan 12 400 euro";0.3;8.0
5787;Oudewater;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.9;24.0
5788;Oudewater;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.5;40.0
5789;Oudewater;"9e-10e 10%-groep; meer dan 40 100 euro";1.0;28.0
5790;Papendrecht;Totaal particulier huishouden;12.4;100.0
5791;Papendrecht;"1e 10%-groep; minder dan 12 400 euro";0.8;7.0
5792;Papendrecht;"2e 10%-groep; 12 400 tot 15 600 euro";0.9;7.0
5793;Papendrecht;"3e 10%-groep; 15 600 tot 18 700 euro";1.0;8.0
5794;Papendrecht;"4e 10%-groep; 18 700 tot 22 000 euro";1.3;10.0
5795;Papendrecht;"5e 10%-groep; 22 000 tot 25 700 euro";1.2;10.0
5796;Papendrecht;"6e 10%-groep; 25 700 tot 29 800 euro";1.3;11.0
5797;Papendrecht;"7e 10%-groep; 29 800 tot 34 300 euro";1.5;12.0
5798;Papendrecht;"8e 10%-groep; 34 300 tot 40 100 euro";1.5;12.0
5799;Papendrecht;"9e 10%-groep; 40 100 tot 49 800 euro";1.5;12.0
5800;Papendrecht;"10e 10%-groep; meer dan 49 800  euro";1.4;11.0
5801;Papendrecht;"1e 10%-groep; minder dan 12 400 euro";0.8;7.0
5802;Papendrecht;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.2;25.0
5803;Papendrecht;"5e-8e 10%-groep; 22 000 tot 40 100 euro";5.6;45.0
5804;Papendrecht;"9e-10e 10%-groep; meer dan 40 100 euro";2.9;23.0
5805;Reeuwijk;Totaal particulier huishouden;4.8;100.0
5806;Reeuwijk;"1e 10%-groep; minder dan 12 400 euro";0.3;5.0
5807;Reeuwijk;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;8.0
5808;Reeuwijk;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;6.0
5809;Reeuwijk;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;8.0
5810;Reeuwijk;"5e 10%-groep; 22 000 tot 25 700 euro";0.3;7.0
5811;Reeuwijk;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;9.0
5812;Reeuwijk;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;9.0
5813;Reeuwijk;"8e 10%-groep; 34 300 tot 40 100 euro";0.6;12.0
5814;Reeuwijk;"9e 10%-groep; 40 100 tot 49 800 euro";0.7;14.0
5815;Reeuwijk;"10e 10%-groep; meer dan 49 800  euro";1.0;21.0
5816;Reeuwijk;"1e 10%-groep; minder dan 12 400 euro";0.3;5.0
5817;Reeuwijk;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.1;22.0
5818;Reeuwijk;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.8;37.0
5819;Reeuwijk;"9e-10e 10%-groep; meer dan 40 100 euro";1.7;35.0
5820;Ridderkerk;Totaal particulier huishouden;19.3;100.0
5821;Ridderkerk;"1e 10%-groep; minder dan 12 400 euro";1.3;7.0
5822;Ridderkerk;"2e 10%-groep; 12 400 tot 15 600 euro";1.8;9.0
5823;Ridderkerk;"3e 10%-groep; 15 600 tot 18 700 euro";1.9;10.0
5824;Ridderkerk;"4e 10%-groep; 18 700 tot 22 000 euro";2.1;11.0
5825;Ridderkerk;"5e 10%-groep; 22 000 tot 25 700 euro";1.9;10.0
