ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudens_2
2382;Deventer;"2e-4e 10%-groep; 12 400 tot 22 000 euro";12.4;34.0
2383;Deventer;"5e-8e 10%-groep; 22 000 tot 40 100 euro";14.9;41.0
2384;Deventer;"9e-10e 10%-groep; meer dan 40 100 euro";5.6;15.0
2385;Enschede;Totaal particulier huishouden;62.9;100.0
2386;Enschede;"1e 10%-groep; minder dan 12 400 euro";7.8;12.0
2387;Enschede;"2e 10%-groep; 12 400 tot 15 600 euro";8.7;14.0
2388;Enschede;"3e 10%-groep; 15 600 tot 18 700 euro";7.7;12.0
2389;Enschede;"4e 10%-groep; 18 700 tot 22 000 euro";7.0;11.0
2390;Enschede;"5e 10%-groep; 22 000 tot 25 700 euro";6.7;11.0
2391;Enschede;"6e 10%-groep; 25 700 tot 29 800 euro";6.5;10.0
2392;Enschede;"7e 10%-groep; 29 800 tot 34 300 euro";5.8;9.0
2393;Enschede;"8e 10%-groep; 34 300 tot 40 100 euro";4.9;8.0
2394;Enschede;"9e 10%-groep; 40 100 tot 49 800 euro";4.4;7.0
2395;Enschede;"10e 10%-groep; meer dan 49 800  euro";3.4;5.0
2396;Enschede;"1e 10%-groep; minder dan 12 400 euro";7.8;12.0
2397;Enschede;"2e-4e 10%-groep; 12 400 tot 22 000 euro";23.4;37.0
2398;Enschede;"5e-8e 10%-groep; 22 000 tot 40 100 euro";23.8;38.0
2399;Enschede;"9e-10e 10%-groep; meer dan 40 100 euro";7.8;12.0
2400;Haaksbergen;Totaal particulier huishouden;9.1;100.0
2401;Haaksbergen;"1e 10%-groep; minder dan 12 400 euro";0.7;8.0
2402;Haaksbergen;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;8.0
2403;Haaksbergen;"3e 10%-groep; 15 600 tot 18 700 euro";0.8;9.0
2404;Haaksbergen;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;8.0
2405;Haaksbergen;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;11.0
2406;Haaksbergen;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;11.0
2407;Haaksbergen;"7e 10%-groep; 29 800 tot 34 300 euro";1.0;11.0
2408;Haaksbergen;"8e 10%-groep; 34 300 tot 40 100 euro";1.1;12.0
2409;Haaksbergen;"9e 10%-groep; 40 100 tot 49 800 euro";1.1;12.0
2410;Haaksbergen;"10e 10%-groep; meer dan 49 800  euro";0.9;10.0
2411;Haaksbergen;"1e 10%-groep; minder dan 12 400 euro";0.7;8.0
2412;Haaksbergen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.4;26.0
2413;Haaksbergen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.1;45.0
2414;Haaksbergen;"9e-10e 10%-groep; meer dan 40 100 euro";2.0;21.0
2415;Hardenberg;Totaal particulier huishouden;20.9;100.0
2416;Hardenberg;"1e 10%-groep; minder dan 12 400 euro";1.5;7.0
2417;Hardenberg;"2e 10%-groep; 12 400 tot 15 600 euro";1.9;9.0
2418;Hardenberg;"3e 10%-groep; 15 600 tot 18 700 euro";2.0;10.0
2419;Hardenberg;"4e 10%-groep; 18 700 tot 22 000 euro";2.1;10.0
2420;Hardenberg;"5e 10%-groep; 22 000 tot 25 700 euro";2.4;11.0
2421;Hardenberg;"6e 10%-groep; 25 700 tot 29 800 euro";2.6;12.0
2422;Hardenberg;"7e 10%-groep; 29 800 tot 34 300 euro";2.3;11.0
2423;Hardenberg;"8e 10%-groep; 34 300 tot 40 100 euro";2.2;11.0
2424;Hardenberg;"9e 10%-groep; 40 100 tot 49 800 euro";2.0;10.0
2425;Hardenberg;"10e 10%-groep; meer dan 49 800  euro";1.8;9.0
2426;Hardenberg;"1e 10%-groep; minder dan 12 400 euro";1.5;7.0
2427;Hardenberg;"2e-4e 10%-groep; 12 400 tot 22 000 euro";6.1;29.0
2428;Hardenberg;"5e-8e 10%-groep; 22 000 tot 40 100 euro";9.5;45.0
2429;Hardenberg;"9e-10e 10%-groep; meer dan 40 100 euro";3.8;18.0
2430;Hellendoorn;Totaal particulier huishouden;13.5;100.0
2431;Hellendoorn;"1e 10%-groep; minder dan 12 400 euro";0.9;7.0
2432;Hellendoorn;"2e 10%-groep; 12 400 tot 15 600 euro";1.2;9.0
2433;Hellendoorn;"3e 10%-groep; 15 600 tot 18 700 euro";1.3;10.0
2434;Hellendoorn;"4e 10%-groep; 18 700 tot 22 000 euro";1.4;10.0
2435;Hellendoorn;"5e 10%-groep; 22 000 tot 25 700 euro";1.5;11.0
2436;Hellendoorn;"6e 10%-groep; 25 700 tot 29 800 euro";1.6;11.0
2437;Hellendoorn;"7e 10%-groep; 29 800 tot 34 300 euro";1.7;13.0
2438;Hellendoorn;"8e 10%-groep; 34 300 tot 40 100 euro";1.4;10.0
2439;Hellendoorn;"9e 10%-groep; 40 100 tot 49 800 euro";1.4;10.0
2440;Hellendoorn;"10e 10%-groep; meer dan 49 800  euro";1.3;10.0
2441;Hellendoorn;"1e 10%-groep; minder dan 12 400 euro";0.9;7.0
2442;Hellendoorn;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.8;28.0
2443;Hellendoorn;"5e-8e 10%-groep; 22 000 tot 40 100 euro";6.1;45.0
2444;Hellendoorn;"9e-10e 10%-groep; meer dan 40 100 euro";2.7;20.0
2445;Hengelo;Totaal particulier huishouden;34.6;100.0
2446;Hengelo;"1e 10%-groep; minder dan 12 400 euro";3.0;9.0
2447;Hengelo;"2e 10%-groep; 12 400 tot 15 600 euro";3.9;11.0
2448;Hengelo;"3e 10%-groep; 15 600 tot 18 700 euro";4.0;12.0
2449;Hengelo;"4e 10%-groep; 18 700 tot 22 000 euro";3.7;11.0
2450;Hengelo;"5e 10%-groep; 22 000 tot 25 700 euro";3.9;11.0
2451;Hengelo;"6e 10%-groep; 25 700 tot 29 800 euro";3.6;11.0
2452;Hengelo;"7e 10%-groep; 29 800 tot 34 300 euro";3.5;10.0
2453;Hengelo;"8e 10%-groep; 34 300 tot 40 100 euro";3.4;10.0
2454;Hengelo;"9e 10%-groep; 40 100 tot 49 800 euro";3.2;9.0
2455;Hengelo;"10e 10%-groep; meer dan 49 800  euro";2.2;6.0
2456;Hengelo;"1e 10%-groep; minder dan 12 400 euro";3.0;9.0
2457;Hengelo;"2e-4e 10%-groep; 12 400 tot 22 000 euro";11.6;34.0
2458;Hengelo;"5e-8e 10%-groep; 22 000 tot 40 100 euro";14.5;42.0
2459;Hengelo;"9e-10e 10%-groep; meer dan 40 100 euro";5.4;16.0
2460;Kampen;Totaal particulier huishouden;18.6;100.0
2461;Kampen;"1e 10%-groep; minder dan 12 400 euro";1.9;10.0
2462;Kampen;"2e 10%-groep; 12 400 tot 15 600 euro";2.0;11.0
2463;Kampen;"3e 10%-groep; 15 600 tot 18 700 euro";2.0;11.0
2464;Kampen;"4e 10%-groep; 18 700 tot 22 000 euro";2.0;11.0
2465;Kampen;"5e 10%-groep; 22 000 tot 25 700 euro";1.9;10.0
2466;Kampen;"6e 10%-groep; 25 700 tot 29 800 euro";2.2;12.0
2467;Kampen;"7e 10%-groep; 29 800 tot 34 300 euro";1.9;10.0
2468;Kampen;"8e 10%-groep; 34 300 tot 40 100 euro";1.7;9.0
2469;Kampen;"9e 10%-groep; 40 100 tot 49 800 euro";1.6;9.0
2470;Kampen;"10e 10%-groep; meer dan 49 800  euro";1.4;7.0
2471;Kampen;"1e 10%-groep; minder dan 12 400 euro";1.9;10.0
2472;Kampen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";5.9;32.0
2473;Kampen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";7.8;42.0
2474;Kampen;"9e-10e 10%-groep; meer dan 40 100 euro";3.0;16.0
2475;Losser;Totaal particulier huishouden;8.4;100.0
2476;Losser;"1e 10%-groep; minder dan 12 400 euro";0.7;8.0
2477;Losser;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;10.0
2478;Losser;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;9.0
2479;Losser;"4e 10%-groep; 18 700 tot 22 000 euro";0.9;10.0
2480;Losser;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;10.0
2481;Losser;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;11.0
2482;Losser;"7e 10%-groep; 29 800 tot 34 300 euro";0.9;11.0
2483;Losser;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;11.0
2484;Losser;"9e 10%-groep; 40 100 tot 49 800 euro";0.9;10.0
2485;Losser;"10e 10%-groep; meer dan 49 800  euro";0.8;10.0
2486;Losser;"1e 10%-groep; minder dan 12 400 euro";0.7;8.0
2487;Losser;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.4;29.0
2488;Losser;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.5;42.0
2489;Losser;"9e-10e 10%-groep; meer dan 40 100 euro";1.7;20.0
2490;Noordoostpolder;Totaal particulier huishouden;17.2;100.0
2491;Noordoostpolder;"1e 10%-groep; minder dan 12 400 euro";1.4;8.0
2492;Noordoostpolder;"2e 10%-groep; 12 400 tot 15 600 euro";1.7;10.0
2493;Noordoostpolder;"3e 10%-groep; 15 600 tot 18 700 euro";1.9;11.0
2494;Noordoostpolder;"4e 10%-groep; 18 700 tot 22 000 euro";2.0;12.0
2495;Noordoostpolder;"5e 10%-groep; 22 000 tot 25 700 euro";1.9;11.0
2496;Noordoostpolder;"6e 10%-groep; 25 700 tot 29 800 euro";1.8;11.0
2497;Noordoostpolder;"7e 10%-groep; 29 800 tot 34 300 euro";1.7;10.0
2498;Noordoostpolder;"8e 10%-groep; 34 300 tot 40 100 euro";1.7;10.0
2499;Noordoostpolder;"9e 10%-groep; 40 100 tot 49 800 euro";1.5;9.0
2500;Noordoostpolder;"10e 10%-groep; meer dan 49 800  euro";1.5;9.0
2501;Noordoostpolder;"1e 10%-groep; minder dan 12 400 euro";1.4;8.0
2502;Noordoostpolder;"2e-4e 10%-groep; 12 400 tot 22 000 euro";5.7;33.0
2503;Noordoostpolder;"5e-8e 10%-groep; 22 000 tot 40 100 euro";7.1;41.0
2504;Noordoostpolder;"9e-10e 10%-groep; meer dan 40 100 euro";3.0;17.0
2505;Oldenzaal;Totaal particulier huishouden;12.6;100.0
2506;Oldenzaal;"1e 10%-groep; minder dan 12 400 euro";1.0;8.0
2507;Oldenzaal;"2e 10%-groep; 12 400 tot 15 600 euro";1.2;10.0
2508;Oldenzaal;"3e 10%-groep; 15 600 tot 18 700 euro";1.3;10.0
2509;Oldenzaal;"4e 10%-groep; 18 700 tot 22 000 euro";1.3;10.0
2510;Oldenzaal;"5e 10%-groep; 22 000 tot 25 700 euro";1.3;11.0
2511;Oldenzaal;"6e 10%-groep; 25 700 tot 29 800 euro";1.3;11.0
2512;Oldenzaal;"7e 10%-groep; 29 800 tot 34 300 euro";1.4;11.0
2513;Oldenzaal;"8e 10%-groep; 34 300 tot 40 100 euro";1.4;11.0
2514;Oldenzaal;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;10.0
2515;Oldenzaal;"10e 10%-groep; meer dan 49 800  euro";1.0;8.0
2516;Oldenzaal;"1e 10%-groep; minder dan 12 400 euro";1.0;8.0
2517;Oldenzaal;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.8;30.0
2518;Oldenzaal;"5e-8e 10%-groep; 22 000 tot 40 100 euro";5.5;44.0
2519;Oldenzaal;"9e-10e 10%-groep; meer dan 40 100 euro";2.3;18.0
2520;Ommen;Totaal particulier huishouden;6.3;100.0
2521;Ommen;"1e 10%-groep; minder dan 12 400 euro";0.5;8.0
2522;Ommen;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;8.0
2523;Ommen;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;9.0
2524;Ommen;"4e 10%-groep; 18 700 tot 22 000 euro";0.6;10.0
2525;Ommen;"5e 10%-groep; 22 000 tot 25 700 euro";0.6;10.0
2526;Ommen;"6e 10%-groep; 25 700 tot 29 800 euro";0.7;11.0
2527;Ommen;"7e 10%-groep; 29 800 tot 34 300 euro";0.8;12.0
2528;Ommen;"8e 10%-groep; 34 300 tot 40 100 euro";0.7;11.0
2529;Ommen;"9e 10%-groep; 40 100 tot 49 800 euro";0.6;10.0
2530;Ommen;"10e 10%-groep; meer dan 49 800  euro";0.7;11.0
2531;Ommen;"1e 10%-groep; minder dan 12 400 euro";0.5;8.0
2532;Ommen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.7;27.0
2533;Ommen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.7;44.0
2534;Ommen;"9e-10e 10%-groep; meer dan 40 100 euro";1.3;21.0
2535;Raalte;Totaal particulier huishouden;13.8;100.0
2536;Raalte;"1e 10%-groep; minder dan 12 400 euro";1.2;8.0
2537;Raalte;"2e 10%-groep; 12 400 tot 15 600 euro";1.1;8.0
2538;Raalte;"3e 10%-groep; 15 600 tot 18 700 euro";1.3;9.0
2539;Raalte;"4e 10%-groep; 18 700 tot 22 000 euro";1.2;9.0
2540;Raalte;"5e 10%-groep; 22 000 tot 25 700 euro";1.4;10.0
2541;Raalte;"6e 10%-groep; 25 700 tot 29 800 euro";1.5;11.0
2542;Raalte;"7e 10%-groep; 29 800 tot 34 300 euro";1.6;12.0
2543;Raalte;"8e 10%-groep; 34 300 tot 40 100 euro";1.7;12.0
2544;Raalte;"9e 10%-groep; 40 100 tot 49 800 euro";1.7;12.0
2545;Raalte;"10e 10%-groep; meer dan 49 800  euro";1.2;9.0
2546;Raalte;"1e 10%-groep; minder dan 12 400 euro";1.2;8.0
2547;Raalte;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.6;26.0
2548;Raalte;"5e-8e 10%-groep; 22 000 tot 40 100 euro";6.2;45.0
2549;Raalte;"9e-10e 10%-groep; meer dan 40 100 euro";2.8;21.0
2550;Rijssen;Totaal particulier huishouden;12.5;100.0
2551;Rijssen;"1e 10%-groep; minder dan 12 400 euro";0.7;6.0
2552;Rijssen;"2e 10%-groep; 12 400 tot 15 600 euro";1.0;8.0
2553;Rijssen;"3e 10%-groep; 15 600 tot 18 700 euro";1.2;10.0
2554;Rijssen;"4e 10%-groep; 18 700 tot 22 000 euro";1.2;10.0
2555;Rijssen;"5e 10%-groep; 22 000 tot 25 700 euro";1.5;12.0
2556;Rijssen;"6e 10%-groep; 25 700 tot 29 800 euro";1.4;12.0
2557;Rijssen;"7e 10%-groep; 29 800 tot 34 300 euro";1.4;11.0
2558;Rijssen;"8e 10%-groep; 34 300 tot 40 100 euro";1.3;10.0
2559;Rijssen;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;11.0
2560;Rijssen;"10e 10%-groep; meer dan 49 800  euro";1.4;11.0
2561;Rijssen;"1e 10%-groep; minder dan 12 400 euro";0.7;6.0
2562;Rijssen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.4;27.0
2563;Rijssen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";5.6;45.0
2564;Rijssen;"9e-10e 10%-groep; meer dan 40 100 euro";2.7;22.0
2565;Staphorst;Totaal particulier huishouden;4.8;100.0
2566;Staphorst;"1e 10%-groep; minder dan 12 400 euro";0.4;7.0
2567;Staphorst;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;7.0
2568;Staphorst;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;8.0
2569;Staphorst;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;8.0
2570;Staphorst;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;11.0
2571;Staphorst;"6e 10%-groep; 25 700 tot 29 800 euro";0.7;14.0
2572;Staphorst;"7e 10%-groep; 29 800 tot 34 300 euro";0.6;11.0
2573;Staphorst;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;10.0
2574;Staphorst;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;9.0
2575;Staphorst;"10e 10%-groep; meer dan 49 800  euro";0.7;14.0
2576;Staphorst;"1e 10%-groep; minder dan 12 400 euro";0.4;7.0
2577;Staphorst;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.1;23.0
2578;Staphorst;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.2;46.0
2579;Staphorst;"9e-10e 10%-groep; meer dan 40 100 euro";1.1;23.0
2580;Tubbergen;Totaal particulier huishouden;6.7;100.0
2581;Tubbergen;"1e 10%-groep; minder dan 12 400 euro";0.5;7.0
2582;Tubbergen;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;7.0
2583;Tubbergen;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;7.0
2584;Tubbergen;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;8.0
2585;Tubbergen;"5e 10%-groep; 22 000 tot 25 700 euro";0.6;9.0
2586;Tubbergen;"6e 10%-groep; 25 700 tot 29 800 euro";0.8;11.0
2587;Tubbergen;"7e 10%-groep; 29 800 tot 34 300 euro";0.8;12.0
2588;Tubbergen;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;13.0
2589;Tubbergen;"9e 10%-groep; 40 100 tot 49 800 euro";0.8;13.0
2590;Tubbergen;"10e 10%-groep; meer dan 49 800  euro";0.9;13.0
2591;Tubbergen;"1e 10%-groep; minder dan 12 400 euro";0.5;7.0
2592;Tubbergen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.4;21.0
2593;Tubbergen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.0;45.0
2594;Tubbergen;"9e-10e 10%-groep; meer dan 40 100 euro";1.7;26.0
2595;Urk;Totaal particulier huishouden;4.6;100.0
2596;Urk;"1e 10%-groep; minder dan 12 400 euro";0.4;8.0
2597;Urk;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;8.0
2598;Urk;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;8.0
2599;Urk;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;10.0
2600;Urk;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;10.0
2601;Urk;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;13.0
2602;Urk;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;11.0
2603;Urk;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;11.0
2604;Urk;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;9.0
2605;Urk;"10e 10%-groep; meer dan 49 800  euro";0.6;13.0
2606;Urk;"1e 10%-groep; minder dan 12 400 euro";0.4;8.0
2607;Urk;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.2;25.0
2608;Urk;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.0;44.0
2609;Urk;"9e-10e 10%-groep; meer dan 40 100 euro";1.0;22.0
2610;Wierden;Totaal particulier huishouden;8.3;100.0
2611;Wierden;"1e 10%-groep; minder dan 12 400 euro";0.5;6.0
2612;Wierden;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;7.0
2613;Wierden;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;9.0
2614;Wierden;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;10.0
2615;Wierden;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;10.0
2616;Wierden;"6e 10%-groep; 25 700 tot 29 800 euro";0.8;10.0
2617;Wierden;"7e 10%-groep; 29 800 tot 34 300 euro";0.9;11.0
2618;Wierden;"8e 10%-groep; 34 300 tot 40 100 euro";1.1;13.0
2619;Wierden;"9e 10%-groep; 40 100 tot 49 800 euro";1.0;12.0
2620;Wierden;"10e 10%-groep; meer dan 49 800  euro";1.0;13.0
2621;Wierden;"1e 10%-groep; minder dan 12 400 euro";0.5;6.0
2622;Wierden;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.1;25.0
2623;Wierden;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.6;44.0
2624;Wierden;"9e-10e 10%-groep; meer dan 40 100 euro";2.1;25.0
2625;Zwolle;Totaal particulier huishouden;46.3;100.0
2626;Zwolle;"1e 10%-groep; minder dan 12 400 euro";4.4;10.0
2627;Zwolle;"2e 10%-groep; 12 400 tot 15 600 euro";4.7;10.0
2628;Zwolle;"3e 10%-groep; 15 600 tot 18 700 euro";4.7;10.0
2629;Zwolle;"4e 10%-groep; 18 700 tot 22 000 euro";5.0;11.0
2630;Zwolle;"5e 10%-groep; 22 000 tot 25 700 euro";4.9;11.0
2631;Zwolle;"6e 10%-groep; 25 700 tot 29 800 euro";5.0;11.0
2632;Zwolle;"7e 10%-groep; 29 800 tot 34 300 euro";4.9;11.0
2633;Zwolle;"8e 10%-groep; 34 300 tot 40 100 euro";4.8;10.0
2634;Zwolle;"9e 10%-groep; 40 100 tot 49 800 euro";4.4;10.0
2635;Zwolle;"10e 10%-groep; meer dan 49 800  euro";3.5;8.0
2636;Zwolle;"1e 10%-groep; minder dan 12 400 euro";4.4;10.0
2637;Zwolle;"2e-4e 10%-groep; 12 400 tot 22 000 euro";14.4;31.0
2638;Zwolle;"5e-8e 10%-groep; 22 000 tot 40 100 euro";19.6;42.0
2639;Zwolle;"9e-10e 10%-groep; meer dan 40 100 euro";7.9;17.0
2640;Rijnwaarden;Totaal particulier huishouden;4.3;100.0
2641;Rijnwaarden;"1e 10%-groep; minder dan 12 400 euro";0.3;8.0
2642;Rijnwaarden;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;9.0
2643;Rijnwaarden;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;10.0
2644;Rijnwaarden;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;9.0
2645;Rijnwaarden;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;12.0
2646;Rijnwaarden;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;14.0
2647;Rijnwaarden;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;11.0
2648;Rijnwaarden;"8e 10%-groep; 34 300 tot 40 100 euro";0.5;12.0
2649;Rijnwaarden;"9e 10%-groep; 40 100 tot 49 800 euro";0.3;8.0
2650;Rijnwaarden;"10e 10%-groep; meer dan 49 800  euro";0.3;7.0
2651;Rijnwaarden;"1e 10%-groep; minder dan 12 400 euro";0.3;8.0
2652;Rijnwaarden;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.2;28.0
2653;Rijnwaarden;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.1;49.0
2654;Rijnwaarden;"9e-10e 10%-groep; meer dan 40 100 euro";0.6;15.0
2655;Aalten;Totaal particulier huishouden;7.2;100.0
2656;Aalten;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
2657;Aalten;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;10.0
2658;Aalten;"3e 10%-groep; 15 600 tot 18 700 euro";0.8;11.0
2659;Aalten;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;10.0
2660;Aalten;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;9.0
2661;Aalten;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;13.0
2662;Aalten;"7e 10%-groep; 29 800 tot 34 300 euro";0.8;12.0
2663;Aalten;"8e 10%-groep; 34 300 tot 40 100 euro";0.7;10.0
2664;Aalten;"9e 10%-groep; 40 100 tot 49 800 euro";0.6;8.0
2665;Aalten;"10e 10%-groep; meer dan 49 800  euro";0.6;8.0
2666;Aalten;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
2667;Aalten;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.3;31.0
2668;Aalten;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.2;44.0
2669;Aalten;"9e-10e 10%-groep; meer dan 40 100 euro";1.1;16.0
2670;Angerlo;Totaal particulier huishouden;1.9;100.0
2671;Angerlo;"1e 10%-groep; minder dan 12 400 euro";0.1;6.0
2672;Angerlo;"2e 10%-groep; 12 400 tot 15 600 euro";0.2;10.0
2673;Angerlo;"3e 10%-groep; 15 600 tot 18 700 euro";0.1;7.0
2674;Angerlo;"4e 10%-groep; 18 700 tot 22 000 euro";0.2;10.0
2675;Angerlo;"5e 10%-groep; 22 000 tot 25 700 euro";0.2;10.0
2676;Angerlo;"6e 10%-groep; 25 700 tot 29 800 euro";0.2;11.0
2677;Angerlo;"7e 10%-groep; 29 800 tot 34 300 euro";0.2;12.0
2678;Angerlo;"8e 10%-groep; 34 300 tot 40 100 euro";0.2;12.0
2679;Angerlo;"9e 10%-groep; 40 100 tot 49 800 euro";0.2;11.0
2680;Angerlo;"10e 10%-groep; meer dan 49 800  euro";0.2;11.0
2681;Angerlo;"1e 10%-groep; minder dan 12 400 euro";0.1;6.0
2682;Angerlo;"2e-4e 10%-groep; 12 400 tot 22 000 euro";0.5;26.0
2683;Angerlo;"5e-8e 10%-groep; 22 000 tot 40 100 euro";0.9;45.0
2684;Angerlo;"9e-10e 10%-groep; meer dan 40 100 euro";0.4;23.0
2685;Apeldoorn;Totaal particulier huishouden;64.4;100.0
2686;Apeldoorn;"1e 10%-groep; minder dan 12 400 euro";5.5;9.0
2687;Apeldoorn;"2e 10%-groep; 12 400 tot 15 600 euro";6.4;10.0
2688;Apeldoorn;"3e 10%-groep; 15 600 tot 18 700 euro";6.2;10.0
2689;Apeldoorn;"4e 10%-groep; 18 700 tot 22 000 euro";6.4;10.0
2690;Apeldoorn;"5e 10%-groep; 22 000 tot 25 700 euro";6.8;11.0
2691;Apeldoorn;"6e 10%-groep; 25 700 tot 29 800 euro";6.4;10.0
2692;Apeldoorn;"7e 10%-groep; 29 800 tot 34 300 euro";6.7;10.0
2693;Apeldoorn;"8e 10%-groep; 34 300 tot 40 100 euro";6.8;11.0
2694;Apeldoorn;"9e 10%-groep; 40 100 tot 49 800 euro";6.9;11.0
2695;Apeldoorn;"10e 10%-groep; meer dan 49 800  euro";6.2;10.0
2696;Apeldoorn;"1e 10%-groep; minder dan 12 400 euro";5.5;9.0
2697;Apeldoorn;"2e-4e 10%-groep; 12 400 tot 22 000 euro";19.0;30.0
2698;Apeldoorn;"5e-8e 10%-groep; 22 000 tot 40 100 euro";26.7;42.0
2699;Apeldoorn;"9e-10e 10%-groep; meer dan 40 100 euro";13.2;20.0
2700;Arnhem;Totaal particulier huishouden;64.0;100.0
2701;Arnhem;"1e 10%-groep; minder dan 12 400 euro";9.4;15.0
2702;Arnhem;"2e 10%-groep; 12 400 tot 15 600 euro";7.7;12.0
2703;Arnhem;"3e 10%-groep; 15 600 tot 18 700 euro";7.4;12.0
2704;Arnhem;"4e 10%-groep; 18 700 tot 22 000 euro";7.1;11.0
2705;Arnhem;"5e 10%-groep; 22 000 tot 25 700 euro";6.4;10.0
2706;Arnhem;"6e 10%-groep; 25 700 tot 29 800 euro";6.0;9.0
2707;Arnhem;"7e 10%-groep; 29 800 tot 34 300 euro";5.7;9.0
2708;Arnhem;"8e 10%-groep; 34 300 tot 40 100 euro";5.4;8.0
2709;Arnhem;"9e 10%-groep; 40 100 tot 49 800 euro";4.9;8.0
2710;Arnhem;"10e 10%-groep; meer dan 49 800  euro";4.1;6.0
2711;Arnhem;"1e 10%-groep; minder dan 12 400 euro";9.4;15.0
2712;Arnhem;"2e-4e 10%-groep; 12 400 tot 22 000 euro";22.2;35.0
2713;Arnhem;"5e-8e 10%-groep; 22 000 tot 40 100 euro";23.4;37.0
2714;Arnhem;"9e-10e 10%-groep; meer dan 40 100 euro";9.0;14.0
2715;Barneveld;Totaal particulier huishouden;16.9;100.0
2716;Barneveld;"1e 10%-groep; minder dan 12 400 euro";1.2;7.0
2717;Barneveld;"2e 10%-groep; 12 400 tot 15 600 euro";1.3;8.0
2718;Barneveld;"3e 10%-groep; 15 600 tot 18 700 euro";1.3;8.0
2719;Barneveld;"4e 10%-groep; 18 700 tot 22 000 euro";1.4;8.0
