ID;Afzetgebieden;AlleProdComCoderingen;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
2550;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 januari;;;
2551;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 februari;;;
2552;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 maart;;;
2553;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 april;;;
2554;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 mei;;;
2555;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 juni;;;
2556;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 juli;;;
2557;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 augustus;;;
2558;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 september;;;
2559;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 oktober;;;
2560;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 november;;;
2561;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021 december;;;
2562;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2021;100.0;;-13.9
2563;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 januari;;;
2564;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 februari;;;
2565;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 maart;;;
2566;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 april;;;
2567;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 mei;;;
2568;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 juni;;;
2569;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 juli;;;
2570;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 augustus;;;
2571;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 september;;;
2572;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 oktober;;;
2573;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 november;;;
2574;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022 december ;;;
2575;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2022;129.6;;29.6
2576;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 januari;;;
2577;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 februari;;;
2578;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 maart;;;
2579;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 april;;;
2580;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 mei;;;
2581;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 juni;;;
2582;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 juli;;;
2583;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 augustus;;;
2584;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 september;;;
2585;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 oktober;;;
2586;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 november;;;
2587;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023 december;;;
2588;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2023;;;
2589;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 januari;;;
2590;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 februari;;;
2591;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 maart;;;
2592;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 april;;;
2593;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 mei;;;
2594;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024  juni;;;
2595;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 juli;;;
2596;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 augustus;;;
2597;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 september;;;
2598;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 oktober;;;
2599;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 november;;;
2600;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024 december;;;
2601;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2024;135.3;;-5.2
2602;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2025 januari;;;
2603;Totaal afzetprijzen;0899 Andere delfstoffen, n.e.g;2025 februari;;;
2604;Totaal afzetprijzen;C Industriële producten;2018 januari;91.4;;
2605;Totaal afzetprijzen;C Industriële producten;2018 februari;91.2;-0.3;
2606;Totaal afzetprijzen;C Industriële producten;2018 maart;91.3;0.2;
2607;Totaal afzetprijzen;C Industriële producten;2018 april;91.9;0.7;
2608;Totaal afzetprijzen;C Industriële producten;2018 mei;93.1;1.2;
2609;Totaal afzetprijzen;C Industriële producten;2018 juni;93.5;0.4;
2610;Totaal afzetprijzen;C Industriële producten;2018 juli;93.6;0.1;
2611;Totaal afzetprijzen;C Industriële producten;2018 augustus;93.7;0.1;
2612;Totaal afzetprijzen;C Industriële producten;2018 september;94.0;0.4;
2613;Totaal afzetprijzen;C Industriële producten;2018 oktober;94.4;0.4;
2614;Totaal afzetprijzen;C Industriële producten;2018 november;92.9;-1.6;
2615;Totaal afzetprijzen;C Industriële producten;2018 december;91.2;-1.8;
2616;Totaal afzetprijzen;C Industriële producten;2018;92.7;;
2617;Totaal afzetprijzen;C Industriële producten;2019 januari;91.7;0.6;0.3
2618;Totaal afzetprijzen;C Industriële producten;2019 februari;92.3;0.6;1.2
2619;Totaal afzetprijzen;C Industriële producten;2019 maart;93.0;0.8;1.8
2620;Totaal afzetprijzen;C Industriële producten;2019 april;94.3;1.4;2.6
2621;Totaal afzetprijzen;C Industriële producten;2019 mei;94.4;0.1;1.4
2622;Totaal afzetprijzen;C Industriële producten;2019 juni;93.2;-1.2;-0.3
2623;Totaal afzetprijzen;C Industriële producten;2019 juli;93.1;-0.1;-0.5
2624;Totaal afzetprijzen;C Industriële producten;2019 augustus;92.5;-0.7;-1.3
2625;Totaal afzetprijzen;C Industriële producten;2019 september;92.9;0.4;-1.2
2626;Totaal afzetprijzen;C Industriële producten;2019 oktober;92.8;-0.1;-1.7
2627;Totaal afzetprijzen;C Industriële producten;2019 november;92.8;0.0;-0.1
2628;Totaal afzetprijzen;C Industriële producten;2019 december;93.2;0.4;2.2
2629;Totaal afzetprijzen;C Industriële producten;2019;93.0;;0.4
2630;Totaal afzetprijzen;C Industriële producten;2020 januari;93.6;0.4;2.0
2631;Totaal afzetprijzen;C Industriële producten;2020 februari;93.1;-0.5;0.9
2632;Totaal afzetprijzen;C Industriële producten;2020 maart;89.7;-3.7;-3.6
2633;Totaal afzetprijzen;C Industriële producten;2020 april;86.9;-3.1;-7.9
2634;Totaal afzetprijzen;C Industriële producten;2020 mei;87.3;0.5;-7.5
2635;Totaal afzetprijzen;C Industriële producten;2020 juni;88.3;1.1;-5.3
2636;Totaal afzetprijzen;C Industriële producten;2020 juli;88.8;0.5;-4.7
2637;Totaal afzetprijzen;C Industriële producten;2020 augustus;88.6;-0.2;-4.2
2638;Totaal afzetprijzen;C Industriële producten;2020 september;88.3;-0.4;-5.0
2639;Totaal afzetprijzen;C Industriële producten;2020 oktober;88.5;0.2;-4.7
2640;Totaal afzetprijzen;C Industriële producten;2020 november;88.8;0.4;-4.3
2641;Totaal afzetprijzen;C Industriële producten;2020 december;89.7;1.0;-3.7
2642;Totaal afzetprijzen;C Industriële producten;2020;89.3;;-4.0
2643;Totaal afzetprijzen;C Industriële producten;2021 januari;92.1;2.6;-1.6
2644;Totaal afzetprijzen;C Industriële producten;2021 februari;93.8;1.9;0.7
2645;Totaal afzetprijzen;C Industriële producten;2021 maart;95.8;2.2;6.8
2646;Totaal afzetprijzen;C Industriële producten;2021 april;97.4;1.7;12.1
2647;Totaal afzetprijzen;C Industriële producten;2021 mei;98.3;1.0;12.6
2648;Totaal afzetprijzen;C Industriële producten;2021 juni;98.9;0.6;12.1
2649;Totaal afzetprijzen;C Industriële producten;2021 juli;101.0;2.0;13.7
2650;Totaal afzetprijzen;C Industriële producten;2021 augustus;101.7;0.8;14.8
2651;Totaal afzetprijzen;C Industriële producten;2021 september;102.6;0.8;16.2
2652;Totaal afzetprijzen;C Industriële producten;2021 oktober;105.5;2.9;19.3
2653;Totaal afzetprijzen;C Industriële producten;2021 november;106.3;0.8;19.7
2654;Totaal afzetprijzen;C Industriële producten;2021 december;106.5;0.2;18.7
2655;Totaal afzetprijzen;C Industriële producten;2021;100.0;;12.0
2656;Totaal afzetprijzen;C Industriële producten;2022 januari;110.7;3.9;20.2
2657;Totaal afzetprijzen;C Industriële producten;2022 februari;112.9;2.0;20.4
2658;Totaal afzetprijzen;C Industriële producten;2022 maart;118.2;4.7;23.4
2659;Totaal afzetprijzen;C Industriële producten;2022 april;123.0;4.1;26.3
2660;Totaal afzetprijzen;C Industriële producten;2022 mei;124.3;1.1;26.4
2661;Totaal afzetprijzen;C Industriële producten;2022 juni;126.4;1.7;27.8
2662;Totaal afzetprijzen;C Industriële producten;2022 juli;127.3;0.7;26.1
2663;Totaal afzetprijzen;C Industriële producten;2022 augustus;125.2;-1.7;23.0
2664;Totaal afzetprijzen;C Industriële producten;2022 september;123.7;-1.1;20.6
2665;Totaal afzetprijzen;C Industriële producten;2022 oktober;124.9;0.9;18.3
2666;Totaal afzetprijzen;C Industriële producten;2022 november;122.8;-1.7;15.4
2667;Totaal afzetprijzen;C Industriële producten;2022 december ;120.2;-2.1;12.8
2668;Totaal afzetprijzen;C Industriële producten;2022;121.6;;21.6
2669;Totaal afzetprijzen;C Industriële producten;2023 januari;122.4;1.8;10.6
2670;Totaal afzetprijzen;C Industriële producten;2023 februari;121.7;-0.5;7.9
2671;Totaal afzetprijzen;C Industriële producten;2023 maart;120.9;-0.7;2.3
2672;Totaal afzetprijzen;C Industriële producten;2023 april;121.0;0.1;-1.6
2673;Totaal afzetprijzen;C Industriële producten;2023 mei;119.4;-1.4;-4.0
2674;Totaal afzetprijzen;C Industriële producten;2023 juni;118.8;-0.5;-6.0
2675;Totaal afzetprijzen;C Industriële producten;2023 juli;118.1;-0.6;-7.2
2676;Totaal afzetprijzen;C Industriële producten;2023 augustus;119.5;1.1;-4.5
2677;Totaal afzetprijzen;C Industriële producten;2023 september;121.0;1.2;-2.3
2678;Totaal afzetprijzen;C Industriële producten;2023 oktober;119.8;-0.9;-4.0
2679;Totaal afzetprijzen;C Industriële producten;2023 november;118.5;-1.1;-3.4
2680;Totaal afzetprijzen;C Industriële producten;2023 december;117.1;-1.2;-2.6
2681;Totaal afzetprijzen;C Industriële producten;2023;119.9;;-1.5
2682;Totaal afzetprijzen;C Industriële producten;2024 januari;118.1;0.9;-3.5
2683;Totaal afzetprijzen;C Industriële producten;2024 februari;119.0;0.8;-2.2
2684;Totaal afzetprijzen;C Industriële producten;2024 maart;119.8;0.6;-1.0
2685;Totaal afzetprijzen;C Industriële producten;2024 april;120.9;1.0;-0.1
2686;Totaal afzetprijzen;C Industriële producten;2024 mei;119.8;-0.9;0.4
2687;Totaal afzetprijzen;C Industriële producten;2024  juni;119.8;0.0;0.8
2688;Totaal afzetprijzen;C Industriële producten;2024 juli;119.5;-0.2;1.2
2689;Totaal afzetprijzen;C Industriële producten;2024 augustus;118.8;-0.6;-0.6
2690;Totaal afzetprijzen;C Industriële producten;2024 september;117.8;-0.8;-2.6
2691;Totaal afzetprijzen;C Industriële producten;2024 oktober;118.2;0.3;-1.3
2692;Totaal afzetprijzen;C Industriële producten;2024 november;118.6;0.4;0.1
2693;Totaal afzetprijzen;C Industriële producten;2024 december;119.0;0.3;1.6
2694;Totaal afzetprijzen;C Industriële producten;2024;119.1;;-0.6
2695;Totaal afzetprijzen;C Industriële producten;2025 januari;120.6;1.4;2.1
2696;Totaal afzetprijzen;C Industriële producten;2025 februari;121.0;0.3;1.7
2697;Totaal afzetprijzen;10 Voedingsmiddelen;2018 januari;91.2;;
2698;Totaal afzetprijzen;10 Voedingsmiddelen;2018 februari;91.4;0.2;
2699;Totaal afzetprijzen;10 Voedingsmiddelen;2018 maart;92.0;0.6;
2700;Totaal afzetprijzen;10 Voedingsmiddelen;2018 april;91.5;-0.6;
2701;Totaal afzetprijzen;10 Voedingsmiddelen;2018 mei;91.5;0.0;
2702;Totaal afzetprijzen;10 Voedingsmiddelen;2018 juni;91.6;0.1;
2703;Totaal afzetprijzen;10 Voedingsmiddelen;2018 juli;91.2;-0.5;
2704;Totaal afzetprijzen;10 Voedingsmiddelen;2018 augustus;91.2;0.1;
2705;Totaal afzetprijzen;10 Voedingsmiddelen;2018 september;91.5;0.3;
2706;Totaal afzetprijzen;10 Voedingsmiddelen;2018 oktober;91.8;0.3;
2707;Totaal afzetprijzen;10 Voedingsmiddelen;2018 november;91.8;0.0;
2708;Totaal afzetprijzen;10 Voedingsmiddelen;2018 december;91.9;0.2;
2709;Totaal afzetprijzen;10 Voedingsmiddelen;2018;91.6;;
2710;Totaal afzetprijzen;10 Voedingsmiddelen;2019 januari;91.9;-0.1;0.7
2711;Totaal afzetprijzen;10 Voedingsmiddelen;2019 februari;91.8;-0.1;0.4
2712;Totaal afzetprijzen;10 Voedingsmiddelen;2019 maart;92.1;0.3;0.1
2713;Totaal afzetprijzen;10 Voedingsmiddelen;2019 april;93.6;1.7;2.4
2714;Totaal afzetprijzen;10 Voedingsmiddelen;2019 mei;93.3;-0.3;2.0
2715;Totaal afzetprijzen;10 Voedingsmiddelen;2019 juni;93.2;-0.2;1.7
2716;Totaal afzetprijzen;10 Voedingsmiddelen;2019 juli;93.1;-0.1;2.1
2717;Totaal afzetprijzen;10 Voedingsmiddelen;2019 augustus;93.2;0.1;2.1
2718;Totaal afzetprijzen;10 Voedingsmiddelen;2019 september;93.8;0.7;2.5
2719;Totaal afzetprijzen;10 Voedingsmiddelen;2019 oktober;94.3;0.5;2.7
2720;Totaal afzetprijzen;10 Voedingsmiddelen;2019 november;95.2;1.0;3.7
2721;Totaal afzetprijzen;10 Voedingsmiddelen;2019 december;96.4;1.2;4.8
2722;Totaal afzetprijzen;10 Voedingsmiddelen;2019;93.5;;2.1
2723;Totaal afzetprijzen;10 Voedingsmiddelen;2020 januari;96.4;0.0;5.0
2724;Totaal afzetprijzen;10 Voedingsmiddelen;2020 februari;96.4;0.0;5.0
2725;Totaal afzetprijzen;10 Voedingsmiddelen;2020 maart;96.5;0.1;4.8
2726;Totaal afzetprijzen;10 Voedingsmiddelen;2020 april;95.6;-0.9;2.1
2727;Totaal afzetprijzen;10 Voedingsmiddelen;2020 mei;94.7;-1.0;1.5
2728;Totaal afzetprijzen;10 Voedingsmiddelen;2020 juni;94.4;-0.3;1.3
2729;Totaal afzetprijzen;10 Voedingsmiddelen;2020 juli;93.5;-1.0;0.4
2730;Totaal afzetprijzen;10 Voedingsmiddelen;2020 augustus;93.4;-0.1;0.2
2731;Totaal afzetprijzen;10 Voedingsmiddelen;2020 september;93.9;0.6;0.1
2732;Totaal afzetprijzen;10 Voedingsmiddelen;2020 oktober;94.2;0.2;-0.1
2733;Totaal afzetprijzen;10 Voedingsmiddelen;2020 november;94.6;0.5;-0.6
2734;Totaal afzetprijzen;10 Voedingsmiddelen;2020 december;94.7;0.0;-1.8
2735;Totaal afzetprijzen;10 Voedingsmiddelen;2020;94.9;;1.5
2736;Totaal afzetprijzen;10 Voedingsmiddelen;2021 januari;95.5;0.9;-1.0
2737;Totaal afzetprijzen;10 Voedingsmiddelen;2021 februari;96.4;0.9;-0.1
2738;Totaal afzetprijzen;10 Voedingsmiddelen;2021 maart;97.7;1.3;1.2
2739;Totaal afzetprijzen;10 Voedingsmiddelen;2021 april;99.2;1.6;3.8
2740;Totaal afzetprijzen;10 Voedingsmiddelen;2021 mei;99.6;0.3;5.1
2741;Totaal afzetprijzen;10 Voedingsmiddelen;2021 juni;99.6;0.0;5.5
2742;Totaal afzetprijzen;10 Voedingsmiddelen;2021 juli;100.3;0.7;7.3
2743;Totaal afzetprijzen;10 Voedingsmiddelen;2021 augustus;100.8;0.5;8.0
2744;Totaal afzetprijzen;10 Voedingsmiddelen;2021 september;101.4;0.6;7.9
2745;Totaal afzetprijzen;10 Voedingsmiddelen;2021 oktober;102.3;0.9;8.7
2746;Totaal afzetprijzen;10 Voedingsmiddelen;2021 november;103.2;0.8;9.0
2747;Totaal afzetprijzen;10 Voedingsmiddelen;2021 december;104.0;0.8;9.9
2748;Totaal afzetprijzen;10 Voedingsmiddelen;2021;100.0;;5.4
2749;Totaal afzetprijzen;10 Voedingsmiddelen;2022 januari;108.7;4.5;13.8
2750;Totaal afzetprijzen;10 Voedingsmiddelen;2022 februari;110.3;1.5;14.5
2751;Totaal afzetprijzen;10 Voedingsmiddelen;2022 maart;113.9;3.3;16.7
2752;Totaal afzetprijzen;10 Voedingsmiddelen;2022 april;120.1;5.4;21.0
2753;Totaal afzetprijzen;10 Voedingsmiddelen;2022 mei;120.9;0.7;21.5
2754;Totaal afzetprijzen;10 Voedingsmiddelen;2022 juni;120.9;0.0;21.4
2755;Totaal afzetprijzen;10 Voedingsmiddelen;2022 juli;123.0;1.7;22.6
2756;Totaal afzetprijzen;10 Voedingsmiddelen;2022 augustus;123.5;0.4;22.5
2757;Totaal afzetprijzen;10 Voedingsmiddelen;2022 september;123.6;0.1;22.0
2758;Totaal afzetprijzen;10 Voedingsmiddelen;2022 oktober;125.4;1.4;22.5
2759;Totaal afzetprijzen;10 Voedingsmiddelen;2022 november;125.6;0.1;21.7
2760;Totaal afzetprijzen;10 Voedingsmiddelen;2022 december ;125.7;0.1;20.8
2761;Totaal afzetprijzen;10 Voedingsmiddelen;2022;120.1;;20.1
2762;Totaal afzetprijzen;10 Voedingsmiddelen;2023 januari;129.3;2.9;19.0
2763;Totaal afzetprijzen;10 Voedingsmiddelen;2023 februari;129.2;-0.1;17.1
2764;Totaal afzetprijzen;10 Voedingsmiddelen;2023 maart;129.4;0.1;13.6
2765;Totaal afzetprijzen;10 Voedingsmiddelen;2023 april;129.6;0.2;7.9
2766;Totaal afzetprijzen;10 Voedingsmiddelen;2023 mei;128.8;-0.7;6.5
2767;Totaal afzetprijzen;10 Voedingsmiddelen;2023 juni;128.4;-0.3;6.2
2768;Totaal afzetprijzen;10 Voedingsmiddelen;2023 juli;127.4;-0.8;3.6
2769;Totaal afzetprijzen;10 Voedingsmiddelen;2023 augustus;127.4;0.0;3.1
2770;Totaal afzetprijzen;10 Voedingsmiddelen;2023 september;127.2;-0.1;2.9
2771;Totaal afzetprijzen;10 Voedingsmiddelen;2023 oktober;127.7;0.4;1.8
2772;Totaal afzetprijzen;10 Voedingsmiddelen;2023 november;127.8;0.0;1.8
2773;Totaal afzetprijzen;10 Voedingsmiddelen;2023 december;127.6;-0.1;1.5
2774;Totaal afzetprijzen;10 Voedingsmiddelen;2023;128.3;;6.8
2775;Totaal afzetprijzen;10 Voedingsmiddelen;2024 januari;127.9;0.2;-1.1
2776;Totaal afzetprijzen;10 Voedingsmiddelen;2024 februari;128.5;0.5;-0.5
2777;Totaal afzetprijzen;10 Voedingsmiddelen;2024 maart;129.7;0.9;0.2
2778;Totaal afzetprijzen;10 Voedingsmiddelen;2024 april;131.6;1.5;1.5
2779;Totaal afzetprijzen;10 Voedingsmiddelen;2024 mei;130.9;-0.5;1.7
2780;Totaal afzetprijzen;10 Voedingsmiddelen;2024  juni;132.8;1.4;3.4
2781;Totaal afzetprijzen;10 Voedingsmiddelen;2024 juli;131.8;-0.7;3.5
2782;Totaal afzetprijzen;10 Voedingsmiddelen;2024 augustus;132.0;0.1;3.6
2783;Totaal afzetprijzen;10 Voedingsmiddelen;2024 september;132.5;0.4;4.1
2784;Totaal afzetprijzen;10 Voedingsmiddelen;2024 oktober;133.2;0.5;4.3
2785;Totaal afzetprijzen;10 Voedingsmiddelen;2024 november;134.7;1.1;5.4
2786;Totaal afzetprijzen;10 Voedingsmiddelen;2024 december;136.2;1.1;6.7
2787;Totaal afzetprijzen;10 Voedingsmiddelen;2024;131.8;;2.7
2788;Totaal afzetprijzen;10 Voedingsmiddelen;2025 januari;136.5;0.2;6.7
2789;Totaal afzetprijzen;10 Voedingsmiddelen;2025 februari;136.8;0.2;6.4
2790;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 januari;92.3;;
2791;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 februari;92.3;0.0;
2792;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 maart;93.6;1.4;
2793;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 april;92.3;-1.4;
2794;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 mei;91.7;-0.7;
2795;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 juni;91.4;-0.3;
2796;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 juli;90.2;-1.3;
2797;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 augustus;90.9;0.7;
2798;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 september;91.6;0.8;
2799;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 oktober;92.1;0.5;
2800;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 november;92.2;0.0;
2801;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018 december;92.9;0.8;
2802;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2018;92.0;;
2803;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 januari;90.5;-2.6;-2.0
2804;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 februari;89.8;-0.7;-2.7
2805;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 maart;91.5;1.8;-2.3
2806;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 april;97.6;6.7;5.8
2807;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 mei;97.4;-0.3;6.2
2808;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 juni;97.0;-0.4;6.2
2809;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 juli;97.0;-0.1;7.5
2810;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 augustus;98.8;1.9;8.7
2811;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 september;101.9;3.1;11.2
2812;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 oktober;104.0;2.1;12.9
2813;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 november;107.0;2.9;16.1
2814;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019 december;110.3;3.1;18.7
2815;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2019;98.6;;7.2
2816;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2020 januari;107.9;-2.1;19.3
2817;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2020 februari;106.8;-1.0;18.9
2818;Totaal afzetprijzen;101 Verduurzaamd vlees en vleesproducten;2020 maart;106.4;-0.4;16.3
