ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;OntwikkelingTOVEenJaarEerder_2;OntwikkelingTOVEenMaandEerder_3
3215;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2005 mei;88.8;1.5;0.0
3216;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2005 juni;88.8;1.5;0.0
3217;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2005 juli;89.1;0.0;0.3
3218;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2005 augustus;89.1;0.0;0.0
3219;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2005 september;89.1;0.0;0.0
3220;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2005 oktober;89.3;0.7;0.2
3221;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2005 november;89.3;0.7;0.0
3222;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2005 december;89.3;0.7;0.0
3223;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2005;88.9;1.0;
3224;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 januari;87.6;-1.0;-1.9
3225;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 februari;87.5;-1.0;-0.1
3226;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 maart;87.5;-1.0;0.0
3227;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 april;88.0;-0.9;0.6
3228;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 mei;88.0;-0.9;0.0
3229;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 juni;88.0;-0.9;0.0
3230;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 juli;88.3;-0.9;0.3
3231;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 augustus;88.3;-0.9;0.0
3232;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 september;88.3;-0.9;0.0
3233;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 oktober;88.5;-0.8;0.3
3234;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 november;88.5;-0.8;0.0
3235;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006 december;88.5;-0.8;0.0
3236;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2006;88.1;-0.9;
3237;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 januari;94.2;7.6;6.5
3238;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 februari;94.2;7.7;0.0
3239;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 maart;94.2;7.7;0.0
3240;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 april;94.8;7.7;0.6
3241;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 mei;94.8;7.7;0.0
3242;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 juni;94.8;7.7;0.0
3243;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 juli;94.9;7.5;0.1
3244;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 augustus;94.9;7.5;0.0
3245;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 september;94.9;7.5;0.0
3246;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 oktober;95.0;7.3;0.1
3247;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 november;95.0;7.3;0.0
3248;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007 december;95.0;7.3;0.0
3249;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2007;94.7;7.5;
3250;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 januari;98.9;4.9;4.1
3251;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 februari;98.9;4.9;0.0
3252;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 maart;98.9;4.9;0.0
3253;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 april;98.5;3.9;-0.4
3254;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 mei;98.5;3.9;0.0
3255;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 juni;98.5;3.9;0.0
3256;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 juli;99.5;4.8;1.1
3257;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 augustus;99.5;4.8;0.0
3258;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 september;99.5;4.8;0.0
3259;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 oktober;99.6;4.9;0.1
3260;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 november;99.6;4.9;0.0
3261;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008 december;99.6;4.9;0.0
3262;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2008;99.1;4.6;
3263;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 januari;100.6;1.7;1.0
3264;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 februari;100.6;1.7;0.0
3265;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 maart;100.6;1.7;0.0
3266;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 april;99.8;1.4;-0.7
3267;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 mei;99.8;1.4;0.0
3268;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 juni;99.8;1.4;0.0
3269;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 juli;99.8;0.2;-0.1
3270;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 augustus;99.8;0.2;0.0
3271;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 september;99.8;0.2;0.0
3272;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 oktober;99.6;0.0;-0.1
3273;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 november;99.6;0.0;0.0
3274;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009 december;99.6;0.0;0.0
3275;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2009;100.0;0.8;
3276;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 januari;100.1;-0.5;0.5
3277;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 februari;100.1;-0.5;0.0
3278;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 maart;100.1;-0.5;0.0
3279;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 april;100.0;0.2;-0.1
3280;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 mei;100.0;0.2;0.0
3281;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 juni;100.0;0.2;0.0
3282;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 juli;99.9;0.2;-0.1
3283;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 augustus;99.9;0.2;0.0
3284;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 september;99.9;0.2;0.0
3285;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 oktober;99.9;0.3;0.0
3286;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 november;99.9;0.3;0.0
3287;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010 december;99.9;0.3;0.0
3288;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2010;100.0;0.0;
3289;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 januari;99.3;-0.8;-0.6
3290;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 februari;99.3;-0.8;0.0
3291;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 maart;99.3;-0.8;0.0
3292;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 april;99.9;-0.1;0.6
3293;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 mei;99.9;-0.1;0.0
3294;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 juni;99.9;-0.1;0.0
3295;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 juli;100.0;0.0;0.1
3296;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 augustus;100.0;0.0;0.0
3297;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 september;100.0;0.0;0.0
3298;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 oktober;99.8;-0.1;-0.1
3299;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 november;99.8;-0.1;0.0
3300;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011 december;99.8;-0.1;0.0
3301;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2011;99.8;-0.2;
3302;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 januari;102.5;3.2;2.7
3303;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 februari;102.5;3.2;0.0
3304;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 maart;102.5;3.2;0.0
3305;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 april;108.3;8.4;5.7
3306;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 mei;;;
3307;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 juni;;;
3308;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 juli;;;
3309;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 augustus;;;
3310;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 september;;;
3311;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 oktober;;;
3312;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 november;;;
3313;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012 december;;;
3314;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2012;106.5;6.7;
3315;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 januari;;;
3316;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 februari;;;
3317;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 maart;;;
3318;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 april;;;
3319;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 mei;;;
3320;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 juni;;;
3321;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 juli;;;
3322;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 augustus;;;
3323;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 september;;;
3324;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 oktober;;;
3325;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 november;;;
3326;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013 december;;;
3327;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2013;;;
3328;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 januari;;;
3329;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 februari;;;
3330;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 maart;;;
3331;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 april;;;
3332;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 mei;;;
3333;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 juni;;;
3334;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 juli;;;
3335;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 augustus;;;
3336;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 september;;;
3337;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 oktober;;;
3338;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 november;;;
3339;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014 december;;;
3340;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2014;;;
3341;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 januari;;;
3342;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 februari;;;
3343;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 maart;;;
3344;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 april;;;
3345;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 mei;;;
3346;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 juni;;;
3347;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 juli;;;
3348;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 augustus;;;
3349;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 september;;;
3350;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 oktober;;;
3351;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 november;;;
3352;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015 december;;;
3353;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2015;;;
3354;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 januari;;;
3355;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 februari;;;
3356;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 maart;;;
3357;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 april;;;
3358;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 mei;;;
3359;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 juni;;;
3360;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 juli;;;
3361;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 augustus;;;
3362;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 september;;;
3363;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 oktober;;;
3364;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 november;;;
3365;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016 december;;;
3366;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2016;;;
3367;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 januari;;;
3368;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 februari;;;
3369;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 maart;;;
3370;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 april;;;
3371;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 mei;;;
3372;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 juni;;;
3373;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 juli;;;
3374;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 augustus;;;
3375;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 september;;;
3376;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 oktober;;;
3377;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 november;;;
3378;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017 december;;;
3379;Totaal afzetprijzen;0812123 Steenslag voor de vervaardig...;2017;;;
3380;Totaal afzetprijzen;089 Overige delfstoffen;2005 januari;85.4;2.8;2.7
3381;Totaal afzetprijzen;089 Overige delfstoffen;2005 februari;85.6;3.3;0.3
3382;Totaal afzetprijzen;089 Overige delfstoffen;2005 maart;85.7;2.4;0.1
3383;Totaal afzetprijzen;089 Overige delfstoffen;2005 april;85.7;3.9;0.0
3384;Totaal afzetprijzen;089 Overige delfstoffen;2005 mei;84.4;2.6;-1.5
3385;Totaal afzetprijzen;089 Overige delfstoffen;2005 juni;84.5;2.6;0.1
3386;Totaal afzetprijzen;089 Overige delfstoffen;2005 juli;84.7;2.6;0.3
3387;Totaal afzetprijzen;089 Overige delfstoffen;2005 augustus;85.2;1.5;0.6
3388;Totaal afzetprijzen;089 Overige delfstoffen;2005 september;85.2;2.9;0.0
3389;Totaal afzetprijzen;089 Overige delfstoffen;2005 oktober;85.1;2.7;-0.1
3390;Totaal afzetprijzen;089 Overige delfstoffen;2005 november;85.8;1.0;0.8
3391;Totaal afzetprijzen;089 Overige delfstoffen;2005 december;85.8;3.1;-0.1
3392;Totaal afzetprijzen;089 Overige delfstoffen;2005;85.3;2.6;
3393;Totaal afzetprijzen;089 Overige delfstoffen;2006 januari;83.1;-2.7;-3.1
3394;Totaal afzetprijzen;089 Overige delfstoffen;2006 februari;83.3;-2.7;0.2
3395;Totaal afzetprijzen;089 Overige delfstoffen;2006 maart;83.1;-3.0;-0.2
3396;Totaal afzetprijzen;089 Overige delfstoffen;2006 april;85.3;-0.5;2.6
3397;Totaal afzetprijzen;089 Overige delfstoffen;2006 mei;82.4;-2.4;-3.3
3398;Totaal afzetprijzen;089 Overige delfstoffen;2006 juni;84.4;-0.1;2.4
3399;Totaal afzetprijzen;089 Overige delfstoffen;2006 juli;80.0;-5.6;-5.2
3400;Totaal afzetprijzen;089 Overige delfstoffen;2006 augustus;81.8;-4.1;2.3
3401;Totaal afzetprijzen;089 Overige delfstoffen;2006 september;83.5;-2.1;2.1
3402;Totaal afzetprijzen;089 Overige delfstoffen;2006 oktober;84.7;-0.5;1.5
3403;Totaal afzetprijzen;089 Overige delfstoffen;2006 november;81.8;-4.7;-3.5
3404;Totaal afzetprijzen;089 Overige delfstoffen;2006 december;84.1;-2.0;2.8
3405;Totaal afzetprijzen;089 Overige delfstoffen;2006;83.1;-2.5;
3406;Totaal afzetprijzen;089 Overige delfstoffen;2007 januari;83.8;0.9;-0.3
3407;Totaal afzetprijzen;089 Overige delfstoffen;2007 februari;85.3;2.4;1.7
3408;Totaal afzetprijzen;089 Overige delfstoffen;2007 maart;85.2;2.5;0.0
3409;Totaal afzetprijzen;089 Overige delfstoffen;2007 april;85.0;-0.3;-0.3
3410;Totaal afzetprijzen;089 Overige delfstoffen;2007 mei;82.4;0.0;-3.0
3411;Totaal afzetprijzen;089 Overige delfstoffen;2007 juni;80.9;-4.1;-1.8
3412;Totaal afzetprijzen;089 Overige delfstoffen;2007 juli;84.6;5.7;4.5
3413;Totaal afzetprijzen;089 Overige delfstoffen;2007 augustus;83.1;1.7;-1.7
3414;Totaal afzetprijzen;089 Overige delfstoffen;2007 september;84.5;1.2;1.6
3415;Totaal afzetprijzen;089 Overige delfstoffen;2007 oktober;84.3;-0.5;-0.2
3416;Totaal afzetprijzen;089 Overige delfstoffen;2007 november;86.7;6.1;2.9
3417;Totaal afzetprijzen;089 Overige delfstoffen;2007 december;84.4;0.4;-2.7
3418;Totaal afzetprijzen;089 Overige delfstoffen;2007;84.2;1.3;
3419;Totaal afzetprijzen;089 Overige delfstoffen;2008 januari;96.3;14.8;14.1
3420;Totaal afzetprijzen;089 Overige delfstoffen;2008 februari;97.6;14.5;1.4
3421;Totaal afzetprijzen;089 Overige delfstoffen;2008 maart;105.0;23.2;7.6
3422;Totaal afzetprijzen;089 Overige delfstoffen;2008 april;98.1;15.5;-6.6
3423;Totaal afzetprijzen;089 Overige delfstoffen;2008 mei;99.2;20.3;1.0
3424;Totaal afzetprijzen;089 Overige delfstoffen;2008 juni;98.2;21.4;-0.9
3425;Totaal afzetprijzen;089 Overige delfstoffen;2008 juli;101.4;19.9;3.2
3426;Totaal afzetprijzen;089 Overige delfstoffen;2008 augustus;97.8;17.6;-3.6
3427;Totaal afzetprijzen;089 Overige delfstoffen;2008 september;99.2;17.5;1.5
3428;Totaal afzetprijzen;089 Overige delfstoffen;2008 oktober;105.9;25.7;6.7
3429;Totaal afzetprijzen;089 Overige delfstoffen;2008 november;107.8;24.3;1.8
3430;Totaal afzetprijzen;089 Overige delfstoffen;2008 december;103.4;22.6;-4.0
3431;Totaal afzetprijzen;089 Overige delfstoffen;2008;100.8;19.8;
3432;Totaal afzetprijzen;089 Overige delfstoffen;2009 januari;107.3;11.4;3.7
3433;Totaal afzetprijzen;089 Overige delfstoffen;2009 februari;105.2;7.8;-1.9
3434;Totaal afzetprijzen;089 Overige delfstoffen;2009 maart;106.2;1.1;0.9
3435;Totaal afzetprijzen;089 Overige delfstoffen;2009 april;104.4;6.4;-1.7
3436;Totaal afzetprijzen;089 Overige delfstoffen;2009 mei;107.8;8.8;3.3
3437;Totaal afzetprijzen;089 Overige delfstoffen;2009 juni;105.1;7.0;-2.5
3438;Totaal afzetprijzen;089 Overige delfstoffen;2009 juli;103.4;1.9;-1.6
3439;Totaal afzetprijzen;089 Overige delfstoffen;2009 augustus;105.2;7.6;1.7
3440;Totaal afzetprijzen;089 Overige delfstoffen;2009 september;106.4;7.2;1.1
3441;Totaal afzetprijzen;089 Overige delfstoffen;2009 oktober;101.4;-4.3;-4.7
3442;Totaal afzetprijzen;089 Overige delfstoffen;2009 november;102.6;-4.8;1.2
3443;Totaal afzetprijzen;089 Overige delfstoffen;2009 december;99.7;-3.6;-2.8
3444;Totaal afzetprijzen;089 Overige delfstoffen;2009;104.6;3.7;
3445;Totaal afzetprijzen;089 Overige delfstoffen;2010 januari;98.3;-8.4;-1.4
3446;Totaal afzetprijzen;089 Overige delfstoffen;2010 februari;98.6;-6.3;0.3
3447;Totaal afzetprijzen;089 Overige delfstoffen;2010 maart;95.4;-10.2;-3.2
3448;Totaal afzetprijzen;089 Overige delfstoffen;2010 april;98.6;-5.6;3.3
3449;Totaal afzetprijzen;089 Overige delfstoffen;2010 mei;97.0;-10.1;-1.6
3450;Totaal afzetprijzen;089 Overige delfstoffen;2010 juni;97.0;-7.8;0.0
3451;Totaal afzetprijzen;089 Overige delfstoffen;2010 juli;101.5;-1.9;4.6
3452;Totaal afzetprijzen;089 Overige delfstoffen;2010 augustus;102.5;-2.6;1.0
3453;Totaal afzetprijzen;089 Overige delfstoffen;2010 september;100.6;-5.5;-1.9
3454;Totaal afzetprijzen;089 Overige delfstoffen;2010 oktober;102.9;1.5;2.3
3455;Totaal afzetprijzen;089 Overige delfstoffen;2010 november;104.5;1.9;1.6
3456;Totaal afzetprijzen;089 Overige delfstoffen;2010 december;103.2;3.5;-1.2
3457;Totaal afzetprijzen;089 Overige delfstoffen;2010;100.0;-4.4;
3458;Totaal afzetprijzen;089 Overige delfstoffen;2011 januari;107.0;8.9;3.7
3459;Totaal afzetprijzen;089 Overige delfstoffen;2011 februari;107.6;9.1;0.5
3460;Totaal afzetprijzen;089 Overige delfstoffen;2011 maart;106.5;11.6;-1.0
3461;Totaal afzetprijzen;089 Overige delfstoffen;2011 april;99.6;1.1;-6.5
3462;Totaal afzetprijzen;089 Overige delfstoffen;2011 mei;105.6;8.8;6.0
3463;Totaal afzetprijzen;089 Overige delfstoffen;2011 juni;107.3;10.7;1.7
3464;Totaal afzetprijzen;089 Overige delfstoffen;2011 juli;110.8;9.2;3.2
3465;Totaal afzetprijzen;089 Overige delfstoffen;2011 augustus;102.0;-0.5;-8.0
3466;Totaal afzetprijzen;089 Overige delfstoffen;2011 september;108.3;7.7;6.2
3467;Totaal afzetprijzen;089 Overige delfstoffen;2011 oktober;104.2;1.2;-3.8
3468;Totaal afzetprijzen;089 Overige delfstoffen;2011 november;105.3;0.7;1.1
3469;Totaal afzetprijzen;089 Overige delfstoffen;2011 december;109.7;6.2;4.2
3470;Totaal afzetprijzen;089 Overige delfstoffen;2011;106.2;6.2;
3471;Totaal afzetprijzen;089 Overige delfstoffen;2012 januari;109.5;2.3;-0.2
3472;Totaal afzetprijzen;089 Overige delfstoffen;2012 februari;111.4;3.6;1.8
3473;Totaal afzetprijzen;089 Overige delfstoffen;2012 maart;108.9;2.3;-2.2
3474;Totaal afzetprijzen;089 Overige delfstoffen;2012 april;98.8;-0.8;-9.3
3475;Totaal afzetprijzen;089 Overige delfstoffen;2012 mei;105.3;-0.3;6.5
3476;Totaal afzetprijzen;089 Overige delfstoffen;2012 juni;106.9;-0.4;1.5
3477;Totaal afzetprijzen;089 Overige delfstoffen;2012 juli;103.9;-6.2;-2.8
3478;Totaal afzetprijzen;089 Overige delfstoffen;2012 augustus;106.1;4.1;2.1
3479;Totaal afzetprijzen;089 Overige delfstoffen;2012 september;102.4;-5.4;-3.5
3480;Totaal afzetprijzen;089 Overige delfstoffen;2012 oktober;102.3;-1.8;-0.1
3481;Totaal afzetprijzen;089 Overige delfstoffen;2012 november;109.3;3.8;6.8
3482;Totaal afzetprijzen;089 Overige delfstoffen;2012 december;106.2;-3.2;-2.9
3483;Totaal afzetprijzen;089 Overige delfstoffen;2012;105.9;-0.2;
3484;Totaal afzetprijzen;089 Overige delfstoffen;2013 januari;104.6;-4.4;-1.5
3485;Totaal afzetprijzen;089 Overige delfstoffen;2013 februari;104.9;-5.8;0.3
3486;Totaal afzetprijzen;089 Overige delfstoffen;2013 maart;105.3;-3.4;0.4
3487;Totaal afzetprijzen;089 Overige delfstoffen;2013 april;103.3;4.6;-1.9
3488;Totaal afzetprijzen;089 Overige delfstoffen;2013 mei;105.6;0.3;2.2
3489;Totaal afzetprijzen;089 Overige delfstoffen;2013 juni;106.3;-0.5;0.7
3490;Totaal afzetprijzen;089 Overige delfstoffen;2013 juli;105.1;1.2;-1.2
3491;Totaal afzetprijzen;089 Overige delfstoffen;2013 augustus;107.9;1.7;2.7
3492;Totaal afzetprijzen;089 Overige delfstoffen;2013 september;107.2;4.7;-0.6
3493;Totaal afzetprijzen;089 Overige delfstoffen;2013 oktober;111.7;9.1;4.1
3494;Totaal afzetprijzen;089 Overige delfstoffen;2013 november;108.1;-1.1;-3.2
3495;Totaal afzetprijzen;089 Overige delfstoffen;2013 december;107.4;1.2;-0.6
3496;Totaal afzetprijzen;089 Overige delfstoffen;2013;106.5;0.5;
3497;Totaal afzetprijzen;089 Overige delfstoffen;2014 januari;109.9;5.0;2.3
3498;Totaal afzetprijzen;089 Overige delfstoffen;2014 februari;110.2;5.0;0.3
3499;Totaal afzetprijzen;089 Overige delfstoffen;2014 maart;111.1;5.5;0.8
3500;Totaal afzetprijzen;089 Overige delfstoffen;2014 april;111.5;7.9;0.3
3501;Totaal afzetprijzen;089 Overige delfstoffen;2014 mei;113.2;7.2;1.5
3502;Totaal afzetprijzen;089 Overige delfstoffen;2014 juni;116.6;9.6;3.0
3503;Totaal afzetprijzen;089 Overige delfstoffen;2014 juli;110.6;5.2;-5.1
3504;Totaal afzetprijzen;089 Overige delfstoffen;2014 augustus;111.6;3.4;0.9
3505;Totaal afzetprijzen;089 Overige delfstoffen;2014 september;110.4;2.9;-1.1
3506;Totaal afzetprijzen;089 Overige delfstoffen;2014 oktober;107.5;-3.7;-2.6
3507;Totaal afzetprijzen;089 Overige delfstoffen;2014 november;105.4;-2.4;-1.9
3508;Totaal afzetprijzen;089 Overige delfstoffen;2014 december;105.8;-1.6;0.3
3509;Totaal afzetprijzen;089 Overige delfstoffen;2014;110.3;3.6;
3510;Totaal afzetprijzen;089 Overige delfstoffen;2015 januari;109.8;-0.1;3.8
3511;Totaal afzetprijzen;089 Overige delfstoffen;2015 februari;106.7;-3.2;-2.8
3512;Totaal afzetprijzen;089 Overige delfstoffen;2015 maart;110.5;-0.6;3.6
