ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;OntwikkelingTOVEenJaarEerder_2;OntwikkelingTOVEenMaandEerder_3
3513;Totaal afzetprijzen;089 Overige delfstoffen;2015 april;110.9;-0.5;0.4
3514;Totaal afzetprijzen;089 Overige delfstoffen;2015 mei;112.1;-1.0;1.0
3515;Totaal afzetprijzen;089 Overige delfstoffen;2015 juni;111.6;-4.2;-0.4
3516;Totaal afzetprijzen;089 Overige delfstoffen;2015 juli;112.8;2.1;1.1
3517;Totaal afzetprijzen;089 Overige delfstoffen;2015 augustus;113.1;1.3;0.2
3518;Totaal afzetprijzen;089 Overige delfstoffen;2015 september;111.5;1.1;-1.3
3519;Totaal afzetprijzen;089 Overige delfstoffen;2015 oktober;112.1;4.2;0.5
3520;Totaal afzetprijzen;089 Overige delfstoffen;2015 november;111.1;5.4;-0.9
3521;Totaal afzetprijzen;089 Overige delfstoffen;2015 december;110.8;4.8;-0.3
3522;Totaal afzetprijzen;089 Overige delfstoffen;2015;111.1;0.7;
3523;Totaal afzetprijzen;089 Overige delfstoffen;2016 januari;110.3;0.5;-0.4
3524;Totaal afzetprijzen;089 Overige delfstoffen;2016 februari;110.3;3.4;-0.1
3525;Totaal afzetprijzen;089 Overige delfstoffen;2016 maart;110.5;0.1;0.2
3526;Totaal afzetprijzen;089 Overige delfstoffen;2016 april;110.8;-0.1;0.2
3527;Totaal afzetprijzen;089 Overige delfstoffen;2016 mei;109.8;-2.0;-0.9
3528;Totaal afzetprijzen;089 Overige delfstoffen;2016 juni;109.7;-1.7;-0.1
3529;Totaal afzetprijzen;089 Overige delfstoffen;2016 juli;110.3;-2.2;0.6
3530;Totaal afzetprijzen;089 Overige delfstoffen;2016 augustus;111.1;-1.8;0.7
3531;Totaal afzetprijzen;089 Overige delfstoffen;2016 september;109.1;-2.2;-1.8
3532;Totaal afzetprijzen;089 Overige delfstoffen;2016 oktober;109.7;-2.1;0.6
3533;Totaal afzetprijzen;089 Overige delfstoffen;2016 november;109.7;-1.3;-0.1
3534;Totaal afzetprijzen;089 Overige delfstoffen;2016 december;109.6;-1.1;0.0
3535;Totaal afzetprijzen;089 Overige delfstoffen;2016;110.1;-0.9;
3536;Totaal afzetprijzen;089 Overige delfstoffen;2017 januari;109.7;-0.6;0.0
3537;Totaal afzetprijzen;089 Overige delfstoffen;2017 februari;110.9;0.6;1.2
3538;Totaal afzetprijzen;089 Overige delfstoffen;2017 maart;110.7;0.1;-0.2
3539;Totaal afzetprijzen;089 Overige delfstoffen;2017 april;111.0;0.2;0.3
3540;Totaal afzetprijzen;089 Overige delfstoffen;2017 mei;110.5;0.6;-0.5
3541;Totaal afzetprijzen;089 Overige delfstoffen;2017 juni;110.2;0.4;-0.3
3542;Totaal afzetprijzen;089 Overige delfstoffen;2017 juli;110.9;0.5;0.7
3543;Totaal afzetprijzen;089 Overige delfstoffen;2017 augustus;110.5;-0.5;-0.4
3544;Totaal afzetprijzen;089 Overige delfstoffen;2017 september;111.0;1.8;0.4
3545;Totaal afzetprijzen;089 Overige delfstoffen;2017 oktober;110.2;0.4;-0.7
3546;Totaal afzetprijzen;089 Overige delfstoffen;2017 november;111.2;1.4;0.9
3547;Totaal afzetprijzen;089 Overige delfstoffen;2017 december;110.2;0.5;-0.9
3548;Totaal afzetprijzen;089 Overige delfstoffen;2017;110.6;0.5;
3549;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 januari;84.4;-0.9;0.0
3550;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 februari;84.4;-0.9;0.0
3551;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 maart;84.4;-0.9;0.0
3552;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 april;84.6;-0.7;0.3
3553;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 mei;84.6;-0.7;0.0
3554;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 juni;84.6;-0.7;0.0
3555;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 juli;84.5;-0.9;-0.2
3556;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 augustus;84.5;-0.9;0.0
3557;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 september;84.5;-0.9;0.0
3558;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 oktober;83.6;-1.9;-1.0
3559;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 november;83.6;-1.9;0.0
3560;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005 december;83.6;-0.9;0.0
3561;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2005;84.3;-1.0;
3562;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 januari;82.4;-2.3;-1.4
3563;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 februari;82.4;-2.3;0.0
3564;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 maart;82.4;-2.3;0.0
3565;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 april;82.0;-3.1;-0.5
3566;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 mei;82.0;-3.1;0.0
3567;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 juni;82.0;-3.1;0.0
3568;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 juli;82.0;-2.9;0.0
3569;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 augustus;82.0;-2.9;0.0
3570;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 september;82.0;-2.9;0.0
3571;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 oktober;81.8;-2.2;-0.2
3572;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 november;81.8;-2.2;0.0
3573;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006 december;81.8;-2.2;0.0
3574;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2006;82.1;-2.6;
3575;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 januari;84.6;2.6;3.4
3576;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 februari;84.6;2.6;0.0
3577;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 maart;84.6;2.6;0.0
3578;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 april;84.6;3.2;0.0
3579;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 mei;84.6;3.2;0.0
3580;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 juni;84.6;3.2;0.0
3581;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 juli;85.5;4.3;1.1
3582;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 augustus;85.5;4.3;0.0
3583;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 september;85.5;4.3;0.0
3584;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 oktober;85.5;4.5;0.0
3585;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 november;85.5;4.5;0.0
3586;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007 december;85.5;4.5;0.0
3587;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2007;85.0;3.6;
3588;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 januari;90.2;6.7;5.5
3589;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 februari;90.2;6.7;0.0
3590;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 maart;90.2;6.7;0.0
3591;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 april;90.6;7.1;0.4
3592;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 mei;90.6;7.1;0.0
3593;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 juni;90.6;7.1;0.0
3594;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 juli;91.4;6.9;0.9
3595;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 augustus;91.4;6.9;0.0
3596;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 september;91.4;6.9;0.0
3597;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 oktober;91.4;6.9;0.0
3598;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 november;91.4;6.9;0.0
3599;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008 december;91.4;6.9;0.0
3600;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2008;90.9;6.9;
3601;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 januari;92.2;2.3;0.9
3602;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 februari;92.2;2.3;0.0
3603;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 maart;92.2;2.3;0.0
3604;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 april;96.9;7.0;5.1
3605;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 mei;96.9;7.0;0.0
3606;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 juni;96.8;6.9;-0.1
3607;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 juli;96.9;6.0;0.1
3608;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 augustus;96.9;6.0;0.0
3609;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 september;96.9;6.0;0.0
3610;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 oktober;96.9;6.0;0.0
3611;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 november;96.9;6.0;0.0
3612;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009 december;96.9;6.0;0.0
3613;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2009;95.7;5.3;
3614;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 januari;98.0;6.2;1.0
3615;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 februari;98.0;6.2;0.0
3616;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 maart;100.4;8.9;2.5
3617;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 april;100.4;3.6;0.0
3618;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 mei;100.4;3.6;0.0
3619;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 juni;100.4;3.7;0.0
3620;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 juli;100.4;3.6;0.0
3621;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 augustus;100.4;3.6;0.0
3622;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 september;100.4;3.6;0.0
3623;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 oktober;100.4;3.6;0.0
3624;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 november;100.4;3.6;0.0
3625;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010 december;100.4;3.6;0.0
3626;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2010;100.0;4.4;
3627;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 januari;103.7;5.9;3.3
3628;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 februari;103.7;5.9;0.0
3629;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 maart;103.7;3.3;0.0
3630;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 april;103.7;3.3;0.0
3631;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 mei;103.7;3.3;0.0
3632;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 juni;103.7;3.3;0.0
3633;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 juli;103.7;3.3;0.0
3634;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 augustus;103.7;3.3;0.0
3635;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 september;103.9;3.4;0.1
3636;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 oktober;103.9;3.5;0.1
3637;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 november;103.8;3.4;-0.1
3638;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011 december;103.9;3.5;0.0
3639;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2011;103.8;3.8;
3640;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 januari;109.1;5.2;5.0
3641;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 februari;109.2;5.2;0.1
3642;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 maart;109.2;5.2;0.0
3643;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 april;109.4;5.5;0.3
3644;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 mei;109.4;5.5;0.0
3645;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 juni;109.4;5.5;0.0
3646;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 juli;109.7;5.7;0.2
3647;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 augustus;109.7;5.7;0.0
3648;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 september;109.7;5.6;0.0
3649;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 oktober;109.8;5.6;0.1
3650;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 november;109.8;5.7;0.0
3651;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012 december;109.8;5.6;0.0
3652;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2012;109.5;5.5;
3653;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 januari;111.3;2.0;1.4
3654;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 februari;111.3;2.0;0.0
3655;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 maart;111.3;1.9;0.0
3656;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 april;111.3;1.7;0.0
3657;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 mei;111.3;1.7;0.0
3658;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 juni;111.3;1.7;0.0
3659;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 juli;111.3;1.5;0.0
3660;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 augustus;111.3;1.5;0.0
3661;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 september;111.3;1.5;0.0
3662;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 oktober;111.3;1.4;0.0
3663;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 november;111.3;1.4;0.0
3664;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013 december;;;
3665;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2013;;;
3666;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 januari;112.1;0.8;
3667;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 februari;112.1;0.8;0.0
3668;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 maart;112.1;0.8;0.0
3669;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 april;113.0;1.5;0.7
3670;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 mei;113.0;1.5;0.0
3671;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 juni;113.0;1.5;0.0
3672;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 juli;113.0;1.5;0.0
3673;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 augustus;113.0;1.5;0.0
3674;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 september;113.0;1.5;0.0
3675;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 oktober;113.0;1.5;0.0
3676;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 november;113.0;1.5;0.0
3677;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014 december;;;
3678;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2014;;;
3679;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 januari;;;
3680;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 februari;;;
3681;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 maart;;;
3682;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 april;;;
3683;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 mei;;;
3684;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 juni;;;
3685;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 juli;;;
3686;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 augustus;;;
3687;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 september;;;
3688;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 oktober;;;
3689;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 november;;;
3690;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015 december;;;
3691;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2015;;;
3692;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 januari;;;
3693;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 februari;;;
3694;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 maart;;;
3695;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 april;;;
3696;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 mei;;;
3697;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 juni;;;
3698;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 juli;;;
3699;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 augustus;;;
3700;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 september;;;
3701;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 oktober;;;
3702;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 november;;;
3703;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016 december;;;
3704;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2016;;;
3705;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 januari;;;
3706;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 februari;;;
3707;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 maart;;;
3708;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 april;;;
3709;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 mei;;;
3710;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 juni;;;
3711;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 juli;;;
3712;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 augustus;;;
3713;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 september;;;
3714;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 oktober;;;
3715;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 november;;;
3716;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017 december;;;
3717;Totaal afzetprijzen;0891  Mineralen voor de chemische ...;2017;;;
3718;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 januari;;;
3719;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 februari;;;
3720;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 maart;;;
3721;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 april;;;
3722;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 mei;;;
3723;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 juni;;;
3724;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 juli;;;
3725;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 augustus;;;
3726;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 september;;;
3727;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 oktober;;;
3728;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 november;;;
3729;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005 december;;;
3730;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2005;;;
3731;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 januari;83.1;;
3732;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 februari;81.3;;-2.2
3733;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 maart;81.6;;0.4
3734;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 april;81.0;;-0.8
3735;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 mei;73.9;;-8.8
3736;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 juni;73.3;;-0.8
3737;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 juli;74.1;;1.1
3738;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 augustus;75.3;;1.6
3739;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 september;75.0;;-0.4
3740;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 oktober;74.3;;-0.9
3741;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 november;85.8;;15.5
3742;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006 december;87.9;;2.5
3743;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2006;78.9;;
3744;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 januari;87.3;5.0;-0.7
3745;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 februari;90.9;11.8;4.1
3746;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 maart;90.1;10.4;-0.9
3747;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 april;91.6;13.0;1.6
3748;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 mei;87.9;18.9;-4.0
3749;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 juni;87.1;18.7;-0.9
3750;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 juli;86.4;16.6;-0.8
3751;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 augustus;84.3;11.9;-2.4
3752;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 september;86.0;14.6;2.0
3753;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 oktober;86.4;16.3;0.5
3754;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 november;93.5;8.9;8.1
3755;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007 december;91.5;4.1;-2.1
3756;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2007;88.6;12.3;
3757;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2008 januari;90.8;4.0;-0.8
3758;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2008 februari;98.0;7.8;7.9
3759;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2008 maart;98.5;9.3;0.5
3760;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2008 april;99.0;8.1;0.5
3761;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2008 mei;99.7;13.5;0.8
3762;Totaal afzetprijzen;0893  Zout en zuiver natriumchlori...;2008 juni;99.2;13.9;-0.5
