ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;Indelingswijziging_4;AantalInwoners_5;TotaalVermogenVernielingEnGeweld_6;TotaalVermogensmisdrijven_7;TotaalDiefstal_8;Fietsendiefstal_9;DiefstalOverigeVervoermiddelen_10;DiefstalUitVanafVervoermiddelen_11;ZakkenrollerijStraatroofEnBeroving_12;TotaalDiefstalUitWoningSchuurED_13;DiefstalUitNietResidentieleGebouwen_14;OverigeDiefstalInbraak_15;OverigeVermogensmisdrijven_16;TotaalVernielingTegenOpenbareOrde_17;TotaalVernieling_18;VernielingAanAuto_19;OverigeVernieling_20;OverigeVernielingTegenOpenbareOrde_21;TotaalGeweldsEnSeksueleMisdrijven_22;Mishandeling_23;BedreigingEnStalking_24;OverigeGeweldsEnSeksueleMisdrijven_25;TotaalVermogenVernielingEnGeweld_26;TotaalVermogensmisdrijven_27;TotaalDiefstalUitWoningSchuurED_28;VernielingMisdrijfTegenOpenbareOrde_29;GeweldsEnSeksueleMisdrijven_30
1426;Malkenschoten;Apeldoorn                     ;Buurt   ;BU02000406;1.0;260;100.0;81.0;74.0;4.0;5.0;26.0;1.0;1.0;17.0;20.0;7.0;13.0;11.0;6.0;5.0;2.0;6.0;3.0;3.0;0.0;385.0;312.0;4.0;42.0;23.0
1427;Kayersmolen-Noord;Apeldoorn                     ;Buurt   ;BU02000407;1.0;316;54.0;39.0;36.0;4.0;3.0;7.0;0.0;4.0;12.0;6.0;3.0;7.0;7.0;3.0;4.0;0.0;8.0;4.0;2.0;2.0;171.0;123.0;13.0;22.0;25.0
1428;Kayersmolen-Midden;Apeldoorn                     ;Buurt   ;BU02000408;1.0;83;19.0;11.0;11.0;0.0;2.0;3.0;0.0;0.0;5.0;1.0;0.0;3.0;3.0;0.0;3.0;0.0;5.0;1.0;4.0;0.0;229.0;133.0;0.0;36.0;60.0
1429;Kayersmolen-Zuid;Apeldoorn                     ;Buurt   ;BU02000409;1.0;5;30.0;20.0;16.0;2.0;1.0;1.0;0.0;0.0;7.0;5.0;4.0;5.0;4.0;2.0;2.0;1.0;5.0;5.0;0.0;0.0;;;;;
1430;Zuidoost;Apeldoorn                     ;Wijk    ;WK020005  ;1.0;26378;757.0;515.0;432.0;42.0;49.0;135.0;8.0;50.0;53.0;95.0;83.0;165.0;154.0;56.0;98.0;11.0;77.0;37.0;27.0;13.0;29.0;20.0;2.0;6.0;3.0
1431;Matendreef;Apeldoorn                     ;Buurt   ;BU02000501;1.0;4324;135.0;100.0;84.0;8.0;10.0;30.0;1.0;11.0;7.0;17.0;16.0;30.0;29.0;13.0;16.0;1.0;5.0;2.0;1.0;2.0;31.0;23.0;3.0;7.0;1.0
1432;Matenhorst;Apeldoorn                     ;Buurt   ;BU02000502;1.0;3055;82.0;45.0;32.0;3.0;3.0;7.0;0.0;7.0;3.0;9.0;13.0;19.0;19.0;4.0;15.0;0.0;18.0;8.0;7.0;3.0;27.0;15.0;2.0;6.0;6.0
1433;Matendonk;Apeldoorn                     ;Buurt   ;BU02000503;1.0;5225;103.0;68.0;54.0;8.0;8.0;20.0;1.0;7.0;4.0;6.0;14.0;22.0;19.0;11.0;8.0;3.0;13.0;10.0;2.0;1.0;20.0;13.0;1.0;4.0;2.0
1434;Matenhoeve;Apeldoorn                     ;Buurt   ;BU02000504;1.0;4918;87.0;54.0;42.0;2.0;5.0;13.0;0.0;7.0;3.0;12.0;12.0;22.0;21.0;7.0;14.0;1.0;11.0;4.0;4.0;3.0;18.0;11.0;1.0;4.0;2.0
1435;Matenveld;Apeldoorn                     ;Buurt   ;BU02000505;1.0;5895;158.0;106.0;91.0;6.0;12.0;30.0;1.0;7.0;12.0;23.0;15.0;42.0;39.0;11.0;28.0;3.0;10.0;4.0;4.0;2.0;27.0;18.0;1.0;7.0;2.0
1436;Matengaarde;Apeldoorn                     ;Buurt   ;BU02000506;1.0;2812;149.0;107.0;96.0;14.0;8.0;22.0;5.0;9.0;18.0;20.0;11.0;25.0;22.0;9.0;13.0;3.0;17.0;9.0;6.0;2.0;53.0;38.0;3.0;8.0;6.0
1437;Matenhoek;Apeldoorn                     ;Buurt   ;BU02000507;1.0;146;8.0;5.0;5.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;55.0;34.0;0.0;14.0;7.0
1438;Kuipersveld;Apeldoorn                     ;Buurt   ;BU02000508;1.0;3;35.0;30.0;28.0;0.0;2.0;12.0;0.0;2.0;4.0;8.0;2.0;3.0;3.0;1.0;2.0;0.0;2.0;0.0;2.0;0.0;;;;;
1439;Oost;Apeldoorn                     ;Wijk    ;WK020006  ;1.0;18862;672.0;522.0;451.0;88.0;31.0;90.0;9.0;84.0;89.0;60.0;71.0;103.0;94.0;54.0;40.0;9.0;47.0;19.0;18.0;10.0;36.0;28.0;4.0;5.0;2.0
1440;Welgelegen;Apeldoorn                     ;Buurt   ;BU02000601;1.0;3790;107.0;85.0;75.0;10.0;7.0;18.0;1.0;24.0;6.0;9.0;10.0;15.0;14.0;9.0;5.0;1.0;7.0;4.0;3.0;0.0;28.0;22.0;6.0;4.0;2.0
1441;Osseveld-West;Apeldoorn                     ;Buurt   ;BU02000602;1.0;2332;55.0;40.0;31.0;4.0;3.0;3.0;1.0;14.0;2.0;4.0;9.0;13.0;10.0;5.0;5.0;3.0;2.0;0.0;2.0;0.0;24.0;17.0;6.0;4.0;1.0
1442;Osseveld-Oost;Apeldoorn                     ;Buurt   ;BU02000603;1.0;5251;179.0;149.0;125.0;47.0;8.0;27.0;1.0;14.0;18.0;10.0;24.0;23.0;22.0;12.0;10.0;1.0;7.0;3.0;2.0;2.0;34.0;28.0;3.0;4.0;1.0
1443;Woudhuis;Apeldoorn                     ;Buurt   ;BU02000604;1.0;6376;156.0;109.0;86.0;7.0;6.0;25.0;0.0;26.0;1.0;21.0;23.0;25.0;25.0;13.0;12.0;0.0;22.0;11.0;5.0;6.0;24.0;17.0;4.0;4.0;3.0
1444;Groot Zonnehoeve;Apeldoorn                     ;Buurt   ;BU02000605;1.0;1040;47.0;25.0;25.0;2.0;3.0;4.0;0.0;6.0;5.0;5.0;0.0;18.0;16.0;11.0;5.0;2.0;4.0;0.0;2.0;2.0;45.0;24.0;6.0;15.0;4.0
1445;De Voorwaarts;Apeldoorn                     ;Buurt   ;BU02000606;1.0;9;114.0;101.0;97.0;18.0;3.0;6.0;6.0;0.0;55.0;9.0;4.0;8.0;6.0;3.0;3.0;2.0;5.0;1.0;4.0;0.0;;;;;
1446;Bedrijvenpark Ecofactorij;Apeldoorn                     ;Buurt   ;BU02000607;1.0;0;14.0;13.0;12.0;0.0;1.0;7.0;0.0;0.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
1447;Bedrijvenpark Oost;Apeldoorn                     ;Buurt   ;BU02000608;1.0;64;;;;;;;;;;;;;;;;;;;;;;;;;
1448;Noordoost;Apeldoorn                     ;Wijk    ;WK020007  ;1.0;21544;792.0;569.0;468.0;50.0;32.0;94.0;6.0;87.0;91.0;108.0;101.0;147.0;123.0;42.0;81.0;24.0;76.0;49.0;23.0;4.0;37.0;26.0;4.0;6.0;4.0
1449;Zevenhuizen;Apeldoorn                     ;Buurt   ;BU02000701;1.0;2290;73.0;45.0;38.0;8.0;1.0;3.0;0.0;17.0;3.0;6.0;7.0;19.0;16.0;4.0;12.0;3.0;9.0;5.0;3.0;1.0;32.0;20.0;7.0;7.0;4.0
1450;Sluisoord;Apeldoorn                     ;Buurt   ;BU02000702;1.0;4207;136.0;96.0;79.0;5.0;3.0;21.0;1.0;25.0;6.0;18.0;17.0;24.0;18.0;5.0;13.0;6.0;16.0;11.0;5.0;0.0;32.0;23.0;6.0;4.0;4.0
1451;De Mheen;Apeldoorn                     ;Buurt   ;BU02000703;1.0;3190;111.0;84.0;71.0;9.0;3.0;15.0;1.0;11.0;18.0;14.0;13.0;22.0;21.0;11.0;10.0;1.0;5.0;4.0;1.0;0.0;35.0;26.0;3.0;7.0;2.0
1452;Anklaar;Apeldoorn                     ;Buurt   ;BU02000704;1.0;3865;172.0;131.0;112.0;15.0;10.0;17.0;3.0;17.0;31.0;19.0;19.0;23.0;16.0;4.0;12.0;7.0;18.0;10.0;7.0;1.0;45.0;34.0;4.0;4.0;5.0
1453;Sprenkelaar;Apeldoorn                     ;Buurt   ;BU02000705;1.0;3777;109.0;76.0;62.0;7.0;4.0;16.0;1.0;13.0;6.0;15.0;14.0;22.0;19.0;7.0;12.0;3.0;11.0;6.0;4.0;1.0;29.0;20.0;3.0;5.0;3.0
1454;Bedrijvenpark Apeldoorn Noord;Apeldoorn                     ;Buurt   ;BU02000706;1.0;177;72.0;59.0;53.0;1.0;4.0;10.0;0.0;0.0;16.0;22.0;6.0;9.0;7.0;3.0;4.0;2.0;4.0;2.0;2.0;0.0;407.0;333.0;0.0;40.0;23.0
1455;Sleutelbloem;Apeldoorn                     ;Buurt   ;BU02000707;1.0;60;17.0;16.0;9.0;1.0;1.0;0.0;0.0;1.0;2.0;4.0;7.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;283.0;267.0;17.0;0.0;0.0
1456;Zuidbroek - Mozaïek & Rooster;Apeldoorn                     ;Buurt   ;BU02000708;1.0;3707;68.0;46.0;29.0;1.0;3.0;11.0;0.0;2.0;5.0;7.0;17.0;19.0;19.0;5.0;14.0;0.0;3.0;2.0;0.0;1.0;18.0;12.0;1.0;5.0;1.0
1457;Zuidbroek - De Wellen;Apeldoorn                     ;Buurt   ;BU02000709;1.0;271;34.0;16.0;15.0;3.0;3.0;1.0;0.0;1.0;4.0;3.0;1.0;8.0;7.0;3.0;4.0;1.0;10.0;9.0;1.0;0.0;125.0;59.0;4.0;26.0;37.0
1458;Noord;Apeldoorn                     ;Wijk    ;WK020008  ;1.0;12552;411.0;314.0;266.0;31.0;21.0;34.0;9.0;69.0;46.0;56.0;48.0;60.0;53.0;26.0;27.0;7.0;37.0;19.0;12.0;6.0;33.0;25.0;5.0;4.0;3.0
1459;De Parken;Apeldoorn                     ;Buurt   ;BU02000801;3.0;2389;107.0;77.0;66.0;11.0;4.0;8.0;4.0;9.0;10.0;20.0;11.0;17.0;14.0;9.0;5.0;3.0;13.0;7.0;2.0;4.0;45.0;32.0;4.0;6.0;5.0
1460;Spainkbos;Apeldoorn                     ;Buurt   ;BU02000802;1.0;1154;42.0;26.0;20.0;0.0;1.0;3.0;0.0;11.0;1.0;4.0;6.0;13.0;12.0;4.0;8.0;1.0;3.0;1.0;1.0;1.0;36.0;23.0;10.0;10.0;3.0
1461;Loolaan-Noord;Apeldoorn                     ;Buurt   ;BU02000803;1.0;2030;46.0;30.0;26.0;3.0;2.0;3.0;1.0;10.0;2.0;5.0;4.0;11.0;11.0;6.0;5.0;0.0;5.0;3.0;2.0;0.0;23.0;15.0;5.0;5.0;2.0
1462;Het Loo;Apeldoorn                     ;Buurt   ;BU02000804;1.0;1332;25.0;21.0;15.0;0.0;1.0;4.0;0.0;3.0;2.0;5.0;6.0;3.0;3.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;19.0;16.0;2.0;2.0;1.0
1463;Kerschoten-West;Apeldoorn                     ;Buurt   ;BU02000805;1.0;1095;28.0;26.0;21.0;3.0;5.0;1.0;0.0;9.0;0.0;3.0;5.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;26.0;24.0;8.0;2.0;0.0
1464;Kerschoten;Apeldoorn                     ;Buurt   ;BU02000806;3.0;3539;131.0;109.0;99.0;14.0;7.0;14.0;2.0;21.0;28.0;13.0;10.0;8.0;8.0;6.0;2.0;0.0;14.0;7.0;7.0;0.0;37.0;31.0;6.0;2.0;4.0
1465;Paleispark;Apeldoorn                     ;Buurt   ;BU02000807;1.0;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1466;Stadhoudersmolen;Apeldoorn                     ;Buurt   ;BU02000808;2.0;177;17.0;10.0;7.0;0.0;0.0;0.0;0.0;1.0;2.0;4.0;3.0;6.0;3.0;0.0;3.0;3.0;1.0;0.0;0.0;1.0;96.0;56.0;6.0;17.0;6.0
1467;Hommelbrink;Apeldoorn                     ;Buurt   ;BU02000809;2.0;779;15.0;15.0;12.0;0.0;1.0;1.0;2.0;5.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;19.0;6.0;0.0;0.0
1468;Uddel en omgeving;Apeldoorn                     ;Wijk    ;WK020010  ;1.0;2915;61.0;49.0;41.0;7.0;1.0;7.0;0.0;12.0;1.0;13.0;8.0;9.0;8.0;2.0;6.0;1.0;3.0;2.0;1.0;0.0;21.0;17.0;4.0;3.0;1.0
1469;Uddel;Apeldoorn                     ;Buurt   ;BU02001001;1.0;1867;22.0;16.0;11.0;3.0;1.0;4.0;0.0;2.0;0.0;1.0;5.0;5.0;4.0;0.0;4.0;1.0;1.0;0.0;1.0;0.0;12.0;9.0;1.0;2.0;1.0
1470;Agrarisch gebied Uddel;Apeldoorn                     ;Buurt   ;BU02001002;1.0;543;13.0;10.0;9.0;0.0;0.0;1.0;0.0;4.0;1.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;24.0;18.0;7.0;2.0;4.0
1471;Bosgebied Meerveld;Apeldoorn                     ;Buurt   ;BU02001003;1.0;405;15.0;12.0;11.0;2.0;0.0;1.0;0.0;4.0;0.0;4.0;1.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;37.0;30.0;10.0;7.0;0.0
1472;Bosgebied Nieuw Milligen;Apeldoorn                     ;Buurt   ;BU02001004;1.0;100;11.0;11.0;10.0;2.0;0.0;1.0;0.0;2.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;110.0;20.0;0.0;0.0
1473;Hoog Soeren en Radio Kootwijk;Apeldoorn                     ;Wijk    ;WK020011  ;1.0;341;46.0;42.0;40.0;1.0;0.0;22.0;0.0;2.0;5.0;10.0;2.0;2.0;1.0;0.0;1.0;1.0;2.0;2.0;0.0;0.0;135.0;123.0;6.0;3.0;6.0
1474;Orderbos;Apeldoorn                     ;Buurt   ;BU02001101;1.0;4;;;;;;;;;;;;;;;;;;;;;;;;;
1475;Hoog Soeren;Apeldoorn                     ;Buurt   ;BU02001102;1.0;179;11.0;11.0;10.0;0.0;0.0;5.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.0;61.0;11.0;0.0;0.0
1476;Bosgebied Hoog Soeren;Apeldoorn                     ;Buurt   ;BU02001103;1.0;61;19.0;17.0;17.0;1.0;0.0;13.0;0.0;0.0;0.0;3.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;311.0;279.0;0.0;16.0;0.0
1477;Bosgebied Hoog Buurloo;Apeldoorn                     ;Buurt   ;BU02001104;1.0;97;16.0;14.0;13.0;0.0;0.0;4.0;0.0;0.0;3.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;165.0;144.0;0.0;0.0;21.0
1478;Hoenderloo en omgeving;Apeldoorn                     ;Wijk    ;WK020012  ;1.0;1574;156.0;109.0;101.0;4.0;1.0;13.0;0.0;12.0;13.0;58.0;8.0;22.0;21.0;5.0;16.0;1.0;25.0;15.0;4.0;6.0;99.0;69.0;8.0;13.0;16.0
1479;Hoenderloo;Apeldoorn                     ;Buurt   ;BU02001201;1.0;732;21.0;17.0;12.0;0.0;0.0;0.0;0.0;6.0;4.0;2.0;5.0;4.0;3.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;29.0;23.0;8.0;4.0;0.0
1480;Bosgebied Ugchelen;Apeldoorn                     ;Buurt   ;BU02001202;1.0;127;51.0;49.0;48.0;1.0;0.0;0.0;0.0;0.0;1.0;46.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;402.0;386.0;0.0;8.0;8.0
1481;Bosgebied Hoenderloo;Apeldoorn                     ;Buurt   ;BU02001203;1.0;212;28.0;25.0;23.0;2.0;1.0;10.0;0.0;3.0;3.0;4.0;2.0;3.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;132.0;118.0;14.0;14.0;0.0
1482;Miggelenberg;Apeldoorn                     ;Buurt   ;BU02001204;1.0;503;56.0;18.0;18.0;1.0;0.0;3.0;0.0;3.0;5.0;6.0;0.0;14.0;14.0;4.0;10.0;0.0;24.0;15.0;3.0;6.0;111.0;36.0;6.0;28.0;48.0
1483;Loenen en omgeving;Apeldoorn                     ;Wijk    ;WK020013  ;1.0;3102;111.0;96.0;84.0;6.0;4.0;25.0;1.0;26.0;8.0;14.0;12.0;9.0;9.0;2.0;7.0;0.0;6.0;3.0;2.0;1.0;36.0;31.0;8.0;3.0;2.0
1484;Het Goreld;Apeldoorn                     ;Buurt   ;BU02001301;1.0;253;9.0;9.0;7.0;0.0;0.0;1.0;0.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;36.0;16.0;0.0;0.0
1485;Loenen;Apeldoorn                     ;Buurt   ;BU02001302;1.0;2134;57.0;44.0;39.0;5.0;4.0;10.0;1.0;12.0;4.0;3.0;5.0;7.0;7.0;0.0;7.0;0.0;6.0;3.0;2.0;1.0;27.0;21.0;6.0;3.0;3.0
1486;Bosgebied Loenen;Apeldoorn                     ;Buurt   ;BU02001303;1.0;715;45.0;43.0;38.0;1.0;0.0;14.0;0.0;10.0;4.0;9.0;5.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0;60.0;14.0;3.0;0.0
1487;Beekbergen en omgeving;Apeldoorn                     ;Wijk    ;WK020014  ;1.0;4545;268.0;202.0;182.0;17.0;10.0;19.0;1.0;57.0;45.0;33.0;20.0;34.0;32.0;11.0;21.0;2.0;32.0;14.0;12.0;6.0;59.0;44.0;13.0;7.0;7.0
1488;Beekbergen;Apeldoorn                     ;Buurt   ;BU02001401;1.0;2544;99.0;81.0;71.0;9.0;2.0;8.0;0.0;20.0;23.0;9.0;10.0;11.0;9.0;2.0;7.0;2.0;7.0;2.0;2.0;3.0;39.0;32.0;8.0;4.0;3.0
1489;Bosgebied Beekbergen-West;Apeldoorn                     ;Buurt   ;BU02001402;1.0;359;32.0;24.0;24.0;2.0;2.0;1.0;1.0;6.0;4.0;8.0;0.0;6.0;6.0;1.0;5.0;0.0;2.0;2.0;0.0;0.0;89.0;67.0;17.0;17.0;6.0
1490;Agrarisch gebied Beekbergen;Apeldoorn                     ;Buurt   ;BU02001403;1.0;455;18.0;16.0;14.0;0.0;0.0;0.0;0.0;4.0;6.0;4.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;40.0;35.0;9.0;2.0;2.0
1491;Bosgebied Beekbergen-Zuid;Apeldoorn                     ;Buurt   ;BU02001404;1.0;1187;119.0;81.0;73.0;6.0;6.0;10.0;0.0;27.0;12.0;12.0;8.0;16.0;16.0;8.0;8.0;0.0;22.0;10.0;9.0;3.0;100.0;68.0;23.0;13.0;19.0
1492;Lieren en omgeving;Apeldoorn                     ;Wijk    ;WK020015  ;1.0;1204;18.0;16.0;15.0;0.0;2.0;5.0;0.0;4.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;15.0;13.0;3.0;0.0;1.0
1493;Lieren;Apeldoorn                     ;Buurt   ;BU02001501;1.0;570;6.0;5.0;4.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;9.0;0.0;0.0;0.0
1494;Agrarisch gebied Lieren-Oosterhuizen;Apeldoorn                     ;Buurt   ;BU02001502;1.0;527;6.0;6.0;6.0;0.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;11.0;2.0;0.0;0.0
1495;Bosgebied Oosterhuizen;Apeldoorn                     ;Buurt   ;BU02001503;1.0;107;6.0;5.0;5.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;56.0;47.0;28.0;0.0;9.0
1496;Klarenbeek en omgeving;Apeldoorn                     ;Wijk    ;WK020016  ;1.0;1872;61.0;44.0;38.0;0.0;9.0;13.0;0.0;10.0;0.0;6.0;6.0;12.0;11.0;4.0;7.0;1.0;5.0;3.0;0.0;2.0;33.0;24.0;5.0;6.0;3.0
1497;Wolthuis;Apeldoorn                     ;Buurt   ;BU02001601;1.0;264;37.0;28.0;25.0;0.0;7.0;12.0;0.0;3.0;0.0;3.0;3.0;8.0;7.0;3.0;4.0;1.0;1.0;1.0;0.0;0.0;140.0;106.0;11.0;27.0;4.0
1498;Klarenbeek;Apeldoorn                     ;Buurt   ;BU02001602;1.0;568;7.0;4.0;4.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;12.0;7.0;4.0;2.0;4.0
1499;De Hooilanden;Apeldoorn                     ;Buurt   ;BU02001603;1.0;790;13.0;11.0;8.0;0.0;1.0;1.0;0.0;4.0;0.0;2.0;3.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;16.0;14.0;5.0;1.0;1.0
1500;De Hooilanden-Oosterhuizen;Apeldoorn                     ;Buurt   ;BU02001604;1.0;250;4.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;16.0;4.0;4.0;8.0;4.0
1501;Wenum Wiesel Beemte;Apeldoorn                     ;Wijk    ;WK020017  ;1.0;3034;73.0;57.0;45.0;3.0;2.0;2.0;1.0;16.0;10.0;11.0;12.0;8.0;7.0;4.0;3.0;1.0;8.0;3.0;3.0;2.0;24.0;19.0;5.0;2.0;3.0
1502;Wenum;Apeldoorn                     ;Buurt   ;BU02001701;1.0;335;24.0;19.0;19.0;1.0;1.0;1.0;0.0;4.0;9.0;3.0;0.0;4.0;4.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;72.0;57.0;12.0;12.0;3.0
1503;Beemte;Apeldoorn                     ;Buurt   ;BU02001702;1.0;133;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0;8.0
1504;Bosgebied Wiesel;Apeldoorn                     ;Buurt   ;BU02001703;1.0;0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
1505;Agrarisch gebied Wiesel;Apeldoorn                     ;Buurt   ;BU02001704;1.0;952;18.0;14.0;8.0;0.0;0.0;1.0;0.0;5.0;0.0;2.0;6.0;1.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;2.0;19.0;15.0;5.0;0.0;3.0
1506;Agrarisch gebied Wenum;Apeldoorn                     ;Buurt   ;BU02001705;1.0;756;17.0;14.0;10.0;2.0;1.0;0.0;0.0;3.0;1.0;3.0;4.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;22.0;19.0;4.0;3.0;1.0
1507;Agrarisch gebied Beemte Broekland;Apeldoorn                     ;Buurt   ;BU02001706;1.0;858;11.0;8.0;6.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;13.0;9.0;3.0;1.0;2.0
1508;Appingedam;Appingedam                    ;Gemeente;GM0003    ;;12001;410.0;280.0;220.0;25.0;8.0;16.0;4.0;42.0;90.0;35.0;60.0;57.0;54.0;28.0;26.0;3.0;73.0;40.0;24.0;9.0;34.0;23.0;3.0;4.0;6.0
1509;Wijk 00;Appingedam                    ;Wijk    ;WK000300  ;1.0;12001;410.0;280.0;220.0;25.0;8.0;16.0;4.0;42.0;90.0;35.0;60.0;57.0;54.0;28.0;26.0;3.0;73.0;40.0;24.0;9.0;34.0;23.0;3.0;4.0;6.0
1510;Appingedam-Centrum;Appingedam                    ;Buurt   ;BU00030000;1.0;2334;136.0;94.0;75.0;18.0;1.0;4.0;2.0;3.0;33.0;14.0;19.0;18.0;18.0;8.0;10.0;0.0;24.0;14.0;9.0;1.0;58.0;40.0;1.0;8.0;10.0
1511;Appingedam-West;Appingedam                    ;Buurt   ;BU00030001;1.0;3094;54.0;43.0;32.0;1.0;1.0;5.0;0.0;15.0;2.0;8.0;11.0;8.0;8.0;4.0;4.0;0.0;3.0;0.0;2.0;1.0;17.0;14.0;5.0;3.0;1.0
1512;Appingedam-Oost;Appingedam                    ;Buurt   ;BU00030002;1.0;5980;202.0;129.0;103.0;6.0;5.0;2.0;2.0;23.0;52.0;13.0;26.0;27.0;24.0;15.0;9.0;3.0;46.0;26.0;13.0;7.0;34.0;22.0;4.0;4.0;8.0
1513;Verspr.h. Damsterdiep en Eemskanaal;Appingedam                    ;Buurt   ;BU00030007;1.0;331;4.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;12.0;0.0;0.0;0.0
1514;Verspr.h. ten zuiden van Eemskanaal;Appingedam                    ;Buurt   ;BU00030008;1.0;102;10.0;8.0;7.0;0.0;0.0;5.0;0.0;1.0;1.0;0.0;1.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;98.0;78.0;10.0;20.0;0.0
1515;Verspr.h. ten N. van het Damsterdiep;Appingedam                    ;Buurt   ;BU00030009;1.0;160;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;25.0;13.0;0.0;13.0;0.0
1516;Arnhem;Arnhem                        ;Gemeente;GM0202    ;;153818;10894.0;7954.0;7077.0;1240.0;720.0;1009.0;571.0;879.0;1074.0;1584.0;877.0;1668.0;1256.0;633.0;623.0;412.0;1272.0;674.0;417.0;181.0;71.0;52.0;6.0;8.0;8.0
1517;Centrum;Arnhem                        ;Wijk    ;WK020201  ;1.0;5109;2345.0;1692.0;1571.0;291.0;69.0;83.0;362.0;26.0;352.0;388.0;121.0;332.0;127.0;45.0;82.0;205.0;321.0;224.0;73.0;24.0;459.0;331.0;5.0;25.0;63.0
1518;Markt;Arnhem                        ;Buurt   ;BU02020100;1.0;1168;424.0;332.0;286.0;78.0;10.0;8.0;57.0;5.0;60.0;68.0;46.0;52.0;37.0;11.0;26.0;15.0;40.0;19.0;18.0;3.0;363.0;284.0;4.0;32.0;34.0
1519;Weverstraat;Arnhem                        ;Buurt   ;BU02020101;1.0;1634;213.0;138.0;123.0;29.0;13.0;15.0;13.0;9.0;23.0;21.0;15.0;35.0;19.0;6.0;13.0;16.0;40.0;27.0;9.0;4.0;130.0;84.0;6.0;12.0;24.0
1520;Rijnstraat;Arnhem                        ;Buurt   ;BU02020102;1.0;1020;1138.0;794.0;750.0;70.0;21.0;7.0;239.0;7.0;209.0;197.0;44.0;163.0;32.0;0.0;32.0;131.0;181.0;144.0;26.0;11.0;1116.0;778.0;7.0;31.0;177.0
