ID;Geslacht;LeeftijdPersoon;Persoonskenmerken;HemelsbredeAfstandTotOuder;GeslachtInNederlandWonendeOuder;RegioS;PersonenVan18JaarOfOuder_1
927;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Drenthe (PV);31580
928;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Overijssel (PV);83960
929;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Flevoland (PV);31040
930;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Gelderland (PV);145140
931;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Utrecht (PV);81340
932;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Noord-Holland (PV);182910
933;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zuid-Holland (PV);255860
934;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zeeland (PV);23970
935;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Noord-Brabant (PV);181800
936;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Limburg (PV);82000
937;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Oost-Groningen (CR);9760
938;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Delfzijl en omgeving (CR);3200
939;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Overig Groningen (CR);18920
940;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Noord-Friesland (CR);20340
941;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zuidwest-Friesland (CR);8770
942;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zuidoost-Friesland (CR);12000
943;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Noord-Drenthe (CR);11230
944;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zuidoost-Drenthe (CR);11710
945;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zuidwest-Drenthe (CR);8640
946;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Noord-Overijssel (CR);25850
947;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zuidwest-Overijssel (CR);10330
948;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Twente (CR);47780
949;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Veluwe (CR);51860
950;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Achterhoek (CR);29190
951;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Arnhem/Nijmegen (CR);44060
952;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zuidwest-Gelderland (CR);20030
953;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Utrecht (CR);81340
954;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Kop van Noord-Holland (CR);26590
955;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Alkmaar en omgeving (CR);16140
956;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;IJmond (CR);14650
957;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Agglomeratie Haarlem (CR);13360
958;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zaanstreek (CR);12660
959;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Groot-Amsterdam (CR);84660
960;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Het Gooi en Vechtstreek (CR);14850
961;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Agglomeratie Leiden en Bollenstreek (CR);29090
962;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Agglomeratie 's-Gravenhage (CR);54650
963;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Delft en Westland (CR);15920
964;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Oost-Zuid-Holland (CR);22380
965;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Groot-Rijnmond (CR);102330
966;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zuidoost-Zuid-Holland (CR);31490
967;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zeeuwsch-Vlaanderen (CR);6330
968;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Overig Zeeland (CR);17650
969;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;West-Noord-Brabant (CR);43770
970;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Midden-Noord-Brabant (CR);33360
971;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Noordoost-Noord-Brabant (CR);50290
972;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zuidoost-Noord-Brabant (CR);54380
973;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Noord-Limburg (CR);22660
974;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Midden-Limburg (CR);18220
975;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Zuid-Limburg (CR);41120
976;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Flevoland (CR);31040
977;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Aa en Hunze;1510
978;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Aalburg;1300
979;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Aalsmeer;2330
980;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Aalten;2090
981;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Achtkarspelen;2190
982;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Alblasserdam;1660
983;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Albrandswaard;1750
984;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Alkmaar;6210
985;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Almelo;5280
986;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Almere;16460
987;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Alphen aan den Rijn;7700
988;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Alphen-Chaam;860
989;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Ameland;170
990;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Amersfoort;9060
991;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Amstelveen;5210
992;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Amsterdam;46590
993;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Apeldoorn;10800
994;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Appingedam;770
995;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Arnhem;7580
996;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Assen;3610
997;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Asten;1430
998;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Baarle-Nassau;590
999;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Baarn;1480
1000;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Barendrecht;3660
1001;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Barneveld;5150
1002;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bedum;770
1003;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Beek (L.);1380
1004;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Beemster;770
1005;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Beesel;1110
1006;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bellingwedde;620
1007;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bergambacht;760
1008;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bergeijk;1640
1009;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bergen (L.);1200
1010;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bergen (NH.);2150
1011;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bergen op Zoom;4610
1012;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Berkelland;3520
1013;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bernheze;2670
1014;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bernisse;950
1015;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Best;2270
1016;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Beuningen;2110
1017;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Beverwijk;2800
1018;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;het Bildt;730
1019;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;De Bilt;2830
1020;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Binnenmaas;2100
1021;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bladel;1650
1022;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Blaricum;540
1023;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bloemendaal;1260
1024;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bodegraven-Reeuwijk;2750
1025;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Boekel;950
1026;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Ten Boer;480
1027;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Borger-Odoorn;1750
1028;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Borne;1570
1029;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Borsele;1610
1030;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Boxmeer;2290
1031;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Boxtel;2300
1032;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Breda;10570
1033;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Brielle;1160
1034;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bronckhorst;2990
1035;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Brummen;1550
1036;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Brunssum;2070
1037;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bunnik;960
1038;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bunschoten;2000
1039;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Buren;2200
1040;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Bussum;1610
1041;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Capelle aan den IJssel;5170
1042;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Castricum;2750
1043;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Coevorden;2390
1044;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Cranendonck;1680
1045;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Cromstrijen;960
1046;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Cuijk;1890
1047;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Culemborg;1980
1048;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Dalfsen;2380
1049;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Dantumadiel;1680
1050;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Delft;5200
1051;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Delfzijl;1720
1052;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Deurne;2910
1053;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Deventer;5910
1054;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Diemen;1960
1055;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Dinkelland;2810
1056;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Doesburg;790
1057;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Doetinchem;3730
1058;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Dongen;1960
1059;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Dongeradeel;1760
1060;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Dordrecht;8450
1061;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Drechterland;1550
1062;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Drimmelen;2130
1063;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Dronten;2710
1064;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Druten;1360
1065;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Duiven;2030
1066;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Echt-Susteren;2610
1067;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Edam-Volendam;2590
1068;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Ede;8990
1069;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Eemnes;670
1070;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Eemsmond;1100
1071;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Eersel;1590
1072;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Eijsden-Margraten;2130
1073;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Eindhoven;12340
1074;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Elburg;1870
1075;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Emmen;7570
1076;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Enkhuizen;1200
1077;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Enschede;9120
1078;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Epe;2650
1079;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Ermelo;2160
1080;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Etten-Leur;3190
1081;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Ferwerderadiel;650
1082;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Franekeradeel;1240
1083;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;De Friese Meren;3560
1084;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Geertruidenberg;1480
1085;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Geldermalsen;2220
1086;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Geldrop-Mierlo;2770
1087;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Gemert-Bakel;2570
1088;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Gennep;1240
1089;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Giessenlanden;1290
1090;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Gilze en Rijen;2000
1091;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Goeree-Overflakkee;3540
1092;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Goes;2280
1093;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Goirle;1560
1094;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Gorinchem;2530
1095;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Gouda;4880
1096;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Graft-De Rijp;520
1097;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Grave;890
1098;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;'s-Gravenhage (gemeente);31490
1099;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Groesbeek;1620
1100;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Groningen (gemeente);6460
1101;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Grootegast;1030
1102;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Gulpen-Wittem;1220
1103;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Haaksbergen;2090
1104;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Haaren;1230
1105;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Haarlem;8980
1106;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Haarlemmerliede en Spaarnwoude;540
1107;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Haarlemmermeer;11410
1108;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Halderberge;2310
1109;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hardenberg;5250
1110;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Harderwijk;3330
1111;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hardinxveld-Giessendam;1660
1112;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Haren;910
1113;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Harlingen;910
1114;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hattem;870
1115;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Heemskerk;3310
1116;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Heemstede;1500
1117;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Heerde;1530
1118;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Heerenveen;2990
1119;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Heerhugowaard;3680
1120;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Heerlen;5540
1121;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Heeze-Leende;1310
1122;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Heiloo;1500
1123;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Den Helder;3560
1124;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hellendoorn;3040
1125;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hellevoetsluis;2860
1126;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Helmond;6100
1127;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hendrik-Ido-Ambacht;2220
1128;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hengelo (O.);5200
1129;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;'s-Hertogenbosch;8940
1130;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Heumen;1200
1131;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Heusden;3620
1132;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hillegom;1480
1133;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hilvarenbeek;1280
1134;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hilversum;4850
1135;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hof van Twente;2930
1136;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hollands Kroon;3450
1137;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hoogeveen;3770
1138;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hoogezand-Sappemeer;2150
1139;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hoorn;4930
1140;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Horst aan de Maas;3770
1141;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Houten;3630
1142;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Huizen;3180
1143;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Hulst;1540
1144;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;IJsselstein;2630
1145;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Kaag en Braassem;2280
1146;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Kampen;3750
1147;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Kapelle;870
1148;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Katwijk;6110
1149;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Kerkrade;3100
1150;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Koggenland;1810
1151;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Kollumerland en Nieuwkruisland;1050
1152;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Korendijk;850
1153;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Krimpen aan den IJssel;2380
1154;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Laarbeek;1840
1155;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Landerd;1480
1156;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Landgraaf;2720
1157;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Landsmeer;860
1158;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Langedijk;2120
1159;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Lansingerland;3900
1160;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Laren (NH.);600
1161;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Leek;1320
1162;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Leerdam;1900
1163;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Leeuwarden;4980
1164;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Leeuwarderadeel;770
1165;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Leiden;6150
1166;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Leiderdorp;1820
1167;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Leidschendam-Voorburg;4560
1168;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Lelystad;5250
1169;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Leudal;3000
1170;Totaal mannen en vrouwen;20300;Totaal personen;Persoon woont bij ouder;Vrouwen;Leusden;2050
