ID;Geslacht;LeeftijdPersoon;Persoonskenmerken;HemelsbredeAfstandTotOuder;GeslachtInNederlandWonendeOuder;RegioS;PersonenVan18JaarOfOuder_1
6968;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Alphen-Chaam;80
6969;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Ameland;120
6970;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Amersfoort;3980
6971;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Amstelveen;2120
6972;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Amsterdam;34790
6973;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Apeldoorn;2880
6974;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Appingedam;220
6975;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Arnhem;4240
6976;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Assen;2030
6977;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Asten;110
6978;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Baarle-Nassau;40
6979;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Baarn;430
6980;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Barendrecht;600
6981;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Barneveld;490
6982;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bedum;200
6983;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Beek (L.);160
6984;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Beemster;100
6985;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Beesel;130
6986;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bellingwedde;320
6987;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bergambacht;100
6988;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bergeijk;140
6989;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bergen (L.);140
6990;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bergen (NH.);470
6991;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bergen op Zoom;980
6992;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Berkelland;680
6993;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bernheze;140
6994;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bernisse;120
6995;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Best;410
6996;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Beuningen;280
6997;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Beverwijk;570
6998;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;het Bildt;190
6999;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;De Bilt;990
7000;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Binnenmaas;290
7001;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bladel;110
7002;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Blaricum;110
7003;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bloemendaal;680
7004;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bodegraven-Reeuwijk;430
7005;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Boekel;30
7006;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Ten Boer;160
7007;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Borger-Odoorn;680
7008;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Borne;400
7009;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Borsele;430
7010;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Boxmeer;260
7011;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Boxtel;220
7012;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Breda;3940
7013;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Brielle;260
7014;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bronckhorst;460
7015;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Brummen;340
7016;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Brunssum;330
7017;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bunnik;340
7018;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bunschoten;120
7019;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Buren;250
7020;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Bussum;780
7021;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Capelle aan den IJssel;790
7022;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Castricum;520
7023;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Coevorden;720
7024;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Cranendonck;230
7025;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Cromstrijen;120
7026;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Cuijk;250
7027;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Culemborg;570
7028;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Dalfsen;280
7029;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Dantumadiel;180
7030;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Delft;4970
7031;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Delfzijl;510
7032;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Deurne;240
7033;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Deventer;2490
7034;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Diemen;660
7035;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Dinkelland;160
7036;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Doesburg;210
7037;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Doetinchem;930
7038;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Dongen;190
7039;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Dongeradeel;340
7040;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Dordrecht;1570
7041;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Drechterland;160
7042;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Drimmelen;210
7043;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Dronten;990
7044;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Druten;140
7045;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Duiven;490
7046;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Echt-Susteren;320
7047;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Edam-Volendam;120
7048;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Ede;1770
7049;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Eemnes;100
7050;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Eemsmond;330
7051;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Eersel;130
7052;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Eijsden-Margraten;430
7053;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Eindhoven;5580
7054;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Elburg;280
7055;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Emmen;2270
7056;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Enkhuizen;260
7057;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Enschede;6570
7058;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Epe;390
7059;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Ermelo;290
7060;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Etten-Leur;450
7061;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Ferwerderadiel;160
7062;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Franekeradeel;470
7063;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;De Friese Meren;650
7064;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Geertruidenberg;170
7065;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Geldermalsen;320
7066;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Geldrop-Mierlo;570
7067;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Gemert-Bakel;190
7068;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Gennep;180
7069;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Giessenlanden;100
7070;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Gilze en Rijen;250
7071;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Goeree-Overflakkee;530
7072;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Goes;790
7073;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Goirle;160
7074;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Gorinchem;420
7075;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Gouda;1510
7076;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Graft-De Rijp;80
7077;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Grave;120
7078;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;'s-Gravenhage (gemeente);17070
7079;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Groesbeek;230
7080;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Groningen (gemeente);16370
7081;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Grootegast;160
7082;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Gulpen-Wittem;250
7083;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Haaksbergen;310
7084;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Haaren;80
7085;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Haarlem;6190
7086;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Haarlemmerliede en Spaarnwoude;90
7087;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Haarlemmermeer;2830
7088;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Halderberge;250
7089;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hardenberg;740
7090;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Harderwijk;580
7091;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hardinxveld-Giessendam;140
7092;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Haren;720
7093;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Harlingen;330
7094;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hattem;120
7095;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Heemskerk;420
7096;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Heemstede;820
7097;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Heerde;210
7098;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Heerenveen;1020
7099;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Heerhugowaard;880
7100;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Heerlen;1610
7101;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Heeze-Leende;210
7102;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Heiloo;410
7103;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Den Helder;1880
7104;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hellendoorn;340
7105;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hellevoetsluis;670
7106;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Helmond;1250
7107;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hendrik-Ido-Ambacht;290
7108;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hengelo (O.);1780
7109;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;'s-Hertogenbosch;2400
7110;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Heumen;240
7111;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Heusden;320
7112;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hillegom;380
7113;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hilvarenbeek;80
7114;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hilversum;2210
7115;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hof van Twente;430
7116;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hollands Kroon;900
7117;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hoogeveen;820
7118;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hoogezand-Sappemeer;710
7119;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hoorn;1080
7120;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Horst aan de Maas;340
7121;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Houten;1180
7122;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Huizen;510
7123;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Hulst;370
7124;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;IJsselstein;630
7125;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Kaag en Braassem;260
7126;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Kampen;580
7127;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Kapelle;260
7128;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Katwijk;600
7129;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Kerkrade;520
7130;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Koggenland;210
7131;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Kollumerland en Nieuwkruisland;170
7132;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Korendijk;100
7133;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Krimpen aan den IJssel;300
7134;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Laarbeek;150
7135;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Landerd;80
7136;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Landgraaf;440
7137;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Landsmeer;160
7138;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Langedijk;350
7139;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Lansingerland;1200
7140;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Laren (NH.);160
7141;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Leek;360
7142;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Leerdam;230
7143;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Leeuwarden;4090
7144;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Leeuwarderadeel;210
7145;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Leiden;5640
7146;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Leiderdorp;570
7147;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Leidschendam-Voorburg;2310
7148;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Lelystad;1270
7149;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Leudal;390
7150;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Leusden;520
7151;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Lingewaal;110
7152;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Lingewaard;540
7153;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Lisse;300
7154;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Littenseradiel;200
7155;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Lochem;710
7156;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Loon op Zand;150
7157;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Lopik;140
7158;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Loppersum;270
7159;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Losser;290
7160;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Maasdonk;40
7161;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Maasdriel;160
7162;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Maasgouw;280
7163;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Maassluis;380
7164;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Maastricht;6110
7165;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;De Marne;260
7166;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Marum;170
7167;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Medemblik;450
7168;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Meerssen;310
7169;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Menameradiel;200
7170;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Menterwolde;210
7171;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Meppel;530
7172;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Middelburg (Z.);1570
7173;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Midden-Delfland;350
7174;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Midden-Drenthe;770
7175;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Mill en Sint Hubert;60
7176;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Millingen aan de Rijn;50
7177;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Moerdijk;340
7178;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Molenwaard;190
7179;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Montferland;380
7180;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Montfoort;170
7181;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Mook en Middelaar;130
7182;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Muiden;130
7183;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Naarden;400
7184;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Neder-Betuwe;190
7185;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Nederlek;130
7186;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Nederweert;130
7187;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Neerijnen;140
7188;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Nieuwegein;1140
7189;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Nieuwkoop;310
7190;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Nijkerk;440
7191;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Nijmegen;5090
7192;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Noord-Beveland;210
7193;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Noordenveld;720
7194;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Noordoostpolder;690
7195;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Noordwijk;450
7196;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Noordwijkerhout;210
7197;Totaal mannen en vrouwen;20300;Totaal personen;Hemelsbrede afstand 100 km of meer;Mannen;Nuenen, Gerwen en Nederwetten;370
