ID;Vakantiekenmerken;Perioden;TotaalAantalLangeVakantiesNederland_1;AutoKampeerauto_2;Trein_3;OverigeVervoermiddelen_4
407;Zeeland (PV);2004;918.0;889.0;7.0;22.0
408;Zeeland (PV);2005;742.0;712.0;8.0;22.0
409;Zeeland (PV);2006;804.0;769.0;18.0;17.0
410;Zeeland (PV);2007;703.0;675.0;19.0;9.0
411;Zeeland (PV);2008;741.0;716.0;17.0;7.0
412;Zeeland (PV);2009;795.0;756.0;26.0;13.0
413;Zeeland (PV);2010;793.0;746.0;20.0;27.0
414;Zeeland (PV);2011;719.0;676.0;23.0;21.0
415;Zeeland (PV);2012;720.0;704.0;3.0;12.0
416;Zeeland (PV);2013;769.0;743.0;19.0;7.0
417;Zeeland (PV);2014;658.0;648.0;4.0;6.0
418;Zeeland (PV);2015;692.0;658.0;5.0;29.0
419;Zeeland (PV);2016;718.0;685.0;13.0;20.0
420;Noord-Brabant (PV);2002;1068.0;987.0;15.0;66.0
421;Noord-Brabant (PV);2003;894.0;816.0;28.0;50.0
422;Noord-Brabant (PV);2004;946.0;869.0;30.0;46.0
423;Noord-Brabant (PV);2005;879.0;813.0;20.0;46.0
424;Noord-Brabant (PV);2006;939.0;859.0;23.0;57.0
425;Noord-Brabant (PV);2007;913.0;848.0;15.0;50.0
426;Noord-Brabant (PV);2008;911.0;849.0;26.0;36.0
427;Noord-Brabant (PV);2009;894.0;844.0;20.0;31.0
428;Noord-Brabant (PV);2010;845.0;791.0;13.0;42.0
429;Noord-Brabant (PV);2011;789.0;753.0;11.0;25.0
430;Noord-Brabant (PV);2012;878.0;815.0;24.0;40.0
431;Noord-Brabant (PV);2013;857.0;797.0;33.0;27.0
432;Noord-Brabant (PV);2014;726.0;673.0;21.0;32.0
433;Noord-Brabant (PV);2015;787.0;739.0;13.0;36.0
434;Noord-Brabant (PV);2016;862.0;799.0;22.0;41.0
435;Limburg (PV);2002;1077.0;954.0;89.0;34.0
436;Limburg (PV);2003;979.0;882.0;61.0;37.0
437;Limburg (PV);2004;1160.0;1071.0;53.0;35.0
438;Limburg (PV);2005;1081.0;1002.0;52.0;26.0
439;Limburg (PV);2006;1086.0;1020.0;35.0;31.0
440;Limburg (PV);2007;1134.0;1058.0;57.0;19.0
441;Limburg (PV);2008;1111.0;1026.0;52.0;33.0
442;Limburg (PV);2009;1139.0;1077.0;45.0;18.0
443;Limburg (PV);2010;1023.0;983.0;28.0;12.0
444;Limburg (PV);2011;1158.0;1104.0;52.0;2.0
445;Limburg (PV);2012;1090.0;1025.0;45.0;20.0
446;Limburg (PV);2013;1059.0;1012.0;32.0;16.0
447;Limburg (PV);2014;1076.0;1025.0;40.0;10.0
448;Limburg (PV);2015;1038.0;1001.0;23.0;14.0
449;Limburg (PV);2016;961.0;916.0;35.0;10.0
450;Totaal seizoenrecreatieve logiesvormen;2002;2028.0;1825.0;19.0;183.0
451;Totaal seizoenrecreatieve logiesvormen;2003;2051.0;1881.0;31.0;139.0
452;Totaal seizoenrecreatieve logiesvormen;2004;1908.0;1752.0;26.0;130.0
453;Totaal seizoenrecreatieve logiesvormen;2005;1775.0;1624.0;20.0;131.0
454;Totaal seizoenrecreatieve logiesvormen;2006;2053.0;1880.0;16.0;157.0
455;Totaal seizoenrecreatieve logiesvormen;2007;1717.0;1531.0;33.0;152.0
456;Totaal seizoenrecreatieve logiesvormen;2008;1847.0;1665.0;36.0;146.0
457;Totaal seizoenrecreatieve logiesvormen;2009;1813.0;1660.0;36.0;117.0
458;Totaal seizoenrecreatieve logiesvormen;2010;1783.0;1613.0;15.0;156.0
459;Totaal seizoenrecreatieve logiesvormen;2011;1595.0;1446.0;24.0;125.0
460;Totaal seizoenrecreatieve logiesvormen;2012;1709.0;1561.0;29.0;119.0
461;Totaal seizoenrecreatieve logiesvormen;2013;1659.0;1478.0;48.0;134.0
462;Totaal seizoenrecreatieve logiesvormen;2014;1479.0;1341.0;18.0;121.0
463;Totaal seizoenrecreatieve logiesvormen;2015;1494.0;1368.0;23.0;102.0
464;Totaal seizoenrecreatieve logiesvormen;2016;1486.0;1270.0;40.0;176.0
465;SL: zomerhuisje, bungalow, tweede woning;2002;568.0;544.0;4.0;21.0
466;SL: zomerhuisje, bungalow, tweede woning;2003;584.0;541.0;20.0;23.0
467;SL: zomerhuisje, bungalow, tweede woning;2004;629.0;578.0;21.0;29.0
468;SL: zomerhuisje, bungalow, tweede woning;2005;459.0;442.0;9.0;8.0
469;SL: zomerhuisje, bungalow, tweede woning;2006;587.0;562.0;8.0;17.0
470;SL: zomerhuisje, bungalow, tweede woning;2007;518.0;482.0;20.0;15.0
471;SL: zomerhuisje, bungalow, tweede woning;2008;683.0;645.0;13.0;25.0
472;SL: zomerhuisje, bungalow, tweede woning;2009;609.0;549.0;24.0;36.0
473;SL: zomerhuisje, bungalow, tweede woning;2010;582.0;535.0;5.0;41.0
474;SL: zomerhuisje, bungalow, tweede woning;2011;492.0;464.0;19.0;9.0
475;SL: zomerhuisje, bungalow, tweede woning;2012;608.0;564.0;22.0;21.0
476;SL: zomerhuisje, bungalow, tweede woning;2013;665.0;620.0;31.0;15.0
477;SL: zomerhuisje, bungalow, tweede woning;2014;597.0;550.0;13.0;34.0
478;SL: zomerhuisje, bungalow, tweede woning;2015;662.0;631.0;23.0;7.0
479;SL: zomerhuisje, bungalow, tweede woning;2016;533.0;477.0;32.0;24.0
480;SL: caravan, vouwwagen;2002;1095.0;1048.0;12.0;35.0
481;SL: caravan, vouwwagen;2003;1089.0;1059.0;11.0;19.0
482;SL: caravan, vouwwagen;2004;1010.0;995.0;5.0;10.0
483;SL: caravan, vouwwagen;2005;962.0;936.0;0.0;26.0
484;SL: caravan, vouwwagen;2006;1039.0;1011.0;6.0;22.0
485;SL: caravan, vouwwagen;2007;865.0;825.0;13.0;26.0
486;SL: caravan, vouwwagen;2008;845.0;774.0;21.0;50.0
487;SL: caravan, vouwwagen;2009;865.0;835.0;9.0;22.0
488;SL: caravan, vouwwagen;2010;841.0;820.0;6.0;16.0
489;SL: caravan, vouwwagen;2011;834.0;813.0;4.0;17.0
490;SL: caravan, vouwwagen;2012;867.0;855.0;0.0;12.0
491;SL: caravan, vouwwagen;2013;687.0;673.0;;14.0
492;SL: caravan, vouwwagen;2014;647.0;626.0;5.0;15.0
493;SL: caravan, vouwwagen;2015;577.0;565.0;0.0;12.0
494;SL: caravan, vouwwagen;2016;727.0;684.0;4.0;39.0
495;SL: boot;2002;297.0;188.0;0.0;109.0
496;SL: boot;2003;291.0;215.0;0.0;76.0
497;SL: boot;2004;227.0;140.0;0.0;87.0
498;SL: boot;2005;304.0;224.0;9.0;71.0
499;SL: boot;2006;374.0;265.0;0.0;109.0
500;SL: boot;2007;301.0;200.0;0.0;101.0
501;SL: boot;2008;265.0;201.0;0.0;64.0
502;SL: boot;2009;291.0;233.0;0.0;58.0
503;SL: boot;2010;265.0;182.0;0.0;83.0
504;SL: boot;2011;186.0;102.0;0.0;83.0
505;SL: boot;2012;161.0;;;
506;SL: boot;2013;;;;
507;SL: boot;2014;;;;
508;SL: boot;2015;;;;
509;SL: boot;2016;;;;
510;Overige seizoenrecreatieve logiesvormen;2002;67.0;45.0;3.0;19.0
511;Overige seizoenrecreatieve logiesvormen;2003;86.0;66.0;0.0;21.0
512;Overige seizoenrecreatieve logiesvormen;2004;42.0;38.0;0.0;4.0
513;Overige seizoenrecreatieve logiesvormen;2005;50.0;23.0;1.0;26.0
514;Overige seizoenrecreatieve logiesvormen;2006;53.0;41.0;3.0;9.0
515;Overige seizoenrecreatieve logiesvormen;2007;33.0;24.0;0.0;10.0
516;Overige seizoenrecreatieve logiesvormen;2008;53.0;44.0;2.0;7.0
517;Overige seizoenrecreatieve logiesvormen;2009;48.0;43.0;3.0;2.0
518;Overige seizoenrecreatieve logiesvormen;2010;95.0;76.0;3.0;16.0
519;Overige seizoenrecreatieve logiesvormen;2011;84.0;66.0;2.0;16.0
520;Overige seizoenrecreatieve logiesvormen;2012;73.0;;;
521;Overige seizoenrecreatieve logiesvormen;2013;;;;
522;Overige seizoenrecreatieve logiesvormen;2014;;;;
523;Overige seizoenrecreatieve logiesvormen;2015;;;;
524;Overige seizoenrecreatieve logiesvormen;2016;;;;
525;Totaal toeristische logiesvormen;2002;7172.0;6333.0;372.0;467.0
526;Totaal toeristische logiesvormen;2003;6978.0;6309.0;334.0;335.0
527;Totaal toeristische logiesvormen;2004;7162.0;6488.0;327.0;347.0
528;Totaal toeristische logiesvormen;2005;6676.0;6134.0;287.0;254.0
529;Totaal toeristische logiesvormen;2006;6789.0;6172.0;351.0;266.0
530;Totaal toeristische logiesvormen;2007;6742.0;6172.0;290.0;280.0
531;Totaal toeristische logiesvormen;2008;6686.0;6062.0;329.0;295.0
532;Totaal toeristische logiesvormen;2009;6883.0;6329.0;296.0;258.0
533;Totaal toeristische logiesvormen;2010;6692.0;6146.0;262.0;284.0
534;Totaal toeristische logiesvormen;2011;6668.0;6189.0;248.0;230.0
535;Totaal toeristische logiesvormen;2012;6327.0;5921.0;195.0;211.0
536;Totaal toeristische logiesvormen;2013;6651.0;6180.0;270.0;201.0
537;Totaal toeristische logiesvormen;2014;6215.0;5724.0;260.0;231.0
538;Totaal toeristische logiesvormen;2015;6383.0;5965.0;187.0;231.0
539;Totaal toeristische logiesvormen;2016;6579.0;6134.0;209.0;236.0
540;TL: woning van andere particulier;2002;724.0;606.0;82.0;36.0
541;TL: woning van andere particulier;2003;659.0;549.0;69.0;40.0
542;TL: woning van andere particulier;2004;615.0;514.0;52.0;48.0
543;TL: woning van andere particulier;2005;596.0;529.0;45.0;22.0
544;TL: woning van andere particulier;2006;604.0;506.0;76.0;22.0
545;TL: woning van andere particulier;2007;518.0;421.0;72.0;25.0
546;TL: woning van andere particulier;2008;610.0;492.0;73.0;45.0
547;TL: woning van andere particulier;2009;611.0;526.0;69.0;16.0
548;TL: woning van andere particulier;2010;683.0;602.0;49.0;33.0
549;TL: woning van andere particulier;2011;583.0;493.0;72.0;18.0
550;TL: woning van andere particulier;2012;714.0;648.0;44.0;21.0
551;TL: woning van andere particulier;2013;829.0;718.0;86.0;25.0
552;TL: woning van andere particulier;2014;895.0;763.0;96.0;36.0
553;TL: woning van andere particulier;2015;767.0;709.0;36.0;22.0
554;TL: woning van andere particulier;2016;889.0;820.0;39.0;29.0
555;TL: hotel;2002;635.0;494.0;72.0;69.0
556;TL: hotel;2003;545.0;463.0;48.0;35.0
557;TL: hotel;2004;506.0;388.0;58.0;60.0
558;TL: hotel;2005;597.0;484.0;70.0;43.0
559;TL: hotel;2006;550.0;425.0;76.0;49.0
560;TL: hotel;2007;589.0;462.0;92.0;36.0
561;TL: hotel;2008;548.0;455.0;52.0;40.0
562;TL: hotel;2009;530.0;417.0;80.0;33.0
563;TL: hotel;2010;497.0;437.0;39.0;22.0
564;TL: hotel;2011;484.0;395.0;39.0;50.0
565;TL: hotel;2012;503.0;434.0;32.0;38.0
566;TL: hotel;2013;440.0;383.0;36.0;21.0
567;TL: hotel;2014;471.0;399.0;41.0;30.0
568;TL: hotel;2015;536.0;453.0;22.0;60.0
569;TL: hotel;2016;531.0;431.0;54.0;46.0
570;TL: pension, bed & breakfast;2002;59.0;54.0;3.0;2.0
571;TL: pension, bed & breakfast;2003;50.0;31.0;9.0;11.0
572;TL: pension, bed & breakfast;2004;53.0;36.0;13.0;3.0
573;TL: pension, bed & breakfast;2005;61.0;37.0;20.0;5.0
574;TL: pension, bed & breakfast;2006;90.0;57.0;13.0;20.0
575;TL: pension, bed & breakfast;2007;64.0;52.0;4.0;8.0
576;TL: pension, bed & breakfast;2008;68.0;48.0;14.0;7.0
577;TL: pension, bed & breakfast;2009;61.0;46.0;8.0;7.0
578;TL: pension, bed & breakfast;2010;103.0;82.0;16.0;5.0
579;TL: pension, bed & breakfast;2011;58.0;43.0;11.0;4.0
580;TL: pension, bed & breakfast;2012;91.0;;;
581;TL: pension, bed & breakfast;2013;;;;
582;TL: pension, bed & breakfast;2014;;;;
583;TL: pension, bed & breakfast;2015;;;;
584;TL: pension, bed & breakfast;2016;;;;
585;TL: appartement;2002;228.0;196.0;15.0;18.0
586;TL: appartement;2003;201.0;169.0;23.0;9.0
587;TL: appartement;2004;177.0;160.0;15.0;2.0
588;TL: appartement;2005;178.0;158.0;9.0;11.0
589;TL: appartement;2006;203.0;169.0;34.0;0.0
590;TL: appartement;2007;192.0;169.0;10.0;14.0
591;TL: appartement;2008;212.0;173.0;29.0;10.0
592;TL: appartement;2009;192.0;175.0;9.0;8.0
593;TL: appartement;2010;236.0;202.0;17.0;17.0
594;TL: appartement;2011;206.0;177.0;20.0;10.0
595;TL: appartement;2012;161.0;;;
596;TL: appartement;2013;;;;
597;TL: appartement;2014;;;;
598;TL: appartement;2015;;;;
599;TL: appartement;2016;;;;
600;TL: zomerhuisje, vakantiebungalow;2002;3130.0;2924.0;113.0;93.0
601;TL: zomerhuisje, vakantiebungalow;2003;3168.0;3024.0;112.0;32.0
602;TL: zomerhuisje, vakantiebungalow;2004;3372.0;3201.0;122.0;49.0
603;TL: zomerhuisje, vakantiebungalow;2005;3081.0;2963.0;82.0;36.0
604;TL: zomerhuisje, vakantiebungalow;2006;3239.0;3116.0;93.0;30.0
605;TL: zomerhuisje, vakantiebungalow;2007;3320.0;3205.0;69.0;46.0
606;TL: zomerhuisje, vakantiebungalow;2008;3248.0;3100.0;108.0;39.0
607;TL: zomerhuisje, vakantiebungalow;2009;3455.0;3359.0;65.0;32.0
608;TL: zomerhuisje, vakantiebungalow;2010;3162.0;3026.0;74.0;63.0
609;TL: zomerhuisje, vakantiebungalow;2011;3411.0;3311.0;69.0;31.0
610;TL: zomerhuisje, vakantiebungalow;2012;3129.0;3031.0;75.0;24.0
611;TL: zomerhuisje, vakantiebungalow;2013;3202.0;3099.0;66.0;36.0
612;TL: zomerhuisje, vakantiebungalow;2014;2863.0;2770.0;43.0;50.0
613;TL: zomerhuisje, vakantiebungalow;2015;3045.0;2928.0;77.0;40.0
614;TL: zomerhuisje, vakantiebungalow;2016;3062.0;2969.0;60.0;33.0
615;TL: tent, bungalowtent;2002;563.0;444.0;38.0;80.0
616;TL: tent, bungalowtent;2003;608.0;482.0;40.0;86.0
617;TL: tent, bungalowtent;2004;562.0;482.0;21.0;60.0
618;TL: tent, bungalowtent;2005;483.0;398.0;36.0;49.0
619;TL: tent, bungalowtent;2006;417.0;363.0;15.0;39.0
620;TL: tent, bungalowtent;2007;465.0;390.0;17.0;59.0
621;TL: tent, bungalowtent;2008;456.0;376.0;26.0;55.0
622;TL: tent, bungalowtent;2009;422.0;344.0;21.0;57.0
623;TL: tent, bungalowtent;2010;320.0;247.0;30.0;44.0
624;TL: tent, bungalowtent;2011;334.0;305.0;11.0;18.0
625;TL: tent, bungalowtent;2012;324.0;287.0;4.0;34.0
626;TL: tent, bungalowtent;2013;397.0;341.0;20.0;36.0
627;TL: tent, bungalowtent;2014;344.0;272.0;32.0;41.0
628;TL: tent, bungalowtent;2015;381.0;316.0;21.0;44.0
629;TL: tent, bungalowtent;2016;378.0;317.0;28.0;33.0
630;TL: caravan, vouwwagen;2002;1453.0;1369.0;21.0;63.0
631;TL: caravan, vouwwagen;2003;1301.0;1274.0;17.0;11.0
632;TL: caravan, vouwwagen;2004;1453.0;1411.0;15.0;27.0
633;TL: caravan, vouwwagen;2005;1316.0;1283.0;10.0;23.0
634;TL: caravan, vouwwagen;2006;1286.0;1242.0;22.0;22.0
635;TL: caravan, vouwwagen;2007;1239.0;1204.0;12.0;24.0
636;TL: caravan, vouwwagen;2008;1182.0;1163.0;12.0;7.0
637;TL: caravan, vouwwagen;2009;1264.0;1233.0;23.0;8.0
638;TL: caravan, vouwwagen;2010;1316.0;1281.0;10.0;25.0
639;TL: caravan, vouwwagen;2011;1280.0;1255.0;14.0;10.0
640;TL: caravan, vouwwagen;2012;1144.0;1124.0;17.0;3.0
641;TL: caravan, vouwwagen;2013;1187.0;1158.0;20.0;8.0
642;TL: caravan, vouwwagen;2014;1170.0;1136.0;17.0;17.0
643;TL: caravan, vouwwagen;2015;1183.0;1165.0;5.0;12.0
644;TL: caravan, vouwwagen;2016;1133.0;1104.0;15.0;14.0
645;TL: camper;2002;24.0;24.0;0.0;0.0
646;TL: camper;2003;51.0;51.0;0.0;0.0
647;TL: camper;2004;55.0;55.0;0.0;0.0
648;TL: camper;2005;60.0;60.0;0.0;0.0
649;TL: camper;2006;93.0;93.0;0.0;0.0
650;TL: camper;2007;81.0;81.0;0.0;0.0
651;TL: camper;2008;93.0;93.0;0.0;0.0
652;TL: camper;2009;116.0;114.0;0.0;3.0
653;TL: camper;2010;134.0;134.0;0.0;0.0
654;TL: camper;2011;115.0;115.0;0.0;0.0
655;TL: camper;2012;88.0;;;
656;TL: camper;2013;;;;
657;TL: camper;2014;;;;
658;TL: camper;2015;;;;
659;TL: camper;2016;;;;
660;TL: boot;2002;74.0;49.0;0.0;25.0
661;TL: boot;2003;51.0;27.0;0.0;24.0
662;TL: boot;2004;68.0;35.0;6.0;26.0
663;TL: boot;2005;44.0;22.0;0.0;22.0
664;TL: boot;2006;51.0;19.0;10.0;22.0
665;TL: boot;2007;59.0;34.0;2.0;23.0
666;TL: boot;2008;69.0;24.0;2.0;42.0
667;TL: boot;2009;50.0;16.0;0.0;34.0
668;TL: boot;2010;37.0;21.0;1.0;15.0
669;TL: boot;2011;47.0;17.0;2.0;27.0
670;TL: boot;2012;58.0;;;
671;TL: boot;2013;;;;
672;TL: boot;2014;;;;
673;TL: boot;2015;;;;
674;TL: boot;2016;;;;
675;TL: jeugdherberg/groepsaccommodatie;2002;164.0;102.0;14.0;48.0
676;TL: jeugdherberg/groepsaccommodatie;2003;202.0;125.0;11.0;66.0
677;TL: jeugdherberg/groepsaccommodatie;2004;177.0;102.0;17.0;58.0
678;TL: jeugdherberg/groepsaccommodatie;2005;140.0;94.0;10.0;35.0
679;TL: jeugdherberg/groepsaccommodatie;2006;146.0;95.0;7.0;44.0
680;TL: jeugdherberg/groepsaccommodatie;2007;120.0;81.0;2.0;38.0
681;TL: jeugdherberg/groepsaccommodatie;2008;121.0;71.0;9.0;41.0
682;TL: jeugdherberg/groepsaccommodatie;2009;110.0;59.0;6.0;45.0
683;TL: jeugdherberg/groepsaccommodatie;2010;109.0;61.0;13.0;36.0
684;TL: jeugdherberg/groepsaccommodatie;2011;103.0;46.0;8.0;49.0
685;TL: jeugdherberg/groepsaccommodatie;2012;82.0;;;
686;TL: jeugdherberg/groepsaccommodatie;2013;;;;
687;TL: jeugdherberg/groepsaccommodatie;2014;;;;
688;TL: jeugdherberg/groepsaccommodatie;2015;;;;
689;TL: jeugdherberg/groepsaccommodatie;2016;;;;
690;Overige toeristische logiesvormen;2002;118.0;72.0;14.0;32.0
691;Overige toeristische logiesvormen;2003;142.0;115.0;5.0;21.0
692;Overige toeristische logiesvormen;2004;124.0;103.0;8.0;13.0
693;Overige toeristische logiesvormen;2005;119.0;105.0;5.0;9.0
694;Overige toeristische logiesvormen;2006;110.0;86.0;5.0;19.0
695;Overige toeristische logiesvormen;2007;94.0;73.0;11.0;10.0
696;Overige toeristische logiesvormen;2008;80.0;67.0;4.0;9.0
697;Overige toeristische logiesvormen;2009;70.0;41.0;15.0;14.0
698;Overige toeristische logiesvormen;2010;94.0;54.0;13.0;26.0
699;Overige toeristische logiesvormen;2011;47.0;32.0;2.0;13.0
700;Overige toeristische logiesvormen;2012;33.0;;;
701;Overige toeristische logiesvormen;2013;;;;
702;Overige toeristische logiesvormen;2014;;;;
703;Overige toeristische logiesvormen;2015;;;;
704;Overige toeristische logiesvormen;2016;;;;
705;Geboekt bij een reisbureau;2002;342.0;298.0;19.0;26.0
706;Geboekt bij een reisbureau;2003;250.0;219.0;19.0;12.0
707;Geboekt bij een reisbureau;2004;600.0;572.0;21.0;7.0
708;Geboekt bij een reisbureau;2005;729.0;667.0;34.0;28.0
709;Geboekt bij een reisbureau;2006;800.0;745.0;33.0;22.0
710;Geboekt bij een reisbureau;2007;869.0;807.0;37.0;25.0
711;Geboekt bij een reisbureau;2008;892.0;830.0;33.0;28.0
712;Geboekt bij een reisbureau;2009;1028.0;974.0;25.0;29.0
713;Geboekt bij een reisbureau;2010;883.0;822.0;33.0;28.0
714;Geboekt bij een reisbureau;2011;957.0;890.0;18.0;49.0
715;Geboekt bij een reisbureau;2012;781.0;734.0;13.0;34.0
716;Geboekt bij een reisbureau;2013;932.0;884.0;18.0;29.0
717;Geboekt bij een reisbureau;2014;874.0;823.0;17.0;34.0
718;Geboekt bij een reisbureau;2015;1050.0;1002.0;29.0;19.0
719;Geboekt bij een reisbureau;2016;1205.0;1113.0;20.0;72.0
720;Geboekt bij een bank, VVV, e.d.;2002;358.0;315.0;16.0;27.0
721;Geboekt bij een bank, VVV, e.d.;2003;477.0;411.0;42.0;24.0
722;Geboekt bij een bank, VVV, e.d.;2004;403.0;352.0;27.0;24.0
723;Geboekt bij een bank, VVV, e.d.;2005;346.0;325.0;5.0;16.0
724;Geboekt bij een bank, VVV, e.d.;2006;262.0;224.0;15.0;22.0
725;Geboekt bij een bank, VVV, e.d.;2007;178.0;150.0;4.0;24.0
726;Geboekt bij een bank, VVV, e.d.;2008;290.0;223.0;32.0;34.0
727;Geboekt bij een bank, VVV, e.d.;2009;338.0;280.0;22.0;35.0
728;Geboekt bij een bank, VVV, e.d.;2010;341.0;296.0;20.0;25.0
729;Geboekt bij een bank, VVV, e.d.;2011;516.0;467.0;32.0;17.0
730;Geboekt bij een bank, VVV, e.d.;2012;553.0;491.0;26.0;36.0
731;Geboekt bij een bank, VVV, e.d.;2013;526.0;487.0;23.0;16.0
732;Geboekt bij een bank, VVV, e.d.;2014;434.0;384.0;18.0;31.0
733;Geboekt bij een bank, VVV, e.d.;2015;390.0;344.0;13.0;33.0
734;Geboekt bij een bank, VVV, e.d.;2016;454.0;400.0;33.0;20.0
735;Geb. boek-centr. hotel-/bungalowketen;2002;1171.0;1119.0;27.0;25.0
736;Geb. boek-centr. hotel-/bungalowketen;2003;1442.0;1403.0;29.0;10.0
737;Geb. boek-centr. hotel-/bungalowketen;2004;1416.0;1356.0;51.0;9.0
738;Geb. boek-centr. hotel-/bungalowketen;2005;1254.0;1204.0;38.0;13.0
739;Geb. boek-centr. hotel-/bungalowketen;2006;1372.0;1332.0;28.0;13.0
740;Geb. boek-centr. hotel-/bungalowketen;2007;1359.0;1328.0;28.0;3.0
741;Geb. boek-centr. hotel-/bungalowketen;2008;1462.0;1397.0;49.0;16.0
742;Geb. boek-centr. hotel-/bungalowketen;2009;1423.0;1394.0;22.0;7.0
743;Geb. boek-centr. hotel-/bungalowketen;2010;1444.0;1397.0;36.0;12.0
744;Geb. boek-centr. hotel-/bungalowketen;2011;1664.0;1610.0;41.0;13.0
745;Geb. boek-centr. hotel-/bungalowketen;2012;1660.0;1609.0;45.0;6.0
746;Geb. boek-centr. hotel-/bungalowketen;2013;1562.0;1505.0;34.0;24.0
747;Geb. boek-centr. hotel-/bungalowketen;2014;1468.0;1437.0;20.0;10.0
748;Geb. boek-centr. hotel-/bungalowketen;2015;1561.0;1524.0;16.0;21.0
749;Geb. boek-centr. hotel-/bungalowketen;2016;1604.0;1544.0;45.0;15.0
750;Rechtstreeks geboekt bij reisorganisatie;2002;57.0;10.0;21.0;27.0
751;Rechtstreeks geboekt bij reisorganisatie;2003;57.0;13.0;9.0;34.0
752;Rechtstreeks geboekt bij reisorganisatie;2004;39.0;5.0;8.0;26.0
753;Rechtstreeks geboekt bij reisorganisatie;2005;19.0;3.0;3.0;13.0
754;Rechtstreeks geboekt bij reisorganisatie;2006;29.0;7.0;6.0;16.0
755;Rechtstreeks geboekt bij reisorganisatie;2007;35.0;6.0;10.0;19.0
756;Rechtstreeks geboekt bij reisorganisatie;2008;56.0;11.0;9.0;36.0
757;Rechtstreeks geboekt bij reisorganisatie;2009;44.0;25.0;9.0;9.0
758;Rechtstreeks geboekt bij reisorganisatie;2010;57.0;16.0;4.0;36.0
759;Rechtstreeks geboekt bij reisorganisatie;2011;37.0;13.0;7.0;17.0
760;Rechtstreeks geboekt bij reisorganisatie;2012;67.0;;;
761;Rechtstreeks geboekt bij reisorganisatie;2013;;;;
762;Rechtstreeks geboekt bij reisorganisatie;2014;;;;
763;Rechtstreeks geboekt bij reisorganisatie;2015;;;;
764;Rechtstreeks geboekt bij reisorganisatie;2016;;;;
765;Boekingsinstantie onbekend;2002;286.0;173.0;31.0;82.0
766;Boekingsinstantie onbekend;2003;392.0;304.0;18.0;70.0
767;Boekingsinstantie onbekend;2004;589.0;471.0;27.0;91.0
768;Boekingsinstantie onbekend;2005;544.0;442.0;40.0;62.0
769;Boekingsinstantie onbekend;2006;626.0;531.0;20.0;74.0
770;Boekingsinstantie onbekend;2007;621.0;534.0;19.0;68.0
771;Boekingsinstantie onbekend;2008;375.0;302.0;22.0;50.0
772;Boekingsinstantie onbekend;2009;465.0;386.0;22.0;58.0
773;Boekingsinstantie onbekend;2010;494.0;422.0;26.0;46.0
774;Boekingsinstantie onbekend;2011;373.0;307.0;12.0;55.0
775;Boekingsinstantie onbekend;2012;357.0;300.0;29.0;27.0
776;Boekingsinstantie onbekend;2013;544.0;466.0;44.0;35.0
777;Boekingsinstantie onbekend;2014;420.0;354.0;28.0;38.0
778;Boekingsinstantie onbekend;2015;363.0;300.0;24.0;40.0
779;Boekingsinstantie onbekend;2016;443.0;393.0;15.0;35.0
780;Log. rechtstr. geres. eigenaar/beheerder;2002;1798.0;1644.0;107.0;46.0
781;Log. rechtstr. geres. eigenaar/beheerder;2003;2602.0;2444.0;108.0;50.0
782;Log. rechtstr. geres. eigenaar/beheerder;2004;2646.0;2498.0;86.0;62.0
783;Log. rechtstr. geres. eigenaar/beheerder;2005;2522.0;2377.0;88.0;57.0
784;Log. rechtstr. geres. eigenaar/beheerder;2006;2298.0;2149.0;102.0;47.0
785;Log. rechtstr. geres. eigenaar/beheerder;2007;2365.0;2205.0;89.0;72.0
786;Log. rechtstr. geres. eigenaar/beheerder;2008;2304.0;2179.0;86.0;39.0
787;Log. rechtstr. geres. eigenaar/beheerder;2009;2324.0;2194.0;99.0;31.0
788;Log. rechtstr. geres. eigenaar/beheerder;2010;2207.0;2094.0;63.0;51.0
789;Log. rechtstr. geres. eigenaar/beheerder;2011;1949.0;1875.0;55.0;19.0
790;Log. rechtstr. geres. eigenaar/beheerder;2012;1805.0;1732.0;45.0;28.0
791;Log. rechtstr. geres. eigenaar/beheerder;2013;1898.0;1806.0;57.0;35.0
792;Log. rechtstr. geres. eigenaar/beheerder;2014;1752.0;1660.0;65.0;27.0
793;Log. rechtstr. geres. eigenaar/beheerder;2015;1750.0;1660.0;60.0;30.0
794;Log. rechtstr. geres. eigenaar/beheerder;2016;1627.0;1561.0;48.0;18.0
795;Logies niet vooraf geboekt;2002;3160.0;2775.0;151.0;234.0
796;Logies niet vooraf geboekt;2003;1765.0;1522.0;109.0;134.0
797;Logies niet vooraf geboekt;2004;1472.0;1234.0;110.0;128.0
798;Logies niet vooraf geboekt;2005;1262.0;1116.0;79.0;67.0
799;Logies niet vooraf geboekt;2006;1403.0;1185.0;147.0;71.0
800;Logies niet vooraf geboekt;2007;1313.0;1142.0;102.0;70.0
801;Logies niet vooraf geboekt;2008;1310.0;1121.0;97.0;92.0
802;Logies niet vooraf geboekt;2009;1262.0;1077.0;97.0;88.0
803;Logies niet vooraf geboekt;2010;1269.0;1102.0;79.0;87.0
804;Logies niet vooraf geboekt;2011;1171.0;1028.0;83.0;60.0
805;Logies niet vooraf geboekt;2012;1107.0;1027.0;25.0;55.0
806;Logies niet vooraf geboekt;2013;1150.0;1017.0;86.0;47.0
