ID;RegioS;Perioden;AantalNieuweWoninghypotheken_1;BedragNieuweWoninghypotheken_2
7903;Groningen (PV);1995 4e kwartaal;4484;272
7904;Groningen (PV);1995;12806;766
7905;Groningen (PV);1996 januari;948;58
7906;Groningen (PV);1996 februari;1312;80
7907;Groningen (PV);1996 maart;1542;90
7908;Groningen (PV);1996 1e kwartaal;3802;228
7909;Groningen (PV);1996 april;1530;91
7910;Groningen (PV);1996 mei;1569;104
7911;Groningen (PV);1996 juni;1399;85
7912;Groningen (PV);1996 2e kwartaal;4498;280
7913;Groningen (PV);1996 juli;1436;92
7914;Groningen (PV);1996 augustus;1378;91
7915;Groningen (PV);1996 september;1296;85
7916;Groningen (PV);1996 3e kwartaal;4110;268
7917;Groningen (PV);1996 oktober;1447;90
7918;Groningen (PV);1996 november;1467;93
7919;Groningen (PV);1996 december;2063;140
7920;Groningen (PV);1996 4e kwartaal;4977;323
7921;Groningen (PV);1996;17387;1099
7922;Groningen (PV);1997 januari;1080;63
7923;Groningen (PV);1997 februari;1226;79
7924;Groningen (PV);1997 maart;1473;93
7925;Groningen (PV);1997 1e kwartaal;3779;235
7926;Groningen (PV);1997 april;1816;117
7927;Groningen (PV);1997 mei;1922;128
7928;Groningen (PV);1997 juni;1782;131
7929;Groningen (PV);1997 2e kwartaal;5520;376
7930;Groningen (PV);1997 juli;1649;114
7931;Groningen (PV);1997 augustus;1491;109
7932;Groningen (PV);1997 september;1614;118
7933;Groningen (PV);1997 3e kwartaal;4754;341
7934;Groningen (PV);1997 oktober;1687;119
7935;Groningen (PV);1997 november;1471;111
7936;Groningen (PV);1997 december;2105;150
7937;Groningen (PV);1997 4e kwartaal;5263;380
7938;Groningen (PV);1997;19316;1332
7939;Groningen (PV);1998 januari;959;70
7940;Groningen (PV);1998 februari;1250;88
7941;Groningen (PV);1998 maart;1668;122
7942;Groningen (PV);1998 1e kwartaal;3877;280
7943;Groningen (PV);1998 april;1775;134
7944;Groningen (PV);1998 mei;1833;140
7945;Groningen (PV);1998 juni;1987;153
7946;Groningen (PV);1998 2e kwartaal;5595;427
7947;Groningen (PV);1998 juli;2128;175
7948;Groningen (PV);1998 augustus;1644;132
7949;Groningen (PV);1998 september;1686;134
7950;Groningen (PV);1998 3e kwartaal;5458;441
7951;Groningen (PV);1998 oktober;1901;149
7952;Groningen (PV);1998 november;2039;155
7953;Groningen (PV);1998 december;3014;250
7954;Groningen (PV);1998 4e kwartaal;6954;554
7955;Groningen (PV);1998;21884;1702
7956;Groningen (PV);1999 januari;1295;106
7957;Groningen (PV);1999 februari;1578;132
7958;Groningen (PV);1999 maart;2135;167
7959;Groningen (PV);1999 1e kwartaal;5008;405
7960;Groningen (PV);1999 april;2106;168
7961;Groningen (PV);1999 mei;2074;165
7962;Groningen (PV);1999 juni;2263;187
7963;Groningen (PV);1999 2e kwartaal;6443;520
7964;Groningen (PV);1999 juli;2503;232
7965;Groningen (PV);1999 augustus;2150;199
7966;Groningen (PV);1999 september;2052;196
7967;Groningen (PV);1999 3e kwartaal;6705;627
7968;Groningen (PV);1999 oktober;2009;187
7969;Groningen (PV);1999 november;1953;187
7970;Groningen (PV);1999 december;2427;243
7971;Groningen (PV);1999 4e kwartaal;6389;617
7972;Groningen (PV);1999;24545;2169
7973;Groningen (PV);2000 januari;1136;106
7974;Groningen (PV);2000 februari;1447;145
7975;Groningen (PV);2000 maart;1767;162
7976;Groningen (PV);2000 1e kwartaal;4350;413
7977;Groningen (PV);2000 april;1526;150
7978;Groningen (PV);2000 mei;1851;184
7979;Groningen (PV);2000 juni;1454;135
7980;Groningen (PV);2000 2e kwartaal;4831;469
7981;Groningen (PV);2000 juli;1703;185
7982;Groningen (PV);2000 augustus;1602;157
7983;Groningen (PV);2000 september;1570;163
7984;Groningen (PV);2000 3e kwartaal;4875;505
7985;Groningen (PV);2000 oktober;1580;157
7986;Groningen (PV);2000 november;1576;143
7987;Groningen (PV);2000 december;2187;222
7988;Groningen (PV);2000 4e kwartaal;5343;522
7989;Groningen (PV);2000;19399;1909
7990;Groningen (PV);2001 januari;1056;100
7991;Groningen (PV);2001 februari;1138;115
7992;Groningen (PV);2001 maart;1372;141
7993;Groningen (PV);2001 1e kwartaal;3566;356
7994;Groningen (PV);2001 april;1294;130
7995;Groningen (PV);2001 mei;1642;166
7996;Groningen (PV);2001 juni;1472;158
7997;Groningen (PV);2001 2e kwartaal;4408;454
7998;Groningen (PV);2001 juli;1727;194
7999;Groningen (PV);2001 augustus;1648;180
8000;Groningen (PV);2001 september;1409;151
8001;Groningen (PV);2001 3e kwartaal;4784;525
8002;Groningen (PV);2001 oktober;1604;167
8003;Groningen (PV);2001 november;1563;162
8004;Groningen (PV);2001 december;1944;224
8005;Groningen (PV);2001 4e kwartaal;5111;553
8006;Groningen (PV);2001;17869;1888
8007;Groningen (PV);2002 januari;1233;130
8008;Groningen (PV);2002 februari;1433;150
8009;Groningen (PV);2002 maart;1724;195
8010;Groningen (PV);2002 1e kwartaal;4390;475
8011;Groningen (PV);2002 april;1670;182
8012;Groningen (PV);2002 mei;1658;189
8013;Groningen (PV);2002 juni;1646;184
8014;Groningen (PV);2002 2e kwartaal;4974;555
8015;Groningen (PV);2002 juli;1801;218
8016;Groningen (PV);2002 augustus;1528;183
8017;Groningen (PV);2002 september;1495;179
8018;Groningen (PV);2002 3e kwartaal;4824;580
8019;Groningen (PV);2002 oktober;1724;200
8020;Groningen (PV);2002 november;1568;184
8021;Groningen (PV);2002 december;1869;249
8022;Groningen (PV);2002 4e kwartaal;5161;633
8023;Groningen (PV);2002;19349;2243
8024;Groningen (PV);2003 januari;1120;139
8025;Groningen (PV);2003 februari;1207;156
8026;Groningen (PV);2003 maart;1461;181
8027;Groningen (PV);2003 1e kwartaal;3788;476
8028;Groningen (PV);2003 april;1618;207
8029;Groningen (PV);2003 mei;1894;244
8030;Groningen (PV);2003 juni;1579;205
8031;Groningen (PV);2003 2e kwartaal;5091;656
8032;Groningen (PV);2003 juli;1698;226
8033;Groningen (PV);2003 augustus;1567;203
8034;Groningen (PV);2003 september;1728;233
8035;Groningen (PV);2003 3e kwartaal;4993;662
8036;Groningen (PV);2003 oktober;1951;262
8037;Groningen (PV);2003 november;1662;215
8038;Groningen (PV);2003 december;2370;348
8039;Groningen (PV);2003 4e kwartaal;5983;825
8040;Groningen (PV);2003;19855;2619
8041;Friesland (PV);1993 januari;527;28
8042;Friesland (PV);1993 februari;751;38
8043;Friesland (PV);1993 maart;916;47
8044;Friesland (PV);1993 1e kwartaal;2194;113
8045;Friesland (PV);1993 april;996;57
8046;Friesland (PV);1993 mei;925;50
8047;Friesland (PV);1993 juni;1194;70
8048;Friesland (PV);1993 2e kwartaal;3115;177
8049;Friesland (PV);1993 juli;1348;77
8050;Friesland (PV);1993 augustus;1035;61
8051;Friesland (PV);1993 september;1133;68
8052;Friesland (PV);1993 3e kwartaal;3516;206
8053;Friesland (PV);1993 oktober;1225;71
8054;Friesland (PV);1993 november;1311;76
8055;Friesland (PV);1993 december;1781;106
8056;Friesland (PV);1993 4e kwartaal;4317;253
8057;Friesland (PV);1993;13142;749
8058;Friesland (PV);1994 januari;812;47
8059;Friesland (PV);1994 februari;1148;64
8060;Friesland (PV);1994 maart;1655;93
8061;Friesland (PV);1994 1e kwartaal;3615;204
8062;Friesland (PV);1994 april;1426;80
8063;Friesland (PV);1994 mei;1673;101
8064;Friesland (PV);1994 juni;1538;93
8065;Friesland (PV);1994 2e kwartaal;4637;274
8066;Friesland (PV);1994 juli;1447;91
8067;Friesland (PV);1994 augustus;1183;75
8068;Friesland (PV);1994 september;1075;69
8069;Friesland (PV);1994 3e kwartaal;3705;235
8070;Friesland (PV);1994 oktober;1123;67
8071;Friesland (PV);1994 november;1126;68
8072;Friesland (PV);1994 december;1418;85
8073;Friesland (PV);1994 4e kwartaal;3667;220
8074;Friesland (PV);1994;15624;933
8075;Friesland (PV);1995 januari;780;46
8076;Friesland (PV);1995 februari;845;48
8077;Friesland (PV);1995 maart;1132;66
8078;Friesland (PV);1995 1e kwartaal;2757;160
8079;Friesland (PV);1995 april;1008;57
8080;Friesland (PV);1995 mei;1323;76
8081;Friesland (PV);1995 juni;1247;77
8082;Friesland (PV);1995 2e kwartaal;3578;210
8083;Friesland (PV);1995 juli;1265;80
8084;Friesland (PV);1995 augustus;1161;73
8085;Friesland (PV);1995 september;1238;78
8086;Friesland (PV);1995 3e kwartaal;3664;231
8087;Friesland (PV);1995 oktober;1361;86
8088;Friesland (PV);1995 november;1494;91
8089;Friesland (PV);1995 december;1988;125
8090;Friesland (PV);1995 4e kwartaal;4843;302
8091;Friesland (PV);1995;14842;903
8092;Friesland (PV);1996 januari;1001;60
8093;Friesland (PV);1996 februari;1296;76
8094;Friesland (PV);1996 maart;1686;99
8095;Friesland (PV);1996 1e kwartaal;3983;235
8096;Friesland (PV);1996 april;1808;109
8097;Friesland (PV);1996 mei;1878;120
8098;Friesland (PV);1996 juni;1661;112
8099;Friesland (PV);1996 2e kwartaal;5347;341
8100;Friesland (PV);1996 juli;1724;119
8101;Friesland (PV);1996 augustus;1437;100
8102;Friesland (PV);1996 september;1435;96
8103;Friesland (PV);1996 3e kwartaal;4596;315
8104;Friesland (PV);1996 oktober;1625;107
8105;Friesland (PV);1996 november;1769;123
8106;Friesland (PV);1996 december;2358;162
8107;Friesland (PV);1996 4e kwartaal;5752;392
8108;Friesland (PV);1996;19678;1283
8109;Friesland (PV);1997 januari;1147;77
8110;Friesland (PV);1997 februari;1457;100
8111;Friesland (PV);1997 maart;1682;114
8112;Friesland (PV);1997 1e kwartaal;4286;291
8113;Friesland (PV);1997 april;2188;155
8114;Friesland (PV);1997 mei;2151;152
8115;Friesland (PV);1997 juni;1997;140
8116;Friesland (PV);1997 2e kwartaal;6336;447
8117;Friesland (PV);1997 juli;1841;139
8118;Friesland (PV);1997 augustus;1533;111
8119;Friesland (PV);1997 september;1746;129
8120;Friesland (PV);1997 3e kwartaal;5120;379
8121;Friesland (PV);1997 oktober;1907;153
8122;Friesland (PV);1997 november;1879;141
8123;Friesland (PV);1997 december;2651;214
8124;Friesland (PV);1997 4e kwartaal;6437;508
8125;Friesland (PV);1997;22179;1625
8126;Friesland (PV);1998 januari;1142;86
8127;Friesland (PV);1998 februari;1276;97
8128;Friesland (PV);1998 maart;1746;135
8129;Friesland (PV);1998 1e kwartaal;4164;318
8130;Friesland (PV);1998 april;2054;162
8131;Friesland (PV);1998 mei;2037;160
8132;Friesland (PV);1998 juni;2162;179
8133;Friesland (PV);1998 2e kwartaal;6253;501
8134;Friesland (PV);1998 juli;2304;196
8135;Friesland (PV);1998 augustus;1666;137
8136;Friesland (PV);1998 september;1916;156
8137;Friesland (PV);1998 3e kwartaal;5886;489
8138;Friesland (PV);1998 oktober;2173;187
8139;Friesland (PV);1998 november;2111;173
8140;Friesland (PV);1998 december;3259;274
8141;Friesland (PV);1998 4e kwartaal;7543;634
8142;Friesland (PV);1998;23846;1942
8143;Friesland (PV);1999 januari;1330;119
8144;Friesland (PV);1999 februari;1874;158
8145;Friesland (PV);1999 maart;2588;217
8146;Friesland (PV);1999 1e kwartaal;5792;494
8147;Friesland (PV);1999 april;2607;218
8148;Friesland (PV);1999 mei;2436;215
8149;Friesland (PV);1999 juni;2567;231
8150;Friesland (PV);1999 2e kwartaal;7610;664
8151;Friesland (PV);1999 juli;2932;272
8152;Friesland (PV);1999 augustus;2429;229
8153;Friesland (PV);1999 september;2315;223
8154;Friesland (PV);1999 3e kwartaal;7676;724
8155;Friesland (PV);1999 oktober;1976;195
8156;Friesland (PV);1999 november;2052;199
8157;Friesland (PV);1999 december;2648;267
8158;Friesland (PV);1999 4e kwartaal;6676;661
8159;Friesland (PV);1999;27754;2543
8160;Friesland (PV);2000 januari;1268;130
8161;Friesland (PV);2000 februari;1538;152
8162;Friesland (PV);2000 maart;1781;181
8163;Friesland (PV);2000 1e kwartaal;4587;463
8164;Friesland (PV);2000 april;1534;158
8165;Friesland (PV);2000 mei;2073;218
8166;Friesland (PV);2000 juni;1565;162
8167;Friesland (PV);2000 2e kwartaal;5172;538
8168;Friesland (PV);2000 juli;1887;207
8169;Friesland (PV);2000 augustus;1532;160
8170;Friesland (PV);2000 september;1504;163
8171;Friesland (PV);2000 3e kwartaal;4923;530
8172;Friesland (PV);2000 oktober;1743;185
8173;Friesland (PV);2000 november;1799;191
8174;Friesland (PV);2000 december;2555;298
8175;Friesland (PV);2000 4e kwartaal;6097;674
8176;Friesland (PV);2000;20779;2205
8177;Friesland (PV);2001 januari;1054;110
8178;Friesland (PV);2001 februari;1245;137
8179;Friesland (PV);2001 maart;1584;174
8180;Friesland (PV);2001 1e kwartaal;3883;421
8181;Friesland (PV);2001 april;1548;179
8182;Friesland (PV);2001 mei;1763;202
8183;Friesland (PV);2001 juni;1756;213
8184;Friesland (PV);2001 2e kwartaal;5067;594
8185;Friesland (PV);2001 juli;2020;249
8186;Friesland (PV);2001 augustus;1675;210
8187;Friesland (PV);2001 september;1479;176
8188;Friesland (PV);2001 3e kwartaal;5174;635
8189;Friesland (PV);2001 oktober;1932;227
8190;Friesland (PV);2001 november;1784;219
8191;Friesland (PV);2001 december;2180;276
8192;Friesland (PV);2001 4e kwartaal;5896;722
8193;Friesland (PV);2001;20020;2372
8194;Friesland (PV);2002 januari;1342;162
8195;Friesland (PV);2002 februari;1582;195
8196;Friesland (PV);2002 maart;1874;240
8197;Friesland (PV);2002 1e kwartaal;4798;597
8198;Friesland (PV);2002 april;1793;218
8199;Friesland (PV);2002 mei;1844;233
8200;Friesland (PV);2002 juni;1689;224
8201;Friesland (PV);2002 2e kwartaal;5326;675
8202;Friesland (PV);2002 juli;1864;257
8203;Friesland (PV);2002 augustus;1565;207
8204;Friesland (PV);2002 september;1530;200
8205;Friesland (PV);2002 3e kwartaal;4959;664
8206;Friesland (PV);2002 oktober;1663;215
8207;Friesland (PV);2002 november;1676;214
8208;Friesland (PV);2002 december;2072;294
8209;Friesland (PV);2002 4e kwartaal;5411;723
8210;Friesland (PV);2002;20494;2659
8211;Friesland (PV);2003 januari;1273;172
8212;Friesland (PV);2003 februari;1343;190
8213;Friesland (PV);2003 maart;1573;215
8214;Friesland (PV);2003 1e kwartaal;4189;577
8215;Friesland (PV);2003 april;1844;261
8216;Friesland (PV);2003 mei;1883;270
8217;Friesland (PV);2003 juni;1830;260
8218;Friesland (PV);2003 2e kwartaal;5557;791
8219;Friesland (PV);2003 juli;2026;304
8220;Friesland (PV);2003 augustus;1918;282
8221;Friesland (PV);2003 september;2110;303
8222;Friesland (PV);2003 3e kwartaal;6054;889
8223;Friesland (PV);2003 oktober;2157;323
8224;Friesland (PV);2003 november;1821;267
8225;Friesland (PV);2003 december;2671;426
8226;Friesland (PV);2003 4e kwartaal;6649;1016
8227;Friesland (PV);2003;22449;3273
8228;Drenthe (PV);1993 januari;359;23
8229;Drenthe (PV);1993 februari;405;28
8230;Drenthe (PV);1993 maart;516;30
8231;Drenthe (PV);1993 1e kwartaal;1280;81
8232;Drenthe (PV);1993 april;820;45
8233;Drenthe (PV);1993 mei;573;38
8234;Drenthe (PV);1993 juni;1042;62
8235;Drenthe (PV);1993 2e kwartaal;2435;145
8236;Drenthe (PV);1993 juli;1030;65
8237;Drenthe (PV);1993 augustus;825;52
8238;Drenthe (PV);1993 september;802;50
8239;Drenthe (PV);1993 3e kwartaal;2657;167
8240;Drenthe (PV);1993 oktober;964;62
8241;Drenthe (PV);1993 november;1165;70
8242;Drenthe (PV);1993 december;1092;63
8243;Drenthe (PV);1993 4e kwartaal;3221;195
8244;Drenthe (PV);1993;9593;588
8245;Drenthe (PV);1994 januari;585;35
8246;Drenthe (PV);1994 februari;803;47
8247;Drenthe (PV);1994 maart;1151;67
8248;Drenthe (PV);1994 1e kwartaal;2539;149
8249;Drenthe (PV);1994 april;990;58
8250;Drenthe (PV);1994 mei;1059;65
8251;Drenthe (PV);1994 juni;978;59
8252;Drenthe (PV);1994 2e kwartaal;3027;182
8253;Drenthe (PV);1994 juli;1194;80
8254;Drenthe (PV);1994 augustus;983;68
8255;Drenthe (PV);1994 september;978;100
8256;Drenthe (PV);1994 3e kwartaal;3155;248
8257;Drenthe (PV);1994 oktober;844;56
8258;Drenthe (PV);1994 november;931;58
8259;Drenthe (PV);1994 december;1213;77
8260;Drenthe (PV);1994 4e kwartaal;2988;191
8261;Drenthe (PV);1994;11709;770
8262;Drenthe (PV);1995 januari;628;38
8263;Drenthe (PV);1995 februari;821;50
8264;Drenthe (PV);1995 maart;948;57
8265;Drenthe (PV);1995 1e kwartaal;2397;145
8266;Drenthe (PV);1995 april;906;55
8267;Drenthe (PV);1995 mei;1000;61
8268;Drenthe (PV);1995 juni;1061;67
8269;Drenthe (PV);1995 2e kwartaal;2967;183
8270;Drenthe (PV);1995 juli;1056;69
8271;Drenthe (PV);1995 augustus;1024;70
8272;Drenthe (PV);1995 september;1032;69
8273;Drenthe (PV);1995 3e kwartaal;3112;208
8274;Drenthe (PV);1995 oktober;1132;73
8275;Drenthe (PV);1995 november;1208;80
8276;Drenthe (PV);1995 december;1665;111
8277;Drenthe (PV);1995 4e kwartaal;4005;264
8278;Drenthe (PV);1995;12481;800
8279;Drenthe (PV);1996 januari;885;59
8280;Drenthe (PV);1996 februari;1138;72
8281;Drenthe (PV);1996 maart;1402;91
8282;Drenthe (PV);1996 1e kwartaal;3425;222
8283;Drenthe (PV);1996 april;1392;91
8284;Drenthe (PV);1996 mei;1369;92
8285;Drenthe (PV);1996 juni;1215;83
8286;Drenthe (PV);1996 2e kwartaal;3976;266
8287;Drenthe (PV);1996 juli;1248;90
8288;Drenthe (PV);1996 augustus;1173;85
8289;Drenthe (PV);1996 september;1058;75
8290;Drenthe (PV);1996 3e kwartaal;3479;250
8291;Drenthe (PV);1996 oktober;1160;80
8292;Drenthe (PV);1996 november;1317;94
8293;Drenthe (PV);1996 december;1901;138
8294;Drenthe (PV);1996 4e kwartaal;4378;312
8295;Drenthe (PV);1996;15258;1050
8296;Drenthe (PV);1997 januari;931;65
8297;Drenthe (PV);1997 februari;1160;83
8298;Drenthe (PV);1997 maart;1425;104
8299;Drenthe (PV);1997 1e kwartaal;3516;252
8300;Drenthe (PV);1997 april;1877;133
8301;Drenthe (PV);1997 mei;1741;129
8302;Drenthe (PV);1997 juni;1752;142
8303;Drenthe (PV);1997 2e kwartaal;5370;404
8304;Drenthe (PV);1997 juli;1644;129
8305;Drenthe (PV);1997 augustus;1441;111
8306;Drenthe (PV);1997 september;1355;105
8307;Drenthe (PV);1997 3e kwartaal;4440;345
8308;Drenthe (PV);1997 oktober;1535;124
8309;Drenthe (PV);1997 november;1426;113
8310;Drenthe (PV);1997 december;2058;179
8311;Drenthe (PV);1997 4e kwartaal;5019;416
8312;Drenthe (PV);1997;18345;1417
8313;Drenthe (PV);1998 januari;1007;81
8314;Drenthe (PV);1998 februari;1288;104
8315;Drenthe (PV);1998 maart;1668;137
8316;Drenthe (PV);1998 1e kwartaal;3963;322
8317;Drenthe (PV);1998 april;1726;145
8318;Drenthe (PV);1998 mei;1875;173
8319;Drenthe (PV);1998 juni;1658;141
8320;Drenthe (PV);1998 2e kwartaal;5259;459
8321;Drenthe (PV);1998 juli;1824;166
8322;Drenthe (PV);1998 augustus;1536;152
8323;Drenthe (PV);1998 september;1517;133
8324;Drenthe (PV);1998 3e kwartaal;4877;451
8325;Drenthe (PV);1998 oktober;1741;152
8326;Drenthe (PV);1998 november;1760;153
8327;Drenthe (PV);1998 december;2830;264
8328;Drenthe (PV);1998 4e kwartaal;6331;569
8329;Drenthe (PV);1998;20430;1801
8330;Drenthe (PV);1999 januari;1161;101
8331;Drenthe (PV);1999 februari;1501;134
8332;Drenthe (PV);1999 maart;2109;189
8333;Drenthe (PV);1999 1e kwartaal;4771;424
8334;Drenthe (PV);1999 april;2044;180
8335;Drenthe (PV);1999 mei;1879;173
8336;Drenthe (PV);1999 juni;1900;179
8337;Drenthe (PV);1999 2e kwartaal;5823;532
8338;Drenthe (PV);1999 juli;2256;228
8339;Drenthe (PV);1999 augustus;1968;197
8340;Drenthe (PV);1999 september;1845;187
8341;Drenthe (PV);1999 3e kwartaal;6069;612
8342;Drenthe (PV);1999 oktober;1649;173
8343;Drenthe (PV);1999 november;1681;165
8344;Drenthe (PV);1999 december;2184;233
8345;Drenthe (PV);1999 4e kwartaal;5514;571
8346;Drenthe (PV);1999;22177;2139
8347;Drenthe (PV);2000 januari;1037;101
8348;Drenthe (PV);2000 februari;1314;128
8349;Drenthe (PV);2000 maart;1533;156
8350;Drenthe (PV);2000 1e kwartaal;3884;385
8351;Drenthe (PV);2000 april;1354;140
8352;Drenthe (PV);2000 mei;1625;172
8353;Drenthe (PV);2000 juni;1282;135
8354;Drenthe (PV);2000 2e kwartaal;4261;447
8355;Drenthe (PV);2000 juli;1550;177
8356;Drenthe (PV);2000 augustus;1340;155
8357;Drenthe (PV);2000 september;1304;146
8358;Drenthe (PV);2000 3e kwartaal;4194;478
8359;Drenthe (PV);2000 oktober;1347;148
8360;Drenthe (PV);2000 november;1360;143
8361;Drenthe (PV);2000 december;2079;240
8362;Drenthe (PV);2000 4e kwartaal;4786;531
8363;Drenthe (PV);2000;17125;1841
8364;Drenthe (PV);2001 januari;968;101
8365;Drenthe (PV);2001 februari;1086;120
8366;Drenthe (PV);2001 maart;1275;140
8367;Drenthe (PV);2001 1e kwartaal;3329;361
8368;Drenthe (PV);2001 april;1211;139
8369;Drenthe (PV);2001 mei;1556;184
8370;Drenthe (PV);2001 juni;1328;157
8371;Drenthe (PV);2001 2e kwartaal;4095;480
8372;Drenthe (PV);2001 juli;1602;213
8373;Drenthe (PV);2001 augustus;1334;165
8374;Drenthe (PV);2001 september;1157;140
8375;Drenthe (PV);2001 3e kwartaal;4093;518
8376;Drenthe (PV);2001 oktober;1389;162
8377;Drenthe (PV);2001 november;1416;174
8378;Drenthe (PV);2001 december;1744;217
8379;Drenthe (PV);2001 4e kwartaal;4549;553
8380;Drenthe (PV);2001;16066;1912
8381;Drenthe (PV);2002 januari;1081;127
8382;Drenthe (PV);2002 februari;1352;163
8383;Drenthe (PV);2002 maart;1562;190
8384;Drenthe (PV);2002 1e kwartaal;3995;480
8385;Drenthe (PV);2002 april;1392;164
8386;Drenthe (PV);2002 mei;1519;194
8387;Drenthe (PV);2002 juni;1469;182
8388;Drenthe (PV);2002 2e kwartaal;4380;540
8389;Drenthe (PV);2002 juli;1491;193
8390;Drenthe (PV);2002 augustus;1310;170
8391;Drenthe (PV);2002 september;1225;161
8392;Drenthe (PV);2002 3e kwartaal;4026;524
8393;Drenthe (PV);2002 oktober;1441;185
8394;Drenthe (PV);2002 november;1358;176
8395;Drenthe (PV);2002 december;1665;235
8396;Drenthe (PV);2002 4e kwartaal;4464;596
8397;Drenthe (PV);2002;16865;2140
8398;Drenthe (PV);2003 januari;912;116
8399;Drenthe (PV);2003 februari;1110;149
8400;Drenthe (PV);2003 maart;1236;165
8401;Drenthe (PV);2003 1e kwartaal;3258;430
8402;Drenthe (PV);2003 april;1426;196
8403;Drenthe (PV);2003 mei;1657;227
8404;Drenthe (PV);2003 juni;1457;202
8405;Drenthe (PV);2003 2e kwartaal;4540;625
8406;Drenthe (PV);2003 juli;1529;223
8407;Drenthe (PV);2003 augustus;1328;197
8408;Drenthe (PV);2003 september;1556;229
8409;Drenthe (PV);2003 3e kwartaal;4413;649
8410;Drenthe (PV);2003 oktober;1669;245
8411;Drenthe (PV);2003 november;1442;214
8412;Drenthe (PV);2003 december;2174;347
8413;Drenthe (PV);2003 4e kwartaal;5285;806
8414;Drenthe (PV);2003;17496;2510
8415;Overijssel (PV);1993 januari;857;52
8416;Overijssel (PV);1993 februari;1191;71
8417;Overijssel (PV);1993 maart;1355;81
8418;Overijssel (PV);1993 1e kwartaal;3403;204
8419;Overijssel (PV);1993 april;1581;97
8420;Overijssel (PV);1993 mei;1541;90
8421;Overijssel (PV);1993 juni;1870;112
8422;Overijssel (PV);1993 2e kwartaal;4992;299
8423;Overijssel (PV);1993 juli;2043;128
8424;Overijssel (PV);1993 augustus;1704;108
8425;Overijssel (PV);1993 september;1941;122
8426;Overijssel (PV);1993 3e kwartaal;5688;358
8427;Overijssel (PV);1993 oktober;1825;114
8428;Overijssel (PV);1993 november;2008;129
8429;Overijssel (PV);1993 december;2777;175
8430;Overijssel (PV);1993 4e kwartaal;6610;418
8431;Overijssel (PV);1993;20693;1279
8432;Overijssel (PV);1994 januari;1399;88
8433;Overijssel (PV);1994 februari;2039;128
8434;Overijssel (PV);1994 maart;2806;184
8435;Overijssel (PV);1994 1e kwartaal;6244;400
8436;Overijssel (PV);1994 april;2747;168
8437;Overijssel (PV);1994 mei;2927;194
8438;Overijssel (PV);1994 juni;2783;181
8439;Overijssel (PV);1994 2e kwartaal;8457;543
8440;Overijssel (PV);1994 juli;2455;165
8441;Overijssel (PV);1994 augustus;1932;127
8442;Overijssel (PV);1994 september;1917;129
8443;Overijssel (PV);1994 3e kwartaal;6304;421
8444;Overijssel (PV);1994 oktober;1861;128
8445;Overijssel (PV);1994 november;1870;130
8446;Overijssel (PV);1994 december;2383;156
8447;Overijssel (PV);1994 4e kwartaal;6114;414
8448;Overijssel (PV);1994;27119;1778
8449;Overijssel (PV);1995 januari;1270;87
8450;Overijssel (PV);1995 februari;1486;88
8451;Overijssel (PV);1995 maart;1772;109
8452;Overijssel (PV);1995 1e kwartaal;4528;284
8453;Overijssel (PV);1995 april;1562;96
8454;Overijssel (PV);1995 mei;1935;125
8455;Overijssel (PV);1995 juni;2065;135
8456;Overijssel (PV);1995 2e kwartaal;5562;356
8457;Overijssel (PV);1995 juli;2262;156
8458;Overijssel (PV);1995 augustus;1847;127
8459;Overijssel (PV);1995 september;1859;121
8460;Overijssel (PV);1995 3e kwartaal;5968;404
8461;Overijssel (PV);1995 oktober;2144;141
8462;Overijssel (PV);1995 november;2307;150
8463;Overijssel (PV);1995 december;3213;217
8464;Overijssel (PV);1995 4e kwartaal;7664;508
8465;Overijssel (PV);1995;23722;1552
8466;Overijssel (PV);1996 januari;1806;117
8467;Overijssel (PV);1996 februari;2299;148
8468;Overijssel (PV);1996 maart;2776;177
8469;Overijssel (PV);1996 1e kwartaal;6881;442
8470;Overijssel (PV);1996 april;2973;191
8471;Overijssel (PV);1996 mei;3090;210
8472;Overijssel (PV);1996 juni;2643;186
8473;Overijssel (PV);1996 2e kwartaal;8706;587
8474;Overijssel (PV);1996 juli;2917;221
8475;Overijssel (PV);1996 augustus;2624;200
8476;Overijssel (PV);1996 september;2458;181
8477;Overijssel (PV);1996 3e kwartaal;7999;602
8478;Overijssel (PV);1996 oktober;2813;209
8479;Overijssel (PV);1996 november;2766;210
8480;Overijssel (PV);1996 december;3983;298
8481;Overijssel (PV);1996 4e kwartaal;9562;717
8482;Overijssel (PV);1996;33148;2348
8483;Overijssel (PV);1997 januari;1962;142
8484;Overijssel (PV);1997 februari;2373;173
8485;Overijssel (PV);1997 maart;2849;212
8486;Overijssel (PV);1997 1e kwartaal;7184;527
8487;Overijssel (PV);1997 april;3680;270
8488;Overijssel (PV);1997 mei;3415;254
8489;Overijssel (PV);1997 juni;3384;253
8490;Overijssel (PV);1997 2e kwartaal;10479;777
8491;Overijssel (PV);1997 juli;3215;258
8492;Overijssel (PV);1997 augustus;2554;203
8493;Overijssel (PV);1997 september;2962;246
8494;Overijssel (PV);1997 3e kwartaal;8731;707
8495;Overijssel (PV);1997 oktober;3182;262
8496;Overijssel (PV);1997 november;2807;223
8497;Overijssel (PV);1997 december;4344;375
8498;Overijssel (PV);1997 4e kwartaal;10333;860
8499;Overijssel (PV);1997;36727;2871
8500;Overijssel (PV);1998 januari;1848;161
