ID;RegioS;Perioden;AantalNieuweWoninghypotheken_1;BedragNieuweWoninghypotheken_2
1986;Noord-Overijssel;1999 december;1317;153
1987;Noord-Overijssel;1999 4e kwartaal;3511;404
1988;Noord-Overijssel;1999;13574;1417
1989;Noord-Overijssel;2000 januari;591;66
1990;Noord-Overijssel;2000 februari;799;92
1991;Noord-Overijssel;2000 maart;960;108
1992;Noord-Overijssel;2000 1e kwartaal;2350;266
1993;Noord-Overijssel;2000 april;800;94
1994;Noord-Overijssel;2000 mei;1047;126
1995;Noord-Overijssel;2000 juni;822;96
1996;Noord-Overijssel;2000 2e kwartaal;2669;316
1997;Noord-Overijssel;2000 juli;905;105
1998;Noord-Overijssel;2000 augustus;758;87
1999;Noord-Overijssel;2000 september;753;89
2000;Noord-Overijssel;2000 3e kwartaal;2416;281
2001;Noord-Overijssel;2000 oktober;833;93
2002;Noord-Overijssel;2000 november;808;87
2003;Noord-Overijssel;2000 december;1280;159
2004;Noord-Overijssel;2000 4e kwartaal;2921;339
2005;Noord-Overijssel;2000;10356;1202
2006;Noord-Overijssel;2001 januari;550;62
2007;Noord-Overijssel;2001 februari;638;74
2008;Noord-Overijssel;2001 maart;753;87
2009;Noord-Overijssel;2001 1e kwartaal;1941;223
2010;Noord-Overijssel;2001 april;698;91
2011;Noord-Overijssel;2001 mei;821;108
2012;Noord-Overijssel;2001 juni;788;108
2013;Noord-Overijssel;2001 2e kwartaal;2307;307
2014;Noord-Overijssel;2001 juli;986;151
2015;Noord-Overijssel;2001 augustus;750;107
2016;Noord-Overijssel;2001 september;692;92
2017;Noord-Overijssel;2001 3e kwartaal;2428;350
2018;Noord-Overijssel;2001 oktober;755;93
2019;Noord-Overijssel;2001 november;755;98
2020;Noord-Overijssel;2001 december;980;140
2021;Noord-Overijssel;2001 4e kwartaal;2490;331
2022;Noord-Overijssel;2001;9166;1211
2023;Noord-Overijssel;2002 januari;570;71
2024;Noord-Overijssel;2002 februari;721;105
2025;Noord-Overijssel;2002 maart;942;134
2026;Noord-Overijssel;2002 1e kwartaal;2233;310
2027;Noord-Overijssel;2002 april;829;115
2028;Noord-Overijssel;2002 mei;886;121
2029;Noord-Overijssel;2002 juni;754;106
2030;Noord-Overijssel;2002 2e kwartaal;2469;342
2031;Noord-Overijssel;2002 juli;864;125
2032;Noord-Overijssel;2002 augustus;761;112
2033;Noord-Overijssel;2002 september;748;107
2034;Noord-Overijssel;2002 3e kwartaal;2373;344
2035;Noord-Overijssel;2002 oktober;838;124
2036;Noord-Overijssel;2002 november;827;133
2037;Noord-Overijssel;2002 december;991;153
2038;Noord-Overijssel;2002 4e kwartaal;2656;410
2039;Noord-Overijssel;2002;9731;1406
2040;Noord-Overijssel;2003 januari;604;94
2041;Noord-Overijssel;2003 februari;700;105
2042;Noord-Overijssel;2003 maart;842;122
2043;Noord-Overijssel;2003 1e kwartaal;2146;321
2044;Noord-Overijssel;2003 april;932;145
2045;Noord-Overijssel;2003 mei;1081;176
2046;Noord-Overijssel;2003 juni;898;140
2047;Noord-Overijssel;2003 2e kwartaal;2911;461
2048;Noord-Overijssel;2003 juli;937;148
2049;Noord-Overijssel;2003 augustus;772;122
2050;Noord-Overijssel;2003 september;899;140
2051;Noord-Overijssel;2003 3e kwartaal;2608;410
2052;Noord-Overijssel;2003 oktober;1037;174
2053;Noord-Overijssel;2003 november;911;146
2054;Noord-Overijssel;2003 december;1350;235
2055;Noord-Overijssel;2003 4e kwartaal;3298;555
2056;Noord-Overijssel;2003;10963;1747
2057;Zuidwest-Overijssel;1993 januari;117;7
2058;Zuidwest-Overijssel;1993 februari;166;10
2059;Zuidwest-Overijssel;1993 maart;164;10
2060;Zuidwest-Overijssel;1993 1e kwartaal;447;27
2061;Zuidwest-Overijssel;1993 april;203;11
2062;Zuidwest-Overijssel;1993 mei;205;12
2063;Zuidwest-Overijssel;1993 juni;278;15
2064;Zuidwest-Overijssel;1993 2e kwartaal;686;38
2065;Zuidwest-Overijssel;1993 juli;302;17
2066;Zuidwest-Overijssel;1993 augustus;270;16
2067;Zuidwest-Overijssel;1993 september;260;15
2068;Zuidwest-Overijssel;1993 3e kwartaal;832;48
2069;Zuidwest-Overijssel;1993 oktober;240;14
2070;Zuidwest-Overijssel;1993 november;214;14
2071;Zuidwest-Overijssel;1993 december;345;20
2072;Zuidwest-Overijssel;1993 4e kwartaal;799;48
2073;Zuidwest-Overijssel;1993;2764;161
2074;Zuidwest-Overijssel;1994 januari;154;10
2075;Zuidwest-Overijssel;1994 februari;240;15
2076;Zuidwest-Overijssel;1994 maart;360;20
2077;Zuidwest-Overijssel;1994 1e kwartaal;754;45
2078;Zuidwest-Overijssel;1994 april;349;22
2079;Zuidwest-Overijssel;1994 mei;378;26
2080;Zuidwest-Overijssel;1994 juni;304;19
2081;Zuidwest-Overijssel;1994 2e kwartaal;1031;67
2082;Zuidwest-Overijssel;1994 juli;329;22
2083;Zuidwest-Overijssel;1994 augustus;253;16
2084;Zuidwest-Overijssel;1994 september;295;20
2085;Zuidwest-Overijssel;1994 3e kwartaal;877;58
2086;Zuidwest-Overijssel;1994 oktober;299;19
2087;Zuidwest-Overijssel;1994 november;254;17
2088;Zuidwest-Overijssel;1994 december;332;23
2089;Zuidwest-Overijssel;1994 4e kwartaal;885;59
2090;Zuidwest-Overijssel;1994;3547;229
2091;Zuidwest-Overijssel;1995 januari;156;10
2092;Zuidwest-Overijssel;1995 februari;220;13
2093;Zuidwest-Overijssel;1995 maart;227;13
2094;Zuidwest-Overijssel;1995 1e kwartaal;603;36
2095;Zuidwest-Overijssel;1995 april;185;11
2096;Zuidwest-Overijssel;1995 mei;248;15
2097;Zuidwest-Overijssel;1995 juni;279;20
2098;Zuidwest-Overijssel;1995 2e kwartaal;712;46
2099;Zuidwest-Overijssel;1995 juli;259;19
2100;Zuidwest-Overijssel;1995 augustus;275;19
2101;Zuidwest-Overijssel;1995 september;227;15
2102;Zuidwest-Overijssel;1995 3e kwartaal;761;53
2103;Zuidwest-Overijssel;1995 oktober;272;20
2104;Zuidwest-Overijssel;1995 november;333;23
2105;Zuidwest-Overijssel;1995 december;449;31
2106;Zuidwest-Overijssel;1995 4e kwartaal;1054;74
2107;Zuidwest-Overijssel;1995;3130;209
2108;Zuidwest-Overijssel;1996 januari;220;15
2109;Zuidwest-Overijssel;1996 februari;292;20
2110;Zuidwest-Overijssel;1996 maart;359;23
2111;Zuidwest-Overijssel;1996 1e kwartaal;871;58
2112;Zuidwest-Overijssel;1996 april;363;26
2113;Zuidwest-Overijssel;1996 mei;472;32
2114;Zuidwest-Overijssel;1996 juni;352;26
2115;Zuidwest-Overijssel;1996 2e kwartaal;1187;84
2116;Zuidwest-Overijssel;1996 juli;396;34
2117;Zuidwest-Overijssel;1996 augustus;330;28
2118;Zuidwest-Overijssel;1996 september;347;30
2119;Zuidwest-Overijssel;1996 3e kwartaal;1073;92
2120;Zuidwest-Overijssel;1996 oktober;392;32
2121;Zuidwest-Overijssel;1996 november;348;29
2122;Zuidwest-Overijssel;1996 december;494;37
2123;Zuidwest-Overijssel;1996 4e kwartaal;1234;98
2124;Zuidwest-Overijssel;1996;4365;332
2125;Zuidwest-Overijssel;1997 januari;220;15
2126;Zuidwest-Overijssel;1997 februari;261;20
2127;Zuidwest-Overijssel;1997 maart;356;25
2128;Zuidwest-Overijssel;1997 1e kwartaal;837;60
2129;Zuidwest-Overijssel;1997 april;380;28
2130;Zuidwest-Overijssel;1997 mei;412;34
2131;Zuidwest-Overijssel;1997 juni;430;34
2132;Zuidwest-Overijssel;1997 2e kwartaal;1222;96
2133;Zuidwest-Overijssel;1997 juli;375;29
2134;Zuidwest-Overijssel;1997 augustus;286;29
2135;Zuidwest-Overijssel;1997 september;368;32
2136;Zuidwest-Overijssel;1997 3e kwartaal;1029;90
2137;Zuidwest-Overijssel;1997 oktober;331;28
2138;Zuidwest-Overijssel;1997 november;347;28
2139;Zuidwest-Overijssel;1997 december;603;54
2140;Zuidwest-Overijssel;1997 4e kwartaal;1281;110
2141;Zuidwest-Overijssel;1997;4369;356
2142;Zuidwest-Overijssel;1998 januari;235;29
2143;Zuidwest-Overijssel;1998 februari;343;30
2144;Zuidwest-Overijssel;1998 maart;425;35
2145;Zuidwest-Overijssel;1998 1e kwartaal;1003;94
2146;Zuidwest-Overijssel;1998 april;411;39
2147;Zuidwest-Overijssel;1998 mei;424;39
2148;Zuidwest-Overijssel;1998 juni;383;34
2149;Zuidwest-Overijssel;1998 2e kwartaal;1218;112
2150;Zuidwest-Overijssel;1998 juli;415;41
2151;Zuidwest-Overijssel;1998 augustus;355;35
2152;Zuidwest-Overijssel;1998 september;406;38
2153;Zuidwest-Overijssel;1998 3e kwartaal;1176;114
2154;Zuidwest-Overijssel;1998 oktober;398;38
2155;Zuidwest-Overijssel;1998 november;441;40
2156;Zuidwest-Overijssel;1998 december;715;72
2157;Zuidwest-Overijssel;1998 4e kwartaal;1554;150
2158;Zuidwest-Overijssel;1998;4951;470
2159;Zuidwest-Overijssel;1999 januari;286;27
2160;Zuidwest-Overijssel;1999 februari;409;40
2161;Zuidwest-Overijssel;1999 maart;510;48
2162;Zuidwest-Overijssel;1999 1e kwartaal;1205;115
2163;Zuidwest-Overijssel;1999 april;485;47
2164;Zuidwest-Overijssel;1999 mei;458;44
2165;Zuidwest-Overijssel;1999 juni;472;45
2166;Zuidwest-Overijssel;1999 2e kwartaal;1415;136
2167;Zuidwest-Overijssel;1999 juli;512;51
2168;Zuidwest-Overijssel;1999 augustus;478;52
2169;Zuidwest-Overijssel;1999 september;439;45
2170;Zuidwest-Overijssel;1999 3e kwartaal;1429;148
2171;Zuidwest-Overijssel;1999 oktober;479;59
2172;Zuidwest-Overijssel;1999 november;469;59
2173;Zuidwest-Overijssel;1999 december;590;77
2174;Zuidwest-Overijssel;1999 4e kwartaal;1538;195
2175;Zuidwest-Overijssel;1999;5587;594
2176;Zuidwest-Overijssel;2000 januari;264;31
2177;Zuidwest-Overijssel;2000 februari;338;39
2178;Zuidwest-Overijssel;2000 maart;417;51
2179;Zuidwest-Overijssel;2000 1e kwartaal;1019;121
2180;Zuidwest-Overijssel;2000 april;304;37
2181;Zuidwest-Overijssel;2000 mei;441;52
2182;Zuidwest-Overijssel;2000 juni;334;43
2183;Zuidwest-Overijssel;2000 2e kwartaal;1079;132
2184;Zuidwest-Overijssel;2000 juli;389;46
2185;Zuidwest-Overijssel;2000 augustus;330;38
2186;Zuidwest-Overijssel;2000 september;333;44
2187;Zuidwest-Overijssel;2000 3e kwartaal;1052;128
2188;Zuidwest-Overijssel;2000 oktober;349;44
2189;Zuidwest-Overijssel;2000 november;356;46
2190;Zuidwest-Overijssel;2000 december;582;79
2191;Zuidwest-Overijssel;2000 4e kwartaal;1287;169
2192;Zuidwest-Overijssel;2000;4437;550
2193;Zuidwest-Overijssel;2001 januari;274;34
2194;Zuidwest-Overijssel;2001 februari;301;33
2195;Zuidwest-Overijssel;2001 maart;367;44
2196;Zuidwest-Overijssel;2001 1e kwartaal;942;111
2197;Zuidwest-Overijssel;2001 april;378;52
2198;Zuidwest-Overijssel;2001 mei;389;49
2199;Zuidwest-Overijssel;2001 juni;422;57
2200;Zuidwest-Overijssel;2001 2e kwartaal;1189;158
2201;Zuidwest-Overijssel;2001 juli;463;69
2202;Zuidwest-Overijssel;2001 augustus;358;44
2203;Zuidwest-Overijssel;2001 september;317;46
2204;Zuidwest-Overijssel;2001 3e kwartaal;1138;159
2205;Zuidwest-Overijssel;2001 oktober;385;49
2206;Zuidwest-Overijssel;2001 november;418;61
2207;Zuidwest-Overijssel;2001 december;467;70
2208;Zuidwest-Overijssel;2001 4e kwartaal;1270;180
2209;Zuidwest-Overijssel;2001;4539;608
2210;Zuidwest-Overijssel;2002 januari;248;32
2211;Zuidwest-Overijssel;2002 februari;291;43
2212;Zuidwest-Overijssel;2002 maart;412;65
2213;Zuidwest-Overijssel;2002 1e kwartaal;951;140
2214;Zuidwest-Overijssel;2002 april;382;54
2215;Zuidwest-Overijssel;2002 mei;422;66
2216;Zuidwest-Overijssel;2002 juni;382;60
2217;Zuidwest-Overijssel;2002 2e kwartaal;1186;180
2218;Zuidwest-Overijssel;2002 juli;417;66
2219;Zuidwest-Overijssel;2002 augustus;339;53
2220;Zuidwest-Overijssel;2002 september;301;45
2221;Zuidwest-Overijssel;2002 3e kwartaal;1057;164
2222;Zuidwest-Overijssel;2002 oktober;376;53
2223;Zuidwest-Overijssel;2002 november;375;57
2224;Zuidwest-Overijssel;2002 december;425;86
2225;Zuidwest-Overijssel;2002 4e kwartaal;1176;196
2226;Zuidwest-Overijssel;2002;4370;680
2227;Zuidwest-Overijssel;2003 januari;277;43
2228;Zuidwest-Overijssel;2003 februari;320;49
2229;Zuidwest-Overijssel;2003 maart;389;64
2230;Zuidwest-Overijssel;2003 1e kwartaal;986;156
2231;Zuidwest-Overijssel;2003 april;405;65
2232;Zuidwest-Overijssel;2003 mei;471;86
2233;Zuidwest-Overijssel;2003 juni;425;68
2234;Zuidwest-Overijssel;2003 2e kwartaal;1301;219
2235;Zuidwest-Overijssel;2003 juli;455;79
2236;Zuidwest-Overijssel;2003 augustus;409;76
2237;Zuidwest-Overijssel;2003 september;425;74
2238;Zuidwest-Overijssel;2003 3e kwartaal;1289;229
2239;Zuidwest-Overijssel;2003 oktober;428;72
2240;Zuidwest-Overijssel;2003 november;355;59
2241;Zuidwest-Overijssel;2003 december;537;98
2242;Zuidwest-Overijssel;2003 4e kwartaal;1320;229
2243;Zuidwest-Overijssel;2003;4896;833
2244;Twente;1993 januari;456;27
2245;Twente;1993 februari;664;40
2246;Twente;1993 maart;767;46
2247;Twente;1993 1e kwartaal;1887;113
2248;Twente;1993 april;936;58
2249;Twente;1993 mei;870;49
2250;Twente;1993 juni;959;57
2251;Twente;1993 2e kwartaal;2765;164
2252;Twente;1993 juli;1180;74
2253;Twente;1993 augustus;895;56
2254;Twente;1993 september;1021;64
2255;Twente;1993 3e kwartaal;3096;194
2256;Twente;1993 oktober;1030;62
2257;Twente;1993 november;1161;73
2258;Twente;1993 december;1522;96
2259;Twente;1993 4e kwartaal;3713;231
2260;Twente;1993;11461;702
2261;Twente;1994 januari;807;51
2262;Twente;1994 februari;1208;74
2263;Twente;1994 maart;1530;100
2264;Twente;1994 1e kwartaal;3545;225
2265;Twente;1994 april;1545;93
2266;Twente;1994 mei;1629;106
2267;Twente;1994 juni;1499;94
2268;Twente;1994 2e kwartaal;4673;293
2269;Twente;1994 juli;1325;86
2270;Twente;1994 augustus;1058;69
2271;Twente;1994 september;1029;68
2272;Twente;1994 3e kwartaal;3412;223
2273;Twente;1994 oktober;946;65
2274;Twente;1994 november;994;68
2275;Twente;1994 december;1168;74
2276;Twente;1994 4e kwartaal;3108;207
2277;Twente;1994;14738;948
2278;Twente;1995 januari;675;44
2279;Twente;1995 februari;797;46
2280;Twente;1995 maart;1004;60
2281;Twente;1995 1e kwartaal;2476;150
2282;Twente;1995 april;887;54
2283;Twente;1995 mei;1016;65
2284;Twente;1995 juni;1124;71
2285;Twente;1995 2e kwartaal;3027;190
2286;Twente;1995 juli;1243;85
2287;Twente;1995 augustus;963;65
2288;Twente;1995 september;1029;66
2289;Twente;1995 3e kwartaal;3235;216
2290;Twente;1995 oktober;1122;67
2291;Twente;1995 november;1219;77
2292;Twente;1995 december;1729;114
2293;Twente;1995 4e kwartaal;4070;258
2294;Twente;1995;12808;814
2295;Twente;1996 januari;1013;64
2296;Twente;1996 februari;1302;83
2297;Twente;1996 maart;1565;97
2298;Twente;1996 1e kwartaal;3880;244
2299;Twente;1996 april;1728;106
2300;Twente;1996 mei;1671;110
2301;Twente;1996 juni;1479;101
2302;Twente;1996 2e kwartaal;4878;317
2303;Twente;1996 juli;1575;113
2304;Twente;1996 augustus;1506;108
2305;Twente;1996 september;1397;98
2306;Twente;1996 3e kwartaal;4478;319
2307;Twente;1996 oktober;1557;111
2308;Twente;1996 november;1563;113
2309;Twente;1996 december;2308;168
2310;Twente;1996 4e kwartaal;5428;392
2311;Twente;1996;18664;1272
2312;Twente;1997 januari;1112;82
2313;Twente;1997 februari;1396;94
2314;Twente;1997 maart;1669;115
2315;Twente;1997 1e kwartaal;4177;291
2316;Twente;1997 april;1991;137
2317;Twente;1997 mei;1997;141
2318;Twente;1997 juni;1933;135
2319;Twente;1997 2e kwartaal;5921;413
2320;Twente;1997 juli;1849;142
2321;Twente;1997 augustus;1456;109
2322;Twente;1997 september;1614;127
2323;Twente;1997 3e kwartaal;4919;378
2324;Twente;1997 oktober;1783;141
2325;Twente;1997 november;1542;118
2326;Twente;1997 december;2368;205
2327;Twente;1997 4e kwartaal;5693;464
2328;Twente;1997;20710;1546
2329;Twente;1998 januari;998;78
2330;Twente;1998 februari;1347;112
2331;Twente;1998 maart;1769;140
2332;Twente;1998 1e kwartaal;4114;330
2333;Twente;1998 april;1837;156
2334;Twente;1998 mei;1834;165
2335;Twente;1998 juni;1874;152
2336;Twente;1998 2e kwartaal;5545;473
2337;Twente;1998 juli;2183;195
2338;Twente;1998 augustus;1699;158
2339;Twente;1998 september;1748;159
2340;Twente;1998 3e kwartaal;5630;512
2341;Twente;1998 oktober;1912;174
2342;Twente;1998 november;2087;188
2343;Twente;1998 december;3237;289
2344;Twente;1998 4e kwartaal;7236;651
2345;Twente;1998;22525;1966
2346;Twente;1999 januari;1208;109
2347;Twente;1999 februari;1727;161
2348;Twente;1999 maart;2389;207
2349;Twente;1999 1e kwartaal;5324;477
2350;Twente;1999 april;2296;211
2351;Twente;1999 mei;2470;226
2352;Twente;1999 juni;2519;244
2353;Twente;1999 2e kwartaal;7285;681
2354;Twente;1999 juli;2721;260
2355;Twente;1999 augustus;2263;219
2356;Twente;1999 september;2087;202
2357;Twente;1999 3e kwartaal;7071;681
2358;Twente;1999 oktober;2077;212
2359;Twente;1999 november;1956;211
2360;Twente;1999 december;2388;245
2361;Twente;1999 4e kwartaal;6421;668
2362;Twente;1999;26101;2507
2363;Twente;2000 januari;1018;96
2364;Twente;2000 februari;1403;138
2365;Twente;2000 maart;1543;152
2366;Twente;2000 1e kwartaal;3964;386
2367;Twente;2000 april;1461;147
2368;Twente;2000 mei;1616;167
2369;Twente;2000 juni;1299;134
2370;Twente;2000 2e kwartaal;4376;448
2371;Twente;2000 juli;1629;182
2372;Twente;2000 augustus;1406;151
2373;Twente;2000 september;1314;142
2374;Twente;2000 3e kwartaal;4349;475
2375;Twente;2000 oktober;1485;153
2376;Twente;2000 november;1483;153
2377;Twente;2000 december;2195;250
2378;Twente;2000 4e kwartaal;5163;556
2379;Twente;2000;17852;1865
2380;Twente;2001 januari;1188;128
2381;Twente;2001 februari;1247;140
2382;Twente;2001 maart;1438;160
2383;Twente;2001 1e kwartaal;3873;428
2384;Twente;2001 april;1365;148
2385;Twente;2001 mei;1584;176
2386;Twente;2001 juni;1552;177
2387;Twente;2001 2e kwartaal;4501;501
2388;Twente;2001 juli;1719;223
2389;Twente;2001 augustus;1503;185
2390;Twente;2001 september;1367;162
2391;Twente;2001 3e kwartaal;4589;570
2392;Twente;2001 oktober;1603;189
2393;Twente;2001 november;1558;194
2394;Twente;2001 december;2012;270
2395;Twente;2001 4e kwartaal;5173;653
2396;Twente;2001;18136;2152
2397;Twente;2002 januari;1212;149
2398;Twente;2002 februari;1448;193
2399;Twente;2002 maart;1697;218
2400;Twente;2002 1e kwartaal;4357;560
2401;Twente;2002 april;1543;188
2402;Twente;2002 mei;1783;231
2403;Twente;2002 juni;1665;227
2404;Twente;2002 2e kwartaal;4991;646
2405;Twente;2002 juli;1717;243
2406;Twente;2002 augustus;1440;194
2407;Twente;2002 september;1488;204
2408;Twente;2002 3e kwartaal;4645;641
2409;Twente;2002 oktober;1648;232
2410;Twente;2002 november;1611;227
2411;Twente;2002 december;2011;291
2412;Twente;2002 4e kwartaal;5270;750
2413;Twente;2002;19263;2597
2414;Twente;2003 januari;1126;151
2415;Twente;2003 februari;1365;199
2416;Twente;2003 maart;1636;233
2417;Twente;2003 1e kwartaal;4127;583
2418;Twente;2003 april;1739;261
2419;Twente;2003 mei;2005;302
2420;Twente;2003 juni;1711;249
2421;Twente;2003 2e kwartaal;5455;812
2422;Twente;2003 juli;1860;285
2423;Twente;2003 augustus;1647;254
2424;Twente;2003 september;1829;276
2425;Twente;2003 3e kwartaal;5336;815
2426;Twente;2003 oktober;2005;312
2427;Twente;2003 november;1681;267
2428;Twente;2003 december;2496;413
2429;Twente;2003 4e kwartaal;6182;992
2430;Twente;2003;21100;3202
2431;Veluwe;1993 januari;454;32
2432;Veluwe;1993 februari;585;41
2433;Veluwe;1993 maart;797;52
2434;Veluwe;1993 1e kwartaal;1836;125
2435;Veluwe;1993 april;801;49
2436;Veluwe;1993 mei;887;60
2437;Veluwe;1993 juni;1086;73
2438;Veluwe;1993 2e kwartaal;2774;182
2439;Veluwe;1993 juli;1092;80
2440;Veluwe;1993 augustus;1025;72
2441;Veluwe;1993 september;1057;73
2442;Veluwe;1993 3e kwartaal;3174;225
2443;Veluwe;1993 oktober;1161;79
2444;Veluwe;1993 november;1259;87
2445;Veluwe;1993 december;1768;117
2446;Veluwe;1993 4e kwartaal;4188;283
2447;Veluwe;1993;11972;815
2448;Veluwe;1994 januari;809;57
2449;Veluwe;1994 februari;1116;78
2450;Veluwe;1994 maart;1628;107
2451;Veluwe;1994 1e kwartaal;3553;242
2452;Veluwe;1994 april;1533;103
2453;Veluwe;1994 mei;1620;114
2454;Veluwe;1994 juni;1469;101
2455;Veluwe;1994 2e kwartaal;4622;318
2456;Veluwe;1994 juli;1380;103
2457;Veluwe;1994 augustus;1079;83
2458;Veluwe;1994 september;977;70
2459;Veluwe;1994 3e kwartaal;3436;256
2460;Veluwe;1994 oktober;982;66
2461;Veluwe;1994 november;974;65
2462;Veluwe;1994 december;1366;100
2463;Veluwe;1994 4e kwartaal;3322;231
2464;Veluwe;1994;14933;1047
2465;Veluwe;1995 januari;910;66
2466;Veluwe;1995 februari;491;29
2467;Veluwe;1995 maart;1112;79
2468;Veluwe;1995 1e kwartaal;2513;174
2469;Veluwe;1995 april;722;45
2470;Veluwe;1995 mei;1127;82
2471;Veluwe;1995 juni;1110;79
2472;Veluwe;1995 2e kwartaal;2959;206
2473;Veluwe;1995 juli;1244;93
2474;Veluwe;1995 augustus;1141;89
2475;Veluwe;1995 september;1042;76
2476;Veluwe;1995 3e kwartaal;3427;258
2477;Veluwe;1995 oktober;1308;98
2478;Veluwe;1995 november;1355;96
2479;Veluwe;1995 december;1916;147
2480;Veluwe;1995 4e kwartaal;4579;341
2481;Veluwe;1995;13478;979
2482;Veluwe;1996 januari;1010;75
2483;Veluwe;1996 februari;1321;93
2484;Veluwe;1996 maart;1617;112
2485;Veluwe;1996 1e kwartaal;3948;280
2486;Veluwe;1996 april;1671;120
2487;Veluwe;1996 mei;1659;125
2488;Veluwe;1996 juni;1403;109
2489;Veluwe;1996 2e kwartaal;4733;354
2490;Veluwe;1996 juli;1610;127
2491;Veluwe;1996 augustus;1337;114
2492;Veluwe;1996 september;1310;106
2493;Veluwe;1996 3e kwartaal;4257;347
2494;Veluwe;1996 oktober;1619;138
2495;Veluwe;1996 november;1600;137
2496;Veluwe;1996 december;2392;216
2497;Veluwe;1996 4e kwartaal;5611;491
2498;Veluwe;1996;18549;1472
2499;Veluwe;1997 januari;1284;113
2500;Veluwe;1997 februari;1393;118
2501;Veluwe;1997 maart;1617;141
2502;Veluwe;1997 1e kwartaal;4294;372
2503;Veluwe;1997 april;1971;158
2504;Veluwe;1997 mei;1989;165
2505;Veluwe;1997 juni;1764;161
2506;Veluwe;1997 2e kwartaal;5724;484
2507;Veluwe;1997 juli;1852;188
2508;Veluwe;1997 augustus;1542;147
2509;Veluwe;1997 september;1742;168
2510;Veluwe;1997 3e kwartaal;5136;503
2511;Veluwe;1997 oktober;1868;175
2512;Veluwe;1997 november;1753;165
2513;Veluwe;1997 december;2502;255
2514;Veluwe;1997 4e kwartaal;6123;595
2515;Veluwe;1997;21277;1954
2516;Veluwe;1998 januari;1180;118
2517;Veluwe;1998 februari;1312;123
2518;Veluwe;1998 maart;1784;181
2519;Veluwe;1998 1e kwartaal;4276;422
2520;Veluwe;1998 april;1811;178
2521;Veluwe;1998 mei;1869;190
2522;Veluwe;1998 juni;1903;204
2523;Veluwe;1998 2e kwartaal;5583;572
2524;Veluwe;1998 juli;2086;228
2525;Veluwe;1998 augustus;1661;181
2526;Veluwe;1998 september;1806;192
2527;Veluwe;1998 3e kwartaal;5553;601
2528;Veluwe;1998 oktober;2000;215
2529;Veluwe;1998 november;2169;226
2530;Veluwe;1998 december;3373;372
2531;Veluwe;1998 4e kwartaal;7542;813
2532;Veluwe;1998;22954;2408
2533;Veluwe;1999 januari;1382;158
2534;Veluwe;1999 februari;1828;202
2535;Veluwe;1999 maart;2565;280
2536;Veluwe;1999 1e kwartaal;5775;640
2537;Veluwe;1999 april;2441;260
2538;Veluwe;1999 mei;2309;254
2539;Veluwe;1999 juni;2418;294
2540;Veluwe;1999 2e kwartaal;7168;808
2541;Veluwe;1999 juli;2498;316
2542;Veluwe;1999 augustus;2431;295
2543;Veluwe;1999 september;2255;276
2544;Veluwe;1999 3e kwartaal;7184;887
2545;Veluwe;1999 oktober;2019;254
2546;Veluwe;1999 november;1941;254
2547;Veluwe;1999 december;2570;343
2548;Veluwe;1999 4e kwartaal;6530;851
2549;Veluwe;1999;26657;3186
2550;Veluwe;2000 januari;1173;141
2551;Veluwe;2000 februari;1477;188
2552;Veluwe;2000 maart;1714;218
2553;Veluwe;2000 1e kwartaal;4364;547
2554;Veluwe;2000 april;1555;200
2555;Veluwe;2000 mei;1814;259
2556;Veluwe;2000 juni;1447;201
2557;Veluwe;2000 2e kwartaal;4816;660
2558;Veluwe;2000 juli;1638;236
2559;Veluwe;2000 augustus;1483;210
2560;Veluwe;2000 september;1572;219
2561;Veluwe;2000 3e kwartaal;4693;665
2562;Veluwe;2000 oktober;1695;239
2563;Veluwe;2000 november;1692;244
2564;Veluwe;2000 december;2417;365
2565;Veluwe;2000 4e kwartaal;5804;848
2566;Veluwe;2000;19677;2720
2567;Veluwe;2001 januari;1118;152
2568;Veluwe;2001 februari;1249;170
2569;Veluwe;2001 maart;1410;197
2570;Veluwe;2001 1e kwartaal;3777;519
2571;Veluwe;2001 april;1454;228
2572;Veluwe;2001 mei;1669;247
2573;Veluwe;2001 juni;1530;245
2574;Veluwe;2001 2e kwartaal;4653;720
2575;Veluwe;2001 juli;1663;254
2576;Veluwe;2001 augustus;1481;231
2577;Veluwe;2001 september;1358;211
2578;Veluwe;2001 3e kwartaal;4502;696
2579;Veluwe;2001 oktober;1425;219
2580;Veluwe;2001 november;1436;221
2581;Veluwe;2001 december;2083;352
2582;Veluwe;2001 4e kwartaal;4944;792
2583;Veluwe;2001;17876;2727
2584;Veluwe;2002 januari;1156;180
2585;Veluwe;2002 februari;1379;213
2586;Veluwe;2002 maart;1666;270
2587;Veluwe;2002 1e kwartaal;4201;663
2588;Veluwe;2002 april;1492;234
2589;Veluwe;2002 mei;1609;258
2590;Veluwe;2002 juni;1402;231
2591;Veluwe;2002 2e kwartaal;4503;723
2592;Veluwe;2002 juli;1697;295
2593;Veluwe;2002 augustus;1413;241
2594;Veluwe;2002 september;1397;241
2595;Veluwe;2002 3e kwartaal;4507;777
2596;Veluwe;2002 oktober;1524;270
2597;Veluwe;2002 november;1438;241
2598;Veluwe;2002 december;1951;361
2599;Veluwe;2002 4e kwartaal;4913;872
2600;Veluwe;2002;18124;3035
2601;Veluwe;2003 januari;1200;211
2602;Veluwe;2003 februari;1314;230
2603;Veluwe;2003 maart;1509;271
2604;Veluwe;2003 1e kwartaal;4023;712
