ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;OverledenenLeeftijdBijOverlijden_1;OverledenenLeeftijdOp31December_2
1118;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1958;;
1119;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1959;;
1120;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1960;;
1121;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1961;;
1122;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1962;;
1123;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1963;;
1124;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1964;;
1125;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1965;;
1126;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1966;;
1127;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1967;;
1128;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1968;;
1129;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1969;;
1130;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1970;;
1131;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1971;;
1132;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1972;;
1133;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1973;;
1134;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1974;;
1135;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1975;;
1136;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1976;;
1137;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1977;;
1138;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1978;;
1139;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1979;;
1140;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1980;;
1141;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1981;;
1142;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1982;;
1143;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1983;;
1144;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1984;;
1145;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1985;;
1146;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1986;;
1147;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1987;;
1148;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1988;;
1149;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1989;;
1150;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1990;;
1151;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1991;;
1152;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1992;;
1153;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1993;;
1154;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1994;;
1155;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1995;55.0;
1156;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1996;64.0;
1157;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1997;52.0;
1158;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1998;61.0;
1159;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;1999;54.0;
1160;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2000;61.0;
1161;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2001;66.0;
1162;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2002;45.0;
1163;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2003;50.0;
1164;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2004;44.0;
1165;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2005;41.0;
1166;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2006;49.0;
1167;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2007;34.0;
1168;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2008;34.0;
1169;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2009;36.0;
1170;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2010;30.0;
1171;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2011;37.0;
1172;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2012;32.0;
1173;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2013;30.0;
1174;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2014;31.0;
1175;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2015;26.0;
1176;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2016;41.0;
1177;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2017;19.0;
1178;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2018;23.0;
1179;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2019;23.0;
1180;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2020;25.0;
1181;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2021;20.0;
1182;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2022;20.0;
1183;Totaal mannen en vrouwen;2 dagen;Totaal burgerlijke staat;2023;25.0;
1184;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1950;;
1185;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1951;;
1186;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1952;;
1187;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1953;;
1188;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1954;;
1189;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1955;;
1190;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1956;;
1191;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1957;;
1192;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1958;;
1193;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1959;;
1194;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1960;;
1195;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1961;;
1196;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1962;;
1197;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1963;;
1198;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1964;;
1199;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1965;;
1200;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1966;;
1201;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1967;;
1202;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1968;;
1203;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1969;;
1204;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1970;;
1205;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1971;;
1206;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1972;;
1207;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1973;;
1208;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1974;;
1209;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1975;;
1210;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1976;;
1211;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1977;;
1212;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1978;;
1213;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1979;;
1214;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1980;;
1215;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1981;;
1216;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1982;;
1217;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1983;;
1218;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1984;;
1219;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1985;;
1220;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1986;;
1221;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1987;;
1222;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1988;;
1223;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1989;;
1224;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1990;;
1225;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1991;;
1226;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1992;;
1227;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1993;;
1228;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1994;;
1229;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1995;55.0;
1230;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1996;64.0;
1231;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1997;52.0;
1232;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1998;61.0;
1233;Totaal mannen en vrouwen;2 dagen;Ongehuwd;1999;54.0;
1234;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2000;61.0;
1235;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2001;66.0;
1236;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2002;45.0;
1237;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2003;50.0;
1238;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2004;44.0;
1239;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2005;41.0;
1240;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2006;49.0;
1241;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2007;34.0;
1242;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2008;34.0;
1243;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2009;36.0;
1244;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2010;30.0;
1245;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2011;37.0;
1246;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2012;32.0;
1247;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2013;30.0;
1248;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2014;31.0;
1249;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2015;26.0;
1250;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2016;41.0;
1251;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2017;19.0;
1252;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2018;23.0;
1253;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2019;23.0;
1254;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2020;25.0;
1255;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2021;20.0;
1256;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2022;20.0;
1257;Totaal mannen en vrouwen;2 dagen;Ongehuwd;2023;25.0;
1258;Totaal mannen en vrouwen;2 dagen;Gehuwd;1950;;
1259;Totaal mannen en vrouwen;2 dagen;Gehuwd;1951;;
1260;Totaal mannen en vrouwen;2 dagen;Gehuwd;1952;;
1261;Totaal mannen en vrouwen;2 dagen;Gehuwd;1953;;
1262;Totaal mannen en vrouwen;2 dagen;Gehuwd;1954;;
1263;Totaal mannen en vrouwen;2 dagen;Gehuwd;1955;;
1264;Totaal mannen en vrouwen;2 dagen;Gehuwd;1956;;
1265;Totaal mannen en vrouwen;2 dagen;Gehuwd;1957;;
1266;Totaal mannen en vrouwen;2 dagen;Gehuwd;1958;;
1267;Totaal mannen en vrouwen;2 dagen;Gehuwd;1959;;
1268;Totaal mannen en vrouwen;2 dagen;Gehuwd;1960;;
1269;Totaal mannen en vrouwen;2 dagen;Gehuwd;1961;;
1270;Totaal mannen en vrouwen;2 dagen;Gehuwd;1962;;
1271;Totaal mannen en vrouwen;2 dagen;Gehuwd;1963;;
1272;Totaal mannen en vrouwen;2 dagen;Gehuwd;1964;;
1273;Totaal mannen en vrouwen;2 dagen;Gehuwd;1965;;
1274;Totaal mannen en vrouwen;2 dagen;Gehuwd;1966;;
1275;Totaal mannen en vrouwen;2 dagen;Gehuwd;1967;;
1276;Totaal mannen en vrouwen;2 dagen;Gehuwd;1968;;
1277;Totaal mannen en vrouwen;2 dagen;Gehuwd;1969;;
1278;Totaal mannen en vrouwen;2 dagen;Gehuwd;1970;;
1279;Totaal mannen en vrouwen;2 dagen;Gehuwd;1971;;
1280;Totaal mannen en vrouwen;2 dagen;Gehuwd;1972;;
1281;Totaal mannen en vrouwen;2 dagen;Gehuwd;1973;;
1282;Totaal mannen en vrouwen;2 dagen;Gehuwd;1974;;
1283;Totaal mannen en vrouwen;2 dagen;Gehuwd;1975;;
1284;Totaal mannen en vrouwen;2 dagen;Gehuwd;1976;;
1285;Totaal mannen en vrouwen;2 dagen;Gehuwd;1977;;
1286;Totaal mannen en vrouwen;2 dagen;Gehuwd;1978;;
1287;Totaal mannen en vrouwen;2 dagen;Gehuwd;1979;;
1288;Totaal mannen en vrouwen;2 dagen;Gehuwd;1980;;
1289;Totaal mannen en vrouwen;2 dagen;Gehuwd;1981;;
1290;Totaal mannen en vrouwen;2 dagen;Gehuwd;1982;;
1291;Totaal mannen en vrouwen;2 dagen;Gehuwd;1983;;
1292;Totaal mannen en vrouwen;2 dagen;Gehuwd;1984;;
1293;Totaal mannen en vrouwen;2 dagen;Gehuwd;1985;;
1294;Totaal mannen en vrouwen;2 dagen;Gehuwd;1986;;
1295;Totaal mannen en vrouwen;2 dagen;Gehuwd;1987;;
1296;Totaal mannen en vrouwen;2 dagen;Gehuwd;1988;;
1297;Totaal mannen en vrouwen;2 dagen;Gehuwd;1989;;
1298;Totaal mannen en vrouwen;2 dagen;Gehuwd;1990;;
1299;Totaal mannen en vrouwen;2 dagen;Gehuwd;1991;;
1300;Totaal mannen en vrouwen;2 dagen;Gehuwd;1992;;
1301;Totaal mannen en vrouwen;2 dagen;Gehuwd;1993;;
1302;Totaal mannen en vrouwen;2 dagen;Gehuwd;1994;;
1303;Totaal mannen en vrouwen;2 dagen;Gehuwd;1995;;
1304;Totaal mannen en vrouwen;2 dagen;Gehuwd;1996;;
1305;Totaal mannen en vrouwen;2 dagen;Gehuwd;1997;;
1306;Totaal mannen en vrouwen;2 dagen;Gehuwd;1998;;
1307;Totaal mannen en vrouwen;2 dagen;Gehuwd;1999;;
1308;Totaal mannen en vrouwen;2 dagen;Gehuwd;2000;;
1309;Totaal mannen en vrouwen;2 dagen;Gehuwd;2001;;
1310;Totaal mannen en vrouwen;2 dagen;Gehuwd;2002;;
1311;Totaal mannen en vrouwen;2 dagen;Gehuwd;2003;;
1312;Totaal mannen en vrouwen;2 dagen;Gehuwd;2004;;
1313;Totaal mannen en vrouwen;2 dagen;Gehuwd;2005;;
1314;Totaal mannen en vrouwen;2 dagen;Gehuwd;2006;;
1315;Totaal mannen en vrouwen;2 dagen;Gehuwd;2007;;
1316;Totaal mannen en vrouwen;2 dagen;Gehuwd;2008;;
1317;Totaal mannen en vrouwen;2 dagen;Gehuwd;2009;;
1318;Totaal mannen en vrouwen;2 dagen;Gehuwd;2010;;
1319;Totaal mannen en vrouwen;2 dagen;Gehuwd;2011;;
1320;Totaal mannen en vrouwen;2 dagen;Gehuwd;2012;;
1321;Totaal mannen en vrouwen;2 dagen;Gehuwd;2013;;
1322;Totaal mannen en vrouwen;2 dagen;Gehuwd;2014;;
1323;Totaal mannen en vrouwen;2 dagen;Gehuwd;2015;;
1324;Totaal mannen en vrouwen;2 dagen;Gehuwd;2016;;
1325;Totaal mannen en vrouwen;2 dagen;Gehuwd;2017;;
1326;Totaal mannen en vrouwen;2 dagen;Gehuwd;2018;;
1327;Totaal mannen en vrouwen;2 dagen;Gehuwd;2019;;
1328;Totaal mannen en vrouwen;2 dagen;Gehuwd;2020;;
1329;Totaal mannen en vrouwen;2 dagen;Gehuwd;2021;;
1330;Totaal mannen en vrouwen;2 dagen;Gehuwd;2022;;
1331;Totaal mannen en vrouwen;2 dagen;Gehuwd;2023;;
1332;Totaal mannen en vrouwen;2 dagen;Verweduwd;1950;;
1333;Totaal mannen en vrouwen;2 dagen;Verweduwd;1951;;
1334;Totaal mannen en vrouwen;2 dagen;Verweduwd;1952;;
1335;Totaal mannen en vrouwen;2 dagen;Verweduwd;1953;;
1336;Totaal mannen en vrouwen;2 dagen;Verweduwd;1954;;
1337;Totaal mannen en vrouwen;2 dagen;Verweduwd;1955;;
1338;Totaal mannen en vrouwen;2 dagen;Verweduwd;1956;;
1339;Totaal mannen en vrouwen;2 dagen;Verweduwd;1957;;
1340;Totaal mannen en vrouwen;2 dagen;Verweduwd;1958;;
1341;Totaal mannen en vrouwen;2 dagen;Verweduwd;1959;;
1342;Totaal mannen en vrouwen;2 dagen;Verweduwd;1960;;
1343;Totaal mannen en vrouwen;2 dagen;Verweduwd;1961;;
1344;Totaal mannen en vrouwen;2 dagen;Verweduwd;1962;;
1345;Totaal mannen en vrouwen;2 dagen;Verweduwd;1963;;
1346;Totaal mannen en vrouwen;2 dagen;Verweduwd;1964;;
1347;Totaal mannen en vrouwen;2 dagen;Verweduwd;1965;;
1348;Totaal mannen en vrouwen;2 dagen;Verweduwd;1966;;
1349;Totaal mannen en vrouwen;2 dagen;Verweduwd;1967;;
1350;Totaal mannen en vrouwen;2 dagen;Verweduwd;1968;;
1351;Totaal mannen en vrouwen;2 dagen;Verweduwd;1969;;
1352;Totaal mannen en vrouwen;2 dagen;Verweduwd;1970;;
1353;Totaal mannen en vrouwen;2 dagen;Verweduwd;1971;;
1354;Totaal mannen en vrouwen;2 dagen;Verweduwd;1972;;
1355;Totaal mannen en vrouwen;2 dagen;Verweduwd;1973;;
1356;Totaal mannen en vrouwen;2 dagen;Verweduwd;1974;;
1357;Totaal mannen en vrouwen;2 dagen;Verweduwd;1975;;
1358;Totaal mannen en vrouwen;2 dagen;Verweduwd;1976;;
1359;Totaal mannen en vrouwen;2 dagen;Verweduwd;1977;;
1360;Totaal mannen en vrouwen;2 dagen;Verweduwd;1978;;
1361;Totaal mannen en vrouwen;2 dagen;Verweduwd;1979;;
1362;Totaal mannen en vrouwen;2 dagen;Verweduwd;1980;;
1363;Totaal mannen en vrouwen;2 dagen;Verweduwd;1981;;
1364;Totaal mannen en vrouwen;2 dagen;Verweduwd;1982;;
1365;Totaal mannen en vrouwen;2 dagen;Verweduwd;1983;;
1366;Totaal mannen en vrouwen;2 dagen;Verweduwd;1984;;
1367;Totaal mannen en vrouwen;2 dagen;Verweduwd;1985;;
1368;Totaal mannen en vrouwen;2 dagen;Verweduwd;1986;;
1369;Totaal mannen en vrouwen;2 dagen;Verweduwd;1987;;
1370;Totaal mannen en vrouwen;2 dagen;Verweduwd;1988;;
1371;Totaal mannen en vrouwen;2 dagen;Verweduwd;1989;;
1372;Totaal mannen en vrouwen;2 dagen;Verweduwd;1990;;
1373;Totaal mannen en vrouwen;2 dagen;Verweduwd;1991;;
1374;Totaal mannen en vrouwen;2 dagen;Verweduwd;1992;;
1375;Totaal mannen en vrouwen;2 dagen;Verweduwd;1993;;
1376;Totaal mannen en vrouwen;2 dagen;Verweduwd;1994;;
1377;Totaal mannen en vrouwen;2 dagen;Verweduwd;1995;;
1378;Totaal mannen en vrouwen;2 dagen;Verweduwd;1996;;
1379;Totaal mannen en vrouwen;2 dagen;Verweduwd;1997;;
1380;Totaal mannen en vrouwen;2 dagen;Verweduwd;1998;;
1381;Totaal mannen en vrouwen;2 dagen;Verweduwd;1999;;
1382;Totaal mannen en vrouwen;2 dagen;Verweduwd;2000;;
1383;Totaal mannen en vrouwen;2 dagen;Verweduwd;2001;;
1384;Totaal mannen en vrouwen;2 dagen;Verweduwd;2002;;
1385;Totaal mannen en vrouwen;2 dagen;Verweduwd;2003;;
1386;Totaal mannen en vrouwen;2 dagen;Verweduwd;2004;;
1387;Totaal mannen en vrouwen;2 dagen;Verweduwd;2005;;
1388;Totaal mannen en vrouwen;2 dagen;Verweduwd;2006;;
1389;Totaal mannen en vrouwen;2 dagen;Verweduwd;2007;;
1390;Totaal mannen en vrouwen;2 dagen;Verweduwd;2008;;
1391;Totaal mannen en vrouwen;2 dagen;Verweduwd;2009;;
1392;Totaal mannen en vrouwen;2 dagen;Verweduwd;2010;;
1393;Totaal mannen en vrouwen;2 dagen;Verweduwd;2011;;
1394;Totaal mannen en vrouwen;2 dagen;Verweduwd;2012;;
1395;Totaal mannen en vrouwen;2 dagen;Verweduwd;2013;;
1396;Totaal mannen en vrouwen;2 dagen;Verweduwd;2014;;
1397;Totaal mannen en vrouwen;2 dagen;Verweduwd;2015;;
1398;Totaal mannen en vrouwen;2 dagen;Verweduwd;2016;;
1399;Totaal mannen en vrouwen;2 dagen;Verweduwd;2017;;
1400;Totaal mannen en vrouwen;2 dagen;Verweduwd;2018;;
1401;Totaal mannen en vrouwen;2 dagen;Verweduwd;2019;;
1402;Totaal mannen en vrouwen;2 dagen;Verweduwd;2020;;
1403;Totaal mannen en vrouwen;2 dagen;Verweduwd;2021;;
1404;Totaal mannen en vrouwen;2 dagen;Verweduwd;2022;;
1405;Totaal mannen en vrouwen;2 dagen;Verweduwd;2023;;
1406;Totaal mannen en vrouwen;2 dagen;Gescheiden;1950;;
1407;Totaal mannen en vrouwen;2 dagen;Gescheiden;1951;;
1408;Totaal mannen en vrouwen;2 dagen;Gescheiden;1952;;
1409;Totaal mannen en vrouwen;2 dagen;Gescheiden;1953;;
1410;Totaal mannen en vrouwen;2 dagen;Gescheiden;1954;;
1411;Totaal mannen en vrouwen;2 dagen;Gescheiden;1955;;
1412;Totaal mannen en vrouwen;2 dagen;Gescheiden;1956;;
1413;Totaal mannen en vrouwen;2 dagen;Gescheiden;1957;;
1414;Totaal mannen en vrouwen;2 dagen;Gescheiden;1958;;
1415;Totaal mannen en vrouwen;2 dagen;Gescheiden;1959;;
1416;Totaal mannen en vrouwen;2 dagen;Gescheiden;1960;;
1417;Totaal mannen en vrouwen;2 dagen;Gescheiden;1961;;
1418;Totaal mannen en vrouwen;2 dagen;Gescheiden;1962;;
1419;Totaal mannen en vrouwen;2 dagen;Gescheiden;1963;;
1420;Totaal mannen en vrouwen;2 dagen;Gescheiden;1964;;
1421;Totaal mannen en vrouwen;2 dagen;Gescheiden;1965;;
1422;Totaal mannen en vrouwen;2 dagen;Gescheiden;1966;;
1423;Totaal mannen en vrouwen;2 dagen;Gescheiden;1967;;
1424;Totaal mannen en vrouwen;2 dagen;Gescheiden;1968;;
1425;Totaal mannen en vrouwen;2 dagen;Gescheiden;1969;;
1426;Totaal mannen en vrouwen;2 dagen;Gescheiden;1970;;
1427;Totaal mannen en vrouwen;2 dagen;Gescheiden;1971;;
1428;Totaal mannen en vrouwen;2 dagen;Gescheiden;1972;;
1429;Totaal mannen en vrouwen;2 dagen;Gescheiden;1973;;
1430;Totaal mannen en vrouwen;2 dagen;Gescheiden;1974;;
1431;Totaal mannen en vrouwen;2 dagen;Gescheiden;1975;;
1432;Totaal mannen en vrouwen;2 dagen;Gescheiden;1976;;
1433;Totaal mannen en vrouwen;2 dagen;Gescheiden;1977;;
1434;Totaal mannen en vrouwen;2 dagen;Gescheiden;1978;;
1435;Totaal mannen en vrouwen;2 dagen;Gescheiden;1979;;
1436;Totaal mannen en vrouwen;2 dagen;Gescheiden;1980;;
1437;Totaal mannen en vrouwen;2 dagen;Gescheiden;1981;;
1438;Totaal mannen en vrouwen;2 dagen;Gescheiden;1982;;
1439;Totaal mannen en vrouwen;2 dagen;Gescheiden;1983;;
1440;Totaal mannen en vrouwen;2 dagen;Gescheiden;1984;;
1441;Totaal mannen en vrouwen;2 dagen;Gescheiden;1985;;
1442;Totaal mannen en vrouwen;2 dagen;Gescheiden;1986;;
1443;Totaal mannen en vrouwen;2 dagen;Gescheiden;1987;;
1444;Totaal mannen en vrouwen;2 dagen;Gescheiden;1988;;
1445;Totaal mannen en vrouwen;2 dagen;Gescheiden;1989;;
1446;Totaal mannen en vrouwen;2 dagen;Gescheiden;1990;;
1447;Totaal mannen en vrouwen;2 dagen;Gescheiden;1991;;
1448;Totaal mannen en vrouwen;2 dagen;Gescheiden;1992;;
1449;Totaal mannen en vrouwen;2 dagen;Gescheiden;1993;;
1450;Totaal mannen en vrouwen;2 dagen;Gescheiden;1994;;
1451;Totaal mannen en vrouwen;2 dagen;Gescheiden;1995;;
1452;Totaal mannen en vrouwen;2 dagen;Gescheiden;1996;;
1453;Totaal mannen en vrouwen;2 dagen;Gescheiden;1997;;
1454;Totaal mannen en vrouwen;2 dagen;Gescheiden;1998;;
1455;Totaal mannen en vrouwen;2 dagen;Gescheiden;1999;;
1456;Totaal mannen en vrouwen;2 dagen;Gescheiden;2000;;
1457;Totaal mannen en vrouwen;2 dagen;Gescheiden;2001;;
1458;Totaal mannen en vrouwen;2 dagen;Gescheiden;2002;;
1459;Totaal mannen en vrouwen;2 dagen;Gescheiden;2003;;
1460;Totaal mannen en vrouwen;2 dagen;Gescheiden;2004;;
1461;Totaal mannen en vrouwen;2 dagen;Gescheiden;2005;;
1462;Totaal mannen en vrouwen;2 dagen;Gescheiden;2006;;
1463;Totaal mannen en vrouwen;2 dagen;Gescheiden;2007;;
1464;Totaal mannen en vrouwen;2 dagen;Gescheiden;2008;;
1465;Totaal mannen en vrouwen;2 dagen;Gescheiden;2009;;
1466;Totaal mannen en vrouwen;2 dagen;Gescheiden;2010;;
1467;Totaal mannen en vrouwen;2 dagen;Gescheiden;2011;;
1468;Totaal mannen en vrouwen;2 dagen;Gescheiden;2012;;
1469;Totaal mannen en vrouwen;2 dagen;Gescheiden;2013;;
1470;Totaal mannen en vrouwen;2 dagen;Gescheiden;2014;;
1471;Totaal mannen en vrouwen;2 dagen;Gescheiden;2015;;
1472;Totaal mannen en vrouwen;2 dagen;Gescheiden;2016;;
1473;Totaal mannen en vrouwen;2 dagen;Gescheiden;2017;;
1474;Totaal mannen en vrouwen;2 dagen;Gescheiden;2018;;
1475;Totaal mannen en vrouwen;2 dagen;Gescheiden;2019;;
1476;Totaal mannen en vrouwen;2 dagen;Gescheiden;2020;;
1477;Totaal mannen en vrouwen;2 dagen;Gescheiden;2021;;
1478;Totaal mannen en vrouwen;2 dagen;Gescheiden;2022;;
1479;Totaal mannen en vrouwen;2 dagen;Gescheiden;2023;;
1480;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1950;;
1481;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1951;;
1482;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1952;;
1483;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1953;;
1484;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1954;;
1485;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1955;;
1486;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1956;;
1487;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1957;;
1488;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1958;;
1489;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1959;;
1490;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1960;;
1491;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1961;;
1492;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1962;;
1493;Totaal mannen en vrouwen;3 dagen;Totaal burgerlijke staat;1963;;
