ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;OverledenenLeeftijdBijOverlijden_1;OverledenenLeeftijdOp31December_2
7990;Totaal mannen en vrouwen;19 dagen;Gehuwd;2022;;
7991;Totaal mannen en vrouwen;19 dagen;Gehuwd;2023;;
7992;Totaal mannen en vrouwen;19 dagen;Verweduwd;1950;;
7993;Totaal mannen en vrouwen;19 dagen;Verweduwd;1951;;
7994;Totaal mannen en vrouwen;19 dagen;Verweduwd;1952;;
7995;Totaal mannen en vrouwen;19 dagen;Verweduwd;1953;;
7996;Totaal mannen en vrouwen;19 dagen;Verweduwd;1954;;
7997;Totaal mannen en vrouwen;19 dagen;Verweduwd;1955;;
7998;Totaal mannen en vrouwen;19 dagen;Verweduwd;1956;;
7999;Totaal mannen en vrouwen;19 dagen;Verweduwd;1957;;
8000;Totaal mannen en vrouwen;19 dagen;Verweduwd;1958;;
8001;Totaal mannen en vrouwen;19 dagen;Verweduwd;1959;;
8002;Totaal mannen en vrouwen;19 dagen;Verweduwd;1960;;
8003;Totaal mannen en vrouwen;19 dagen;Verweduwd;1961;;
8004;Totaal mannen en vrouwen;19 dagen;Verweduwd;1962;;
8005;Totaal mannen en vrouwen;19 dagen;Verweduwd;1963;;
8006;Totaal mannen en vrouwen;19 dagen;Verweduwd;1964;;
8007;Totaal mannen en vrouwen;19 dagen;Verweduwd;1965;;
8008;Totaal mannen en vrouwen;19 dagen;Verweduwd;1966;;
8009;Totaal mannen en vrouwen;19 dagen;Verweduwd;1967;;
8010;Totaal mannen en vrouwen;19 dagen;Verweduwd;1968;;
8011;Totaal mannen en vrouwen;19 dagen;Verweduwd;1969;;
8012;Totaal mannen en vrouwen;19 dagen;Verweduwd;1970;;
8013;Totaal mannen en vrouwen;19 dagen;Verweduwd;1971;;
8014;Totaal mannen en vrouwen;19 dagen;Verweduwd;1972;;
8015;Totaal mannen en vrouwen;19 dagen;Verweduwd;1973;;
8016;Totaal mannen en vrouwen;19 dagen;Verweduwd;1974;;
8017;Totaal mannen en vrouwen;19 dagen;Verweduwd;1975;;
8018;Totaal mannen en vrouwen;19 dagen;Verweduwd;1976;;
8019;Totaal mannen en vrouwen;19 dagen;Verweduwd;1977;;
8020;Totaal mannen en vrouwen;19 dagen;Verweduwd;1978;;
8021;Totaal mannen en vrouwen;19 dagen;Verweduwd;1979;;
8022;Totaal mannen en vrouwen;19 dagen;Verweduwd;1980;;
8023;Totaal mannen en vrouwen;19 dagen;Verweduwd;1981;;
8024;Totaal mannen en vrouwen;19 dagen;Verweduwd;1982;;
8025;Totaal mannen en vrouwen;19 dagen;Verweduwd;1983;;
8026;Totaal mannen en vrouwen;19 dagen;Verweduwd;1984;;
8027;Totaal mannen en vrouwen;19 dagen;Verweduwd;1985;;
8028;Totaal mannen en vrouwen;19 dagen;Verweduwd;1986;;
8029;Totaal mannen en vrouwen;19 dagen;Verweduwd;1987;;
8030;Totaal mannen en vrouwen;19 dagen;Verweduwd;1988;;
8031;Totaal mannen en vrouwen;19 dagen;Verweduwd;1989;;
8032;Totaal mannen en vrouwen;19 dagen;Verweduwd;1990;;
8033;Totaal mannen en vrouwen;19 dagen;Verweduwd;1991;;
8034;Totaal mannen en vrouwen;19 dagen;Verweduwd;1992;;
8035;Totaal mannen en vrouwen;19 dagen;Verweduwd;1993;;
8036;Totaal mannen en vrouwen;19 dagen;Verweduwd;1994;;
8037;Totaal mannen en vrouwen;19 dagen;Verweduwd;1995;;
8038;Totaal mannen en vrouwen;19 dagen;Verweduwd;1996;;
8039;Totaal mannen en vrouwen;19 dagen;Verweduwd;1997;;
8040;Totaal mannen en vrouwen;19 dagen;Verweduwd;1998;;
8041;Totaal mannen en vrouwen;19 dagen;Verweduwd;1999;;
8042;Totaal mannen en vrouwen;19 dagen;Verweduwd;2000;;
8043;Totaal mannen en vrouwen;19 dagen;Verweduwd;2001;;
8044;Totaal mannen en vrouwen;19 dagen;Verweduwd;2002;;
8045;Totaal mannen en vrouwen;19 dagen;Verweduwd;2003;;
8046;Totaal mannen en vrouwen;19 dagen;Verweduwd;2004;;
8047;Totaal mannen en vrouwen;19 dagen;Verweduwd;2005;;
8048;Totaal mannen en vrouwen;19 dagen;Verweduwd;2006;;
8049;Totaal mannen en vrouwen;19 dagen;Verweduwd;2007;;
8050;Totaal mannen en vrouwen;19 dagen;Verweduwd;2008;;
8051;Totaal mannen en vrouwen;19 dagen;Verweduwd;2009;;
8052;Totaal mannen en vrouwen;19 dagen;Verweduwd;2010;;
8053;Totaal mannen en vrouwen;19 dagen;Verweduwd;2011;;
8054;Totaal mannen en vrouwen;19 dagen;Verweduwd;2012;;
8055;Totaal mannen en vrouwen;19 dagen;Verweduwd;2013;;
8056;Totaal mannen en vrouwen;19 dagen;Verweduwd;2014;;
8057;Totaal mannen en vrouwen;19 dagen;Verweduwd;2015;;
8058;Totaal mannen en vrouwen;19 dagen;Verweduwd;2016;;
8059;Totaal mannen en vrouwen;19 dagen;Verweduwd;2017;;
8060;Totaal mannen en vrouwen;19 dagen;Verweduwd;2018;;
8061;Totaal mannen en vrouwen;19 dagen;Verweduwd;2019;;
8062;Totaal mannen en vrouwen;19 dagen;Verweduwd;2020;;
8063;Totaal mannen en vrouwen;19 dagen;Verweduwd;2021;;
8064;Totaal mannen en vrouwen;19 dagen;Verweduwd;2022;;
8065;Totaal mannen en vrouwen;19 dagen;Verweduwd;2023;;
8066;Totaal mannen en vrouwen;19 dagen;Gescheiden;1950;;
8067;Totaal mannen en vrouwen;19 dagen;Gescheiden;1951;;
8068;Totaal mannen en vrouwen;19 dagen;Gescheiden;1952;;
8069;Totaal mannen en vrouwen;19 dagen;Gescheiden;1953;;
8070;Totaal mannen en vrouwen;19 dagen;Gescheiden;1954;;
8071;Totaal mannen en vrouwen;19 dagen;Gescheiden;1955;;
8072;Totaal mannen en vrouwen;19 dagen;Gescheiden;1956;;
8073;Totaal mannen en vrouwen;19 dagen;Gescheiden;1957;;
8074;Totaal mannen en vrouwen;19 dagen;Gescheiden;1958;;
8075;Totaal mannen en vrouwen;19 dagen;Gescheiden;1959;;
8076;Totaal mannen en vrouwen;19 dagen;Gescheiden;1960;;
8077;Totaal mannen en vrouwen;19 dagen;Gescheiden;1961;;
8078;Totaal mannen en vrouwen;19 dagen;Gescheiden;1962;;
8079;Totaal mannen en vrouwen;19 dagen;Gescheiden;1963;;
8080;Totaal mannen en vrouwen;19 dagen;Gescheiden;1964;;
8081;Totaal mannen en vrouwen;19 dagen;Gescheiden;1965;;
8082;Totaal mannen en vrouwen;19 dagen;Gescheiden;1966;;
8083;Totaal mannen en vrouwen;19 dagen;Gescheiden;1967;;
8084;Totaal mannen en vrouwen;19 dagen;Gescheiden;1968;;
8085;Totaal mannen en vrouwen;19 dagen;Gescheiden;1969;;
8086;Totaal mannen en vrouwen;19 dagen;Gescheiden;1970;;
8087;Totaal mannen en vrouwen;19 dagen;Gescheiden;1971;;
8088;Totaal mannen en vrouwen;19 dagen;Gescheiden;1972;;
8089;Totaal mannen en vrouwen;19 dagen;Gescheiden;1973;;
8090;Totaal mannen en vrouwen;19 dagen;Gescheiden;1974;;
8091;Totaal mannen en vrouwen;19 dagen;Gescheiden;1975;;
8092;Totaal mannen en vrouwen;19 dagen;Gescheiden;1976;;
8093;Totaal mannen en vrouwen;19 dagen;Gescheiden;1977;;
8094;Totaal mannen en vrouwen;19 dagen;Gescheiden;1978;;
8095;Totaal mannen en vrouwen;19 dagen;Gescheiden;1979;;
8096;Totaal mannen en vrouwen;19 dagen;Gescheiden;1980;;
8097;Totaal mannen en vrouwen;19 dagen;Gescheiden;1981;;
8098;Totaal mannen en vrouwen;19 dagen;Gescheiden;1982;;
8099;Totaal mannen en vrouwen;19 dagen;Gescheiden;1983;;
8100;Totaal mannen en vrouwen;19 dagen;Gescheiden;1984;;
8101;Totaal mannen en vrouwen;19 dagen;Gescheiden;1985;;
8102;Totaal mannen en vrouwen;19 dagen;Gescheiden;1986;;
8103;Totaal mannen en vrouwen;19 dagen;Gescheiden;1987;;
8104;Totaal mannen en vrouwen;19 dagen;Gescheiden;1988;;
8105;Totaal mannen en vrouwen;19 dagen;Gescheiden;1989;;
8106;Totaal mannen en vrouwen;19 dagen;Gescheiden;1990;;
8107;Totaal mannen en vrouwen;19 dagen;Gescheiden;1991;;
8108;Totaal mannen en vrouwen;19 dagen;Gescheiden;1992;;
8109;Totaal mannen en vrouwen;19 dagen;Gescheiden;1993;;
8110;Totaal mannen en vrouwen;19 dagen;Gescheiden;1994;;
8111;Totaal mannen en vrouwen;19 dagen;Gescheiden;1995;;
8112;Totaal mannen en vrouwen;19 dagen;Gescheiden;1996;;
8113;Totaal mannen en vrouwen;19 dagen;Gescheiden;1997;;
8114;Totaal mannen en vrouwen;19 dagen;Gescheiden;1998;;
8115;Totaal mannen en vrouwen;19 dagen;Gescheiden;1999;;
8116;Totaal mannen en vrouwen;19 dagen;Gescheiden;2000;;
8117;Totaal mannen en vrouwen;19 dagen;Gescheiden;2001;;
8118;Totaal mannen en vrouwen;19 dagen;Gescheiden;2002;;
8119;Totaal mannen en vrouwen;19 dagen;Gescheiden;2003;;
8120;Totaal mannen en vrouwen;19 dagen;Gescheiden;2004;;
8121;Totaal mannen en vrouwen;19 dagen;Gescheiden;2005;;
8122;Totaal mannen en vrouwen;19 dagen;Gescheiden;2006;;
8123;Totaal mannen en vrouwen;19 dagen;Gescheiden;2007;;
8124;Totaal mannen en vrouwen;19 dagen;Gescheiden;2008;;
8125;Totaal mannen en vrouwen;19 dagen;Gescheiden;2009;;
8126;Totaal mannen en vrouwen;19 dagen;Gescheiden;2010;;
8127;Totaal mannen en vrouwen;19 dagen;Gescheiden;2011;;
8128;Totaal mannen en vrouwen;19 dagen;Gescheiden;2012;;
8129;Totaal mannen en vrouwen;19 dagen;Gescheiden;2013;;
8130;Totaal mannen en vrouwen;19 dagen;Gescheiden;2014;;
8131;Totaal mannen en vrouwen;19 dagen;Gescheiden;2015;;
8132;Totaal mannen en vrouwen;19 dagen;Gescheiden;2016;;
8133;Totaal mannen en vrouwen;19 dagen;Gescheiden;2017;;
8134;Totaal mannen en vrouwen;19 dagen;Gescheiden;2018;;
8135;Totaal mannen en vrouwen;19 dagen;Gescheiden;2019;;
8136;Totaal mannen en vrouwen;19 dagen;Gescheiden;2020;;
8137;Totaal mannen en vrouwen;19 dagen;Gescheiden;2021;;
8138;Totaal mannen en vrouwen;19 dagen;Gescheiden;2022;;
8139;Totaal mannen en vrouwen;19 dagen;Gescheiden;2023;;
8140;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1950;;
8141;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1951;;
8142;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1952;;
8143;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1953;;
8144;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1954;;
8145;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1955;;
8146;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1956;;
8147;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1957;;
8148;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1958;;
8149;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1959;;
8150;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1960;;
8151;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1961;;
8152;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1962;;
8153;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1963;;
8154;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1964;;
8155;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1965;;
8156;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1966;;
8157;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1967;;
8158;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1968;;
8159;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1969;;
8160;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1970;;
8161;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1971;;
8162;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1972;;
8163;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1973;;
8164;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1974;;
8165;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1975;;
8166;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1976;;
8167;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1977;;
8168;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1978;;
8169;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1979;;
8170;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1980;;
8171;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1981;;
8172;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1982;;
8173;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1983;;
8174;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1984;;
8175;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1985;;
8176;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1986;;
8177;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1987;;
8178;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1988;;
8179;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1989;;
8180;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1990;;
8181;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1991;;
8182;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1992;;
8183;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1993;;
8184;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1994;;
8185;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1995;6.0;
8186;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1996;2.0;
8187;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1997;3.0;
8188;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1998;4.0;
8189;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;1999;5.0;
8190;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2000;7.0;
8191;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2001;7.0;
8192;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2002;4.0;
8193;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2003;2.0;
8194;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2004;2.0;
8195;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2005;6.0;
8196;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2006;2.0;
8197;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2007;6.0;
8198;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2008;6.0;
8199;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2009;5.0;
8200;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2010;4.0;
8201;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2011;4.0;
8202;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2012;3.0;
8203;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2013;3.0;
8204;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2014;4.0;
8205;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2015;3.0;
8206;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2016;4.0;
8207;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2017;2.0;
8208;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2018;5.0;
8209;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2019;4.0;
8210;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2020;6.0;
8211;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2021;3.0;
8212;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2022;4.0;
8213;Totaal mannen en vrouwen;20 dagen;Totaal burgerlijke staat;2023;3.0;
8214;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1950;;
8215;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1951;;
8216;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1952;;
8217;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1953;;
8218;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1954;;
8219;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1955;;
8220;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1956;;
8221;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1957;;
8222;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1958;;
8223;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1959;;
8224;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1960;;
8225;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1961;;
8226;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1962;;
8227;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1963;;
8228;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1964;;
8229;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1965;;
8230;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1966;;
8231;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1967;;
8232;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1968;;
8233;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1969;;
8234;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1970;;
8235;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1971;;
8236;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1972;;
8237;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1973;;
8238;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1974;;
8239;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1975;;
8240;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1976;;
8241;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1977;;
8242;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1978;;
8243;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1979;;
8244;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1980;;
8245;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1981;;
8246;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1982;;
8247;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1983;;
8248;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1984;;
8249;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1985;;
8250;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1986;;
8251;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1987;;
8252;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1988;;
8253;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1989;;
8254;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1990;;
8255;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1991;;
8256;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1992;;
8257;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1993;;
8258;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1994;;
8259;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1995;6.0;
8260;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1996;2.0;
8261;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1997;3.0;
8262;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1998;4.0;
8263;Totaal mannen en vrouwen;20 dagen;Ongehuwd;1999;5.0;
8264;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2000;7.0;
8265;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2001;7.0;
8266;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2002;4.0;
8267;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2003;2.0;
8268;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2004;2.0;
8269;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2005;6.0;
8270;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2006;2.0;
8271;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2007;6.0;
8272;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2008;6.0;
8273;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2009;5.0;
8274;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2010;4.0;
8275;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2011;4.0;
8276;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2012;3.0;
8277;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2013;3.0;
8278;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2014;4.0;
8279;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2015;3.0;
8280;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2016;4.0;
8281;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2017;2.0;
8282;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2018;5.0;
8283;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2019;4.0;
8284;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2020;6.0;
8285;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2021;3.0;
8286;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2022;4.0;
8287;Totaal mannen en vrouwen;20 dagen;Ongehuwd;2023;3.0;
8288;Totaal mannen en vrouwen;20 dagen;Gehuwd;1950;;
8289;Totaal mannen en vrouwen;20 dagen;Gehuwd;1951;;
8290;Totaal mannen en vrouwen;20 dagen;Gehuwd;1952;;
8291;Totaal mannen en vrouwen;20 dagen;Gehuwd;1953;;
8292;Totaal mannen en vrouwen;20 dagen;Gehuwd;1954;;
8293;Totaal mannen en vrouwen;20 dagen;Gehuwd;1955;;
8294;Totaal mannen en vrouwen;20 dagen;Gehuwd;1956;;
8295;Totaal mannen en vrouwen;20 dagen;Gehuwd;1957;;
8296;Totaal mannen en vrouwen;20 dagen;Gehuwd;1958;;
8297;Totaal mannen en vrouwen;20 dagen;Gehuwd;1959;;
8298;Totaal mannen en vrouwen;20 dagen;Gehuwd;1960;;
8299;Totaal mannen en vrouwen;20 dagen;Gehuwd;1961;;
8300;Totaal mannen en vrouwen;20 dagen;Gehuwd;1962;;
8301;Totaal mannen en vrouwen;20 dagen;Gehuwd;1963;;
8302;Totaal mannen en vrouwen;20 dagen;Gehuwd;1964;;
8303;Totaal mannen en vrouwen;20 dagen;Gehuwd;1965;;
8304;Totaal mannen en vrouwen;20 dagen;Gehuwd;1966;;
8305;Totaal mannen en vrouwen;20 dagen;Gehuwd;1967;;
8306;Totaal mannen en vrouwen;20 dagen;Gehuwd;1968;;
8307;Totaal mannen en vrouwen;20 dagen;Gehuwd;1969;;
8308;Totaal mannen en vrouwen;20 dagen;Gehuwd;1970;;
8309;Totaal mannen en vrouwen;20 dagen;Gehuwd;1971;;
8310;Totaal mannen en vrouwen;20 dagen;Gehuwd;1972;;
8311;Totaal mannen en vrouwen;20 dagen;Gehuwd;1973;;
8312;Totaal mannen en vrouwen;20 dagen;Gehuwd;1974;;
8313;Totaal mannen en vrouwen;20 dagen;Gehuwd;1975;;
8314;Totaal mannen en vrouwen;20 dagen;Gehuwd;1976;;
8315;Totaal mannen en vrouwen;20 dagen;Gehuwd;1977;;
8316;Totaal mannen en vrouwen;20 dagen;Gehuwd;1978;;
8317;Totaal mannen en vrouwen;20 dagen;Gehuwd;1979;;
8318;Totaal mannen en vrouwen;20 dagen;Gehuwd;1980;;
8319;Totaal mannen en vrouwen;20 dagen;Gehuwd;1981;;
8320;Totaal mannen en vrouwen;20 dagen;Gehuwd;1982;;
8321;Totaal mannen en vrouwen;20 dagen;Gehuwd;1983;;
8322;Totaal mannen en vrouwen;20 dagen;Gehuwd;1984;;
8323;Totaal mannen en vrouwen;20 dagen;Gehuwd;1985;;
8324;Totaal mannen en vrouwen;20 dagen;Gehuwd;1986;;
8325;Totaal mannen en vrouwen;20 dagen;Gehuwd;1987;;
8326;Totaal mannen en vrouwen;20 dagen;Gehuwd;1988;;
8327;Totaal mannen en vrouwen;20 dagen;Gehuwd;1989;;
8328;Totaal mannen en vrouwen;20 dagen;Gehuwd;1990;;
8329;Totaal mannen en vrouwen;20 dagen;Gehuwd;1991;;
8330;Totaal mannen en vrouwen;20 dagen;Gehuwd;1992;;
8331;Totaal mannen en vrouwen;20 dagen;Gehuwd;1993;;
8332;Totaal mannen en vrouwen;20 dagen;Gehuwd;1994;;
8333;Totaal mannen en vrouwen;20 dagen;Gehuwd;1995;;
8334;Totaal mannen en vrouwen;20 dagen;Gehuwd;1996;;
8335;Totaal mannen en vrouwen;20 dagen;Gehuwd;1997;;
8336;Totaal mannen en vrouwen;20 dagen;Gehuwd;1998;;
8337;Totaal mannen en vrouwen;20 dagen;Gehuwd;1999;;
8338;Totaal mannen en vrouwen;20 dagen;Gehuwd;2000;;
8339;Totaal mannen en vrouwen;20 dagen;Gehuwd;2001;;
8340;Totaal mannen en vrouwen;20 dagen;Gehuwd;2002;;
8341;Totaal mannen en vrouwen;20 dagen;Gehuwd;2003;;
8342;Totaal mannen en vrouwen;20 dagen;Gehuwd;2004;;
8343;Totaal mannen en vrouwen;20 dagen;Gehuwd;2005;;
8344;Totaal mannen en vrouwen;20 dagen;Gehuwd;2006;;
8345;Totaal mannen en vrouwen;20 dagen;Gehuwd;2007;;
8346;Totaal mannen en vrouwen;20 dagen;Gehuwd;2008;;
8347;Totaal mannen en vrouwen;20 dagen;Gehuwd;2009;;
8348;Totaal mannen en vrouwen;20 dagen;Gehuwd;2010;;
8349;Totaal mannen en vrouwen;20 dagen;Gehuwd;2011;;
8350;Totaal mannen en vrouwen;20 dagen;Gehuwd;2012;;
8351;Totaal mannen en vrouwen;20 dagen;Gehuwd;2013;;
8352;Totaal mannen en vrouwen;20 dagen;Gehuwd;2014;;
8353;Totaal mannen en vrouwen;20 dagen;Gehuwd;2015;;
8354;Totaal mannen en vrouwen;20 dagen;Gehuwd;2016;;
8355;Totaal mannen en vrouwen;20 dagen;Gehuwd;2017;;
8356;Totaal mannen en vrouwen;20 dagen;Gehuwd;2018;;
8357;Totaal mannen en vrouwen;20 dagen;Gehuwd;2019;;
8358;Totaal mannen en vrouwen;20 dagen;Gehuwd;2020;;
8359;Totaal mannen en vrouwen;20 dagen;Gehuwd;2021;;
8360;Totaal mannen en vrouwen;20 dagen;Gehuwd;2022;;
8361;Totaal mannen en vrouwen;20 dagen;Gehuwd;2023;;
8362;Totaal mannen en vrouwen;20 dagen;Verweduwd;1950;;
8363;Totaal mannen en vrouwen;20 dagen;Verweduwd;1951;;
8364;Totaal mannen en vrouwen;20 dagen;Verweduwd;1952;;
8365;Totaal mannen en vrouwen;20 dagen;Verweduwd;1953;;
8366;Totaal mannen en vrouwen;20 dagen;Verweduwd;1954;;
8367;Totaal mannen en vrouwen;20 dagen;Verweduwd;1955;;
