ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3
2037;Totaal mannen en vrouwen;Totaal;Overig Europa;Caribisch Nederland;2020;11;12;-1
2038;Totaal mannen en vrouwen;Totaal;Overig Europa;Caribisch Nederland;2021;17;9;8
2039;Totaal mannen en vrouwen;Totaal;Overig Europa;Caribisch Nederland;2022;25;11;14
2040;Totaal mannen en vrouwen;Totaal;Overig Europa;Caribisch Nederland;2023;22;13;9
2041;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2011;6;4;2
2042;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2012;3;4;-1
2043;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2013;3;1;2
2044;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2014;1;0;1
2045;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2015;9;0;9
2046;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2016;2;7;-5
2047;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2017;11;4;7
2048;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2018;3;5;-2
2049;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2019;12;6;6
2050;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2020;7;4;3
2051;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2021;8;6;2
2052;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2022;17;4;13
2053;Totaal mannen en vrouwen;Totaal;Overig Europa;Bonaire;2023;14;6;8
2054;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2011;1;1;0
2055;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2012;1;3;-2
2056;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2013;3;1;2
2057;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2014;0;3;-3
2058;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2015;2;2;0
2059;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2016;1;0;1
2060;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2017;0;0;0
2061;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2018;1;9;-8
2062;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2019;1;1;0
2063;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2020;1;4;-3
2064;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2021;0;0;0
2065;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2022;5;3;2
2066;Totaal mannen en vrouwen;Totaal;Overig Europa;Sint Eustatius;2023;5;1;4
2067;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2011;8;8;0
2068;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2012;5;4;1
2069;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2013;9;8;1
2070;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2014;10;8;2
2071;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2015;6;11;-5
2072;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2016;4;7;-3
2073;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2017;3;0;3
2074;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2018;1;6;-5
2075;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2019;2;3;-1
2076;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2020;3;4;-1
2077;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2021;9;3;6
2078;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2022;3;4;-1
2079;Totaal mannen en vrouwen;Totaal;Overig Europa;Saba;2023;3;6;-3
2080;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2011;35;13;22
2081;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2012;32;17;15
2082;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2013;64;10;54
2083;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2014;42;24;18
2084;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2015;31;122;-91
2085;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2016;29;28;1
2086;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2017;58;25;33
2087;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2018;26;53;-27
2088;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2019;67;37;30
2089;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2020;14;40;-26
2090;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2021;32;20;12
2091;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2022;28;5;23
2092;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Caribisch Nederland;2023;41;19;22
2093;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2011;8;3;5
2094;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2012;13;4;9
2095;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2013;11;3;8
2096;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2014;11;5;6
2097;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2015;6;6;0
2098;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2016;11;16;-5
2099;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2017;17;14;3
2100;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2018;12;7;5
2101;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2019;23;3;20
2102;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2020;7;4;3
2103;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2021;10;13;-3
2104;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2022;14;1;13
2105;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Bonaire;2023;20;4;16
2106;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2011;22;5;17
2107;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2012;9;4;5
2108;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2013;40;1;39
2109;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2014;22;9;13
2110;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2015;12;113;-101
2111;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2016;7;3;4
2112;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2017;30;10;20
2113;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2018;5;28;-23
2114;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2019;33;28;5
2115;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2020;4;31;-27
2116;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2021;11;4;7
2117;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2022;9;3;6
2118;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Sint Eustatius;2023;6;11;-5
2119;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2011;5;5;0
2120;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2012;10;9;1
2121;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2013;13;6;7
2122;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2014;9;10;-1
2123;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2015;13;3;10
2124;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2016;11;9;2
2125;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2017;11;1;10
2126;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2018;9;18;-9
2127;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2019;11;6;5
2128;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2020;3;5;-2
2129;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2021;11;3;8
2130;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2022;5;1;4
2131;Totaal mannen en vrouwen;Totaal;Overig Midden- en Zuid-Amerika;Saba;2023;15;4;11
2132;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2011;122;73;49
2133;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2012;110;54;56
2134;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2013;123;57;66
2135;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2014;110;54;56
2136;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2015;100;44;56
2137;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2016;81;71;10
2138;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2017;113;59;54
2139;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2018;95;64;31
2140;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2019;67;43;24
2141;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2020;103;46;57
2142;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2021;85;54;31
2143;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2022;108;65;43
2144;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Caribisch Nederland;2023;98;52;46
2145;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2011;86;50;36
2146;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2012;88;42;46
2147;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2013;88;42;46
2148;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2014;81;42;39
2149;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2015;84;35;49
2150;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2016;61;54;7
2151;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2017;86;51;35
2152;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2018;65;50;15
2153;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2019;52;32;20
2154;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2020;93;40;53
2155;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2021;69;38;31
2156;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2022;83;58;25
2157;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Bonaire;2023;72;39;33
2158;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2011;19;16;3
2159;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2012;13;8;5
2160;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2013;23;10;13
2161;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2014;15;6;9
2162;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2015;8;9;-1
2163;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2016;12;7;5
2164;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2017;16;6;10
2165;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2018;13;9;4
2166;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2019;8;4;4
2167;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2020;5;4;1
2168;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2021;8;11;-3
2169;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2022;15;2;13
2170;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Sint Eustatius;2023;6;11;-5
2171;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2011;17;7;10
2172;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2012;9;4;5
2173;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2013;12;5;7
2174;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2014;14;6;8
2175;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2015;8;0;8
2176;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2016;8;10;-2
2177;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2017;11;2;9
2178;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2018;17;5;12
2179;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2019;7;7;0
2180;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2020;5;2;3
2181;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2021;8;5;3
2182;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2022;10;5;5
2183;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal;Saba;2023;20;2;18
2184;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2011;114;46;68
2185;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2012;96;30;66
2186;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2013;111;32;79
2187;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2014;106;34;72
2188;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2015;94;23;71
2189;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2016;77;36;41
2190;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2017;99;24;75
2191;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2018;91;33;58
2192;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2019;63;23;40
2193;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2020;96;22;74
2194;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2021;80;29;51
2195;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2022;102;29;73
2196;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Caribisch Nederland;2023;91;23;68
2197;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2011;79;27;52
2198;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2012;76;21;55
2199;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2013;79;19;60
2200;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2014;77;23;54
2201;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2015;79;16;63
2202;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2016;57;22;35
2203;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2017;72;18;54
2204;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2018;62;23;39
2205;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2019;48;14;34
2206;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2020;87;16;71
2207;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2021;64;15;49
2208;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2022;77;23;54
2209;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Bonaire;2023;65;12;53
2210;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2011;18;13;5
2211;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2012;11;5;6
2212;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2013;20;8;12
2213;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2014;15;5;10
2214;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2015;7;7;0
2215;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2016;12;6;6
2216;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2017;16;4;12
2217;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2018;12;5;7
2218;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2019;8;3;5
2219;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2020;4;4;0
2220;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2021;8;9;-1
2221;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2022;15;2;13
2222;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Sint Eustatius;2023;6;9;-3
2223;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2011;17;6;11
2224;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2012;9;4;5
2225;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2013;12;5;7
2226;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2014;14;6;8
2227;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2015;8;0;8
2228;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2016;8;8;0
2229;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2017;11;2;9
2230;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2018;17;5;12
2231;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2019;7;6;1
2232;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2020;5;2;3
2233;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2021;8;5;3
2234;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2022;10;4;6
2235;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Caribisch Nederland geboren;Saba;2023;20;2;18
2236;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2011;88;26;62
2237;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2012;62;16;46
2238;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2013;72;23;49
2239;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2014;76;17;59
2240;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2015;62;18;44
2241;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2016;59;26;33
2242;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2017;75;12;63
2243;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2018;57;21;36
2244;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2019;38;15;23
2245;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2020;50;16;34
2246;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2021;47;22;25
2247;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2022;73;16;57
2248;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Caribisch Nederland;2023;60;17;43
2249;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2011;62;14;48
2250;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2012;49;12;37
2251;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2013;49;15;34
2252;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2014;58;14;44
2253;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2015;53;14;39
2254;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2016;45;19;26
2255;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2017;58;11;47
2256;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2018;39;16;23
2257;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2019;26;9;17
2258;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2020;43;14;29
2259;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2021;38;12;26
2260;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2022;55;13;42
2261;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Bonaire;2023;48;11;37
2262;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2011;15;8;7
2263;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2012;6;2;4
2264;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2013;14;4;10
2265;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2014;9;2;7
2266;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2015;2;4;-2
2267;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2016;7;1;6
2268;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2017;10;1;9
2269;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2018;6;2;4
2270;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2019;6;2;4
2271;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2020;4;0;4
2272;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2021;5;6;-1
2273;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2022;11;1;10
2274;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Sint Eustatius;2023;2;5;-3
2275;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2011;11;4;7
2276;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2012;7;2;5
2277;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2013;9;4;5
2278;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2014;9;1;8
2279;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2015;7;0;7
2280;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2016;7;6;1
2281;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2017;7;0;7
2282;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2018;12;3;9
2283;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2019;6;4;2
2284;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2020;3;2;1
2285;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2021;4;4;0
2286;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2022;7;2;5
2287;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Nederlandse Cariben geboren;Saba;2023;10;1;9
