ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3
4697;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2015;0;2;-2
4698;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2016;1;5;-4
4699;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2017;3;1;2
4700;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2018;2;2;0
4701;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2019;1;1;0
4702;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2020;0;0;0
4703;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2021;2;0;2
4704;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2022;5;3;2
4705;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Bonaire;2023;2;2;0
4706;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2011;0;0;0
4707;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2012;0;0;0
4708;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2013;0;0;0
4709;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2014;0;0;0
4710;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2015;0;0;0
4711;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2016;1;0;1
4712;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2017;0;0;0
4713;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2018;2;0;2
4714;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2019;0;0;0
4715;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2020;2;0;2
4716;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2021;0;2;-2
4717;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2022;0;0;0
4718;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Sint Eustatius;2023;0;0;0
4719;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2011;0;0;0
4720;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2012;0;0;0
4721;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2013;0;0;0
4722;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2014;0;0;0
4723;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2015;1;0;1
4724;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2016;0;0;0
4725;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2017;0;0;0
4726;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2018;0;0;0
4727;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2019;0;0;0
4728;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2020;0;0;0
4729;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2021;2;0;2
4730;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2022;0;1;-1
4731;Totaal mannen en vrouwen;5 tot 10 jaar;Europa (exclusief Nederland);Saba;2023;0;1;-1
4732;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2011;0;0;0
4733;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2012;0;0;0
4734;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2013;0;0;0
4735;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2014;0;0;0
4736;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2015;0;0;0
4737;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2016;0;0;0
4738;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2017;0;0;0
4739;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2018;0;0;0
4740;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2019;0;0;0
4741;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2020;0;0;0
4742;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2021;0;0;0
4743;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2022;0;0;0
4744;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Caribisch Nederland;2023;0;0;0
4745;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2011;0;0;0
4746;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2012;0;0;0
4747;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2013;0;0;0
4748;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2014;0;0;0
4749;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2015;0;0;0
4750;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2016;0;0;0
4751;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2017;0;0;0
4752;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2018;0;0;0
4753;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2019;0;0;0
4754;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2020;0;0;0
4755;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2021;0;0;0
4756;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2022;0;0;0
4757;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Bonaire;2023;0;0;0
4758;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2011;0;0;0
4759;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2012;0;0;0
4760;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2013;0;0;0
4761;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2014;0;0;0
4762;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2015;0;0;0
4763;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2016;0;0;0
4764;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2017;0;0;0
4765;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2018;0;0;0
4766;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2019;0;0;0
4767;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2020;0;0;0
4768;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2021;0;0;0
4769;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2022;0;0;0
4770;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Sint Eustatius;2023;0;0;0
4771;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2011;0;0;0
4772;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2012;0;0;0
4773;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2013;0;0;0
4774;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2014;0;0;0
4775;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2015;0;0;0
4776;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2016;0;0;0
4777;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2017;0;0;0
4778;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2018;0;0;0
4779;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2019;0;0;0
4780;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2020;0;0;0
4781;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2021;0;0;0
4782;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2022;0;0;0
4783;Totaal mannen en vrouwen;5 tot 10 jaar;Oceanië;Saba;2023;0;0;0
4784;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2011;31;23;8
4785;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2012;50;36;14
4786;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2013;56;37;19
4787;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2014;57;44;13
4788;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2015;50;32;18
4789;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2016;54;41;13
4790;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2017;66;51;15
4791;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2018;54;42;12
4792;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2019;55;29;26
4793;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2020;56;27;29
4794;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2021;60;36;24
4795;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2022;67;39;28
4796;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2023;86;38;48
4797;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2011;25;17;8
4798;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2012;41;23;18
4799;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2013;42;21;21
4800;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2014;49;36;13
4801;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2015;36;27;9
4802;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2016;44;33;11
4803;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2017;55;45;10
4804;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2018;42;28;14
4805;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2019;42;22;20
4806;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2020;50;19;31
4807;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2021;50;27;23
4808;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2022;56;32;24
4809;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Bonaire;2023;77;30;47
4810;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2011;6;2;4
4811;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2012;8;9;-1
4812;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2013;11;14;-3
4813;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2014;4;5;-1
4814;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2015;12;5;7
4815;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2016;3;6;-3
4816;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2017;8;5;3
4817;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2018;6;7;-1
4818;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2019;9;3;6
4819;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2020;4;7;-3
4820;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2021;8;4;4
4821;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2022;5;6;-1
4822;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2023;4;6;-2
4823;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2011;0;4;-4
4824;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2012;1;4;-3
4825;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2013;3;2;1
4826;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2014;4;3;1
4827;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2015;2;0;2
4828;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2016;7;2;5
4829;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2017;3;1;2
4830;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2018;6;7;-1
4831;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2019;4;4;0
4832;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2020;2;1;1
4833;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2021;2;5;-3
4834;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2022;6;1;5
4835;Totaal mannen en vrouwen;5 tot 10 jaar;Midden- en Zuid-Amerika;Saba;2023;5;2;3
4836;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2011;8;2;6
4837;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2012;6;6;0
4838;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2013;8;8;0
4839;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2014;3;4;-1
4840;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2015;1;4;-3
4841;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2016;1;2;-1
4842;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2017;0;0;0
4843;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2018;0;4;-4
4844;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2019;8;3;5
4845;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2020;0;0;0
4846;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2021;2;7;-5
4847;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2022;0;1;-1
4848;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Caribisch Nederland;2023;1;4;-3
4849;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2011;4;0;4
4850;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2012;3;2;1
4851;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2013;2;0;2
4852;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2014;0;3;-3
4853;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2015;0;0;0
4854;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2016;0;2;-2
4855;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2017;0;0;0
4856;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2018;0;0;0
4857;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2019;3;0;3
4858;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2020;0;0;0
4859;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2021;0;0;0
4860;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2022;0;0;0
4861;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Bonaire;2023;0;0;0
4862;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2011;3;2;1
4863;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2012;2;0;2
4864;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2013;5;7;-2
4865;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2014;2;1;1
4866;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2015;1;4;-3
4867;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2016;0;0;0
4868;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2017;0;0;0
4869;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2018;0;0;0
4870;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2019;0;0;0
4871;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2020;0;0;0
4872;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2021;0;0;0
4873;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2022;0;1;-1
4874;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Sint Eustatius;2023;1;1;0
4875;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2011;1;0;1
4876;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2012;1;4;-3
4877;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2013;1;1;0
4878;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2014;1;0;1
4879;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2015;0;0;0
4880;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2016;1;0;1
4881;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2017;0;0;0
4882;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2018;0;4;-4
4883;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2019;5;3;2
4884;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2020;0;0;0
4885;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2021;2;7;-5
4886;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2022;0;0;0
4887;Totaal mannen en vrouwen;5 tot 10 jaar;Noord-Amerika;Saba;2023;0;3;-3
4888;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2011;15;15;0
4889;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2012;26;20;6
4890;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2013;29;20;9
4891;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2014;25;23;2
4892;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2015;18;12;6
4893;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2016;26;20;6
4894;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2017;22;19;3
4895;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2018;25;14;11
4896;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2019;22;10;12
4897;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2020;28;14;14
4898;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2021;25;16;9
4899;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2022;22;13;9
4900;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Caribisch Nederland;2023;19;8;11
4901;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2011;13;13;0
4902;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2012;22;14;8
4903;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2013;24;8;16
4904;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2014;22;18;4
4905;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2015;14;11;3
4906;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2016;22;16;6
4907;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2017;17;18;-1
4908;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2018;16;6;10
4909;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2019;15;6;9
4910;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2020;25;8;17
4911;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2021;21;11;10
4912;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2022;18;10;8
4913;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Bonaire;2023;18;4;14
4914;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2011;2;0;2
4915;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2012;4;4;0
4916;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2013;5;11;-6
4917;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2014;1;2;-1
4918;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2015;4;1;3
4919;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2016;1;3;-2
4920;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2017;3;1;2
4921;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2018;5;2;3
4922;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2019;4;3;1
4923;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2020;3;5;-2
4924;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2021;4;1;3
4925;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2022;1;2;-1
4926;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Sint Eustatius;2023;0;4;-4
4927;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2011;0;2;-2
4928;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2012;0;2;-2
4929;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2013;0;1;-1
4930;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2014;2;3;-1
4931;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2015;0;0;0
4932;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2016;3;1;2
4933;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2017;2;0;2
4934;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2018;4;6;-2
4935;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2019;3;1;2
4936;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2020;0;1;-1
4937;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2021;0;4;-4
4938;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2022;3;1;2
4939;Totaal mannen en vrouwen;5 tot 10 jaar;Aruba, Curaçao, Sint Maarten;Saba;2023;1;0;1
4940;Totaal mannen en vrouwen;5 tot 10 jaar;Caribisch Nederland;Caribisch Nederland;2011;11;5;6
4941;Totaal mannen en vrouwen;5 tot 10 jaar;Caribisch Nederland;Caribisch Nederland;2012;7;14;-7
