ID;SectorBranchesSIC2008;Periods;Value_1;Volume_2;Value_3;Volume_4;Value_5;Volume_6;Value_7;Volume_8
260;55 Accommodation;2019 1st quarter;96.1;93.9;1.5;1.8;122.6;107.4;-2.0;-1.5
261;55 Accommodation;2019 2nd quarter;142.0;117.1;5.3;2.1;128.1;109.0;4.5;1.5
262;55 Accommodation;2019 3rd quarter;146.1;114.2;3.9;2.7;128.5;110.2;0.3;1.1
263;55 Accommodation;2019 4th quarter;126.9;115.0;4.1;3.5;130.3;113.3;1.4;2.8
264;55 Accommodation;2019;127.8;110.1;3.9;2.5;127.4;110.0;3.8;2.6
265;55 Accommodation;2020 1st quarter;86.4;84.6;-10.1;-9.9;111.7;96.7;-14.3;-14.6
266;55 Accommodation;2020 2nd quarter;43.2;;-69.6;;38.6;;-65.4;
267;55 Accommodation;2020 3rd quarter;117.0;87.6;-19.9;-23.3;101.8;84.6;163.5;
268;55 Accommodation;2020 4th quarter;55.6;48.3;-56.2;-58.0;58.3;47.7;-42.7;-43.6
269;55 Accommodation;2020;75.5;;-40.9;;77.6;;-39.1;
270;55 Accommodation;2021 1st quarter;42.0;41.3;-51.4;-51.2;56.4;45.2;-3.3;-5.2
271;55 Accommodation;2021 2nd quarter;75.6;58.9;75.2;;70.0;56.1;24.2;24.1
272;55 Accommodation;2021 3rd quarter;127.5;91.7;9.0;4.7;108.8;87.7;55.3;56.3
273;55 Accommodation;2021 4th quarter;89.4;76.3;60.7;58.2;94.2;75.9;-13.4;-13.4
274;55 Accommodation;2021;83.6;67.0;10.7;;82.3;66.2;6.1;
275;55 Accommodation;2022 1st quarter;76.6;69.4;82.4;68.2;101.6;78.3;7.9;3.1
276;55 Accommodation;2022 2nd quarter;151.6;107.1;100.5;81.9;138.3;102.5;36.2;30.9
277;55 Accommodation;2022 3rd quarter;168.5;110.9;32.1;20.9;142.9;104.2;3.4;1.7
278;55 Accommodation;2022 4th quarter;136.6;105.0;52.8;37.6;141.6;103.1;-1.0;-1.0
279;55 Accommodation;2022;133.3;98.1;59.4;46.3;131.1;97.0;59.2;46.5
280;55 Accommodation;2023 1st quarter;112.3;91.1;46.7;31.2;147.5;105.8;4.2;2.6
281;55 Accommodation;2023 2nd quarter;172.8;117.4;14.0;9.7;153.3;109.2;3.9;3.2
282;55 Accommodation;2023 3rd quarter;175.5;111.0;4.1;0.0;150.7;105.0;-1.7;-3.8
283;55 Accommodation;2023 4th quarter;143.5;107.2;5.1;2.1;151.7;106.5;0.6;1.3
284;55 Accommodation;2023;151.0;106.7;13.3;8.7;150.8;106.6;15.0;9.9
285;551 Hotels and similar accommodation;2005 1st quarter;60.9;77.4;;;75.9;91.3;;
286;551 Hotels and similar accommodation;2005 2nd quarter;84.1;102.4;;;76.1;93.0;0.3;1.9
287;551 Hotels and similar accommodation;2005 3rd quarter;82.6;97.1;;;77.5;96.5;1.9;3.8
288;551 Hotels and similar accommodation;2005 4th quarter;80.7;100.7;;;78.9;96.9;1.8;0.4
289;551 Hotels and similar accommodation;2005;77.1;94.4;;;77.1;94.4;;
290;551 Hotels and similar accommodation;2006 1st quarter;63.3;80.1;3.9;3.4;77.5;94.3;-1.8;-2.7
291;551 Hotels and similar accommodation;2006 2nd quarter;91.4;108.7;8.7;6.1;82.6;98.7;6.6;4.7
292;551 Hotels and similar accommodation;2006 3rd quarter;87.3;99.1;5.7;2.0;83.0;98.6;0.5;-0.1
293;551 Hotels and similar accommodation;2006 4th quarter;85.1;102.8;5.5;2.0;84.0;98.8;1.2;0.2
294;551 Hotels and similar accommodation;2006;81.8;97.7;6.1;3.4;81.8;97.6;6.1;3.4
295;551 Hotels and similar accommodation;2007 1st quarter;70.6;85.6;11.6;6.9;85.9;100.5;2.2;1.7
296;551 Hotels and similar accommodation;2007 2nd quarter;95.9;110.3;4.9;1.5;86.8;100.4;1.1;-0.1
297;551 Hotels and similar accommodation;2007 3rd quarter;91.6;100.3;4.9;1.2;87.9;99.8;1.2;-0.6
298;551 Hotels and similar accommodation;2007 4th quarter;91.7;106.3;7.7;3.5;89.4;102.0;1.8;2.3
299;551 Hotels and similar accommodation;2007;87.5;100.6;6.9;3.0;87.5;100.7;7.0;3.1
300;551 Hotels and similar accommodation;2008 1st quarter;75.2;87.9;6.5;2.8;92.2;103.4;3.1;1.3
301;551 Hotels and similar accommodation;2008 2nd quarter;100.8;111.5;5.0;1.0;90.9;101.8;-1.4;-1.6
302;551 Hotels and similar accommodation;2008 3rd quarter;93.1;96.2;1.6;-4.0;87.9;95.2;-3.3;-6.5
303;551 Hotels and similar accommodation;2008 4th quarter;88.0;99.3;-4.0;-6.6;86.1;95.2;-2.0;0.1
304;551 Hotels and similar accommodation;2008;89.3;98.7;2.1;-1.9;89.3;98.9;2.0;-1.8
305;551 Hotels and similar accommodation;2009 1st quarter;68.2;77.7;-9.3;-11.7;83.7;91.9;-2.8;-3.5
306;551 Hotels and similar accommodation;2009 2nd quarter;89.9;93.7;-10.8;-15.9;81.6;86.0;-2.5;-6.4
307;551 Hotels and similar accommodation;2009 3rd quarter;86.8;83.7;-6.7;-13.1;82.6;81.6;1.2;-5.1
308;551 Hotels and similar accommodation;2009 4th quarter;80.6;87.9;-8.4;-11.5;77.5;84.6;-6.2;3.6
309;551 Hotels and similar accommodation;2009;81.4;85.7;-8.8;-13.2;81.4;86.0;-8.8;-13.0
310;551 Hotels and similar accommodation;2010 1st quarter;65.2;71.4;-4.4;-8.1;82.4;85.4;6.2;1.0
311;551 Hotels and similar accommodation;2010 2nd quarter;89.2;95.3;-0.8;1.6;81.0;87.5;-1.6;2.4
312;551 Hotels and similar accommodation;2010 3rd quarter;90.9;99.0;4.7;18.4;84.1;94.8;3.8;8.4
313;551 Hotels and similar accommodation;2010 4th quarter;88.1;95.3;9.4;8.5;85.9;92.6;2.2;-2.4
314;551 Hotels and similar accommodation;2010;83.4;90.2;2.4;5.3;83.4;90.1;2.5;4.7
315;551 Hotels and similar accommodation;2011 1st quarter;69.7;75.0;7.0;5.1;87.3;90.7;1.6;-2.0
316;551 Hotels and similar accommodation;2011 2nd quarter;96.4;100.7;8.1;5.7;87.0;92.3;-0.3;1.8
317;551 Hotels and similar accommodation;2011 3rd quarter;93.6;100.3;3.0;1.3;86.4;94.6;-0.8;2.5
318;551 Hotels and similar accommodation;2011 4th quarter;88.8;94.5;0.8;-0.8;87.9;93.0;1.8;-1.7
319;551 Hotels and similar accommodation;2011;87.2;92.6;4.6;2.7;87.1;92.7;4.6;2.9
320;551 Hotels and similar accommodation;2012 1st quarter;71.7;78.1;2.8;4.1;88.4;94.9;0.6;2.0
321;551 Hotels and similar accommodation;2012 2nd quarter;99.8;103.7;3.5;2.9;89.6;94.7;1.3;-0.2
322;551 Hotels and similar accommodation;2012 3rd quarter;93.6;98.3;0.0;-2.0;87.9;91.9;-1.9;-2.9
323;551 Hotels and similar accommodation;2012 4th quarter;86.9;91.8;-2.2;-2.9;85.9;91.2;-2.3;-0.8
324;551 Hotels and similar accommodation;2012;88.0;93.0;1.0;0.4;88.0;93.2;1.0;0.6
325;551 Hotels and similar accommodation;2013 1st quarter;68.2;73.3;-4.8;-6.1;85.7;89.0;-0.2;-2.4
326;551 Hotels and similar accommodation;2013 2nd quarter;98.8;102.6;-1.0;-1.1;88.3;93.5;3.0;5.0
327;551 Hotels and similar accommodation;2013 3rd quarter;97.7;100.8;4.4;2.5;89.8;93.9;1.7;0.4
328;551 Hotels and similar accommodation;2013 4th quarter;89.2;94.1;2.7;2.6;89.4;94.0;-0.5;0.1
329;551 Hotels and similar accommodation;2013;88.5;92.7;0.6;-0.3;88.3;92.6;0.4;-0.6
330;551 Hotels and similar accommodation;2014 1st quarter;73.1;78.7;7.1;7.4;92.0;95.3;2.9;1.3
331;551 Hotels and similar accommodation;2014 2nd quarter;104.7;106.0;6.0;3.4;93.5;96.8;1.7;1.5
332;551 Hotels and similar accommodation;2014 3rd quarter;103.1;105.2;5.6;4.3;94.5;98.0;1.0;1.2
333;551 Hotels and similar accommodation;2014 4th quarter;94.6;97.0;6.0;3.1;95.1;97.0;0.7;-1.0
334;551 Hotels and similar accommodation;2014;93.9;96.7;6.1;4.3;93.8;96.8;6.2;4.5
335;551 Hotels and similar accommodation;2015 1st quarter;76.4;81.3;4.5;3.3;96.2;97.9;1.1;0.9
336;551 Hotels and similar accommodation;2015 2nd quarter;110.4;108.7;5.4;2.5;98.5;99.5;2.4;1.6
337;551 Hotels and similar accommodation;2015 3rd quarter;112.2;109.3;8.8;3.9;102.7;102.2;4.3;2.8
338;551 Hotels and similar accommodation;2015 4th quarter;101.0;100.7;6.8;3.9;101.8;100.4;-0.9;-1.8
339;551 Hotels and similar accommodation;2015;100.0;100.0;6.5;3.4;99.8;100.0;6.4;3.3
340;551 Hotels and similar accommodation;2016 1st quarter;81.8;82.4;7.2;1.4;102.9;98.5;1.1;-1.9
341;551 Hotels and similar accommodation;2016 2nd quarter;116.1;107.4;5.2;-1.2;103.6;98.7;0.6;0.2
342;551 Hotels and similar accommodation;2016 3rd quarter;116.0;106.7;3.4;-2.4;106.3;100.5;2.7;1.8
343;551 Hotels and similar accommodation;2016 4th quarter;105.4;101.2;4.4;0.5;106.4;100.3;0.0;-0.2
344;551 Hotels and similar accommodation;2016;104.9;99.4;4.9;-0.6;104.8;99.5;5.0;-0.5
345;551 Hotels and similar accommodation;2017 1st quarter;88.3;87.6;7.9;6.3;110.9;103.9;4.2;3.6
346;551 Hotels and similar accommodation;2017 2nd quarter;127.3;113.2;9.6;5.4;113.5;104.5;2.3;0.6
347;551 Hotels and similar accommodation;2017 3rd quarter;125.2;109.7;7.9;2.8;115.0;104.1;1.3;-0.4
348;551 Hotels and similar accommodation;2017 4th quarter;116.3;108.1;10.3;6.8;117.3;106.3;2.0;2.1
349;551 Hotels and similar accommodation;2017;114.3;104.6;9.0;5.2;114.1;104.7;8.9;5.2
350;551 Hotels and similar accommodation;2018 1st quarter;95.1;89.0;7.7;1.5;119.3;105.4;1.7;-0.8
351;551 Hotels and similar accommodation;2018 2nd quarter;136.7;115.8;7.3;2.3;123.2;107.7;3.3;2.2
352;551 Hotels and similar accommodation;2018 3rd quarter;133.3;112.2;6.5;2.4;123.0;107.6;-0.1;-0.1
353;551 Hotels and similar accommodation;2018 4th quarter;126.2;114.3;8.6;5.7;124.6;110.0;1.3;2.2
354;551 Hotels and similar accommodation;2018;122.8;107.8;7.5;3.0;122.5;107.7;7.3;2.8
355;551 Hotels and similar accommodation;2019 1st quarter;98.7;92.9;3.8;4.4;124.6;109.7;0.0;-0.2
356;551 Hotels and similar accommodation;2019 2nd quarter;146.1;120.2;6.9;3.8;129.8;111.0;4.2;1.1
357;551 Hotels and similar accommodation;2019 3rd quarter;139.7;115.4;4.8;2.8;129.7;111.7;0.0;0.7
358;551 Hotels and similar accommodation;2019 4th quarter;132.3;119.3;4.8;4.3;131.3;114.9;1.2;2.9
359;551 Hotels and similar accommodation;2019;129.2;111.9;5.2;3.8;128.9;111.8;5.2;3.9
360;551 Hotels and similar accommodation;2020 1st quarter;86.4;80.5;-12.4;-13.4;109.3;94.6;-16.7;-17.7
361;551 Hotels and similar accommodation;2020 2nd quarter;30.6;;-79.0;;27.1;;-75.2;
362;551 Hotels and similar accommodation;2020 3rd quarter;94.3;77.4;-32.5;-32.9;87.8;75.5;224.2;
363;551 Hotels and similar accommodation;2020 4th quarter;42.3;37.5;-68.0;-68.6;42.0;35.8;-52.1;-52.6
364;551 Hotels and similar accommodation;2020;63.4;;-50.9;;66.6;;-48.3;
365;551 Hotels and similar accommodation;2021 1st quarter;24.7;23.3;-71.4;-71.0;31.3;27.4;-25.5;-23.4
366;551 Hotels and similar accommodation;2021 2nd quarter;56.7;45.5;85.3;;50.2;42.2;60.2;53.8
367;551 Hotels and similar accommodation;2021 3rd quarter;107.7;83.7;14.2;8.2;100.3;81.9;99.8;94.0
368;551 Hotels and similar accommodation;2021 4th quarter;82.1;70.5;93.9;88.1;81.4;67.2;-18.8;-17.9
369;551 Hotels and similar accommodation;2021;67.8;55.8;6.9;;65.8;54.7;-1.2;
370;551 Hotels and similar accommodation;2022 1st quarter;68.7;59.1;178.2;153.0;88.4;69.9;8.6;3.9
371;551 Hotels and similar accommodation;2022 2nd quarter;151.2;109.3;166.7;140.0;137.7;103.4;55.8;48.0
372;551 Hotels and similar accommodation;2022 3rd quarter;161.0;110.5;49.6;31.9;144.3;104.9;4.8;1.5
373;551 Hotels and similar accommodation;2022 4th quarter;143.0;108.5;74.2;53.9;141.7;103.9;-1.8;-1.0
374;551 Hotels and similar accommodation;2022;131.0;96.8;93.2;73.6;128.0;95.5;94.6;74.7
375;551 Hotels and similar accommodation;2023 1st quarter;116.3;90.5;69.3;53.2;149.4;108.4;5.4;4.3
376;551 Hotels and similar accommodation;2023 2nd quarter;178.2;122.8;17.8;12.4;157.3;112.5;5.3;3.8
377;551 Hotels and similar accommodation;2023 3rd quarter;170.6;114.0;5.9;3.2;154.2;108.9;-2.0;-3.2
378;551 Hotels and similar accommodation;2023 4th quarter;151.4;111.5;5.9;2.8;154.1;108.6;-0.1;-0.3
379;551 Hotels and similar accommodation;2023;154.1;109.7;17.7;13.3;153.8;109.6;20.1;14.8
380;56 Food and beverage service activities;2005 1st quarter;70.9;96.3;;;80.5;108.5;;
381;56 Food and beverage service activities;2005 2nd quarter;84.4;112.8;;;81.0;108.7;0.6;0.2
382;56 Food and beverage service activities;2005 3rd quarter;88.7;117.8;;;83.3;111.3;2.8;2.4
383;56 Food and beverage service activities;2005 4th quarter;84.6;113.0;;;83.7;111.4;0.4;0.0
384;56 Food and beverage service activities;2005;82.1;110.0;;;82.1;110.0;;
385;56 Food and beverage service activities;2006 1st quarter;73.7;98.1;3.9;1.8;84.3;110.5;0.8;-0.8
386;56 Food and beverage service activities;2006 2nd quarter;87.9;114.8;4.2;1.8;85.1;110.6;0.9;0.1
387;56 Food and beverage service activities;2006 3rd quarter;93.1;120.7;5.0;2.5;86.7;114.1;1.8;3.2
388;56 Food and beverage service activities;2006 4th quarter;89.2;115.7;5.4;2.4;87.6;114.1;1.1;0.0
389;56 Food and beverage service activities;2006;86.0;112.3;4.7;2.1;85.9;112.3;4.6;2.1
390;56 Food and beverage service activities;2007 1st quarter;79.2;101.5;7.5;3.5;88.8;114.5;1.3;0.4
391;56 Food and beverage service activities;2007 2nd quarter;95.1;120.3;8.2;4.7;91.1;115.8;2.6;1.1
392;56 Food and beverage service activities;2007 3rd quarter;95.8;120.4;3.0;-0.3;90.6;114.0;-0.6;-1.5
393;56 Food and beverage service activities;2007 4th quarter;92.2;116.4;3.5;0.6;91.8;114.6;1.4;0.6
394;56 Food and beverage service activities;2007;90.6;114.7;5.4;2.1;90.6;114.7;5.4;2.1
395;56 Food and beverage service activities;2008 1st quarter;81.6;100.6;3.0;-0.9;91.4;113.0;-0.5;-1.5
396;56 Food and beverage service activities;2008 2nd quarter;94.7;114.5;-0.5;-4.8;90.4;110.1;-1.1;-2.5
397;56 Food and beverage service activities;2008 3rd quarter;94.3;112.8;-1.6;-6.3;89.2;106.8;-1.4;-3.0
398;56 Food and beverage service activities;2008 4th quarter;89.4;107.1;-3.1;-8.0;89.0;105.7;-0.1;-1.0
399;56 Food and beverage service activities;2008;90.0;108.8;-0.7;-5.1;90.0;108.9;-0.7;-5.1
400;56 Food and beverage service activities;2009 1st quarter;77.6;91.5;-4.9;-9.1;87.6;103.1;-1.6;-2.4
401;56 Food and beverage service activities;2009 2nd quarter;90.4;104.7;-4.5;-8.6;86.4;100.5;-1.4;-2.5
402;56 Food and beverage service activities;2009 3rd quarter;90.1;103.2;-4.5;-8.6;84.6;97.4;-2.1;-3.1
403;56 Food and beverage service activities;2009 4th quarter;84.8;97.3;-5.1;-9.1;84.2;96.3;-0.5;-1.1
404;56 Food and beverage service activities;2009;85.7;99.2;-4.7;-8.8;85.7;99.3;-4.7;-8.8
405;56 Food and beverage service activities;2010 1st quarter;73.9;84.3;-4.7;-7.9;83.7;95.0;-0.6;-1.4
406;56 Food and beverage service activities;2010 2nd quarter;87.1;98.0;-3.7;-6.4;82.9;93.9;-1.0;-1.2
407;56 Food and beverage service activities;2010 3rd quarter;91.1;101.8;1.1;-1.3;85.4;96.2;2.9;2.5
408;56 Food and beverage service activities;2010 4th quarter;86.3;96.5;1.8;-0.8;86.3;95.6;1.1;-0.6
409;56 Food and beverage service activities;2010;84.6;95.1;-1.3;-4.1;84.6;95.2;-1.3;-4.2
410;56 Food and beverage service activities;2011 1st quarter;77.5;85.7;4.8;1.7;87.4;96.8;1.2;1.3
411;56 Food and beverage service activities;2011 2nd quarter;92.7;101.1;6.5;3.2;88.1;96.7;0.8;-0.1
412;56 Food and beverage service activities;2011 3rd quarter;93.3;101.1;2.5;-0.6;88.6;95.5;0.5;-1.2
413;56 Food and beverage service activities;2011 4th quarter;89.5;97.0;3.7;0.5;89.0;96.2;0.4;0.6
414;56 Food and beverage service activities;2011;88.3;96.2;4.3;1.2;88.3;96.3;4.3;1.2
415;56 Food and beverage service activities;2012 1st quarter;79.6;85.5;2.7;-0.3;89.3;96.4;0.4;0.2
416;56 Food and beverage service activities;2012 2nd quarter;93.8;100.2;1.1;-0.9;89.4;95.6;0.1;-0.7
417;56 Food and beverage service activities;2012 3rd quarter;94.1;99.9;0.9;-1.2;88.9;94.5;-0.6;-1.2
418;56 Food and beverage service activities;2012 4th quarter;89.0;94.3;-0.6;-2.8;89.0;93.5;0.1;-1.1
419;56 Food and beverage service activities;2012;89.1;95.0;1.0;-1.3;89.1;95.0;1.0;-1.4
420;56 Food and beverage service activities;2013 1st quarter;77.3;81.1;-2.9;-5.2;87.8;92.0;-1.3;-1.5
421;56 Food and beverage service activities;2013 2nd quarter;94.5;98.6;0.8;-1.6;89.9;94.0;2.3;2.1
422;56 Food and beverage service activities;2013 3rd quarter;96.0;99.5;2.0;-0.5;90.4;93.8;0.6;-0.2
423;56 Food and beverage service activities;2013 4th quarter;91.7;95.0;3.0;0.8;91.2;94.3;0.8;0.5
424;56 Food and beverage service activities;2013;89.9;93.5;0.8;-1.5;89.8;93.5;0.8;-1.5
425;56 Food and beverage service activities;2014 1st quarter;82.8;85.2;7.0;5.1;94.1;96.8;3.2;2.7
426;56 Food and beverage service activities;2014 2nd quarter;99.0;101.2;4.7;2.7;94.1;96.4;0.0;-0.4
427;56 Food and beverage service activities;2014 3rd quarter;100.2;102.0;4.4;2.6;94.3;96.1;0.3;-0.3
428;56 Food and beverage service activities;2014 4th quarter;96.8;98.6;5.5;3.8;96.2;97.8;2.0;1.8
429;56 Food and beverage service activities;2014;94.7;96.8;5.3;3.5;94.7;96.8;5.4;3.5
430;56 Food and beverage service activities;2015 1st quarter;85.5;86.3;3.3;1.2;97.3;98.2;1.1;0.3
431;56 Food and beverage service activities;2015 2nd quarter;105.0;105.1;6.1;3.8;99.8;100.1;2.5;2.0
432;56 Food and beverage service activities;2015 3rd quarter;105.9;105.5;5.7;3.5;99.5;99.2;-0.2;-0.9
433;56 Food and beverage service activities;2015 4th quarter;103.6;103.1;7.1;4.6;103.2;102.5;3.7;3.3
434;56 Food and beverage service activities;2015;100.0;100.0;5.6;3.3;100.0;100.0;5.6;3.3
435;56 Food and beverage service activities;2016 1st quarter;91.6;90.6;7.2;5.1;104.0;102.8;0.7;0.3
436;56 Food and beverage service activities;2016 2nd quarter;110.3;108.4;5.0;3.2;104.7;103.3;0.7;0.4
437;56 Food and beverage service activities;2016 3rd quarter;115.9;113.0;9.4;7.1;108.5;106.0;3.7;2.6
438;56 Food and beverage service activities;2016 4th quarter;109.0;106.0;5.2;2.8;108.9;105.6;0.3;-0.4
439;56 Food and beverage service activities;2016;106.7;104.5;6.7;4.5;106.5;104.4;6.6;4.4
440;56 Food and beverage service activities;2017 1st quarter;96.8;93.3;5.7;3.0;110.7;106.5;1.7;0.9
441;56 Food and beverage service activities;2017 2nd quarter;118.4;113.3;7.4;4.5;112.3;107.8;1.4;1.2
442;56 Food and beverage service activities;2017 3rd quarter;121.6;115.8;5.0;2.5;113.6;108.3;1.2;0.5
443;56 Food and beverage service activities;2017 4th quarter;115.0;109.4;5.5;3.2;115.1;109.2;1.3;0.8
444;56 Food and beverage service activities;2017;113.0;108.0;5.9;3.3;112.9;108.0;6.0;3.4
445;56 Food and beverage service activities;2018 1st quarter;102.7;96.8;6.0;3.8;117.1;110.4;1.7;1.0
446;56 Food and beverage service activities;2018 2nd quarter;126.3;118.5;6.7;4.6;119.7;112.6;2.2;2.0
447;56 Food and beverage service activities;2018 3rd quarter;128.1;119.7;5.4;3.3;120.4;112.3;0.6;-0.3
448;56 Food and beverage service activities;2018 4th quarter;123.2;114.2;7.2;4.4;122.9;113.9;2.1;1.4
449;56 Food and beverage service activities;2018;120.1;112.3;6.3;4.0;120.0;112.3;6.3;4.0
450;56 Food and beverage service activities;2019 1st quarter;107.7;99.1;4.9;2.3;122.6;112.9;-0.2;-0.8
451;56 Food and beverage service activities;2019 2nd quarter;130.6;119.2;3.4;0.6;123.8;113.1;1.0;0.1
452;56 Food and beverage service activities;2019 3rd quarter;132.1;120.0;3.1;0.2;124.7;113.2;0.7;0.1
453;56 Food and beverage service activities;2019 4th quarter;127.9;115.5;3.7;1.2;127.3;114.9;2.1;1.5
454;56 Food and beverage service activities;2019;124.6;113.5;3.7;1.0;124.6;113.5;3.8;1.1
455;56 Food and beverage service activities;2020 1st quarter;96.6;86.3;-10.3;-12.9;108.9;97.4;-14.4;-15.2
456;56 Food and beverage service activities;2020 2nd quarter;62.0;;-52.5;;58.7;;-46.1;
457;56 Food and beverage service activities;2020 3rd quarter;119.1;105.7;-9.8;-11.9;112.4;99.7;91.3;
458;56 Food and beverage service activities;2020 4th quarter;62.6;;-51.1;;62.5;;-44.4;
459;56 Food and beverage service activities;2020;85.1;;-31.7;;85.6;;-31.3;
460;56 Food and beverage service activities;2021 1st quarter;52.9;;-45.2;;60.0;;-3.9;
461;56 Food and beverage service activities;2021 2nd quarter;90.0;78.0;45.1;;85.3;74.0;42.0;
462;56 Food and beverage service activities;2021 3rd quarter;138.2;118.6;16.0;12.2;130.3;112.0;52.9;51.4
463;56 Food and beverage service activities;2021 4th quarter;105.8;89.2;69.1;;105.5;88.7;-19.1;-20.8
464;56 Food and beverage service activities;2021;96.7;;13.7;;95.3;;11.3;
465;56 Food and beverage service activities;2022 1st quarter;102.5;84.6;93.7;;116.1;95.8;10.1;8.0
466;56 Food and beverage service activities;2022 2nd quarter;160.0;129.8;77.8;66.3;151.1;122.4;30.1;27.8
467;56 Food and beverage service activities;2022 3rd quarter;161.1;128.2;16.6;8.1;152.8;121.6;1.2;-0.7
468;56 Food and beverage service activities;2022 4th quarter;154.0;120.7;45.6;35.2;154.1;120.6;0.8;-0.8
469;56 Food and beverage service activities;2022;144.4;115.8;49.3;;143.5;115.1;50.6;40.9
470;56 Food and beverage service activities;2023 1st quarter;138.4;105.1;35.0;24.3;158.4;120.5;2.8;-0.1
471;56 Food and beverage service activities;2023 2nd quarter;174.3;130.2;8.9;0.3;162.5;121.7;2.6;1.0
472;56 Food and beverage service activities;2023 3rd quarter;174.1;128.7;8.1;0.4;164.2;121.3;1.1;-0.3
473;56 Food and beverage service activities;2023 4th quarter;163.6;119.7;6.2;-0.8;165.0;120.3;0.5;-0.8
474;56 Food and beverage service activities;2023;162.6;120.9;12.6;4.4;162.5;120.9;13.2;5.1
475;561 Restaurants ;2005 1st quarter;63.7;82.1;;;74.7;95.8;;
476;561 Restaurants ;2005 2nd quarter;79.7;102.2;;;75.4;96.7;1.1;1.0
477;561 Restaurants ;2005 3rd quarter;84.6;108.1;;;77.9;99.5;3.3;2.9
478;561 Restaurants ;2005 4th quarter;78.3;99.8;;;78.3;100.0;0.5;0.5
479;561 Restaurants ;2005;76.6;98.1;;;76.6;98.0;;
480;561 Restaurants ;2006 1st quarter;66.2;83.8;3.9;2.0;78.6;97.6;0.3;-2.4
481;561 Restaurants ;2006 2nd quarter;83.5;105.0;4.7;2.7;79.7;99.4;1.4;1.8
482;561 Restaurants ;2006 3rd quarter;89.1;111.5;5.4;3.2;81.1;102.7;1.8;3.3
483;561 Restaurants ;2006 4th quarter;82.7;102.7;5.7;2.9;82.2;103.0;1.3;0.3
484;561 Restaurants ;2006;80.4;100.8;5.0;2.7;80.4;100.7;5.0;2.7
485;561 Restaurants ;2007 1st quarter;72.8;89.1;9.9;6.3;83.8;103.7;2.0;0.6
486;561 Restaurants ;2007 2nd quarter;90.7;110.2;8.6;5.0;85.5;104.3;2.1;0.7
487;561 Restaurants ;2007 3rd quarter;91.9;111.3;3.1;-0.2;85.0;102.5;-0.7;-1.8
488;561 Restaurants ;2007 4th quarter;84.2;101.2;1.8;-1.5;85.1;101.6;0.2;-0.9
489;561 Restaurants ;2007;84.9;102.9;5.6;2.2;84.9;103.0;5.6;2.3
490;561 Restaurants ;2008 1st quarter;73.7;87.4;1.3;-1.9;84.5;100.8;-0.8;-0.8
491;561 Restaurants ;2008 2nd quarter;89.1;104.4;-1.7;-5.3;84.1;98.9;-0.4;-1.9
492;561 Restaurants ;2008 3rd quarter;90.6;105.4;-1.4;-5.3;83.9;97.2;-0.2;-1.7
493;561 Restaurants ;2008 4th quarter;83.2;96.1;-1.2;-5.1;84.1;96.5;0.2;-0.6
494;561 Restaurants ;2008;84.1;98.3;-0.9;-4.5;84.1;98.3;-0.9;-4.5
495;561 Restaurants ;2009 1st quarter;71.6;82.0;-2.9;-6.2;83.2;95.1;-1.1;-1.5
496;561 Restaurants ;2009 2nd quarter;87.5;99.4;-1.8;-4.8;82.5;94.1;-0.8;-1.0
497;561 Restaurants ;2009 3rd quarter;88.4;99.8;-2.4;-5.3;81.3;92.0;-1.5;-2.2
498;561 Restaurants ;2009 4th quarter;79.6;89.4;-4.3;-6.9;80.0;90.0;-1.6;-2.2
499;561 Restaurants ;2009;81.8;92.7;-2.8;-5.8;81.8;92.8;-2.8;-5.6
500;561 Restaurants ;2010 1st quarter;67.5;75.3;-5.8;-8.1;78.4;87.3;-2.0;-3.0
501;561 Restaurants ;2010 2nd quarter;82.6;91.9;-5.6;-7.6;77.9;87.0;-0.7;-0.4
502;561 Restaurants ;2010 3rd quarter;87.1;96.4;-1.5;-3.4;79.8;88.9;2.4;2.3
503;561 Restaurants ;2010 4th quarter;80.8;88.8;1.4;-0.7;81.8;89.3;2.4;0.5
504;561 Restaurants ;2010;79.5;88.1;-2.8;-4.9;79.5;88.1;-2.8;-5.0
505;561 Restaurants ;2011 1st quarter;71.8;78.2;6.4;3.7;83.0;90.4;1.5;1.2
506;561 Restaurants ;2011 2nd quarter;89.5;96.7;8.3;5.2;84.2;91.5;1.5;1.2
507;561 Restaurants ;2011 3rd quarter;90.9;97.8;4.4;1.4;84.8;90.3;0.7;-1.4
508;561 Restaurants ;2011 4th quarter;84.9;90.8;5.2;2.3;85.2;91.4;0.5;1.2
509;561 Restaurants ;2011;84.3;90.9;6.1;3.1;84.3;90.9;6.1;3.1
510;561 Restaurants ;2012 1st quarter;75.4;80.0;4.9;2.4;86.0;91.9;0.9;0.6
511;561 Restaurants ;2012 2nd quarter;90.9;96.2;1.6;-0.5;86.2;91.1;0.3;-0.9
512;561 Restaurants ;2012 3rd quarter;93.3;98.4;2.6;0.7;86.4;91.0;0.2;-0.1
513;561 Restaurants ;2012 4th quarter;85.8;89.8;1.1;-1.1;86.9;90.3;0.5;-0.8
514;561 Restaurants ;2012;86.4;91.1;2.5;0.3;86.4;91.1;2.5;0.2
515;561 Restaurants ;2013 1st quarter;74.6;77.5;-1.0;-3.2;86.1;89.4;-0.9;-0.9
516;561 Restaurants ;2013 2nd quarter;93.2;96.4;2.5;0.2;88.1;91.3;2.4;2.1
