ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
413;4622 Wholesale of flowers and plants;2011 4th quarter;87.8;6.9
414;4622 Wholesale of flowers and plants;2011;94.7;2.3
415;4622 Wholesale of flowers and plants;2012 1st quarter;108.8;3.5
416;4622 Wholesale of flowers and plants;2012 2nd quarter;103.3;0.8
417;4622 Wholesale of flowers and plants;2012 3rd quarter;82.4;-1.1
418;4622 Wholesale of flowers and plants;2012 4th quarter;86.6;-1.3
419;4622 Wholesale of flowers and plants;2012;95.3;0.6
420;4622 Wholesale of flowers and plants;2013 1st quarter;110.4;1.5
421;4622 Wholesale of flowers and plants;2013 2nd quarter;107.4;4.0
422;4622 Wholesale of flowers and plants;2013 3rd quarter;80.6;-2.1
423;4622 Wholesale of flowers and plants;2013 4th quarter;88.2;1.8
424;4622 Wholesale of flowers and plants;2013;96.7;1.4
425;4622 Wholesale of flowers and plants;2014 1st quarter;108.5;-1.8
426;4622 Wholesale of flowers and plants;2014 2nd quarter;102.1;-4.9
427;4622 Wholesale of flowers and plants;2014 3rd quarter;82.6;2.5
428;4622 Wholesale of flowers and plants;2014 4th quarter;91.8;4.1
429;4622 Wholesale of flowers and plants;2014;96.3;-0.4
430;4622 Wholesale of flowers and plants;2015 1st quarter;115.0;6.0
431;4622 Wholesale of flowers and plants;2015 2nd quarter;106.2;4.0
432;4622 Wholesale of flowers and plants;2015 3rd quarter;84.7;2.5
433;4622 Wholesale of flowers and plants;2015 4th quarter;94.0;2.4
434;4622 Wholesale of flowers and plants;2015;100.0;3.9
435;4622 Wholesale of flowers and plants;2016 1st quarter;117.4;2.1
436;4622 Wholesale of flowers and plants;2016 2nd quarter;112.4;5.8
437;4622 Wholesale of flowers and plants;2016 3rd quarter;88.8;4.8
438;4622 Wholesale of flowers and plants;2016 4th quarter;98.6;4.8
439;4622 Wholesale of flowers and plants;2016;104.3;4.3
440;4622 Wholesale of flowers and plants;2017 1st quarter;121.4;3.4
441;4622 Wholesale of flowers and plants;2017 2nd quarter;113.4;0.9
442;4622 Wholesale of flowers and plants;2017 3rd quarter;92.6;4.3
443;4622 Wholesale of flowers and plants;2017 4th quarter;99.3;0.7
444;4622 Wholesale of flowers and plants;2017;106.7;2.3
445;4622 Wholesale of flowers and plants;2018 1st quarter;119.6;-1.5
446;4622 Wholesale of flowers and plants;2018 2nd quarter;114.3;0.7
447;4622 Wholesale of flowers and plants;2018 3rd quarter;88.9;-4.0
448;4622 Wholesale of flowers and plants;2018 4th quarter;102.2;3.0
449;4622 Wholesale of flowers and plants;2018;106.2;-0.4
450;4622 Wholesale of flowers and plants;2019 1st quarter;127.7;6.8
451;4622 Wholesale of flowers and plants;2019 2nd quarter;121.2;6.0
452;4622 Wholesale of flowers and plants;2019 3rd quarter;95.5;7.4
453;4622 Wholesale of flowers and plants;2019 4th quarter;106.0;3.7
454;4622 Wholesale of flowers and plants;2019;112.6;6.0
455;4622 Wholesale of flowers and plants;2020 1st quarter;117.3;-8.1
456;4622 Wholesale of flowers and plants;2020 2nd quarter;113.3;-6.5
457;4622 Wholesale of flowers and plants;2020 3rd quarter;101.7;6.5
458;4622 Wholesale of flowers and plants;2020 4th quarter;107.8;1.7
459;4622 Wholesale of flowers and plants;2020;110.0;-2.3
460;4622 Wholesale of flowers and plants;2021 1st quarter;146.2;24.6
461;4622 Wholesale of flowers and plants;2021 2nd quarter;146.5;29.4
462;4622 Wholesale of flowers and plants;2021 3rd quarter;114.4;12.4
463;4622 Wholesale of flowers and plants;2021 4th quarter;129.7;20.3
464;4622 Wholesale of flowers and plants;2021;134.2;22.0
465;4622 Wholesale of flowers and plants;2022 1st quarter;151.2;3.4
466;4622 Wholesale of flowers and plants;2022 2nd quarter;145.9;-0.4
467;4622 Wholesale of flowers and plants;2022 3rd quarter;112.5;-1.7
468;4622 Wholesale of flowers and plants;2022 4th quarter;125.1;-3.5
469;4622 Wholesale of flowers and plants;2022;133.7;-0.4
470;4622 Wholesale of flowers and plants;2023 1st quarter;149.2;-1.3
471;4622 Wholesale of flowers and plants;2023 2nd quarter;148.5;1.8
472;4622 Wholesale of flowers and plants;2023 3rd quarter;114.0;1.4
473;4622 Wholesale of flowers and plants;2023;138.3;3.5
474;4622 Wholesale of flowers and plants;2023 4th quarter;141.6;13.2
475;463 Wholesale of food and beverages;2005 1st quarter;70.3;
476;463 Wholesale of food and beverages;2005 2nd quarter;77.1;
477;463 Wholesale of food and beverages;2005 3rd quarter;73.0;
478;463 Wholesale of food and beverages;2005 4th quarter;81.4;
479;463 Wholesale of food and beverages;2005;75.4;
480;463 Wholesale of food and beverages;2006 1st quarter;74.9;6.6
481;463 Wholesale of food and beverages;2006 2nd quarter;82.6;7.2
482;463 Wholesale of food and beverages;2006 3rd quarter;74.7;2.3
483;463 Wholesale of food and beverages;2006 4th quarter;82.5;1.4
484;463 Wholesale of food and beverages;2006;78.7;4.3
485;463 Wholesale of food and beverages;2007 1st quarter;77.2;3.0
486;463 Wholesale of food and beverages;2007 2nd quarter;86.6;4.8
487;463 Wholesale of food and beverages;2007 3rd quarter;81.9;9.6
488;463 Wholesale of food and beverages;2007 4th quarter;90.2;9.4
489;463 Wholesale of food and beverages;2007;84.0;6.7
490;463 Wholesale of food and beverages;2008 1st quarter;83.6;8.3
491;463 Wholesale of food and beverages;2008 2nd quarter;91.7;5.8
492;463 Wholesale of food and beverages;2008 3rd quarter;85.6;4.5
493;463 Wholesale of food and beverages;2008 4th quarter;93.3;3.4
494;463 Wholesale of food and beverages;2008;88.5;5.4
495;463 Wholesale of food and beverages;2009 1st quarter;83.1;-0.6
496;463 Wholesale of food and beverages;2009 2nd quarter;89.8;-2.0
497;463 Wholesale of food and beverages;2009 3rd quarter;84.7;-1.0
498;463 Wholesale of food and beverages;2009 4th quarter;93.8;0.6
499;463 Wholesale of food and beverages;2009;87.9;-0.7
500;463 Wholesale of food and beverages;2010 1st quarter;85.9;3.3
501;463 Wholesale of food and beverages;2010 2nd quarter;96.0;6.8
502;463 Wholesale of food and beverages;2010 3rd quarter;89.4;5.5
503;463 Wholesale of food and beverages;2010 4th quarter;96.9;3.3
504;463 Wholesale of food and beverages;2010;92.0;4.7
505;463 Wholesale of food and beverages;2011 1st quarter;89.6;4.3
506;463 Wholesale of food and beverages;2011 2nd quarter;97.1;1.1
507;463 Wholesale of food and beverages;2011 3rd quarter;90.7;1.4
508;463 Wholesale of food and beverages;2011 4th quarter;95.0;-2.0
509;463 Wholesale of food and beverages;2011;93.1;1.1
510;463 Wholesale of food and beverages;2012 1st quarter;91.1;1.7
511;463 Wholesale of food and beverages;2012 2nd quarter;99.9;2.9
512;463 Wholesale of food and beverages;2012 3rd quarter;95.3;5.1
513;463 Wholesale of food and beverages;2012 4th quarter;100.5;5.8
514;463 Wholesale of food and beverages;2012;96.7;3.9
515;463 Wholesale of food and beverages;2013 1st quarter;90.4;-0.7
516;463 Wholesale of food and beverages;2013 2nd quarter;102.1;2.2
517;463 Wholesale of food and beverages;2013 3rd quarter;97.3;2.1
518;463 Wholesale of food and beverages;2013 4th quarter;99.3;-1.1
519;463 Wholesale of food and beverages;2013;97.3;0.6
520;463 Wholesale of food and beverages;2014 1st quarter;91.9;1.6
521;463 Wholesale of food and beverages;2014 2nd quarter;101.5;-0.6
522;463 Wholesale of food and beverages;2014 3rd quarter;96.0;-1.4
523;463 Wholesale of food and beverages;2014 4th quarter;100.5;1.2
524;463 Wholesale of food and beverages;2014;97.5;0.2
525;463 Wholesale of food and beverages;2015 1st quarter;91.2;-0.7
526;463 Wholesale of food and beverages;2015 2nd quarter;103.7;2.2
527;463 Wholesale of food and beverages;2015 3rd quarter;100.5;4.7
528;463 Wholesale of food and beverages;2015 4th quarter;104.5;4.0
529;463 Wholesale of food and beverages;2015;100.0;2.6
530;463 Wholesale of food and beverages;2016 1st quarter;96.0;5.3
531;463 Wholesale of food and beverages;2016 2nd quarter;105.6;1.8
532;463 Wholesale of food and beverages;2016 3rd quarter;102.7;2.1
533;463 Wholesale of food and beverages;2016 4th quarter;104.4;-0.2
534;463 Wholesale of food and beverages;2016;102.2;2.2
535;463 Wholesale of food and beverages;2017 1st quarter;99.5;3.6
536;463 Wholesale of food and beverages;2017 2nd quarter;110.8;4.9
537;463 Wholesale of food and beverages;2017 3rd quarter;106.6;3.8
538;463 Wholesale of food and beverages;2017 4th quarter;110.4;5.8
539;463 Wholesale of food and beverages;2017;106.8;4.6
540;463 Wholesale of food and beverages;2018 1st quarter;101.9;2.4
541;463 Wholesale of food and beverages;2018 2nd quarter;111.6;0.7
542;463 Wholesale of food and beverages;2018 3rd quarter;108.0;1.3
543;463 Wholesale of food and beverages;2018 4th quarter;112.7;2.1
544;463 Wholesale of food and beverages;2018;108.6;1.6
545;463 Wholesale of food and beverages;2019 1st quarter;105.9;3.9
546;463 Wholesale of food and beverages;2019 2nd quarter;117.3;5.1
547;463 Wholesale of food and beverages;2019 3rd quarter;113.3;4.9
548;463 Wholesale of food and beverages;2019 4th quarter;117.0;3.8
549;463 Wholesale of food and beverages;2019;113.4;4.4
550;463 Wholesale of food and beverages;2020 1st quarter;112.4;6.1
551;463 Wholesale of food and beverages;2020 2nd quarter;113.4;-3.4
552;463 Wholesale of food and beverages;2020 3rd quarter;117.4;3.6
553;463 Wholesale of food and beverages;2020 4th quarter;115.6;-1.2
554;463 Wholesale of food and beverages;2020;114.7;1.2
555;463 Wholesale of food and beverages;2021 1st quarter;108.5;-3.5
556;463 Wholesale of food and beverages;2021 2nd quarter;124.5;9.8
557;463 Wholesale of food and beverages;2021 3rd quarter;123.2;4.9
558;463 Wholesale of food and beverages;2021 4th quarter;127.9;10.6
559;463 Wholesale of food and beverages;2021;121.0;5.5
560;463 Wholesale of food and beverages;2022 1st quarter;124.6;14.9
561;463 Wholesale of food and beverages;2022 2nd quarter;146.6;17.7
562;463 Wholesale of food and beverages;2022 3rd quarter;143.0;16.1
563;463 Wholesale of food and beverages;2022 4th quarter;145.2;13.5
564;463 Wholesale of food and beverages;2022;139.9;15.6
565;463 Wholesale of food and beverages;2023 1st quarter;141.4;13.5
566;463 Wholesale of food and beverages;2023 2nd quarter;153.8;4.9
567;463 Wholesale of food and beverages;2023 3rd quarter;146.0;2.0
568;463 Wholesale of food and beverages;2023;146.8;4.9
569;463 Wholesale of food and beverages;2023 4th quarter;146.0;0.5
570;4631 Wholesale of vegetables, potatoes;2005 1st quarter;70.2;
571;4631 Wholesale of vegetables, potatoes;2005 2nd quarter;81.3;
572;4631 Wholesale of vegetables, potatoes;2005 3rd quarter;64.0;
573;4631 Wholesale of vegetables, potatoes;2005 4th quarter;64.4;
574;4631 Wholesale of vegetables, potatoes;2005;70.0;
575;4631 Wholesale of vegetables, potatoes;2006 1st quarter;79.1;12.6
576;4631 Wholesale of vegetables, potatoes;2006 2nd quarter;92.4;13.6
577;4631 Wholesale of vegetables, potatoes;2006 3rd quarter;70.6;10.2
578;4631 Wholesale of vegetables, potatoes;2006 4th quarter;69.0;7.1
579;4631 Wholesale of vegetables, potatoes;2006;77.8;11.1
580;4631 Wholesale of vegetables, potatoes;2007 1st quarter;81.3;2.7
581;4631 Wholesale of vegetables, potatoes;2007 2nd quarter;96.1;4.0
582;4631 Wholesale of vegetables, potatoes;2007 3rd quarter;76.6;8.6
583;4631 Wholesale of vegetables, potatoes;2007 4th quarter;75.9;9.9
584;4631 Wholesale of vegetables, potatoes;2007;82.5;6.0
585;4631 Wholesale of vegetables, potatoes;2008 1st quarter;86.7;6.6
586;4631 Wholesale of vegetables, potatoes;2008 2nd quarter;102.6;6.8
587;4631 Wholesale of vegetables, potatoes;2008 3rd quarter;81.0;5.7
588;4631 Wholesale of vegetables, potatoes;2008 4th quarter;77.1;1.7
589;4631 Wholesale of vegetables, potatoes;2008;86.9;5.3
590;4631 Wholesale of vegetables, potatoes;2009 1st quarter;86.4;-0.3
591;4631 Wholesale of vegetables, potatoes;2009 2nd quarter;99.7;-2.9
592;4631 Wholesale of vegetables, potatoes;2009 3rd quarter;75.6;-6.7
593;4631 Wholesale of vegetables, potatoes;2009 4th quarter;72.6;-5.9
594;4631 Wholesale of vegetables, potatoes;2009;83.6;-3.8
595;4631 Wholesale of vegetables, potatoes;2010 1st quarter;84.9;-1.8
596;4631 Wholesale of vegetables, potatoes;2010 2nd quarter;108.5;8.9
597;4631 Wholesale of vegetables, potatoes;2010 3rd quarter;86.5;14.4
598;4631 Wholesale of vegetables, potatoes;2010 4th quarter;83.9;15.7
599;4631 Wholesale of vegetables, potatoes;2010;91.0;8.8
600;4631 Wholesale of vegetables, potatoes;2011 1st quarter;84.0;-1.0
601;4631 Wholesale of vegetables, potatoes;2011 2nd quarter;95.6;-11.9
602;4631 Wholesale of vegetables, potatoes;2011 3rd quarter;78.1;-9.7
603;4631 Wholesale of vegetables, potatoes;2011 4th quarter;71.5;-14.9
604;4631 Wholesale of vegetables, potatoes;2011;82.3;-9.5
605;4631 Wholesale of vegetables, potatoes;2012 1st quarter;79.1;-5.9
606;4631 Wholesale of vegetables, potatoes;2012 2nd quarter;99.0;3.5
607;4631 Wholesale of vegetables, potatoes;2012 3rd quarter;87.7;12.3
608;4631 Wholesale of vegetables, potatoes;2012 4th quarter;83.2;16.5
609;4631 Wholesale of vegetables, potatoes;2012;87.3;6.0
610;4631 Wholesale of vegetables, potatoes;2013 1st quarter;81.5;3.0
611;4631 Wholesale of vegetables, potatoes;2013 2nd quarter;110.0;11.2
612;4631 Wholesale of vegetables, potatoes;2013 3rd quarter;91.4;4.2
613;4631 Wholesale of vegetables, potatoes;2013 4th quarter;86.0;3.4
614;4631 Wholesale of vegetables, potatoes;2013;92.2;5.7
615;4631 Wholesale of vegetables, potatoes;2014 1st quarter;85.9;5.4
616;4631 Wholesale of vegetables, potatoes;2014 2nd quarter;108.1;-1.7
617;4631 Wholesale of vegetables, potatoes;2014 3rd quarter;89.3;-2.3
618;4631 Wholesale of vegetables, potatoes;2014 4th quarter;85.1;-1.1
619;4631 Wholesale of vegetables, potatoes;2014;92.1;-0.1
620;4631 Wholesale of vegetables, potatoes;2015 1st quarter;85.6;-0.3
621;4631 Wholesale of vegetables, potatoes;2015 2nd quarter;115.1;6.4
622;4631 Wholesale of vegetables, potatoes;2015 3rd quarter;104.7;17.2
623;4631 Wholesale of vegetables, potatoes;2015 4th quarter;94.7;11.2
624;4631 Wholesale of vegetables, potatoes;2015;100.0;8.6
625;4631 Wholesale of vegetables, potatoes;2016 1st quarter;93.1;8.7
626;4631 Wholesale of vegetables, potatoes;2016 2nd quarter;124.7;8.4
627;4631 Wholesale of vegetables, potatoes;2016 3rd quarter;114.3;9.2
628;4631 Wholesale of vegetables, potatoes;2016 4th quarter;96.7;2.2
629;4631 Wholesale of vegetables, potatoes;2016;107.2;7.2
630;4631 Wholesale of vegetables, potatoes;2017 1st quarter;107.1;15.1
631;4631 Wholesale of vegetables, potatoes;2017 2nd quarter;125.6;0.7
632;4631 Wholesale of vegetables, potatoes;2017 3rd quarter;108.6;-4.9
633;4631 Wholesale of vegetables, potatoes;2017 4th quarter;101.0;4.4
634;4631 Wholesale of vegetables, potatoes;2017;110.6;3.2
635;4631 Wholesale of vegetables, potatoes;2018 1st quarter;101.3;-5.4
636;4631 Wholesale of vegetables, potatoes;2018 2nd quarter;128.3;2.2
637;4631 Wholesale of vegetables, potatoes;2018 3rd quarter;114.1;5.0
638;4631 Wholesale of vegetables, potatoes;2018 4th quarter;107.8;6.8
639;4631 Wholesale of vegetables, potatoes;2018;112.9;2.1
640;4631 Wholesale of vegetables, potatoes;2019 1st quarter;108.3;6.9
641;4631 Wholesale of vegetables, potatoes;2019 2nd quarter;139.4;8.6
642;4631 Wholesale of vegetables, potatoes;2019 3rd quarter;120.8;5.8
643;4631 Wholesale of vegetables, potatoes;2019 4th quarter;109.7;1.8
644;4631 Wholesale of vegetables, potatoes;2019;119.5;5.9
645;4631 Wholesale of vegetables, potatoes;2020 1st quarter;115.7;6.8
646;4631 Wholesale of vegetables, potatoes;2020 2nd quarter;139.6;0.2
647;4631 Wholesale of vegetables, potatoes;2020 3rd quarter;124.6;3.2
648;4631 Wholesale of vegetables, potatoes;2020 4th quarter;113.8;3.7
649;4631 Wholesale of vegetables, potatoes;2020;123.4;3.2
650;4631 Wholesale of vegetables, potatoes;2021 1st quarter;118.6;2.5
651;4631 Wholesale of vegetables, potatoes;2021 2nd quarter;147.7;5.8
652;4631 Wholesale of vegetables, potatoes;2021 3rd quarter;129.3;3.8
653;4631 Wholesale of vegetables, potatoes;2021 4th quarter;123.5;8.6
654;4631 Wholesale of vegetables, potatoes;2021;129.8;5.1
655;4631 Wholesale of vegetables, potatoes;2022 1st quarter;123.5;4.2
656;4631 Wholesale of vegetables, potatoes;2022 2nd quarter;157.6;6.7
657;4631 Wholesale of vegetables, potatoes;2022 3rd quarter;147.3;13.9
658;4631 Wholesale of vegetables, potatoes;2022 4th quarter;137.5;11.3
659;4631 Wholesale of vegetables, potatoes;2022;141.5;9.0
660;4631 Wholesale of vegetables, potatoes;2023 1st quarter;145.9;18.2
661;4631 Wholesale of vegetables, potatoes;2023 2nd quarter;183.0;16.1
662;4631 Wholesale of vegetables, potatoes;2023 3rd quarter;163.6;11.1
663;4631 Wholesale of vegetables, potatoes;2023;160.1;13.1
664;4631 Wholesale of vegetables, potatoes;2023 4th quarter;147.7;7.4
665;4633 Wholesale dairy products, fats etc;2005 1st quarter;56.0;
666;4633 Wholesale dairy products, fats etc;2005 2nd quarter;55.8;
667;4633 Wholesale dairy products, fats etc;2005 3rd quarter;61.8;
668;4633 Wholesale dairy products, fats etc;2005 4th quarter;72.1;
669;4633 Wholesale dairy products, fats etc;2005;61.4;
670;4633 Wholesale dairy products, fats etc;2006 1st quarter;53.0;-5.4
671;4633 Wholesale dairy products, fats etc;2006 2nd quarter;47.2;-15.5
672;4633 Wholesale dairy products, fats etc;2006 3rd quarter;47.2;-23.6
673;4633 Wholesale dairy products, fats etc;2006 4th quarter;60.8;-15.6
674;4633 Wholesale dairy products, fats etc;2006;52.0;-15.3
675;4633 Wholesale dairy products, fats etc;2007 1st quarter;53.5;0.9
676;4633 Wholesale dairy products, fats etc;2007 2nd quarter;56.8;20.4
677;4633 Wholesale dairy products, fats etc;2007 3rd quarter;66.6;41.3
678;4633 Wholesale dairy products, fats etc;2007 4th quarter;82.6;35.8
679;4633 Wholesale dairy products, fats etc;2007;64.9;24.7
680;4633 Wholesale dairy products, fats etc;2008 1st quarter;68.2;27.6
681;4633 Wholesale dairy products, fats etc;2008 2nd quarter;73.2;29.0
682;4633 Wholesale dairy products, fats etc;2008 3rd quarter;75.0;12.6
683;4633 Wholesale dairy products, fats etc;2008 4th quarter;101.9;23.4
684;4633 Wholesale dairy products, fats etc;2008;79.6;22.7
685;4633 Wholesale dairy products, fats etc;2009 1st quarter;79.0;15.8
686;4633 Wholesale dairy products, fats etc;2009 2nd quarter;71.9;-1.8
687;4633 Wholesale dairy products, fats etc;2009 3rd quarter;79.0;5.3
688;4633 Wholesale dairy products, fats etc;2009 4th quarter;104.0;2.1
689;4633 Wholesale dairy products, fats etc;2009;83.5;4.9
690;4633 Wholesale dairy products, fats etc;2010 1st quarter;92.7;17.4
691;4633 Wholesale dairy products, fats etc;2010 2nd quarter;82.2;14.2
692;4633 Wholesale dairy products, fats etc;2010 3rd quarter;89.4;13.2
693;4633 Wholesale dairy products, fats etc;2010 4th quarter;99.7;-4.1
694;4633 Wholesale dairy products, fats etc;2010;91.0;9.0
695;4633 Wholesale dairy products, fats etc;2011 1st quarter;94.0;1.4
696;4633 Wholesale dairy products, fats etc;2011 2nd quarter;94.3;14.8
697;4633 Wholesale dairy products, fats etc;2011 3rd quarter;90.4;1.1
698;4633 Wholesale dairy products, fats etc;2011 4th quarter;94.2;-5.5
699;4633 Wholesale dairy products, fats etc;2011;93.2;2.5
700;4633 Wholesale dairy products, fats etc;2012 1st quarter;95.7;1.8
701;4633 Wholesale dairy products, fats etc;2012 2nd quarter;97.4;3.2
702;4633 Wholesale dairy products, fats etc;2012 3rd quarter;94.2;4.2
703;4633 Wholesale dairy products, fats etc;2012 4th quarter;98.5;4.6
704;4633 Wholesale dairy products, fats etc;2012;96.5;3.4
705;4633 Wholesale dairy products, fats etc;2013 1st quarter;98.8;3.2
706;4633 Wholesale dairy products, fats etc;2013 2nd quarter;101.5;4.3
707;4633 Wholesale dairy products, fats etc;2013 3rd quarter;104.2;10.6
708;4633 Wholesale dairy products, fats etc;2013 4th quarter;106.0;7.6
709;4633 Wholesale dairy products, fats etc;2013;102.6;6.4
710;4633 Wholesale dairy products, fats etc;2014 1st quarter;112.0;13.4
711;4633 Wholesale dairy products, fats etc;2014 2nd quarter;114.0;12.3
712;4633 Wholesale dairy products, fats etc;2014 3rd quarter;108.1;3.8
713;4633 Wholesale dairy products, fats etc;2014 4th quarter;112.0;5.7
714;4633 Wholesale dairy products, fats etc;2014;111.6;8.7
715;4633 Wholesale dairy products, fats etc;2015 1st quarter;101.8;-9.1
716;4633 Wholesale dairy products, fats etc;2015 2nd quarter;104.2;-8.7
717;4633 Wholesale dairy products, fats etc;2015 3rd quarter;92.6;-14.3
718;4633 Wholesale dairy products, fats etc;2015 4th quarter;101.4;-9.5
719;4633 Wholesale dairy products, fats etc;2015;100.0;-10.4
720;4633 Wholesale dairy products, fats etc;2016 1st quarter;98.1;-3.7
721;4633 Wholesale dairy products, fats etc;2016 2nd quarter;91.8;-11.8
722;4633 Wholesale dairy products, fats etc;2016 3rd quarter;89.0;-4.0
723;4633 Wholesale dairy products, fats etc;2016 4th quarter;100.6;-0.8
724;4633 Wholesale dairy products, fats etc;2016;94.9;-5.1
725;4633 Wholesale dairy products, fats etc;2017 1st quarter;103.2;5.2
726;4633 Wholesale dairy products, fats etc;2017 2nd quarter;110.2;20.0
727;4633 Wholesale dairy products, fats etc;2017 3rd quarter;114.1;28.3
728;4633 Wholesale dairy products, fats etc;2017 4th quarter;116.2;15.5
729;4633 Wholesale dairy products, fats etc;2017;110.9;16.9
730;4633 Wholesale dairy products, fats etc;2018 1st quarter;115.8;12.2
731;4633 Wholesale dairy products, fats etc;2018 2nd quarter;113.2;2.7
732;4633 Wholesale dairy products, fats etc;2018 3rd quarter;110.0;-3.6
733;4633 Wholesale dairy products, fats etc;2018 4th quarter;121.1;4.3
734;4633 Wholesale dairy products, fats etc;2018;115.0;3.7
735;4633 Wholesale dairy products, fats etc;2019 1st quarter;117.9;1.8
736;4633 Wholesale dairy products, fats etc;2019 2nd quarter;115.6;2.1
737;4633 Wholesale dairy products, fats etc;2019 3rd quarter;116.9;6.2
738;4633 Wholesale dairy products, fats etc;2019 4th quarter;122.2;0.9
739;4633 Wholesale dairy products, fats etc;2019;118.1;2.7
740;4633 Wholesale dairy products, fats etc;2020 1st quarter;125.9;6.8
741;4633 Wholesale dairy products, fats etc;2020 2nd quarter;127.0;9.8
742;4633 Wholesale dairy products, fats etc;2020 3rd quarter;121.1;3.6
743;4633 Wholesale dairy products, fats etc;2020 4th quarter;119.4;-2.2
744;4633 Wholesale dairy products, fats etc;2020;123.4;4.4
745;4633 Wholesale dairy products, fats etc;2021 1st quarter;121.8;-3.3
746;4633 Wholesale dairy products, fats etc;2021 2nd quarter;128.9;1.5
747;4633 Wholesale dairy products, fats etc;2021 3rd quarter;133.7;10.4
748;4633 Wholesale dairy products, fats etc;2021 4th quarter;142.9;19.7
749;4633 Wholesale dairy products, fats etc;2021;131.8;6.9
750;4633 Wholesale dairy products, fats etc;2022 1st quarter;157.4;29.2
751;4633 Wholesale dairy products, fats etc;2022 2nd quarter;179.0;38.9
752;4633 Wholesale dairy products, fats etc;2022 3rd quarter;176.4;31.9
753;4633 Wholesale dairy products, fats etc;2022 4th quarter;180.6;26.3
754;4633 Wholesale dairy products, fats etc;2022;173.4;31.5
755;4633 Wholesale dairy products, fats etc;2023 1st quarter;173.4;10.2
756;4633 Wholesale dairy products, fats etc;2023 2nd quarter;165.5;-7.6
757;4633 Wholesale dairy products, fats etc;2023 3rd quarter;158.0;-10.4
758;4633 Wholesale dairy products, fats etc;2023;163.4;-5.8
759;4633 Wholesale dairy products, fats etc;2023 4th quarter;156.5;-13.3
760;4634 Wholesale of beverages;2005 1st quarter;70.5;
761;4634 Wholesale of beverages;2005 2nd quarter;83.0;
762;4634 Wholesale of beverages;2005 3rd quarter;82.9;
763;4634 Wholesale of beverages;2005 4th quarter;97.7;
764;4634 Wholesale of beverages;2005;83.5;
765;4634 Wholesale of beverages;2006 1st quarter;71.2;1.0
766;4634 Wholesale of beverages;2006 2nd quarter;95.4;14.9
767;4634 Wholesale of beverages;2006 3rd quarter;93.1;12.3
768;4634 Wholesale of beverages;2006 4th quarter;112.9;15.6
769;4634 Wholesale of beverages;2006;93.1;11.5
770;4634 Wholesale of beverages;2007 1st quarter;77.1;8.3
771;4634 Wholesale of beverages;2007 2nd quarter;92.9;-2.7
772;4634 Wholesale of beverages;2007 3rd quarter;92.9;-0.2
773;4634 Wholesale of beverages;2007 4th quarter;114.4;1.3
774;4634 Wholesale of beverages;2007;94.3;1.2
775;4634 Wholesale of beverages;2008 1st quarter;77.9;1.0
776;4634 Wholesale of beverages;2008 2nd quarter;88.6;-4.6
777;4634 Wholesale of beverages;2008 3rd quarter;99.6;7.2
778;4634 Wholesale of beverages;2008 4th quarter;107.8;-5.8
779;4634 Wholesale of beverages;2008;93.5;-0.9
780;4634 Wholesale of beverages;2009 1st quarter;68.9;-11.5
781;4634 Wholesale of beverages;2009 2nd quarter;88.0;-0.7
782;4634 Wholesale of beverages;2009 3rd quarter;86.0;-13.6
783;4634 Wholesale of beverages;2009 4th quarter;102.5;-4.9
784;4634 Wholesale of beverages;2009;86.4;-7.6
785;4634 Wholesale of beverages;2010 1st quarter;71.3;3.4
786;4634 Wholesale of beverages;2010 2nd quarter;90.7;3.1
787;4634 Wholesale of beverages;2010 3rd quarter;83.6;-2.8
788;4634 Wholesale of beverages;2010 4th quarter;101.5;-0.9
789;4634 Wholesale of beverages;2010;86.8;0.5
790;4634 Wholesale of beverages;2011 1st quarter;73.9;3.8
791;4634 Wholesale of beverages;2011 2nd quarter;90.2;-0.5
792;4634 Wholesale of beverages;2011 3rd quarter;93.0;11.2
793;4634 Wholesale of beverages;2011 4th quarter;105.7;4.1
794;4634 Wholesale of beverages;2011;90.7;4.5
795;4634 Wholesale of beverages;2012 1st quarter;78.3;5.8
796;4634 Wholesale of beverages;2012 2nd quarter;93.5;3.7
797;4634 Wholesale of beverages;2012 3rd quarter;94.8;1.9
798;4634 Wholesale of beverages;2012 4th quarter;108.3;2.4
799;4634 Wholesale of beverages;2012;93.7;3.3
800;4634 Wholesale of beverages;2013 1st quarter;77.8;-0.6
801;4634 Wholesale of beverages;2013 2nd quarter;93.7;0.1
802;4634 Wholesale of beverages;2013 3rd quarter;91.2;-3.7
803;4634 Wholesale of beverages;2013 4th quarter;104.1;-3.9
804;4634 Wholesale of beverages;2013;91.7;-2.2
805;4634 Wholesale of beverages;2014 1st quarter;78.3;0.6
806;4634 Wholesale of beverages;2014 2nd quarter;99.6;6.4
807;4634 Wholesale of beverages;2014 3rd quarter;90.9;-0.4
808;4634 Wholesale of beverages;2014 4th quarter;109.8;5.5
809;4634 Wholesale of beverages;2014;94.7;3.2
810;4634 Wholesale of beverages;2015 1st quarter;80.8;3.3
811;4634 Wholesale of beverages;2015 2nd quarter;101.9;2.3
812;4634 Wholesale of beverages;2015 3rd quarter;102.0;12.2
813;4634 Wholesale of beverages;2015 4th quarter;115.3;4.9
814;4634 Wholesale of beverages;2015;100.0;5.6
815;4634 Wholesale of beverages;2016 1st quarter;83.2;2.9
