ID;BedrijfstakkenBranchesSBI2008;KenmerkenBedrijfsbestelautoS;Perioden;BedrijfsbestelautoS_1
327;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;29259
328;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2009;6
329;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2010;6
330;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2011;8
331;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2012;8
332;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2013;9
333;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2014;9
334;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2015;11
335;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2016;9
336;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 175 cm;2009;14358
337;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 175 cm;2010;13332
338;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 175 cm;2011;12466
339;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 175 cm;2012;11055
340;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 175 cm;2013;10130
341;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 175 cm;2014;9025
342;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 175 cm;2015;8722
343;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 0 tot 175 cm;2016;7995
344;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 175 tot 185 cm;2009;13839
345;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 175 tot 185 cm;2010;14267
346;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 175 tot 185 cm;2011;14958
347;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 175 tot 185 cm;2012;14435
348;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 175 tot 185 cm;2013;15008
349;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 175 tot 185 cm;2014;15553
350;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 175 tot 185 cm;2015;16419
351;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 175 tot 185 cm;2016;18107
352;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 185 tot 195 cm;2009;22391
353;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 185 tot 195 cm;2010;22348
354;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 185 tot 195 cm;2011;22726
355;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 185 tot 195 cm;2012;21402
356;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 185 tot 195 cm;2013;21512
357;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 185 tot 195 cm;2014;21196
358;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 185 tot 195 cm;2015;21658
359;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 185 tot 195 cm;2016;21946
360;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 195 tot 205 cm;2009;13028
361;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 195 tot 205 cm;2010;13208
362;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 195 tot 205 cm;2011;14170
363;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 195 tot 205 cm;2012;13353
364;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 195 tot 205 cm;2013;13698
365;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 195 tot 205 cm;2014;14014
366;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 195 tot 205 cm;2015;15141
367;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 195 tot 205 cm;2016;17352
368;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 205 cm of meer;2009;6460
369;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 205 cm of meer;2010;6968
370;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 205 cm of meer;2011;7793
371;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 205 cm of meer;2012;8329
372;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 205 cm of meer;2013;8823
373;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 205 cm of meer;2014;9275
374;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 205 cm of meer;2015;10188
375;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: 205 cm of meer;2016;11537
376;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2009;2959
377;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2010;3415
378;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2011;4322
379;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2012;4173
380;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2013;4074
381;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2014;3389
382;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2015;3
383;B-E Nijverheid (geen bouw) en energie;Voertuigbreedte: onbekend;2016;2
384;G-I Handel, vervoer en horeca;Totaal;2009;261882
385;G-I Handel, vervoer en horeca;Totaal;2010;262772
386;G-I Handel, vervoer en horeca;Totaal;2011;260264
387;G-I Handel, vervoer en horeca;Totaal;2012;262228
388;G-I Handel, vervoer en horeca;Totaal;2013;256774
389;G-I Handel, vervoer en horeca;Totaal;2014;255446
390;G-I Handel, vervoer en horeca;Totaal;2015;259063
391;G-I Handel, vervoer en horeca;Totaal;2016;273291
392;G-I Handel, vervoer en horeca;Brandstofsoort: benzine;2009;7692
393;G-I Handel, vervoer en horeca;Brandstofsoort: benzine;2010;7127
394;G-I Handel, vervoer en horeca;Brandstofsoort: benzine;2011;6747
395;G-I Handel, vervoer en horeca;Brandstofsoort: benzine;2012;6494
396;G-I Handel, vervoer en horeca;Brandstofsoort: benzine;2013;6060
397;G-I Handel, vervoer en horeca;Brandstofsoort: benzine;2014;5668
398;G-I Handel, vervoer en horeca;Brandstofsoort: benzine;2015;5257
399;G-I Handel, vervoer en horeca;Brandstofsoort: benzine;2016;5380
400;G-I Handel, vervoer en horeca;Brandstofsoort: diesel;2009;248889
401;G-I Handel, vervoer en horeca;Brandstofsoort: diesel;2010;250257
402;G-I Handel, vervoer en horeca;Brandstofsoort: diesel;2011;247962
403;G-I Handel, vervoer en horeca;Brandstofsoort: diesel;2012;249966
404;G-I Handel, vervoer en horeca;Brandstofsoort: diesel;2013;244855
405;G-I Handel, vervoer en horeca;Brandstofsoort: diesel;2014;243244
406;G-I Handel, vervoer en horeca;Brandstofsoort: diesel;2015;247369
407;G-I Handel, vervoer en horeca;Brandstofsoort: diesel;2016;261020
408;G-I Handel, vervoer en horeca;Brandstofsoort: overige;2009;5301
409;G-I Handel, vervoer en horeca;Brandstofsoort: overige;2010;5388
410;G-I Handel, vervoer en horeca;Brandstofsoort: overige;2011;5555
411;G-I Handel, vervoer en horeca;Brandstofsoort: overige;2012;5768
412;G-I Handel, vervoer en horeca;Brandstofsoort: overige;2013;5858
413;G-I Handel, vervoer en horeca;Brandstofsoort: overige;2014;6530
414;G-I Handel, vervoer en horeca;Brandstofsoort: overige;2015;6437
415;G-I Handel, vervoer en horeca;Brandstofsoort: overige;2016;6891
416;G-I Handel, vervoer en horeca;Leeftijd: 0 tot 4 jaar;2009;87384
417;G-I Handel, vervoer en horeca;Leeftijd: 0 tot 4 jaar;2010;83742
418;G-I Handel, vervoer en horeca;Leeftijd: 0 tot 4 jaar;2011;76356
419;G-I Handel, vervoer en horeca;Leeftijd: 0 tot 4 jaar;2012;69346
420;G-I Handel, vervoer en horeca;Leeftijd: 0 tot 4 jaar;2013;71009
421;G-I Handel, vervoer en horeca;Leeftijd: 0 tot 4 jaar;2014;71107
422;G-I Handel, vervoer en horeca;Leeftijd: 0 tot 4 jaar;2015;73546
423;G-I Handel, vervoer en horeca;Leeftijd: 0 tot 4 jaar;2016;79715
424;G-I Handel, vervoer en horeca;Leeftijd: 4 tot 10 jaar;2009;103812
425;G-I Handel, vervoer en horeca;Leeftijd: 4 tot 10 jaar;2010;99824
426;G-I Handel, vervoer en horeca;Leeftijd: 4 tot 10 jaar;2011;101318
427;G-I Handel, vervoer en horeca;Leeftijd: 4 tot 10 jaar;2012;106031
428;G-I Handel, vervoer en horeca;Leeftijd: 4 tot 10 jaar;2013;97503
429;G-I Handel, vervoer en horeca;Leeftijd: 4 tot 10 jaar;2014;90940
430;G-I Handel, vervoer en horeca;Leeftijd: 4 tot 10 jaar;2015;91166
431;G-I Handel, vervoer en horeca;Leeftijd: 4 tot 10 jaar;2016;94748
432;G-I Handel, vervoer en horeca;Leeftijd: 10 jaar of ouder;2009;70686
433;G-I Handel, vervoer en horeca;Leeftijd: 10 jaar of ouder;2010;79206
434;G-I Handel, vervoer en horeca;Leeftijd: 10 jaar of ouder;2011;82590
435;G-I Handel, vervoer en horeca;Leeftijd: 10 jaar of ouder;2012;86851
436;G-I Handel, vervoer en horeca;Leeftijd: 10 jaar of ouder;2013;88262
437;G-I Handel, vervoer en horeca;Leeftijd: 10 jaar of ouder;2014;93399
438;G-I Handel, vervoer en horeca;Leeftijd: 10 jaar of ouder;2015;94351
439;G-I Handel, vervoer en horeca;Leeftijd: 10 jaar of ouder;2016;98828
440;G-I Handel, vervoer en horeca;Leeftijd: onbekend;2009;0
441;G-I Handel, vervoer en horeca;Leeftijd: onbekend;2010;0
442;G-I Handel, vervoer en horeca;Leeftijd: onbekend;2011;0
443;G-I Handel, vervoer en horeca;Leeftijd: onbekend;2012;0
444;G-I Handel, vervoer en horeca;Leeftijd: onbekend;2013;0
445;G-I Handel, vervoer en horeca;Leeftijd: onbekend;2014;0
446;G-I Handel, vervoer en horeca;Leeftijd: onbekend;2015;0
447;G-I Handel, vervoer en horeca;Leeftijd: onbekend;2016;0
448;G-I Handel, vervoer en horeca;Laadvermogen: minder dan 600 kg;2009;49144
449;G-I Handel, vervoer en horeca;Laadvermogen: minder dan 600 kg;2010;48492
450;G-I Handel, vervoer en horeca;Laadvermogen: minder dan 600 kg;2011;46459
451;G-I Handel, vervoer en horeca;Laadvermogen: minder dan 600 kg;2012;45297
452;G-I Handel, vervoer en horeca;Laadvermogen: minder dan 600 kg;2013;43606
453;G-I Handel, vervoer en horeca;Laadvermogen: minder dan 600 kg;2014;41142
454;G-I Handel, vervoer en horeca;Laadvermogen: minder dan 600 kg;2015;38825
455;G-I Handel, vervoer en horeca;Laadvermogen: minder dan 600 kg;2016;37637
456;G-I Handel, vervoer en horeca;Laadvermogen: 600 tot 1 000 kg;2009;118463
457;G-I Handel, vervoer en horeca;Laadvermogen: 600 tot 1 000 kg;2010;119420
458;G-I Handel, vervoer en horeca;Laadvermogen: 600 tot 1 000 kg;2011;120252
459;G-I Handel, vervoer en horeca;Laadvermogen: 600 tot 1 000 kg;2012;123142
460;G-I Handel, vervoer en horeca;Laadvermogen: 600 tot 1 000 kg;2013;122605
461;G-I Handel, vervoer en horeca;Laadvermogen: 600 tot 1 000 kg;2014;124699
462;G-I Handel, vervoer en horeca;Laadvermogen: 600 tot 1 000 kg;2015;128889
463;G-I Handel, vervoer en horeca;Laadvermogen: 600 tot 1 000 kg;2016;137155
464;G-I Handel, vervoer en horeca;Laadvermogen: 1 000 tot 1 500 kg;2009;79455
465;G-I Handel, vervoer en horeca;Laadvermogen: 1 000 tot 1 500 kg;2010;79682
466;G-I Handel, vervoer en horeca;Laadvermogen: 1 000 tot 1 500 kg;2011;78189
467;G-I Handel, vervoer en horeca;Laadvermogen: 1 000 tot 1 500 kg;2012;78985
468;G-I Handel, vervoer en horeca;Laadvermogen: 1 000 tot 1 500 kg;2013;76933
469;G-I Handel, vervoer en horeca;Laadvermogen: 1 000 tot 1 500 kg;2014;76605
470;G-I Handel, vervoer en horeca;Laadvermogen: 1 000 tot 1 500 kg;2015;78927
471;G-I Handel, vervoer en horeca;Laadvermogen: 1 000 tot 1 500 kg;2016;85358
472;G-I Handel, vervoer en horeca;Laadvermogen: 1 500 kg of meer;2009;14756
473;G-I Handel, vervoer en horeca;Laadvermogen: 1 500 kg of meer;2010;15120
474;G-I Handel, vervoer en horeca;Laadvermogen: 1 500 kg of meer;2011;15301
475;G-I Handel, vervoer en horeca;Laadvermogen: 1 500 kg of meer;2012;14748
476;G-I Handel, vervoer en horeca;Laadvermogen: 1 500 kg of meer;2013;13583
477;G-I Handel, vervoer en horeca;Laadvermogen: 1 500 kg of meer;2014;12962
478;G-I Handel, vervoer en horeca;Laadvermogen: 1 500 kg of meer;2015;12381
479;G-I Handel, vervoer en horeca;Laadvermogen: 1 500 kg of meer;2016;13102
480;G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2009;64
481;G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2010;58
482;G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2011;63
483;G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2012;56
484;G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2013;47
485;G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2014;38
486;G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2015;41
487;G-I Handel, vervoer en horeca;Laadvermogen: onbekend;2016;39
488;G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 2 000 kg;2009;65345
489;G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 2 000 kg;2010;63704
490;G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 2 000 kg;2011;61513
491;G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 2 000 kg;2012;60099
492;G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 2 000 kg;2013;57787
493;G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 2 000 kg;2014;55790
494;G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 2 000 kg;2015;54394
495;G-I Handel, vervoer en horeca;Gewicht volle wagen: tot 2 000 kg;2016;55321
496;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;39275
497;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;40886
498;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;40798
499;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;41793
500;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;41097
501;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;41982
502;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;43328
503;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;46547
504;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;88193
505;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;86855
506;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;84675
507;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;84247
508;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;81225
509;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;79226
510;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;79477
511;G-I Handel, vervoer en horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;81544
512;G-I Handel, vervoer en horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;69020
513;G-I Handel, vervoer en horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2010;71287
514;G-I Handel, vervoer en horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2011;73227
515;G-I Handel, vervoer en horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2012;76046
516;G-I Handel, vervoer en horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2013;76626
517;G-I Handel, vervoer en horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2014;78415
518;G-I Handel, vervoer en horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2015;81823
519;G-I Handel, vervoer en horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;89842
520;G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2009;49
521;G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2010;40
522;G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2011;51
523;G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2012;43
524;G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2013;39
525;G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2014;33
526;G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2015;41
527;G-I Handel, vervoer en horeca;Gewicht volle wagen: onbekend;2016;37
528;G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 175 cm;2009;61424
529;G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 175 cm;2010;57065
530;G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 175 cm;2011;52345
531;G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 175 cm;2012;48379
532;G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 175 cm;2013;44585
533;G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 175 cm;2014;41329
534;G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 175 cm;2015;44296
535;G-I Handel, vervoer en horeca;Voertuigbreedte: 0 tot 175 cm;2016;42101
536;G-I Handel, vervoer en horeca;Voertuigbreedte: 175 tot 185 cm;2009;46132
537;G-I Handel, vervoer en horeca;Voertuigbreedte: 175 tot 185 cm;2010;46366
538;G-I Handel, vervoer en horeca;Voertuigbreedte: 175 tot 185 cm;2011;45977
539;G-I Handel, vervoer en horeca;Voertuigbreedte: 175 tot 185 cm;2012;47839
540;G-I Handel, vervoer en horeca;Voertuigbreedte: 175 tot 185 cm;2013;49847
541;G-I Handel, vervoer en horeca;Voertuigbreedte: 175 tot 185 cm;2014;52731
542;G-I Handel, vervoer en horeca;Voertuigbreedte: 175 tot 185 cm;2015;60983
543;G-I Handel, vervoer en horeca;Voertuigbreedte: 175 tot 185 cm;2016;66600
544;G-I Handel, vervoer en horeca;Voertuigbreedte: 185 tot 195 cm;2009;71592
545;G-I Handel, vervoer en horeca;Voertuigbreedte: 185 tot 195 cm;2010;70077
546;G-I Handel, vervoer en horeca;Voertuigbreedte: 185 tot 195 cm;2011;67711
547;G-I Handel, vervoer en horeca;Voertuigbreedte: 185 tot 195 cm;2012;67063
548;G-I Handel, vervoer en horeca;Voertuigbreedte: 185 tot 195 cm;2013;65643
549;G-I Handel, vervoer en horeca;Voertuigbreedte: 185 tot 195 cm;2014;64926
550;G-I Handel, vervoer en horeca;Voertuigbreedte: 185 tot 195 cm;2015;70499
551;G-I Handel, vervoer en horeca;Voertuigbreedte: 185 tot 195 cm;2016;72616
552;G-I Handel, vervoer en horeca;Voertuigbreedte: 195 tot 205 cm;2009;37524
553;G-I Handel, vervoer en horeca;Voertuigbreedte: 195 tot 205 cm;2010;38371
554;G-I Handel, vervoer en horeca;Voertuigbreedte: 195 tot 205 cm;2011;39207
555;G-I Handel, vervoer en horeca;Voertuigbreedte: 195 tot 205 cm;2012;40222
556;G-I Handel, vervoer en horeca;Voertuigbreedte: 195 tot 205 cm;2013;41189
557;G-I Handel, vervoer en horeca;Voertuigbreedte: 195 tot 205 cm;2014;43008
558;G-I Handel, vervoer en horeca;Voertuigbreedte: 195 tot 205 cm;2015;50300
559;G-I Handel, vervoer en horeca;Voertuigbreedte: 195 tot 205 cm;2016;55374
560;G-I Handel, vervoer en horeca;Voertuigbreedte: 205 cm of meer;2009;20053
561;G-I Handel, vervoer en horeca;Voertuigbreedte: 205 cm of meer;2010;21036
562;G-I Handel, vervoer en horeca;Voertuigbreedte: 205 cm of meer;2011;22890
563;G-I Handel, vervoer en horeca;Voertuigbreedte: 205 cm of meer;2012;24699
564;G-I Handel, vervoer en horeca;Voertuigbreedte: 205 cm of meer;2013;26216
565;G-I Handel, vervoer en horeca;Voertuigbreedte: 205 cm of meer;2014;27852
566;G-I Handel, vervoer en horeca;Voertuigbreedte: 205 cm of meer;2015;32979
567;G-I Handel, vervoer en horeca;Voertuigbreedte: 205 cm of meer;2016;36594
568;G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2009;25157
569;G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2010;29857
570;G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2011;32134
571;G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2012;34026
572;G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2013;29294
573;G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2014;25600
574;G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2015;6
575;G-I Handel, vervoer en horeca;Voertuigbreedte: onbekend;2016;6
576;M-N Zakelijke dienstverlening;Totaal;2009;108462
577;M-N Zakelijke dienstverlening;Totaal;2010;108960
578;M-N Zakelijke dienstverlening;Totaal;2011;113481
579;M-N Zakelijke dienstverlening;Totaal;2012;114732
580;M-N Zakelijke dienstverlening;Totaal;2013;115458
581;M-N Zakelijke dienstverlening;Totaal;2014;116321
582;M-N Zakelijke dienstverlening;Totaal;2015;120400
583;M-N Zakelijke dienstverlening;Totaal;2016;120805
584;M-N Zakelijke dienstverlening;Brandstofsoort: benzine;2009;1963
