ID;Geslacht;Leeftijd;Perioden;Overledenen_1;Immigratie_2;EmigratieInclusiefCorrecties_3;MigratiesaldoInclusiefCorrecties_4
5515;Mannen en Vrouwen;65 tot 70 jaar;2055;4655;1260;3032;-1772
5516;Mannen en Vrouwen;65 tot 70 jaar;2056;4601;1260;3064;-1804
5517;Mannen en Vrouwen;65 tot 70 jaar;2057;4537;1258;3089;-1831
5518;Mannen en Vrouwen;65 tot 70 jaar;2058;4475;1259;3111;-1852
5519;Mannen en Vrouwen;65 tot 70 jaar;2059;4411;1260;3132;-1872
5520;Mannen en Vrouwen;70 tot 75 jaar;2012;12906;586;920;-334
5521;Mannen en Vrouwen;70 tot 75 jaar;2013;13083;584;920;-336
5522;Mannen en Vrouwen;70 tot 75 jaar;2014;13350;585;931;-346
5523;Mannen en Vrouwen;70 tot 75 jaar;2015;13428;594;935;-341
5524;Mannen en Vrouwen;70 tot 75 jaar;2016;14522;600;992;-392
5525;Mannen en Vrouwen;70 tot 75 jaar;2017;15436;611;1025;-414
5526;Mannen en Vrouwen;70 tot 75 jaar;2018;16014;619;1074;-455
5527;Mannen en Vrouwen;70 tot 75 jaar;2019;16378;620;1109;-489
5528;Mannen en Vrouwen;70 tot 75 jaar;2020;16902;621;1145;-524
5529;Mannen en Vrouwen;70 tot 75 jaar;2021;16172;623;1146;-523
5530;Mannen en Vrouwen;70 tot 75 jaar;2022;15656;625;1156;-531
5531;Mannen en Vrouwen;70 tot 75 jaar;2023;15339;627;1169;-542
5532;Mannen en Vrouwen;70 tot 75 jaar;2024;15174;629;1192;-563
5533;Mannen en Vrouwen;70 tot 75 jaar;2025;15093;633;1213;-580
5534;Mannen en Vrouwen;70 tot 75 jaar;2026;15078;632;1258;-626
5535;Mannen en Vrouwen;70 tot 75 jaar;2027;14971;633;1294;-661
5536;Mannen en Vrouwen;70 tot 75 jaar;2028;14895;634;1337;-703
5537;Mannen en Vrouwen;70 tot 75 jaar;2029;14824;634;1383;-749
5538;Mannen en Vrouwen;70 tot 75 jaar;2030;14725;637;1443;-806
5539;Mannen en Vrouwen;70 tot 75 jaar;2031;14617;641;1479;-838
5540;Mannen en Vrouwen;70 tot 75 jaar;2032;14494;643;1536;-893
5541;Mannen en Vrouwen;70 tot 75 jaar;2033;14373;646;1590;-944
5542;Mannen en Vrouwen;70 tot 75 jaar;2034;14225;648;1648;-1000
5543;Mannen en Vrouwen;70 tot 75 jaar;2035;14037;652;1680;-1028
5544;Mannen en Vrouwen;70 tot 75 jaar;2036;13739;656;1716;-1060
5545;Mannen en Vrouwen;70 tot 75 jaar;2037;13412;654;1731;-1077
5546;Mannen en Vrouwen;70 tot 75 jaar;2038;13047;661;1755;-1094
5547;Mannen en Vrouwen;70 tot 75 jaar;2039;12731;663;1775;-1112
5548;Mannen en Vrouwen;70 tot 75 jaar;2040;12433;667;1797;-1130
5549;Mannen en Vrouwen;70 tot 75 jaar;2041;12109;669;1809;-1140
5550;Mannen en Vrouwen;70 tot 75 jaar;2042;11725;671;1828;-1157
5551;Mannen en Vrouwen;70 tot 75 jaar;2043;11197;674;1821;-1147
5552;Mannen en Vrouwen;70 tot 75 jaar;2044;10480;677;1800;-1123
5553;Mannen en Vrouwen;70 tot 75 jaar;2045;9757;678;1771;-1093
5554;Mannen en Vrouwen;70 tot 75 jaar;2046;9120;677;1746;-1069
5555;Mannen en Vrouwen;70 tot 75 jaar;2047;8579;681;1729;-1048
5556;Mannen en Vrouwen;70 tot 75 jaar;2048;8226;683;1725;-1042
5557;Mannen en Vrouwen;70 tot 75 jaar;2049;7941;687;1723;-1036
5558;Mannen en Vrouwen;70 tot 75 jaar;2050;7779;689;1736;-1047
5559;Mannen en Vrouwen;70 tot 75 jaar;2051;7618;691;1755;-1064
5560;Mannen en Vrouwen;70 tot 75 jaar;2052;7453;692;1767;-1075
5561;Mannen en Vrouwen;70 tot 75 jaar;2053;7268;691;1778;-1087
5562;Mannen en Vrouwen;70 tot 75 jaar;2054;7118;693;1796;-1103
5563;Mannen en Vrouwen;70 tot 75 jaar;2055;6936;693;1811;-1118
5564;Mannen en Vrouwen;70 tot 75 jaar;2056;6810;693;1830;-1137
5565;Mannen en Vrouwen;70 tot 75 jaar;2057;6746;693;1846;-1153
5566;Mannen en Vrouwen;70 tot 75 jaar;2058;6693;691;1865;-1174
5567;Mannen en Vrouwen;70 tot 75 jaar;2059;6626;691;1876;-1185
5568;Mannen en Vrouwen;75 tot 80 jaar;2012;17458;361;480;-119
5569;Mannen en Vrouwen;75 tot 80 jaar;2013;17600;361;497;-136
5570;Mannen en Vrouwen;75 tot 80 jaar;2014;17745;360;515;-155
5571;Mannen en Vrouwen;75 tot 80 jaar;2015;17990;359;542;-183
5572;Mannen en Vrouwen;75 tot 80 jaar;2016;18082;362;545;-183
5573;Mannen en Vrouwen;75 tot 80 jaar;2017;18335;367;552;-185
5574;Mannen en Vrouwen;75 tot 80 jaar;2018;18615;369;570;-201
5575;Mannen en Vrouwen;75 tot 80 jaar;2019;19022;373;594;-221
5576;Mannen en Vrouwen;75 tot 80 jaar;2020;19152;372;613;-241
5577;Mannen en Vrouwen;75 tot 80 jaar;2021;20723;374;660;-286
5578;Mannen en Vrouwen;75 tot 80 jaar;2022;22057;374;699;-325
5579;Mannen en Vrouwen;75 tot 80 jaar;2023;22909;374;740;-366
5580;Mannen en Vrouwen;75 tot 80 jaar;2024;23460;376;769;-393
5581;Mannen en Vrouwen;75 tot 80 jaar;2025;24236;381;804;-423
5582;Mannen en Vrouwen;75 tot 80 jaar;2026;23199;384;813;-429
5583;Mannen en Vrouwen;75 tot 80 jaar;2027;22442;386;830;-444
5584;Mannen en Vrouwen;75 tot 80 jaar;2028;21949;385;846;-461
5585;Mannen en Vrouwen;75 tot 80 jaar;2029;21660;388;874;-486
5586;Mannen en Vrouwen;75 tot 80 jaar;2030;21493;388;894;-506
5587;Mannen en Vrouwen;75 tot 80 jaar;2031;21440;385;937;-552
5588;Mannen en Vrouwen;75 tot 80 jaar;2032;21276;386;971;-585
5589;Mannen en Vrouwen;75 tot 80 jaar;2033;21200;388;1015;-627
5590;Mannen en Vrouwen;75 tot 80 jaar;2034;21156;391;1056;-665
5591;Mannen en Vrouwen;75 tot 80 jaar;2035;21093;392;1116;-724
5592;Mannen en Vrouwen;75 tot 80 jaar;2036;21029;396;1154;-758
5593;Mannen en Vrouwen;75 tot 80 jaar;2037;20943;395;1210;-815
5594;Mannen en Vrouwen;75 tot 80 jaar;2038;20851;398;1261;-863
5595;Mannen en Vrouwen;75 tot 80 jaar;2039;20711;399;1319;-920
5596;Mannen en Vrouwen;75 tot 80 jaar;2040;20512;400;1356;-956
5597;Mannen en Vrouwen;75 tot 80 jaar;2041;20143;403;1397;-994
5598;Mannen en Vrouwen;75 tot 80 jaar;2042;19730;405;1411;-1006
5599;Mannen en Vrouwen;75 tot 80 jaar;2043;19257;406;1442;-1036
5600;Mannen en Vrouwen;75 tot 80 jaar;2044;18847;409;1466;-1057
5601;Mannen en Vrouwen;75 tot 80 jaar;2045;18463;410;1495;-1085
5602;Mannen en Vrouwen;75 tot 80 jaar;2046;18044;412;1518;-1106
5603;Mannen en Vrouwen;75 tot 80 jaar;2047;17532;414;1548;-1134
5604;Mannen en Vrouwen;75 tot 80 jaar;2048;16799;414;1554;-1140
5605;Mannen en Vrouwen;75 tot 80 jaar;2049;15774;415;1550;-1135
5606;Mannen en Vrouwen;75 tot 80 jaar;2050;14729;418;1529;-1111
5607;Mannen en Vrouwen;75 tot 80 jaar;2051;13805;420;1508;-1088
5608;Mannen en Vrouwen;75 tot 80 jaar;2052;13016;421;1496;-1075
5609;Mannen en Vrouwen;75 tot 80 jaar;2053;12510;423;1494;-1071
5610;Mannen en Vrouwen;75 tot 80 jaar;2054;12107;423;1490;-1067
5611;Mannen en Vrouwen;75 tot 80 jaar;2055;11891;425;1500;-1075
5612;Mannen en Vrouwen;75 tot 80 jaar;2056;11675;426;1515;-1089
5613;Mannen en Vrouwen;75 tot 80 jaar;2057;11453;427;1524;-1097
5614;Mannen en Vrouwen;75 tot 80 jaar;2058;11200;427;1532;-1105
5615;Mannen en Vrouwen;75 tot 80 jaar;2059;10999;427;1547;-1120
5616;Mannen en Vrouwen;80 tot 85 jaar;2012;23640;177;233;-56
5617;Mannen en Vrouwen;80 tot 85 jaar;2013;23636;176;239;-63
5618;Mannen en Vrouwen;80 tot 85 jaar;2014;23701;180;246;-66
5619;Mannen en Vrouwen;80 tot 85 jaar;2015;23578;178;249;-71
5620;Mannen en Vrouwen;80 tot 85 jaar;2016;23595;179;260;-81
5621;Mannen en Vrouwen;80 tot 85 jaar;2017;23532;184;266;-82
5622;Mannen en Vrouwen;80 tot 85 jaar;2018;23861;188;288;-100
5623;Mannen en Vrouwen;80 tot 85 jaar;2019;24190;189;310;-121
5624;Mannen en Vrouwen;80 tot 85 jaar;2020;24658;191;338;-147
5625;Mannen en Vrouwen;80 tot 85 jaar;2021;24906;188;350;-162
5626;Mannen en Vrouwen;80 tot 85 jaar;2022;25361;186;368;-182
5627;Mannen en Vrouwen;80 tot 85 jaar;2023;25869;187;378;-191
5628;Mannen en Vrouwen;80 tot 85 jaar;2024;26545;187;395;-208
5629;Mannen en Vrouwen;80 tot 85 jaar;2025;26831;190;410;-220
5630;Mannen en Vrouwen;80 tot 85 jaar;2026;29153;191;442;-251
5631;Mannen en Vrouwen;80 tot 85 jaar;2027;31130;192;470;-278
5632;Mannen en Vrouwen;80 tot 85 jaar;2028;32419;193;501;-308
5633;Mannen en Vrouwen;80 tot 85 jaar;2029;33267;195;525;-330
5634;Mannen en Vrouwen;80 tot 85 jaar;2030;34375;195;553;-358
5635;Mannen en Vrouwen;80 tot 85 jaar;2031;32976;196;563;-367
5636;Mannen en Vrouwen;80 tot 85 jaar;2032;31969;198;580;-382
5637;Mannen en Vrouwen;80 tot 85 jaar;2033;31328;199;593;-394
5638;Mannen en Vrouwen;80 tot 85 jaar;2034;30974;201;616;-415
5639;Mannen en Vrouwen;80 tot 85 jaar;2035;30807;203;636;-433
5640;Mannen en Vrouwen;80 tot 85 jaar;2036;30818;204;670;-466
5641;Mannen en Vrouwen;80 tot 85 jaar;2037;30712;204;701;-497
5642;Mannen en Vrouwen;80 tot 85 jaar;2038;30765;205;735;-530
5643;Mannen en Vrouwen;80 tot 85 jaar;2039;30903;205;769;-564
5644;Mannen en Vrouwen;80 tot 85 jaar;2040;31029;208;816;-608
5645;Mannen en Vrouwen;80 tot 85 jaar;2041;31165;207;853;-646
5646;Mannen en Vrouwen;80 tot 85 jaar;2042;31260;209;900;-691
5647;Mannen en Vrouwen;80 tot 85 jaar;2043;31343;211;941;-730
5648;Mannen en Vrouwen;80 tot 85 jaar;2044;31338;211;988;-777
5649;Mannen en Vrouwen;80 tot 85 jaar;2045;31232;211;1024;-813
5650;Mannen en Vrouwen;80 tot 85 jaar;2046;30857;211;1059;-848
5651;Mannen en Vrouwen;80 tot 85 jaar;2047;30409;211;1073;-862
5652;Mannen en Vrouwen;80 tot 85 jaar;2048;29860;212;1099;-887
5653;Mannen en Vrouwen;80 tot 85 jaar;2049;29403;214;1126;-912
5654;Mannen en Vrouwen;80 tot 85 jaar;2050;28983;214;1156;-942
5655;Mannen en Vrouwen;80 tot 85 jaar;2051;28501;215;1182;-967
5656;Mannen en Vrouwen;80 tot 85 jaar;2052;27857;216;1207;-991
5657;Mannen en Vrouwen;80 tot 85 jaar;2053;26850;216;1214;-998
5658;Mannen en Vrouwen;80 tot 85 jaar;2054;25355;216;1214;-998
5659;Mannen en Vrouwen;80 tot 85 jaar;2055;23806;217;1198;-981
5660;Mannen en Vrouwen;80 tot 85 jaar;2056;22439;219;1184;-965
5661;Mannen en Vrouwen;80 tot 85 jaar;2057;21276;219;1174;-955
5662;Mannen en Vrouwen;80 tot 85 jaar;2058;20556;219;1169;-950
5663;Mannen en Vrouwen;80 tot 85 jaar;2059;20004;218;1170;-952
5664;Mannen en Vrouwen;85 tot 90 jaar;2012;25143;82;104;-22
5665;Mannen en Vrouwen;85 tot 90 jaar;2013;25251;83;103;-20
5666;Mannen en Vrouwen;85 tot 90 jaar;2014;25442;86;104;-18
5667;Mannen en Vrouwen;85 tot 90 jaar;2015;25880;86;104;-18
5668;Mannen en Vrouwen;85 tot 90 jaar;2016;26232;86;106;-20
5669;Mannen en Vrouwen;85 tot 90 jaar;2017;26710;88;106;-18
5670;Mannen en Vrouwen;85 tot 90 jaar;2018;26883;86;113;-27
5671;Mannen en Vrouwen;85 tot 90 jaar;2019;27144;88;119;-31
5672;Mannen en Vrouwen;85 tot 90 jaar;2020;27224;88;124;-36
5673;Mannen en Vrouwen;85 tot 90 jaar;2021;27471;86;130;-44
5674;Mannen en Vrouwen;85 tot 90 jaar;2022;27638;85;138;-53
5675;Mannen en Vrouwen;85 tot 90 jaar;2023;28275;85;148;-63
5676;Mannen en Vrouwen;85 tot 90 jaar;2024;28928;85;158;-73
5677;Mannen en Vrouwen;85 tot 90 jaar;2025;29746;85;170;-85
5678;Mannen en Vrouwen;85 tot 90 jaar;2026;30285;85;179;-94
5679;Mannen en Vrouwen;85 tot 90 jaar;2027;31070;85;189;-104
5680;Mannen en Vrouwen;85 tot 90 jaar;2028;31971;85;195;-110
5681;Mannen en Vrouwen;85 tot 90 jaar;2029;33084;85;205;-120
5682;Mannen en Vrouwen;85 tot 90 jaar;2030;33669;85;215;-130
5683;Mannen en Vrouwen;85 tot 90 jaar;2031;36933;84;233;-149
5684;Mannen en Vrouwen;85 tot 90 jaar;2032;39670;84;253;-169
5685;Mannen en Vrouwen;85 tot 90 jaar;2033;41454;86;272;-186
5686;Mannen en Vrouwen;85 tot 90 jaar;2034;42620;87;287;-200
5687;Mannen en Vrouwen;85 tot 90 jaar;2035;43999;87;305;-218
5688;Mannen en Vrouwen;85 tot 90 jaar;2036;42426;87;309;-222
5689;Mannen en Vrouwen;85 tot 90 jaar;2037;41385;88;316;-228
5690;Mannen en Vrouwen;85 tot 90 jaar;2038;40831;90;323;-233
5691;Mannen en Vrouwen;85 tot 90 jaar;2039;40661;91;334;-243
5692;Mannen en Vrouwen;85 tot 90 jaar;2040;40745;91;346;-255
5693;Mannen en Vrouwen;85 tot 90 jaar;2041;41080;93;364;-271
5694;Mannen en Vrouwen;85 tot 90 jaar;2042;41288;94;379;-285
5695;Mannen en Vrouwen;85 tot 90 jaar;2043;41720;94;392;-298
5696;Mannen en Vrouwen;85 tot 90 jaar;2044;42276;94;409;-315
5697;Mannen en Vrouwen;85 tot 90 jaar;2045;42802;95;433;-338
5698;Mannen en Vrouwen;85 tot 90 jaar;2046;43369;96;452;-356
5699;Mannen en Vrouwen;85 tot 90 jaar;2047;43873;97;475;-378
5700;Mannen en Vrouwen;85 tot 90 jaar;2048;44352;98;497;-399
5701;Mannen en Vrouwen;85 tot 90 jaar;2049;44708;99;522;-423
5702;Mannen en Vrouwen;85 tot 90 jaar;2050;44904;99;541;-442
5703;Mannen en Vrouwen;85 tot 90 jaar;2051;44702;99;558;-459
5704;Mannen en Vrouwen;85 tot 90 jaar;2052;44385;99;564;-465
5705;Mannen en Vrouwen;85 tot 90 jaar;2053;43931;100;580;-480
5706;Mannen en Vrouwen;85 tot 90 jaar;2054;43633;102;593;-491
5707;Mannen en Vrouwen;85 tot 90 jaar;2055;43362;101;612;-511
5708;Mannen en Vrouwen;85 tot 90 jaar;2056;42960;101;631;-530
5709;Mannen en Vrouwen;85 tot 90 jaar;2057;42277;101;646;-545
5710;Mannen en Vrouwen;85 tot 90 jaar;2058;41013;101;654;-553
5711;Mannen en Vrouwen;85 tot 90 jaar;2059;39009;101;653;-552
5712;Mannen en Vrouwen;90 tot 95 jaar;2012;17914;7;8;-1
5713;Mannen en Vrouwen;90 tot 95 jaar;2013;18993;6;9;-3
5714;Mannen en Vrouwen;90 tot 95 jaar;2014;19807;6;9;-3
5715;Mannen en Vrouwen;90 tot 95 jaar;2015;20083;6;9;-3
5716;Mannen en Vrouwen;90 tot 95 jaar;2016;20375;6;9;-3
5717;Mannen en Vrouwen;90 tot 95 jaar;2017;20642;6;9;-3
5718;Mannen en Vrouwen;90 tot 95 jaar;2018;20967;6;9;-3
5719;Mannen en Vrouwen;90 tot 95 jaar;2019;21344;6;9;-3
5720;Mannen en Vrouwen;90 tot 95 jaar;2020;21959;6;10;-4
5721;Mannen en Vrouwen;90 tot 95 jaar;2021;22494;6;10;-4
5722;Mannen en Vrouwen;90 tot 95 jaar;2022;23138;6;10;-4
5723;Mannen en Vrouwen;90 tot 95 jaar;2023;23518;6;10;-4
5724;Mannen en Vrouwen;90 tot 95 jaar;2024;23987;6;12;-6
5725;Mannen en Vrouwen;90 tot 95 jaar;2025;24341;6;12;-6
5726;Mannen en Vrouwen;90 tot 95 jaar;2026;24855;6;12;-6
5727;Mannen en Vrouwen;90 tot 95 jaar;2027;25302;6;13;-7
5728;Mannen en Vrouwen;90 tot 95 jaar;2028;26187;6;15;-9
5729;Mannen en Vrouwen;90 tot 95 jaar;2029;27095;6;15;-9
5730;Mannen en Vrouwen;90 tot 95 jaar;2030;28148;6;16;-10
5731;Mannen en Vrouwen;90 tot 95 jaar;2031;28877;6;16;-10
5732;Mannen en Vrouwen;90 tot 95 jaar;2032;29829;6;18;-12
5733;Mannen en Vrouwen;90 tot 95 jaar;2033;30995;6;18;-12
5734;Mannen en Vrouwen;90 tot 95 jaar;2034;32385;6;20;-14
5735;Mannen en Vrouwen;90 tot 95 jaar;2035;33198;6;21;-15
5736;Mannen en Vrouwen;90 tot 95 jaar;2036;36961;6;26;-20
5737;Mannen en Vrouwen;90 tot 95 jaar;2037;40055;6;27;-21
5738;Mannen en Vrouwen;90 tot 95 jaar;2038;42094;6;28;-22
5739;Mannen en Vrouwen;90 tot 95 jaar;2039;43430;6;28;-22
5740;Mannen en Vrouwen;90 tot 95 jaar;2040;44776;6;29;-23
5741;Mannen en Vrouwen;90 tot 95 jaar;2041;43682;6;28;-22
5742;Mannen en Vrouwen;90 tot 95 jaar;2042;43196;6;31;-25
5743;Mannen en Vrouwen;90 tot 95 jaar;2043;43161;6;32;-26
5744;Mannen en Vrouwen;90 tot 95 jaar;2044;43509;6;34;-28
5745;Mannen en Vrouwen;90 tot 95 jaar;2045;44110;6;35;-29
5746;Mannen en Vrouwen;90 tot 95 jaar;2046;44973;6;37;-31
5747;Mannen en Vrouwen;90 tot 95 jaar;2047;45756;6;38;-32
5748;Mannen en Vrouwen;90 tot 95 jaar;2048;46767;6;40;-34
5749;Mannen en Vrouwen;90 tot 95 jaar;2049;47934;6;41;-35
5750;Mannen en Vrouwen;90 tot 95 jaar;2050;49041;6;45;-39
5751;Mannen en Vrouwen;90 tot 95 jaar;2051;50242;6;46;-40
5752;Mannen en Vrouwen;90 tot 95 jaar;2052;51353;6;49;-43
5753;Mannen en Vrouwen;90 tot 95 jaar;2053;52458;6;50;-44
5754;Mannen en Vrouwen;90 tot 95 jaar;2054;53444;6;53;-47
5755;Mannen en Vrouwen;90 tot 95 jaar;2055;54178;6;53;-47
5756;Mannen en Vrouwen;90 tot 95 jaar;2056;54442;6;53;-47
5757;Mannen en Vrouwen;90 tot 95 jaar;2057;54559;6;53;-47
5758;Mannen en Vrouwen;90 tot 95 jaar;2058;54552;6;57;-51
5759;Mannen en Vrouwen;90 tot 95 jaar;2059;54848;6;60;-54
5760;Mannen en Vrouwen;95 jaar of ouder;2012;7633;0;0;0
5761;Mannen en Vrouwen;95 jaar of ouder;2013;7872;0;0;0
5762;Mannen en Vrouwen;95 jaar of ouder;2014;8201;0;0;0
5763;Mannen en Vrouwen;95 jaar of ouder;2015;8946;0;0;0
5764;Mannen en Vrouwen;95 jaar of ouder;2016;9631;0;0;0
5765;Mannen en Vrouwen;95 jaar of ouder;2017;10221;0;0;0
5766;Mannen en Vrouwen;95 jaar of ouder;2018;10840;0;0;0
5767;Mannen en Vrouwen;95 jaar of ouder;2019;11344;0;0;0
5768;Mannen en Vrouwen;95 jaar of ouder;2020;11763;0;0;0
5769;Mannen en Vrouwen;95 jaar of ouder;2021;12166;0;0;0
5770;Mannen en Vrouwen;95 jaar of ouder;2022;12523;0;0;0
5771;Mannen en Vrouwen;95 jaar of ouder;2023;12972;0;0;0
5772;Mannen en Vrouwen;95 jaar of ouder;2024;13411;0;0;0
5773;Mannen en Vrouwen;95 jaar of ouder;2025;13981;0;0;0
5774;Mannen en Vrouwen;95 jaar of ouder;2026;14489;0;0;0
5775;Mannen en Vrouwen;95 jaar of ouder;2027;15038;0;0;0
5776;Mannen en Vrouwen;95 jaar of ouder;2028;15463;0;0;0
5777;Mannen en Vrouwen;95 jaar of ouder;2029;15938;0;0;0
5778;Mannen en Vrouwen;95 jaar of ouder;2030;16417;0;0;0
5779;Mannen en Vrouwen;95 jaar of ouder;2031;16962;0;0;0
5780;Mannen en Vrouwen;95 jaar of ouder;2032;17484;0;0;0
5781;Mannen en Vrouwen;95 jaar of ouder;2033;18232;0;0;0
5782;Mannen en Vrouwen;95 jaar of ouder;2034;19015;0;0;0
5783;Mannen en Vrouwen;95 jaar of ouder;2035;19895;0;0;0
5784;Mannen en Vrouwen;95 jaar of ouder;2036;20555;0;0;0
5785;Mannen en Vrouwen;95 jaar of ouder;2037;21378;0;0;0
5786;Mannen en Vrouwen;95 jaar of ouder;2038;22522;0;0;0
5787;Mannen en Vrouwen;95 jaar of ouder;2039;23850;0;0;0
5788;Mannen en Vrouwen;95 jaar of ouder;2040;24768;0;0;0
5789;Mannen en Vrouwen;95 jaar of ouder;2041;27831;0;0;0
5790;Mannen en Vrouwen;95 jaar of ouder;2042;30320;0;0;0
5791;Mannen en Vrouwen;95 jaar of ouder;2043;32087;0;0;0
5792;Mannen en Vrouwen;95 jaar of ouder;2044;33352;0;0;0
5793;Mannen en Vrouwen;95 jaar of ouder;2045;34291;0;0;0
5794;Mannen en Vrouwen;95 jaar of ouder;2046;35002;0;0;0
5795;Mannen en Vrouwen;95 jaar of ouder;2047;35878;0;0;0
5796;Mannen en Vrouwen;95 jaar of ouder;2048;36697;0;0;0
5797;Mannen en Vrouwen;95 jaar of ouder;2049;37611;0;0;0
5798;Mannen en Vrouwen;95 jaar of ouder;2050;38624;0;0;0
5799;Mannen en Vrouwen;95 jaar of ouder;2051;39809;0;0;0
5800;Mannen en Vrouwen;95 jaar of ouder;2052;41105;0;0;0
5801;Mannen en Vrouwen;95 jaar of ouder;2053;42521;0;0;0
5802;Mannen en Vrouwen;95 jaar of ouder;2054;44118;0;0;0
5803;Mannen en Vrouwen;95 jaar of ouder;2055;45672;0;0;0
5804;Mannen en Vrouwen;95 jaar of ouder;2056;47414;0;0;0
5805;Mannen en Vrouwen;95 jaar of ouder;2057;49108;0;0;0
5806;Mannen en Vrouwen;95 jaar of ouder;2058;50857;0;0;0
5807;Mannen en Vrouwen;95 jaar of ouder;2059;52622;0;0;0
5808;Mannen en Vrouwen;0 tot 10 jaar;2012;815;15522;14399;1123
5809;Mannen en Vrouwen;0 tot 10 jaar;2013;775;15335;13966;1369
5810;Mannen en Vrouwen;0 tot 10 jaar;2014;745;15200;13610;1590
5811;Mannen en Vrouwen;0 tot 10 jaar;2015;716;15294;13296;1998
5812;Mannen en Vrouwen;0 tot 10 jaar;2016;688;15465;12994;2471
5813;Mannen en Vrouwen;0 tot 10 jaar;2017;663;15656;12663;2993
5814;Mannen en Vrouwen;0 tot 10 jaar;2018;640;15654;12620;3034
5815;Mannen en Vrouwen;0 tot 10 jaar;2019;614;15549;12576;2973
5816;Mannen en Vrouwen;0 tot 10 jaar;2020;595;15405;12506;2899
5817;Mannen en Vrouwen;0 tot 10 jaar;2021;569;15266;12448;2818
5818;Mannen en Vrouwen;0 tot 10 jaar;2022;548;15120;12394;2726
5819;Mannen en Vrouwen;0 tot 10 jaar;2023;528;15069;12371;2698
5820;Mannen en Vrouwen;0 tot 10 jaar;2024;507;15033;12356;2677
5821;Mannen en Vrouwen;0 tot 10 jaar;2025;486;15012;12351;2661
5822;Mannen en Vrouwen;0 tot 10 jaar;2026;468;14993;12345;2648
5823;Mannen en Vrouwen;0 tot 10 jaar;2027;450;14969;12341;2628
5824;Mannen en Vrouwen;0 tot 10 jaar;2028;430;14951;12331;2620
5825;Mannen en Vrouwen;0 tot 10 jaar;2029;410;14929;12327;2602
5826;Mannen en Vrouwen;0 tot 10 jaar;2030;394;14906;12329;2577
5827;Mannen en Vrouwen;0 tot 10 jaar;2031;373;14874;12316;2558
5828;Mannen en Vrouwen;0 tot 10 jaar;2032;355;14847;12312;2535
5829;Mannen en Vrouwen;0 tot 10 jaar;2033;342;14832;12301;2531
5830;Mannen en Vrouwen;0 tot 10 jaar;2034;326;14814;12289;2525
5831;Mannen en Vrouwen;0 tot 10 jaar;2035;310;14795;12268;2527
5832;Mannen en Vrouwen;0 tot 10 jaar;2036;295;14780;12246;2534
5833;Mannen en Vrouwen;0 tot 10 jaar;2037;279;14764;12220;2544
5834;Mannen en Vrouwen;0 tot 10 jaar;2038;266;14744;12188;2556
5835;Mannen en Vrouwen;0 tot 10 jaar;2039;256;14739;12156;2583
5836;Mannen en Vrouwen;0 tot 10 jaar;2040;244;14731;12121;2610
5837;Mannen en Vrouwen;0 tot 10 jaar;2041;233;14701;12083;2618
5838;Mannen en Vrouwen;0 tot 10 jaar;2042;219;14678;12051;2627
5839;Mannen en Vrouwen;0 tot 10 jaar;2043;209;14660;12015;2645
5840;Mannen en Vrouwen;0 tot 10 jaar;2044;198;14639;11981;2658
5841;Mannen en Vrouwen;0 tot 10 jaar;2045;190;14626;11953;2673
5842;Mannen en Vrouwen;0 tot 10 jaar;2046;180;14615;11931;2684
5843;Mannen en Vrouwen;0 tot 10 jaar;2047;174;14602;11909;2693
5844;Mannen en Vrouwen;0 tot 10 jaar;2048;167;14600;11893;2707
5845;Mannen en Vrouwen;0 tot 10 jaar;2049;160;14590;11885;2705
5846;Mannen en Vrouwen;0 tot 10 jaar;2050;154;14586;11884;2702
5847;Mannen en Vrouwen;0 tot 10 jaar;2051;149;14577;11883;2694
5848;Mannen en Vrouwen;0 tot 10 jaar;2052;143;14568;11892;2676
5849;Mannen en Vrouwen;0 tot 10 jaar;2053;136;14562;11897;2665
5850;Mannen en Vrouwen;0 tot 10 jaar;2054;131;14557;11912;2645
5851;Mannen en Vrouwen;0 tot 10 jaar;2055;125;14553;11931;2622
5852;Mannen en Vrouwen;0 tot 10 jaar;2056;120;14551;11938;2613
5853;Mannen en Vrouwen;0 tot 10 jaar;2057;114;14546;11951;2595
5854;Mannen en Vrouwen;0 tot 10 jaar;2058;109;14544;11969;2575
5855;Mannen en Vrouwen;0 tot 10 jaar;2059;103;14543;11980;2563
5856;Mannen en Vrouwen;10 tot 20 jaar;2012;296;15711;9362;6349
5857;Mannen en Vrouwen;10 tot 20 jaar;2013;287;15669;9118;6551
5858;Mannen en Vrouwen;10 tot 20 jaar;2014;277;15612;8917;6695
5859;Mannen en Vrouwen;10 tot 20 jaar;2015;275;15727;8785;6942
5860;Mannen en Vrouwen;10 tot 20 jaar;2016;264;15888;8637;7251
5861;Mannen en Vrouwen;10 tot 20 jaar;2017;256;16106;8485;7621
5862;Mannen en Vrouwen;10 tot 20 jaar;2018;249;16066;8526;7540
5863;Mannen en Vrouwen;10 tot 20 jaar;2019;242;15966;8550;7416
5864;Mannen en Vrouwen;10 tot 20 jaar;2020;232;15801;8552;7249
5865;Mannen en Vrouwen;10 tot 20 jaar;2021;222;15654;8542;7112
5866;Mannen en Vrouwen;10 tot 20 jaar;2022;214;15516;8511;7005
5867;Mannen en Vrouwen;10 tot 20 jaar;2023;205;15469;8474;6995
5868;Mannen en Vrouwen;10 tot 20 jaar;2024;198;15434;8453;6981
