ID;Geslacht;Leeftijd;Perioden;Overledenen_1;Immigratie_2;EmigratieInclusiefCorrecties_3;MigratiesaldoInclusiefCorrecties_4
895;Mannen en Vrouwen;17 jaar;2043;17;1159;607;552
896;Mannen en Vrouwen;17 jaar;2044;16;1155;607;548
897;Mannen en Vrouwen;17 jaar;2045;16;1153;608;545
898;Mannen en Vrouwen;17 jaar;2046;16;1152;608;544
899;Mannen en Vrouwen;17 jaar;2047;15;1151;609;542
900;Mannen en Vrouwen;17 jaar;2048;14;1151;610;541
901;Mannen en Vrouwen;17 jaar;2049;14;1151;609;542
902;Mannen en Vrouwen;17 jaar;2050;14;1150;609;541
903;Mannen en Vrouwen;17 jaar;2051;14;1148;609;539
904;Mannen en Vrouwen;17 jaar;2052;13;1144;609;535
905;Mannen en Vrouwen;17 jaar;2053;13;1144;608;536
906;Mannen en Vrouwen;17 jaar;2054;12;1144;607;537
907;Mannen en Vrouwen;17 jaar;2055;12;1144;607;537
908;Mannen en Vrouwen;17 jaar;2056;11;1143;607;536
909;Mannen en Vrouwen;17 jaar;2057;11;1142;607;535
910;Mannen en Vrouwen;17 jaar;2058;11;1141;606;535
911;Mannen en Vrouwen;17 jaar;2059;11;1140;607;533
912;Mannen en Vrouwen;18 jaar;2012;46;2682;1192;1490
913;Mannen en Vrouwen;18 jaar;2013;43;2692;1135;1557
914;Mannen en Vrouwen;18 jaar;2014;42;2685;1128;1557
915;Mannen en Vrouwen;18 jaar;2015;42;2709;1100;1609
916;Mannen en Vrouwen;18 jaar;2016;42;2742;1075;1667
917;Mannen en Vrouwen;18 jaar;2017;40;2775;1056;1719
918;Mannen en Vrouwen;18 jaar;2018;40;2772;1070;1702
919;Mannen en Vrouwen;18 jaar;2019;39;2760;1052;1708
920;Mannen en Vrouwen;18 jaar;2020;38;2733;1054;1679
921;Mannen en Vrouwen;18 jaar;2021;37;2713;1061;1652
922;Mannen en Vrouwen;18 jaar;2022;35;2690;1055;1635
923;Mannen en Vrouwen;18 jaar;2023;33;2685;1051;1634
924;Mannen en Vrouwen;18 jaar;2024;32;2681;1053;1628
925;Mannen en Vrouwen;18 jaar;2025;30;2680;1059;1621
926;Mannen en Vrouwen;18 jaar;2026;30;2677;1063;1614
927;Mannen en Vrouwen;18 jaar;2027;30;2670;1065;1605
928;Mannen en Vrouwen;18 jaar;2028;29;2671;1067;1604
929;Mannen en Vrouwen;18 jaar;2029;27;2669;1052;1617
930;Mannen en Vrouwen;18 jaar;2030;26;2667;1043;1624
931;Mannen en Vrouwen;18 jaar;2031;25;2665;1040;1625
932;Mannen en Vrouwen;18 jaar;2032;25;2663;1040;1623
933;Mannen en Vrouwen;18 jaar;2033;24;2662;1042;1620
934;Mannen en Vrouwen;18 jaar;2034;24;2658;1043;1615
935;Mannen en Vrouwen;18 jaar;2035;24;2654;1046;1608
936;Mannen en Vrouwen;18 jaar;2036;23;2652;1047;1605
937;Mannen en Vrouwen;18 jaar;2037;23;2650;1047;1603
938;Mannen en Vrouwen;18 jaar;2038;23;2647;1048;1599
939;Mannen en Vrouwen;18 jaar;2039;22;2647;1051;1596
940;Mannen en Vrouwen;18 jaar;2040;21;2646;1052;1594
941;Mannen en Vrouwen;18 jaar;2041;21;2646;1053;1593
942;Mannen en Vrouwen;18 jaar;2042;21;2643;1055;1588
943;Mannen en Vrouwen;18 jaar;2043;20;2642;1056;1586
944;Mannen en Vrouwen;18 jaar;2044;20;2641;1056;1585
945;Mannen en Vrouwen;18 jaar;2045;20;2640;1058;1582
946;Mannen en Vrouwen;18 jaar;2046;18;2639;1059;1580
947;Mannen en Vrouwen;18 jaar;2047;18;2637;1059;1578
948;Mannen en Vrouwen;18 jaar;2048;18;2638;1059;1579
949;Mannen en Vrouwen;18 jaar;2049;18;2636;1058;1578
950;Mannen en Vrouwen;18 jaar;2050;17;2634;1058;1576
951;Mannen en Vrouwen;18 jaar;2051;17;2632;1056;1576
952;Mannen en Vrouwen;18 jaar;2052;17;2631;1057;1574
953;Mannen en Vrouwen;18 jaar;2053;15;2631;1055;1576
954;Mannen en Vrouwen;18 jaar;2054;15;2629;1054;1575
955;Mannen en Vrouwen;18 jaar;2055;15;2629;1053;1576
956;Mannen en Vrouwen;18 jaar;2056;14;2629;1052;1577
957;Mannen en Vrouwen;18 jaar;2057;14;2630;1050;1580
958;Mannen en Vrouwen;18 jaar;2058;14;2629;1049;1580
959;Mannen en Vrouwen;18 jaar;2059;14;2628;1050;1578
960;Mannen en Vrouwen;19 jaar;2012;52;4065;1765;2300
961;Mannen en Vrouwen;19 jaar;2013;51;4029;1733;2296
962;Mannen en Vrouwen;19 jaar;2014;48;4002;1664;2338
963;Mannen en Vrouwen;19 jaar;2015;48;4030;1655;2375
964;Mannen en Vrouwen;19 jaar;2016;46;4062;1619;2443
965;Mannen en Vrouwen;19 jaar;2017;47;4102;1586;2516
966;Mannen en Vrouwen;19 jaar;2018;46;4086;1589;2497
967;Mannen en Vrouwen;19 jaar;2019;45;4054;1606;2448
968;Mannen en Vrouwen;19 jaar;2020;44;4021;1580;2441
969;Mannen en Vrouwen;19 jaar;2021;42;3982;1576;2406
970;Mannen en Vrouwen;19 jaar;2022;42;3946;1579;2367
971;Mannen en Vrouwen;19 jaar;2023;39;3944;1569;2375
972;Mannen en Vrouwen;19 jaar;2024;38;3938;1559;2379
973;Mannen en Vrouwen;19 jaar;2025;36;3935;1559;2376
974;Mannen en Vrouwen;19 jaar;2026;35;3934;1561;2373
975;Mannen en Vrouwen;19 jaar;2027;35;3932;1568;2364
976;Mannen en Vrouwen;19 jaar;2028;33;3932;1569;2363
977;Mannen en Vrouwen;19 jaar;2029;32;3933;1571;2362
978;Mannen en Vrouwen;19 jaar;2030;31;3929;1549;2380
979;Mannen en Vrouwen;19 jaar;2031;29;3925;1534;2391
980;Mannen en Vrouwen;19 jaar;2032;29;3923;1530;2393
981;Mannen en Vrouwen;19 jaar;2033;29;3924;1529;2395
982;Mannen en Vrouwen;19 jaar;2034;28;3923;1532;2391
983;Mannen en Vrouwen;19 jaar;2035;28;3920;1533;2387
984;Mannen en Vrouwen;19 jaar;2036;28;3919;1535;2384
985;Mannen en Vrouwen;19 jaar;2037;26;3919;1536;2383
986;Mannen en Vrouwen;19 jaar;2038;26;3917;1538;2379
987;Mannen en Vrouwen;19 jaar;2039;26;3914;1538;2376
988;Mannen en Vrouwen;19 jaar;2040;25;3911;1541;2370
989;Mannen en Vrouwen;19 jaar;2041;25;3911;1541;2370
990;Mannen en Vrouwen;19 jaar;2042;25;3908;1543;2365
991;Mannen en Vrouwen;19 jaar;2043;24;3906;1543;2363
992;Mannen en Vrouwen;19 jaar;2044;23;3906;1545;2361
993;Mannen en Vrouwen;19 jaar;2045;23;3905;1545;2360
994;Mannen en Vrouwen;19 jaar;2046;22;3903;1545;2358
995;Mannen en Vrouwen;19 jaar;2047;22;3902;1546;2356
996;Mannen en Vrouwen;19 jaar;2048;22;3899;1546;2353
997;Mannen en Vrouwen;19 jaar;2049;21;3901;1546;2355
998;Mannen en Vrouwen;19 jaar;2050;20;3901;1545;2356
999;Mannen en Vrouwen;19 jaar;2051;20;3900;1543;2357
1000;Mannen en Vrouwen;19 jaar;2052;19;3898;1541;2357
1001;Mannen en Vrouwen;19 jaar;2053;19;3897;1540;2357
1002;Mannen en Vrouwen;19 jaar;2054;18;3896;1538;2358
1003;Mannen en Vrouwen;19 jaar;2055;18;3897;1535;2362
1004;Mannen en Vrouwen;19 jaar;2056;18;3897;1533;2364
1005;Mannen en Vrouwen;19 jaar;2057;16;3896;1530;2366
1006;Mannen en Vrouwen;19 jaar;2058;16;3898;1528;2370
1007;Mannen en Vrouwen;19 jaar;2059;16;3897;1526;2371
1008;Mannen en Vrouwen;20 jaar;2012;58;5344;2632;2712
1009;Mannen en Vrouwen;20 jaar;2013;57;5265;2514;2751
1010;Mannen en Vrouwen;20 jaar;2014;56;5206;2465;2741
1011;Mannen en Vrouwen;20 jaar;2015;53;5245;2374;2871
1012;Mannen en Vrouwen;20 jaar;2016;51;5289;2353;2936
1013;Mannen en Vrouwen;20 jaar;2017;50;5332;2292;3040
1014;Mannen en Vrouwen;20 jaar;2018;51;5303;2287;3016
1015;Mannen en Vrouwen;20 jaar;2019;50;5264;2283;2981
1016;Mannen en Vrouwen;20 jaar;2020;50;5216;2292;2924
1017;Mannen en Vrouwen;20 jaar;2021;49;5165;2250;2915
1018;Mannen en Vrouwen;20 jaar;2022;47;5118;2237;2881
1019;Mannen en Vrouwen;20 jaar;2023;46;5118;2240;2878
1020;Mannen en Vrouwen;20 jaar;2024;43;5110;2222;2888
1021;Mannen en Vrouwen;20 jaar;2025;41;5109;2208;2901
1022;Mannen en Vrouwen;20 jaar;2026;40;5112;2208;2904
1023;Mannen en Vrouwen;20 jaar;2027;38;5110;2207;2903
1024;Mannen en Vrouwen;20 jaar;2028;38;5110;2214;2896
1025;Mannen en Vrouwen;20 jaar;2029;37;5112;2212;2900
1026;Mannen en Vrouwen;20 jaar;2030;36;5110;2213;2897
1027;Mannen en Vrouwen;20 jaar;2031;34;5109;2184;2925
1028;Mannen en Vrouwen;20 jaar;2032;33;5107;2163;2944
1029;Mannen en Vrouwen;20 jaar;2033;33;5107;2159;2948
1030;Mannen en Vrouwen;20 jaar;2034;32;5107;2157;2950
1031;Mannen en Vrouwen;20 jaar;2035;31;5104;2159;2945
1032;Mannen en Vrouwen;20 jaar;2036;31;5105;2159;2946
1033;Mannen en Vrouwen;20 jaar;2037;30;5106;2160;2946
1034;Mannen en Vrouwen;20 jaar;2038;30;5104;2161;2943
1035;Mannen en Vrouwen;20 jaar;2039;30;5103;2162;2941
1036;Mannen en Vrouwen;20 jaar;2040;29;5104;2162;2942
1037;Mannen en Vrouwen;20 jaar;2041;29;5101;2163;2938
1038;Mannen en Vrouwen;20 jaar;2042;28;5103;2162;2941
1039;Mannen en Vrouwen;20 jaar;2043;27;5104;2162;2942
1040;Mannen en Vrouwen;20 jaar;2044;27;5102;2163;2939
1041;Mannen en Vrouwen;20 jaar;2045;27;5103;2164;2939
1042;Mannen en Vrouwen;20 jaar;2046;26;5100;2163;2937
1043;Mannen en Vrouwen;20 jaar;2047;26;5100;2161;2939
1044;Mannen en Vrouwen;20 jaar;2048;24;5101;2162;2939
1045;Mannen en Vrouwen;20 jaar;2049;24;5101;2161;2940
1046;Mannen en Vrouwen;20 jaar;2050;24;5101;2160;2941
1047;Mannen en Vrouwen;20 jaar;2051;23;5100;2156;2944
1048;Mannen en Vrouwen;20 jaar;2052;23;5097;2155;2942
1049;Mannen en Vrouwen;20 jaar;2053;23;5095;2152;2943
1050;Mannen en Vrouwen;20 jaar;2054;21;5098;2148;2950
1051;Mannen en Vrouwen;20 jaar;2055;21;5097;2145;2952
1052;Mannen en Vrouwen;20 jaar;2056;20;5097;2140;2957
1053;Mannen en Vrouwen;20 jaar;2057;20;5098;2137;2961
1054;Mannen en Vrouwen;20 jaar;2058;20;5097;2132;2965
1055;Mannen en Vrouwen;20 jaar;2059;19;5101;2129;2972
1056;Mannen en Vrouwen;21 jaar;2012;64;6423;3780;2643
1057;Mannen en Vrouwen;21 jaar;2013;62;6319;3654;2665
1058;Mannen en Vrouwen;21 jaar;2014;59;6248;3508;2740
1059;Mannen en Vrouwen;21 jaar;2015;58;6297;3441;2856
1060;Mannen en Vrouwen;21 jaar;2016;56;6360;3324;3036
1061;Mannen en Vrouwen;21 jaar;2017;55;6413;3272;3141
1062;Mannen en Vrouwen;21 jaar;2018;54;6379;3257;3122
1063;Mannen en Vrouwen;21 jaar;2019;55;6342;3240;3102
1064;Mannen en Vrouwen;21 jaar;2020;53;6285;3220;3065
1065;Mannen en Vrouwen;21 jaar;2021;54;6226;3214;3012
1066;Mannen en Vrouwen;21 jaar;2022;52;6172;3155;3017
1067;Mannen en Vrouwen;21 jaar;2023;51;6170;3136;3034
1068;Mannen en Vrouwen;21 jaar;2024;49;6172;3135;3037
1069;Mannen en Vrouwen;21 jaar;2025;46;6174;3111;3063
1070;Mannen en Vrouwen;21 jaar;2026;44;6173;3092;3081
1071;Mannen en Vrouwen;21 jaar;2027;42;6176;3086;3090
1072;Mannen en Vrouwen;21 jaar;2028;41;6180;3081;3099
1073;Mannen en Vrouwen;21 jaar;2029;41;6184;3085;3099
1074;Mannen en Vrouwen;21 jaar;2030;40;6184;3082;3102
1075;Mannen en Vrouwen;21 jaar;2031;39;6187;3077;3110
1076;Mannen en Vrouwen;21 jaar;2032;38;6188;3042;3146
1077;Mannen en Vrouwen;21 jaar;2033;36;6189;3015;3174
1078;Mannen en Vrouwen;21 jaar;2034;35;6189;3008;3181
1079;Mannen en Vrouwen;21 jaar;2035;35;6189;3003;3186
1080;Mannen en Vrouwen;21 jaar;2036;34;6191;3002;3189
1081;Mannen en Vrouwen;21 jaar;2037;34;6193;3001;3192
1082;Mannen en Vrouwen;21 jaar;2038;33;6194;3000;3194
1083;Mannen en Vrouwen;21 jaar;2039;32;6195;2999;3196
1084;Mannen en Vrouwen;21 jaar;2040;32;6195;2997;3198
1085;Mannen en Vrouwen;21 jaar;2041;32;6197;2995;3202
1086;Mannen en Vrouwen;21 jaar;2042;31;6196;2993;3203
1087;Mannen en Vrouwen;21 jaar;2043;31;6193;2990;3203
1088;Mannen en Vrouwen;21 jaar;2044;31;6196;2989;3207
1089;Mannen en Vrouwen;21 jaar;2045;29;6196;2987;3209
1090;Mannen en Vrouwen;21 jaar;2046;29;6197;2985;3212
1091;Mannen en Vrouwen;21 jaar;2047;28;6201;2981;3220
1092;Mannen en Vrouwen;21 jaar;2048;28;6201;2979;3222
1093;Mannen en Vrouwen;21 jaar;2049;28;6201;2976;3225
1094;Mannen en Vrouwen;21 jaar;2050;27;6201;2972;3229
1095;Mannen en Vrouwen;21 jaar;2051;26;6204;2969;3235
1096;Mannen en Vrouwen;21 jaar;2052;25;6205;2964;3241
1097;Mannen en Vrouwen;21 jaar;2053;25;6205;2959;3246
1098;Mannen en Vrouwen;21 jaar;2054;25;6204;2954;3250
1099;Mannen en Vrouwen;21 jaar;2055;24;6203;2948;3255
1100;Mannen en Vrouwen;21 jaar;2056;23;6202;2942;3260
1101;Mannen en Vrouwen;21 jaar;2057;22;6205;2935;3270
1102;Mannen en Vrouwen;21 jaar;2058;22;6205;2929;3276
1103;Mannen en Vrouwen;21 jaar;2059;21;6205;2921;3284
1104;Mannen en Vrouwen;22 jaar;2012;66;7134;5037;2097
1105;Mannen en Vrouwen;22 jaar;2013;65;7007;4836;2171
1106;Mannen en Vrouwen;22 jaar;2014;63;6940;4689;2251
1107;Mannen en Vrouwen;22 jaar;2015;62;7000;4524;2476
1108;Mannen en Vrouwen;22 jaar;2016;60;7060;4439;2621
1109;Mannen en Vrouwen;22 jaar;2017;58;7126;4287;2839
1110;Mannen en Vrouwen;22 jaar;2018;57;7096;4304;2792
1111;Mannen en Vrouwen;22 jaar;2019;56;7054;4274;2780
1112;Mannen en Vrouwen;22 jaar;2020;56;6988;4241;2747
1113;Mannen en Vrouwen;22 jaar;2021;56;6926;4203;2723
1114;Mannen en Vrouwen;22 jaar;2022;56;6867;4181;2686
1115;Mannen en Vrouwen;22 jaar;2023;53;6869;4114;2755
1116;Mannen en Vrouwen;22 jaar;2024;52;6867;4093;2774
1117;Mannen en Vrouwen;22 jaar;2025;51;6873;4088;2785
1118;Mannen en Vrouwen;22 jaar;2026;49;6873;4054;2819
1119;Mannen en Vrouwen;22 jaar;2027;46;6878;4028;2850
1120;Mannen en Vrouwen;22 jaar;2028;45;6882;4017;2865
1121;Mannen en Vrouwen;22 jaar;2029;43;6885;4004;2881
1122;Mannen en Vrouwen;22 jaar;2030;43;6889;4008;2881
1123;Mannen en Vrouwen;22 jaar;2031;42;6890;4001;2889
1124;Mannen en Vrouwen;22 jaar;2032;41;6890;3992;2898
1125;Mannen en Vrouwen;22 jaar;2033;39;6893;3951;2942
1126;Mannen en Vrouwen;22 jaar;2034;38;6896;3919;2977
1127;Mannen en Vrouwen;22 jaar;2035;37;6895;3908;2987
1128;Mannen en Vrouwen;22 jaar;2036;36;6900;3902;2998
1129;Mannen en Vrouwen;22 jaar;2037;36;6901;3899;3002
1130;Mannen en Vrouwen;22 jaar;2038;36;6903;3895;3008
1131;Mannen en Vrouwen;22 jaar;2039;36;6904;3892;3012
1132;Mannen en Vrouwen;22 jaar;2040;35;6905;3888;3017
1133;Mannen en Vrouwen;22 jaar;2041;34;6906;3883;3023
1134;Mannen en Vrouwen;22 jaar;2042;33;6906;3880;3026
1135;Mannen en Vrouwen;22 jaar;2043;33;6906;3875;3031
1136;Mannen en Vrouwen;22 jaar;2044;33;6907;3870;3037
1137;Mannen en Vrouwen;22 jaar;2045;32;6907;3865;3042
1138;Mannen en Vrouwen;22 jaar;2046;32;6906;3861;3045
1139;Mannen en Vrouwen;22 jaar;2047;32;6907;3857;3050
1140;Mannen en Vrouwen;22 jaar;2048;30;6910;3851;3059
1141;Mannen en Vrouwen;22 jaar;2049;30;6912;3846;3066
1142;Mannen en Vrouwen;22 jaar;2050;29;6913;3840;3073
1143;Mannen en Vrouwen;22 jaar;2051;29;6914;3834;3080
1144;Mannen en Vrouwen;22 jaar;2052;29;6914;3829;3085
1145;Mannen en Vrouwen;22 jaar;2053;28;6915;3821;3094
1146;Mannen en Vrouwen;22 jaar;2054;27;6914;3814;3100
1147;Mannen en Vrouwen;22 jaar;2055;26;6916;3806;3110
1148;Mannen en Vrouwen;22 jaar;2056;26;6918;3797;3121
1149;Mannen en Vrouwen;22 jaar;2057;25;6917;3788;3129
1150;Mannen en Vrouwen;22 jaar;2058;25;6914;3777;3137
1151;Mannen en Vrouwen;22 jaar;2059;24;6917;3768;3149
1152;Mannen en Vrouwen;23 jaar;2012;65;7529;5842;1687
1153;Mannen en Vrouwen;23 jaar;2013;67;7386;5789;1597
1154;Mannen en Vrouwen;23 jaar;2014;65;7299;5587;1712
1155;Mannen en Vrouwen;23 jaar;2015;64;7363;5442;1921
1156;Mannen en Vrouwen;23 jaar;2016;62;7437;5270;2167
1157;Mannen en Vrouwen;23 jaar;2017;61;7507;5159;2348
1158;Mannen en Vrouwen;23 jaar;2018;59;7479;5103;2376
1159;Mannen en Vrouwen;23 jaar;2019;58;7429;5102;2327
1160;Mannen en Vrouwen;23 jaar;2020;57;7362;5057;2305
1161;Mannen en Vrouwen;23 jaar;2021;57;7300;5011;2289
1162;Mannen en Vrouwen;23 jaar;2022;56;7239;4959;2280
1163;Mannen en Vrouwen;23 jaar;2023;56;7236;4942;2294
1164;Mannen en Vrouwen;23 jaar;2024;55;7241;4878;2363
1165;Mannen en Vrouwen;23 jaar;2025;53;7247;4855;2392
1166;Mannen en Vrouwen;23 jaar;2026;52;7253;4849;2404
1167;Mannen en Vrouwen;23 jaar;2027;49;7256;4809;2447
1168;Mannen en Vrouwen;23 jaar;2028;47;7258;4776;2482
1169;Mannen en Vrouwen;23 jaar;2029;46;7259;4759;2500
1170;Mannen en Vrouwen;23 jaar;2030;45;7264;4744;2520
1171;Mannen en Vrouwen;23 jaar;2031;44;7269;4749;2520
1172;Mannen en Vrouwen;23 jaar;2032;43;7272;4742;2530
1173;Mannen en Vrouwen;23 jaar;2033;42;7274;4732;2542
1174;Mannen en Vrouwen;23 jaar;2034;40;7275;4688;2587
1175;Mannen en Vrouwen;23 jaar;2035;39;7276;4655;2621
1176;Mannen en Vrouwen;23 jaar;2036;39;7280;4642;2638
1177;Mannen en Vrouwen;23 jaar;2037;38;7282;4635;2647
1178;Mannen en Vrouwen;23 jaar;2038;37;7282;4632;2650
1179;Mannen en Vrouwen;23 jaar;2039;37;7284;4628;2656
1180;Mannen en Vrouwen;23 jaar;2040;37;7288;4627;2661
1181;Mannen en Vrouwen;23 jaar;2041;36;7291;4620;2671
1182;Mannen en Vrouwen;23 jaar;2042;36;7291;4616;2675
1183;Mannen en Vrouwen;23 jaar;2043;36;7295;4611;2684
1184;Mannen en Vrouwen;23 jaar;2044;35;7295;4608;2687
1185;Mannen en Vrouwen;23 jaar;2045;34;7297;4601;2696
1186;Mannen en Vrouwen;23 jaar;2046;33;7296;4596;2700
1187;Mannen en Vrouwen;23 jaar;2047;33;7298;4592;2706
1188;Mannen en Vrouwen;23 jaar;2048;33;7297;4586;2711
1189;Mannen en Vrouwen;23 jaar;2049;32;7300;4579;2721
1190;Mannen en Vrouwen;23 jaar;2050;31;7301;4573;2728
1191;Mannen en Vrouwen;23 jaar;2051;31;7302;4567;2735
1192;Mannen en Vrouwen;23 jaar;2052;30;7301;4561;2740
1193;Mannen en Vrouwen;23 jaar;2053;30;7303;4555;2748
1194;Mannen en Vrouwen;23 jaar;2054;29;7304;4546;2758
1195;Mannen en Vrouwen;23 jaar;2055;29;7306;4537;2769
1196;Mannen en Vrouwen;23 jaar;2056;27;7311;4528;2783
1197;Mannen en Vrouwen;23 jaar;2057;27;7311;4517;2794
1198;Mannen en Vrouwen;23 jaar;2058;27;7314;4506;2808
1199;Mannen en Vrouwen;23 jaar;2059;26;7313;4496;2817
1200;Mannen en Vrouwen;24 jaar;2012;66;7431;6282;1149
1201;Mannen en Vrouwen;24 jaar;2013;66;7296;6117;1179
1202;Mannen en Vrouwen;24 jaar;2014;67;7211;6056;1155
1203;Mannen en Vrouwen;24 jaar;2015;66;7280;5879;1401
1204;Mannen en Vrouwen;24 jaar;2016;64;7356;5748;1608
1205;Mannen en Vrouwen;24 jaar;2017;62;7427;5574;1853
1206;Mannen en Vrouwen;24 jaar;2018;62;7400;5585;1815
1207;Mannen en Vrouwen;24 jaar;2019;59;7359;5514;1845
1208;Mannen en Vrouwen;24 jaar;2020;58;7295;5495;1800
1209;Mannen en Vrouwen;24 jaar;2021;57;7232;5440;1792
1210;Mannen en Vrouwen;24 jaar;2022;58;7171;5392;1779
1211;Mannen en Vrouwen;24 jaar;2023;57;7170;5350;1820
1212;Mannen en Vrouwen;24 jaar;2024;57;7174;5346;1828
1213;Mannen en Vrouwen;24 jaar;2025;55;7179;5288;1891
1214;Mannen en Vrouwen;24 jaar;2026;54;7182;5268;1914
1215;Mannen en Vrouwen;24 jaar;2027;53;7185;5259;1926
1216;Mannen en Vrouwen;24 jaar;2028;50;7187;5216;1971
1217;Mannen en Vrouwen;24 jaar;2029;48;7194;5179;2015
1218;Mannen en Vrouwen;24 jaar;2030;47;7197;5163;2034
1219;Mannen en Vrouwen;24 jaar;2031;45;7200;5145;2055
1220;Mannen en Vrouwen;24 jaar;2032;45;7201;5153;2048
1221;Mannen en Vrouwen;24 jaar;2033;44;7203;5146;2057
1222;Mannen en Vrouwen;24 jaar;2034;44;7207;5136;2071
1223;Mannen en Vrouwen;24 jaar;2035;41;7211;5094;2117
1224;Mannen en Vrouwen;24 jaar;2036;40;7215;5062;2153
1225;Mannen en Vrouwen;24 jaar;2037;39;7216;5051;2165
1226;Mannen en Vrouwen;24 jaar;2038;39;7217;5045;2172
1227;Mannen en Vrouwen;24 jaar;2039;38;7221;5044;2177
1228;Mannen en Vrouwen;24 jaar;2040;38;7222;5040;2182
1229;Mannen en Vrouwen;24 jaar;2041;38;7228;5040;2188
1230;Mannen en Vrouwen;24 jaar;2042;38;7229;5037;2192
1231;Mannen en Vrouwen;24 jaar;2043;36;7228;5035;2193
1232;Mannen en Vrouwen;24 jaar;2044;36;7232;5032;2200
1233;Mannen en Vrouwen;24 jaar;2045;36;7232;5028;2204
1234;Mannen en Vrouwen;24 jaar;2046;35;7232;5023;2209
1235;Mannen en Vrouwen;24 jaar;2047;35;7235;5019;2216
1236;Mannen en Vrouwen;24 jaar;2048;34;7236;5015;2221
1237;Mannen en Vrouwen;24 jaar;2049;33;7238;5011;2227
1238;Mannen en Vrouwen;24 jaar;2050;33;7242;5006;2236
1239;Mannen en Vrouwen;24 jaar;2051;33;7244;5000;2244
1240;Mannen en Vrouwen;24 jaar;2052;32;7245;4994;2251
1241;Mannen en Vrouwen;24 jaar;2053;32;7248;4989;2259
1242;Mannen en Vrouwen;24 jaar;2054;30;7246;4982;2264
1243;Mannen en Vrouwen;24 jaar;2055;30;7244;4975;2269
1244;Mannen en Vrouwen;24 jaar;2056;29;7246;4967;2279
1245;Mannen en Vrouwen;24 jaar;2057;29;7247;4957;2290
1246;Mannen en Vrouwen;24 jaar;2058;29;7245;4947;2298
1247;Mannen en Vrouwen;24 jaar;2059;27;7249;4936;2313
1248;Mannen en Vrouwen;25 jaar;2012;68;7076;6142;934
1249;Mannen en Vrouwen;25 jaar;2013;67;6959;6117;842
1250;Mannen en Vrouwen;25 jaar;2014;66;6894;5986;908
1251;Mannen en Vrouwen;25 jaar;2015;68;6960;5945;1015
1252;Mannen en Vrouwen;25 jaar;2016;66;7037;5801;1236
1253;Mannen en Vrouwen;25 jaar;2017;65;7113;5678;1435
1254;Mannen en Vrouwen;25 jaar;2018;63;7089;5642;1447
1255;Mannen en Vrouwen;25 jaar;2019;62;7053;5640;1413
1256;Mannen en Vrouwen;25 jaar;2020;60;6996;5560;1436
1257;Mannen en Vrouwen;25 jaar;2021;58;6937;5529;1408
1258;Mannen en Vrouwen;25 jaar;2022;58;6883;5475;1408
1259;Mannen en Vrouwen;25 jaar;2023;58;6880;5448;1432
1260;Mannen en Vrouwen;25 jaar;2024;58;6881;5420;1461
1261;Mannen en Vrouwen;25 jaar;2025;58;6886;5427;1459
1262;Mannen en Vrouwen;25 jaar;2026;56;6893;5377;1516
1263;Mannen en Vrouwen;25 jaar;2027;55;6895;5358;1537
1264;Mannen en Vrouwen;25 jaar;2028;54;6899;5349;1550
1265;Mannen en Vrouwen;25 jaar;2029;51;6906;5305;1601
1266;Mannen en Vrouwen;25 jaar;2030;49;6907;5266;1641
1267;Mannen en Vrouwen;25 jaar;2031;48;6909;5250;1659
1268;Mannen en Vrouwen;25 jaar;2032;46;6910;5230;1680
1269;Mannen en Vrouwen;25 jaar;2033;46;6918;5242;1676
1270;Mannen en Vrouwen;25 jaar;2034;45;6919;5237;1682
1271;Mannen en Vrouwen;25 jaar;2035;44;6923;5229;1694
1272;Mannen en Vrouwen;25 jaar;2036;43;6922;5187;1735
1273;Mannen en Vrouwen;25 jaar;2037;41;6926;5158;1768
1274;Mannen en Vrouwen;25 jaar;2038;40;6924;5149;1775
1275;Mannen en Vrouwen;25 jaar;2039;40;6927;5145;1782
1276;Mannen en Vrouwen;25 jaar;2040;40;6932;5146;1786
1277;Mannen en Vrouwen;25 jaar;2041;39;6934;5146;1788
1278;Mannen en Vrouwen;25 jaar;2042;38;6936;5148;1788
1279;Mannen en Vrouwen;25 jaar;2043;38;6936;5147;1789
1280;Mannen en Vrouwen;25 jaar;2044;38;6939;5146;1793
1281;Mannen en Vrouwen;25 jaar;2045;37;6944;5145;1799
1282;Mannen en Vrouwen;25 jaar;2046;37;6946;5143;1803
1283;Mannen en Vrouwen;25 jaar;2047;37;6947;5141;1806
1284;Mannen en Vrouwen;25 jaar;2048;35;6947;5138;1809
1285;Mannen en Vrouwen;25 jaar;2049;35;6950;5136;1814
1286;Mannen en Vrouwen;25 jaar;2050;35;6951;5133;1818
1287;Mannen en Vrouwen;25 jaar;2051;34;6951;5129;1822
1288;Mannen en Vrouwen;25 jaar;2052;34;6954;5125;1829
1289;Mannen en Vrouwen;25 jaar;2053;33;6953;5119;1834
1290;Mannen en Vrouwen;25 jaar;2054;32;6954;5115;1839
1291;Mannen en Vrouwen;25 jaar;2055;32;6957;5109;1848
1292;Mannen en Vrouwen;25 jaar;2056;31;6958;5103;1855
1293;Mannen en Vrouwen;25 jaar;2057;31;6961;5095;1866
1294;Mannen en Vrouwen;25 jaar;2058;30;6962;5087;1875
1295;Mannen en Vrouwen;25 jaar;2059;29;6964;5076;1888
