ID;Gewassen;BiologischeBestrijders;Perioden;AantalBedrijvenMetBestrijders_1;PercentageVanBedrijvenMetBestrijders_2;GrootteOppervlakteMetBestrijders_3;PercentageOppervlakteMetBestrijders_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16;Aantal_17;Januari_18;Februari_19;Maart_20;April_21;Mei_22;Juni_23;Juli_24;Augustus_25;September_26;Oktober_27;November_28;December_29;AantalBestrijdersPerHa_30;DoseringPerJaarPerHa_31
298;Totaal bloemen onder glas;Sluipwesp tegen bladluis (Volucre);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
299;Totaal bloemen onder glas;Sluipwesp tegen bladluis (Volucre);2016;;;35;1.2;0.0;0.0;0.4;0.0;1.0;1.0;0.9;0.9;0.9;0.6;0.6;0.6;231;0.0;0.0;4.7;0.0;3.1;5.3;18.6;37.2;21.4;3.5;3.5;2.6;0;7.0
300;Totaal bloemen onder glas;Sluipwesp tegen dopluis (Flav);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
301;Totaal bloemen onder glas;Sluipwesp tegen dopluis (Flav);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
302;Totaal bloemen onder glas;Sluipwesp tegen wolluis (Fusc);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
303;Totaal bloemen onder glas;Sluipwesp tegen wolluis (Fusc);2016;;;26;0.9;0.2;0.2;0.2;0.2;0.2;0.8;0.9;0.0;0.0;0.0;0.3;0.3;6;2.3;3.1;1.6;2.0;2.0;30.2;54.1;0.0;0.0;0.0;1.6;3.2;0;0.0
304;Totaal bloemen onder glas;Sluipwesp tegen rups (Acha);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
305;Totaal bloemen onder glas;Sluipwesp tegen rups (Acha);2016;;;2;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;3978;0.0;0.0;0.0;0.0;12.8;51.3;24.0;12.0;0.0;0.0;0.0;0.0;1;2082.0
306;Totaal bloemen onder glas;Roofwants tegen trips (Insi);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
307;Totaal bloemen onder glas;Roofwants tegen trips (Insi);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
308;Totaal bloemen onder glas;Roofwants tegen trips (Maju);2012;;;142;4.2;0.0;0.0;2.2;1.6;2.1;1.7;1.6;0.8;1.8;1.6;0.9;0.0;938;0.0;0.0;11.1;16.4;17.9;18.1;18.7;7.3;7.5;2.5;0.5;0.0;0;7.0
309;Totaal bloemen onder glas;Roofwants tegen trips (Maju);2016;;;30;1.1;0.0;0.3;0.6;0.2;0.5;0.2;0.0;0.3;0.3;0.0;0.0;0.0;110;0.0;11.2;7.9;50.0;12.0;2.4;0.0;8.3;8.3;0.0;0.0;0.0;0;4.0
310;Totaal bloemen onder glas;Roofwants tegen trips (Laev);2012;;;79;2.3;0.0;0.2;0.3;0.5;0.1;0.0;0.1;0.0;0.0;0.0;1.5;1.5;344;0.0;0.2;16.3;35.8;13.6;0.0;2.9;0.0;0.0;0.0;10.4;20.7;0;4.0
311;Totaal bloemen onder glas;Roofwants tegen trips (Laev);2016;;;75;2.6;0.7;0.7;1.4;1.2;1.0;1.2;0.8;0.0;0.0;0.0;0.0;0.7;270;5.0;5.6;14.6;12.0;19.3;37.2;4.9;0.0;0.0;0.0;0.0;1.3;0;4.0
312;Totaal bloemen onder glas;Zweefvlieg tegen bladluis (Ruep);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
313;Totaal bloemen onder glas;Zweefvlieg tegen bladluis (Ruep);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
314;Totaal bloemen onder glas;Roofkever tegen dopluis;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
315;Totaal bloemen onder glas;Roofkever tegen dopluis;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
316;Totaal bloemen onder glas;Roofkever tegen bladluis (Quad);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
317;Totaal bloemen onder glas;Roofkever tegen bladluis (Quad);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
318;Totaal bloemen onder glas;Roofkever tegen varenrouwmug;2012;;;13;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;31;0.0;14.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.4;0.0;0.0;0;2.0
319;Totaal bloemen onder glas;Roofkever tegen varenrouwmug;2016;;;97;3.4;0.0;0.0;0.0;0.7;0.0;1.1;0.5;0.4;0.4;0.6;1.5;0.8;424;0.0;0.0;0.0;1.1;0.0;56.7;8.9;13.3;1.7;2.0;6.7;9.6;0;4.0
320;Totaal bloemen onder glas;Aaltjes tegen kevers (Megi)             ;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
321;Totaal bloemen onder glas;Aaltjes tegen kevers (Megi)             ;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
322;Totaal bloemen onder glas;Sluipwesp tegen rups (Evan/Bras);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
323;Totaal bloemen onder glas;Sluipwesp tegen rups (Evan/Bras);2016;;;2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;621;0.0;0.0;0.0;0.0;0.0;0.0;33.3;33.3;33.3;0.0;0.0;0.0;0;382.0
324;Totaal bloemen onder glas;Sluipwesp tegen witte vlieg (Form...;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
325;Totaal bloemen onder glas;Sluipwesp tegen witte vlieg (Form...;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
326;Totaal bloemen onder glas;Sluipwesp tegen bladluis (Abdo/Cole.....;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
327;Totaal bloemen onder glas;Sluipwesp tegen bladluis (Abdo/Cole.....;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
328;Totaal bloemen onder glas;Sluipwesp tegen bladluis (Volu/Cole...;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
329;Totaal bloemen onder glas;Sluipwesp tegen bladluis (Volu/Cole...;2016;;;17;0.6;0.0;0.0;0.6;0.0;0.5;0.5;0.0;0.5;0.5;0.6;0.6;0.0;24;0.0;0.0;0.2;0.0;4.4;64.9;0.0;1.7;24.2;2.9;1.7;0.0;0;1.0
330;Totaal bloemen onder glas;Sluipwesp/galmug tegen bladluis(Matr/...;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
331;Totaal bloemen onder glas;Sluipwesp/galmug tegen bladluis(Matr/...;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
332;Totaal glasgroenten;Totaal bestrijders;2012;;;3543;90.5;52.2;71.9;75.9;70.4;61.0;46.9;32.9;20.9;15.6;4.6;5.8;10.5;5739120;18.6;16.3;17.6;7.6;6.6;7.0;5.1;10.3;9.7;0.2;0.0;1.0;1466;1620.0
333;Totaal glasgroenten;Totaal bestrijders;2016;;;3756;96.0;65.0;78.1;81.3;76.9;68.5;56.9;34.1;33.5;25.1;13.4;14.3;21.2;3745339;12.2;12.6;17.0;12.2;10.5;10.0;5.8;7.9;6.1;0.8;1.0;3.9;957;997.0
334;Totaal glasgroenten;Aaltjes totaal;2012;;;65;1.7;1.1;1.1;1.1;1.2;1.2;0.0;1.3;1.7;1.3;1.4;1.4;1.4;0;;;;;;;;;;;;;0;0.0
335;Totaal glasgroenten;Aaltjes totaal;2016;;;31;0.8;0.3;0.0;0.5;0.0;0.0;0.0;0.3;0.6;0.3;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
336;Totaal glasgroenten;Gaasvliegen totaal;2012;;;28;0.7;0.0;0.0;0.6;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;440;0.0;0.0;3.3;48.3;0.0;0.0;48.4;0.0;0.0;0.0;0.0;0.0;0;16.0
337;Totaal glasgroenten;Gaasvliegen totaal;2016;;;53;1.4;0.2;0.2;0.3;0.8;1.0;0.4;0.3;0.0;0.0;0.1;0.0;0.0;2805;0.8;14.7;22.0;3.2;54.2;1.9;3.1;0.0;0.0;0.1;0.0;0.0;1;52.0
338;Totaal glasgroenten;Galmuggen totaal;2012;;;643;16.4;2.0;4.6;6.3;7.3;7.6;7.3;4.1;0.4;0.4;0.0;0.0;0.0;4725;1.0;14.4;16.7;16.7;11.8;12.2;25.9;0.7;0.5;0.0;0.0;0.0;1;7.0
339;Totaal glasgroenten;Galmuggen totaal;2016;;;1330;34.0;4.7;10.3;16.4;16.5;16.0;11.7;10.0;8.7;6.8;3.9;0.6;0.6;68950;8.1;9.9;7.6;7.9;11.1;7.0;16.8;16.1;12.6;2.6;0.1;0.4;18;52.0
340;Totaal glasgroenten;Mix van biologische bestrijders totaal;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
341;Totaal glasgroenten;Mix van biologische bestrijders totaal;2016;;;17;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;96;0.0;0.0;0.0;0.0;0.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;0;6.0
342;Totaal glasgroenten;Roofkever totaal;2012;;;72;1.8;0.0;0.0;0.9;0.9;1.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;85;0.0;0.0;46.6;19.4;14.6;0.6;18.8;0.0;0.0;0.0;0.0;0.0;0;1.0
343;Totaal glasgroenten;Roofkever totaal;2016;;;64;1.6;0.2;0.2;0.2;0.8;1.0;1.0;1.1;0.8;0.4;0.1;0.0;0.0;210;0.2;1.1;1.1;24.2;24.4;13.1;15.6;9.5;8.9;2.0;0.0;0.0;0;3.0
344;Totaal glasgroenten;Roofmijt totaal;2012;;;1987;50.8;22.9;29.2;32.0;33.9;27.5;24.0;14.1;13.6;9.1;1.1;0.4;2.7;5248538;19.4;16.5;17.3;6.8;5.6;6.8;5.0;11.1;10.4;0.1;0.0;1.0;1341;2641.0
345;Totaal glasgroenten;Roofmijt totaal;2016;;;2300;58.8;27.7;27.8;35.6;39.9;37.2;23.8;17.8;19.0;11.9;3.8;3.8;9.2;2698192;14.0;13.6;16.0;8.7;9.6;9.8;6.3;9.2;6.9;0.5;0.7;4.9;690;1173.0
346;Totaal glasgroenten;Rooftrips totaal;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
347;Totaal glasgroenten;Rooftrips totaal;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1841;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0;4258.0
348;Totaal glasgroenten;Roofwants totaal;2012;;;2717;69.4;16.4;45.1;43.5;31.4;21.7;11.4;3.5;1.2;2.9;1.9;2.8;2.2;33282;8.6;23.6;33.5;15.9;9.1;5.1;0.5;0.2;1.1;0.6;1.6;0.2;9;12.0
349;Totaal glasgroenten;Roofwants totaal;2016;;;2682;68.6;20.9;45.3;45.5;24.3;17.5;11.3;6.8;2.4;0.4;0.0;9.1;5.3;49931;9.4;32.4;25.7;13.2;7.8;6.0;1.6;0.5;0.2;0.0;2.1;1.2;13;19.0
350;Totaal glasgroenten;Sluipwesp totaal;2012;;;2443;62.4;28.4;40.8;45.3;43.1;40.5;27.1;16.6;7.5;4.9;2.3;4.0;6.4;452048;9.4;14.2;19.8;15.2;18.9;8.9;6.5;1.3;2.7;0.9;0.4;1.8;115;185.0
351;Totaal glasgroenten;Sluipwesp totaal;2016;;;3011;77.0;43.2;50.8;51.3;55.7;48.7;41.8;25.6;20.0;18.5;9.7;11.5;12.4;923259;7.6;9.0;20.5;22.8;12.9;11.0;3.8;3.9;3.7;1.4;1.8;1.7;236;307.0
352;Totaal glasgroenten;Zweefvlieg totaal;2012;;;67;1.7;0.0;0.0;1.0;1.3;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0;0.0;29.2;60.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
353;Totaal glasgroenten;Zweefvlieg totaal;2016;;;164;4.2;0.2;0.2;2.6;3.2;0.9;0.0;0.0;0.3;0.4;0.0;0.0;0.0;55;5.8;6.3;20.8;41.3;18.6;0.0;0.0;5.3;1.9;0.0;0.0;0.0;0;0.0
354;Totaal glasgroenten;Aaltjes tegen keverlarven (Kraussei);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
355;Totaal glasgroenten;Aaltjes tegen keverlarven (Kraussei);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
356;Totaal glasgroenten;Aaltjes tegen kevers (Heterorhabditis);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
357;Totaal glasgroenten;Aaltjes tegen kevers (Heterorhabditis);2016;;;13;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
358;Totaal glasgroenten;Aaltjes tegen rupsen (Carpocapsae);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
359;Totaal glasgroenten;Aaltjes tegen rupsen (Carpocapsae);2016;;;12;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
360;Totaal glasgroenten;Aaltjes tegen slakken (Phasmarhabditis);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
361;Totaal glasgroenten;Aaltjes tegen slakken (Phasmarhabditis);2016;;;12;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
362;Totaal glasgroenten;Aaltjes tegen varenrouwmug (Feltiae);2012;;;65;1.7;1.1;1.1;1.1;1.2;1.2;0.0;1.3;1.7;1.3;1.4;1.4;1.4;0;;;;;;;;;;;;;0;0.0
363;Totaal glasgroenten;Aaltjes tegen varenrouwmug (Feltiae);2016;;;17;0.4;0.3;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
364;Totaal glasgroenten;Gaasvlieg tegen bladluis (Chrysoperla);2012;;;28;0.7;0.0;0.0;0.6;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;440;0.0;0.0;3.3;48.3;0.0;0.0;48.4;0.0;0.0;0.0;0.0;0.0;0;16.0
365;Totaal glasgroenten;Gaasvlieg tegen bladluis (Chrysoperla);2016;;;53;1.4;0.2;0.2;0.3;0.8;1.0;0.4;0.3;0.0;0.0;0.1;0.0;0.0;2805;0.8;14.7;22.0;3.2;54.2;1.9;3.1;0.0;0.0;0.1;0.0;0.0;1;52.0
366;Totaal glasgroenten;Galmug tegen bladluis (Aphidoletes);2012;;;353;9.0;1.1;2.9;3.8;3.4;1.9;3.5;2.0;0.0;0.4;0.0;0.0;0.0;4371;0.3;15.0;17.5;17.1;9.6;12.1;27.8;0.0;0.6;0.0;0.0;0.0;1;12.0
367;Totaal glasgroenten;Galmug tegen bladluis (Aphidoletes);2016;;;928;23.7;3.8;7.7;11.0;10.5;11.1;8.7;6.8;7.0;6.8;3.9;0.6;0.6;67328;8.3;8.6;7.6;7.9;11.2;7.1;17.0;16.4;12.9;2.6;0.1;0.4;17;73.0
368;Totaal glasgroenten;Galmug tegen spint (Feltiella);2012;;;370;9.4;1.2;2.0;2.7;3.6;5.4;4.7;2.1;0.4;0.0;0.0;0.0;0.0;303;11.1;8.6;7.9;12.6;33.5;12.5;2.5;11.3;0.0;0.0;0.0;0.0;0;1.0
369;Totaal glasgroenten;Galmug tegen spint (Feltiella);2016;;;658;16.8;0.9;2.3;8.1;7.8;6.8;3.1;3.6;2.0;0.0;0.0;0.0;0.0;1597;0.6;65.6;6.2;5.3;7.2;2.7;8.4;4.0;0.0;0.0;0.0;0.0;0;2.0
370;Totaal glasgroenten;Galmug tegen spint (Therodiplosis);2012;;;72;1.8;0.0;0.0;0.0;1.2;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;51;0.0;0.0;0.0;11.1;72.3;16.6;0.0;0.0;0.0;0.0;0.0;0.0;0;1.0
371;Totaal glasgroenten;Galmug tegen spint (Therodiplosis);2016;;;23;0.6;0.0;0.3;0.3;0.6;0.4;0.3;0.3;0.0;0.0;0.0;0.0;0.0;25;0.0;12.7;12.7;15.7;26.0;15.7;17.2;0.0;0.0;0.0;0.0;0.0;0;1.0
372;Totaal glasgroenten;Roofkever tegen bladluis (Adalia);2012;;;7;0.2;0.0;0.0;0.2;0.2;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;32;0.0;0.0;2.2;19.4;27.2;1.6;49.6;0.0;0.0;0.0;0.0;0.0;0;4.0
373;Totaal glasgroenten;Roofkever tegen bladluis (Adalia);2016;;;23;0.6;0.2;0.2;0.2;0.2;0.2;0.2;0.7;0.2;0.2;0.0;0.0;0.0;88;0.5;2.6;2.6;35.8;32.9;0.5;19.1;3.1;2.8;0.0;0.0;0.0;0;4.0
374;Totaal glasgroenten;Roofkever tegen schildluis (Rhyzobius);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
375;Totaal glasgroenten;Roofkever tegen schildluis (Rhyzobius);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
376;Totaal glasgroenten;Roofkever tegen witte vlieg (Catalinae);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
377;Totaal glasgroenten;Roofkever tegen witte vlieg (Catalinae);2016;;;8;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0;0.0;0.0;0.0;43.3;43.9;0.0;0.0;12.8;0.0;0.0;0.0;0;1.0
378;Totaal glasgroenten;Roofkever tegen witte vlieg (Pusilus);2012;;;32;0.8;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
379;Totaal glasgroenten;Roofkever tegen witte vlieg (Pusilus);2016;;;17;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.0;0.0;0.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;25.1;74.9;0.0;0.0;0.0;0.0;0;0.0
380;Totaal glasgroenten;Roofkever tegen wolluis (Montrouzieri);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
381;Totaal glasgroenten;Roofkever tegen wolluis (Montrouzieri);2016;;;15;0.4;0.0;0.0;0.0;0.6;0.6;0.6;0.1;0.1;0.1;0.1;0.0;0.0;113;0.0;0.0;0.0;17.2;17.2;21.4;13.5;13.5;13.5;3.6;0.0;0.0;0;8.0
382;Totaal glasgroenten;Roofmijt tegen spint (Californicus);2012;;;761;19.4;4.8;9.6;5.3;2.4;1.3;2.2;2.4;3.2;1.9;0.0;0.0;0.0;559075;7.5;19.9;8.7;10.8;11.6;7.6;6.1;25.2;2.6;0.0;0.0;0.0;143;735.0
383;Totaal glasgroenten;Roofmijt tegen spint (Californicus);2016;;;727;18.6;3.3;6.5;6.5;3.4;4.9;2.9;1.9;4.2;3.2;0.6;0.9;2.9;444227;11.1;9.3;27.7;10.0;11.1;12.4;3.8;8.2;4.8;0.0;0.0;1.5;114;611.0
384;Totaal glasgroenten;Roofmijt tegen spint (Phytoseiulus);2012;;;1611;41.2;3.9;9.2;18.3;29.2;25.3;20.2;10.8;7.8;4.6;0.1;0.0;0.0;128527;1.0;7.8;12.8;16.8;26.7;19.4;6.0;7.3;2.2;0.1;0.0;0.0;33;80.0
385;Totaal glasgroenten;Roofmijt tegen spint (Phytoseiulus);2016;;;1876;47.9;7.9;7.6;23.5;35.7;31.9;18.7;13.4;12.1;6.8;2.0;1.4;0.2;276626;1.9;4.7;18.0;16.7;20.7;10.5;8.9;12.3;3.8;2.1;0.5;0.0;71;147.0
386;Totaal glasgroenten;Roofmijt tegen trips (Cucumeris);2012;;;1039;26.5;13.3;8.8;7.1;2.2;1.0;1.2;1.2;2.6;3.4;0.6;0.0;2.2;2983614;28.2;19.3;17.2;4.7;0.5;2.8;3.9;8.5;13.3;0.2;0.0;1.4;762;2872.0
387;Totaal glasgroenten;Roofmijt tegen trips (Cucumeris);2016;;;746;19.1;6.5;6.7;4.9;2.1;2.3;1.4;2.1;3.5;2.3;0.5;0.9;5.3;554450;20.4;21.3;11.8;3.8;4.1;1.8;2.6;3.3;12.1;0.0;1.4;17.4;142;744.0
388;Totaal glasgroenten;Roofmijt tegen trips (Degenerans);2012;;;422;10.8;0.0;2.5;7.1;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12694;0.0;86.0;6.6;7.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;30.0
389;Totaal glasgroenten;Roofmijt tegen trips (Degenerans);2016;;;515;13.2;5.2;10.4;6.7;0.4;0.9;0.2;0.0;0.0;0.0;0.0;0.0;0.3;1307;25.5;50.9;18.1;0.2;0.5;0.1;0.0;0.0;0.0;0.0;0.0;4.6;0;3.0
390;Totaal glasgroenten;Roofmijt tegen trips (Fallacis);2012;;;7;0.2;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79;0.0;41.2;58.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;11.0
391;Totaal glasgroenten;Roofmijt tegen trips (Fallacis);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
392;Totaal glasgroenten;Roofmijt tegen trips/mijten (Barkeri);2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
393;Totaal glasgroenten;Roofmijt tegen trips/mijten (Barkeri);2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
394;Totaal glasgroenten;Roofmijt tegen trips/spint/mijten (And.);2012;;;119;3.0;0.0;0.3;2.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3243;0.0;12.4;79.2;8.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;27.0
395;Totaal glasgroenten;Roofmijt tegen trips/spint/mijten (And.);2016;;;63;1.6;0.7;0.3;0.8;0.4;0.4;0.0;0.2;0.4;0.0;0.0;0.0;0.0;9886;3.6;11.1;38.6;33.6;3.3;0.0;8.5;1.3;0.0;0.0;0.0;0.0;3;156.0
396;Totaal glasgroenten;Roofmijt tegen trips/witte vlieg (Lim.);2012;;;124;3.2;0.0;0.0;0.8;1.0;1.4;1.1;1.6;1.7;0.3;0.0;0.0;0.0;4293;0.0;0.0;8.7;21.2;11.2;12.5;15.3;29.9;1.3;0.0;0.0;0.0;1;35.0
397;Totaal glasgroenten;Roofmijt tegen trips/witte vlieg (Lim.);2016;;;174;4.4;1.7;0.5;0.8;0.5;0.2;0.2;0.3;1.2;0.9;0.0;0.0;1.4;23721;7.2;4.2;37.2;2.7;0.5;1.9;5.2;12.3;25.0;0.0;0.0;3.9;6;136.0
398;Totaal glasgroenten;Roofmijt tegen trips/witte vlieg(Mond.);2012;;;154;3.9;0.2;0.7;1.0;2.5;1.6;1.1;0.8;1.3;0.6;0.0;0.0;0.0;275599;0.0;3.4;30.8;10.6;17.2;10.6;1.6;9.4;16.2;0.0;0.0;0.0;70;1790.0
399;Totaal glasgroenten;Roofmijt tegen trips/witte vlieg(Mond.);2016;;;445;11.4;9.1;5.2;3.0;0.3;0.9;0.5;2.6;0.3;0.0;0.0;0.0;0.9;184020;43.2;30.6;11.2;3.7;6.1;0.7;4.2;0.1;0.0;0.0;0.0;0.1;47;413.0
400;Totaal glasgroenten;Roofmijt tegen trips/witte vlieg(Swir.);2012;;;1247;31.9;11.2;11.8;10.0;8.1;5.6;8.2;6.0;8.5;3.0;0.4;0.4;0.6;1271106;9.9;11.3;18.9;8.2;10.3;13.9;7.7;12.2;6.7;0.0;0.0;0.9;325;1019.0
401;Totaal glasgroenten;Roofmijt tegen trips/witte vlieg(Swir.);2016;;;964;24.6;9.8;8.3;9.2;7.5;10.1;9.2;6.9;8.2;4.8;1.2;0.5;2.8;1158088;9.4;11.1;13.7;9.8;10.3;14.0;8.9;13.5;6.7;0.3;0.0;2.3;296;1201.0
