ID;Gewassen;BiologischeBestrijders;Perioden;AantalBedrijvenMetBestrijders_1;PercentageVanBedrijvenMetBestrijders_2;GrootteOppervlakteMetBestrijders_3;PercentageOppervlakteMetBestrijders_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16;Aantal_17;Januari_18;Februari_19;Maart_20;April_21;Mei_22;Juni_23;Juli_24;Augustus_25;September_26;Oktober_27;November_28;December_29;AantalBestrijdersPerHa_30;DoseringPerJaarPerHa_31
1941;Totaal paprika's;Sluipwesp tegen witte vlieg (Mundus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1942;Totaal paprika's;Sluipwesp tegen wolluis (A. pseudococci);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1943;Totaal paprika's;Sluipwesp tegen wolluis (A. pseudococci);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1944;Totaal paprika's;Sluipwesp tegen wolluis (Citrina);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1945;Totaal paprika's;Sluipwesp tegen wolluis (Citrina);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1946;Totaal paprika's;Sluipwesp tegen wolluis (Perminutus);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1947;Totaal paprika's;Sluipwesp tegen wolluis (Perminutus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1948;Totaal paprika's;Sluipwesp/galmug tegen mineervlieg;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1949;Totaal paprika's;Sluipwesp/galmug tegen mineervlieg;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1950;Totaal paprika's;Zweefvlieg tegen bladluis (Episyrphus);2012;13.0;4.4;67;5.1;0.0;0.0;2.9;3.9;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0;0.0;29.2;60.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
1951;Totaal paprika's;Zweefvlieg tegen bladluis (Episyrphus);2016;12.0;4.7;79;6.0;0.0;0.0;1.6;7.7;0.9;0.0;0.0;0.9;1.1;0.0;0.0;0.0;19;0.0;0.0;12.1;67.7;2.2;0.0;0.0;15.5;2.6;0.0;0.0;0.0;0;0.0
1952;Totaal paprika's;Roofmijt tegen trips/witte vlieg (Gall);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1953;Totaal paprika's;Roofmijt tegen trips/witte vlieg (Gall);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1954;Totaal paprika's;Rooftrips tegen schildluis;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1955;Totaal paprika's;Rooftrips tegen schildluis;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1956;Totaal paprika's;Sluipwesp tegen rups (Brass);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1957;Totaal paprika's;Sluipwesp tegen rups (Brass);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1958;Totaal paprika's;Sluipwesp tegen bladluis (Volucre);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1959;Totaal paprika's;Sluipwesp tegen bladluis (Volucre);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1960;Totaal paprika's;Sluipwesp tegen dopluis (Flav);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1961;Totaal paprika's;Sluipwesp tegen dopluis (Flav);2016;3.0;1.4;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0;7.0
1962;Totaal paprika's;Sluipwesp tegen wolluis (Fusc);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1963;Totaal paprika's;Sluipwesp tegen wolluis (Fusc);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1964;Totaal paprika's;Sluipwesp tegen rups (Acha);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1965;Totaal paprika's;Sluipwesp tegen rups (Acha);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1966;Totaal paprika's;Roofwants tegen trips (Insi);2012;5.0;1.6;5;0.4;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;13.0
1967;Totaal paprika's;Roofwants tegen trips (Insi);2016;2.0;0.8;5;0.4;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;351;0.0;0.0;0.0;29.4;70.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;67.0
1968;Totaal paprika's;Roofwants tegen trips (Maju);2012;4.0;1.4;35;2.7;1.9;1.9;2.4;2.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1896;39.8;15.3;8.3;36.3;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1;54.0
1969;Totaal paprika's;Roofwants tegen trips (Maju);2016;3.0;1.3;9;0.7;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;280;0.0;23.0;77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;31.0
1970;Totaal paprika's;Roofwants tegen trips (Laev);2012;200.0;69.6;980;74.7;10.8;40.2;56.2;33.0;14.3;4.9;0.2;0.0;0.0;0.0;0.0;0.0;9544;4.4;23.9;42.9;18.1;9.0;1.4;0.3;0.0;0.0;0.0;0.0;0.0;7;10.0
1971;Totaal paprika's;Roofwants tegen trips (Laev);2016;187.0;73.9;947;71.9;5.1;39.6;49.9;38.1;28.8;16.5;7.8;0.4;0.4;0.0;0.0;0.0;22681;5.5;26.9;28.7;19.1;10.2;7.5;1.9;0.1;0.1;0.0;0.0;0.0;17;24.0
1972;Totaal paprika's;Zweefvlieg tegen bladluis (Ruep);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1973;Totaal paprika's;Zweefvlieg tegen bladluis (Ruep);2016;10.0;3.9;69;5.2;0.6;0.6;6.2;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28;11.3;12.2;32.3;22.1;22.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
1974;Totaal paprika's;Roofkever tegen dopluis;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1975;Totaal paprika's;Roofkever tegen dopluis;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1976;Totaal paprika's;Roofkever tegen bladluis (Quad);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1977;Totaal paprika's;Roofkever tegen bladluis (Quad);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1978;Totaal paprika's;Roofkever tegen varenrouwmug;2012;4.0;1.3;33;2.5;0.0;0.0;2.3;0.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42;0.0;0.0;91.5;0.0;8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1.0
1979;Totaal paprika's;Roofkever tegen varenrouwmug;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1980;Totaal paprika's;Aaltjes tegen kevers (Megi)             ;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1981;Totaal paprika's;Aaltjes tegen kevers (Megi)             ;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1982;Totaal paprika's;Sluipwesp tegen rups (Evan/Bras);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1983;Totaal paprika's;Sluipwesp tegen rups (Evan/Bras);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1984;Totaal paprika's;Sluipwesp tegen witte vlieg (Form...;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1985;Totaal paprika's;Sluipwesp tegen witte vlieg (Form...;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1986;Totaal paprika's;Sluipwesp tegen bladluis (Abdo/Cole.....;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1987;Totaal paprika's;Sluipwesp tegen bladluis (Abdo/Cole.....;2016;1.0;0.5;9;0.7;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;106;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;12.0
1988;Totaal paprika's;Sluipwesp tegen bladluis (Volu/Cole...;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1989;Totaal paprika's;Sluipwesp tegen bladluis (Volu/Cole...;2016;10.0;3.8;48;3.7;0.0;0.0;1.0;4.3;4.3;4.3;4.1;4.1;0.0;0.0;0.0;0.0;634;0.0;0.0;4.2;4.1;2.1;2.2;70.0;17.5;0.0;0.0;0.0;0.0;0;13.0
1990;Totaal paprika's;Sluipwesp/galmug tegen bladluis(Matr/...;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1991;Totaal paprika's;Sluipwesp/galmug tegen bladluis(Matr/...;2016;4.0;1.8;17;1.3;0.0;0.0;0.0;0.0;0.0;0.0;1.4;1.4;0.0;0.0;0.0;0.0;96;0.0;0.0;0.0;0.0;0.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;0;6.0
1992;Perkplanten onder glas;Totaal bestrijders;2012;42.0;9.9;40;9.0;1.5;1.7;3.2;1.3;1.3;1.1;3.0;3.2;0.0;1.3;0.0;0.0;6980;0.2;0.4;13.2;2.3;1.1;0.1;0.0;82.7;0.0;0.0;0.0;0.0;16;174.0
1993;Perkplanten onder glas;Totaal bestrijders;2016;18.0;6.9;45;13.6;3.8;1.9;1.9;12.2;2.8;2.1;2.3;1.7;1.6;3.3;0.0;0.2;1792;8.1;0.3;0.3;56.4;9.3;19.6;1.3;0.5;0.3;0.9;0.0;2.9;5;40.0
1994;Perkplanten onder glas;Aaltjes totaal;2012;20.0;4.7;15;3.3;0.0;0.0;0.2;0.2;0.0;1.1;3.0;0.0;0.0;1.3;0.0;0.0;0;;;;;;;;;;;;;0;0.0
1995;Perkplanten onder glas;Aaltjes totaal;2016;10.0;3.7;11;3.4;0.2;0.0;0.0;1.1;0.7;0.0;0.7;0.0;0.0;1.7;0.0;0.0;0;;;;;;;;;;;;;0;0.0
1996;Perkplanten onder glas;Gaasvliegen totaal;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1997;Perkplanten onder glas;Gaasvliegen totaal;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1998;Perkplanten onder glas;Galmuggen totaal;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1999;Perkplanten onder glas;Galmuggen totaal;2016;5.0;1.7;7;2.0;1.9;1.9;1.9;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;29;2.0;2.0;2.0;23.5;23.5;47.1;0.0;0.0;0.0;0.0;0.0;0.0;0;4.0
2000;Perkplanten onder glas;Mix van biologische bestrijders totaal;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2001;Perkplanten onder glas;Mix van biologische bestrijders totaal;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2002;Perkplanten onder glas;Roofkever totaal;2012;10.0;2.4;1;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5.0
2003;Perkplanten onder glas;Roofkever totaal;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2004;Perkplanten onder glas;Roofmijt totaal;2012;23.0;5.5;25;5.7;1.5;1.5;3.0;1.1;0.0;1.1;1.2;3.2;0.0;0.0;0.0;0.0;6626;0.2;0.4;13.9;2.5;0.0;0.1;0.0;83.1;0.0;0.0;0.0;0.0;15;260.0
2005;Perkplanten onder glas;Roofmijt totaal;2016;13.0;4.9;37;11.3;3.6;1.9;1.9;12.2;2.1;2.1;0.0;0.1;0.0;0.0;0.0;0.2;1650;8.8;0.2;0.2;60.4;8.6;18.6;0.0;0.1;0.0;0.0;0.0;3.2;5;44.0
2006;Perkplanten onder glas;Rooftrips totaal;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2007;Perkplanten onder glas;Rooftrips totaal;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2008;Perkplanten onder glas;Roofwants totaal;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2009;Perkplanten onder glas;Roofwants totaal;2016;2.0;0.7;1;0.3;0.0;0.0;0.0;0.4;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;47;0.0;0.0;0.0;17.8;23.2;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0;48.0
2010;Perkplanten onder glas;Sluipwesp totaal;2012;24.0;5.7;20;4.4;0.0;0.0;0.0;0.0;1.3;0.0;0.0;3.2;0.0;1.3;0.0;0.0;349;0.0;0.0;0.0;0.0;21.8;0.0;0.0;77.2;0.0;1.0;0.0;0.0;1;18.0
2011;Perkplanten onder glas;Sluipwesp totaal;2016;6.0;2.2;7;2.0;0.0;0.0;0.0;0.4;0.5;0.4;1.6;1.6;1.6;1.6;0.0;0.0;67;0.0;0.0;0.0;0.2;12.3;6.4;36.0;11.5;8.7;25.0;0.0;0.0;0;10.0
2012;Perkplanten onder glas;Zweefvlieg totaal;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2013;Perkplanten onder glas;Zweefvlieg totaal;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2014;Perkplanten onder glas;Aaltjes tegen keverlarven (Kraussei);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2015;Perkplanten onder glas;Aaltjes tegen keverlarven (Kraussei);2016;3.0;1.0;6;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7;0.0;0.0;0;;;;;;;;;;;;;0;0.0
2016;Perkplanten onder glas;Aaltjes tegen kevers (Heterorhabditis);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2017;Perkplanten onder glas;Aaltjes tegen kevers (Heterorhabditis);2016;3.0;1.0;2;0.7;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
2018;Perkplanten onder glas;Aaltjes tegen rupsen (Carpocapsae);2012;10.0;2.5;7;1.5;0.0;0.0;0.2;0.2;0.0;1.1;1.2;0.0;0.0;1.3;0.0;0.0;0;;;;;;;;;;;;;0;0.0
2019;Perkplanten onder glas;Aaltjes tegen rupsen (Carpocapsae);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2020;Perkplanten onder glas;Aaltjes tegen slakken (Phasmarhabditis);2012;10.0;2.4;1;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
2021;Perkplanten onder glas;Aaltjes tegen slakken (Phasmarhabditis);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2022;Perkplanten onder glas;Aaltjes tegen varenrouwmug (Feltiae);2012;9.0;2.2;8;1.8;0.0;0.0;0.0;0.0;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
2023;Perkplanten onder glas;Aaltjes tegen varenrouwmug (Feltiae);2016;7.0;2.7;6;1.7;0.2;0.0;0.0;1.1;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;0.0
2024;Perkplanten onder glas;Gaasvlieg tegen bladluis (Chrysoperla);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2025;Perkplanten onder glas;Gaasvlieg tegen bladluis (Chrysoperla);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2026;Perkplanten onder glas;Galmug tegen bladluis (Aphidoletes);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2027;Perkplanten onder glas;Galmug tegen bladluis (Aphidoletes);2016;5.0;1.7;7;2.0;1.9;1.9;1.9;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;28;1.6;1.6;1.6;23.8;23.8;47.6;0.0;0.0;0.0;0.0;0.0;0.0;0;4.0
2028;Perkplanten onder glas;Galmug tegen spint (Feltiella);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2029;Perkplanten onder glas;Galmug tegen spint (Feltiella);2016;3.0;1.0;6;1.7;1.9;1.9;1.9;1.6;1.6;1.6;0.0;0.0;0.0;0.0;0.0;0.0;1;15.9;15.9;15.9;13.1;13.1;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
2030;Perkplanten onder glas;Galmug tegen spint (Therodiplosis);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2031;Perkplanten onder glas;Galmug tegen spint (Therodiplosis);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2032;Perkplanten onder glas;Roofkever tegen bladluis (Adalia);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2033;Perkplanten onder glas;Roofkever tegen bladluis (Adalia);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2034;Perkplanten onder glas;Roofkever tegen schildluis (Rhyzobius);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2035;Perkplanten onder glas;Roofkever tegen schildluis (Rhyzobius);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2036;Perkplanten onder glas;Roofkever tegen witte vlieg (Catalinae);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2037;Perkplanten onder glas;Roofkever tegen witte vlieg (Catalinae);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2038;Perkplanten onder glas;Roofkever tegen witte vlieg (Pusilus);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2039;Perkplanten onder glas;Roofkever tegen witte vlieg (Pusilus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2040;Perkplanten onder glas;Roofkever tegen wolluis (Montrouzieri);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2041;Perkplanten onder glas;Roofkever tegen wolluis (Montrouzieri);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2042;Perkplanten onder glas;Roofmijt tegen spint (Californicus);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2043;Perkplanten onder glas;Roofmijt tegen spint (Californicus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2044;Perkplanten onder glas;Roofmijt tegen spint (Phytoseiulus);2012;4.0;1.0;6;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0;29.0
2045;Perkplanten onder glas;Roofmijt tegen spint (Phytoseiulus);2016;6.0;2.2;9;2.8;3.6;1.9;1.9;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;266;54.4;1.5;1.5;10.7;10.7;21.3;0.0;0.0;0.0;0.0;0.0;0.0;1;29.0
2046;Perkplanten onder glas;Roofmijt tegen trips (Cucumeris);2012;10.0;2.4;1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;3250;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;7;3597.0
2047;Perkplanten onder glas;Roofmijt tegen trips (Cucumeris);2016;3.0;1.2;1;0.4;0.0;0.0;0.0;0.4;0.5;0.5;0.0;0.1;0.0;0.0;0.0;0.0;89;0.0;0.0;0.0;23.8;25.3;49.5;0.0;1.5;0.0;0.0;0.0;0.0;0;76.0
2048;Perkplanten onder glas;Roofmijt tegen trips (Degenerans);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2049;Perkplanten onder glas;Roofmijt tegen trips (Degenerans);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2050;Perkplanten onder glas;Roofmijt tegen trips (Fallacis);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
2051;Perkplanten onder glas;Roofmijt tegen trips (Fallacis);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
