ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;TotaleOppervlakte_5;TotaalVerkeersterrein_6;Spoorterrein_7;Wegverkeersterrein_8;Vliegveld_9;TotaalBebouwdTerrein_10;Woonterrein_11;TerreinVoorDetailhandelEnHoreca_12;TerreinVoorOpenbareVoorzieningen_13;TerreinVoorSociaalCultureleVoorz_14;Bedrijventerrein_15;TotaalSemiBebouwdTerrein_16;Stortplaats_17;Wrakkenopslagplaats_18;Begraafplaats_19;Delfstofwinplaats_20;Bouwterrein_21;SemiVerhardOverigTerrein_22;TotaalRecreatieterrein_23;ParkEnPlantsoen_24;Sportterrein_25;Volkstuin_26;DagrecreatiefTerrein_27;VerblijfsrecreatiefTerrein_28;TotaalAgrarischTerrein_29;TerreinVoorGlastuinbouw_30;OverigAgrarischTerrein_31;TotaalBosEnOpenNatuurlijkTerrein_32;Bos_33;OpenDroogNatuurlijkTerrein_34;OpenNatNatuurlijkTerrein_35;TotaalBinnenwater_36;IJsselmeerMarkermeer_37;AfgeslotenZeearm_38;RijnEnMaas_39;Randmeer_40;Spaarbekken_41;RecreatiefBinnenwater_42;BinnenwaterVoorDelfstofwinning_43;VloeiEnOfSlibveld_44;OverigBinnenwater_45;TotaalBuitenwater_46;WaddenzeeEemsDollard_47;Oosterschelde_48;Westerschelde_49;Noordzee_50
3357;Buitengebied Pinnedijk;Doetinchem                              ;Buurt     ;BU02221107;1;159;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1;143;6;6;0;0;1;;;;;0;0;0;0;1;;;;;
3358;Wijk 31 Wehl;Doetinchem                              ;Wijk      ;WK022231  ;1;2363;92;6;87;0;159;115;0;1;16;26;11;2;0;2;0;8;0;21;1;12;0;0;7;1886;1;1885;192;192;0;0;2;;;;;0;0;0;0;2;;;;;
3359;Wehl-Centrum;Doetinchem                              ;Buurt     ;BU02223101;1;134;7;2;5;0;110;95;0;0;2;13;1;0;0;1;0;0;0;1;1;0;0;0;0;14;0;14;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3360;Wehl-West;Doetinchem                              ;Buurt     ;BU02223102;1;256;6;1;5;0;2;0;0;0;0;2;0;0;0;0;0;0;0;4;0;1;0;0;2;147;0;147;97;97;0;0;0;;;;;0;0;0;0;0;;;;;
3361;Wehl-Zuidwest;Doetinchem                              ;Buurt     ;BU02223103;1;309;22;1;20;0;5;4;0;0;0;1;8;0;0;0;0;8;0;5;0;0;0;0;5;178;1;177;91;91;0;0;0;;;;;0;0;0;0;0;;;;;
3362;Wehl-Zuidoost;Doetinchem                              ;Buurt     ;BU02223104;1;346;17;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329;0;329;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3363;Wehl-Oost;Doetinchem                              ;Buurt     ;BU02223105;1;144;7;1;6;0;0;0;0;0;0;0;2;2;0;0;0;0;0;4;0;3;0;0;0;132;0;132;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3364;Wehl-Noordoost;Doetinchem                              ;Buurt     ;BU02223106;1;191;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;0;183;2;2;0;0;0;;;;;0;0;0;0;0;;;;;
3365;Wehl-Noord;Doetinchem                              ;Buurt     ;BU02223107;1;260;5;0;5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;246;0;246;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3366;Nieuw-Wehl-Centrum;Doetinchem                              ;Buurt     ;BU02223108;1;35;1;0;1;0;31;16;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3367;Nieuw-Wehl-Noordoost;Doetinchem                              ;Buurt     ;BU02223109;1;381;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;0;365;2;2;0;0;2;;;;;0;0;0;0;2;;;;;
3368;Nieuw-Wehl-Noord;Doetinchem                              ;Buurt     ;BU02223110;1;250;6;0;6;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;243;0;243;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3369;A18 Bedrijvenpark;Doetinchem                              ;Buurt     ;BU02223111;1;57;4;0;4;0;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;45;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3370;Dongen;Dongen                                  ;Gemeente  ;GM0766    ;.;2974;86;0;86;0;643;410;12;0;28;193;44;0;4;5;9;26;0;99;29;52;3;3;12;2013;67;1946;39;39;0;0;50;;;;;0;0;16;0;33;;;;;
3371;Dongen;Dongen                                  ;Wijk      ;WK076601  ;3;2451;74;0;74;0;590;357;12;0;28;193;41;0;4;4;9;24;0;90;25;47;3;3;12;1581;59;1521;33;33;0;0;42;;;;;0;0;16;0;26;;;;;
3372;West 1;Dongen                                  ;Buurt     ;BU07660101;3;83;3;0;3;0;64;55;0;0;6;3;0;0;0;0;0;0;0;14;6;7;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3373;Buitengebied West 1;Dongen                                  ;Buurt     ;BU07660102;3;43;2;0;2;0;0;0;0;0;0;0;3;0;0;3;0;0;0;2;0;2;0;0;0;29;0;29;4;4;0;0;4;;;;;0;0;0;0;4;;;;;
3374;West 2;Dongen                                  ;Buurt     ;BU07660103;3;58;2;0;2;0;54;54;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3375;Buitengebied West 2;Dongen                                  ;Buurt     ;BU07660104;3;201;7;0;7;0;7;1;0;0;0;6;4;0;4;0;0;0;0;3;0;0;2;0;1;178;0;178;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3376;Centrum;Dongen                                  ;Buurt     ;BU07660105;3;88;5;0;5;0;78;55;9;0;8;5;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3377;Beljaart;Dongen                                  ;Buurt     ;BU07660106;3;54;3;0;3;0;17;10;0;0;3;4;18;0;0;1;0;18;0;0;0;0;0;0;0;14;0;14;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3378;Biezen;Dongen                                  ;Buurt     ;BU07660107;3;71;1;0;1;0;56;53;0;0;3;0;0;0;0;0;0;0;0;5;5;0;0;0;0;9;0;9;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3379;Hoge Akker;Dongen                                  ;Buurt     ;BU07660108;3;57;2;0;2;0;47;47;0;0;0;0;0;0;0;0;0;0;0;6;1;5;0;0;0;2;0;2;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3380;Oud Dongen;Dongen                                  ;Buurt     ;BU07660109;3;189;7;0;7;0;93;71;0;0;7;16;0;0;0;0;0;0;0;34;6;23;1;3;0;45;0;45;4;4;0;0;5;;;;;0;0;0;0;5;;;;;
3381;Buitengebied Oost;Dongen                                  ;Buurt     ;BU07660110;3;469;11;0;11;0;7;0;0;0;0;7;0;0;0;0;0;0;0;8;0;0;1;0;8;428;14;415;14;14;0;0;0;;;;;0;0;0;0;0;;;;;
3382;Klein Dongen;Dongen                                  ;Buurt     ;BU07660111;3;182;3;0;3;0;8;0;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;169;29;141;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3383;Dongen-Vaart;Dongen                                  ;Buurt     ;BU07660112;3;215;7;0;7;0;12;12;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;194;5;189;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3384;Buitengebied Klein Dongen/Dongen-Vaart;Dongen                                  ;Buurt     ;BU07660113;3;504;10;0;10;0;4;0;0;0;0;4;9;0;0;0;9;0;0;5;0;2;0;0;3;459;12;447;0;0;0;0;16;;;;;0;0;16;0;0;;;;;
3385;Tichelrijt;Dongen                                  ;Buurt     ;BU07660114;3;180;9;0;9;0;100;0;0;0;0;100;6;0;0;0;0;6;0;5;0;5;0;0;0;44;0;44;5;5;0;0;9;;;;;0;0;0;0;9;;;;;
3386;Wildert;Dongen                                  ;Buurt     ;BU07660115;3;59;2;0;2;0;42;0;0;0;0;42;0;0;0;0;0;0;0;1;1;0;0;0;0;8;0;8;5;5;0;0;0;;;;;0;0;0;0;0;;;;;
3387;'s Gravenmoer;Dongen                                  ;Wijk      ;WK076602  ;3;523;12;0;12;0;53;53;0;0;0;0;2;0;0;1;0;2;0;9;4;5;0;0;0;432;8;424;6;6;0;0;7;;;;;0;0;0;0;7;;;;;
3388;'s Gravenmoer;Dongen                                  ;Buurt     ;BU07660216;3;226;5;0;5;0;53;53;0;0;0;0;2;0;0;1;0;2;0;8;4;4;0;0;0;154;8;146;2;2;0;0;2;;;;;0;0;0;0;2;;;;;
3389;Buitengebied 's Gravenmoer;Dongen                                  ;Buurt     ;BU07660217;3;297;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;278;0;278;5;5;0;0;6;;;;;0;0;0;0;6;;;;;
3390;Dongeradeel;Dongeradeel                             ;Gemeente  ;GM0058    ;.;26692;413;0;413;0;714;495;21;12;29;157;142;2;0;15;16;18;91;181;59;69;3;10;41;14011;2;14009;1350;47;250;1052;983;;652.0;;;0;31;0;0;299;8898.0;8027.0;;;870.0
3391;Dokkum;Dongeradeel                             ;Wijk      ;WK005800  ;3;977;35;0;35;0;417;243;19;6;26;123;26;2;0;6;0;18;0;92;56;22;2;10;2;353;0;353;3;1;0;2;52;;;;;0;15;0;0;37;;;;;
3392;Dokkum binnen de Bolwerken;Dongeradeel                             ;Buurt     ;BU00580000;3;29;1;0;1;0;23;13;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;0;0;0;0;5;;;;;
3393;Dokkum Noord;Dongeradeel                             ;Buurt     ;BU00580001;3;93;4;0;4;0;38;30;1;1;0;5;3;0;0;3;0;0;0;0;0;0;0;0;0;45;0;45;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
3394;Dokkum Fonteinslanden;Dongeradeel                             ;Buurt     ;BU00580002;3;56;2;0;2;0;40;39;0;0;0;0;3;0;0;3;0;0;0;9;8;1;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3395;Dokkum Fugellan;Dongeradeel                             ;Buurt     ;BU00580003;3;90;6;0;6;0;51;45;0;0;4;2;0;0;0;0;0;0;0;17;5;10;0;0;2;12;0;12;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
3396;Dokkum Betterwird;Dongeradeel                             ;Buurt     ;BU00580004;3;142;3;0;3;0;46;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;89;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
3397;Dokkum Hoedemakerspolder;Dongeradeel                             ;Buurt     ;BU00580005;3;36;2;0;2;0;31;18;1;0;10;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3398;Dokkum De Woudhorne;Dongeradeel                             ;Buurt     ;BU00580006;3;63;1;0;1;0;30;12;0;0;2;16;2;2;0;0;0;0;0;3;1;0;2;0;0;22;0;22;2;0;0;2;3;;;;;0;0;0;0;3;;;;;
3399;De Trije Terpen;Dongeradeel                             ;Buurt     ;BU00580007;3;135;4;0;4;0;19;6;5;0;0;8;10;0;0;0;0;10;0;10;0;0;0;10;0;80;0;80;0;0;0;0;12;;;;;0;4;0;0;8;;;;;
3400;Dokkum Weeshuislanden;Dongeradeel                             ;Buurt     ;BU00580008;3;61;1;0;1;0;34;24;2;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;25;1;1;0;0;1;;;;;0;0;0;0;1;;;;;
3401;Dokkum Jantjeszeepolder;Dongeradeel                             ;Buurt     ;BU00580009;3;101;4;0;4;0;34;23;0;1;9;1;3;0;0;0;0;3;0;40;29;11;0;0;0;13;0;13;0;0;0;0;8;;;;;0;7;0;0;1;;;;;
3402;Dokkum Kooilanden;Dongeradeel                             ;Buurt     ;BU00580010;3;100;3;0;3;0;31;31;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;51;0;51;0;0;0;0;5;;;;;0;4;0;0;1;;;;;
3403;Dokkum Hogedijken;Dongeradeel                             ;Buurt     ;BU00580011;3;71;3;0;3;0;41;0;0;3;0;37;4;0;0;0;0;4;0;3;3;0;0;0;0;17;0;17;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
3404;Metslawier;Dongeradeel                             ;Wijk      ;WK005801  ;3;2238;47;0;47;0;46;38;0;0;1;6;1;0;0;1;0;0;0;7;1;4;0;0;2;2087;2;2085;16;9;0;8;33;;;;;0;0;0;0;33;;;;;
3405;Metslawier;Dongeradeel                             ;Buurt     ;BU00580100;3;41;2;0;2;0;28;24;0;0;1;2;0;0;0;0;0;0;0;2;0;2;0;0;0;9;0;9;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3406;Jouswier;Dongeradeel                             ;Buurt     ;BU00580101;3;255;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;0;238;8;0;0;8;6;;;;;0;0;0;0;6;;;;;
3407;Niawier;Dongeradeel                             ;Buurt     ;BU00580102;3;54;2;0;2;0;11;11;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;39;0;39;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3408;Wetsens;Dongeradeel                             ;Buurt     ;BU00580103;3;265;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;0;254;0;0;0;0;6;;;;;0;0;0;0;6;;;;;
3409;Aalsum;Dongeradeel                             ;Buurt     ;BU00580104;3;439;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424;0;424;1;1;0;0;5;;;;;0;0;0;0;5;;;;;
3410;Oostrum;Dongeradeel                             ;Buurt     ;BU00580105;3;22;1;0;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;18;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3411;Verspreide huizen Metslawier;Dongeradeel                             ;Buurt     ;BU00580107;3;325;10;0;10;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;301;2;299;8;8;0;0;4;;;;;0;0;0;0;4;;;;;
3412;Verspreide huizen Niawier;Dongeradeel                             ;Buurt     ;BU00580108;3;433;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424;0;424;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3413;Verspreide huizen Oostrum;Dongeradeel                             ;Buurt     ;BU00580109;3;404;6;0;6;0;4;0;0;0;0;4;0;0;0;0;0;0;0;3;0;1;0;0;2;380;0;380;0;0;0;0;11;;;;;0;0;0;0;11;;;;;
3414;Ee - Zuidoost;Dongeradeel                             ;Wijk      ;WK005802  ;3;2566;48;0;48;0;34;31;0;0;0;3;5;0;0;2;1;0;2;7;0;7;0;0;0;2222;0;2222;152;3;21;128;98;;0.0;;;0;0;0;0;98;;;;;
3415;Ee;Dongeradeel                             ;Buurt     ;BU00580200;3;32;2;0;2;0;18;15;0;0;0;3;0;0;0;0;0;0;0;4;0;4;0;0;0;5;0;5;3;3;0;0;0;;;;;0;0;0;0;0;;;;;
3416;Engwierum;Dongeradeel                             ;Buurt     ;BU00580201;3;152;6;0;6;0;13;13;0;0;0;0;2;0;0;1;1;0;0;2;0;2;0;0;0;123;0;123;0;0;0;0;6;;;;;0;0;0;0;6;;;;;
3417;Dokkumer Nieuwe Zijlen;Dongeradeel                             ;Buurt     ;BU00580202;3;9;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;0;2;;0.0;;;0;0;0;0;2;;;;;
3418;Verspreide huizen Ee;Dongeradeel                             ;Buurt     ;BU00580208;3;1294;28;0;28;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1249;0;1249;2;0;0;2;14;;;;;0;0;0;0;14;;;;;
3419;Verspreide huizen Engwierum;Dongeradeel                             ;Buurt     ;BU00580209;3;1080;12;0;12;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;0;1;0;0;0;841;0;841;148;0;21;126;76;;;;;0;0;0;0;76;;;;;
3420;Anjum - Noordoost;Dongeradeel                             ;Wijk      ;WK005803  ;3;2965;96;0;96;0;42;39;1;1;0;1;52;0;0;1;13;0;37;50;0;15;0;0;36;2264;0;2264;384;14;58;311;77;;0.0;;;0;0;0;0;77;0.0;0.0;;;
3421;Anjum;Dongeradeel                             ;Buurt     ;BU00580300;3;34;3;0;3;0;23;22;1;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;5;0;5;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3422;Lioessens;Dongeradeel                             ;Buurt     ;BU00580301;3;21;1;0;1;0;9;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;2;2;0;0;0;;;;;0;0;0;0;0;;;;;
3423;Morra;Dongeradeel                             ;Buurt     ;BU00580302;3;13;1;0;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3424;Oostmahorn;Dongeradeel                             ;Buurt     ;BU00580303;3;69;3;0;3;0;3;3;0;0;0;0;3;0;0;0;0;0;3;40;0;6;0;0;34;15;0;15;5;0;3;2;0;;0.0;;;0;0;0;0;0;;;;;
3425;Verspreide huizen Anjum;Dongeradeel                             ;Buurt     ;BU00580307;3;1938;62;0;62;0;2;2;0;1;0;0;43;0;0;1;13;0;29;5;0;4;0;0;2;1438;0;1438;317;12;56;249;70;;;;;0;0;0;0;70;;;;;
3426;Verspreide huizen Lioessens;Dongeradeel                             ;Buurt     ;BU00580308;3;435;8;0;8;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;360;0;360;60;0;0;60;3;;;;;0;0;0;0;3;0.0;0.0;;;
3427;Verspreide huizen Morra;Dongeradeel                             ;Buurt     ;BU00580309;3;455;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;431;0;431;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
3428;Oosternijkerk - Noordwest;Dongeradeel                             ;Wijk      ;WK005804  ;3;1027;27;0;27;0;40;30;0;0;0;10;5;0;0;0;0;0;5;3;0;3;0;0;0;839;0;839;109;4;0;104;4;;;;;0;0;0;0;4;0.0;0.0;;;
3429;Oosternijkerk;Dongeradeel                             ;Buurt     ;BU00580400;3;57;2;0;2;0;30;22;0;0;0;8;0;0;0;0;0;0;0;2;0;2;0;0;0;18;0;18;4;4;0;0;0;;;;;0;0;0;0;0;;;;;
3430;Paesens;Dongeradeel                             ;Buurt     ;BU00580401;3;10;1;0;1;0;8;8;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3431;Verspreide huizen Oosternijkerk;Dongeradeel                             ;Buurt     ;BU00580408;3;611;12;0;12;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;594;0;594;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
3432;Verspreide huizen Paesens;Dongeradeel                             ;Buurt     ;BU00580409;3;349;11;0;11;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;227;0;227;104;0;0;104;1;;;;;0;0;0;0;1;0.0;0.0;;;
3433;Ternaard;Dongeradeel                             ;Wijk      ;WK005805  ;3;2325;63;0;63;0;61;55;0;0;2;4;34;0;0;2;2;0;30;8;0;8;0;0;0;1950;0;1950;137;9;68;60;15;;;;;0;0;0;0;15;58.0;41.0;;;17.0
3434;Ternaard;Dongeradeel                             ;Buurt     ;BU00580500;3;60;3;0;3;0;32;29;0;0;2;0;2;0;0;1;1;0;0;7;0;7;0;0;0;16;0;16;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3435;Wierum;Dongeradeel                             ;Buurt     ;BU00580501;3;24;2;0;2;0;10;10;0;0;0;0;3;0;0;0;0;0;3;1;0;1;0;0;0;7;0;7;1;1;0;0;1;;;;;0;0;0;0;1;;;;;
3436;Nes;Dongeradeel                             ;Buurt     ;BU00580502;3;28;2;0;2;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
3437;Moddergat;Dongeradeel                             ;Buurt     ;BU00580503;3;18;1;0;1;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3438;Verspreide huizen Ternaard;Dongeradeel                             ;Buurt     ;BU00580506;3;980;27;0;27;0;4;0;0;0;0;4;9;0;0;0;0;0;9;0;0;0;0;0;0;917;0;917;19;4;0;14;4;;;;;0;0;0;0;4;;;;;
3439;Verspreide huizen Wierum;Dongeradeel                             ;Buurt     ;BU00580507;3;416;13;0;13;0;0;0;0;0;0;0;10;0;0;0;0;0;10;0;0;0;0;0;0;350;0;350;38;0;0;38;5;;;;;0;0;0;0;5;1.0;1.0;;;
3440;Verspreide huizen Nes;Dongeradeel                             ;Buurt     ;BU00580508;3;626;11;0;11;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;480;0;480;69;0;68;1;5;;;;;0;0;0;0;5;57.0;40.0;;;17.0
3441;Verspreide huizen Moddergat;Dongeradeel                             ;Buurt     ;BU00580509;3;173;5;0;5;0;0;0;0;0;0;0;5;0;0;0;1;0;4;0;0;0;0;0;0;153;0;153;9;2;0;7;1;;;;;0;0;0;0;1;;;;;
3442;Holwerd;Dongeradeel                             ;Wijk      ;WK005806  ;3;3399;72;0;72;0;62;48;0;6;0;8;17;0;0;2;0;0;16;10;2;6;1;0;1;2854;0;2854;352;7;0;344;26;;;;;0;0;0;0;26;6.0;6.0;;;
3443;Holwerd;Dongeradeel                             ;Buurt     ;BU00580600;3;62;2;0;2;0;37;37;0;0;0;0;0;0;0;0;0;0;0;8;1;5;0;0;1;15;0;15;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3444;Waaxens;Dongeradeel                             ;Buurt     ;BU00580601;3;181;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;0;176;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3445;Brantgum;Dongeradeel                             ;Buurt     ;BU00580602;3;12;1;0;1;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3446;Foudgum;Dongeradeel                             ;Buurt     ;BU00580603;3;339;8;0;8;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;329;0;329;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3447;Bornwird;Dongeradeel                             ;Buurt     ;BU00580604;3;432;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;413;0;413;0;0;0;0;8;;;;;0;0;0;0;8;;;;;
3448;Raard;Dongeradeel                             ;Buurt     ;BU00580605;3;328;8;0;8;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;0;311;0;0;0;0;6;;;;;0;0;0;0;6;;;;;
3449;Verspreide huizen Holwerd;Dongeradeel                             ;Buurt     ;BU00580608;3;1697;31;0;31;0;15;1;0;6;0;8;16;0;0;0;0;0;16;2;0;1;1;0;0;1267;0;1267;352;7;0;344;8;;;;;0;0;0;0;8;6.0;6.0;;;
3450;Verspreide huizen Brantgum;Dongeradeel                             ;Buurt     ;BU00580609;3;347;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340;0;340;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3451;Hantum;Dongeradeel                             ;Wijk      ;WK005807  ;3;1494;26;0;26;0;12;11;0;0;0;1;1;0;0;1;0;0;0;3;0;3;0;0;0;1442;0;1442;0;0;0;0;10;;;;;0;0;0;0;10;;;;;
3452;Hantum;Dongeradeel                             ;Buurt     ;BU00580700;3;13;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;3;0;3;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3453;Hantumhuizen;Dongeradeel                             ;Buurt     ;BU00580701;3;18;1;0;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3454;Hantumeruitburen;Dongeradeel                             ;Buurt     ;BU00580702;3;408;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;400;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3455;Hiaure;Dongeradeel                             ;Buurt     ;BU00580703;3;247;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;240;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3456;Verspreide huizen Hantum;Dongeradeel                             ;Buurt     ;BU00580708;3;338;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;327;0;327;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
3457;Verspreide huizen Hantumhuizen;Dongeradeel                             ;Buurt     ;BU00580709;3;470;8;0;8;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;458;0;458;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3458;Groot water;Dongeradeel                             ;Wijk      ;WK005899  ;.;9701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;0;103;95;668;;652.0;;;0;16;0;0;0;8834.0;7981.0;;;853.0
3459;Groot binnenwater;Dongeradeel                             ;Buurt     ;BU00589997;.;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;668;;652.0;;;0;16;0;0;0;;;;;
3460;Buitenwater;Dongeradeel                             ;Buurt     ;BU00589998;.;9032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;0;103;95;0;;;;;0;0;0;0;0;8834.0;7981.0;;;853.0
3461;Dordrecht;Dordrecht                               ;Gemeente  ;GM0505    ;.;9947;413;90;323;0;1941;1225;54;49;109;504;428;90;3;14;0;290;30;659;291;244;23;69;32;2785;12;2774;1627;705;32;890;2093;;81.0;1101.0;;62;43;0;0;807;;;;;
3462;Wijk 01 Binnenstad;Dordrecht                               ;Wijk      ;WK050501  ;1;141;15;4;11;0;94;60;20;2;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;;;25.0;;0;3;0;0;3;;;;;
3463;Nieuwe Haven en omgeving;Dordrecht                               ;Buurt     ;BU05050100;1;23;1;0;1;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;;;14.0;;0;1;0;0;0;;;;;
