ID;Geslacht;Perioden;TotaalVerkrijgingNederlanderschap_1;NederlanderschapDoorErkenning_2;TotaalNederlanderschapDoorAdoptie_3;JongerDan5Jaar_4;k_5Tot10Jaar_5;k_10JaarOfOuder_6;TotaalNederlanderschapDoorAdoptie_7;MinderDan5Jaar_8;k_5JaarOfLanger_9;NederlanderschapDoorVaststellenVad_10;TotaalNederlanderschapDoorOptie_11;TotaalNederlanderschapDoorOptie_12;JongerDan5Jaar_13;k_5Tot10Jaar_14;k_10Tot15Jaar_15;k_15Tot20Jaar_16;k_20JaarOfOuder_17;TotaalNederlanderschapDoorOptie_18;Ongehuwd_19;GehuwdEnGehuwdGeweest_20;TotaalNederlanderschapDoorOptie_21;InNederlandGeboren_22;InHetBuitenlandGeboren_23;TotaalNederlanderschapDoorVerlening_24;JongerDan20Jaar_25;k_20Tot25Jaar_26;k_25Tot30Jaar_27;k_30Tot35Jaar_28;k_35Tot40Jaar_29;k_40Tot45Jaar_30;k_45Tot50Jaar_31;k_50Tot55Jaar_32;k_55Tot60Jaar_33;k_60Tot65Jaar_34;k_65JaarOfOuder_35;TotaalNederlanderschapDoorVerlening_36;Ongehuwd_37;Gehuwd_38;Verweduwd_39;Gescheiden_40;TotaalNederlanderschapDoorVerlening_41;MinderDan5Jaar_42;k_5Tot10Jaar_43;k_10Tot15Jaar_44;k_15Tot20Jaar_45;k_20Tot25Jaar_46;k_25JaarOfLanger_47;TotaalZelfstandigeNaturalisatie_48;JongerDan20Jaar_49;k_20Tot25Jaar_50;k_25Tot30Jaar_51;k_30Tot35Jaar_52;k_35Tot40Jaar_53;k_40Tot45Jaar_54;k_45Tot50Jaar_55;k_50Tot55Jaar_56;k_55Tot60Jaar_57;k_60Tot65Jaar_58;k_65JaarOfOuder_59;TotaalZelfstandigeNaturalisatie_60;Ongehuwd_61;Gehuwd_62;Verweduwd_63;Gescheiden_64;TotaalZelfstandigeNaturalisatie_65;MinderDan5Jaar_66;k_5Tot10Jaar_67;k_10Tot15Jaar_68;k_15Tot20Jaar_69;k_20Tot25Jaar_70;k_25JaarOfLanger_71;TotaalMedenaturalisatie_72;JongerDan5Jaar_73;k_5Tot10Jaar_74;k_10Tot15Jaar_75;k_15JaarOfOuder_76;TotaalMedenaturalisatie_77;MinderDan5Jaar_78;k_5Tot10Jaar_79;k_10Tot15Jaar_80;k_15JaarOfLanger_81;VerliesVanHetNederlanderschap_82
50;Mannen;1996;43736;348.0;244;162;63;19;244;227;17;;1550;1550;7;3;0;892;648;1550;1492;58;1550;1549;1;41594;14506;3252;6115;7104;4276;2238;1386;1070;910;441;296;41594;22310;17176;122;1986;41594;11133;18176;3785;4277;2115;2108;27587;499;3252;6115;7104;4276;2238;1386;1070;910;441;296;27587;8303;17176;122;1986;27587;5391;12780;1863;3330;2115;2108;14007;3968;4352;3402;2285;14007;5742;5396;1922;947;67
51;Mannen;1997;31158;372.0;304;209;79;16;304;294;10;;1502;1502;8;2;2;977;513;1502;1462;40;1502;1500;2;28980;9988;2410;4532;4590;3033;1611;1013;712;598;289;204;28980;15786;11835;67;1292;28980;8881;12306;2502;2509;1492;1290;19414;422;2410;4532;4590;3033;1611;1013;712;598;289;204;19414;6220;11835;67;1292;19414;4506;8796;1395;1935;1492;1290;9566;2823;2846;2318;1579;9566;4375;3510;1107;574;75
52;Mannen;1998;30839;383.0;289;199;75;15;289;280;9;;1133;1133;6;7;0;841;279;1133;1121;12;1133;1132;1;29034;10292;2263;4099;4643;3089;1774;1064;728;537;302;243;29034;16991;10783;130;1130;29034;8750;13840;2282;1864;1186;1112;19170;428;2263;4099;4643;3089;1774;1064;728;537;302;243;19170;7127;10783;130;1130;19170;4380;9839;1307;1346;1186;1112;9864;2753;2988;2496;1627;9864;4370;4001;975;518;51
53;Mannen;1999;32854;407.0;264;184;64;16;264;256;8;;1337;1337;7;6;1;971;352;1337;1326;11;1337;1335;2;30846;10218;2678;4135;5050;3663;2049;1165;714;520;343;311;30846;19000;10756;119;971;30846;12492;13434;2043;1151;858;868;21104;476;2678;4135;5050;3663;2049;1165;714;520;343;311;21104;9258;10756;119;971;21104;7425;9756;1343;854;858;868;9742;2557;2891;2653;1641;9742;5067;3678;700;297;37
54;Mannen;2000;25735;427.0;386;264;108;14;386;377;9;;1225;1225;7;4;2;877;335;1225;1210;15;1225;1222;3;23697;8275;1927;2743;3708;2770;1696;890;603;452;360;273;23697;14314;8596;72;715;23697;9757;9030;2150;941;729;1090;15888;466;1927;2743;3708;2770;1696;890;603;452;360;273;15888;6505;8596;72;715;15888;5777;6330;1335;627;729;1090;7809;1901;2247;2233;1428;7809;3980;2700;815;314;88
55;Mannen;2001;23376;383.0;290;208;64;18;290;277;13;;1182;1182;3;4;0;800;375;1182;1174;8;1182;1176;6;21521;7177;1767;2372;3474;2769;1545;849;533;404;356;275;21521;12565;8171;62;723;21521;7768;8833;2208;858;724;1130;14914;570;1767;2372;3474;2769;1545;849;533;404;356;275;14914;5958;8171;62;723;14914;4718;6319;1439;584;724;1130;6607;1576;1951;1957;1123;6607;3050;2514;769;274;117
56;Mannen;2002;22271;388.0;149;108;27;14;149;140;9;;1115;1115;5;9;2;734;365;1115;1107;8;1115;1114;1;20619;7099;1859;2219;3167;2466;1480;785;514;428;312;290;20619;11839;8071;66;643;20619;7479;8442;1981;858;734;1125;14070;550;1859;2219;3167;2466;1480;785;514;428;312;290;14070;5290;8071;66;643;14070;4202;6177;1227;605;734;1125;6549;1617;1839;1988;1105;6549;3277;2265;754;253;123
57;Mannen;2003;13878;125.0;197;144;42;11;197;189;8;4.0;1545;1545;38;47;55;426;979;1545;952;593;1545;872;673;12007;3896;1232;1308;1757;1443;933;500;288;229;206;215;12007;6785;4850;48;324;12007;4135;4929;1189;644;368;742;8374;263;1232;1308;1757;1443;933;500;288;229;206;215;8374;3152;4850;48;324;8374;2474;3591;728;471;368;742;3633;765;1067;1170;631;3633;1661;1338;461;173;112
58;Mannen;2004;12309;;295;210;63;22;295;279;16;9.0;2119;2119;57;70;77;428;1487;2119;1131;988;2119;858;1261;9886;3815;965;809;1347;1107;786;414;241;163;132;107;9886;5999;3633;27;227;9886;2536;5191;988;497;220;454;6180;109;965;809;1347;1107;786;414;241;163;132;107;6180;2293;3633;27;227;6180;1265;3378;550;313;220;454;3706;651;1061;1206;788;3706;1271;1813;438;184;297
59;Mannen;2005;12729;;310;229;62;19;310;301;9;20.0;2616;2616;54;90;104;489;1879;2616;1397;1219;2616;961;1655;9783;3392;1576;1053;1410;1169;580;273;141;77;48;64;9783;6314;3260;21;188;9783;2635;5009;1048;529;197;365;6665;274;1576;1053;1410;1169;580;273;141;77;48;64;6665;3196;3260;21;188;6665;1462;3596;640;405;197;365;3118;646;922;949;601;3118;1173;1413;408;124;181
60;Mannen;2006;13241;;242;153;73;16;242;225;17;32.0;3224;3224;89;93;98;598;2346;3224;1586;1638;3224;1260;1964;9743;3421;1576;958;1354;1163;658;292;137;76;39;69;9743;6480;3029;20;214;9743;2661;5354;911;412;105;300;6745;423;1576;958;1354;1163;658;292;137;76;39;69;6745;3482;3029;20;214;6745;1440;4037;579;284;105;300;2998;708;783;920;587;2998;1221;1317;332;128;189
61;Mannen;2007;13974;;224;161;54;9;224;214;10;48.0;3392;3392;150;113;88;541;2500;3392;1592;1800;3392;1374;2018;10310;3548;1317;1183;1526;1276;721;363;192;83;45;56;10310;6891;3176;23;220;10310;2530;6189;892;353;105;241;7211;449;1317;1183;1526;1276;721;363;192;83;45;56;7211;3792;3176;23;220;7211;1360;4675;585;245;105;241;3099;717;834;942;606;3099;1170;1514;307;108;224
62;Mannen;2008;12912;;161;116;32;13;161;148;13;53.0;2302;2302;104;83;54;458;1603;2302;1139;1163;2302;923;1379;10396;3409;1167;1172;1433;1357;838;468;256;122;74;100;10396;6846;3252;26;272;10396;2244;6081;1395;350;128;198;7512;525;1167;1172;1433;1357;838;468;256;122;74;100;7512;3962;3252;26;272;7512;1251;4609;1069;257;128;198;2884;674;798;815;597;2884;993;1472;326;93;197
63;Mannen;2009;12989;98.0;207;153;49;5;207;201;6;48.0;2755;2755;213;174;87;480;1801;2755;1492;1263;2755;1208;1547;9881;3222;775;1144;1440;1348;912;491;280;129;71;69;9881;6261;3252;28;340;9881;2244;5244;1691;369;133;200;7108;449;775;1144;1440;1348;912;491;280;129;71;69;7108;3488;3252;28;340;7108;1264;3945;1306;260;133;200;2773;604;790;834;545;2773;980;1299;385;109;208
64;Mannen;2010;11269;147.0;244;152;77;15;244;230;14;54.0;3041;3041;122;155;74;428;2262;3041;1378;1663;3041;1188;1853;7783;2446;529;772;1203;1131;785;445;237;125;61;49;7783;4546;2918;22;297;7783;1496;3891;1606;363;155;272;5597;260;529;772;1203;1131;785;445;237;125;61;49;5597;2360;2918;22;297;5597;797;2933;1213;227;155;272;2186;465;609;662;450;2186;699;958;393;136;273
65;Mannen;2011;12222;151.0;239;135;91;13;239;222;17;46.0;3023;3023;68;148;102;467;2238;3023;1383;1640;3023;1226;1797;8763;2410;456;852;1509;1455;969;574;280;155;70;33;8763;4769;3601;28;365;8763;1549;4007;2273;494;168;272;6466;113;456;852;1509;1455;969;574;280;155;70;33;6466;2472;3601;28;365;6466;829;3065;1802;330;168;272;2297;486;638;670;503;2297;720;942;471;164;265
66;Mannen;2012;13373;135.0;194;114;65;15;194;172;22;70.0;2631;2631;36;123;77;477;1918;2631;1277;1354;2631;1138;1493;10343;2979;528;974;1720;1592;1199;716;337;171;85;42;10343;5818;3993;23;509;10343;2182;4675;2540;529;175;242;7644;280;528;974;1720;1592;1199;716;337;171;85;42;7644;3119;3993;23;509;7644;1156;3586;2084;401;175;242;2699;672;694;758;575;2699;1026;1089;456;128;324
67;Mannen;2013;12116;127.0;163;93;58;12;163;151;12;49.0;2042;2042;22;94;78;354;1494;2042;921;1121;2042;826;1216;9735;2792;550;905;1417;1376;1166;739;410;211;98;71;9735;5880;3423;30;402;9735;1668;4050;3115;656;110;136;7212;269;550;905;1417;1376;1166;739;410;211;98;71;7212;3357;3423;30;402;7212;725;3120;2566;555;110;136;2523;671;636;659;557;2523;943;930;549;101;366
68;Mannen;2014;14863;129.0;116;64;44;8;116;105;11;64.0;2096;2096;28;65;62;362;1579;2096;952;1144;2096;872;1224;12458;3815;706;1032;2056;1843;1284;827;444;250;116;85;12458;7633;4277;30;518;12458;2708;6170;2564;713;134;169;8994;351;706;1032;2056;1843;1284;827;444;250;116;85;8994;4169;4277;30;518;8994;1126;4871;2099;595;134;169;3464;1023;887;926;628;3464;1582;1299;465;118;661
69;Mannen;2015;12728;131.0;72;41;26;5;72;67;5;61.0;2233;2233;24;50;64;283;1812;2233;870;1363;2233;816;1417;10231;3315;703;939;1711;1343;893;626;366;189;86;60;10231;6507;3278;32;414;10231;2213;5706;1421;651;130;110;7225;309;703;939;1711;1343;893;626;366;189;86;60;7225;3501;3278;32;414;7225;787;4449;1201;548;130;110;3006;973;810;713;510;3006;1426;1257;220;103;120
70;Mannen;2016;12906;108.0;83;44;30;9;83;76;7;50.0;2837;2837;18;49;72;334;2364;2837;1095;1742;2837;1002;1835;9828;3256;789;835;1495;1270;849;585;344;205;110;90;9828;6424;2992;34;378;9828;2085;5487;1169;865;111;111;6828;256;789;835;1495;1270;849;585;344;205;110;90;6828;3424;2992;34;378;6828;690;4231;938;747;111;111;3000;847;808;799;546;3000;1395;1256;231;118;74
71;Mannen;2017;12504;102.0;73;37;23;13;73;65;8;44.0;3331;3331;16;25;63;294;2933;3331;1069;2262;3331;1040;2291;8954;3009;602;691;1378;1184;774;574;350;212;91;89;8954;5838;2736;28;352;8954;2026;4758;1077;817;142;134;6164;219;602;691;1378;1184;774;574;350;212;91;89;6164;3048;2736;28;352;6164;725;3608;841;714;142;134;2790;738;741;753;558;2790;1301;1150;236;103;84
72;Mannen;2018;12911;112.0;61;28;26;7;61;56;5;49.0;2905;2905;13;19;53;287;2533;2905;962;1943;2905;896;2009;9784;3194;612;752;1395;1337;973;635;420;254;109;103;9784;6088;3286;24;386;9784;2840;4692;1257;685;148;162;6746;156;612;752;1395;1337;973;635;420;254;109;103;6746;3050;3286;24;386;6746;1349;3486;999;602;148;162;3038;770;931;801;536;3038;1491;1206;258;83;63
73;Mannen;2019;16276;87.0;63;28;18;17;63;52;11;40.0;3692;3692;18;32;51;362;3229;3692;1163;2529;3692;1089;2603;12394;4353;780;935;1515;1620;1111;834;530;355;191;170;12394;7757;4152;24;461;12394;4351;5931;1240;563;172;137;8223;182;780;935;1515;1620;1111;834;530;355;191;170;8223;3586;4152;24;461;8223;2059;4370;1005;480;172;137;4171;1073;1175;1136;787;4171;2292;1561;235;83;82
74;Mannen;2020;28579;118.0;56;25;19;12;56;48;8;10.0;2813;2813;18;38;54;322;2381;2813;1045;1768;2813;938;1875;25582;8965;1467;2141;3390;3479;2396;1533;1025;637;346;203;25582;15907;8742;47;886;25582;5011;17548;1915;627;268;213;16846;229;1467;2141;3390;3479;2396;1533;1025;637;346;203;16846;7171;8742;47;886;16846;1671;12561;1597;536;268;213;8736;2316;2465;2454;1501;8736;3340;4987;318;91;68
75;Mannen;2021;33559;165.0;54;23;24;7;54;49;5;9.0;2633;2633;18;28;47;321;2219;2633;1090;1543;2633;1023;1610;30698;11546;2165;2979;3854;3706;2487;1609;1113;630;363;246;30698;19789;9984;39;886;30698;6983;21269;1387;511;390;158;19386;234;2165;2979;3854;3706;2487;1609;1113;630;363;246;19386;8477;9984;39;886;19386;1042;16244;1117;435;390;158;11312;3318;3148;3105;1741;11312;5941;5025;270;76;88
76;Mannen;2022;25235;202.0;48;13;18;17;48;35;13;13.0;2549;2549;15;28;40;301;2165;2549;977;1572;2549;884;1665;22423;7117;2045;1860;2802;2931;2055;1271;987;656;406;293;22423;14397;7160;56;810;22423;3620;15214;1824;730;760;275;15539;233;2045;1860;2802;2931;2055;1271;987;656;406;293;15539;7513;7160;56;810;15539;893;11567;1447;597;760;275;6884;1918;1828;1887;1251;6884;2727;3647;377;133;78
77;Mannen;2023;26519;166.0;31;13;11;7;31;25;6;10.0;2647;2647;19;23;31;323;2251;2647;1010;1637;2647;899;1748;23665;7401;1902;1878;3167;3371;2359;1384;963;641;363;236;23665;14618;8160;43;844;23665;3964;16414;1890;666;456;275;16502;238;1902;1878;3167;3371;2359;1384;963;641;363;236;16502;7455;8160;43;844;16502;1270;12383;1563;555;456;275;7163;1966;1938;1969;1290;7163;2694;4031;327;111;101
78;Vrouwen;1985;15485;;575;479;83;13;575;551;24;;8976;8976;2019;2003;1954;2086;914;8976;8930;46;8976;5806;3170;5934;2859;499;678;716;444;240;169;95;73;66;95;5934;3784;1833;104;213;5934;1066;2762;1280;492;106;228;3260;185;499;678;716;444;240;169;95;73;66;95;3260;1110;1833;104;213;3260;330;1528;785;283;106;228;2674;661;934;641;438;2674;736;1234;495;209;17
79;Vrouwen;1986;8112;;612;498;78;36;612;585;27;;3068;3068;504;681;650;779;454;3068;3021;47;3068;2078;990;4432;1875;424;587;587;360;200;133;70;61;56;79;4432;2671;1493;81;187;4432;804;2142;900;287;63;236;2651;94;424;587;587;360;200;133;70;61;56;79;2651;890;1493;81;187;2651;244;1286;607;215;63;236;1781;464;653;432;232;1781;560;856;293;72;12
80;Vrouwen;1987;8824;;648;553;76;19;648;632;16;;4452;4452;456;1248;1039;1112;597;4452;4402;50;4452;3099;1353;3724;1483;378;497;455;315;171;130;91;56;70;78;3724;2066;1486;63;109;3724;809;1730;774;262;43;106;2336;95;378;497;455;315;171;130;91;56;70;78;2336;678;1486;63;109;2336;393;1044;542;208;43;106;1388;324;529;319;216;1388;416;686;232;54;6
81;Vrouwen;1988;3976;;741;620;89;32;741;709;32;;240;240;0;2;3;75;160;240;204;36;240;206;34;2995;1116;271;399;410;307;154;93;55;55;46;89;2995;1583;1271;56;85;2995;656;1280;628;257;38;136;1931;52;271;399;410;307;154;93;55;55;46;89;1931;519;1271;56;85;1931;347;770;441;199;38;136;1064;219;381;287;177;1064;309;510;187;58;11
82;Vrouwen;1989;12329;;399;312;60;27;399;386;13;;273;273;4;0;5;107;157;273;239;34;273;236;37;11657;4607;1132;1646;1529;1106;634;339;224;167;121;152;11657;6087;5016;117;437;11657;3551;3982;2537;1157;209;221;7320;270;1132;1646;1529;1106;634;339;224;167;121;152;7320;1750;5016;117;437;7320;2095;2223;1610;962;209;221;4337;992;1541;1214;590;4337;1456;1759;927;195;15
83;Vrouwen;1990;5697;;292;223;45;24;292;280;12;;324;324;6;10;1;154;153;324;300;24;324;276;48;5081;2051;477;670;673;460;294;157;100;74;45;80;5081;2634;2113;81;253;5081;1515;1709;1119;544;99;95;3142;112;477;670;673;460;294;157;100;74;45;80;3142;695;2113;81;253;3142;892;935;689;432;99;95;1939;420;668;542;309;1939;623;774;430;112;13
84;Vrouwen;1991;13406;;434;330;83;21;434;424;10;;437;437;3;2;3;248;181;437;399;38;437;378;59;12535;5053;1086;1759;1797;1194;687;326;226;157;111;139;12535;6313;5481;142;599;12535;3818;4182;2701;1360;297;177;7704;222;1086;1759;1797;1194;687;326;226;157;111;139;7704;1482;5481;142;599;7704;2153;2373;1619;1085;297;177;4831;1148;1629;1379;675;4831;1665;1809;1082;275;26
85;Vrouwen;1992;16884;;407;316;69;22;407;395;12;;646;646;7;3;2;370;264;646;593;53;646;591;55;15831;6473;1403;2066;2136;1460;992;480;319;188;136;178;15831;7973;6923;186;749;15831;4522;5187;3163;2176;646;137;9654;296;1403;2066;2136;1460;992;480;319;188;136;178;9654;1796;6923;186;749;9654;2528;2884;1758;1701;646;137;6177;1392;2085;1864;836;6177;1994;2303;1405;475;16
86;Vrouwen;1993;20593;;437;311;88;38;437;390;47;;1216;1216;9;3;1;744;459;1216;1143;73;1216;1189;27;18940;7831;1562;2446;2530;1652;1198;772;429;216;141;163;18940;9577;8267;199;897;18940;4912;5947;3741;2963;1215;162;11441;332;1562;2446;2530;1652;1198;772;429;216;141;163;11441;2078;8267;199;897;11441;2555;3313;1946;2250;1215;162;7499;1834;2317;2219;1129;7499;2357;2634;1795;713;18
87;Vrouwen;1994;23372;;317;219;57;41;317;266;51;;938;938;8;0;0;556;374;938;846;92;938;925;13;22117;8808;2077;2989;2957;1865;1357;889;533;303;151;188;22117;10680;10072;257;1108;22117;6179;6813;3745;3651;1499;230;13814;505;2077;2989;2957;1865;1357;889;533;303;151;188;13814;2377;10072;257;1108;13814;3246;4052;1973;2814;1499;230;8303;2096;2527;2285;1395;8303;2933;2761;1772;837;14
88;Vrouwen;1995;33713;222.0;289;216;60;13;289;277;12;;1165;1165;4;1;1;743;416;1165;1018;147;1165;1161;4;32037;12993;3159;4418;4122;2680;1784;1247;747;437;212;238;32037;15741;14226;386;1684;32037;7967;11767;4689;5026;2102;486;19487;443;3159;4418;4122;2680;1784;1247;747;437;212;238;19487;3191;14226;386;1684;19487;3398;7174;2375;3952;2102;486;12550;3391;3864;3257;2038;12550;4569;4593;2314;1074;49
89;Vrouwen;1996;38951;268.0;299;235;48;16;299;294;5;;1247;1247;3;3;1;846;394;1247;1098;149;1247;1245;2;37137;13834;3577;5868;5081;3338;2125;1399;843;492;260;320;37137;17821;16591;501;2224;37137;10577;15169;4275;4416;1993;707;23885;582;3577;5868;5081;3338;2125;1399;843;492;260;320;23885;4569;16591;501;2224;23885;5195;10127;2373;3490;1993;707;13252;3696;4128;3238;2190;13252;5382;5042;1902;926;63
90;Vrouwen;1997;28673;328.0;324;240;67;17;324;313;11;;1258;1258;7;2;2;828;419;1258;1136;122;1258;1255;3;26763;9493;2829;4306;3697;2513;1592;994;566;325;197;251;26763;12794;11932;387;1650;26763;8840;10823;2761;2493;1264;582;17746;476;2829;4306;3697;2513;1592;994;566;325;197;251;17746;3777;11932;387;1650;17746;4734;7614;1614;1938;1264;582;9017;2610;2699;2227;1481;9017;4106;3209;1147;555;51
91;Vrouwen;1998;28334;341.0;306;214;75;17;306;303;3;;1042;1042;12;8;2;763;257;1042;984;58;1042;1037;5;26645;9781;2546;4109;3614;2656;1604;983;519;358;201;274;26645;13437;11202;451;1555;26645;8470;12289;2521;1826;1006;533;17333;469;2546;4109;3614;2656;1604;983;519;358;201;274;17333;4125;11202;451;1555;17333;4327;8541;1554;1372;1006;533;9312;2662;2811;2325;1514;9312;4143;3748;967;454;38
92;Vrouwen;1999;29239;395.0;360;260;81;19;360;357;3;;1186;1186;13;3;0;874;296;1186;1091;95;1186;1180;6;27298;9577;2644;4020;3841;2886;1794;1073;565;323;241;334;27298;14061;11389;446;1402;27298;11386;11487;2044;1339;679;363;18234;513;2644;4020;3841;2886;1794;1073;565;323;241;334;18234;4997;11389;446;1402;18234;6707;8112;1349;1024;679;363;9064;2387;2766;2384;1527;9064;4679;3375;695;315;27
93;Vrouwen;2000;24233;361.0;562;438;106;18;562;551;11;;1067;1067;10;4;1;752;300;1067;1024;43;1067;1062;5;22243;7764;2007;3116;3271;2317;1585;832;532;302;235;282;22243;11173;9681;328;1061;22243;9405;8334;2166;1182;796;360;14948;469;2007;3116;3271;2317;1585;832;532;302;235;282;14948;3878;9681;328;1061;14948;5753;5859;1351;829;796;360;7295;1761;2092;2065;1377;7295;3652;2475;815;353;64
94;Vrouwen;2001;23291;354.0;574;473;85;16;574;566;8;;1142;1142;3;2;0;755;382;1142;1066;76;1142;1133;9;21221;6961;2072;3157;3247;2363;1404;825;480;279;207;226;21221;10405;9476;312;1028;21221;8064;8430;2313;1165;763;486;14853;593;2072;3157;3247;2363;1404;825;480;279;207;226;14853;4037;9476;312;1028;14853;5094;6103;1548;859;763;486;6368;1553;1862;1893;1060;6368;2970;2327;765;306;82
95;Vrouwen;2002;23050;341.0;363;305;44;14;363;355;8;;1086;1086;3;6;3;660;414;1086;1011;75;1086;1080;6;21260;6967;2031;3111;3241;2290;1463;894;489;262;229;283;21260;10298;9646;327;989;21260;8034;8332;2290;1207;827;570;14834;541;2031;3111;3241;2290;1463;894;489;262;229;283;14834;3872;9646;327;989;14834;4977;6017;1554;889;827;570;6426;1590;1844;1878;1114;6426;3057;2315;736;318;76
96;Vrouwen;2003;14921;129.0;461;394;51;16;461;453;8;2.0;1755;1755;31;44;48;429;1203;1755;957;798;1755;961;794;12574;3805;1186;1794;2017;1472;925;567;340;164;134;170;12574;5826;5997;186;565;12574;4470;5201;1338;706;433;426;9085;316;1186;1794;2017;1472;925;567;340;164;134;170;9085;2337;5997;186;565;9085;2869;3902;921;534;433;426;3489;747;995;1129;618;3489;1601;1299;417;172;58
97;Vrouwen;2004;13864;;597;505;66;26;597;579;18;13.0;2551;2551;42;76;72;510;1851;2551;1226;1325;2551;939;1612;10703;3727;880;1359;1700;1225;827;445;232;121;77;110;10703;5291;4828;165;419;10703;2805;5666;1127;585;256;264;7118;142;880;1359;1700;1225;827;445;232;121;77;110;7118;1706;4828;165;419;7118;1586;3893;730;389;256;264;3585;633;1029;1149;774;3585;1219;1773;397;196;122
98;Vrouwen;2005;15759;;1053;944;95;14;1053;1048;5;29.0;3160;3160;51;89;127;577;2316;3160;1544;1616;3160;1125;2035;11517;3094;1538;2038;2068;1359;731;312;185;86;40;66;11517;5446;5520;106;445;11517;3752;5767;1044;513;186;255;8649;226;1538;2038;2068;1359;731;312;185;86;40;66;8649;2578;5520;106;445;8649;2635;4556;656;361;186;255;2868;629;782;902;555;2868;1117;1211;388;152;100
99;Vrouwen;2006;15848;;503;427;64;12;503;492;11;35.0;4073;4073;100;80;122;706;3065;4073;1786;2287;4073;1480;2593;11237;3245;1442;1769;2013;1287;735;370;174;88;48;66;11237;5688;4978;94;477;11237;3776;5811;949;380;118;203;8440;448;1442;1769;2013;1287;735;370;174;88;48;66;8440;2891;4978;94;477;8440;2613;4603;636;267;118;203;2797;664;729;849;555;2797;1163;1208;313;113;86
100;Vrouwen;2007;16679;;359;279;62;18;359;340;19;37.0;4387;4387;134;101;83;653;3416;4387;1735;2652;4387;1540;2847;11896;3323;1354;1880;2068;1475;853;452;227;114;60;90;11896;5929;5333;130;504;11896;3391;6855;1010;339;108;193;9043;470;1354;1880;2068;1475;853;452;227;114;60;90;9043;3076;5333;130;504;9043;2318;5455;729;240;108;193;2853;646;764;885;558;2853;1073;1400;281;99;112
101;Vrouwen;2008;15317;;247;179;44;24;247;221;26;39.0;3094;3094;97;107;49;515;2326;3094;1227;1867;3094;1055;2039;11937;3315;1302;1816;2006;1515;838;528;291;133;68;125;11937;6059;5159;148;571;11937;3152;6912;1333;320;76;144;9109;487;1302;1816;2006;1515;838;528;291;133;68;125;9109;3231;5159;148;571;9109;2112;5549;1007;221;76;144;2828;691;763;830;544;2828;1040;1363;326;99;96
102;Vrouwen;2009;16765;127.0;183;128;45;10;183;174;9;46.0;3671;3671;195;172;85;544;2675;3671;1506;2165;3671;1275;2396;12738;3067;1056;2132;2456;1784;1009;637;307;141;65;84;12738;5823;6046;170;699;12738;3121;7123;1891;363;107;133;10079;408;1056;2132;2456;1784;1009;637;307;141;65;84;10079;3164;6046;170;699;10079;2219;5855;1514;251;107;133;2659;544;740;795;580;2659;902;1268;377;112;83
103;Vrouwen;2010;15006;141.0;202;132;56;14;202;188;14;35.0;4310;4310;112;140;95;553;3410;4310;1515;2795;4310;1289;3021;10318;2487;628;1586;1993;1573;975;536;276;142;71;51;10318;4541;4974;128;675;10318;2073;5406;2069;459;123;188;8084;253;628;1586;1993;1573;975;536;276;142;71;51;8084;2307;4974;128;675;8084;1350;4453;1669;301;123;188;2234;473;583;659;519;2234;723;953;400;158;88
104;Vrouwen;2011;16390;149.0;184;108;64;12;184;170;14;48.0;4207;4207;71;146;95;510;3385;4207;1460;2747;4207;1318;2889;11802;2385;553;1718;2495;1921;1307;745;372;181;84;41;11802;4665;6151;147;839;11802;2133;5655;3023;610;182;199;9533;116;553;1718;2495;1921;1307;745;372;181;84;41;9533;2396;6151;147;839;9533;1408;4742;2572;430;182;199;2269;490;617;662;500;2269;725;913;451;180;90
105;Vrouwen;2012;17582;138.0;131;71;42;18;131;118;13;37.0;3625;3625;44;119;86;467;2909;3625;1238;2387;3625;1160;2465;13651;2857;619;1855;2918;2207;1515;832;472;222;95;59;13651;5633;6905;191;922;13651;3129;6302;3317;589;153;161;11045;251;619;1855;2918;2207;1515;832;472;222;95;59;11045;3027;6905;191;922;11045;2115;5263;2883;470;153;161;2606;680;726;675;525;2606;1014;1039;434;119;116
106;Vrouwen;2013;13766;108.0;109;58;40;11;109;101;8;52.0;2742;2742;21;75;86;365;2195;2742;930;1812;2742;835;1907;10755;2734;592;1367;1898;1582;1176;670;395;174;90;77;10755;5232;4778;129;616;10755;2295;4508;3254;495;123;80;8283;262;592;1367;1898;1582;1176;670;395;174;90;77;8283;2760;4778;129;616;8283;1386;3594;2696;404;123;80;2472;643;620;683;526;2472;909;914;558;91;113
107;Vrouwen;2014;17812;137.0;89;46;25;18;89;73;16;69.0;2926;2926;14;51;67;352;2442;2926;921;2005;2926;840;2086;14591;3678;761;1741;2791;2168;1540;896;541;258;127;90;14591;6962;6468;182;979;14591;3533;7007;3082;712;133;124;11224;311;761;1741;2791;2168;1540;896;541;258;127;90;11224;3595;6468;182;979;11224;1982;5704;2680;601;133;124;3367;990;885;855;637;3367;1551;1303;402;111;231
108;Vrouwen;2015;15149;128.0;76;50;18;8;76;68;8;51.0;3023;3023;19;42;48;322;2592;3023;854;2169;3023;815;2208;11871;3354;699;1348;2122;1658;1137;747;432;211;93;70;11871;6184;4829;122;736;11871;2909;6202;1877;689;125;69;8837;320;699;1348;2122;1658;1137;747;432;211;93;70;8837;3150;4829;122;736;8837;1502;4919;1625;597;125;69;3034;920;813;783;518;3034;1407;1283;252;92;44
