ID;Bedrijfsgroep;Positie;Geslacht;Nationaliteit;Personen_1
5917;615;Positie C;Totaal mannen en vrouwen;Nederland;54
5918;615;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;7
5919;615;Positie C;Totaal mannen en vrouwen;Duitschland;7
5920;615;Positie C;Totaal mannen en vrouwen;België;0
5921;615;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
5922;615;Positie C;Totaal mannen en vrouwen;Frankrijk;0
5923;615;Positie C;Totaal mannen en vrouwen;Italië;0
5924;615;Positie C;Totaal mannen en vrouwen;Zwitserland;0
5925;615;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
5926;615;Positie C;Totaal mannen en vrouwen;Hongarije;0
5927;615;Positie C;Totaal mannen en vrouwen;Rusland;0
5928;615;Positie C;Totaal mannen en vrouwen;Polen;0
5929;615;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
5930;615;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
5931;615;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;0
5932;615;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
5933;615;Positie C;Mannen;Totaal van alle nationaliteiten;60
5934;615;Positie C;Mannen;Nederland;54
5935;615;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;6
5936;615;Positie C;Mannen;Duitschland;6
5937;615;Positie C;Mannen;België;0
5938;615;Positie C;Mannen;Groot Britannië en Noord Ierland;0
5939;615;Positie C;Mannen;Frankrijk;0
5940;615;Positie C;Mannen;Italië;0
5941;615;Positie C;Mannen;Zwitserland;0
5942;615;Positie C;Mannen;Oostenrijk;0
5943;615;Positie C;Mannen;Hongarije;0
5944;615;Positie C;Mannen;Rusland;0
5945;615;Positie C;Mannen;Polen;0
5946;615;Positie C;Mannen;Tsjechoslowakije;0
5947;615;Positie C;Mannen;Andere nationaliteit;0
5948;615;Positie C;Mannen;Geen nationaliteit;0
5949;615;Positie C;Mannen;Onbekende nationaliteit;0
5950;615;Positie C;Vrouwen;Totaal van alle nationaliteiten;1
5951;615;Positie C;Vrouwen;Nederland;0
5952;615;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;1
5953;615;Positie C;Vrouwen;Duitschland;1
5954;615;Positie C;Vrouwen;België;0
5955;615;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
5956;615;Positie C;Vrouwen;Frankrijk;0
5957;615;Positie C;Vrouwen;Italië;0
5958;615;Positie C;Vrouwen;Zwitserland;0
5959;615;Positie C;Vrouwen;Oostenrijk;0
5960;615;Positie C;Vrouwen;Hongarije;0
5961;615;Positie C;Vrouwen;Rusland;0
5962;615;Positie C;Vrouwen;Polen;0
5963;615;Positie C;Vrouwen;Tsjechoslowakije;0
5964;615;Positie C;Vrouwen;Andere nationaliteit;0
5965;615;Positie C;Vrouwen;Geen nationaliteit;0
5966;615;Positie C;Vrouwen;Onbekende nationaliteit;0
5967;616;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;1052
5968;616;Positie A;Totaal mannen en vrouwen;Nederland;1033
5969;616;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;19
5970;616;Positie A;Totaal mannen en vrouwen;Duitschland;9
5971;616;Positie A;Totaal mannen en vrouwen;België;6
5972;616;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
5973;616;Positie A;Totaal mannen en vrouwen;Frankrijk;0
5974;616;Positie A;Totaal mannen en vrouwen;Italië;0
5975;616;Positie A;Totaal mannen en vrouwen;Zwitserland;1
5976;616;Positie A;Totaal mannen en vrouwen;Oostenrijk;0
5977;616;Positie A;Totaal mannen en vrouwen;Hongarije;0
5978;616;Positie A;Totaal mannen en vrouwen;Rusland;0
5979;616;Positie A;Totaal mannen en vrouwen;Polen;0
5980;616;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;0
5981;616;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
5982;616;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;3
5983;616;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
5984;616;Positie A;Mannen;Totaal van alle nationaliteiten;1035
5985;616;Positie A;Mannen;Nederland;1017
5986;616;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;18
5987;616;Positie A;Mannen;Duitschland;8
5988;616;Positie A;Mannen;België;6
5989;616;Positie A;Mannen;Groot Britannië en Noord Ierland;0
5990;616;Positie A;Mannen;Frankrijk;0
5991;616;Positie A;Mannen;Italië;0
5992;616;Positie A;Mannen;Zwitserland;1
5993;616;Positie A;Mannen;Oostenrijk;0
5994;616;Positie A;Mannen;Hongarije;0
5995;616;Positie A;Mannen;Rusland;0
5996;616;Positie A;Mannen;Polen;0
5997;616;Positie A;Mannen;Tsjechoslowakije;0
5998;616;Positie A;Mannen;Andere nationaliteit;0
5999;616;Positie A;Mannen;Geen nationaliteit;3
6000;616;Positie A;Mannen;Onbekende nationaliteit;0
6001;616;Positie A;Vrouwen;Totaal van alle nationaliteiten;17
6002;616;Positie A;Vrouwen;Nederland;16
6003;616;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;1
6004;616;Positie A;Vrouwen;Duitschland;1
6005;616;Positie A;Vrouwen;België;0
6006;616;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
6007;616;Positie A;Vrouwen;Frankrijk;0
6008;616;Positie A;Vrouwen;Italië;0
6009;616;Positie A;Vrouwen;Zwitserland;0
6010;616;Positie A;Vrouwen;Oostenrijk;0
6011;616;Positie A;Vrouwen;Hongarije;0
6012;616;Positie A;Vrouwen;Rusland;0
6013;616;Positie A;Vrouwen;Polen;0
6014;616;Positie A;Vrouwen;Tsjechoslowakije;0
6015;616;Positie A;Vrouwen;Andere nationaliteit;0
6016;616;Positie A;Vrouwen;Geen nationaliteit;0
6017;616;Positie A;Vrouwen;Onbekende nationaliteit;0
6018;616;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;0
6019;616;Positie B;Totaal mannen en vrouwen;Nederland;0
6020;616;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;0
6021;616;Positie B;Totaal mannen en vrouwen;Duitschland;0
6022;616;Positie B;Totaal mannen en vrouwen;België;0
6023;616;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
6024;616;Positie B;Totaal mannen en vrouwen;Frankrijk;0
6025;616;Positie B;Totaal mannen en vrouwen;Italië;0
6026;616;Positie B;Totaal mannen en vrouwen;Zwitserland;0
6027;616;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
6028;616;Positie B;Totaal mannen en vrouwen;Hongarije;0
6029;616;Positie B;Totaal mannen en vrouwen;Rusland;0
6030;616;Positie B;Totaal mannen en vrouwen;Polen;0
6031;616;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
6032;616;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
6033;616;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
6034;616;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
6035;616;Positie B;Mannen;Totaal van alle nationaliteiten;0
6036;616;Positie B;Mannen;Nederland;0
6037;616;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;0
6038;616;Positie B;Mannen;Duitschland;0
6039;616;Positie B;Mannen;België;0
6040;616;Positie B;Mannen;Groot Britannië en Noord Ierland;0
6041;616;Positie B;Mannen;Frankrijk;0
6042;616;Positie B;Mannen;Italië;0
6043;616;Positie B;Mannen;Zwitserland;0
6044;616;Positie B;Mannen;Oostenrijk;0
6045;616;Positie B;Mannen;Hongarije;0
6046;616;Positie B;Mannen;Rusland;0
6047;616;Positie B;Mannen;Polen;0
6048;616;Positie B;Mannen;Tsjechoslowakije;0
6049;616;Positie B;Mannen;Andere nationaliteit;0
6050;616;Positie B;Mannen;Geen nationaliteit;0
6051;616;Positie B;Mannen;Onbekende nationaliteit;0
6052;616;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
6053;616;Positie B;Vrouwen;Nederland;0
6054;616;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
6055;616;Positie B;Vrouwen;Duitschland;0
6056;616;Positie B;Vrouwen;België;0
6057;616;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
6058;616;Positie B;Vrouwen;Frankrijk;0
6059;616;Positie B;Vrouwen;Italië;0
6060;616;Positie B;Vrouwen;Zwitserland;0
6061;616;Positie B;Vrouwen;Oostenrijk;0
6062;616;Positie B;Vrouwen;Hongarije;0
6063;616;Positie B;Vrouwen;Rusland;0
6064;616;Positie B;Vrouwen;Polen;0
6065;616;Positie B;Vrouwen;Tsjechoslowakije;0
6066;616;Positie B;Vrouwen;Andere nationaliteit;0
6067;616;Positie B;Vrouwen;Geen nationaliteit;0
6068;616;Positie B;Vrouwen;Onbekende nationaliteit;0
6069;616;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;0
6070;616;Positie C;Totaal mannen en vrouwen;Nederland;0
6071;616;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;0
6072;616;Positie C;Totaal mannen en vrouwen;Duitschland;0
6073;616;Positie C;Totaal mannen en vrouwen;België;0
6074;616;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
6075;616;Positie C;Totaal mannen en vrouwen;Frankrijk;0
6076;616;Positie C;Totaal mannen en vrouwen;Italië;0
6077;616;Positie C;Totaal mannen en vrouwen;Zwitserland;0
6078;616;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
6079;616;Positie C;Totaal mannen en vrouwen;Hongarije;0
6080;616;Positie C;Totaal mannen en vrouwen;Rusland;0
6081;616;Positie C;Totaal mannen en vrouwen;Polen;0
6082;616;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
6083;616;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
6084;616;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;0
6085;616;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
6086;616;Positie C;Mannen;Totaal van alle nationaliteiten;0
6087;616;Positie C;Mannen;Nederland;0
6088;616;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;0
6089;616;Positie C;Mannen;Duitschland;0
6090;616;Positie C;Mannen;België;0
6091;616;Positie C;Mannen;Groot Britannië en Noord Ierland;0
6092;616;Positie C;Mannen;Frankrijk;0
6093;616;Positie C;Mannen;Italië;0
6094;616;Positie C;Mannen;Zwitserland;0
6095;616;Positie C;Mannen;Oostenrijk;0
6096;616;Positie C;Mannen;Hongarije;0
6097;616;Positie C;Mannen;Rusland;0
6098;616;Positie C;Mannen;Polen;0
6099;616;Positie C;Mannen;Tsjechoslowakije;0
6100;616;Positie C;Mannen;Andere nationaliteit;0
6101;616;Positie C;Mannen;Geen nationaliteit;0
6102;616;Positie C;Mannen;Onbekende nationaliteit;0
6103;616;Positie C;Vrouwen;Totaal van alle nationaliteiten;0
6104;616;Positie C;Vrouwen;Nederland;0
6105;616;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
6106;616;Positie C;Vrouwen;Duitschland;0
6107;616;Positie C;Vrouwen;België;0
6108;616;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
6109;616;Positie C;Vrouwen;Frankrijk;0
6110;616;Positie C;Vrouwen;Italië;0
6111;616;Positie C;Vrouwen;Zwitserland;0
6112;616;Positie C;Vrouwen;Oostenrijk;0
6113;616;Positie C;Vrouwen;Hongarije;0
6114;616;Positie C;Vrouwen;Rusland;0
6115;616;Positie C;Vrouwen;Polen;0
6116;616;Positie C;Vrouwen;Tsjechoslowakije;0
6117;616;Positie C;Vrouwen;Andere nationaliteit;0
6118;616;Positie C;Vrouwen;Geen nationaliteit;0
6119;616;Positie C;Vrouwen;Onbekende nationaliteit;0
6120;699;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;2288
6121;699;Positie A;Totaal mannen en vrouwen;Nederland;2263
6122;699;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;25
6123;699;Positie A;Totaal mannen en vrouwen;Duitschland;13
6124;699;Positie A;Totaal mannen en vrouwen;België;6
6125;699;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
6126;699;Positie A;Totaal mannen en vrouwen;Frankrijk;0
6127;699;Positie A;Totaal mannen en vrouwen;Italië;0
6128;699;Positie A;Totaal mannen en vrouwen;Zwitserland;0
6129;699;Positie A;Totaal mannen en vrouwen;Oostenrijk;0
6130;699;Positie A;Totaal mannen en vrouwen;Hongarije;0
6131;699;Positie A;Totaal mannen en vrouwen;Rusland;0
6132;699;Positie A;Totaal mannen en vrouwen;Polen;0
6133;699;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;2
6134;699;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
6135;699;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;4
6136;699;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
6137;699;Positie A;Mannen;Totaal van alle nationaliteiten;2229
6138;699;Positie A;Mannen;Nederland;2204
6139;699;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;25
6140;699;Positie A;Mannen;Duitschland;13
6141;699;Positie A;Mannen;België;6
6142;699;Positie A;Mannen;Groot Britannië en Noord Ierland;0
6143;699;Positie A;Mannen;Frankrijk;0
6144;699;Positie A;Mannen;Italië;0
6145;699;Positie A;Mannen;Zwitserland;0
6146;699;Positie A;Mannen;Oostenrijk;0
6147;699;Positie A;Mannen;Hongarije;0
6148;699;Positie A;Mannen;Rusland;0
6149;699;Positie A;Mannen;Polen;0
6150;699;Positie A;Mannen;Tsjechoslowakije;2
6151;699;Positie A;Mannen;Andere nationaliteit;0
6152;699;Positie A;Mannen;Geen nationaliteit;4
6153;699;Positie A;Mannen;Onbekende nationaliteit;0
6154;699;Positie A;Vrouwen;Totaal van alle nationaliteiten;59
6155;699;Positie A;Vrouwen;Nederland;59
6156;699;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;0
6157;699;Positie A;Vrouwen;Duitschland;0
6158;699;Positie A;Vrouwen;België;0
6159;699;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
6160;699;Positie A;Vrouwen;Frankrijk;0
6161;699;Positie A;Vrouwen;Italië;0
6162;699;Positie A;Vrouwen;Zwitserland;0
6163;699;Positie A;Vrouwen;Oostenrijk;0
6164;699;Positie A;Vrouwen;Hongarije;0
6165;699;Positie A;Vrouwen;Rusland;0
6166;699;Positie A;Vrouwen;Polen;0
6167;699;Positie A;Vrouwen;Tsjechoslowakije;0
6168;699;Positie A;Vrouwen;Andere nationaliteit;0
6169;699;Positie A;Vrouwen;Geen nationaliteit;0
6170;699;Positie A;Vrouwen;Onbekende nationaliteit;0
6171;699;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;178
6172;699;Positie B;Totaal mannen en vrouwen;Nederland;175
6173;699;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;3
6174;699;Positie B;Totaal mannen en vrouwen;Duitschland;1
6175;699;Positie B;Totaal mannen en vrouwen;België;0
6176;699;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
6177;699;Positie B;Totaal mannen en vrouwen;Frankrijk;0
6178;699;Positie B;Totaal mannen en vrouwen;Italië;0
6179;699;Positie B;Totaal mannen en vrouwen;Zwitserland;0
6180;699;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
6181;699;Positie B;Totaal mannen en vrouwen;Hongarije;0
6182;699;Positie B;Totaal mannen en vrouwen;Rusland;1
6183;699;Positie B;Totaal mannen en vrouwen;Polen;1
6184;699;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
6185;699;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
6186;699;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
6187;699;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
6188;699;Positie B;Mannen;Totaal van alle nationaliteiten;178
6189;699;Positie B;Mannen;Nederland;175
6190;699;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;3
6191;699;Positie B;Mannen;Duitschland;1
6192;699;Positie B;Mannen;België;0
6193;699;Positie B;Mannen;Groot Britannië en Noord Ierland;0
6194;699;Positie B;Mannen;Frankrijk;0
6195;699;Positie B;Mannen;Italië;0
6196;699;Positie B;Mannen;Zwitserland;0
6197;699;Positie B;Mannen;Oostenrijk;0
6198;699;Positie B;Mannen;Hongarije;0
6199;699;Positie B;Mannen;Rusland;1
6200;699;Positie B;Mannen;Polen;1
6201;699;Positie B;Mannen;Tsjechoslowakije;0
6202;699;Positie B;Mannen;Andere nationaliteit;0
6203;699;Positie B;Mannen;Geen nationaliteit;0
6204;699;Positie B;Mannen;Onbekende nationaliteit;0
6205;699;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
6206;699;Positie B;Vrouwen;Nederland;0
6207;699;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
6208;699;Positie B;Vrouwen;Duitschland;0
6209;699;Positie B;Vrouwen;België;0
6210;699;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
6211;699;Positie B;Vrouwen;Frankrijk;0
6212;699;Positie B;Vrouwen;Italië;0
6213;699;Positie B;Vrouwen;Zwitserland;0
6214;699;Positie B;Vrouwen;Oostenrijk;0
6215;699;Positie B;Vrouwen;Hongarije;0
6216;699;Positie B;Vrouwen;Rusland;0
6217;699;Positie B;Vrouwen;Polen;0
6218;699;Positie B;Vrouwen;Tsjechoslowakije;0
6219;699;Positie B;Vrouwen;Andere nationaliteit;0
6220;699;Positie B;Vrouwen;Geen nationaliteit;0
6221;699;Positie B;Vrouwen;Onbekende nationaliteit;0
6222;699;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;709
6223;699;Positie C;Totaal mannen en vrouwen;Nederland;693
6224;699;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;16
6225;699;Positie C;Totaal mannen en vrouwen;Duitschland;12
6226;699;Positie C;Totaal mannen en vrouwen;België;2
6227;699;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;2
6228;699;Positie C;Totaal mannen en vrouwen;Frankrijk;0
6229;699;Positie C;Totaal mannen en vrouwen;Italië;0
6230;699;Positie C;Totaal mannen en vrouwen;Zwitserland;0
6231;699;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
6232;699;Positie C;Totaal mannen en vrouwen;Hongarije;0
6233;699;Positie C;Totaal mannen en vrouwen;Rusland;0
6234;699;Positie C;Totaal mannen en vrouwen;Polen;0
6235;699;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
6236;699;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
6237;699;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;0
6238;699;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
6239;699;Positie C;Mannen;Totaal van alle nationaliteiten;700
6240;699;Positie C;Mannen;Nederland;684
6241;699;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;16
6242;699;Positie C;Mannen;Duitschland;12
6243;699;Positie C;Mannen;België;2
6244;699;Positie C;Mannen;Groot Britannië en Noord Ierland;2
6245;699;Positie C;Mannen;Frankrijk;0
6246;699;Positie C;Mannen;Italië;0
6247;699;Positie C;Mannen;Zwitserland;0
6248;699;Positie C;Mannen;Oostenrijk;0
6249;699;Positie C;Mannen;Hongarije;0
6250;699;Positie C;Mannen;Rusland;0
6251;699;Positie C;Mannen;Polen;0
6252;699;Positie C;Mannen;Tsjechoslowakije;0
6253;699;Positie C;Mannen;Andere nationaliteit;0
6254;699;Positie C;Mannen;Geen nationaliteit;0
6255;699;Positie C;Mannen;Onbekende nationaliteit;0
6256;699;Positie C;Vrouwen;Totaal van alle nationaliteiten;9
6257;699;Positie C;Vrouwen;Nederland;9
6258;699;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
6259;699;Positie C;Vrouwen;Duitschland;0
6260;699;Positie C;Vrouwen;België;0
6261;699;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
6262;699;Positie C;Vrouwen;Frankrijk;0
6263;699;Positie C;Vrouwen;Italië;0
6264;699;Positie C;Vrouwen;Zwitserland;0
6265;699;Positie C;Vrouwen;Oostenrijk;0
6266;699;Positie C;Vrouwen;Hongarije;0
6267;699;Positie C;Vrouwen;Rusland;0
6268;699;Positie C;Vrouwen;Polen;0
6269;699;Positie C;Vrouwen;Tsjechoslowakije;0
6270;699;Positie C;Vrouwen;Andere nationaliteit;0
6271;699;Positie C;Vrouwen;Geen nationaliteit;0
6272;699;Positie C;Vrouwen;Onbekende nationaliteit;0
6273;700;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;31789
6274;700;Positie A;Totaal mannen en vrouwen;Nederland;30537
6275;700;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;1252
6276;700;Positie A;Totaal mannen en vrouwen;Duitschland;675
6277;700;Positie A;Totaal mannen en vrouwen;België;185
6278;700;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;9
6279;700;Positie A;Totaal mannen en vrouwen;Frankrijk;11
6280;700;Positie A;Totaal mannen en vrouwen;Italië;5
6281;700;Positie A;Totaal mannen en vrouwen;Zwitserland;4
6282;700;Positie A;Totaal mannen en vrouwen;Oostenrijk;59
6283;700;Positie A;Totaal mannen en vrouwen;Hongarije;31
6284;700;Positie A;Totaal mannen en vrouwen;Rusland;17
6285;700;Positie A;Totaal mannen en vrouwen;Polen;69
6286;700;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;33
6287;700;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;32
6288;700;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;107
6289;700;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;15
6290;700;Positie A;Mannen;Totaal van alle nationaliteiten;19360
6291;700;Positie A;Mannen;Nederland;18667
6292;700;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;693
6293;700;Positie A;Mannen;Duitschland;361
6294;700;Positie A;Mannen;België;97
6295;700;Positie A;Mannen;Groot Britannië en Noord Ierland;2
6296;700;Positie A;Mannen;Frankrijk;3
6297;700;Positie A;Mannen;Italië;2
6298;700;Positie A;Mannen;Zwitserland;2
6299;700;Positie A;Mannen;Oostenrijk;23
6300;700;Positie A;Mannen;Hongarije;11
6301;700;Positie A;Mannen;Rusland;13
6302;700;Positie A;Mannen;Polen;49
6303;700;Positie A;Mannen;Tsjechoslowakije;23
6304;700;Positie A;Mannen;Andere nationaliteit;17
6305;700;Positie A;Mannen;Geen nationaliteit;79
6306;700;Positie A;Mannen;Onbekende nationaliteit;11
6307;700;Positie A;Vrouwen;Totaal van alle nationaliteiten;12429
6308;700;Positie A;Vrouwen;Nederland;11870
6309;700;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;559
6310;700;Positie A;Vrouwen;Duitschland;314
6311;700;Positie A;Vrouwen;België;88
6312;700;Positie A;Vrouwen;Groot Britannië en Noord Ierland;7
6313;700;Positie A;Vrouwen;Frankrijk;8
6314;700;Positie A;Vrouwen;Italië;3
6315;700;Positie A;Vrouwen;Zwitserland;2
6316;700;Positie A;Vrouwen;Oostenrijk;36
6317;700;Positie A;Vrouwen;Hongarije;20
6318;700;Positie A;Vrouwen;Rusland;4
6319;700;Positie A;Vrouwen;Polen;20
6320;700;Positie A;Vrouwen;Tsjechoslowakije;10
6321;700;Positie A;Vrouwen;Andere nationaliteit;15
6322;700;Positie A;Vrouwen;Geen nationaliteit;28
6323;700;Positie A;Vrouwen;Onbekende nationaliteit;4
6324;700;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;530
6325;700;Positie B;Totaal mannen en vrouwen;Nederland;497
6326;700;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;33
6327;700;Positie B;Totaal mannen en vrouwen;Duitschland;24
6328;700;Positie B;Totaal mannen en vrouwen;België;4
6329;700;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;1
6330;700;Positie B;Totaal mannen en vrouwen;Frankrijk;0
6331;700;Positie B;Totaal mannen en vrouwen;Italië;0
6332;700;Positie B;Totaal mannen en vrouwen;Zwitserland;0
6333;700;Positie B;Totaal mannen en vrouwen;Oostenrijk;1
6334;700;Positie B;Totaal mannen en vrouwen;Hongarije;0
6335;700;Positie B;Totaal mannen en vrouwen;Rusland;1
6336;700;Positie B;Totaal mannen en vrouwen;Polen;1
6337;700;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
6338;700;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
6339;700;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
6340;700;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;1
6341;700;Positie B;Mannen;Totaal van alle nationaliteiten;410
6342;700;Positie B;Mannen;Nederland;391
6343;700;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;19
6344;700;Positie B;Mannen;Duitschland;12
6345;700;Positie B;Mannen;België;3
6346;700;Positie B;Mannen;Groot Britannië en Noord Ierland;1
6347;700;Positie B;Mannen;Frankrijk;0
6348;700;Positie B;Mannen;Italië;0
6349;700;Positie B;Mannen;Zwitserland;0
6350;700;Positie B;Mannen;Oostenrijk;0
6351;700;Positie B;Mannen;Hongarije;0
6352;700;Positie B;Mannen;Rusland;1
6353;700;Positie B;Mannen;Polen;1
6354;700;Positie B;Mannen;Tsjechoslowakije;0
6355;700;Positie B;Mannen;Andere nationaliteit;0
6356;700;Positie B;Mannen;Geen nationaliteit;0
6357;700;Positie B;Mannen;Onbekende nationaliteit;1
6358;700;Positie B;Vrouwen;Totaal van alle nationaliteiten;120
6359;700;Positie B;Vrouwen;Nederland;106
6360;700;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;14
6361;700;Positie B;Vrouwen;Duitschland;12
6362;700;Positie B;Vrouwen;België;1
6363;700;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
6364;700;Positie B;Vrouwen;Frankrijk;0
6365;700;Positie B;Vrouwen;Italië;0
6366;700;Positie B;Vrouwen;Zwitserland;0
6367;700;Positie B;Vrouwen;Oostenrijk;1
6368;700;Positie B;Vrouwen;Hongarije;0
6369;700;Positie B;Vrouwen;Rusland;0
6370;700;Positie B;Vrouwen;Polen;0
6371;700;Positie B;Vrouwen;Tsjechoslowakije;0
6372;700;Positie B;Vrouwen;Andere nationaliteit;0
6373;700;Positie B;Vrouwen;Geen nationaliteit;0
6374;700;Positie B;Vrouwen;Onbekende nationaliteit;0
6375;700;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;2203
6376;700;Positie C;Totaal mannen en vrouwen;Nederland;2080
6377;700;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;123
6378;700;Positie C;Totaal mannen en vrouwen;Duitschland;85
6379;700;Positie C;Totaal mannen en vrouwen;België;12
6380;700;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;2
6381;700;Positie C;Totaal mannen en vrouwen;Frankrijk;2
6382;700;Positie C;Totaal mannen en vrouwen;Italië;1
6383;700;Positie C;Totaal mannen en vrouwen;Zwitserland;0
6384;700;Positie C;Totaal mannen en vrouwen;Oostenrijk;8
6385;700;Positie C;Totaal mannen en vrouwen;Hongarije;1
6386;700;Positie C;Totaal mannen en vrouwen;Rusland;0
6387;700;Positie C;Totaal mannen en vrouwen;Polen;3
6388;700;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;5
6389;700;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;1
