ID;Bedrijfsgroep;Positie;Geslacht;Nationaliteit;Personen_1
1337;108;Positie C;Totaal mannen en vrouwen;Rusland;0
1338;108;Positie C;Totaal mannen en vrouwen;Polen;0
1339;108;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
1340;108;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
1341;108;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;0
1342;108;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1343;108;Positie C;Mannen;Totaal van alle nationaliteiten;73
1344;108;Positie C;Mannen;Nederland;67
1345;108;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;6
1346;108;Positie C;Mannen;Duitschland;5
1347;108;Positie C;Mannen;België;1
1348;108;Positie C;Mannen;Groot Britannië en Noord Ierland;0
1349;108;Positie C;Mannen;Frankrijk;0
1350;108;Positie C;Mannen;Italië;0
1351;108;Positie C;Mannen;Zwitserland;0
1352;108;Positie C;Mannen;Oostenrijk;0
1353;108;Positie C;Mannen;Hongarije;0
1354;108;Positie C;Mannen;Rusland;0
1355;108;Positie C;Mannen;Polen;0
1356;108;Positie C;Mannen;Tsjechoslowakije;0
1357;108;Positie C;Mannen;Andere nationaliteit;0
1358;108;Positie C;Mannen;Geen nationaliteit;0
1359;108;Positie C;Mannen;Onbekende nationaliteit;0
1360;108;Positie C;Vrouwen;Totaal van alle nationaliteiten;0
1361;108;Positie C;Vrouwen;Nederland;0
1362;108;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
1363;108;Positie C;Vrouwen;Duitschland;0
1364;108;Positie C;Vrouwen;België;0
1365;108;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
1366;108;Positie C;Vrouwen;Frankrijk;0
1367;108;Positie C;Vrouwen;Italië;0
1368;108;Positie C;Vrouwen;Zwitserland;0
1369;108;Positie C;Vrouwen;Oostenrijk;0
1370;108;Positie C;Vrouwen;Hongarije;0
1371;108;Positie C;Vrouwen;Rusland;0
1372;108;Positie C;Vrouwen;Polen;0
1373;108;Positie C;Vrouwen;Tsjechoslowakije;0
1374;108;Positie C;Vrouwen;Andere nationaliteit;0
1375;108;Positie C;Vrouwen;Geen nationaliteit;0
1376;108;Positie C;Vrouwen;Onbekende nationaliteit;0
1377;199;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;361
1378;199;Positie A;Totaal mannen en vrouwen;Nederland;358
1379;199;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;3
1380;199;Positie A;Totaal mannen en vrouwen;Duitschland;1
1381;199;Positie A;Totaal mannen en vrouwen;België;1
1382;199;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
1383;199;Positie A;Totaal mannen en vrouwen;Frankrijk;0
1384;199;Positie A;Totaal mannen en vrouwen;Italië;0
1385;199;Positie A;Totaal mannen en vrouwen;Zwitserland;0
1386;199;Positie A;Totaal mannen en vrouwen;Oostenrijk;0
1387;199;Positie A;Totaal mannen en vrouwen;Hongarije;0
1388;199;Positie A;Totaal mannen en vrouwen;Rusland;0
1389;199;Positie A;Totaal mannen en vrouwen;Polen;0
1390;199;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;0
1391;199;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
1392;199;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;1
1393;199;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1394;199;Positie A;Mannen;Totaal van alle nationaliteiten;347
1395;199;Positie A;Mannen;Nederland;344
1396;199;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;3
1397;199;Positie A;Mannen;Duitschland;1
1398;199;Positie A;Mannen;België;1
1399;199;Positie A;Mannen;Groot Britannië en Noord Ierland;0
1400;199;Positie A;Mannen;Frankrijk;0
1401;199;Positie A;Mannen;Italië;0
1402;199;Positie A;Mannen;Zwitserland;0
1403;199;Positie A;Mannen;Oostenrijk;0
1404;199;Positie A;Mannen;Hongarije;0
1405;199;Positie A;Mannen;Rusland;0
1406;199;Positie A;Mannen;Polen;0
1407;199;Positie A;Mannen;Tsjechoslowakije;0
1408;199;Positie A;Mannen;Andere nationaliteit;0
1409;199;Positie A;Mannen;Geen nationaliteit;1
1410;199;Positie A;Mannen;Onbekende nationaliteit;0
1411;199;Positie A;Vrouwen;Totaal van alle nationaliteiten;14
1412;199;Positie A;Vrouwen;Nederland;14
1413;199;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;0
1414;199;Positie A;Vrouwen;Duitschland;0
1415;199;Positie A;Vrouwen;België;0
1416;199;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
1417;199;Positie A;Vrouwen;Frankrijk;0
1418;199;Positie A;Vrouwen;Italië;0
1419;199;Positie A;Vrouwen;Zwitserland;0
1420;199;Positie A;Vrouwen;Oostenrijk;0
1421;199;Positie A;Vrouwen;Hongarije;0
1422;199;Positie A;Vrouwen;Rusland;0
1423;199;Positie A;Vrouwen;Polen;0
1424;199;Positie A;Vrouwen;Tsjechoslowakije;0
1425;199;Positie A;Vrouwen;Andere nationaliteit;0
1426;199;Positie A;Vrouwen;Geen nationaliteit;0
1427;199;Positie A;Vrouwen;Onbekende nationaliteit;0
1428;199;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;144
1429;199;Positie B;Totaal mannen en vrouwen;Nederland;143
1430;199;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;1
1431;199;Positie B;Totaal mannen en vrouwen;Duitschland;0
1432;199;Positie B;Totaal mannen en vrouwen;België;0
1433;199;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
1434;199;Positie B;Totaal mannen en vrouwen;Frankrijk;0
1435;199;Positie B;Totaal mannen en vrouwen;Italië;0
1436;199;Positie B;Totaal mannen en vrouwen;Zwitserland;1
1437;199;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
1438;199;Positie B;Totaal mannen en vrouwen;Hongarije;0
1439;199;Positie B;Totaal mannen en vrouwen;Rusland;0
1440;199;Positie B;Totaal mannen en vrouwen;Polen;0
1441;199;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
1442;199;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
1443;199;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
1444;199;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1445;199;Positie B;Mannen;Totaal van alle nationaliteiten;144
1446;199;Positie B;Mannen;Nederland;143
1447;199;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;1
1448;199;Positie B;Mannen;Duitschland;0
1449;199;Positie B;Mannen;België;0
1450;199;Positie B;Mannen;Groot Britannië en Noord Ierland;0
1451;199;Positie B;Mannen;Frankrijk;0
1452;199;Positie B;Mannen;Italië;0
1453;199;Positie B;Mannen;Zwitserland;1
1454;199;Positie B;Mannen;Oostenrijk;0
1455;199;Positie B;Mannen;Hongarije;0
1456;199;Positie B;Mannen;Rusland;0
1457;199;Positie B;Mannen;Polen;0
1458;199;Positie B;Mannen;Tsjechoslowakije;0
1459;199;Positie B;Mannen;Andere nationaliteit;0
1460;199;Positie B;Mannen;Geen nationaliteit;0
1461;199;Positie B;Mannen;Onbekende nationaliteit;0
1462;199;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
1463;199;Positie B;Vrouwen;Nederland;0
1464;199;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
1465;199;Positie B;Vrouwen;Duitschland;0
1466;199;Positie B;Vrouwen;België;0
1467;199;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
1468;199;Positie B;Vrouwen;Frankrijk;0
1469;199;Positie B;Vrouwen;Italië;0
1470;199;Positie B;Vrouwen;Zwitserland;0
1471;199;Positie B;Vrouwen;Oostenrijk;0
1472;199;Positie B;Vrouwen;Hongarije;0
1473;199;Positie B;Vrouwen;Rusland;0
1474;199;Positie B;Vrouwen;Polen;0
1475;199;Positie B;Vrouwen;Tsjechoslowakije;0
1476;199;Positie B;Vrouwen;Andere nationaliteit;0
1477;199;Positie B;Vrouwen;Geen nationaliteit;0
1478;199;Positie B;Vrouwen;Onbekende nationaliteit;0
1479;199;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;303
1480;199;Positie C;Totaal mannen en vrouwen;Nederland;291
1481;199;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;12
1482;199;Positie C;Totaal mannen en vrouwen;Duitschland;5
1483;199;Positie C;Totaal mannen en vrouwen;België;4
1484;199;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
1485;199;Positie C;Totaal mannen en vrouwen;Frankrijk;0
1486;199;Positie C;Totaal mannen en vrouwen;Italië;0
1487;199;Positie C;Totaal mannen en vrouwen;Zwitserland;3
1488;199;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
1489;199;Positie C;Totaal mannen en vrouwen;Hongarije;0
1490;199;Positie C;Totaal mannen en vrouwen;Rusland;0
1491;199;Positie C;Totaal mannen en vrouwen;Polen;0
1492;199;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
1493;199;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
1494;199;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;0
1495;199;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1496;199;Positie C;Mannen;Totaal van alle nationaliteiten;303
1497;199;Positie C;Mannen;Nederland;291
1498;199;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;12
1499;199;Positie C;Mannen;Duitschland;5
1500;199;Positie C;Mannen;België;4
1501;199;Positie C;Mannen;Groot Britannië en Noord Ierland;0
1502;199;Positie C;Mannen;Frankrijk;0
1503;199;Positie C;Mannen;Italië;0
1504;199;Positie C;Mannen;Zwitserland;3
1505;199;Positie C;Mannen;Oostenrijk;0
1506;199;Positie C;Mannen;Hongarije;0
1507;199;Positie C;Mannen;Rusland;0
1508;199;Positie C;Mannen;Polen;0
1509;199;Positie C;Mannen;Tsjechoslowakije;0
1510;199;Positie C;Mannen;Andere nationaliteit;0
1511;199;Positie C;Mannen;Geen nationaliteit;0
1512;199;Positie C;Mannen;Onbekende nationaliteit;0
1513;199;Positie C;Vrouwen;Totaal van alle nationaliteiten;0
1514;199;Positie C;Vrouwen;Nederland;0
1515;199;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
1516;199;Positie C;Vrouwen;Duitschland;0
1517;199;Positie C;Vrouwen;België;0
1518;199;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
1519;199;Positie C;Vrouwen;Frankrijk;0
1520;199;Positie C;Vrouwen;Italië;0
1521;199;Positie C;Vrouwen;Zwitserland;0
1522;199;Positie C;Vrouwen;Oostenrijk;0
1523;199;Positie C;Vrouwen;Hongarije;0
1524;199;Positie C;Vrouwen;Rusland;0
1525;199;Positie C;Vrouwen;Polen;0
1526;199;Positie C;Vrouwen;Tsjechoslowakije;0
1527;199;Positie C;Vrouwen;Andere nationaliteit;0
1528;199;Positie C;Vrouwen;Geen nationaliteit;0
1529;199;Positie C;Vrouwen;Onbekende nationaliteit;0
1530;200;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;113
1531;200;Positie A;Totaal mannen en vrouwen;Nederland;107
1532;200;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;6
1533;200;Positie A;Totaal mannen en vrouwen;Duitschland;3
1534;200;Positie A;Totaal mannen en vrouwen;België;0
1535;200;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;1
1536;200;Positie A;Totaal mannen en vrouwen;Frankrijk;1
1537;200;Positie A;Totaal mannen en vrouwen;Italië;0
1538;200;Positie A;Totaal mannen en vrouwen;Zwitserland;0
1539;200;Positie A;Totaal mannen en vrouwen;Oostenrijk;0
1540;200;Positie A;Totaal mannen en vrouwen;Hongarije;0
1541;200;Positie A;Totaal mannen en vrouwen;Rusland;0
1542;200;Positie A;Totaal mannen en vrouwen;Polen;1
1543;200;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;0
1544;200;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
1545;200;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;0
1546;200;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1547;200;Positie A;Mannen;Totaal van alle nationaliteiten;113
1548;200;Positie A;Mannen;Nederland;107
1549;200;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;6
1550;200;Positie A;Mannen;Duitschland;3
1551;200;Positie A;Mannen;België;0
1552;200;Positie A;Mannen;Groot Britannië en Noord Ierland;1
1553;200;Positie A;Mannen;Frankrijk;1
1554;200;Positie A;Mannen;Italië;0
1555;200;Positie A;Mannen;Zwitserland;0
1556;200;Positie A;Mannen;Oostenrijk;0
1557;200;Positie A;Mannen;Hongarije;0
1558;200;Positie A;Mannen;Rusland;0
1559;200;Positie A;Mannen;Polen;1
1560;200;Positie A;Mannen;Tsjechoslowakije;0
1561;200;Positie A;Mannen;Andere nationaliteit;0
1562;200;Positie A;Mannen;Geen nationaliteit;0
1563;200;Positie A;Mannen;Onbekende nationaliteit;0
1564;200;Positie A;Vrouwen;Totaal van alle nationaliteiten;0
1565;200;Positie A;Vrouwen;Nederland;0
1566;200;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;0
1567;200;Positie A;Vrouwen;Duitschland;0
1568;200;Positie A;Vrouwen;België;0
1569;200;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
1570;200;Positie A;Vrouwen;Frankrijk;0
1571;200;Positie A;Vrouwen;Italië;0
1572;200;Positie A;Vrouwen;Zwitserland;0
1573;200;Positie A;Vrouwen;Oostenrijk;0
1574;200;Positie A;Vrouwen;Hongarije;0
1575;200;Positie A;Vrouwen;Rusland;0
1576;200;Positie A;Vrouwen;Polen;0
1577;200;Positie A;Vrouwen;Tsjechoslowakije;0
1578;200;Positie A;Vrouwen;Andere nationaliteit;0
1579;200;Positie A;Vrouwen;Geen nationaliteit;0
1580;200;Positie A;Vrouwen;Onbekende nationaliteit;0
1581;200;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;0
1582;200;Positie B;Totaal mannen en vrouwen;Nederland;0
1583;200;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;0
1584;200;Positie B;Totaal mannen en vrouwen;Duitschland;0
1585;200;Positie B;Totaal mannen en vrouwen;België;0
1586;200;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
1587;200;Positie B;Totaal mannen en vrouwen;Frankrijk;0
1588;200;Positie B;Totaal mannen en vrouwen;Italië;0
1589;200;Positie B;Totaal mannen en vrouwen;Zwitserland;0
1590;200;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
1591;200;Positie B;Totaal mannen en vrouwen;Hongarije;0
1592;200;Positie B;Totaal mannen en vrouwen;Rusland;0
1593;200;Positie B;Totaal mannen en vrouwen;Polen;0
1594;200;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
1595;200;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
1596;200;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
1597;200;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1598;200;Positie B;Mannen;Totaal van alle nationaliteiten;0
1599;200;Positie B;Mannen;Nederland;0
1600;200;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;0
1601;200;Positie B;Mannen;Duitschland;0
1602;200;Positie B;Mannen;België;0
1603;200;Positie B;Mannen;Groot Britannië en Noord Ierland;0
1604;200;Positie B;Mannen;Frankrijk;0
1605;200;Positie B;Mannen;Italië;0
1606;200;Positie B;Mannen;Zwitserland;0
1607;200;Positie B;Mannen;Oostenrijk;0
1608;200;Positie B;Mannen;Hongarije;0
1609;200;Positie B;Mannen;Rusland;0
1610;200;Positie B;Mannen;Polen;0
1611;200;Positie B;Mannen;Tsjechoslowakije;0
1612;200;Positie B;Mannen;Andere nationaliteit;0
1613;200;Positie B;Mannen;Geen nationaliteit;0
1614;200;Positie B;Mannen;Onbekende nationaliteit;0
1615;200;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
1616;200;Positie B;Vrouwen;Nederland;0
1617;200;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
1618;200;Positie B;Vrouwen;Duitschland;0
1619;200;Positie B;Vrouwen;België;0
1620;200;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
1621;200;Positie B;Vrouwen;Frankrijk;0
1622;200;Positie B;Vrouwen;Italië;0
1623;200;Positie B;Vrouwen;Zwitserland;0
1624;200;Positie B;Vrouwen;Oostenrijk;0
1625;200;Positie B;Vrouwen;Hongarije;0
1626;200;Positie B;Vrouwen;Rusland;0
1627;200;Positie B;Vrouwen;Polen;0
1628;200;Positie B;Vrouwen;Tsjechoslowakije;0
1629;200;Positie B;Vrouwen;Andere nationaliteit;0
1630;200;Positie B;Vrouwen;Geen nationaliteit;0
1631;200;Positie B;Vrouwen;Onbekende nationaliteit;0
1632;200;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;61
1633;200;Positie C;Totaal mannen en vrouwen;Nederland;57
1634;200;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;4
1635;200;Positie C;Totaal mannen en vrouwen;Duitschland;3
1636;200;Positie C;Totaal mannen en vrouwen;België;0
1637;200;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
1638;200;Positie C;Totaal mannen en vrouwen;Frankrijk;0
1639;200;Positie C;Totaal mannen en vrouwen;Italië;0
1640;200;Positie C;Totaal mannen en vrouwen;Zwitserland;0
1641;200;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
1642;200;Positie C;Totaal mannen en vrouwen;Hongarije;0
1643;200;Positie C;Totaal mannen en vrouwen;Rusland;0
1644;200;Positie C;Totaal mannen en vrouwen;Polen;0
1645;200;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
1646;200;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
1647;200;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;1
1648;200;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1649;200;Positie C;Mannen;Totaal van alle nationaliteiten;61
1650;200;Positie C;Mannen;Nederland;57
1651;200;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;4
1652;200;Positie C;Mannen;Duitschland;3
1653;200;Positie C;Mannen;België;0
1654;200;Positie C;Mannen;Groot Britannië en Noord Ierland;0
1655;200;Positie C;Mannen;Frankrijk;0
1656;200;Positie C;Mannen;Italië;0
1657;200;Positie C;Mannen;Zwitserland;0
1658;200;Positie C;Mannen;Oostenrijk;0
1659;200;Positie C;Mannen;Hongarije;0
1660;200;Positie C;Mannen;Rusland;0
1661;200;Positie C;Mannen;Polen;0
1662;200;Positie C;Mannen;Tsjechoslowakije;0
1663;200;Positie C;Mannen;Andere nationaliteit;0
1664;200;Positie C;Mannen;Geen nationaliteit;1
1665;200;Positie C;Mannen;Onbekende nationaliteit;0
1666;200;Positie C;Vrouwen;Totaal van alle nationaliteiten;0
1667;200;Positie C;Vrouwen;Nederland;0
1668;200;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
1669;200;Positie C;Vrouwen;Duitschland;0
1670;200;Positie C;Vrouwen;België;0
1671;200;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
1672;200;Positie C;Vrouwen;Frankrijk;0
1673;200;Positie C;Vrouwen;Italië;0
1674;200;Positie C;Vrouwen;Zwitserland;0
1675;200;Positie C;Vrouwen;Oostenrijk;0
1676;200;Positie C;Vrouwen;Hongarije;0
1677;200;Positie C;Vrouwen;Rusland;0
1678;200;Positie C;Vrouwen;Polen;0
1679;200;Positie C;Vrouwen;Tsjechoslowakije;0
1680;200;Positie C;Vrouwen;Andere nationaliteit;0
1681;200;Positie C;Vrouwen;Geen nationaliteit;0
1682;200;Positie C;Vrouwen;Onbekende nationaliteit;0
1683;300;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;2820
1684;300;Positie A;Totaal mannen en vrouwen;Nederland;2736
1685;300;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;84
1686;300;Positie A;Totaal mannen en vrouwen;Duitschland;48
1687;300;Positie A;Totaal mannen en vrouwen;België;7
1688;300;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
1689;300;Positie A;Totaal mannen en vrouwen;Frankrijk;2
1690;300;Positie A;Totaal mannen en vrouwen;Italië;0
1691;300;Positie A;Totaal mannen en vrouwen;Zwitserland;0
1692;300;Positie A;Totaal mannen en vrouwen;Oostenrijk;3
1693;300;Positie A;Totaal mannen en vrouwen;Hongarije;3
1694;300;Positie A;Totaal mannen en vrouwen;Rusland;0
1695;300;Positie A;Totaal mannen en vrouwen;Polen;4
1696;300;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;1
1697;300;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;1
1698;300;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;15
1699;300;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1700;300;Positie A;Mannen;Totaal van alle nationaliteiten;2721
1701;300;Positie A;Mannen;Nederland;2640
1702;300;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;81
1703;300;Positie A;Mannen;Duitschland;46
1704;300;Positie A;Mannen;België;7
1705;300;Positie A;Mannen;Groot Britannië en Noord Ierland;0
1706;300;Positie A;Mannen;Frankrijk;2
1707;300;Positie A;Mannen;Italië;0
1708;300;Positie A;Mannen;Zwitserland;0
1709;300;Positie A;Mannen;Oostenrijk;3
1710;300;Positie A;Mannen;Hongarije;3
1711;300;Positie A;Mannen;Rusland;0
1712;300;Positie A;Mannen;Polen;3
1713;300;Positie A;Mannen;Tsjechoslowakije;1
1714;300;Positie A;Mannen;Andere nationaliteit;1
1715;300;Positie A;Mannen;Geen nationaliteit;15
1716;300;Positie A;Mannen;Onbekende nationaliteit;0
1717;300;Positie A;Vrouwen;Totaal van alle nationaliteiten;99
1718;300;Positie A;Vrouwen;Nederland;96
1719;300;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;3
1720;300;Positie A;Vrouwen;Duitschland;2
1721;300;Positie A;Vrouwen;België;0
1722;300;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
1723;300;Positie A;Vrouwen;Frankrijk;0
1724;300;Positie A;Vrouwen;Italië;0
1725;300;Positie A;Vrouwen;Zwitserland;0
1726;300;Positie A;Vrouwen;Oostenrijk;0
1727;300;Positie A;Vrouwen;Hongarije;0
1728;300;Positie A;Vrouwen;Rusland;0
1729;300;Positie A;Vrouwen;Polen;1
1730;300;Positie A;Vrouwen;Tsjechoslowakije;0
1731;300;Positie A;Vrouwen;Andere nationaliteit;0
1732;300;Positie A;Vrouwen;Geen nationaliteit;0
1733;300;Positie A;Vrouwen;Onbekende nationaliteit;0
1734;300;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;410
1735;300;Positie B;Totaal mannen en vrouwen;Nederland;404
1736;300;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;6
1737;300;Positie B;Totaal mannen en vrouwen;Duitschland;5
1738;300;Positie B;Totaal mannen en vrouwen;België;0
1739;300;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;1
1740;300;Positie B;Totaal mannen en vrouwen;Frankrijk;0
1741;300;Positie B;Totaal mannen en vrouwen;Italië;0
1742;300;Positie B;Totaal mannen en vrouwen;Zwitserland;0
1743;300;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
1744;300;Positie B;Totaal mannen en vrouwen;Hongarije;0
1745;300;Positie B;Totaal mannen en vrouwen;Rusland;0
1746;300;Positie B;Totaal mannen en vrouwen;Polen;0
1747;300;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
1748;300;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
1749;300;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
1750;300;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1751;300;Positie B;Mannen;Totaal van alle nationaliteiten;410
1752;300;Positie B;Mannen;Nederland;404
1753;300;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;6
1754;300;Positie B;Mannen;Duitschland;5
1755;300;Positie B;Mannen;België;0
1756;300;Positie B;Mannen;Groot Britannië en Noord Ierland;1
1757;300;Positie B;Mannen;Frankrijk;0
1758;300;Positie B;Mannen;Italië;0
1759;300;Positie B;Mannen;Zwitserland;0
1760;300;Positie B;Mannen;Oostenrijk;0
1761;300;Positie B;Mannen;Hongarije;0
1762;300;Positie B;Mannen;Rusland;0
1763;300;Positie B;Mannen;Polen;0
1764;300;Positie B;Mannen;Tsjechoslowakije;0
1765;300;Positie B;Mannen;Andere nationaliteit;0
1766;300;Positie B;Mannen;Geen nationaliteit;0
1767;300;Positie B;Mannen;Onbekende nationaliteit;0
1768;300;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
1769;300;Positie B;Vrouwen;Nederland;0
1770;300;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
1771;300;Positie B;Vrouwen;Duitschland;0
1772;300;Positie B;Vrouwen;België;0
1773;300;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
1774;300;Positie B;Vrouwen;Frankrijk;0
1775;300;Positie B;Vrouwen;Italië;0
1776;300;Positie B;Vrouwen;Zwitserland;0
1777;300;Positie B;Vrouwen;Oostenrijk;0
1778;300;Positie B;Vrouwen;Hongarije;0
1779;300;Positie B;Vrouwen;Rusland;0
1780;300;Positie B;Vrouwen;Polen;0
1781;300;Positie B;Vrouwen;Tsjechoslowakije;0
1782;300;Positie B;Vrouwen;Andere nationaliteit;0
1783;300;Positie B;Vrouwen;Geen nationaliteit;0
1784;300;Positie B;Vrouwen;Onbekende nationaliteit;0
1785;300;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;1240
1786;300;Positie C;Totaal mannen en vrouwen;Nederland;1209
1787;300;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;31
1788;300;Positie C;Totaal mannen en vrouwen;Duitschland;19
1789;300;Positie C;Totaal mannen en vrouwen;België;2
1790;300;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;2
1791;300;Positie C;Totaal mannen en vrouwen;Frankrijk;0
1792;300;Positie C;Totaal mannen en vrouwen;Italië;0
1793;300;Positie C;Totaal mannen en vrouwen;Zwitserland;0
1794;300;Positie C;Totaal mannen en vrouwen;Oostenrijk;1
1795;300;Positie C;Totaal mannen en vrouwen;Hongarije;1
1796;300;Positie C;Totaal mannen en vrouwen;Rusland;0
1797;300;Positie C;Totaal mannen en vrouwen;Polen;0
1798;300;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;2
1799;300;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
1800;300;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;4
1801;300;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1802;300;Positie C;Mannen;Totaal van alle nationaliteiten;1229
1803;300;Positie C;Mannen;Nederland;1200
1804;300;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;29
1805;300;Positie C;Mannen;Duitschland;17
1806;300;Positie C;Mannen;België;2
1807;300;Positie C;Mannen;Groot Britannië en Noord Ierland;2
1808;300;Positie C;Mannen;Frankrijk;0
1809;300;Positie C;Mannen;Italië;0
1810;300;Positie C;Mannen;Zwitserland;0
1811;300;Positie C;Mannen;Oostenrijk;1
1812;300;Positie C;Mannen;Hongarije;1
