ID;SBI93;Perioden;BanenVanWerknemersTotaal_1;MannelijkeWerknemers_2;VrouwelijkeWerknemers_3
341;1532 VV fruit- en groentesap;2008 december nader voorlopig;1.1;0.8;0.3
342;1532 VV fruit- en groentesap;2009 december voorlopig;0.7;0.6;0.2
343;1533 Groente- en fruitverwerking ..;2006 december voorlopig;4.9;3.3;1.6
344;1533 Groente- en fruitverwerking ..;2006 december nader voorlopig;5.0;3.5;1.5
345;1533 Groente- en fruitverwerking ..;2007 december voorlopig;5.1;3.6;1.5
346;1533 Groente- en fruitverwerking ..;2007 december nader voorlopig;5.1;3.5;1.5
347;1533 Groente- en fruitverwerking ..;2008 december voorlopig;5.2;3.6;1.6
348;1533 Groente- en fruitverwerking ..;2008 december nader voorlopig;5.2;3.6;1.6
349;1533 Groente- en fruitverwerking ..;2009 december voorlopig;5.1;3.5;1.5
350;154 VV plantaardige en dierlijke ..;2006 december voorlopig;2.1;1.7;0.4
351;154 VV plantaardige en dierlijke ..;2006 december nader voorlopig;2.7;2.2;0.5
352;154 VV plantaardige en dierlijke ..;2007 december voorlopig;2.6;2.2;0.4
353;154 VV plantaardige en dierlijke ..;2007 december nader voorlopig;2.6;2.2;0.5
354;154 VV plantaardige en dierlijke ..;2008 december voorlopig;2.5;2.0;0.5
355;154 VV plantaardige en dierlijke ..;2008 december nader voorlopig;2.4;2.0;0.4
356;154 VV plantaardige en dierlijke ..;2009 december voorlopig;2.7;2.2;0.5
357;1541 VV ruwe plantaardige en ..;2006 december voorlopig;0.4;0.3;0.1
358;1541 VV ruwe plantaardige en ..;2006 december nader voorlopig;0.4;0.3;0.1
359;1541 VV ruwe plantaardige en ..;2007 december voorlopig;0.4;0.3;0.1
360;1541 VV ruwe plantaardige en ..;2007 december nader voorlopig;0.4;0.3;0.1
361;1541 VV ruwe plantaardige en ..;2008 december voorlopig;0.4;0.4;0.1
362;1541 VV ruwe plantaardige en ..;2008 december nader voorlopig;0.4;0.4;0.1
363;1541 VV ruwe plantaardige en ..;2009 december voorlopig;0.5;0.4;0.1
364;1542 Raffinage van plantaardige en ..;2006 december voorlopig;1.2;1.0;0.2
365;1542 Raffinage van plantaardige en ..;2006 december nader voorlopig;1.5;1.2;0.3
366;1542 Raffinage van plantaardige en ..;2007 december voorlopig;1.6;1.3;0.3
367;1542 Raffinage van plantaardige en ..;2007 december nader voorlopig;1.6;1.3;0.3
368;1542 Raffinage van plantaardige en ..;2008 december voorlopig;1.4;1.1;0.3
369;1542 Raffinage van plantaardige en ..;2008 december nader voorlopig;1.3;1.0;0.3
370;1542 Raffinage van plantaardige en ..;2009 december voorlopig;1.5;1.2;0.3
371;1543 Vervaardiging van margarine;2006 december voorlopig;0.5;0.4;0.1
372;1543 Vervaardiging van margarine;2006 december nader voorlopig;0.8;0.6;0.1
373;1543 Vervaardiging van margarine;2007 december voorlopig;0.6;0.5;0.1
374;1543 Vervaardiging van margarine;2007 december nader voorlopig;0.6;0.5;0.1
375;1543 Vervaardiging van margarine;2008 december voorlopig;0.7;0.6;0.1
376;1543 Vervaardiging van margarine;2008 december nader voorlopig;0.7;0.6;0.1
377;1543 Vervaardiging van margarine;2009 december voorlopig;0.7;0.6;0.1
378;155 Vervaardiging van zuivelproducten;2006 december voorlopig;11.3;8.8;2.4
379;155 Vervaardiging van zuivelproducten;2006 december nader voorlopig;11.3;8.8;2.4
380;155 Vervaardiging van zuivelproducten;2007 december voorlopig;11.2;8.7;2.5
381;155 Vervaardiging van zuivelproducten;2007 december nader voorlopig;11.4;8.9;2.5
382;155 Vervaardiging van zuivelproducten;2008 december voorlopig;11.4;8.9;2.5
383;155 Vervaardiging van zuivelproducten;2008 december nader voorlopig;11.4;8.9;2.5
384;155 Vervaardiging van zuivelproducten;2009 december voorlopig;11.1;8.7;2.4
385;1551 VV zuivelproducten (geen ..;2006 december voorlopig;10.6;8.5;2.2
386;1551 VV zuivelproducten (geen ..;2006 december nader voorlopig;10.6;8.4;2.1
387;1551 VV zuivelproducten (geen ..;2007 december voorlopig;10.5;8.3;2.2
388;1551 VV zuivelproducten (geen ..;2007 december nader voorlopig;10.8;8.5;2.2
389;1551 VV zuivelproducten (geen ..;2008 december voorlopig;10.7;8.5;2.2
390;1551 VV zuivelproducten (geen ..;2008 december nader voorlopig;10.7;8.5;2.2
391;1551 VV zuivelproducten (geen ..;2009 december voorlopig;10.4;8.2;2.2
392;1552 Bereiding van consumptie-ijs;2006 december voorlopig;0.6;0.4;0.2
393;1552 Bereiding van consumptie-ijs;2006 december nader voorlopig;0.7;0.4;0.3
394;1552 Bereiding van consumptie-ijs;2007 december voorlopig;0.7;0.4;0.3
395;1552 Bereiding van consumptie-ijs;2007 december nader voorlopig;0.7;0.4;0.3
396;1552 Bereiding van consumptie-ijs;2008 december voorlopig;0.8;0.4;0.3
397;1552 Bereiding van consumptie-ijs;2008 december nader voorlopig;0.7;0.4;0.3
398;1552 Bereiding van consumptie-ijs;2009 december voorlopig;0.7;0.4;0.3
399;156 Vervaardiging van meel;2006 december voorlopig;3.6;3.0;0.6
400;156 Vervaardiging van meel;2006 december nader voorlopig;3.3;2.7;0.5
401;156 Vervaardiging van meel;2007 december voorlopig;3.1;2.6;0.5
402;156 Vervaardiging van meel;2007 december nader voorlopig;3.1;2.6;0.5
403;156 Vervaardiging van meel;2008 december voorlopig;3.5;2.9;0.6
404;156 Vervaardiging van meel;2008 december nader voorlopig;3.4;2.9;0.6
405;156 Vervaardiging van meel;2009 december voorlopig;3.4;2.8;0.6
406;1561 VV meel (geen zetmeel);2006 december voorlopig;1.4;1.2;0.3
407;1561 VV meel (geen zetmeel);2006 december nader voorlopig;1.4;1.2;0.3
408;1561 VV meel (geen zetmeel);2007 december voorlopig;1.4;1.1;0.3
409;1561 VV meel (geen zetmeel);2007 december nader voorlopig;1.4;1.1;0.3
410;1561 VV meel (geen zetmeel);2008 december voorlopig;1.3;1.0;0.3
411;1561 VV meel (geen zetmeel);2008 december nader voorlopig;1.2;1.0;0.3
412;1561 VV meel (geen zetmeel);2009 december voorlopig;1.3;1.0;0.3
413;1562 Vervaardiging van zetmeel;2006 december voorlopig;2.2;1.8;0.3
414;1562 Vervaardiging van zetmeel;2006 december nader voorlopig;1.8;1.6;0.2
415;1562 Vervaardiging van zetmeel;2007 december voorlopig;1.7;1.5;0.2
416;1562 Vervaardiging van zetmeel;2007 december nader voorlopig;1.7;1.5;0.2
417;1562 Vervaardiging van zetmeel;2008 december voorlopig;2.2;1.9;0.3
418;1562 Vervaardiging van zetmeel;2008 december nader voorlopig;2.2;1.9;0.3
419;1562 Vervaardiging van zetmeel;2009 december voorlopig;2.1;1.8;0.3
420;157 Vervaardiging van diervoeder;2006 december voorlopig;7.7;6.4;1.3
421;157 Vervaardiging van diervoeder;2006 december nader voorlopig;7.6;6.4;1.2
422;157 Vervaardiging van diervoeder;2007 december voorlopig;7.6;6.4;1.2
423;157 Vervaardiging van diervoeder;2007 december nader voorlopig;7.6;6.4;1.2
424;157 Vervaardiging van diervoeder;2008 december voorlopig;7.8;6.4;1.3
425;157 Vervaardiging van diervoeder;2008 december nader voorlopig;7.8;6.5;1.3
426;157 Vervaardiging van diervoeder;2009 december voorlopig;7.4;6.2;1.2
427;1571 Vervaardiging van veevoeder;2006 december voorlopig;6.1;5.2;0.9
428;1571 Vervaardiging van veevoeder;2006 december nader voorlopig;6.1;5.1;0.9
429;1571 Vervaardiging van veevoeder;2007 december voorlopig;6.1;5.2;0.9
430;1571 Vervaardiging van veevoeder;2007 december nader voorlopig;6.1;5.2;0.9
431;1571 Vervaardiging van veevoeder;2008 december voorlopig;6.1;5.1;0.9
432;1571 Vervaardiging van veevoeder;2008 december nader voorlopig;6.1;5.2;0.9
433;1571 Vervaardiging van veevoeder;2009 december voorlopig;6.0;5.1;0.9
434;1572 VV voer voor huisdieren;2006 december voorlopig;1.6;1.2;0.3
435;1572 VV voer voor huisdieren;2006 december nader voorlopig;1.5;1.2;0.3
436;1572 VV voer voor huisdieren;2007 december voorlopig;1.5;1.2;0.3
437;1572 VV voer voor huisdieren;2007 december nader voorlopig;1.5;1.2;0.3
438;1572 VV voer voor huisdieren;2008 december voorlopig;1.7;1.3;0.4
439;1572 VV voer voor huisdieren;2008 december nader voorlopig;1.7;1.3;0.4
440;1572 VV voer voor huisdieren;2009 december voorlopig;1.4;1.1;0.3
441;158 VV overige voedingsmiddelen;2006 december voorlopig;58.4;32.0;26.4
442;158 VV overige voedingsmiddelen;2006 december nader voorlopig;57.6;32.2;25.4
443;158 VV overige voedingsmiddelen;2007 december voorlopig;57.6;32.1;25.5
444;158 VV overige voedingsmiddelen;2007 december nader voorlopig;58.0;31.7;26.3
445;158 VV overige voedingsmiddelen;2008 december voorlopig;57.2;30.8;26.4
446;158 VV overige voedingsmiddelen;2008 december nader voorlopig;57.5;30.9;26.6
447;158 VV overige voedingsmiddelen;2009 december voorlopig;59.4;32.0;27.4
448;1581 Broodfabrieken, brood- en ..;2006 december voorlopig;32.8;14.0;18.8
449;1581 Broodfabrieken, brood- en ..;2006 december nader voorlopig;32.1;14.2;17.9
450;1581 Broodfabrieken, brood- en ..;2007 december voorlopig;32.2;14.2;18.0
451;1581 Broodfabrieken, brood- en ..;2007 december nader voorlopig;32.5;13.8;18.7
452;1581 Broodfabrieken, brood- en ..;2008 december voorlopig;32.9;14.0;18.9
453;1581 Broodfabrieken, brood- en ..;2008 december nader voorlopig;33.0;14.1;18.9
454;1581 Broodfabrieken, brood- en ..;2009 december voorlopig;34.9;15.1;19.8
455;1582 Banketfabrieken en vervaardiging ..;2006 december voorlopig;6.5;4.1;2.4
456;1582 Banketfabrieken en vervaardiging ..;2006 december nader voorlopig;6.4;4.1;2.3
457;1582 Banketfabrieken en vervaardiging ..;2007 december voorlopig;6.5;4.2;2.3
458;1582 Banketfabrieken en vervaardiging ..;2007 december nader voorlopig;6.6;4.2;2.4
459;1582 Banketfabrieken en vervaardiging ..;2008 december voorlopig;6.0;3.6;2.5
460;1582 Banketfabrieken en vervaardiging ..;2008 december nader voorlopig;6.2;3.7;2.5
461;1582 Banketfabrieken en vervaardiging ..;2009 december voorlopig;5.9;3.5;2.4
462;1583a Cacao-, chocolade-, ..;2006 december voorlopig;7.3;5.1;2.2
463;1583a Cacao-, chocolade-, ..;2006 december nader voorlopig;7.1;5.0;2.1
464;1583a Cacao-, chocolade-, ..;2007 december voorlopig;7.4;5.2;2.2
465;1583a Cacao-, chocolade-, ..;2007 december nader voorlopig;7.3;5.1;2.3
466;1583a Cacao-, chocolade-, ..;2008 december voorlopig;7.4;5.1;2.3
467;1583a Cacao-, chocolade-, ..;2008 december nader voorlopig;7.3;5.0;2.3
468;1583a Cacao-, chocolade-, ..;2009 december voorlopig;7.2;5.0;2.2
469;1585 Vervaardiging van deegwaren;2006 december voorlopig;0.1;0.1;0.0
470;1585 Vervaardiging van deegwaren;2006 december nader voorlopig;0.1;0.1;0.0
471;1585 Vervaardiging van deegwaren;2007 december voorlopig;0.1;0.1;0.0
472;1585 Vervaardiging van deegwaren;2007 december nader voorlopig;0.1;0.1;0.0
473;1585 Vervaardiging van deegwaren;2008 december voorlopig;0.1;0.0;0.0
474;1585 Vervaardiging van deegwaren;2008 december nader voorlopig;0.1;0.0;0.0
475;1585 Vervaardiging van deegwaren;2009 december voorlopig;0.0;0.0;0.0
476;1586 Koffiebranderijen en theepakkerijen;2006 december voorlopig;2.7;2.0;0.8
477;1586 Koffiebranderijen en theepakkerijen;2006 december nader voorlopig;2.7;2.0;0.8
478;1586 Koffiebranderijen en theepakkerijen;2007 december voorlopig;2.9;2.0;0.8
479;1586 Koffiebranderijen en theepakkerijen;2007 december nader voorlopig;2.9;2.0;0.8
480;1586 Koffiebranderijen en theepakkerijen;2008 december voorlopig;3.2;2.3;0.9
481;1586 Koffiebranderijen en theepakkerijen;2008 december nader voorlopig;3.2;2.3;0.9
482;1586 Koffiebranderijen en theepakkerijen;2009 december voorlopig;3.1;2.2;0.9
483;1587 VV azijn, specerijen en kruiderijen;2006 december voorlopig;2.2;1.7;0.5
484;1587 VV azijn, specerijen en kruiderijen;2006 december nader voorlopig;2.2;1.7;0.5
485;1587 VV azijn, specerijen en kruiderijen;2007 december voorlopig;2.1;1.6;0.5
486;1587 VV azijn, specerijen en kruiderijen;2007 december nader voorlopig;2.1;1.6;0.5
487;1587 VV azijn, specerijen en kruiderijen;2008 december voorlopig;2.1;1.7;0.5
488;1587 VV azijn, specerijen en kruiderijen;2008 december nader voorlopig;2.1;1.7;0.5
489;1587 VV azijn, specerijen en kruiderijen;2009 december voorlopig;2.3;1.8;0.5
490;1588 VV gehomogeniseerde preparaten ..;2006 december voorlopig;1.4;1.2;0.3
491;1588 VV gehomogeniseerde preparaten ..;2006 december nader voorlopig;1.5;1.2;0.3
492;1588 VV gehomogeniseerde preparaten ..;2007 december voorlopig;1.8;1.4;0.4
493;1588 VV gehomogeniseerde preparaten ..;2007 december nader voorlopig;1.8;1.4;0.4
494;1588 VV gehomogeniseerde preparaten ..;2008 december voorlopig;1.6;1.2;0.3
495;1588 VV gehomogeniseerde preparaten ..;2008 december nader voorlopig;1.6;1.2;0.3
496;1588 VV gehomogeniseerde preparaten ..;2009 december voorlopig;1.7;1.3;0.4
497;1589 VV overige voedingsmiddelen niet ..;2006 december voorlopig;5.4;3.9;1.5
498;1589 VV overige voedingsmiddelen niet ..;2006 december nader voorlopig;5.4;4.0;1.5
499;1589 VV overige voedingsmiddelen niet ..;2007 december voorlopig;4.6;3.4;1.2
500;1589 VV overige voedingsmiddelen niet ..;2007 december nader voorlopig;4.6;3.4;1.2
501;1589 VV overige voedingsmiddelen niet ..;2008 december voorlopig;4.0;2.9;1.1
502;1589 VV overige voedingsmiddelen niet ..;2008 december nader voorlopig;4.0;2.9;1.1
503;1589 VV overige voedingsmiddelen niet ..;2009 december voorlopig;4.3;3.1;1.2
504;159 Vervaardiging van dranken;2006 december voorlopig;5.9;4.7;1.2
505;159 Vervaardiging van dranken;2006 december nader voorlopig;8.2;6.6;1.6
506;159 Vervaardiging van dranken;2007 december voorlopig;8.5;6.9;1.6
507;159 Vervaardiging van dranken;2007 december nader voorlopig;8.4;6.8;1.6
508;159 Vervaardiging van dranken;2008 december voorlopig;8.2;6.7;1.6
509;159 Vervaardiging van dranken;2008 december nader voorlopig;18.2;8.9;9.2
510;159 Vervaardiging van dranken;2009 december voorlopig;6.6;5.3;1.3
511;1591b VV gedistilleerd en wijn;2006 december voorlopig;0.9;0.6;0.2
512;1591b VV gedistilleerd en wijn;2006 december nader voorlopig;0.8;0.6;0.2
513;1591b VV gedistilleerd en wijn;2007 december voorlopig;0.9;0.6;0.2
514;1591b VV gedistilleerd en wijn;2007 december nader voorlopig;0.8;0.6;0.2
515;1591b VV gedistilleerd en wijn;2008 december voorlopig;0.8;0.6;0.2
516;1591b VV gedistilleerd en wijn;2008 december nader voorlopig;0.8;0.6;0.2
517;1591b VV gedistilleerd en wijn;2009 december voorlopig;0.8;0.6;0.2
518;1596 Bierbrouwerijen;2006 december voorlopig;3.3;2.6;0.6
519;1596 Bierbrouwerijen;2006 december nader voorlopig;5.7;4.6;1.1
520;1596 Bierbrouwerijen;2007 december voorlopig;5.9;4.9;1.0
521;1596 Bierbrouwerijen;2007 december nader voorlopig;5.9;4.8;1.0
522;1596 Bierbrouwerijen;2008 december voorlopig;5.7;4.6;1.0
523;1596 Bierbrouwerijen;2008 december nader voorlopig;15.4;6.7;8.7
524;1596 Bierbrouwerijen;2009 december voorlopig;3.8;3.0;0.7
525;1597 Mouterijen;2006 december voorlopig;0.1;0.1;0.0
526;1597 Mouterijen;2006 december nader voorlopig;0.1;0.1;0.0
527;1597 Mouterijen;2007 december voorlopig;0.1;0.1;0.0
528;1597 Mouterijen;2007 december nader voorlopig;0.1;0.1;0.0
529;1597 Mouterijen;2008 december voorlopig;0.1;0.1;0.0
530;1597 Mouterijen;2008 december nader voorlopig;0.1;0.1;0.0
531;1597 Mouterijen;2009 december voorlopig;0.1;0.1;0.0
532;1598 VV mineraalwater en frisdranken;2006 december voorlopig;1.6;1.3;0.3
533;1598 VV mineraalwater en frisdranken;2006 december nader voorlopig;1.6;1.3;0.3
534;1598 VV mineraalwater en frisdranken;2007 december voorlopig;1.7;1.4;0.3
535;1598 VV mineraalwater en frisdranken;2007 december nader voorlopig;1.7;1.4;0.3
536;1598 VV mineraalwater en frisdranken;2008 december voorlopig;1.7;1.4;0.3
537;1598 VV mineraalwater en frisdranken;2008 december nader voorlopig;1.9;1.6;0.3
538;1598 VV mineraalwater en frisdranken;2009 december voorlopig;2.0;1.7;0.3
539;16 Verwerking van tabak;2006 december voorlopig;4.3;3.3;1.0
540;16 Verwerking van tabak;2006 december nader voorlopig;4.3;3.3;1.0
541;16 Verwerking van tabak;2007 december voorlopig;3.8;3.1;0.7
542;16 Verwerking van tabak;2007 december nader voorlopig;3.9;3.2;0.7
543;16 Verwerking van tabak;2008 december voorlopig;3.8;3.1;0.7
544;16 Verwerking van tabak;2008 december nader voorlopig;3.6;2.9;0.7
545;16 Verwerking van tabak;2009 december voorlopig;3.2;2.6;0.5
546;17 Vervaardiging van textiel;2006 december voorlopig;12.7;8.3;4.5
547;17 Vervaardiging van textiel;2006 december nader voorlopig;12.7;8.3;4.4
548;17 Vervaardiging van textiel;2007 december voorlopig;12.4;8.1;4.3
549;17 Vervaardiging van textiel;2007 december nader voorlopig;12.4;8.1;4.3
550;17 Vervaardiging van textiel;2008 december voorlopig;12.1;7.9;4.2
551;17 Vervaardiging van textiel;2008 december nader voorlopig;12.0;7.8;4.2
552;17 Vervaardiging van textiel;2009 december voorlopig;10.7;7.1;3.7
553;171 Bewerken en spinnen van ..;2006 december voorlopig;0.4;0.2;0.1
554;171 Bewerken en spinnen van ..;2006 december nader voorlopig;0.3;0.2;0.1
555;171 Bewerken en spinnen van ..;2007 december voorlopig;0.3;0.2;0.1
556;171 Bewerken en spinnen van ..;2007 december nader voorlopig;0.3;0.2;0.1
557;171 Bewerken en spinnen van ..;2008 december voorlopig;0.3;0.2;0.1
558;171 Bewerken en spinnen van ..;2008 december nader voorlopig;0.3;0.2;0.1
559;171 Bewerken en spinnen van ..;2009 december voorlopig;0.2;0.2;0.1
560;172 Weven van textiel;2006 december voorlopig;1.5;1.2;0.3
561;172 Weven van textiel;2006 december nader voorlopig;1.5;1.2;0.3
562;172 Weven van textiel;2007 december voorlopig;1.5;1.2;0.3
563;172 Weven van textiel;2007 december nader voorlopig;1.4;1.2;0.3
564;172 Weven van textiel;2008 december voorlopig;1.3;1.1;0.3
565;172 Weven van textiel;2008 december nader voorlopig;1.3;1.1;0.2
566;172 Weven van textiel;2009 december voorlopig;1.2;1.0;0.2
567;173 Textielveredeling;2006 december voorlopig;1.6;1.1;0.5
568;173 Textielveredeling;2006 december nader voorlopig;1.6;1.1;0.4
569;173 Textielveredeling;2007 december voorlopig;1.5;1.0;0.4
570;173 Textielveredeling;2007 december nader voorlopig;1.5;1.0;0.4
571;173 Textielveredeling;2008 december voorlopig;1.5;1.0;0.5
572;173 Textielveredeling;2008 december nader voorlopig;1.5;1.0;0.5
573;173 Textielveredeling;2009 december voorlopig;1.4;1.0;0.4
574;174 VV textielwaren (geen kleding);2006 december voorlopig;4.3;1.9;2.4
575;174 VV textielwaren (geen kleding);2006 december nader voorlopig;4.4;2.0;2.4
576;174 VV textielwaren (geen kleding);2007 december voorlopig;4.5;2.1;2.5
577;174 VV textielwaren (geen kleding);2007 december nader voorlopig;4.5;2.0;2.5
578;174 VV textielwaren (geen kleding);2008 december voorlopig;4.2;1.9;2.3
579;174 VV textielwaren (geen kleding);2008 december nader voorlopig;4.3;2.0;2.3
580;174 VV textielwaren (geen kleding);2009 december voorlopig;3.7;1.7;2.0
581;175 VV overige textielproducten;2006 december voorlopig;4.7;3.6;1.1
582;175 VV overige textielproducten;2006 december nader voorlopig;4.6;3.6;1.0
583;175 VV overige textielproducten;2007 december voorlopig;4.4;3.5;0.9
584;175 VV overige textielproducten;2007 december nader voorlopig;4.5;3.5;1.0
585;175 VV overige textielproducten;2008 december voorlopig;4.4;3.5;1.0
586;175 VV overige textielproducten;2008 december nader voorlopig;4.4;3.5;0.9
587;175 VV overige textielproducten;2009 december voorlopig;4.0;3.1;0.9
588;1751 VV vloerkleden en tapijt;2006 december voorlopig;2.7;2.1;0.5
589;1751 VV vloerkleden en tapijt;2006 december nader voorlopig;2.6;2.1;0.5
590;1751 VV vloerkleden en tapijt;2007 december voorlopig;2.4;2.0;0.5
591;1751 VV vloerkleden en tapijt;2007 december nader voorlopig;2.5;2.0;0.5
592;1751 VV vloerkleden en tapijt;2008 december voorlopig;2.5;2.0;0.5
593;1751 VV vloerkleden en tapijt;2008 december nader voorlopig;2.5;2.0;0.5
594;1751 VV vloerkleden en tapijt;2009 december voorlopig;2.2;1.8;0.4
595;1752 VV bindgaren, touw en netten;2006 december voorlopig;0.2;0.2;0.1
596;1752 VV bindgaren, touw en netten;2006 december nader voorlopig;0.2;0.2;0.1
597;1752 VV bindgaren, touw en netten;2007 december voorlopig;0.2;0.2;0.1
598;1752 VV bindgaren, touw en netten;2007 december nader voorlopig;0.2;0.2;0.1
599;1752 VV bindgaren, touw en netten;2008 december voorlopig;0.2;0.2;0.0
600;1752 VV bindgaren, touw en netten;2008 december nader voorlopig;0.2;0.2;0.0
601;1752 VV bindgaren, touw en netten;2009 december voorlopig;0.2;0.1;0.0
602;1753 VV vilt- en vezelvlies;2006 december voorlopig;0.9;0.8;0.2
603;1753 VV vilt- en vezelvlies;2006 december nader voorlopig;0.9;0.7;0.1
604;1753 VV vilt- en vezelvlies;2007 december voorlopig;0.9;0.8;0.1
605;1753 VV vilt- en vezelvlies;2007 december nader voorlopig;0.9;0.8;0.1
606;1753 VV vilt- en vezelvlies;2008 december voorlopig;0.8;0.7;0.1
607;1753 VV vilt- en vezelvlies;2008 december nader voorlopig;0.9;0.7;0.1
