ID;SBI93;Perioden;BanenVanWerknemersTotaal_1;MannelijkeWerknemers_2;VrouwelijkeWerknemers_3
974;2231 Reproductie van geluidsopnamen;2006 december nader voorlopig;0.6;0.4;0.2
975;2231 Reproductie van geluidsopnamen;2007 december voorlopig;0.6;0.4;0.2
976;2231 Reproductie van geluidsopnamen;2007 december nader voorlopig;0.6;0.4;0.2
977;2231 Reproductie van geluidsopnamen;2008 december voorlopig;0.3;0.2;0.1
978;2231 Reproductie van geluidsopnamen;2008 december nader voorlopig;0.3;0.2;0.1
979;2231 Reproductie van geluidsopnamen;2009 december voorlopig;0.2;0.1;0.1
980;2232 Reproductie van video-opnamen;2006 december voorlopig;0.2;0.1;0.1
981;2232 Reproductie van video-opnamen;2006 december nader voorlopig;0.2;0.1;0.1
982;2232 Reproductie van video-opnamen;2007 december voorlopig;0.2;0.1;0.1
983;2232 Reproductie van video-opnamen;2007 december nader voorlopig;0.2;0.1;0.1
984;2232 Reproductie van video-opnamen;2008 december voorlopig;0.2;0.1;0.1
985;2232 Reproductie van video-opnamen;2008 december nader voorlopig;0.2;0.1;0.1
986;2232 Reproductie van video-opnamen;2009 december voorlopig;0.2;0.2;0.1
987;2233 Reproductie van computermedia;2006 december voorlopig;0.3;0.1;0.1
988;2233 Reproductie van computermedia;2006 december nader voorlopig;0.3;0.1;0.1
989;2233 Reproductie van computermedia;2007 december voorlopig;0.3;0.2;0.2
990;2233 Reproductie van computermedia;2007 december nader voorlopig;0.3;0.1;0.2
991;2233 Reproductie van computermedia;2008 december voorlopig;0.3;0.2;0.1
992;2233 Reproductie van computermedia;2008 december nader voorlopig;0.3;0.1;0.1
993;2233 Reproductie van computermedia;2009 december voorlopig;0.3;0.1;0.1
994;23 Aardolie- en steenkoolverwerkende ..;2006 december voorlopig;6.5;5.6;0.9
995;23 Aardolie- en steenkoolverwerkende ..;2006 december nader voorlopig;6.4;5.6;0.9
996;23 Aardolie- en steenkoolverwerkende ..;2007 december voorlopig;6.6;5.7;0.9
997;23 Aardolie- en steenkoolverwerkende ..;2007 december nader voorlopig;6.5;5.6;0.9
998;23 Aardolie- en steenkoolverwerkende ..;2008 december voorlopig;7.6;6.6;1.0
999;23 Aardolie- en steenkoolverwerkende ..;2008 december nader voorlopig;7.4;6.4;1.0
1000;23 Aardolie- en steenkoolverwerkende ..;2009 december voorlopig;6.9;6.1;0.8
1001;24 Vervaardiging van chemische producten;2006 december voorlopig;62.1;46.7;15.4
1002;24 Vervaardiging van chemische producten;2006 december nader voorlopig;62.0;46.9;15.2
1003;24 Vervaardiging van chemische producten;2007 december voorlopig;61.2;46.0;15.2
1004;24 Vervaardiging van chemische producten;2007 december nader voorlopig;63.8;48.0;15.8
1005;24 Vervaardiging van chemische producten;2008 december voorlopig;62.8;47.3;15.5
1006;24 Vervaardiging van chemische producten;2008 december nader voorlopig;61.9;46.5;15.4
1007;24 Vervaardiging van chemische producten;2009 december voorlopig;60.9;45.5;15.4
1008;241 Vervaardiging van basischemicaliën;2006 december voorlopig;24.2;20.6;3.6
1009;241 Vervaardiging van basischemicaliën;2006 december nader voorlopig;24.0;20.6;3.4
1010;241 Vervaardiging van basischemicaliën;2007 december voorlopig;23.9;20.3;3.5
1011;241 Vervaardiging van basischemicaliën;2007 december nader voorlopig;25.6;21.8;3.8
1012;241 Vervaardiging van basischemicaliën;2008 december voorlopig;26.3;22.3;4.0
1013;241 Vervaardiging van basischemicaliën;2008 december nader voorlopig;26.0;22.0;4.0
1014;241 Vervaardiging van basischemicaliën;2009 december voorlopig;25.1;21.1;3.9
1015;2411 VV industriële gassen;2006 december voorlopig;3.6;3.1;0.5
1016;2411 VV industriële gassen;2006 december nader voorlopig;3.6;3.2;0.5
1017;2411 VV industriële gassen;2007 december voorlopig;3.5;3.0;0.5
1018;2411 VV industriële gassen;2007 december nader voorlopig;3.5;3.0;0.5
1019;2411 VV industriële gassen;2008 december voorlopig;4.1;3.5;0.6
1020;2411 VV industriële gassen;2008 december nader voorlopig;4.1;3.5;0.6
1021;2411 VV industriële gassen;2009 december voorlopig;3.9;3.3;0.6
1022;2412 VV kleur- en verfstoffen;2006 december voorlopig;1.4;1.2;0.2
1023;2412 VV kleur- en verfstoffen;2006 december nader voorlopig;1.4;1.2;0.2
1024;2412 VV kleur- en verfstoffen;2007 december voorlopig;1.3;1.1;0.2
1025;2412 VV kleur- en verfstoffen;2007 december nader voorlopig;1.3;1.1;0.2
1026;2412 VV kleur- en verfstoffen;2008 december voorlopig;1.3;1.1;0.2
1027;2412 VV kleur- en verfstoffen;2008 december nader voorlopig;1.3;1.1;0.2
1028;2412 VV kleur- en verfstoffen;2009 december voorlopig;1.2;1.0;0.2
1029;2414 VV petrochemische producten en ..;2006 december voorlopig;8.9;7.7;1.2
1030;2414 VV petrochemische producten en ..;2006 december nader voorlopig;8.9;7.7;1.2
1031;2414 VV petrochemische producten en ..;2007 december voorlopig;9.0;7.7;1.3
1032;2414 VV petrochemische producten en ..;2007 december nader voorlopig;9.8;8.5;1.4
1033;2414 VV petrochemische producten en ..;2008 december voorlopig;9.4;8.0;1.4
1034;2414 VV petrochemische producten en ..;2008 december nader voorlopig;9.3;8.0;1.4
1035;2414 VV petrochemische producten en ..;2009 december voorlopig;8.8;7.5;1.3
1036;24141 VV petrochemische producten;2006 december voorlopig;5.7;5.0;0.7
1037;24141 VV petrochemische producten;2006 december nader voorlopig;5.7;5.0;0.7
1038;24141 VV petrochemische producten;2007 december voorlopig;5.8;5.1;0.7
1039;24141 VV petrochemische producten;2007 december nader voorlopig;5.7;5.0;0.7
1040;24141 VV petrochemische producten;2008 december voorlopig;5.2;4.6;0.7
1041;24141 VV petrochemische producten;2008 december nader voorlopig;5.2;4.5;0.7
1042;24141 VV petrochemische producten;2009 december voorlopig;4.7;4.1;0.6
1043;24142 VV overige organische ..;2006 december voorlopig;3.2;2.7;0.6
1044;24142 VV overige organische ..;2006 december nader voorlopig;3.3;2.7;0.5
1045;24142 VV overige organische ..;2007 december voorlopig;3.2;2.7;0.5
1046;24142 VV overige organische ..;2007 december nader voorlopig;4.1;3.5;0.7
1047;24142 VV overige organische ..;2008 december voorlopig;4.1;3.4;0.7
1048;24142 VV overige organische ..;2008 december nader voorlopig;4.1;3.4;0.7
1049;24142 VV overige organische ..;2009 december voorlopig;4.1;3.4;0.7
1050;2415 VV meststoffen en daarmee ..;2006 december voorlopig;1.5;1.3;0.2
1051;2415 VV meststoffen en daarmee ..;2006 december nader voorlopig;1.5;1.3;0.2
1052;2415 VV meststoffen en daarmee ..;2007 december voorlopig;1.6;1.4;0.2
1053;2415 VV meststoffen en daarmee ..;2007 december nader voorlopig;1.6;1.4;0.2
1054;2415 VV meststoffen en daarmee ..;2008 december voorlopig;1.6;1.4;0.2
1055;2415 VV meststoffen en daarmee ..;2008 december nader voorlopig;1.5;1.3;0.2
1056;2415 VV meststoffen en daarmee ..;2009 december voorlopig;1.6;1.4;0.2
1057;2416a VV kunststof en rubber in ..;2006 december voorlopig;8.8;7.3;1.5
1058;2416a VV kunststof en rubber in ..;2006 december nader voorlopig;8.6;7.2;1.4
1059;2416a VV kunststof en rubber in ..;2007 december voorlopig;8.4;7.1;1.4
1060;2416a VV kunststof en rubber in ..;2007 december nader voorlopig;9.3;7.8;1.5
1061;2416a VV kunststof en rubber in ..;2008 december voorlopig;10.0;8.3;1.7
1062;2416a VV kunststof en rubber in ..;2008 december nader voorlopig;9.8;8.2;1.6
1063;2416a VV kunststof en rubber in ..;2009 december voorlopig;9.6;8.0;1.6
1064;242 VV landbouwchemicaliën;2006 december voorlopig;0.5;0.4;0.1
1065;242 VV landbouwchemicaliën;2006 december nader voorlopig;0.5;0.4;0.1
1066;242 VV landbouwchemicaliën;2007 december voorlopig;0.5;0.4;0.1
1067;242 VV landbouwchemicaliën;2007 december nader voorlopig;0.5;0.4;0.1
1068;242 VV landbouwchemicaliën;2008 december voorlopig;0.5;0.4;0.1
1069;242 VV landbouwchemicaliën;2008 december nader voorlopig;0.5;0.4;0.1
1070;242 VV landbouwchemicaliën;2009 december voorlopig;0.3;0.3;0.1
1071;243 VV verf, lak, vernis, inkt en ..;2006 december voorlopig;5.6;4.6;1.1
1072;243 VV verf, lak, vernis, inkt en ..;2006 december nader voorlopig;5.7;4.6;1.1
1073;243 VV verf, lak, vernis, inkt en ..;2007 december voorlopig;5.6;4.5;1.1
1074;243 VV verf, lak, vernis, inkt en ..;2007 december nader voorlopig;6.4;5.2;1.2
1075;243 VV verf, lak, vernis, inkt en ..;2008 december voorlopig;6.0;4.8;1.2
1076;243 VV verf, lak, vernis, inkt en ..;2008 december nader voorlopig;6.0;4.8;1.2
1077;243 VV verf, lak, vernis, inkt en ..;2009 december voorlopig;5.5;4.4;1.1
1078;244 VV farmaceutische producten;2006 december voorlopig;17.2;10.0;7.2
1079;244 VV farmaceutische producten;2006 december nader voorlopig;17.1;10.0;7.1
1080;244 VV farmaceutische producten;2007 december voorlopig;17.3;10.0;7.3
1081;244 VV farmaceutische producten;2007 december nader voorlopig;17.4;10.0;7.4
1082;244 VV farmaceutische producten;2008 december voorlopig;16.2;9.4;6.9
1083;244 VV farmaceutische producten;2008 december nader voorlopig;16.2;9.4;6.8
1084;244 VV farmaceutische producten;2009 december voorlopig;16.9;9.8;7.1
1085;2441 VV farmaceutische grondstoffen;2006 december voorlopig;0.4;0.3;0.1
1086;2441 VV farmaceutische grondstoffen;2006 december nader voorlopig;0.4;0.3;0.1
1087;2441 VV farmaceutische grondstoffen;2007 december voorlopig;0.5;0.3;0.1
1088;2441 VV farmaceutische grondstoffen;2007 december nader voorlopig;0.5;0.3;0.1
1089;2441 VV farmaceutische grondstoffen;2008 december voorlopig;0.3;0.2;0.1
1090;2441 VV farmaceutische grondstoffen;2008 december nader voorlopig;0.3;0.2;0.1
1091;2441 VV farmaceutische grondstoffen;2009 december voorlopig;0.3;0.2;0.1
1092;2442 VV farmaceutische producten ..;2006 december voorlopig;16.8;9.6;7.1
1093;2442 VV farmaceutische producten ..;2006 december nader voorlopig;16.7;9.7;7.0
1094;2442 VV farmaceutische producten ..;2007 december voorlopig;16.9;9.7;7.2
1095;2442 VV farmaceutische producten ..;2007 december nader voorlopig;16.9;9.6;7.3
1096;2442 VV farmaceutische producten ..;2008 december voorlopig;16.0;9.2;6.8
1097;2442 VV farmaceutische producten ..;2008 december nader voorlopig;15.9;9.2;6.8
1098;2442 VV farmaceutische producten ..;2009 december voorlopig;16.6;9.6;7.0
1099;245 VV zeep-, was-, reinigings- en ..;2006 december voorlopig;4.1;2.8;1.3
1100;245 VV zeep-, was-, reinigings- en ..;2006 december nader voorlopig;4.3;2.9;1.4
1101;245 VV zeep-, was-, reinigings- en ..;2007 december voorlopig;4.3;2.9;1.4
1102;245 VV zeep-, was-, reinigings- en ..;2007 december nader voorlopig;4.3;2.9;1.4
1103;245 VV zeep-, was-, reinigings- en ..;2008 december voorlopig;4.1;2.7;1.4
1104;245 VV zeep-, was-, reinigings- en ..;2008 december nader voorlopig;4.1;2.6;1.4
1105;245 VV zeep-, was-, reinigings- en ..;2009 december voorlopig;4.0;2.6;1.4
1106;2451 VV zeep-, was-, reinigings- en ..;2006 december voorlopig;2.7;2.1;0.6
1107;2451 VV zeep-, was-, reinigings- en ..;2006 december nader voorlopig;2.8;2.2;0.6
1108;2451 VV zeep-, was-, reinigings- en ..;2007 december voorlopig;2.8;2.2;0.6
1109;2451 VV zeep-, was-, reinigings- en ..;2007 december nader voorlopig;2.8;2.2;0.6
1110;2451 VV zeep-, was-, reinigings- en ..;2008 december voorlopig;2.7;2.0;0.6
1111;2451 VV zeep-, was-, reinigings- en ..;2008 december nader voorlopig;2.6;2.0;0.6
1112;2451 VV zeep-, was-, reinigings- en ..;2009 december voorlopig;2.6;2.0;0.6
1113;2452 VV parfums en cosmetica;2006 december voorlopig;1.4;0.6;0.8
1114;2452 VV parfums en cosmetica;2006 december nader voorlopig;1.5;0.7;0.8
1115;2452 VV parfums en cosmetica;2007 december voorlopig;1.5;0.7;0.9
1116;2452 VV parfums en cosmetica;2007 december nader voorlopig;1.5;0.7;0.8
1117;2452 VV parfums en cosmetica;2008 december voorlopig;1.4;0.6;0.8
1118;2452 VV parfums en cosmetica;2008 december nader voorlopig;1.4;0.6;0.8
1119;2452 VV parfums en cosmetica;2009 december voorlopig;1.4;0.6;0.8
1120;246 VV overige chemische producten;2006 december voorlopig;7.6;5.9;1.7
1121;246 VV overige chemische producten;2006 december nader voorlopig;7.6;5.9;1.7
1122;246 VV overige chemische producten;2007 december voorlopig;7.0;5.5;1.5
1123;246 VV overige chemische producten;2007 december nader voorlopig;7.0;5.5;1.5
1124;246 VV overige chemische producten;2008 december voorlopig;7.3;5.7;1.6
1125;246 VV overige chemische producten;2008 december nader voorlopig;7.2;5.6;1.6
1126;246 VV overige chemische producten;2009 december voorlopig;7.1;5.5;1.6
1127;247 VV synthetische en kunstmatige ..;2006 december voorlopig;2.8;2.5;0.3
1128;247 VV synthetische en kunstmatige ..;2006 december nader voorlopig;2.9;2.5;0.3
1129;247 VV synthetische en kunstmatige ..;2007 december voorlopig;2.7;2.4;0.4
1130;247 VV synthetische en kunstmatige ..;2007 december nader voorlopig;2.7;2.4;0.4
1131;247 VV synthetische en kunstmatige ..;2008 december voorlopig;2.4;2.1;0.3
1132;247 VV synthetische en kunstmatige ..;2008 december nader voorlopig;1.9;1.6;0.3
1133;247 VV synthetische en kunstmatige ..;2009 december voorlopig;2.0;1.7;0.3
1134;25 VV producten van rubber en kunststof;2006 december voorlopig;32.1;26.1;6.1
1135;25 VV producten van rubber en kunststof;2006 december nader voorlopig;31.7;25.9;5.8
1136;25 VV producten van rubber en kunststof;2007 december voorlopig;32.1;26.1;6.0
1137;25 VV producten van rubber en kunststof;2007 december nader voorlopig;32.2;26.1;6.1
1138;25 VV producten van rubber en kunststof;2008 december voorlopig;32.6;26.3;6.2
1139;25 VV producten van rubber en kunststof;2008 december nader voorlopig;32.4;26.2;6.1
1140;25 VV producten van rubber en kunststof;2009 december voorlopig;29.6;24.2;5.4
1141;251 Rubberverwerkende industrie;2006 december voorlopig;3.2;2.8;0.4
1142;251 Rubberverwerkende industrie;2006 december nader voorlopig;3.2;2.8;0.4
1143;251 Rubberverwerkende industrie;2007 december voorlopig;3.2;2.8;0.4
1144;251 Rubberverwerkende industrie;2007 december nader voorlopig;3.2;2.8;0.4
1145;251 Rubberverwerkende industrie;2008 december voorlopig;3.5;3.1;0.4
1146;251 Rubberverwerkende industrie;2008 december nader voorlopig;3.5;3.0;0.4
1147;251 Rubberverwerkende industrie;2009 december voorlopig;3.2;2.8;0.4
1148;252 VV producten van kunststof;2006 december voorlopig;28.9;23.3;5.6
1149;252 VV producten van kunststof;2006 december nader voorlopig;28.5;23.1;5.4
1150;252 VV producten van kunststof;2007 december voorlopig;28.9;23.3;5.6
1151;252 VV producten van kunststof;2007 december nader voorlopig;28.9;23.3;5.6
1152;252 VV producten van kunststof;2008 december voorlopig;29.1;23.3;5.8
1153;252 VV producten van kunststof;2008 december nader voorlopig;28.9;23.2;5.7
1154;252 VV producten van kunststof;2009 december voorlopig;26.5;21.4;5.1
1155;2521 VV platen, folie, buizen en ..;2006 december voorlopig;8.4;7.3;1.1
1156;2521 VV platen, folie, buizen en ..;2006 december nader voorlopig;8.2;7.2;1.1
1157;2521 VV platen, folie, buizen en ..;2007 december voorlopig;8.3;7.2;1.1
1158;2521 VV platen, folie, buizen en ..;2007 december nader voorlopig;8.4;7.3;1.1
1159;2521 VV platen, folie, buizen en ..;2008 december voorlopig;9.2;7.8;1.4
1160;2521 VV platen, folie, buizen en ..;2008 december nader voorlopig;9.1;7.8;1.3
1161;2521 VV platen, folie, buizen en ..;2009 december voorlopig;8.2;7.1;1.2
1162;2522 VV verpakkingsmiddelen van ..;2006 december voorlopig;6.2;5.0;1.2
1163;2522 VV verpakkingsmiddelen van ..;2006 december nader voorlopig;6.2;5.0;1.2
1164;2522 VV verpakkingsmiddelen van ..;2007 december voorlopig;6.3;5.1;1.2
1165;2522 VV verpakkingsmiddelen van ..;2007 december nader voorlopig;6.3;5.1;1.2
1166;2522 VV verpakkingsmiddelen van ..;2008 december voorlopig;5.8;4.7;1.1
1167;2522 VV verpakkingsmiddelen van ..;2008 december nader voorlopig;5.9;4.8;1.1
1168;2522 VV verpakkingsmiddelen van ..;2009 december voorlopig;5.3;4.3;1.0
1169;2523 VV kunststofproducten voor de bouw;2006 december voorlopig;5.1;4.1;1.0
1170;2523 VV kunststofproducten voor de bouw;2006 december nader voorlopig;5.0;4.0;0.9
1171;2523 VV kunststofproducten voor de bouw;2007 december voorlopig;5.0;4.0;1.0
1172;2523 VV kunststofproducten voor de bouw;2007 december nader voorlopig;5.0;4.0;1.0
1173;2523 VV kunststofproducten voor de bouw;2008 december voorlopig;5.3;4.3;1.0
1174;2523 VV kunststofproducten voor de bouw;2008 december nader voorlopig;5.2;4.2;1.0
1175;2523 VV kunststofproducten voor de bouw;2009 december voorlopig;4.8;3.9;0.9
1176;2524 VV overige producten van kunststof;2006 december voorlopig;9.2;6.9;2.3
1177;2524 VV overige producten van kunststof;2006 december nader voorlopig;9.1;6.9;2.3
1178;2524 VV overige producten van kunststof;2007 december voorlopig;9.3;7.0;2.3
1179;2524 VV overige producten van kunststof;2007 december nader voorlopig;9.3;6.9;2.3
1180;2524 VV overige producten van kunststof;2008 december voorlopig;8.8;6.5;2.3
1181;2524 VV overige producten van kunststof;2008 december nader voorlopig;8.7;6.4;2.3
1182;2524 VV overige producten van kunststof;2009 december voorlopig;8.1;6.1;2.0
1183;26 VV glas, aardewerk, cement-, kalk- ..;2006 december voorlopig;27.9;24.7;3.2
1184;26 VV glas, aardewerk, cement-, kalk- ..;2006 december nader voorlopig;28.0;25.0;3.1
1185;26 VV glas, aardewerk, cement-, kalk- ..;2007 december voorlopig;28.1;24.9;3.2
1186;26 VV glas, aardewerk, cement-, kalk- ..;2007 december nader voorlopig;28.0;24.8;3.2
1187;26 VV glas, aardewerk, cement-, kalk- ..;2008 december voorlopig;27.4;24.2;3.1
1188;26 VV glas, aardewerk, cement-, kalk- ..;2008 december nader voorlopig;27.1;24.0;3.1
1189;26 VV glas, aardewerk, cement-, kalk- ..;2009 december voorlopig;25.5;22.6;2.9
1190;261 Vervaardiging van glas en glaswerk;2006 december voorlopig;5.8;5.1;0.7
1191;261 Vervaardiging van glas en glaswerk;2006 december nader voorlopig;5.8;5.1;0.7
1192;261 Vervaardiging van glas en glaswerk;2007 december voorlopig;5.5;4.8;0.7
1193;261 Vervaardiging van glas en glaswerk;2007 december nader voorlopig;5.5;4.8;0.7
1194;261 Vervaardiging van glas en glaswerk;2008 december voorlopig;5.2;4.6;0.6
1195;261 Vervaardiging van glas en glaswerk;2008 december nader voorlopig;5.1;4.5;0.6
1196;261 Vervaardiging van glas en glaswerk;2009 december voorlopig;5.1;4.5;0.6
1197;2610b VV glas, aardewerk, cement- ..;2006 december voorlopig;2.0;1.6;0.4
1198;2610b VV glas, aardewerk, cement- ..;2006 december nader voorlopig;2.0;1.6;0.4
1199;2610b VV glas, aardewerk, cement- ..;2007 december voorlopig;1.9;1.5;0.4
1200;2610b VV glas, aardewerk, cement- ..;2007 december nader voorlopig;1.9;1.5;0.4
1201;2610b VV glas, aardewerk, cement- ..;2008 december voorlopig;1.9;1.5;0.4
1202;2610b VV glas, aardewerk, cement- ..;2008 december nader voorlopig;1.8;1.4;0.4
1203;2610b VV glas, aardewerk, cement- ..;2009 december voorlopig;1.4;1.1;0.3
1204;264 VV producten voor de bouw uit ..;2006 december voorlopig;2.3;2.1;0.2
1205;264 VV producten voor de bouw uit ..;2006 december nader voorlopig;2.3;2.1;0.2
1206;264 VV producten voor de bouw uit ..;2007 december voorlopig;2.4;2.2;0.2
1207;264 VV producten voor de bouw uit ..;2007 december nader voorlopig;2.4;2.2;0.2
1208;264 VV producten voor de bouw uit ..;2008 december voorlopig;2.3;2.1;0.2
1209;264 VV producten voor de bouw uit ..;2008 december nader voorlopig;2.3;2.1;0.2
1210;264 VV producten voor de bouw uit ..;2009 december voorlopig;2.1;2.0;0.2
1211;2650a Cement, kalk en gipsindustrie;2006 december voorlopig;13.3;12.1;1.2
1212;2650a Cement, kalk en gipsindustrie;2006 december nader voorlopig;13.3;12.1;1.1
1213;2650a Cement, kalk en gipsindustrie;2007 december voorlopig;13.4;12.2;1.2
1214;2650a Cement, kalk en gipsindustrie;2007 december nader voorlopig;13.4;12.2;1.2
1215;2650a Cement, kalk en gipsindustrie;2008 december voorlopig;13.3;12.1;1.2
1216;2650a Cement, kalk en gipsindustrie;2008 december nader voorlopig;13.3;12.1;1.2
1217;2650a Cement, kalk en gipsindustrie;2009 december voorlopig;12.8;11.6;1.2
1218;267 Natuursteenbewerking;2006 december voorlopig;2.0;1.7;0.3
1219;267 Natuursteenbewerking;2006 december nader voorlopig;2.1;1.8;0.3
1220;267 Natuursteenbewerking;2007 december voorlopig;2.2;1.9;0.4
1221;267 Natuursteenbewerking;2007 december nader voorlopig;2.2;1.8;0.4
1222;267 Natuursteenbewerking;2008 december voorlopig;1.9;1.6;0.3
1223;267 Natuursteenbewerking;2008 december nader voorlopig;1.9;1.6;0.3
1224;267 Natuursteenbewerking;2009 december voorlopig;1.7;1.4;0.3
1225;268 VV overige niet-metaalhoudende ..;2006 december voorlopig;2.6;2.2;0.3
1226;268 VV overige niet-metaalhoudende ..;2006 december nader voorlopig;2.6;2.3;0.4
1227;268 VV overige niet-metaalhoudende ..;2007 december voorlopig;2.7;2.3;0.4
1228;268 VV overige niet-metaalhoudende ..;2007 december nader voorlopig;2.7;2.3;0.4
1229;268 VV overige niet-metaalhoudende ..;2008 december voorlopig;2.7;2.3;0.4
1230;268 VV overige niet-metaalhoudende ..;2008 december nader voorlopig;2.6;2.3;0.3
1231;268 VV overige niet-metaalhoudende ..;2009 december voorlopig;2.4;2.1;0.3
1232;2681 VV schuur-, slijp- en ..;2006 december voorlopig;0.5;0.4;0.1
1233;2681 VV schuur-, slijp- en ..;2006 december nader voorlopig;0.5;0.4;0.1
1234;2681 VV schuur-, slijp- en ..;2007 december voorlopig;0.5;0.4;0.1
1235;2681 VV schuur-, slijp- en ..;2007 december nader voorlopig;0.5;0.4;0.1
1236;2681 VV schuur-, slijp- en ..;2008 december voorlopig;0.4;0.3;0.1
1237;2681 VV schuur-, slijp- en ..;2008 december nader voorlopig;0.4;0.3;0.1
1238;2681 VV schuur-, slijp- en ..;2009 december voorlopig;0.4;0.3;0.1
1239;2682 VV overige niet-metaalhoudende ..;2006 december voorlopig;2.1;1.8;0.2
1240;2682 VV overige niet-metaalhoudende ..;2006 december nader voorlopig;2.1;1.9;0.2
1241;2682 VV overige niet-metaalhoudende ..;2007 december voorlopig;2.2;2.0;0.3
1242;2682 VV overige niet-metaalhoudende ..;2007 december nader voorlopig;2.2;2.0;0.3
1243;2682 VV overige niet-metaalhoudende ..;2008 december voorlopig;2.3;2.0;0.3
1244;2682 VV overige niet-metaalhoudende ..;2008 december nader voorlopig;2.2;1.9;0.3
1245;2682 VV overige niet-metaalhoudende ..;2009 december voorlopig;2.0;1.8;0.2
1246;27 Basismetaalindustrie;2006 december voorlopig;21.4;19.6;1.8
1247;27 Basismetaalindustrie;2006 december nader voorlopig;21.1;19.5;1.6
1248;27 Basismetaalindustrie;2007 december voorlopig;21.2;19.6;1.6
1249;27 Basismetaalindustrie;2007 december nader voorlopig;21.2;19.5;1.7
1250;27 Basismetaalindustrie;2008 december voorlopig;22.6;20.7;1.9
1251;27 Basismetaalindustrie;2008 december nader voorlopig;22.6;20.7;1.9
1252;27 Basismetaalindustrie;2009 december voorlopig;20.7;18.9;1.7
1253;2700b Metaal(producten), machine- en ..;2006 december voorlopig;12.7;11.8;0.9
1254;2700b Metaal(producten), machine- en ..;2006 december nader voorlopig;12.6;11.7;0.9
1255;2700b Metaal(producten), machine- en ..;2007 december voorlopig;12.9;11.9;1.0
1256;2700b Metaal(producten), machine- en ..;2007 december nader voorlopig;12.9;11.9;1.0
1257;2700b Metaal(producten), machine- en ..;2008 december voorlopig;13.2;12.1;1.0
1258;2700b Metaal(producten), machine- en ..;2008 december nader voorlopig;13.1;12.1;1.0
1259;2700b Metaal(producten), machine- en ..;2009 december voorlopig;12.5;11.5;1.0
1260;274 Vervaardiging van non-ferrometalen;2006 december voorlopig;5.0;4.5;0.5
1261;274 Vervaardiging van non-ferrometalen;2006 december nader voorlopig;4.8;4.4;0.4
1262;274 Vervaardiging van non-ferrometalen;2007 december voorlopig;4.6;4.2;0.4
1263;274 Vervaardiging van non-ferrometalen;2007 december nader voorlopig;4.6;4.2;0.4
1264;274 Vervaardiging van non-ferrometalen;2008 december voorlopig;5.7;5.1;0.5
1265;274 Vervaardiging van non-ferrometalen;2008 december nader voorlopig;5.7;5.1;0.5
1266;274 Vervaardiging van non-ferrometalen;2009 december voorlopig;5.2;4.7;0.5
1267;275 Gieten van metalen;2006 december voorlopig;3.6;3.3;0.3
1268;275 Gieten van metalen;2006 december nader voorlopig;3.7;3.4;0.3
1269;275 Gieten van metalen;2007 december voorlopig;3.7;3.4;0.3
1270;275 Gieten van metalen;2007 december nader voorlopig;3.7;3.4;0.3
1271;275 Gieten van metalen;2008 december voorlopig;3.8;3.5;0.3
1272;275 Gieten van metalen;2008 december nader voorlopig;3.8;3.5;0.3
1273;275 Gieten van metalen;2009 december voorlopig;3.0;2.7;0.2
1274;28 VV producten van metaal (geen ..;2006 december voorlopig;94.0;83.1;10.9
1275;28 VV producten van metaal (geen ..;2006 december nader voorlopig;93.8;83.5;10.3
1276;28 VV producten van metaal (geen ..;2007 december voorlopig;96.4;85.7;10.7
1277;28 VV producten van metaal (geen ..;2007 december nader voorlopig;96.1;85.3;10.9
1278;28 VV producten van metaal (geen ..;2008 december voorlopig;95.6;84.6;10.9
1279;28 VV producten van metaal (geen ..;2008 december nader voorlopig;93.2;82.5;10.8
1280;28 VV producten van metaal (geen ..;2009 december voorlopig;83.3;73.8;9.4
1281;281 VV metalen constructiewerken, ..;2006 december voorlopig;38.0;34.3;3.8
1282;281 VV metalen constructiewerken, ..;2006 december nader voorlopig;37.5;34.0;3.5
1283;281 VV metalen constructiewerken, ..;2007 december voorlopig;38.1;34.5;3.6
1284;281 VV metalen constructiewerken, ..;2007 december nader voorlopig;38.2;34.6;3.6
1285;281 VV metalen constructiewerken, ..;2008 december voorlopig;37.4;33.8;3.6
1286;281 VV metalen constructiewerken, ..;2008 december nader voorlopig;37.6;34.0;3.6
1287;281 VV metalen constructiewerken, ..;2009 december voorlopig;35.3;31.9;3.4
1288;2811 VV metalen constructiewerken;2006 december voorlopig;33.4;30.2;3.2
1289;2811 VV metalen constructiewerken;2006 december nader voorlopig;32.8;29.9;2.9
1290;2811 VV metalen constructiewerken;2007 december voorlopig;33.2;30.2;3.0
1291;2811 VV metalen constructiewerken;2007 december nader voorlopig;33.3;30.3;3.0
1292;2811 VV metalen constructiewerken;2008 december voorlopig;32.8;29.8;3.0
1293;2811 VV metalen constructiewerken;2008 december nader voorlopig;33.1;30.0;3.0
1294;2811 VV metalen constructiewerken;2009 december voorlopig;30.9;28.1;2.9
1295;2812 VV metalen ramen, deuren en ..;2006 december voorlopig;4.7;4.1;0.6
1296;2812 VV metalen ramen, deuren en ..;2006 december nader voorlopig;4.6;4.1;0.6
1297;2812 VV metalen ramen, deuren en ..;2007 december voorlopig;4.9;4.3;0.6
1298;2812 VV metalen ramen, deuren en ..;2007 december nader voorlopig;4.9;4.3;0.6
1299;2812 VV metalen ramen, deuren en ..;2008 december voorlopig;4.6;4.0;0.6
1300;2812 VV metalen ramen, deuren en ..;2008 december nader voorlopig;4.6;4.0;0.6
