ID;PolitieregioS;Cijfersoort;Perioden;DelictenTotaal_1;Geweldsdelicten_2;Vermogensdelicten_3;Vandalismedelicten_4;DelictenTotaal_5;Geweldsdelicten_6;Vermogensdelicten_7;Vandalismedelicten_8;OpEenPolitiebureau_9;Telefonisch_10;ViaInternet_11;TerPlekkePlaatse_12;Anders_13;TevredenheidOverPolitieBijAangifte_14;PreventieAdviesBijAangifte_15;InformatieOverVerloopVanDeZaak_16;HelptTochNiet_17;HetWasNietBelangrijk_18;HetIsOpgelost_19;DitIsGeenZaakVoorPolitie_20;DanVolgenRepresailles_21;AndereRedenInclusiefOnbekend_22;ZouWeerAangifteDoen_23;ContactenTotaal_24;HandhavingTotaal_25;Bekeuring_26;Waarschuwing_27;Controle_28;AangifteMeldingTotaal_29;AangifteMeldingMisdrijf_30;MeldingVerdachteSituatie_31;GetuigeVanMisdrijf_32;AndereContactenTotaal_33;Hulpvraag_34;Vergunningaanvraag_35;InformatieEnAdvies_36;OpenDag_37;OverigeContacten_38;Ontevreden_39;Tevreden_40;Handhaving_41;AangifteMelding_42;AndereContacten_43;TevredenheidOverPolitieTotaal_44;JeZietDePolitieInDeBuurtTeWeinig_45;ZeKomenTeWeinigUitDeAuto_46;ZeZijnHierTeWeinigAanspreekbaar_47;ZeHebbenHierTeWeinigTijd_48;ZeKomenNietSnelAlsJeZeRoept_49;BeschikbaarheidSchaalscore_50;ZichtbaarheidInStraat_51;Vaker_52;NietVakerNietMinderVaak_53;MinderVaak_54;MaaktNietUit_55;DePolitieBiedtBescherming_56;DePolitieHeeftContactMetDeBewoners_57;DePolitieReageertOpBuurtproblemen_58;DePolitieDoetHaarBest_59;DePolitiePaktDeZakenEfficientAan_60;FunctionerenPolitieSchaalscore_61;ZeBekeurenHierTeWeinig_62;ZeTredenNietHardGenoegOp_63;ZeGrijpenNietIn_64;OptredenPolitieSchaalscore_65
53;Noord- en Oost-Gelderland;Marge;2006;7.6;20.9;12.4;10.4;6.5;20.2;11.7;7.3;9.6;10.2;6.9;2.1;4.1;12.5;9.9;12.6;7.7;8.2;5.1;5.4;2.5;5.7;6.5;3.0;4.1;3.5;1.3;1.8;6.6;6.2;3.9;2.0;6.7;3.5;2.0;3.1;1.8;6.1;5.6;6.6;;10.3;9.4;3.4;3.3;3.1;3.1;3.0;2.6;0.2;3.1;3.0;3.2;1.4;3.1;3.3;2.6;3.3;3.3;3.1;0.2;2.8;2.9;2.6;0.2
54;Noord- en Oost-Gelderland;Marge;2007;9.1;24.3;13.7;12.3;7.0;9.4;13.1;9.5;10.4;10.8;8.9;2.4;2.4;13.8;8.9;13.4;8.5;8.6;6.1;6.6;;6.6;7.1;3.2;4.9;3.9;1.7;2.8;6.9;6.6;4.6;2.7;6.5;3.4;1.4;2.3;;5.9;5.8;6.7;;9.5;10.9;3.6;3.4;3.3;3.4;3.3;2.6;0.2;3.3;3.2;3.4;1.3;3.3;3.5;2.8;3.5;3.6;3.3;0.2;3.0;3.0;2.9;0.2
55;Noord- en Oost-Gelderland;Marge;2008;7.0;14.4;12.6;10.0;5.7;7.1;11.8;7.9;8.8;10.9;9.0;2.4;3.4;13.6;7.9;13.5;8.3;7.3;5.7;5.2;2.9;5.5;6.7;3.1;4.4;2.5;3.1;2.3;6.8;6.1;4.7;2.1;6.8;3.4;1.6;2.9;0.9;6.3;5.6;6.6;;10.1;9.1;3.5;3.4;3.2;3.2;3.1;2.7;0.2;3.1;3.1;3.4;1.3;3.1;3.4;2.7;3.5;3.5;3.2;0.2;2.9;3.0;2.7;0.2
56;Gelderland-Midden;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Gelderland-Midden;Waarde;2006;36.7;30.1;48.2;25.4;26.9;20.3;35.9;22.0;43.8;38.0;11.4;3.2;3.7;31.0;12.5;31.5;32.4;33.9;11.3;6.5;1.8;14.1;50.3;28.0;17.8;7.7;4.5;5.6;45.8;35.0;10.0;0.8;36.4;6.9;0.8;5.4;0.9;22.3;33.9;52.8;;36.8;70.4;41.0;40.2;35.3;33.2;29.6;19.5;5.0;67.2;28.6;33.9;3.8;33.3;39.5;21.6;43.3;49.7;31.6;5.9;21.9;24.0;17.6;5.9
58;Gelderland-Midden;Waarde;2007;39.5;25.8;39.2;36.8;23.0;9.9;32.1;20.5;45.6;32.1;12.6;3.5;6.2;36.2;6.8;28.6;40.8;24.5;7.4;15.0;0.7;11.6;50.5;28.8;10.6;4.9;1.9;3.7;47.3;29.7;14.2;3.4;42.1;9.8;1.3;5.1;0.4;25.6;31.3;52.7;;44.5;62.2;41.5;39.3;32.7;30.9;27.9;19.1;5.1;68.2;28.8;34.4;4.2;32.4;35.7;17.4;45.3;46.9;28.2;5.9;21.1;21.1;18.3;5.9
59;Gelderland-Midden;Waarde;2008;28.4;27.4;48.0;12.8;21.5;19.5;41.7;5.8;35.4;39.9;20.9;1.6;2.3;35.7;16.3;25.7;42.1;26.3;7.7;14.3;1.1;8.5;43.0;23.3;8.0;2.7;2.0;3.4;53.0;38.4;10.5;4.1;39.0;10.2;1.5;5.2;0.0;22.0;23.9;54.9;;45.3;68.9;44.5;40.3;33.7;32.2;30.3;18.0;5.1;73.2;30.8;34.4;6.3;28.5;39.8;21.8;46.7;50.1;30.7;6.0;23.9;26.4;20.4;5.8
60;Gelderland-Midden;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Gelderland-Midden;Marge;2006;8.3;20.1;13.4;9.8;7.4;19.4;12.6;9.5;10.6;10.4;6.9;3.9;3.9;11.9;8.1;11.7;8.2;8.2;5.7;4.2;2.1;5.7;6.7;3.0;5.1;3.5;2.9;2.9;6.9;6.6;4.1;1.4;6.7;3.5;1.4;3.0;1.4;5.9;6.5;6.9;;10.0;10.3;3.4;3.3;3.2;3.2;3.1;2.6;0.2;3.1;3.1;3.3;1.3;3.2;3.3;2.8;3.4;3.4;3.2;0.2;2.8;2.9;2.5;0.2
62;Gelderland-Midden;Marge;2007;8.3;15.8;11.7;12.0;5.9;7.8;10.3;9.2;9.8;9.2;6.9;3.9;4.7;11.5;6.2;10.8;8.2;7.1;4.5;6.1;1.4;5.2;6.3;3.2;4.3;2.9;1.9;2.8;6.8;6.2;4.8;2.3;6.7;3.9;1.6;2.9;0.9;6.0;6.3;6.8;;10.0;10.3;3.5;3.4;3.3;3.3;3.2;2.8;0.2;3.2;3.2;3.4;1.4;3.3;3.4;2.7;3.5;3.5;3.2;0.2;2.9;2.9;2.7;0.2
63;Gelderland-Midden;Marge;2008;6.6;16.5;12.1;6.7;5.9;14.5;11.6;4.4;11.1;11.4;10.0;2.8;3.9;12.3;9.7;11.4;7.7;6.9;4.3;5.4;1.8;4.5;6.4;3.0;4.1;2.5;1.9;2.7;7.4;7.2;4.6;2.9;7.3;4.6;1.9;3.3;;6.1;6.5;7.5;;10.3;11.3;3.5;3.4;3.3;3.3;3.2;2.7;0.2;3.1;3.2;3.3;1.7;3.2;3.4;2.9;3.5;3.5;3.2;0.2;3.0;3.1;2.9;0.2
64;Gelderland-Zuid;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Gelderland-Zuid;Waarde;2006;39.7;34.8;46.2;28.8;29.0;17.8;36.6;22.8;46.0;37.8;12.7;1.5;2.0;43.4;10.2;42.2;41.2;25.8;8.4;12.3;0.9;11.4;50.8;26.9;14.1;8.1;0.9;5.1;45.2;35.9;6.5;2.9;40.6;5.6;1.3;8.7;0.6;24.4;29.7;55.1;;45.1;66.2;41.7;41.0;34.6;36.1;32.0;20.4;4.9;69.5;31.7;31.8;3.8;32.6;39.5;16.0;41.7;47.6;26.7;5.8;22.3;25.5;20.3;5.8
66;Gelderland-Zuid;Waarde;2007;36.4;36.0;44.0;25.4;23.5;14.9;36.5;13.5;35.9;51.4;11.1;0.0;1.6;44.3;17.1;34.6;36.7;25.8;9.6;10.7;3.4;13.9;46.2;31.0;12.6;8.2;0.6;3.7;53.6;35.4;12.7;5.6;33.8;5.6;0.0;5.3;0.4;22.5;30.5;54.5;;46.3;63.2;44.4;39.3;31.9;33.1;33.1;21.5;5.0;71.0;28.6;36.0;5.4;29.6;38.2;14.9;45.3;48.7;29.0;5.7;19.4;24.9;20.4;6.0
67;Gelderland-Zuid;Waarde;2008;32.8;33.3;40.3;23.1;21.5;19.1;29.8;12.4;27.5;44.5;22.0;1.0;5.0;40.8;11.5;29.0;31.6;27.7;13.6;13.7;0.0;13.5;46.5;23.6;12.1;6.9;1.3;4.0;46.1;28.9;14.0;3.1;41.8;7.6;1.8;10.4;0.6;21.4;26.2;60.3;;52.2;68.9;46.8;39.4;32.4;34.5;28.3;16.5;5.0;66.7;34.3;32.9;4.8;27.9;38.7;16.9;46.6;49.0;26.3;5.8;22.0;26.3;18.6;5.9
68;Gelderland-Zuid;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;Gelderland-Zuid;Marge;2006;7.7;18.1;11.0;9.9;6.6;14.0;10.2;8.7;9.2;8.9;6.0;2.4;2.4;10.6;6.4;10.6;7.6;6.7;4.2;5.2;1.7;4.9;5.9;3.0;4.6;3.7;1.3;2.8;6.6;6.3;3.4;2.3;6.5;3.1;1.3;3.6;1.3;5.8;6.0;6.6;;10.0;9.9;3.3;3.3;3.2;3.3;3.2;2.8;0.2;3.1;3.1;3.2;1.3;3.2;3.3;2.5;3.4;3.4;3.0;0.2;2.8;3.0;2.8;0.2
70;Gelderland-Zuid;Marge;2007;6.3;15.4;10.1;9.8;5.1;11.5;9.4;6.9;8.6;8.9;5.5;;2.3;10.6;8.2;10.3;6.9;6.3;4.3;4.7;2.4;5.1;5.6;3.3;4.4;3.6;1.2;2.6;6.6;6.3;4.3;2.7;6.2;3.1;;3.0;0.9;5.5;6.1;6.6;;9.1;10.9;3.6;3.5;3.3;3.4;3.4;2.9;0.2;3.2;3.2;3.4;1.6;3.3;3.5;2.5;3.6;3.6;3.3;0.2;2.8;3.1;2.9;0.2
71;Gelderland-Zuid;Marge;2008;7.0;17.6;10.9;10.6;5.6;15.2;9.5;7.0;9.3;10.3;8.8;2.2;4.8;12.0;7.8;11.0;7.6;7.2;5.6;5.9;;5.5;6.3;2.9;4.8;3.7;1.9;2.8;7.3;6.7;5.3;2.4;7.2;3.7;1.9;4.4;1.1;6.1;6.5;7.3;;10.8;10.8;3.4;3.4;3.2;3.3;3.1;2.6;0.2;3.2;3.3;3.2;1.5;3.1;3.4;2.6;3.4;3.4;3.0;0.2;2.9;3.1;2.7;0.2
72;Utrecht;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;Utrecht;Waarde;2006;35.6;38.2;42.2;25.2;25.4;10.2;34.9;21.0;52.4;30.7;11.7;3.3;1.9;23.8;11.0;13.5;39.9;20.0;6.9;16.3;3.5;13.5;46.7;28.7;11.7;5.8;3.7;2.2;55.5;40.1;11.0;4.4;32.8;6.1;0.0;3.5;0.7;22.4;29.3;52.5;;42.5;72.9;38.4;42.2;37.6;36.7;35.4;24.4;4.7;63.3;37.2;32.0;3.7;26.7;38.3;19.2;46.8;45.1;24.7;5.7;20.8;25.4;23.5;5.8
74;Utrecht;Waarde;2007;33.4;29.6;43.9;16.2;25.4;15.2;39.8;11.8;47.9;34.4;16.9;0.8;0.0;32.8;17.4;21.2;39.6;25.0;5.9;14.2;1.6;13.7;41.3;28.1;14.0;8.1;2.9;3.0;58.3;42.3;14.6;1.4;27.7;8.9;1.4;2.7;0.8;14.0;28.8;52.1;;45.5;63.8;38.0;41.8;34.7;37.2;27.9;17.1;5.0;62.2;34.1;33.7;4.6;27.4;34.5;19.2;44.4;49.2;23.8;5.8;21.1;23.6;17.7;6.0
75;Utrecht;Waarde;2008;30.8;30.6;45.7;17.3;21.0;6.6;36.9;14.6;36.4;27.7;25.7;5.1;5.1;29.2;7.9;22.1;36.5;23.4;8.5;13.4;1.4;16.9;44.6;28.9;9.0;5.0;1.3;2.7;53.5;29.6;18.8;5.1;37.5;5.1;0.5;7.4;0.8;23.8;25.7;56.4;;47.1;70.5;44.7;40.5;34.2;35.5;29.0;19.4;5.0;64.4;33.8;35.2;5.4;25.3;39.2;21.5;46.5;49.8;31.4;5.9;21.8;26.6;22.6;5.8
76;Utrecht;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;Utrecht;Marge;2006;6.2;14.2;9.1;9.5;5.3;8.1;8.7;9.0;8.7;8.2;5.9;3.0;2.7;8.9;6.8;7.5;6.6;5.5;3.2;4.8;2.5;4.6;5.3;3.0;3.9;2.8;2.3;1.8;6.3;6.2;4.3;2.4;6.0;3.1;;2.4;1.2;5.3;5.8;6.4;;8.5;10.0;3.3;3.3;3.2;3.2;3.2;2.8;0.2;3.2;3.2;3.1;1.2;3.0;3.2;2.7;3.3;3.3;2.9;0.2;2.7;2.9;2.8;0.2
78;Utrecht;Marge;2007;7.3;15.9;12.1;8.0;6.8;13.4;11.9;7.1;10.4;9.9;7.7;2.2;;11.3;8.9;10.5;7.2;6.6;3.6;5.1;1.9;5.0;6.0;3.2;4.8;3.7;2.5;2.5;6.8;6.7;4.9;1.6;6.1;3.8;1.6;2.5;1.0;4.8;6.2;6.9;;9.0;12.8;3.5;3.5;3.4;3.5;3.3;2.7;0.2;3.4;3.4;3.4;1.4;3.2;3.4;2.8;3.6;3.6;3.1;0.2;3.0;3.1;2.8;0.2
79;Utrecht;Marge;2008;5.9;13.8;9.9;7.9;4.9;6.6;9.4;7.4;9.6;9.4;8.9;4.1;4.6;11.0;6.3;9.8;6.9;6.2;4.1;4.9;1.8;5.3;5.8;3.2;3.8;3.0;1.6;2.0;6.7;6.1;5.3;3.0;6.5;3.0;0.9;3.5;1.3;5.7;5.9;6.7;;9.3;10.0;3.5;3.4;3.3;3.4;3.2;2.8;0.2;3.3;3.3;3.3;1.5;3.1;3.4;2.9;3.5;3.5;3.2;0.2;2.9;3.1;2.9;0.2
80;Noord-Holland-Noord;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;Noord-Holland-Noord;Waarde;2006;38.2;24.0;52.8;27.9;23.9;12.5;34.7;17.2;50.0;36.4;12.7;0.0;0.9;30.9;10.6;15.2;35.4;29.2;7.4;13.8;2.5;11.7;49.0;30.7;11.0;7.0;1.4;2.6;46.4;35.6;7.4;3.5;42.5;6.1;1.5;4.1;0.5;30.4;26.3;53.9;;42.9;64.5;39.2;43.5;39.1;38.5;33.2;21.1;4.7;68.8;29.8;34.8;3.4;31.7;36.6;14.6;42.9;47.6;26.1;5.6;22.4;26.5;22.1;5.8
82;Noord-Holland-Noord;Waarde;2007;37.0;27.8;49.5;28.9;24.4;10.8;33.2;22.5;44.1;32.8;20.0;2.0;1.1;44.4;9.9;20.6;32.3;30.5;9.9;13.3;0.0;14.1;46.6;25.5;13.3;9.1;1.5;2.7;54.8;41.7;11.7;1.4;31.9;7.4;2.7;1.7;0.4;19.8;25.2;53.9;;46.1;69.9;43.8;43.2;36.8;33.8;32.6;19.6;4.9;67.8;31.8;33.6;2.9;31.6;38.8;15.2;46.0;51.2;27.4;5.8;23.0;27.0;22.7;5.8
83;Noord-Holland-Noord;Waarde;2008;38.1;37.6;48.2;25.3;25.0;19.2;40.2;15.5;30.4;46.3;20.8;0.0;2.5;40.1;16.2;29.6;35.9;26.2;9.4;10.8;1.9;15.9;45.8;26.1;13.1;6.7;2.4;4.0;58.6;40.1;15.6;3.0;28.3;3.2;0.5;3.8;0.5;20.3;33.9;50.6;;49.7;62.3;43.0;40.4;35.3;35.9;32.4;19.7;4.9;68.0;31.3;33.7;5.3;29.3;38.1;17.1;45.5;48.2;29.2;5.7;23.9;26.7;20.0;5.7
84;Noord-Holland-Noord;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;Noord-Holland-Noord;Marge;2006;6.0;14.7;9.4;10.6;5.7;10.7;9.1;7.5;8.7;8.5;5.8;;1.5;10.1;6.8;8.2;7.3;6.9;3.9;5.1;2.0;4.9;5.7;3.1;3.9;3.1;1.6;1.9;6.3;6.0;3.3;2.5;6.2;3.2;1.4;2.6;0.8;5.7;5.5;6.2;;9.1;9.3;3.3;3.4;3.3;3.3;3.2;2.8;0.2;3.1;3.1;3.3;1.2;3.1;3.3;2.4;3.4;3.4;3.0;0.2;2.8;3.0;2.8;0.2
86;Noord-Holland-Noord;Marge;2007;6.8;15.5;11.3;9.5;5.7;9.9;10.6;8.2;9.9;9.6;8.0;2.9;2.0;12.6;7.1;10.2;7.8;7.8;5.1;5.5;;5.8;6.4;3.1;4.9;4.0;1.9;2.4;7.3;7.3;4.9;1.9;6.9;3.9;2.4;1.9;1.1;5.9;6.5;7.4;;10.1;12.2;3.5;3.5;3.5;3.4;3.4;2.8;0.2;3.3;3.3;3.4;1.2;3.3;3.5;2.6;3.6;3.6;3.2;0.2;3.0;3.2;3.0;0.2
87;Noord-Holland-Noord;Marge;2008;8.0;18.6;11.7;10.0;6.5;13.5;11.6;8.4;9.4;10.2;8.2;;3.0;12.0;9.2;11.1;7.9;7.3;4.8;5.5;2.0;5.9;6.3;3.1;4.7;3.5;2.3;2.5;7.1;7.1;5.2;2.5;6.5;2.5;1.1;2.9;1.1;5.8;6.8;7.2;;9.4;13.4;3.5;3.5;3.4;3.4;3.3;2.8;0.2;3.3;3.3;3.3;1.5;3.2;3.4;2.7;3.5;3.5;3.2;0.2;3.0;3.1;2.8;0.2
88;Zaanstreek-Waterland;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;Zaanstreek-Waterland;Waarde;2006;32.0;27.4;39.9;17.1;23.4;19.4;30.8;10.4;56.4;31.6;8.5;0.0;3.6;51.4;16.6;24.2;41.4;24.7;7.9;11.2;0.9;13.9;44.2;26.2;13.4;5.2;2.3;5.9;44.9;34.0;8.4;2.6;41.7;8.4;2.1;4.8;0.0;26.4;26.1;57.3;;58.3;60.3;41.4;50.2;40.1;42.2;29.7;17.6;4.6;69.3;34.9;28.1;4.2;32.7;33.9;11.8;40.0;48.1;26.4;5.5;21.2;27.3;22.3;5.8
90;Zaanstreek-Waterland;Waarde;2007;32.3;35.3;40.7;21.9;20.5;11.6;30.7;14.0;52.7;35.7;7.3;2.1;2.1;40.2;6.8;17.9;39.5;22.5;5.7;16.2;3.1;13.0;48.0;25.4;15.8;8.5;3.2;4.1;49.7;35.2;11.2;3.3;34.5;7.4;0.4;3.7;1.3;21.7;27.8;55.3;;56.6;62.3;39.0;50.0;42.4;38.0;32.9;17.9;4.6;70.2;37.2;28.8;3.5;30.4;37.9;13.9;45.5;45.8;23.1;5.5;23.5;28.4;21.3;5.7
91;Zaanstreek-Waterland;Waarde;2008;40.4;46.8;56.6;27.2;26.7;17.4;41.8;20.7;51.7;31.1;14.4;1.3;1.5;36.0;10.8;16.9;28.0;29.0;13.8;10.4;0.0;18.8;47.5;26.6;12.0;5.4;1.0;5.6;47.5;36.3;9.6;1.6;40.5;5.7;0.4;6.3;0.0;28.1;25.9;55.5;;45.5;62.3;40.7;47.0;43.2;39.7;32.5;18.9;4.5;68.1;34.9;30.4;4.4;30.2;38.5;13.4;42.7;46.6;23.9;5.5;22.3;29.0;22.8;5.6
92;Zaanstreek-Waterland;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;Zaanstreek-Waterland;Marge;2006;7.9;21.3;12.5;8.7;7.0;20.2;11.0;6.4;11.3;10.7;6.6;;3.7;13.1;9.6;11.2;8.3;7.2;4.8;5.2;1.4;5.9;6.7;3.1;5.0;3.3;2.1;3.5;7.1;6.8;4.1;2.1;7.0;4.1;2.1;2.9;;6.2;6.4;7.1;;10.7;11.0;3.5;3.5;3.4;3.5;3.3;2.7;0.2;3.2;3.4;3.2;1.4;3.3;3.4;2.3;3.5;3.5;3.1;0.2;2.9;3.1;2.9;0.2
94;Zaanstreek-Waterland;Marge;2007;6.8;15.9;10.7;9.6;5.2;10.1;10.1;6.6;10.1;9.7;5.3;2.9;2.9;12.1;6.5;9.5;7.5;6.3;3.5;5.7;2.6;5.1;6.1;3.1;5.0;3.8;2.4;2.6;7.0;6.7;4.6;2.4;6.7;3.6;1.0;2.6;1.7;5.8;6.2;7.0;;9.8;11.8;3.5;3.6;3.5;3.5;3.3;2.7;0.2;3.2;3.4;3.2;1.3;3.3;3.4;2.5;3.5;3.5;3.0;0.2;3.0;3.2;2.9;0.2
95;Zaanstreek-Waterland;Marge;2008;6.8;16.2;12.9;9.6;6.5;10.9;13.1;8.8;10.2;9.5;7.2;2.1;2.1;11.8;7.9;9.4;7.7;7.9;5.9;5.3;;6.6;6.5;3.1;4.4;3.0;1.4;3.1;6.9;6.6;4.2;1.9;6.8;3.3;1.0;3.3;;6.2;6.1;6.9;;10.0;10.6;3.4;3.5;3.4;3.4;3.2;2.7;0.2;3.2;3.3;3.2;1.4;3.2;3.4;2.3;3.4;3.5;2.9;0.2;2.9;3.1;2.9;0.2
96;Kennemerland;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;Kennemerland;Waarde;2006;37.4;40.3;53.8;23.9;24.2;21.6;43.2;11.9;53.1;29.1;12.8;3.2;1.8;48.2;13.0;29.9;33.7;27.4;8.9;11.9;0.6;17.4;52.7;29.2;14.1;5.5;2.9;5.7;48.9;34.7;12.2;2.1;36.9;7.9;0.0;3.8;0.0;25.2;27.9;56.0;;54.2;62.8;40.9;51.1;40.4;37.6;29.7;18.7;4.7;65.4;36.9;27.3;5.2;29.7;37.3;17.4;44.5;46.3;25.7;5.7;22.0;22.2;18.7;5.9
98;Kennemerland;Waarde;2007;31.1;27.8;51.4;19.7;20.8;15.9;41.7;11.1;42.2;38.2;11.3;4.9;3.4;56.4;18.6;43.7;37.5;24.4;11.1;13.4;0.0;13.5;49.0;30.8;10.4;6.0;2.9;1.5;50.1;33.0;16.1;1.0;39.5;8.1;0.8;5.7;1.5;23.4;22.6;60.0;;60.6;60.2;44.8;41.8;35.3;31.4;26.8;15.1;5.1;71.5;34.2;30.1;3.8;31.7;37.8;18.1;46.9;47.2;28.5;5.8;20.6;23.7;17.8;6.0
99;Kennemerland;Waarde;2008;35.9;27.6;40.0;33.8;24.9;21.5;35.7;18.8;29.4;42.3;22.8;4.1;1.2;51.4;14.8;51.4;35.1;26.5;10.3;15.9;1.3;10.9;36.2;25.7;9.8;5.1;1.8;2.8;46.5;31.4;13.7;1.4;43.7;9.3;1.0;3.0;0.5;29.9;30.5;53.4;;53.2;56.1;41.7;41.8;37.7;35.3;28.2;17.7;4.9;71.3;34.1;29.4;5.8;30.5;39.2;18.5;42.8;45.9;26.5;5.7;22.2;26.5;20.2;5.8
100;Kennemerland;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;Kennemerland;Marge;2006;6.9;16.2;11.7;9.6;6.0;14.6;11.2;7.1;9.7;8.9;6.7;2.7;2.7;11.7;7.5;11.1;7.5;7.2;4.8;5.5;1.3;5.9;6.1;3.2;4.6;3.1;2.4;2.8;6.6;6.3;4.3;1.9;6.3;3.7;;2.4;;5.7;6.0;6.6;;9.5;10.8;3.4;3.5;3.4;3.3;3.2;2.7;0.2;3.3;3.3;3.1;1.5;3.2;3.4;2.7;3.4;3.5;3.0;0.2;2.8;2.9;2.7;0.2
102;Kennemerland;Marge;2007;6.7;15.1;12.0;8.4;5.6;12.3;11.8;5.5;10.3;10.1;6.9;4.3;3.8;12.5;9.3;12.2;7.7;6.8;5.1;5.4;;5.4;6.3;3.3;4.0;3.1;2.2;1.7;6.4;6.0;4.8;1.2;6.3;3.6;1.2;3.1;1.7;5.4;5.4;6.3;;9.1;10.0;3.5;3.5;3.4;3.3;3.2;2.6;0.2;3.2;3.4;3.3;1.3;3.3;3.4;2.8;3.5;3.5;3.2;0.2;2.9;3.0;2.7;0.2
103;Kennemerland;Marge;2008;7.6;18.9;10.7;12.9;6.3;19.2;10.7;8.4;9.3;10.2;8.8;4.2;2.1;12.1;8.9;12.1;7.3;6.7;4.6;5.6;1.7;5.0;5.9;3.1;4.2;3.1;1.7;2.4;7.0;6.5;4.9;1.7;7.0;3.9;1.4;2.4;1.0;6.5;6.4;7.0;;10.5;10.6;3.5;3.5;3.4;3.3;3.1;2.6;0.2;3.2;3.3;3.2;1.6;3.2;3.4;2.7;3.5;3.5;3.1;0.2;2.9;3.1;2.8;0.2
104;Amsterdam-Amstelland;Waarde;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;Amsterdam-Amstelland;Waarde;2006;33.2;38.7;35.2;24.5;20.3;22.2;23.5;14.4;48.2;37.0;8.2;6.2;0.5;24.6;10.3;18.9;45.1;22.1;8.3;7.6;2.2;14.7;44.1;34.2;13.6;9.1;2.7;1.8;53.2;43.2;5.3;4.7;33.2;10.0;0.6;2.6;0.0;20.0;27.7;53.0;;44.4;66.6;45.0;39.0;37.6;35.2;28.3;21.1;5.0;47.7;40.1;35.9;4.3;19.8;43.8;23.1;46.4;50.9;25.2;6.0;14.8;23.8;18.2;6.2
106;Amsterdam-Amstelland;Waarde;2007;27.3;24.0;32.6;21.9;20.5;15.2;28.8;14.1;45.7;43.5;8.8;0.6;1.3;51.7;4.3;23.4;47.2;26.5;3.7;8.3;1.5;12.7;43.5;35.9;15.1;8.8;1.8;4.5;46.8;36.0;7.9;2.9;38.1;9.7;1.9;2.9;0.6;23.0;23.0;61.3;;58.0;75.4;52.5;36.2;28.5;25.7;25.6;18.8;5.6;43.6;38.4;38.1;3.7;19.7;46.9;27.4;51.7;56.7;30.1;6.3;16.6;23.1;16.8;6.4
107;Amsterdam-Amstelland;Waarde;2008;27.7;13.6;34.4;24.4;22.6;6.6;29.5;20.8;61.3;28.0;6.6;2.5;1.6;41.9;13.8;27.1;42.9;26.2;6.0;12.7;1.6;10.6;36.9;33.8;11.2;4.7;1.4;5.0;54.0;42.4;9.0;2.5;34.9;9.3;0.8;4.3;0.7;19.8;33.5;51.6;;49.0;55.8;46.2;37.3;29.5;30.2;28.1;18.1;5.5;45.8;40.0;34.8;4.5;20.2;43.7;25.4;48.7;51.6;23.2;6.0;16.4;25.1;20.7;6.1
108;Amsterdam-Amstelland;Marge;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;Amsterdam-Amstelland;Marge;2006;6.3;18.1;9.4;10.2;4.6;12.6;7.7;7.2;8.5;8.5;5.2;3.3;1.5;9.4;6.2;8.5;6.4;5.3;3.2;3.6;1.6;4.4;5.1;3.3;3.9;3.3;1.7;1.7;5.8;5.7;3.1;2.0;5.6;3.5;1.0;2.2;;4.8;5.3;5.8;;8.2;9.3;3.4;3.3;3.3;3.2;3.1;2.8;0.2;3.4;3.3;3.3;1.3;2.9;3.4;2.9;3.4;3.4;2.9;0.2;2.5;2.9;2.7;0.2
