ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
1162;Wehl;Paar zonder kinderen;0.7;0.7;;
1163;Wehl;Paar met kinderen;1.0;1.0;;
1164;Wehl;Eenoudergezin;0.1;0.1;;
1165;Westervoort;Totaal particulier huishouden;6.1;6.0;7.0;7.0
1166;Westervoort;Eenpersoonshuishouden;1.3;1.3;10.0;11.0
1167;Westervoort;Paar zonder kinderen;1.7;1.7;;4.0
1168;Westervoort;Paar met kinderen;2.4;2.4;4.0;
1169;Westervoort;Eenoudergezin;0.5;0.4;32.0;33.0
1170;Winterswijk;Totaal particulier huishouden;11.6;11.1;8.0;8.0
1171;Winterswijk;Eenpersoonshuishouden;3.2;3.1;13.0;13.0
1172;Winterswijk;Paar zonder kinderen;3.8;3.7;5.0;6.0
1173;Winterswijk;Paar met kinderen;3.7;3.5;5.0;4.0
1174;Winterswijk;Eenoudergezin;0.5;0.5;24.0;24.0
1175;Wisch;Totaal particulier huishouden;7.7;7.5;7.0;7.0
1176;Wisch;Eenpersoonshuishouden;2.0;1.9;13.0;13.0
1177;Wisch;Paar zonder kinderen;2.5;2.5;4.0;4.0
1178;Wisch;Paar met kinderen;2.6;2.5;5.0;4.0
1179;Wisch;Eenoudergezin;0.3;0.3;;
1180;Wijchen;Totaal particulier huishouden;15.3;14.8;6.0;6.0
1181;Wijchen;Eenpersoonshuishouden;3.6;3.5;11.0;11.0
1182;Wijchen;Paar zonder kinderen;4.6;4.5;3.0;3.0
1183;Wijchen;Paar met kinderen;5.8;5.6;3.0;2.0
1184;Wijchen;Eenoudergezin;0.9;0.8;15.0;20.0
1185;Zaltbommel;Totaal particulier huishouden;9.6;9.3;6.0;7.0
1186;Zaltbommel;Eenpersoonshuishouden;2.1;2.1;10.0;11.0
1187;Zaltbommel;Paar zonder kinderen;2.9;2.8;3.0;4.0
1188;Zaltbommel;Paar met kinderen;3.7;3.7;5.0;4.0
1189;Zaltbommel;Eenoudergezin;0.5;0.4;;
1190;Zelhem;Totaal particulier huishouden;4.3;4.2;5.0;5.0
1191;Zelhem;Eenpersoonshuishouden;0.9;0.9;;
1192;Zelhem;Paar zonder kinderen;1.5;1.5;;
1193;Zelhem;Paar met kinderen;1.6;1.5;5.0;
1194;Zelhem;Eenoudergezin;0.2;0.2;;
1195;Zevenaar;Totaal particulier huishouden;10.8;10.5;6.0;7.0
1196;Zevenaar;Eenpersoonshuishouden;3.0;2.9;11.0;12.0
1197;Zevenaar;Paar zonder kinderen;3.6;3.5;3.0;3.0
1198;Zevenaar;Paar met kinderen;3.3;3.2;3.0;
1199;Zevenaar;Eenoudergezin;0.6;0.6;21.0;26.0
1200;Zutphen;Totaal particulier huishouden;16.3;15.7;9.0;10.0
1201;Zutphen;Eenpersoonshuishouden;5.9;5.6;14.0;13.0
1202;Zutphen;Paar zonder kinderen;4.5;4.4;4.0;4.0
1203;Zutphen;Paar met kinderen;4.2;4.1;6.0;5.0
1204;Zutphen;Eenoudergezin;1.1;1.0;26.0;34.0
1205;Nunspeet;Totaal particulier huishouden;9.4;9.1;6.0;4.0
1206;Nunspeet;Eenpersoonshuishouden;2.2;2.2;11.0;8.0
1207;Nunspeet;Paar zonder kinderen;2.7;2.6;;
1208;Nunspeet;Paar met kinderen;3.7;3.6;5.0;3.0
1209;Nunspeet;Eenoudergezin;0.4;0.4;;
1210;Dronten;Totaal particulier huishouden;13.9;13.4;7.0;6.0
1211;Dronten;Eenpersoonshuishouden;3.2;3.0;11.0;11.0
1212;Dronten;Paar zonder kinderen;4.5;4.4;3.0;3.0
1213;Dronten;Paar met kinderen;5.1;5.0;6.0;4.0
1214;Dronten;Eenoudergezin;0.7;0.7;23.0;26.0
1215;Neerijnen;Totaal particulier huishouden;4.2;4.1;6.0;6.0
1216;Neerijnen;Eenpersoonshuishouden;0.9;0.9;9.0;9.0
1217;Neerijnen;Paar zonder kinderen;1.3;1.3;;
1218;Neerijnen;Paar met kinderen;1.7;1.6;5.0;
1219;Neerijnen;Eenoudergezin;0.2;0.2;;
1220;Abcoude;Totaal particulier huishouden;3.3;3.3;5.0;5.0
1221;Abcoude;Eenpersoonshuishouden;0.8;0.8;;
1222;Abcoude;Paar zonder kinderen;1.0;1.0;;
1223;Abcoude;Paar met kinderen;1.3;1.2;;
1224;Abcoude;Eenoudergezin;0.2;0.2;;
1225;Amerongen;Totaal particulier huishouden;2.7;2.7;5.0;5.0
1226;Amerongen;Eenpersoonshuishouden;0.7;0.7;;
1227;Amerongen;Paar zonder kinderen;0.9;0.9;;
1228;Amerongen;Paar met kinderen;0.9;0.9;;
1229;Amerongen;Eenoudergezin;0.1;0.1;;
1230;Amersfoort;Totaal particulier huishouden;54.7;53.0;7.0;7.0
1231;Amersfoort;Eenpersoonshuishouden;18.3;17.5;11.0;11.0
1232;Amersfoort;Paar zonder kinderen;15.0;14.8;3.0;3.0
1233;Amersfoort;Paar met kinderen;16.7;16.3;4.0;3.0
1234;Amersfoort;Eenoudergezin;3.2;3.0;20.0;21.0
1235;Baarn;Totaal particulier huishouden;10.4;10.1;6.0;6.0
1236;Baarn;Eenpersoonshuishouden;3.6;3.5;8.0;9.0
1237;Baarn;Paar zonder kinderen;3.2;3.1;3.0;3.0
1238;Baarn;Paar met kinderen;2.8;2.7;5.0;4.0
1239;Baarn;Eenoudergezin;0.5;0.5;19.0;20.0
1240;De Bilt;Totaal particulier huishouden;17.9;17.4;5.0;5.0
1241;De Bilt;Eenpersoonshuishouden;6.0;5.8;8.0;8.0
1242;De Bilt;Paar zonder kinderen;5.6;5.5;2.0;3.0
1243;De Bilt;Paar met kinderen;5.1;4.9;4.0;3.0
1244;De Bilt;Eenoudergezin;0.9;0.8;16.0;21.0
1245;Breukelen;Totaal particulier huishouden;5.7;5.5;5.0;5.0
1246;Breukelen;Eenpersoonshuishouden;1.6;1.5;8.0;10.0
1247;Breukelen;Paar zonder kinderen;1.8;1.7;;
1248;Breukelen;Paar met kinderen;1.9;1.9;;
1249;Breukelen;Eenoudergezin;0.3;0.3;;
1250;Bunnik;Totaal particulier huishouden;5.6;5.4;5.0;5.0
1251;Bunnik;Eenpersoonshuishouden;1.3;1.3;9.0;9.0
1252;Bunnik;Paar zonder kinderen;1.9;1.9;;
1253;Bunnik;Paar met kinderen;1.9;1.9;4.0;
1254;Bunnik;Eenoudergezin;0.2;0.2;;
1255;Bunschoten;Totaal particulier huishouden;6.6;6.4;5.0;4.0
1256;Bunschoten;Eenpersoonshuishouden;1.2;1.2;9.0;9.0
1257;Bunschoten;Paar zonder kinderen;1.8;1.7;;
1258;Bunschoten;Paar met kinderen;3.1;3.1;4.0;3.0
1259;Bunschoten;Eenoudergezin;0.2;0.2;;
1260;Doorn;Totaal particulier huishouden;4.4;4.3;5.0;5.0
1261;Doorn;Eenpersoonshuishouden;1.6;1.6;8.0;7.0
1262;Doorn;Paar zonder kinderen;1.3;1.3;;
1263;Doorn;Paar met kinderen;1.2;1.1;;
1264;Doorn;Eenoudergezin;0.2;0.2;;
1265;Driebergen-Rijsenburg;Totaal particulier huishouden;7.5;7.3;7.0;6.0
1266;Driebergen-Rijsenburg;Eenpersoonshuishouden;2.4;2.3;11.0;12.0
1267;Driebergen-Rijsenburg;Paar zonder kinderen;2.3;2.3;;3.0
1268;Driebergen-Rijsenburg;Paar met kinderen;2.3;2.2;5.0;3.0
1269;Driebergen-Rijsenburg;Eenoudergezin;0.4;0.3;;
1270;Eemnes;Totaal particulier huishouden;3.3;3.2;6.0;6.0
1271;Eemnes;Eenpersoonshuishouden;0.8;0.8;;
1272;Eemnes;Paar zonder kinderen;0.9;0.9;;
1273;Eemnes;Paar met kinderen;1.3;1.3;;
1274;Eemnes;Eenoudergezin;0.2;0.2;;
1275;Houten;Totaal particulier huishouden;15.0;14.7;4.0;4.0
1276;Houten;Eenpersoonshuishouden;3.3;3.2;9.0;9.0
1277;Houten;Paar zonder kinderen;4.1;4.1;;
1278;Houten;Paar met kinderen;6.4;6.3;3.0;2.0
1279;Houten;Eenoudergezin;0.8;0.7;;14.0
1280;Leersum;Totaal particulier huishouden;3.0;2.9;7.0;7.0
1281;Leersum;Eenpersoonshuishouden;0.8;0.8;10.0;11.0
1282;Leersum;Paar zonder kinderen;1.0;1.0;;
1283;Leersum;Paar met kinderen;0.9;0.9;8.0;
1284;Leersum;Eenoudergezin;0.1;0.1;;
1285;Leusden;Totaal particulier huishouden;11.4;11.1;4.0;4.0
1286;Leusden;Eenpersoonshuishouden;3.0;2.9;6.0;7.0
1287;Leusden;Paar zonder kinderen;3.5;3.4;;2.0
1288;Leusden;Paar met kinderen;4.1;4.1;4.0;3.0
1289;Leusden;Eenoudergezin;0.6;0.5;;14.0
1290;Loenen;Totaal particulier huishouden;3.3;3.2;6.0;6.0
1291;Loenen;Eenpersoonshuishouden;0.9;0.9;13.0;11.0
1292;Loenen;Paar zonder kinderen;1.1;1.0;;
1293;Loenen;Paar met kinderen;1.1;1.1;;
1294;Loenen;Eenoudergezin;0.2;0.2;;
1295;Lopik;Totaal particulier huishouden;4.9;4.7;4.0;4.0
1296;Lopik;Eenpersoonshuishouden;1.0;0.9;8.0;8.0
1297;Lopik;Paar zonder kinderen;1.4;1.4;;
1298;Lopik;Paar met kinderen;2.1;2.0;4.0;
1299;Lopik;Eenoudergezin;0.2;0.2;;
1300;Maarn;Totaal particulier huishouden;2.4;2.4;4.0;4.0
1301;Maarn;Eenpersoonshuishouden;0.6;0.6;;
1302;Maarn;Paar zonder kinderen;0.9;0.9;;
1303;Maarn;Paar met kinderen;0.7;0.7;;
1304;Maarn;Eenoudergezin;0.1;0.1;;
1305;Maarssen;Totaal particulier huishouden;15.9;15.5;5.0;5.0
1306;Maarssen;Eenpersoonshuishouden;4.2;4.0;9.0;10.0
1307;Maarssen;Paar zonder kinderen;4.5;4.5;2.0;3.0
1308;Maarssen;Paar met kinderen;5.7;5.6;3.0;2.0
1309;Maarssen;Eenoudergezin;1.1;1.0;14.0;17.0
1310;Montfoort;Totaal particulier huishouden;4.9;4.8;4.0;4.0
1311;Montfoort;Eenpersoonshuishouden;1.1;1.0;;
1312;Montfoort;Paar zonder kinderen;1.5;1.5;;
1313;Montfoort;Paar met kinderen;2.0;2.0;;
1314;Montfoort;Eenoudergezin;0.2;0.2;;
1315;Renswoude;Totaal particulier huishouden;1.5;1.4;6.0;6.0
1316;Renswoude;Eenpersoonshuishouden;0.3;0.3;;
1317;Renswoude;Paar zonder kinderen;0.4;0.4;;
1318;Renswoude;Paar met kinderen;0.6;0.6;;
1319;Renswoude;Eenoudergezin;;;;
1320;Rhenen;Totaal particulier huishouden;6.9;6.7;6.0;5.0
1321;Rhenen;Eenpersoonshuishouden;1.8;1.7;7.0;5.0
1322;Rhenen;Paar zonder kinderen;2.3;2.2;4.0;4.0
1323;Rhenen;Paar met kinderen;2.3;2.2;5.0;4.0
1324;Rhenen;Eenoudergezin;0.3;0.3;;
1325;Soest;Totaal particulier huishouden;18.8;18.2;5.0;5.0
1326;Soest;Eenpersoonshuishouden;5.9;5.8;8.0;8.0
1327;Soest;Paar zonder kinderen;5.7;5.5;3.0;3.0
1328;Soest;Paar met kinderen;5.7;5.6;4.0;3.0
1329;Soest;Eenoudergezin;1.0;0.9;13.0;16.0
1330;Utrecht;Totaal particulier huishouden;117.3;111.2;10.0;10.0
1331;Utrecht;Eenpersoonshuishouden;51.3;47.7;14.0;14.0
1332;Utrecht;Paar zonder kinderen;30.1;29.0;4.0;4.0
1333;Utrecht;Paar met kinderen;24.5;23.8;9.0;7.0
1334;Utrecht;Eenoudergezin;6.9;6.5;23.0;27.0
1335;Veenendaal;Totaal particulier huishouden;23.1;22.4;6.0;6.0
1336;Veenendaal;Eenpersoonshuishouden;6.0;5.7;9.0;9.0
1337;Veenendaal;Paar zonder kinderen;6.8;6.6;3.0;3.0
1338;Veenendaal;Paar met kinderen;8.7;8.5;4.0;3.0
1339;Veenendaal;Eenoudergezin;1.1;1.0;19.0;25.0
1340;Woudenberg;Totaal particulier huishouden;4.1;4.0;4.0;4.0
1341;Woudenberg;Eenpersoonshuishouden;1.0;0.9;;
1342;Woudenberg;Paar zonder kinderen;1.3;1.3;;
1343;Woudenberg;Paar met kinderen;1.6;1.5;;
1344;Woudenberg;Eenoudergezin;0.2;0.2;;
1345;Wijk bij Duurstede;Totaal particulier huishouden;8.8;8.6;5.0;5.0
1346;Wijk bij Duurstede;Eenpersoonshuishouden;2.0;2.0;9.0;9.0
1347;Wijk bij Duurstede;Paar zonder kinderen;2.5;2.5;;
1348;Wijk bij Duurstede;Paar met kinderen;3.6;3.5;3.0;2.0
1349;Wijk bij Duurstede;Eenoudergezin;0.5;0.5;15.0;17.0
1350;IJsselstein;Totaal particulier huishouden;13.1;12.7;4.0;4.0
1351;IJsselstein;Eenpersoonshuishouden;3.3;3.2;8.0;8.0
1352;IJsselstein;Paar zonder kinderen;4.0;3.9;;
1353;IJsselstein;Paar met kinderen;4.7;4.6;3.0;2.0
1354;IJsselstein;Eenoudergezin;0.7;0.7;16.0;17.0
1355;Zeist;Totaal particulier huishouden;25.4;24.6;7.0;7.0
1356;Zeist;Eenpersoonshuishouden;9.4;9.0;10.0;10.0
1357;Zeist;Paar zonder kinderen;7.5;7.3;3.0;3.0
1358;Zeist;Paar met kinderen;6.4;6.2;6.0;4.0
1359;Zeist;Eenoudergezin;1.4;1.3;13.0;15.0
1360;Nieuwegein;Totaal particulier huishouden;25.9;25.2;6.0;6.0
1361;Nieuwegein;Eenpersoonshuishouden;7.7;7.4;10.0;11.0
1362;Nieuwegein;Paar zonder kinderen;7.5;7.3;2.0;2.0
1363;Nieuwegein;Paar met kinderen;8.3;8.1;3.0;2.0
1364;Nieuwegein;Eenoudergezin;1.7;1.6;18.0;20.0
1365;Aalsmeer;Totaal particulier huishouden;9.2;8.9;5.0;5.0
1366;Aalsmeer;Eenpersoonshuishouden;2.4;2.3;7.0;8.0
1367;Aalsmeer;Paar zonder kinderen;2.9;2.9;3.0;3.0
1368;Aalsmeer;Paar met kinderen;3.1;3.1;3.0;3.0
1369;Aalsmeer;Eenoudergezin;0.5;0.4;;
1370;Alkmaar;Totaal particulier huishouden;40.7;39.4;9.0;9.0
1371;Alkmaar;Eenpersoonshuishouden;14.6;14.0;13.0;13.0
1372;Alkmaar;Paar zonder kinderen;11.2;10.9;3.0;3.0
1373;Alkmaar;Paar met kinderen;10.9;10.7;5.0;3.0
1374;Alkmaar;Eenoudergezin;2.9;2.8;25.0;32.0
1375;Amstelveen;Totaal particulier huishouden;35.0;33.9;5.0;5.0
1376;Amstelveen;Eenpersoonshuishouden;14.0;13.4;7.0;8.0
1377;Amstelveen;Paar zonder kinderen;9.4;9.1;2.0;2.0
1378;Amstelveen;Paar met kinderen;8.7;8.5;4.0;3.0
1379;Amstelveen;Eenoudergezin;2.2;2.1;13.0;16.0
1380;Amsterdam;Totaal particulier huishouden;371.5;347.1;15.0;16.0
1381;Amsterdam;Eenpersoonshuishouden;192.4;177.9;18.0;19.0
1382;Amsterdam;Paar zonder kinderen;73.2;69.7;6.0;6.0
1383;Amsterdam;Paar met kinderen;55.4;52.7;14.0;10.0
1384;Amsterdam;Eenoudergezin;35.8;33.3;24.0;29.0
1385;Andijk;Totaal particulier huishouden;2.5;2.4;5.0;5.0
1386;Andijk;Eenpersoonshuishouden;0.6;0.6;;
1387;Andijk;Paar zonder kinderen;0.8;0.8;;
1388;Andijk;Paar met kinderen;0.9;0.9;;
1389;Andijk;Eenoudergezin;0.1;0.1;;
1390;Graft-De Rijp;Totaal particulier huishouden;2.5;2.4;6.0;5.0
1391;Graft-De Rijp;Eenpersoonshuishouden;0.6;0.6;;
1392;Graft-De Rijp;Paar zonder kinderen;0.8;0.8;;
1393;Graft-De Rijp;Paar met kinderen;0.9;0.9;;
1394;Graft-De Rijp;Eenoudergezin;0.1;0.1;;
1395;Anna Paulowna;Totaal particulier huishouden;5.4;5.2;7.0;7.0
1396;Anna Paulowna;Eenpersoonshuishouden;1.2;1.2;12.0;12.0
1397;Anna Paulowna;Paar zonder kinderen;1.8;1.7;;5.0
1398;Anna Paulowna;Paar met kinderen;2.1;2.0;4.0;
1399;Anna Paulowna;Eenoudergezin;0.2;0.2;;
1400;Beemster;Totaal particulier huishouden;3.3;3.2;5.0;6.0
1401;Beemster;Eenpersoonshuishouden;0.8;0.8;;
1402;Beemster;Paar zonder kinderen;1.1;1.0;;
1403;Beemster;Paar met kinderen;1.2;1.2;;
1404;Beemster;Eenoudergezin;0.2;0.2;;
1405;Bennebroek;Totaal particulier huishouden;2.2;2.1;5.0;5.0
1406;Bennebroek;Eenpersoonshuishouden;0.6;0.6;;
1407;Bennebroek;Paar zonder kinderen;0.8;0.8;;
1408;Bennebroek;Paar met kinderen;0.6;0.6;;
1409;Bennebroek;Eenoudergezin;0.1;0.1;;
1410;Bergen;Totaal particulier huishouden;13.2;12.8;7.0;7.0
1411;Bergen;Eenpersoonshuishouden;4.2;4.1;11.0;11.0
1412;Bergen;Paar zonder kinderen;4.2;4.0;3.0;4.0
1413;Bergen;Paar met kinderen;3.7;3.6;4.0;3.0
1414;Bergen;Eenoudergezin;0.7;0.7;15.0;16.0
1415;Beverwijk;Totaal particulier huishouden;16.2;15.8;7.0;7.0
1416;Beverwijk;Eenpersoonshuishouden;5.6;5.4;10.0;10.0
1417;Beverwijk;Paar zonder kinderen;4.8;4.7;2.0;3.0
1418;Beverwijk;Paar met kinderen;4.4;4.3;4.0;3.0
1419;Beverwijk;Eenoudergezin;1.0;1.0;25.0;27.0
1420;Blaricum;Totaal particulier huishouden;3.8;3.7;5.0;5.0
1421;Blaricum;Eenpersoonshuishouden;0.9;0.9;;
1422;Blaricum;Paar zonder kinderen;1.3;1.3;;
1423;Blaricum;Paar met kinderen;1.2;1.2;;
1424;Blaricum;Eenoudergezin;0.2;0.2;;
1425;Bloemendaal;Totaal particulier huishouden;6.8;6.6;6.0;6.0
1426;Bloemendaal;Eenpersoonshuishouden;2.1;2.0;9.0;9.0
1427;Bloemendaal;Paar zonder kinderen;2.1;2.1;;
1428;Bloemendaal;Paar met kinderen;2.1;2.1;6.0;5.0
1429;Bloemendaal;Eenoudergezin;0.3;0.3;;
1430;Bussum;Totaal particulier huishouden;14.0;13.6;7.0;7.0
1431;Bussum;Eenpersoonshuishouden;5.5;5.3;8.0;10.0
1432;Bussum;Paar zonder kinderen;3.9;3.8;3.0;3.0
1433;Bussum;Paar met kinderen;3.6;3.5;5.0;3.0
1434;Bussum;Eenoudergezin;0.8;0.7;17.0;19.0
1435;Castricum;Totaal particulier huishouden;14.1;13.8;4.0;4.0
1436;Castricum;Eenpersoonshuishouden;3.8;3.7;7.0;7.0
1437;Castricum;Paar zonder kinderen;4.6;4.5;;
1438;Castricum;Paar met kinderen;4.7;4.7;3.0;2.0
1439;Castricum;Eenoudergezin;0.7;0.7;15.0;15.0
1440;Diemen;Totaal particulier huishouden;10.3;9.9;7.0;7.0
1441;Diemen;Eenpersoonshuishouden;3.7;3.4;11.0;10.0
1442;Diemen;Paar zonder kinderen;2.7;2.7;3.0;4.0
1443;Diemen;Paar met kinderen;2.7;2.7;5.0;4.0
1444;Diemen;Eenoudergezin;0.9;0.8;14.0;17.0
1445;Edam-Volendam;Totaal particulier huishouden;10.7;10.5;4.0;4.0
1446;Edam-Volendam;Eenpersoonshuishouden;2.6;2.5;9.0;10.0
1447;Edam-Volendam;Paar zonder kinderen;3.0;2.9;2.0;3.0
1448;Edam-Volendam;Paar met kinderen;4.6;4.5;2.0;
1449;Edam-Volendam;Eenoudergezin;0.4;0.4;;
1450;Enkhuizen;Totaal particulier huishouden;7.3;7.0;6.0;6.0
1451;Enkhuizen;Eenpersoonshuishouden;2.3;2.2;8.0;9.0
1452;Enkhuizen;Paar zonder kinderen;2.2;2.2;4.0;4.0
1453;Enkhuizen;Paar met kinderen;2.2;2.1;4.0;
1454;Enkhuizen;Eenoudergezin;0.4;0.4;18.0;22.0
1455;Haarlem;Totaal particulier huishouden;67.8;65.3;8.0;9.0
1456;Haarlem;Eenpersoonshuishouden;28.0;26.7;12.0;13.0
1457;Haarlem;Paar zonder kinderen;18.1;17.6;3.0;4.0
1458;Haarlem;Paar met kinderen;15.6;15.1;5.0;4.0
1459;Haarlem;Eenoudergezin;4.1;3.9;19.0;22.0
1460;Haarlemmerliede c.a.;Totaal particulier huishouden;2.2;2.1;;
1461;Haarlemmerliede c.a.;Eenpersoonshuishouden;0.6;0.5;;
1462;Haarlemmerliede c.a.;Paar zonder kinderen;0.7;0.7;;
1463;Haarlemmerliede c.a.;Paar met kinderen;0.8;0.8;;
1464;Haarlemmerliede c.a.;Eenoudergezin;0.1;0.1;;
1465;Haarlemmermeer;Totaal particulier huishouden;48.6;47.3;6.0;5.0
1466;Haarlemmermeer;Eenpersoonshuishouden;12.5;12.0;10.0;10.0
1467;Haarlemmermeer;Paar zonder kinderen;14.5;14.2;2.0;3.0
1468;Haarlemmermeer;Paar met kinderen;17.6;17.2;3.0;2.0
1469;Haarlemmermeer;Eenoudergezin;2.7;2.6;17.0;19.0
1470;Harenkarspel;Totaal particulier huishouden;6.0;5.9;6.0;6.0
1471;Harenkarspel;Eenpersoonshuishouden;1.5;1.5;10.0;12.0
1472;Harenkarspel;Paar zonder kinderen;1.8;1.7;;
1473;Harenkarspel;Paar met kinderen;2.3;2.3;4.0;3.0
1474;Harenkarspel;Eenoudergezin;0.3;0.3;;
1475;Heemskerk;Totaal particulier huishouden;14.9;14.5;7.0;7.0
1476;Heemskerk;Eenpersoonshuishouden;4.4;4.3;11.0;12.0
1477;Heemskerk;Paar zonder kinderen;4.5;4.4;2.0;2.0
1478;Heemskerk;Paar met kinderen;4.7;4.6;4.0;3.0
1479;Heemskerk;Eenoudergezin;1.0;0.8;20.0;23.0
1480;Heemstede;Totaal particulier huishouden;10.8;10.6;5.0;5.0
1481;Heemstede;Eenpersoonshuishouden;3.7;3.6;8.0;8.0
1482;Heemstede;Paar zonder kinderen;3.3;3.2;;2.0
1483;Heemstede;Paar met kinderen;3.1;3.0;4.0;2.0
1484;Heemstede;Eenoudergezin;0.6;0.5;;
1485;Heerhugowaard;Totaal particulier huishouden;18.1;17.6;7.0;6.0
1486;Heerhugowaard;Eenpersoonshuishouden;4.4;4.2;13.0;12.0
1487;Heerhugowaard;Paar zonder kinderen;5.6;5.4;2.0;3.0
1488;Heerhugowaard;Paar met kinderen;6.6;6.5;4.0;3.0
1489;Heerhugowaard;Eenoudergezin;1.1;1.0;21.0;23.0
1490;Heiloo;Totaal particulier huishouden;9.0;8.8;4.0;5.0
1491;Heiloo;Eenpersoonshuishouden;2.5;2.4;6.0;6.0
1492;Heiloo;Paar zonder kinderen;3.1;3.1;3.0;3.0
1493;Heiloo;Paar met kinderen;2.9;2.9;3.0;3.0
1494;Heiloo;Eenoudergezin;0.4;0.3;;
1495;Den Helder;Totaal particulier huishouden;26.2;25.3;8.0;8.0
1496;Den Helder;Eenpersoonshuishouden;8.9;8.5;13.0;13.0
1497;Den Helder;Paar zonder kinderen;7.9;7.8;2.0;2.0
1498;Den Helder;Paar met kinderen;7.0;6.7;4.0;3.0
1499;Den Helder;Eenoudergezin;1.8;1.7;23.0;27.0
1500;Hilversum;Totaal particulier huishouden;38.0;36.7;7.0;7.0
1501;Hilversum;Eenpersoonshuishouden;14.7;14.0;11.0;11.0
1502;Hilversum;Paar zonder kinderen;10.9;10.7;3.0;3.0
1503;Hilversum;Paar met kinderen;9.2;9.0;5.0;4.0
1504;Hilversum;Eenoudergezin;2.2;2.1;14.0;18.0
1505;Hoorn;Totaal particulier huishouden;28.2;27.2;8.0;8.0
1506;Hoorn;Eenpersoonshuishouden;8.8;8.4;13.0;14.0
1507;Hoorn;Paar zonder kinderen;8.0;7.8;3.0;3.0
1508;Hoorn;Paar met kinderen;8.7;8.5;4.0;3.0
1509;Hoorn;Eenoudergezin;1.9;1.8;20.0;23.0
1510;Huizen;Totaal particulier huishouden;16.9;16.4;6.0;6.0
1511;Huizen;Eenpersoonshuishouden;4.9;4.7;10.0;10.0
1512;Huizen;Paar zonder kinderen;4.8;4.7;2.0;3.0
1513;Huizen;Paar met kinderen;5.8;5.6;5.0;4.0
1514;Huizen;Eenoudergezin;1.1;1.1;14.0;18.0
1515;Niedorp;Totaal particulier huishouden;4.4;4.2;5.0;6.0
1516;Niedorp;Eenpersoonshuishouden;0.9;0.8;;12.0
1517;Niedorp;Paar zonder kinderen;1.5;1.5;;
1518;Niedorp;Paar met kinderen;1.7;1.6;;
1519;Niedorp;Eenoudergezin;0.2;0.2;;
1520;Landsmeer;Totaal particulier huishouden;4.2;4.1;6.0;6.0
1521;Landsmeer;Eenpersoonshuishouden;1.0;1.0;8.0;9.0
1522;Landsmeer;Paar zonder kinderen;1.3;1.3;;
1523;Landsmeer;Paar met kinderen;1.5;1.5;;
1524;Landsmeer;Eenoudergezin;0.3;0.3;;
1525;Langedijk;Totaal particulier huishouden;9.3;9.1;5.0;5.0
1526;Langedijk;Eenpersoonshuishouden;2.0;1.9;8.0;8.0
1527;Langedijk;Paar zonder kinderen;2.9;2.8;3.0;3.0
1528;Langedijk;Paar met kinderen;3.7;3.6;3.0;3.0
1529;Langedijk;Eenoudergezin;0.5;0.5;16.0;20.0
1530;Laren;Totaal particulier huishouden;4.7;4.4;7.0;7.0
1531;Laren;Eenpersoonshuishouden;1.5;1.4;11.0;10.0
1532;Laren;Paar zonder kinderen;1.6;1.6;;
1533;Laren;Paar met kinderen;1.2;1.2;8.0;7.0
1534;Laren;Eenoudergezin;0.2;0.2;;
1535;Medemblik;Totaal particulier huishouden;3.4;3.3;8.0;8.0
1536;Medemblik;Eenpersoonshuishouden;1.0;1.0;12.0;12.0
1537;Medemblik;Paar zonder kinderen;1.0;1.0;;
1538;Medemblik;Paar met kinderen;1.0;1.0;;
1539;Medemblik;Eenoudergezin;0.2;0.2;37.0;39.0
1540;Muiden;Totaal particulier huishouden;2.8;2.7;8.0;8.0
1541;Muiden;Eenpersoonshuishouden;0.8;0.7;14.0;15.0
1542;Muiden;Paar zonder kinderen;0.9;0.8;;
1543;Muiden;Paar met kinderen;0.9;0.9;;
1544;Muiden;Eenoudergezin;0.2;0.2;;
1545;Naarden;Totaal particulier huishouden;7.1;6.9;5.0;5.0
1546;Naarden;Eenpersoonshuishouden;2.2;2.2;7.0;7.0
1547;Naarden;Paar zonder kinderen;2.2;2.1;;
1548;Naarden;Paar met kinderen;2.2;2.1;5.0;4.0
1549;Naarden;Eenoudergezin;0.3;0.3;;
1550;Obdam;Totaal particulier huishouden;2.5;2.4;4.0;4.0
1551;Obdam;Eenpersoonshuishouden;0.5;0.5;;
1552;Obdam;Paar zonder kinderen;0.8;0.7;;
1553;Obdam;Paar met kinderen;1.0;1.0;;
1554;Obdam;Eenoudergezin;0.1;0.1;;
1555;Oostzaan;Totaal particulier huishouden;3.6;3.6;3.0;4.0
1556;Oostzaan;Eenpersoonshuishouden;0.8;0.8;;11.0
1557;Oostzaan;Paar zonder kinderen;1.2;1.2;;
1558;Oostzaan;Paar met kinderen;1.3;1.3;;
1559;Oostzaan;Eenoudergezin;0.2;0.2;;
1560;Opmeer;Totaal particulier huishouden;4.2;4.1;5.0;5.0
1561;Opmeer;Eenpersoonshuishouden;0.9;0.9;;
1562;Opmeer;Paar zonder kinderen;1.4;1.3;;
1563;Opmeer;Paar met kinderen;1.6;1.6;5.0;
1564;Opmeer;Eenoudergezin;0.2;0.2;;
1565;Ouder-Amstel;Totaal particulier huishouden;5.5;5.3;5.0;5.0
