ID;HerkomstgroeperingMoeder;Perioden;TotaalLevendgeborenen_1;GemiddeldKindertalPerVrouw_2
689;Suriname;2059;549;1.75
690;Turkije;2014;2642;2.0
691;Turkije;2015;2389;1.99
692;Turkije;2016;2170;1.98
693;Turkije;2017;1987;1.97
694;Turkije;2018;1833;1.96
695;Turkije;2019;1707;1.96
696;Turkije;2020;1604;1.95
697;Turkije;2021;1519;1.94
698;Turkije;2022;1448;1.93
699;Turkije;2023;1389;1.93
700;Turkije;2024;1341;1.92
701;Turkije;2025;1302;1.92
702;Turkije;2026;1272;1.91
703;Turkije;2027;1249;1.91
704;Turkije;2028;1232;1.9
705;Turkije;2029;1221;1.9
706;Turkije;2030;1213;1.89
707;Turkije;2031;1207;1.89
708;Turkije;2032;1201;1.88
709;Turkije;2033;1196;1.88
710;Turkije;2034;1192;1.88
711;Turkije;2035;1188;1.87
712;Turkije;2036;1185;1.87
713;Turkije;2037;1182;1.87
714;Turkije;2038;1180;1.87
715;Turkije;2039;1178;1.86
716;Turkije;2040;1178;1.86
717;Turkije;2041;1178;1.86
718;Turkije;2042;1178;1.86
719;Turkije;2043;1178;1.86
720;Turkije;2044;1180;1.85
721;Turkije;2045;1181;1.85
722;Turkije;2046;1182;1.85
723;Turkije;2047;1184;1.85
724;Turkije;2048;1186;1.85
725;Turkije;2049;1188;1.85
726;Turkije;2050;1189;1.85
727;Turkije;2051;1191;1.85
728;Turkije;2052;1193;1.85
729;Turkije;2053;1194;1.85
730;Turkije;2054;1195;1.85
731;Turkije;2055;1195;1.85
732;Turkije;2056;1194;1.85
733;Turkije;2057;1193;1.85
734;Turkije;2058;1191;1.85
735;Turkije;2059;1189;1.85
