ID;NederlandseEconomie;Perioden;TotaalCO2_1;CO2ExclBiomassa_2;CO2Biomassa_3;N2O_4;CH4_5;BroeikasgasEquivalent_6;NOx_7;SO2_8;NH3_9;ZuurEquivalent_10;CFK12Equivalent_11;CO_12;NMVOS_13;PM10_14
425;16 Houtindustrie;2007;165;58;107.0;0.0;0.0;167;0.7;0.0;0.0;0.0;0.0;1.3;0.8;0.3
426;16 Houtindustrie;2008;170;64;106.6;0.0;0.0;173;0.7;0.0;0.0;0.0;0.0;1.4;0.7;0.3
427;16 Houtindustrie;2009;191;85;105.6;0.0;0.0;193;0.6;0.0;0.0;0.0;0.0;1.6;0.6;0.2
428;16 Houtindustrie;2010;185;86;99.0;0.0;0.0;188;0.6;0.0;0.0;0.0;0.0;1.7;0.6;0.2
429;16 Houtindustrie;2011;184;86;98.1;0.0;0.0;186;0.6;0.0;0.0;0.0;0.0;1.6;0.5;0.2
430;16 Houtindustrie;2012;171;78;92.3;0.0;0.0;173;0.5;0.0;0.0;0.0;0.0;1.2;0.5;0.2
431;16 Houtindustrie;2013;148;60;87.6;0.0;0.0;150;0.5;0.0;0.0;0.0;0.0;0.9;0.4;0.2
432;16 Houtindustrie;2014;185;75;110.3;0.0;0.0;188;0.5;0.0;0.0;0.0;0.0;1.2;0.4;0.2
433;16 Houtindustrie;2015;181;76;105.0;0.0;0.0;183;0.4;0.0;0.0;0.0;0.0;1.1;0.3;0.2
434;16 Houtindustrie;2016;192;77;115.6;0.0;0.0;195;0.4;0.0;0.0;0.0;0.0;1.2;0.3;0.2
435;16 Houtindustrie;2017;126;51;74.7;0.0;0.0;128;0.4;0.0;0.0;0.0;0.0;0.9;0.3;0.2
436;16 Houtindustrie;2018;113;57;55.5;0.0;0.0;114;0.2;0.0;0.0;0.0;0.0;0.8;0.3;0.2
437;16 Houtindustrie;2019;108;49;58.2;0.0;0.0;109;0.2;0.0;0.0;0.0;0.0;0.8;0.2;0.2
438;16 Houtindustrie;2020;98;43;55.6;0.0;0.0;100;0.2;0.0;0.0;0.0;0.0;0.8;0.2;0.2
439;16 Houtindustrie;2021;116;66;50.6;0.0;0.0;118;0.2;0.0;0.0;0.0;0.0;0.7;0.2;0.2
440;16 Houtindustrie;2022;96;55;41.6;0.0;0.0;98;0.1;0.0;0.0;0.0;0.0;0.6;0.2;0.2
441;16 Houtindustrie;2023;91;51;40.1;0.0;0.0;93;0.1;0.0;0.0;0.0;0.0;0.6;0.2;0.2
442;17 Papierindustrie;1990;1531;1531;0.1;0.0;0.2;1536;3.5;0.3;0.1;0.1;0.0;3.0;4.0;0.5
443;17 Papierindustrie;1991;1455;1455;0.2;0.0;0.2;1461;3.6;0.2;0.1;0.1;0.0;2.2;3.4;0.4
444;17 Papierindustrie;1992;1427;1427;0.6;0.0;0.2;1433;3.2;0.1;0.1;0.1;0.0;2.4;2.8;0.4
445;17 Papierindustrie;1993;1398;1398;0.5;0.0;0.2;1404;3.2;0.2;0.1;0.1;0.0;2.6;2.3;0.4
446;17 Papierindustrie;1994;1533;1532;0.5;0.0;0.2;1539;2.9;0.1;0.1;0.1;0.0;2.8;1.7;0.4
447;17 Papierindustrie;1995;1279;1276;2.5;0.0;0.2;1284;3.0;0.1;0.1;0.1;0.0;3.1;1.2;0.4
448;17 Papierindustrie;1996;1363;1360;3.3;0.0;0.2;1369;2.3;0.1;0.0;0.1;0.0;2.4;0.3;0.0
449;17 Papierindustrie;1997;1402;1398;4.1;0.0;0.2;1408;2.3;0.1;0.1;0.1;0.0;1.9;0.3;0.0
450;17 Papierindustrie;1998;1372;1367;5.7;0.0;0.2;1378;2.0;0.1;0.1;0.1;0.0;2.1;0.2;0.0
451;17 Papierindustrie;1999;1384;1377;7.7;0.0;0.2;1390;1.4;0.1;0.0;0.0;0.0;1.4;0.3;0.0
452;17 Papierindustrie;2000;1413;1404;8.5;0.0;0.2;1419;2.6;0.1;0.1;0.1;0.0;2.4;0.5;0.4
453;17 Papierindustrie;2001;1324;1314;9.9;0.0;0.2;1329;2.3;0.0;0.1;0.1;0.0;2.4;0.3;0.4
454;17 Papierindustrie;2002;1389;1373;16.0;0.0;0.2;1395;2.4;0.1;0.0;0.1;0.1;3.2;0.6;0.4
455;17 Papierindustrie;2003;1326;1303;22.9;0.0;0.2;1331;2.5;0.1;0.0;0.1;0.0;3.0;0.3;0.4
456;17 Papierindustrie;2004;1325;1270;54.8;0.0;0.2;1330;2.3;0.1;0.0;0.1;0.0;3.2;0.3;0.4
457;17 Papierindustrie;2005;1575;1515;59.9;0.0;0.2;1581;2.2;0.1;0.0;0.1;0.0;3.5;0.4;0.4
458;17 Papierindustrie;2006;1535;1456;79.2;0.0;0.2;1541;2.1;0.1;0.0;0.0;0.0;3.0;0.6;0.4
459;17 Papierindustrie;2007;1294;1213;81.1;0.0;0.2;1300;2.0;0.0;0.0;0.0;0.0;2.2;0.7;0.4
460;17 Papierindustrie;2008;1091;886;205.8;0.0;0.1;1096;1.8;0.0;0.0;0.0;0.0;2.2;0.6;0.3
461;17 Papierindustrie;2009;1053;822;231.7;0.0;0.1;1058;1.6;0.0;0.0;0.0;0.0;2.0;0.4;0.3
462;17 Papierindustrie;2010;1163;949;214.3;0.0;0.2;1168;1.6;0.0;0.0;0.0;0.0;2.5;0.5;0.3
463;17 Papierindustrie;2011;1080;889;191.3;0.0;0.2;1086;1.6;0.0;0.0;0.0;0.0;2.3;0.5;0.3
464;17 Papierindustrie;2012;1077;858;218.8;0.0;0.2;1083;1.5;0.0;0.0;0.0;0.0;2.3;0.4;0.3
465;17 Papierindustrie;2013;996;789;206.9;0.0;0.2;1001;1.5;0.0;0.0;0.0;0.0;2.3;0.4;0.3
466;17 Papierindustrie;2014;1019;797;221.1;0.0;0.2;1024;1.4;0.0;0.0;0.0;0.0;2.2;0.5;0.3
467;17 Papierindustrie;2015;1065;786;279.2;0.0;0.1;1070;1.2;0.0;0.0;0.0;0.0;2.1;0.6;0.3
468;17 Papierindustrie;2016;1038;761;277.4;0.0;0.1;1043;1.2;0.0;0.0;0.0;0.0;2.1;0.8;0.3
469;17 Papierindustrie;2017;1071;756;315.2;0.0;0.1;1076;1.2;0.0;0.0;0.0;0.0;1.8;0.4;0.3
470;17 Papierindustrie;2018;1050;688;361.8;0.0;0.1;1055;1.1;0.0;0.0;0.0;0.0;1.7;0.4;0.4
471;17 Papierindustrie;2019;998;645;353.4;0.0;0.1;1003;1.1;0.0;0.0;0.0;0.0;1.9;0.4;0.4
472;17 Papierindustrie;2020;932;565;367.0;0.0;0.1;937;1.0;0.0;0.0;0.0;0.0;1.9;0.3;0.4
473;17 Papierindustrie;2021;1016;590;426.7;0.0;0.1;1021;1.0;0.0;0.0;0.0;0.0;1.8;0.3;0.4
474;17 Papierindustrie;2022;924;488;436.0;0.0;0.1;929;0.9;0.0;0.0;0.0;0.0;1.5;0.3;0.4
475;17 Papierindustrie;2023;693;329;364.2;0.0;0.1;697;0.6;0.0;0.0;0.0;0.0;1.5;0.3;0.4
476;18 Grafische industrie;1990;239;239;0.0;0.0;0.0;240;0.6;0.0;0.0;0.0;50.2;1.9;13.2;0.0
477;18 Grafische industrie;1991;391;391;0.0;0.0;0.0;392;0.4;0.0;0.0;0.0;40.2;1.1;13.1;0.0
478;18 Grafische industrie;1992;370;370;0.0;0.0;0.0;372;0.5;0.0;0.0;0.0;30.1;1.2;13.1;0.0
479;18 Grafische industrie;1993;376;376;0.0;0.0;0.0;377;0.5;0.0;0.0;0.0;20.1;1.2;13.1;0.0
480;18 Grafische industrie;1994;236;236;0.0;0.0;0.0;237;0.5;0.0;0.0;0.0;10.0;1.3;13.1;0.0
481;18 Grafische industrie;1995;203;203;0.0;0.0;0.0;204;0.6;0.0;0.0;0.0;0.0;1.7;13.3;0.0
482;18 Grafische industrie;1996;217;217;0.0;0.0;0.0;218;0.6;0.0;0.0;0.0;0.0;1.8;12.5;0.0
483;18 Grafische industrie;1997;206;206;0.0;0.0;0.0;207;0.6;0.0;0.0;0.0;0.0;0.6;12.3;0.0
484;18 Grafische industrie;1998;213;213;0.0;0.0;0.0;214;0.6;0.0;0.0;0.0;0.0;0.9;12.4;0.0
485;18 Grafische industrie;1999;234;234;0.0;0.0;0.0;235;0.6;0.0;0.0;0.0;0.0;1.1;11.2;0.0
486;18 Grafische industrie;2000;237;237;0.0;0.0;0.0;238;0.7;0.0;0.0;0.0;0.0;1.3;11.0;0.0
487;18 Grafische industrie;2001;244;244;0.0;0.0;0.0;245;0.6;0.0;0.0;0.0;0.0;1.5;7.8;0.0
488;18 Grafische industrie;2002;224;224;0.0;0.0;0.0;225;0.7;0.0;0.0;0.0;0.0;1.1;7.5;0.0
489;18 Grafische industrie;2003;227;227;0.0;0.0;0.0;228;0.6;0.0;0.0;0.0;0.0;1.3;5.6;0.0
490;18 Grafische industrie;2004;243;243;0.0;0.0;0.0;244;0.6;0.0;0.0;0.0;0.0;1.1;5.6;0.0
491;18 Grafische industrie;2005;235;235;0.0;0.0;0.0;236;0.6;0.0;0.0;0.0;0.0;1.7;5.4;0.0
492;18 Grafische industrie;2006;205;205;0.1;0.0;0.0;206;0.5;0.0;0.0;0.0;0.0;1.8;4.6;0.0
493;18 Grafische industrie;2007;188;188;0.6;0.0;0.0;189;0.5;0.0;0.0;0.0;0.0;1.0;4.2;0.0
494;18 Grafische industrie;2008;203;202;0.6;0.0;0.0;204;0.5;0.0;0.0;0.0;0.0;1.2;3.9;0.0
495;18 Grafische industrie;2009;137;136;0.8;0.0;0.0;138;0.4;0.0;0.0;0.0;0.0;1.2;3.8;0.0
496;18 Grafische industrie;2010;134;133;0.4;0.0;0.0;135;0.4;0.0;0.0;0.0;0.0;0.9;3.4;0.0
497;18 Grafische industrie;2011;104;104;0.5;0.0;0.0;105;0.4;0.0;0.0;0.0;0.0;0.5;3.1;0.0
498;18 Grafische industrie;2012;113;112;0.5;0.0;0.0;114;0.3;0.0;0.0;0.0;0.0;0.4;3.4;0.0
499;18 Grafische industrie;2013;92;91;0.4;0.0;0.0;92;0.3;0.0;0.0;0.0;0.0;0.5;3.6;0.0
500;18 Grafische industrie;2014;71;70;0.5;0.0;0.0;71;0.3;0.0;0.0;0.0;0.0;0.5;3.1;0.0
501;18 Grafische industrie;2015;76;75;0.4;0.0;0.0;77;0.2;0.0;0.0;0.0;0.0;0.5;2.8;0.0
502;18 Grafische industrie;2016;78;78;0.3;0.0;0.0;79;0.2;0.0;0.0;0.0;0.0;0.5;2.9;0.0
503;18 Grafische industrie;2017;81;80;0.3;0.0;0.0;81;0.2;0.0;0.0;0.0;0.0;0.4;3.3;0.0
504;18 Grafische industrie;2018;64;64;0.5;0.0;0.0;65;0.1;0.0;0.0;0.0;0.0;0.4;3.0;0.0
505;18 Grafische industrie;2019;67;66;0.6;0.0;0.0;68;0.1;0.0;0.0;0.0;0.0;0.4;2.6;0.0
506;18 Grafische industrie;2020;49;49;0.4;0.0;0.0;50;0.1;0.0;0.0;0.0;0.0;0.4;2.1;0.0
507;18 Grafische industrie;2021;57;57;0.5;0.0;0.0;58;0.1;0.0;0.0;0.0;0.0;0.4;2.3;0.0
508;18 Grafische industrie;2022;62;61;0.5;0.0;0.0;62;0.1;0.0;0.0;0.0;0.0;0.4;2.3;0.0
509;18 Grafische industrie;2023;49;49;0.5;0.0;0.0;50;0.1;0.0;0.0;0.0;0.0;0.3;2.2;0.0
510;19 Aardolie-industrie;1990;11030;11030;0.1;0.0;1.1;11074;19.1;67.2;0.0;2.5;0.0;6.0;16.0;6.5
511;19 Aardolie-industrie;1991;11081;11081;0.1;0.0;1.1;11119;19.6;59.1;0.0;2.3;0.0;4.9;15.3;6.1
512;19 Aardolie-industrie;1992;10433;10433;0.4;0.0;1.1;10470;17.5;59.5;0.0;2.2;0.0;4.4;14.6;5.8
513;19 Aardolie-industrie;1993;11507;11506;0.4;0.0;1.3;11554;17.3;63.3;0.0;2.4;0.0;3.9;13.9;5.5
514;19 Aardolie-industrie;1994;11338;11338;0.4;0.0;1.2;11384;16.9;58.9;0.0;2.2;0.0;3.5;13.1;5.1
515;19 Aardolie-industrie;1995;11618;11617;0.4;0.1;1.0;11660;17.4;61.2;0.0;2.3;0.0;3.2;12.5;4.8
516;19 Aardolie-industrie;1996;11821;11821;0.4;0.1;1.0;11864;16.7;55.1;0.0;2.1;0.0;3.2;13.9;5.4
517;19 Aardolie-industrie;1997;11950;11949;0.5;0.0;1.0;11992;15.8;52.6;0.0;2.0;0.0;3.3;12.7;4.9
518;19 Aardolie-industrie;1998;12366;12366;0.5;0.0;1.0;12407;12.6;49.6;0.0;1.8;0.0;3.0;9.8;3.4
519;19 Aardolie-industrie;1999;11835;11834;0.7;0.0;0.9;11871;11.8;46.3;0.0;1.7;0.0;3.5;10.7;3.4
520;19 Aardolie-industrie;2000;12386;12385;0.7;0.0;0.9;12422;10.6;33.2;0.0;1.3;0.0;3.8;15.0;3.4
521;19 Aardolie-industrie;2001;12738;12737;0.6;0.0;0.9;12773;10.5;34.8;0.0;1.3;0.0;3.1;9.0;2.9
522;19 Aardolie-industrie;2002;11729;11729;0.6;0.0;0.9;11763;10.2;30.4;0.0;1.2;0.0;5.7;8.2;2.4
523;19 Aardolie-industrie;2003;12328;12328;0.5;0.0;0.9;12363;10.0;29.6;0.0;1.1;0.0;7.1;8.4;2.8
524;19 Aardolie-industrie;2004;12280;12279;0.7;0.0;1.0;12316;9.6;32.3;0.0;1.2;0.0;7.1;8.2;2.0
525;19 Aardolie-industrie;2005;12381;12380;0.8;0.0;0.9;12416;9.4;32.2;0.0;1.2;0.0;6.1;12.4;1.7
526;19 Aardolie-industrie;2006;11608;11607;0.8;0.0;0.8;11641;10.3;32.4;0.0;1.2;0.0;6.8;9.9;1.7
527;19 Aardolie-industrie;2007;11614;11613;0.8;0.0;1.0;11652;9.5;29.9;0.0;1.1;0.0;4.7;8.1;1.5
528;19 Aardolie-industrie;2008;11823;11822;0.8;0.0;0.8;11857;8.8;25.7;0.0;1.0;0.0;5.8;7.7;1.4
529;19 Aardolie-industrie;2009;10810;10809;0.7;0.0;1.3;10853;6.4;17.9;0.0;0.7;0.0;7.7;6.9;0.6
530;19 Aardolie-industrie;2010;10633;10632;0.7;0.0;1.0;10669;5.8;12.7;0.0;0.5;0.0;6.7;7.2;0.3
531;19 Aardolie-industrie;2011;10843;10841;1.4;0.0;1.5;10892;5.9;12.5;0.0;0.5;0.0;9.5;6.1;0.3
532;19 Aardolie-industrie;2012;10556;10554;2.2;0.0;1.3;10601;5.5;13.9;0.0;0.6;0.0;8.4;6.4;0.2
533;19 Aardolie-industrie;2013;10330;10326;3.7;0.0;0.9;10361;5.7;9.9;0.0;0.4;0.0;6.8;6.5;0.2
534;19 Aardolie-industrie;2014;10697;10691;5.5;0.0;0.9;10730;5.3;9.7;0.0;0.4;0.0;7.1;5.8;0.3
535;19 Aardolie-industrie;2015;11201;11195;6.3;0.0;0.9;11235;5.3;11.1;0.0;0.5;0.0;8.0;5.7;0.3
536;19 Aardolie-industrie;2016;10756;10750;5.3;0.0;0.9;10790;5.1;11.2;0.0;0.5;0.0;7.2;5.3;0.2
537;19 Aardolie-industrie;2017;10197;10191;5.9;0.0;0.9;10230;4.9;11.1;0.0;0.5;0.0;4.4;5.1;0.2
538;19 Aardolie-industrie;2018;10257;10249;7.7;0.0;1.0;10294;5.2;9.8;0.0;0.4;0.0;4.5;4.7;0.2
539;19 Aardolie-industrie;2019;11046;11037;9.8;0.0;1.1;11085;5.6;8.7;0.0;0.4;0.0;4.9;4.0;0.2
540;19 Aardolie-industrie;2020;10029;10014;14.9;0.0;1.0;10066;4.8;7.2;0.0;0.3;0.0;5.0;3.4;0.2
541;19 Aardolie-industrie;2021;10573;10557;15.6;0.0;1.0;10608;4.8;8.1;0.0;0.4;0.0;4.6;3.1;0.2
542;19 Aardolie-industrie;2022;10493;10484;8.8;0.0;0.8;10524;5.1;8.6;0.0;0.4;0.0;4.7;3.2;0.2
543;19 Aardolie-industrie;2023;10288;10274;14.8;0.0;0.9;10321;5.1;8.0;0.0;0.4;0.0;4.6;3.1;0.2
544;20-21 Chemie en farmaceutische industrie;1990;21306;21305;1.1;23.8;12.3;32645;39.6;20.1;3.3;1.7;1576.7;26.3;34.8;4.5
545;20-21 Chemie en farmaceutische industrie;1991;23167;23165;1.6;23.8;12.3;34451;37.4;13.6;3.5;1.4;1311.6;27.5;31.7;4.3
546;20-21 Chemie en farmaceutische industrie;1992;24710;24706;4.6;24.0;12.4;36719;32.6;14.8;3.6;1.4;1046.5;29.8;28.7;4.1
547;20-21 Chemie en farmaceutische industrie;1993;18962;18958;4.0;25.6;12.0;31862;29.6;12.6;3.1;1.2;781.4;32.0;25.7;3.9
548;20-21 Chemie en farmaceutische industrie;1994;18462;18459;3.7;25.0;12.0;32383;30.3;12.8;3.4;1.3;516.3;34.3;22.7;3.7
549;20-21 Chemie en farmaceutische industrie;1995;16474;16471;3.5;23.8;12.0;29216;28.6;11.3;3.1;1.2;251.2;36.9;20.0;3.6
550;20-21 Chemie en farmaceutische industrie;1996;16794;16791;3.1;23.8;12.0;32262;28.5;11.3;2.8;1.1;191.6;42.8;19.6;1.7
551;20-21 Chemie en farmaceutische industrie;1997;16522;16519;3.1;23.6;12.0;32536;24.5;10.6;2.5;1.0;132.0;41.5;17.4;1.8
552;20-21 Chemie en farmaceutische industrie;1998;16405;16402;3.4;23.7;11.9;32992;20.2;6.4;2.4;0.8;70.6;37.6;16.0;2.3
553;20-21 Chemie en farmaceutische industrie;1999;15922;15918;3.9;22.6;12.4;27875;18.0;4.0;2.0;0.6;50.0;39.9;15.2;1.9
554;20-21 Chemie en farmaceutische industrie;2000;15663;15659;4.3;23.1;12.4;24703;15.8;3.1;1.8;0.5;40.0;28.4;13.8;1.7
555;20-21 Chemie en farmaceutische industrie;2001;15179;15176;3.3;21.1;12.3;21846;14.6;4.3;1.8;0.6;25.9;29.5;12.3;1.2
556;20-21 Chemie en farmaceutische industrie;2002;15581;15578;2.8;20.3;13.8;21811;14.7;4.1;1.5;0.5;10.6;26.5;11.2;1.6
557;20-21 Chemie en farmaceutische industrie;2003;16098;16096;2.1;20.5;13.8;22345;15.8;3.7;1.6;0.6;0.0;23.4;10.9;1.3
558;20-21 Chemie en farmaceutische industrie;2004;16049;16040;9.6;22.4;13.9;22745;15.9;4.3;2.2;0.6;0.0;25.8;10.9;1.4
559;20-21 Chemie en farmaceutische industrie;2005;15769;15759;9.8;22.5;13.8;22332;15.2;3.9;1.5;0.5;0.0;21.8;8.7;1.4
560;20-21 Chemie en farmaceutische industrie;2006;16305;16295;9.9;22.4;12.6;22889;14.5;4.0;1.3;0.5;0.0;20.6;8.8;1.3
561;20-21 Chemie en farmaceutische industrie;2007;17141;17130;10.5;18.0;12.8;22535;13.5;4.3;1.1;0.5;0.0;37.3;9.6;1.1
562;20-21 Chemie en farmaceutische industrie;2008;16827;16817;10.1;5.8;12.4;18947;13.6;3.5;1.1;0.5;0.0;30.2;9.1;0.9
563;20-21 Chemie en farmaceutische industrie;2009;15595;15585;10.2;6.1;12.0;17698;12.0;2.3;0.9;0.4;0.0;13.1;6.9;1.4
564;20-21 Chemie en farmaceutische industrie;2010;17604;17595;8.8;5.1;12.8;19741;12.7;2.1;0.7;0.4;0.0;12.7;6.9;1.4
565;20-21 Chemie en farmaceutische industrie;2011;16893;16884;9.4;5.1;12.6;18785;12.4;2.4;1.0;0.4;0.0;14.7;7.5;1.3
566;20-21 Chemie en farmaceutische industrie;2012;16998;16985;13.0;5.2;12.7;18861;11.7;2.1;0.8;0.4;0.0;16.8;9.5;1.4
567;20-21 Chemie en farmaceutische industrie;2013;16897;16879;17.1;5.2;12.6;18825;10.2;1.6;0.6;0.3;0.0;13.3;7.4;1.5
568;20-21 Chemie en farmaceutische industrie;2014;16501;16480;21.3;5.4;12.8;18335;9.8;1.8;0.6;0.3;0.0;11.9;7.1;1.4
569;20-21 Chemie en farmaceutische industrie;2015;15685;15659;26.1;5.4;12.7;17577;9.3;1.6;0.6;0.3;0.0;13.4;6.2;1.2
570;20-21 Chemie en farmaceutische industrie;2016;17244;17215;28.8;4.7;12.8;18992;9.6;1.5;0.8;0.3;0.0;13.0;5.7;1.3
571;20-21 Chemie en farmaceutische industrie;2017;18066;18026;39.4;5.0;13.1;19850;9.2;1.7;0.7;0.3;0.0;14.9;5.7;1.5
572;20-21 Chemie en farmaceutische industrie;2018;18208;18166;42.3;4.6;14.3;20006;9.2;1.7;0.7;0.3;0.0;11.9;5.8;1.3
573;20-21 Chemie en farmaceutische industrie;2019;17522;17470;52.0;4.6;13.2;19331;8.8;1.5;0.4;0.3;0.0;15.4;5.5;1.1
574;20-21 Chemie en farmaceutische industrie;2020;19035;18962;73.1;4.1;14.3;20615;9.2;1.5;0.5;0.3;0.0;11.3;5.2;0.9
575;20-21 Chemie en farmaceutische industrie;2021;18606;18522;83.4;3.4;14.0;20124;8.9;1.5;0.5;0.3;0.0;12.0;5.2;1.0
576;20-21 Chemie en farmaceutische industrie;2022;16248;16169;79.8;2.2;13.7;17337;8.0;1.2;0.4;0.2;0.0;11.7;4.4;0.8
577;20-21 Chemie en farmaceutische industrie;2023;16015;15908;107.2;1.6;13.7;16878;7.6;1.0;0.4;0.2;0.0;11.6;3.5;0.8
578;20 Chemische industrie;1990;21064;21063;1.0;23.8;12.2;32403;39.2;19.9;3.3;1.7;1574.3;26.2;33.2;4.5
579;20 Chemische industrie;1991;22936;22934;1.6;23.8;12.3;34220;37.1;13.5;3.5;1.4;1309.6;27.3;30.2;4.2
580;20 Chemische industrie;1992;24478;24473;4.6;24.0;12.4;36487;32.2;14.6;3.6;1.4;1044.9;29.6;27.3;4.0
581;20 Chemische industrie;1993;18334;18331;3.8;25.6;12.0;31234;29.2;12.3;3.1;1.2;780.2;31.9;24.5;3.8
582;20 Chemische industrie;1994;17999;17996;3.5;25.0;12.0;31920;30.0;12.4;3.4;1.2;515.5;34.2;21.7;3.6
583;20 Chemische industrie;1995;16045;16042;3.3;23.8;11.9;28786;28.3;11.2;3.1;1.1;250.8;36.7;19.3;3.6
584;20 Chemische industrie;1996;16361;16358;2.9;23.8;12.0;31828;28.2;11.2;2.8;1.1;191.3;42.5;19.1;1.7
585;20 Chemische industrie;1997;16124;16121;2.9;23.6;11.9;32137;24.2;10.5;2.5;1.0;131.8;41.3;16.8;1.8
586;20 Chemische industrie;1998;15917;15914;3.2;23.7;11.9;32502;19.9;6.3;2.3;0.8;70.5;37.4;15.5;2.3
587;20 Chemische industrie;1999;15520;15516;3.6;22.6;12.4;27471;17.7;3.9;2.0;0.6;50.0;39.8;14.8;1.9
588;20 Chemische industrie;2000;15263;15259;4.0;23.1;12.4;24302;15.5;3.1;1.8;0.5;40.0;28.0;13.2;1.6
589;20 Chemische industrie;2001;14762;14759;3.1;21.1;12.3;21427;14.4;4.2;1.8;0.5;25.9;29.2;11.8;1.2
590;20 Chemische industrie;2002;15225;15222;2.6;20.3;13.8;21454;14.5;4.1;1.5;0.5;10.6;26.3;10.8;1.6
591;20 Chemische industrie;2003;15774;15772;2.0;20.5;13.8;22020;15.5;3.5;1.6;0.5;0.0;23.1;10.2;1.1
592;20 Chemische industrie;2004;15736;15734;2.7;22.4;13.9;22431;15.7;4.3;2.2;0.6;0.0;25.6;10.4;1.4
593;20 Chemische industrie;2005;15450;15447;2.9;22.5;13.7;22012;15.1;3.9;1.5;0.5;0.0;21.6;8.2;1.4
594;20 Chemische industrie;2006;15982;15979;2.9;22.4;12.6;22565;14.3;4.0;1.3;0.5;0.0;20.4;8.3;1.3
595;20 Chemische industrie;2007;16841;16838;3.4;18.0;12.7;22234;13.3;4.3;1.1;0.5;0.0;37.1;9.2;1.1
596;20 Chemische industrie;2008;16559;16556;3.0;5.8;12.4;18677;13.5;3.4;1.1;0.5;0.0;30.1;8.8;0.9
597;20 Chemische industrie;2009;15361;15358;3.1;6.1;12.0;17463;11.9;2.2;0.9;0.4;0.0;13.0;6.5;1.4
598;20 Chemische industrie;2010;17341;17339;2.4;5.1;12.8;19478;12.5;2.1;0.7;0.4;0.0;12.6;6.6;1.4
599;20 Chemische industrie;2011;16665;16661;4.1;5.1;12.6;18556;12.2;2.4;1.0;0.4;0.0;14.5;7.2;1.3
600;20 Chemische industrie;2012;16776;16769;6.6;5.2;12.7;18637;11.5;2.1;0.8;0.4;0.0;16.7;9.2;1.4
601;20 Chemische industrie;2013;16687;16675;11.1;5.2;12.6;18613;10.1;1.6;0.6;0.3;0.0;13.2;7.1;1.5
602;20 Chemische industrie;2014;16329;16313;15.4;5.4;12.8;18161;9.7;1.8;0.6;0.3;0.0;11.8;6.7;1.4
603;20 Chemische industrie;2015;15550;15530;19.7;5.4;12.7;17440;9.2;1.6;0.6;0.3;0.0;13.3;5.9;1.2
604;20 Chemische industrie;2016;17118;17096;22.0;4.7;12.7;18864;9.6;1.5;0.8;0.3;0.0;12.9;5.4;1.3
605;20 Chemische industrie;2017;17940;17906;34.3;5.0;13.1;19723;9.1;1.7;0.7;0.3;0.0;14.8;5.5;1.5
606;20 Chemische industrie;2018;18077;18040;36.6;4.6;14.3;19873;9.1;1.7;0.7;0.3;0.0;11.8;5.5;1.3
607;20 Chemische industrie;2019;17399;17354;45.0;4.6;13.2;19207;8.8;1.5;0.4;0.3;0.0;15.3;5.4;1.1
608;20 Chemische industrie;2020;18922;18857;65.3;4.1;14.3;20500;9.2;1.5;0.5;0.3;0.0;11.3;5.0;0.9
609;20 Chemische industrie;2021;18469;18394;75.2;3.4;13.9;19986;8.7;1.5;0.5;0.3;0.0;11.9;5.0;1.0
610;20 Chemische industrie;2022;16124;16053;70.9;2.2;13.7;17211;7.9;1.2;0.4;0.2;0.0;11.7;4.3;0.8
611;20 Chemische industrie;2023;15898;15801;97.2;1.6;13.7;16759;7.5;1.0;0.4;0.2;0.0;11.5;3.4;0.8
612;21 Farmaceutische industrie;1990;242;242;0.0;0.0;0.0;242;0.4;0.1;0.0;0.0;2.4;0.2;1.6;0.0
613;21 Farmaceutische industrie;1991;231;231;0.0;0.0;0.0;231;0.4;0.2;0.0;0.0;2.0;0.2;1.5;0.0
614;21 Farmaceutische industrie;1992;232;232;0.0;0.0;0.0;233;0.4;0.2;0.0;0.0;1.6;0.1;1.3;0.0
615;21 Farmaceutische industrie;1993;627;627;0.2;0.0;0.0;629;0.4;0.3;0.0;0.0;1.2;0.1;1.2;0.0
616;21 Farmaceutische industrie;1994;463;463;0.1;0.0;0.0;464;0.4;0.3;0.0;0.0;0.8;0.1;1.0;0.0
617;21 Farmaceutische industrie;1995;429;429;0.2;0.0;0.0;430;0.3;0.1;0.0;0.0;0.3;0.2;0.7;0.0
618;21 Farmaceutische industrie;1996;433;433;0.2;0.0;0.0;435;0.3;0.1;0.0;0.0;0.3;0.2;0.6;0.0
619;21 Farmaceutische industrie;1997;398;398;0.2;0.0;0.0;399;0.3;0.1;0.0;0.0;0.2;0.2;0.5;0.0
620;21 Farmaceutische industrie;1998;488;488;0.3;0.0;0.0;490;0.3;0.1;0.0;0.0;0.1;0.3;0.5;0.0
621;21 Farmaceutische industrie;1999;403;402;0.3;0.0;0.0;404;0.3;0.1;0.0;0.0;0.0;0.1;0.4;0.0
622;21 Farmaceutische industrie;2000;400;400;0.3;0.0;0.0;401;0.3;0.0;0.0;0.0;0.0;0.3;0.6;0.0
623;21 Farmaceutische industrie;2001;418;417;0.3;0.0;0.0;419;0.2;0.1;0.0;0.0;0.0;0.3;0.4;0.0
624;21 Farmaceutische industrie;2002;356;356;0.2;0.0;0.0;357;0.2;0.1;0.0;0.0;0.0;0.1;0.4;0.0
