ID;NederlandseEconomie;Perioden;TotaalCO2_1;CO2ExclBiomassa_2;CO2Biomassa_3;N2O_4;CH4_5;BroeikasgasEquivalent_6;NOx_7;SO2_8;NH3_9;ZuurEquivalent_10;CFK12Equivalent_11;CO_12;NMVOS_13;PM10_14
1515;K Financiële dienstverlening;2009;657;646;11.0;0.0;0.3;666;1.3;0.0;0.1;0.0;0.0;1.3;0.9;0.0
1516;K Financiële dienstverlening;2010;550;542;7.3;0.0;0.2;556;1.1;0.0;0.1;0.0;0.0;1.3;0.9;0.0
1517;K Financiële dienstverlening;2011;466;459;7.6;0.0;0.2;473;1.0;0.0;0.1;0.0;0.0;1.2;0.9;0.0
1518;K Financiële dienstverlening;2012;487;479;8.0;0.0;0.1;493;0.9;0.0;0.1;0.0;0.0;1.1;0.9;0.0
1519;K Financiële dienstverlening;2013;475;467;7.9;0.0;0.1;481;0.8;0.0;0.1;0.0;0.0;1.1;0.9;0.0
1520;K Financiële dienstverlening;2014;420;410;10.0;0.0;0.1;426;0.8;0.0;0.1;0.0;0.0;1.1;0.9;0.0
1521;K Financiële dienstverlening;2015;441;431;9.4;0.0;0.1;444;0.8;0.0;0.1;0.0;0.0;1.1;0.9;0.0
1522;K Financiële dienstverlening;2016;454;445;9.5;0.0;0.1;458;0.8;0.0;0.1;0.0;0.0;1.0;0.9;0.0
1523;K Financiële dienstverlening;2017;478;466;11.8;0.0;0.1;482;0.8;0.0;0.1;0.0;0.0;1.2;0.9;0.0
1524;K Financiële dienstverlening;2018;460;444;15.9;0.0;0.1;464;0.7;0.0;0.1;0.0;0.0;1.1;0.9;0.0
1525;K Financiële dienstverlening;2019;424;405;18.8;0.0;0.1;428;0.7;0.0;0.1;0.0;0.0;0.9;0.9;0.0
1526;K Financiële dienstverlening;2020;359;342;17.1;0.0;0.1;363;0.5;0.0;0.1;0.0;0.0;0.8;1.0;0.0
1527;K Financiële dienstverlening;2021;381;361;19.6;0.0;0.1;385;0.5;0.0;0.1;0.0;0.0;0.7;0.8;0.0
1528;K Financiële dienstverlening;2022;359;340;19.3;0.0;0.1;363;0.5;0.0;0.1;0.0;0.0;0.7;0.9;0.0
1529;K Financiële dienstverlening;2023;349;324;24.5;0.0;0.1;353;0.5;0.0;0.1;0.0;0.0;0.6;0.9;0.0
1530;L Verhuur en handel van onroerend goed;1990;525;522;2.2;0.0;0.1;528;1.2;0.1;0.0;0.0;22.1;1.1;0.4;0.1
1531;L Verhuur en handel van onroerend goed;1991;591;589;2.2;0.0;0.1;596;1.2;0.1;0.0;0.0;17.8;1.0;0.4;0.1
1532;L Verhuur en handel van onroerend goed;1992;552;550;2.4;0.0;0.2;557;1.2;0.1;0.0;0.0;13.6;1.0;0.4;0.1
1533;L Verhuur en handel van onroerend goed;1993;595;593;2.4;0.0;0.2;601;1.2;0.1;0.0;0.0;9.4;0.9;0.3;0.1
1534;L Verhuur en handel van onroerend goed;1994;558;555;2.4;0.0;0.2;564;1.2;0.1;0.0;0.0;5.1;0.9;0.3;0.0
1535;L Verhuur en handel van onroerend goed;1995;579;576;3.3;0.0;0.3;587;1.2;0.1;0.0;0.0;0.9;0.8;0.3;0.0
1536;L Verhuur en handel van onroerend goed;1996;665;661;3.3;0.0;0.4;675;1.2;0.1;0.0;0.0;0.7;0.8;0.3;0.0
1537;L Verhuur en handel van onroerend goed;1997;588;584;3.5;0.0;0.4;599;1.0;0.1;0.0;0.0;0.5;0.7;0.3;0.0
1538;L Verhuur en handel van onroerend goed;1998;573;570;3.5;0.0;0.4;584;1.0;0.1;0.0;0.0;0.2;0.7;0.2;0.0
1539;L Verhuur en handel van onroerend goed;1999;550;546;3.4;0.0;0.4;561;0.9;0.0;0.0;0.0;0.1;0.6;0.2;0.0
1540;L Verhuur en handel van onroerend goed;2000;552;548;3.9;0.0;0.4;563;1.1;0.0;0.0;0.0;0.1;0.6;0.2;0.0
1541;L Verhuur en handel van onroerend goed;2001;591;587;3.9;0.0;0.3;601;1.1;0.0;0.0;0.0;0.0;0.7;0.2;0.0
1542;L Verhuur en handel van onroerend goed;2002;586;582;3.9;0.0;0.3;596;1.0;0.0;0.0;0.0;0.0;0.7;0.2;0.0
1543;L Verhuur en handel van onroerend goed;2003;638;634;3.7;0.0;0.3;648;1.0;0.0;0.0;0.0;0.0;0.7;0.2;0.0
1544;L Verhuur en handel van onroerend goed;2004;666;661;4.7;0.0;0.3;675;0.9;0.0;0.0;0.0;0.0;0.7;0.2;0.0
1545;L Verhuur en handel van onroerend goed;2005;599;595;3.8;0.0;0.3;608;0.8;0.0;0.0;0.0;0.0;0.7;0.2;0.0
1546;L Verhuur en handel van onroerend goed;2006;588;584;4.2;0.0;0.3;597;0.8;0.0;0.0;0.0;0.0;0.7;0.2;0.0
1547;L Verhuur en handel van onroerend goed;2007;542;534;7.4;0.0;0.3;551;0.7;0.0;0.0;0.0;0.0;0.6;0.2;0.0
1548;L Verhuur en handel van onroerend goed;2008;585;576;8.7;0.0;0.3;595;0.7;0.0;0.0;0.0;0.0;0.6;0.2;0.0
1549;L Verhuur en handel van onroerend goed;2009;559;552;7.1;0.0;0.3;567;0.6;0.0;0.0;0.0;0.0;0.6;0.2;0.0
1550;L Verhuur en handel van onroerend goed;2010;485;480;5.3;0.0;0.2;492;0.5;0.0;0.0;0.0;0.0;0.5;0.2;0.0
1551;L Verhuur en handel van onroerend goed;2011;396;391;4.7;0.0;0.2;402;0.5;0.0;0.0;0.0;0.0;0.5;0.2;0.0
1552;L Verhuur en handel van onroerend goed;2012;388;383;4.6;0.0;0.2;393;0.4;0.0;0.0;0.0;0.0;0.5;0.3;0.0
1553;L Verhuur en handel van onroerend goed;2013;360;355;4.6;0.0;0.1;365;0.4;0.0;0.0;0.0;0.0;0.4;0.2;0.0
1554;L Verhuur en handel van onroerend goed;2014;308;303;5.7;0.0;0.1;313;0.4;0.0;0.0;0.0;0.0;0.4;0.2;0.0
1555;L Verhuur en handel van onroerend goed;2015;316;310;5.6;0.0;0.1;318;0.4;0.0;0.0;0.0;0.0;0.4;0.2;0.0
1556;L Verhuur en handel van onroerend goed;2016;314;308;6.0;0.0;0.1;316;0.3;0.0;0.0;0.0;0.0;0.4;0.2;0.0
1557;L Verhuur en handel van onroerend goed;2017;346;338;7.5;0.0;0.1;348;0.3;0.0;0.0;0.0;0.0;0.4;0.2;0.0
1558;L Verhuur en handel van onroerend goed;2018;288;280;8.0;0.0;0.0;290;0.3;0.0;0.0;0.0;0.0;0.3;0.2;0.0
1559;L Verhuur en handel van onroerend goed;2019;264;255;9.2;0.0;0.1;266;0.3;0.0;0.0;0.0;0.0;0.3;0.2;0.0
1560;L Verhuur en handel van onroerend goed;2020;238;229;9.5;0.0;0.0;240;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.0
1561;L Verhuur en handel van onroerend goed;2021;263;252;10.8;0.0;0.1;265;0.2;0.0;0.0;0.0;0.0;0.3;0.2;0.0
1562;L Verhuur en handel van onroerend goed;2022;241;230;11.1;0.0;0.0;243;0.2;0.0;0.0;0.0;0.0;0.3;0.2;0.0
1563;L Verhuur en handel van onroerend goed;2023;237;220;17.1;0.0;0.1;240;0.2;0.0;0.0;0.0;0.0;0.3;0.2;0.0
1564;M-N Zakelijke dienstverlening;1990;2326;2323;2.9;0.0;0.5;2344;17.8;0.9;0.2;0.4;362.6;50.8;13.6;1.3
1565;M-N Zakelijke dienstverlening;1991;2405;2402;3.0;0.0;0.5;2426;17.4;0.9;0.2;0.4;292.5;45.2;12.5;1.2
1566;M-N Zakelijke dienstverlening;1992;2427;2424;3.2;0.0;0.5;2450;17.1;0.9;0.2;0.4;222.5;42.8;11.7;1.2
1567;M-N Zakelijke dienstverlening;1993;2502;2498;3.2;0.0;0.5;2527;16.0;0.9;0.2;0.4;152.5;39.3;10.8;1.1
1568;M-N Zakelijke dienstverlening;1994;2491;2488;3.2;0.1;0.5;2520;15.4;0.9;0.3;0.4;82.5;36.8;10.0;1.0
1569;M-N Zakelijke dienstverlening;1995;2573;2569;4.4;0.1;0.6;2605;13.8;0.8;0.3;0.3;12.5;34.4;7.9;1.0
1570;M-N Zakelijke dienstverlening;1996;2665;2660;4.4;0.1;0.7;2700;13.0;0.7;0.3;0.3;12.5;33.0;7.5;0.9
1571;M-N Zakelijke dienstverlening;1997;2629;2624;4.7;0.1;0.7;2665;12.3;0.4;0.3;0.3;7.8;31.3;6.9;0.8
1572;M-N Zakelijke dienstverlening;1998;2638;2633;4.6;0.1;0.7;2674;11.6;0.4;0.4;0.3;4.2;29.0;6.3;0.8
1573;M-N Zakelijke dienstverlening;1999;2697;2692;4.6;0.1;0.6;2732;11.5;0.4;0.4;0.3;2.0;28.1;5.8;0.8
1574;M-N Zakelijke dienstverlening;2000;2765;2759;5.1;0.1;0.6;2800;11.0;0.3;0.5;0.3;1.0;26.2;4.9;0.8
1575;M-N Zakelijke dienstverlening;2001;3158;3153;5.2;0.1;0.6;3196;11.5;0.1;0.6;0.3;0.4;31.4;5.1;0.9
1576;M-N Zakelijke dienstverlening;2002;3246;3241;4.9;0.1;0.6;3284;11.2;0.1;0.6;0.3;0.0;33.0;4.8;0.8
1577;M-N Zakelijke dienstverlening;2003;3381;3377;4.5;0.1;0.6;3419;10.9;0.1;0.7;0.3;0.0;34.1;4.6;0.8
1578;M-N Zakelijke dienstverlening;2004;3531;3525;6.0;0.1;0.5;3568;10.6;0.1;0.7;0.3;0.0;34.4;4.4;0.8
1579;M-N Zakelijke dienstverlening;2005;3564;3559;4.9;0.1;0.5;3602;10.3;0.0;0.7;0.3;0.0;34.8;4.3;0.8
1580;M-N Zakelijke dienstverlening;2006;3656;3639;16.3;0.1;0.5;3695;10.2;0.0;0.7;0.3;0.0;34.9;4.2;0.7
1581;M-N Zakelijke dienstverlening;2007;3720;3629;91.2;0.1;0.6;3762;9.9;0.0;0.7;0.3;0.0;35.0;4.2;0.7
1582;M-N Zakelijke dienstverlening;2008;3853;3765;88.1;0.1;0.6;3897;9.7;0.0;0.7;0.3;0.0;34.8;4.0;0.7
1583;M-N Zakelijke dienstverlening;2009;3668;3561;106.6;0.1;0.5;3709;8.7;0.0;0.6;0.2;0.0;31.5;3.4;0.6
1584;M-N Zakelijke dienstverlening;2010;3319;3258;60.5;0.1;0.4;3354;7.9;0.0;0.5;0.2;0.0;27.0;3.3;0.5
1585;M-N Zakelijke dienstverlening;2011;3082;3004;77.8;0.1;0.4;3117;7.5;0.0;0.5;0.2;0.0;24.9;3.4;0.5
1586;M-N Zakelijke dienstverlening;2012;3150;3064;86.3;0.1;0.4;3185;7.4;0.0;0.5;0.2;0.0;24.0;3.4;0.4
1587;M-N Zakelijke dienstverlening;2013;3212;3125;87.5;0.1;0.4;3248;7.5;0.0;0.5;0.2;0.0;24.1;3.4;0.4
1588;M-N Zakelijke dienstverlening;2014;3067;2958;108.7;0.1;0.4;3103;7.2;0.0;0.5;0.2;0.0;23.5;3.5;0.4
1589;M-N Zakelijke dienstverlening;2015;3173;3076;96.2;0.1;0.2;3206;7.2;0.0;0.5;0.2;0.0;23.1;3.6;0.4
1590;M-N Zakelijke dienstverlening;2016;3356;3273;83.4;0.1;0.3;3393;7.4;0.0;0.6;0.2;0.0;25.1;3.9;0.4
1591;M-N Zakelijke dienstverlening;2017;3442;3335;107.0;0.1;0.3;3481;7.2;0.0;0.6;0.2;0.0;25.6;4.1;0.4
1592;M-N Zakelijke dienstverlening;2018;3584;3406;178.0;0.1;0.3;3626;7.3;0.0;0.6;0.2;0.0;25.2;4.2;0.4
1593;M-N Zakelijke dienstverlening;2019;3720;3485;234.6;0.1;0.3;3765;7.1;0.0;0.6;0.2;0.0;25.5;4.4;0.4
1594;M-N Zakelijke dienstverlening;2020;3053;2862;191.3;0.1;0.3;3095;5.3;0.0;0.5;0.1;0.0;22.2;4.2;0.3
1595;M-N Zakelijke dienstverlening;2021;3183;2958;225.1;0.1;0.3;3223;5.1;0.0;0.5;0.1;0.0;19.6;3.9;0.3
1596;M-N Zakelijke dienstverlening;2022;3367;3139;227.2;0.1;0.3;3410;5.2;0.0;0.6;0.1;0.0;20.5;4.1;0.4
1597;M-N Zakelijke dienstverlening;2023;3381;3149;231.5;0.1;0.3;3426;5.1;0.0;0.6;0.1;0.0;20.0;4.2;0.4
1598;M Specialistische zakelijke diensten;1990;757;755;2.0;0.0;0.1;763;4.0;0.2;0.1;0.1;199.5;8.2;3.1;0.3
1599;M Specialistische zakelijke diensten;1991;816;814;2.0;0.0;0.2;822;4.0;0.2;0.1;0.1;161.1;7.4;3.0;0.3
1600;M Specialistische zakelijke diensten;1992;796;794;2.1;0.0;0.2;802;4.1;0.3;0.1;0.1;122.8;7.1;2.9;0.3
1601;M Specialistische zakelijke diensten;1993;841;838;2.2;0.0;0.2;849;3.9;0.3;0.1;0.1;84.4;6.6;2.8;0.3
1602;M Specialistische zakelijke diensten;1994;811;809;2.2;0.0;0.2;820;4.0;0.3;0.1;0.1;46.0;6.1;2.7;0.3
1603;M Specialistische zakelijke diensten;1995;839;836;3.0;0.0;0.3;849;3.4;0.2;0.1;0.1;7.6;5.6;2.0;0.2
1604;M Specialistische zakelijke diensten;1996;913;910;3.0;0.0;0.3;926;3.3;0.3;0.1;0.1;7.0;5.3;1.9;0.2
1605;M Specialistische zakelijke diensten;1997;857;854;3.2;0.0;0.4;870;3.0;0.1;0.1;0.1;4.5;5.0;1.8;0.2
1606;M Specialistische zakelijke diensten;1998;854;851;3.1;0.0;0.4;867;2.9;0.2;0.1;0.1;2.4;4.6;1.7;0.2
1607;M Specialistische zakelijke diensten;1999;852;849;3.1;0.0;0.3;865;3.0;0.1;0.1;0.1;1.1;4.4;1.7;0.2
1608;M Specialistische zakelijke diensten;2000;865;861;3.5;0.0;0.4;878;2.9;0.1;0.1;0.1;0.6;4.0;1.6;0.2
1609;M Specialistische zakelijke diensten;2001;910;907;3.5;0.0;0.3;923;2.9;0.0;0.1;0.1;0.3;4.1;1.5;0.2
1610;M Specialistische zakelijke diensten;2002;890;887;3.3;0.0;0.3;902;2.7;0.0;0.1;0.1;0.0;3.9;1.5;0.2
1611;M Specialistische zakelijke diensten;2003;921;918;3.1;0.0;0.3;933;2.6;0.0;0.1;0.1;0.0;3.8;1.4;0.2
1612;M Specialistische zakelijke diensten;2004;969;965;4.1;0.0;0.3;980;2.6;0.0;0.1;0.1;0.0;3.8;1.4;0.2
1613;M Specialistische zakelijke diensten;2005;910;907;3.3;0.0;0.3;921;2.4;0.0;0.1;0.1;0.0;3.5;1.4;0.2
1614;M Specialistische zakelijke diensten;2006;913;908;5.2;0.0;0.3;924;2.4;0.0;0.1;0.1;0.0;3.5;1.4;0.2
1615;M Specialistische zakelijke diensten;2007;870;853;16.9;0.0;0.3;881;2.2;0.0;0.1;0.1;0.0;3.3;1.4;0.1
1616;M Specialistische zakelijke diensten;2008;917;899;17.4;0.0;0.3;929;2.2;0.0;0.1;0.1;0.0;3.2;1.4;0.1
1617;M Specialistische zakelijke diensten;2009;912;893;18.9;0.0;0.3;924;2.1;0.0;0.1;0.1;0.0;3.0;1.3;0.1
1618;M Specialistische zakelijke diensten;2010;820;808;12.1;0.0;0.2;829;1.9;0.0;0.1;0.0;0.0;2.7;1.3;0.1
1619;M Specialistische zakelijke diensten;2011;684;671;13.3;0.0;0.2;692;1.7;0.0;0.1;0.0;0.0;2.3;1.3;0.1
1620;M Specialistische zakelijke diensten;2012;719;705;14.5;0.0;0.2;728;1.7;0.0;0.1;0.0;0.0;2.2;1.3;0.1
1621;M Specialistische zakelijke diensten;2013;706;691;14.7;0.0;0.2;714;1.7;0.0;0.1;0.0;0.0;2.1;1.2;0.1
1622;M Specialistische zakelijke diensten;2014;685;665;19.9;0.0;0.2;693;1.7;0.0;0.1;0.0;0.0;2.7;1.3;0.1
1623;M Specialistische zakelijke diensten;2015;736;718;18.8;0.0;0.1;743;1.7;0.0;0.1;0.0;0.0;2.8;1.3;0.1
1624;M Specialistische zakelijke diensten;2016;742;725;16.8;0.0;0.1;748;1.7;0.0;0.1;0.0;0.0;2.6;1.4;0.1
1625;M Specialistische zakelijke diensten;2017;788;767;21.6;0.0;0.1;796;1.6;0.0;0.1;0.0;0.0;2.8;1.4;0.1
1626;M Specialistische zakelijke diensten;2018;789;757;31.8;0.0;0.1;796;1.5;0.0;0.1;0.0;0.0;2.6;1.4;0.1
1627;M Specialistische zakelijke diensten;2019;795;754;41.0;0.0;0.1;803;1.4;0.0;0.1;0.0;0.0;2.8;1.5;0.1
1628;M Specialistische zakelijke diensten;2020;688;651;36.3;0.0;0.1;695;1.1;0.0;0.1;0.0;0.0;2.3;1.6;0.1
1629;M Specialistische zakelijke diensten;2021;721;680;40.8;0.0;0.1;728;1.1;0.0;0.1;0.0;0.0;1.9;1.4;0.1
1630;M Specialistische zakelijke diensten;2022;732;689;42.7;0.0;0.1;739;1.1;0.0;0.1;0.0;0.0;1.9;1.5;0.1
1631;M Specialistische zakelijke diensten;2023;727;676;50.5;0.0;0.1;735;1.1;0.0;0.1;0.0;0.0;1.9;1.5;0.1
1632;N Verhuur en overige zakelijke diensten;1990;1568;1567;1.0;0.0;0.3;1582;13.9;0.7;0.1;0.3;163.0;42.6;10.5;1.0
1633;N Verhuur en overige zakelijke diensten;1991;1589;1588;1.0;0.0;0.3;1604;13.4;0.7;0.1;0.3;131.4;37.8;9.4;0.9
1634;N Verhuur en overige zakelijke diensten;1992;1631;1630;1.0;0.0;0.3;1648;13.0;0.7;0.2;0.3;99.8;35.7;8.7;0.9
1635;N Verhuur en overige zakelijke diensten;1993;1661;1660;1.0;0.0;0.3;1679;12.1;0.7;0.2;0.3;68.1;32.7;8.0;0.8
1636;N Verhuur en overige zakelijke diensten;1994;1679;1678;1.1;0.0;0.3;1699;11.4;0.7;0.2;0.3;36.5;30.7;7.3;0.8
1637;N Verhuur en overige zakelijke diensten;1995;1734;1733;1.4;0.0;0.3;1755;10.4;0.6;0.2;0.3;4.9;28.9;5.9;0.7
1638;N Verhuur en overige zakelijke diensten;1996;1751;1750;1.4;0.1;0.3;1774;9.8;0.5;0.2;0.2;5.5;27.7;5.6;0.7
1639;N Verhuur en overige zakelijke diensten;1997;1772;1771;1.5;0.1;0.3;1795;9.2;0.2;0.3;0.2;3.3;26.4;5.1;0.6
1640;N Verhuur en overige zakelijke diensten;1998;1784;1783;1.5;0.1;0.3;1807;8.7;0.2;0.3;0.2;1.8;24.4;4.5;0.6
1641;N Verhuur en overige zakelijke diensten;1999;1845;1843;1.5;0.1;0.3;1867;8.5;0.3;0.3;0.2;0.9;23.8;4.1;0.6
1642;N Verhuur en overige zakelijke diensten;2000;1900;1898;1.7;0.1;0.3;1922;8.1;0.2;0.4;0.2;0.4;22.2;3.4;0.6
1643;N Verhuur en overige zakelijke diensten;2001;2248;2246;1.7;0.1;0.3;2274;8.6;0.1;0.5;0.2;0.2;27.4;3.6;0.6
1644;N Verhuur en overige zakelijke diensten;2002;2356;2354;1.6;0.1;0.3;2382;8.4;0.1;0.5;0.2;0.0;29.0;3.4;0.6
1645;N Verhuur en overige zakelijke diensten;2003;2460;2459;1.4;0.1;0.3;2487;8.2;0.0;0.5;0.2;0.0;30.3;3.2;0.6
1646;N Verhuur en overige zakelijke diensten;2004;2562;2560;1.9;0.1;0.3;2588;8.0;0.0;0.6;0.2;0.0;30.7;3.0;0.6
1647;N Verhuur en overige zakelijke diensten;2005;2654;2652;1.6;0.1;0.3;2681;7.9;0.0;0.6;0.2;0.0;31.3;2.9;0.6
1648;N Verhuur en overige zakelijke diensten;2006;2743;2732;11.1;0.1;0.3;2771;7.8;0.0;0.6;0.2;0.0;31.4;2.8;0.6
1649;N Verhuur en overige zakelijke diensten;2007;2851;2777;74.3;0.1;0.3;2881;7.7;0.0;0.6;0.2;0.0;31.8;2.8;0.6
1650;N Verhuur en overige zakelijke diensten;2008;2937;2866;70.8;0.1;0.3;2969;7.5;0.0;0.6;0.2;0.0;31.5;2.6;0.5
1651;N Verhuur en overige zakelijke diensten;2009;2756;2668;87.7;0.1;0.2;2786;6.6;0.0;0.5;0.2;0.0;28.5;2.1;0.5
1652;N Verhuur en overige zakelijke diensten;2010;2499;2450;48.4;0.1;0.2;2525;6.0;0.0;0.4;0.2;0.0;24.3;2.0;0.4
1653;N Verhuur en overige zakelijke diensten;2011;2398;2334;64.6;0.1;0.2;2425;5.8;0.0;0.4;0.2;0.0;22.5;2.1;0.4
1654;N Verhuur en overige zakelijke diensten;2012;2431;2359;71.8;0.1;0.2;2458;5.8;0.0;0.4;0.2;0.0;21.8;2.1;0.3
1655;N Verhuur en overige zakelijke diensten;2013;2506;2433;72.8;0.1;0.2;2534;5.8;0.0;0.4;0.2;0.0;22.0;2.2;0.3
1656;N Verhuur en overige zakelijke diensten;2014;2383;2294;88.8;0.1;0.2;2410;5.6;0.0;0.4;0.1;0.0;20.8;2.2;0.3
1657;N Verhuur en overige zakelijke diensten;2015;2436;2359;77.4;0.1;0.2;2463;5.6;0.0;0.4;0.1;0.0;20.3;2.3;0.3
1658;N Verhuur en overige zakelijke diensten;2016;2615;2548;66.6;0.1;0.2;2644;5.7;0.0;0.5;0.2;0.0;22.5;2.6;0.3
1659;N Verhuur en overige zakelijke diensten;2017;2654;2568;85.4;0.1;0.2;2685;5.6;0.0;0.5;0.1;0.0;22.7;2.7;0.3
1660;N Verhuur en overige zakelijke diensten;2018;2795;2649;146.2;0.1;0.2;2830;5.8;0.0;0.5;0.2;0.0;22.6;2.8;0.3
1661;N Verhuur en overige zakelijke diensten;2019;2924;2731;193.6;0.1;0.2;2962;5.6;0.0;0.5;0.2;0.0;22.7;2.9;0.3
1662;N Verhuur en overige zakelijke diensten;2020;2366;2211;155.0;0.1;0.2;2400;4.2;0.0;0.4;0.1;0.0;19.9;2.6;0.3
1663;N Verhuur en overige zakelijke diensten;2021;2462;2278;184.3;0.1;0.2;2495;4.0;0.0;0.4;0.1;0.0;17.7;2.4;0.3
1664;N Verhuur en overige zakelijke diensten;2022;2635;2450;184.5;0.1;0.2;2671;4.0;0.0;0.5;0.1;0.0;18.6;2.6;0.3
1665;N Verhuur en overige zakelijke diensten;2023;2654;2473;181.0;0.1;0.2;2691;4.0;0.0;0.5;0.1;0.0;18.2;2.6;0.3
1666;O-Q Overheid en zorg;1990;4013;3413;600.6;2.1;6.5;4751;12.8;0.8;0.2;0.3;619.9;9.9;5.6;0.7
1667;O-Q Overheid en zorg;1991;4331;3727;604.0;2.1;11.1;5208;12.3;0.7;0.2;0.3;500.8;9.2;5.3;0.6
1668;O-Q Overheid en zorg;1992;4153;3525;627.5;2.1;11.4;5041;12.0;0.7;0.2;0.3;381.7;9.0;5.0;0.6
1669;O-Q Overheid en zorg;1993;4362;3733;629.8;2.1;11.7;5252;12.1;0.6;0.2;0.3;262.6;8.5;4.7;0.6
1670;O-Q Overheid en zorg;1994;4102;3475;626.3;2.1;7.4;4862;10.5;0.5;0.2;0.3;143.5;8.0;4.4;0.5
1671;O-Q Overheid en zorg;1995;4083;3511;571.3;2.0;5.8;4779;11.7;0.4;0.2;0.3;24.4;7.8;4.0;0.4
1672;O-Q Overheid en zorg;1996;4514;3941;572.8;1.9;6.3;5208;11.5;0.4;0.2;0.3;22.0;7.9;4.5;0.4
1673;O-Q Overheid en zorg;1997;4094;3514;580.3;1.9;6.3;4783;11.0;0.4;0.2;0.3;13.2;7.5;4.0;0.4
1674;O-Q Overheid en zorg;1998;4049;3468;581.3;1.9;6.4;4733;11.0;0.3;0.2;0.3;7.3;7.5;4.0;0.4
1675;O-Q Overheid en zorg;1999;4021;3457;563.6;1.9;6.8;4710;11.5;0.4;0.2;0.3;3.2;7.8;3.7;0.4
1676;O-Q Overheid en zorg;2000;3987;3411;575.1;1.8;6.3;4663;11.0;0.3;0.2;0.3;1.6;7.3;3.6;0.4
1677;O-Q Overheid en zorg;2001;4075;3492;583.2;1.8;6.2;4739;9.9;0.3;0.2;0.2;0.6;7.1;3.6;0.4
1678;O-Q Overheid en zorg;2002;4057;3492;564.5;1.7;6.5;4715;10.0;0.3;0.2;0.2;0.0;7.1;3.6;0.4
1679;O-Q Overheid en zorg;2003;4326;3753;573.3;1.7;6.1;4962;9.1;0.2;0.2;0.2;0.0;7.1;3.8;0.3
1680;O-Q Overheid en zorg;2004;4616;4025;590.8;1.7;6.3;5263;8.9;0.2;0.3;0.2;0.0;7.3;3.8;0.3
1681;O-Q Overheid en zorg;2005;4237;3653;584.0;1.6;6.1;4871;7.7;0.2;0.3;0.2;0.0;6.9;3.8;0.3
1682;O-Q Overheid en zorg;2006;4184;3634;549.9;1.6;5.8;4815;7.7;0.2;0.2;0.2;0.0;6.9;3.8;0.3
1683;O-Q Overheid en zorg;2007;3885;3293;591.8;1.7;6.2;4532;7.1;0.2;0.2;0.2;0.0;6.8;3.8;0.3
1684;O-Q Overheid en zorg;2008;4110;3510;600.4;1.7;6.1;4761;6.9;0.2;0.2;0.2;0.0;6.7;3.7;0.3
1685;O-Q Overheid en zorg;2009;4184;3594;589.3;1.6;6.5;4838;6.7;0.2;0.3;0.2;0.0;6.4;3.8;0.3
1686;O-Q Overheid en zorg;2010;4748;4139;608.9;1.6;6.3;5400;7.3;0.2;0.3;0.2;0.0;6.5;4.0;0.3
1687;O-Q Overheid en zorg;2011;3939;3335;604.3;1.7;5.8;4592;7.2;0.2;0.3;0.2;0.0;6.4;4.0;0.3
1688;O-Q Overheid en zorg;2012;4394;3775;619.6;1.6;5.9;5042;6.4;0.2;0.3;0.2;0.0;6.3;3.8;0.2
1689;O-Q Overheid en zorg;2013;4237;3679;558.0;1.6;5.5;4879;6.5;0.2;0.3;0.2;0.0;6.2;3.8;0.2
1690;O-Q Overheid en zorg;2014;3648;3044;604.3;1.6;5.7;4289;5.8;0.2;0.3;0.1;0.0;5.9;3.9;0.2
1691;O-Q Overheid en zorg;2015;3818;3189;628.7;1.6;5.0;4440;5.6;0.2;0.3;0.1;0.0;5.6;3.8;0.2
1692;O-Q Overheid en zorg;2016;3880;3228;651.5;1.7;5.4;4518;5.6;0.2;0.3;0.1;0.0;5.7;4.1;0.2
1693;O-Q Overheid en zorg;2017;3773;3117;656.8;1.7;5.4;4417;5.4;0.2;0.3;0.1;0.0;5.6;4.2;0.2
1694;O-Q Overheid en zorg;2018;3677;3011;666.3;1.7;5.3;4302;5.3;0.2;0.3;0.1;0.0;5.6;4.2;0.2
1695;O-Q Overheid en zorg;2019;3513;2816;697.3;1.7;5.4;4138;5.2;0.2;0.3;0.1;0.0;5.4;4.3;0.2
1696;O-Q Overheid en zorg;2020;3232;2543;689.1;1.7;5.3;3852;4.9;0.2;0.3;0.1;0.0;4.9;5.0;0.2
1697;O-Q Overheid en zorg;2021;3401;2750;651.7;1.7;5.3;4019;4.9;0.2;0.3;0.1;0.0;4.5;4.3;0.2
1698;O-Q Overheid en zorg;2022;3193;2532;660.6;1.7;5.2;3805;6.1;0.2;0.3;0.2;0.0;4.8;4.5;0.3
1699;O-Q Overheid en zorg;2023;3184;2460;724.6;1.7;5.4;3805;6.0;0.2;0.3;0.2;0.0;4.8;4.6;0.3
1700;O Openbaar bestuur en overheidsdiensten;1990;2236;1643;593.1;1.4;6.1;2790;9.3;0.6;0.1;0.2;180.3;5.2;2.0;0.5
1701;O Openbaar bestuur en overheidsdiensten;1991;2335;1738;596.4;1.5;10.6;3025;8.8;0.6;0.1;0.2;146.0;5.0;1.9;0.5
1702;O Openbaar bestuur en overheidsdiensten;1992;2290;1671;619.5;1.5;10.9;2990;9.0;0.5;0.1;0.2;111.6;5.0;1.8;0.5
1703;O Openbaar bestuur en overheidsdiensten;1993;2361;1740;621.6;1.5;11.1;3073;8.8;0.5;0.1;0.2;77.2;4.9;1.7;0.4
