ID;Vakantiekenmerken;Perioden;TotaalAantalKorteVakantiesNederland_1;TotaalSeizoenrecreatieveLogiesvormen_2;SLCaravanVouwwagen_3;OverigeSeizoenrecreatieveLogiesvormen_4;TotaalToeristischeLogiesvormen_5;TLWoningVanAndereParticulier_6;TLHotel_7;TLZomerhuisjeBungalow_8;TLTentBungalowtent_9;TLCaravanVouwwagen_10;TLJeugdherbergOfAndereGroepsaccommo_11;OverigeToeristischeLogiesvormen_12
429;Noord-Brabant (PV);2011;1322.0;408.0;302.0;106.0;914.0;37.0;266.0;359.0;58.0;90.0;44.0;60.0
430;Noord-Brabant (PV);2012;1206.0;350.0;220.0;130.0;856.0;46.0;258.0;348.0;35.0;73.0;68.0;28.0
431;Noord-Brabant (PV);2013;1192.0;341.0;260.0;81.0;851.0;53.0;299.0;282.0;37.0;51.0;75.0;53.0
432;Noord-Brabant (PV);2014;1106.0;313.0;145.0;168.0;794.0;51.0;272.0;265.0;48.0;71.0;31.0;56.0
433;Noord-Brabant (PV);2015;1064.0;315.0;105.0;210.0;750.0;81.0;230.0;245.0;39.0;57.0;38.0;60.0
434;Noord-Brabant (PV);2016;1223.0;382.0;184.0;198.0;840.0;87.0;290.0;260.0;38.0;53.0;51.0;61.0
435;Limburg (PV);2002;1171.0;133.0;131.0;3.0;1038.0;65.0;382.0;409.0;69.0;56.0;20.0;37.0
436;Limburg (PV);2003;995.0;106.0;97.0;9.0;889.0;32.0;351.0;310.0;60.0;41.0;30.0;65.0
437;Limburg (PV);2004;1011.0;68.0;60.0;8.0;943.0;41.0;380.0;346.0;47.0;40.0;31.0;57.0
438;Limburg (PV);2005;939.0;24.0;18.0;6.0;915.0;54.0;342.0;353.0;30.0;46.0;31.0;59.0
439;Limburg (PV);2006;1079.0;67.0;41.0;26.0;1012.0;40.0;430.0;407.0;37.0;33.0;20.0;45.0
440;Limburg (PV);2007;1110.0;59.0;48.0;11.0;1051.0;66.0;438.0;390.0;46.0;43.0;16.0;53.0
441;Limburg (PV);2008;1094.0;117.0;105.0;12.0;977.0;17.0;401.0;397.0;33.0;53.0;19.0;57.0
442;Limburg (PV);2009;1161.0;157.0;117.0;40.0;1004.0;25.0;405.0;407.0;31.0;52.0;20.0;63.0
443;Limburg (PV);2010;1178.0;79.0;46.0;33.0;1099.0;48.0;435.0;438.0;34.0;42.0;24.0;77.0
444;Limburg (PV);2011;1218.0;102.0;72.0;30.0;1116.0;52.0;458.0;386.0;34.0;60.0;19.0;107.0
445;Limburg (PV);2012;1273.0;160.0;123.0;37.0;1113.0;50.0;496.0;377.0;37.0;78.0;14.0;61.0
446;Limburg (PV);2013;1026.0;36.0;22.0;14.0;990.0;37.0;460.0;346.0;21.0;66.0;20.0;41.0
447;Limburg (PV);2014;1031.0;68.0;41.0;27.0;963.0;60.0;391.0;366.0;17.0;49.0;6.0;73.0
448;Limburg (PV);2015;1015.0;102.0;66.0;36.0;913.0;51.0;360.0;359.0;28.0;51.0;9.0;54.0
449;Limburg (PV);2016;1129.0;96.0;66.0;30.0;1033.0;68.0;441.0;332.0;41.0;52.0;17.0;81.0
450;Geboekt bij een reisbureau;2002;316.0;;;;316.0;8.0;188.0;99.0;0.0;0.0;7.0;14.0
451;Geboekt bij een reisbureau;2003;277.0;;;;277.0;0.0;145.0;91.0;0.0;17.0;7.0;17.0
452;Geboekt bij een reisbureau;2004;436.0;;;;436.0;1.0;199.0;175.0;6.0;19.0;9.0;28.0
453;Geboekt bij een reisbureau;2005;603.0;;;;603.0;6.0;241.0;276.0;22.0;11.0;10.0;38.0
454;Geboekt bij een reisbureau;2006;753.0;;;;753.0;4.0;332.0;303.0;25.0;31.0;13.0;47.0
455;Geboekt bij een reisbureau;2007;706.0;;;;706.0;3.0;301.0;289.0;21.0;25.0;22.0;44.0
456;Geboekt bij een reisbureau;2008;812.0;;;;812.0;17.0;351.0;333.0;12.0;39.0;18.0;43.0
457;Geboekt bij een reisbureau;2009;796.0;;;;796.0;15.0;299.0;356.0;30.0;38.0;31.0;27.0
458;Geboekt bij een reisbureau;2010;785.0;;;;785.0;7.0;311.0;349.0;24.0;39.0;23.0;32.0
459;Geboekt bij een reisbureau;2011;791.0;;;;791.0;8.0;259.0;376.0;37.0;65.0;11.0;36.0
460;Geboekt bij een reisbureau;2012;815.0;;;;813.0;39.0;250.0;363.0;64.0;41.0;14.0;42.0
461;Geboekt bij een reisbureau;2013;691.0;;;;691.0;20.0;210.0;353.0;27.0;43.0;7.0;31.0
462;Geboekt bij een reisbureau;2014;809.0;;;;809.0;26.0;281.0;357.0;58.0;32.0;24.0;31.0
463;Geboekt bij een reisbureau;2015;958.0;;;;958.0;35.0;393.0;345.0;81.0;34.0;14.0;56.0
464;Geboekt bij een reisbureau;2016;1153.0;;;;1153.0;33.0;476.0;443.0;68.0;51.0;19.0;62.0
465;Geboekt bij een bank, VVV, e.d.;2002;387.0;;;;387.0;2.0;182.0;147.0;3.0;2.0;33.0;18.0
466;Geboekt bij een bank, VVV, e.d.;2003;591.0;;;;591.0;9.0;334.0;148.0;24.0;20.0;33.0;24.0
467;Geboekt bij een bank, VVV, e.d.;2004;422.0;;;;422.0;4.0;244.0;64.0;26.0;34.0;26.0;24.0
468;Geboekt bij een bank, VVV, e.d.;2005;434.0;;;;434.0;4.0;230.0;91.0;38.0;32.0;15.0;24.0
469;Geboekt bij een bank, VVV, e.d.;2006;203.0;;;;203.0;2.0;76.0;27.0;28.0;33.0;19.0;17.0
470;Geboekt bij een bank, VVV, e.d.;2007;204.0;;;;204.0;12.0;84.0;52.0;31.0;5.0;7.0;13.0
471;Geboekt bij een bank, VVV, e.d.;2008;445.0;;;;445.0;8.0;268.0;89.0;23.0;16.0;20.0;20.0
472;Geboekt bij een bank, VVV, e.d.;2009;605.0;;;;605.0;10.0;414.0;100.0;25.0;15.0;17.0;23.0
473;Geboekt bij een bank, VVV, e.d.;2010;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0
474;Geboekt bij een bank, VVV, e.d.;2011;;;;;;;;;;;;
475;Geboekt bij een bank, VVV, e.d.;2012;1679.0;;;;1679.0;14.0;1351.0;189.0;14.0;33.0;4.0;73.0
476;Geboekt bij een bank, VVV, e.d.;2013;1782.0;;;;1782.0;24.0;1397.0;197.0;16.0;50.0;31.0;67.0
477;Geboekt bij een bank, VVV, e.d.;2014;1691.0;;;;1691.0;59.0;1311.0;154.0;12.0;38.0;12.0;105.0
478;Geboekt bij een bank, VVV, e.d.;2015;1607.0;;;;1607.0;71.0;1220.0;120.0;15.0;36.0;10.0;135.0
479;Geboekt bij een bank, VVV, e.d.;2016;1697.0;;;;1697.0;96.0;1295.0;102.0;18.0;23.0;14.0;149.0
480;Geb. boek-centr. hotel-/bungalowketen;2002;857.0;;;;857.0;0.0;168.0;676.0;0.0;0.0;3.0;10.0
481;Geb. boek-centr. hotel-/bungalowketen;2003;937.0;;;;937.0;0.0;204.0;707.0;5.0;5.0;0.0;17.0
482;Geb. boek-centr. hotel-/bungalowketen;2004;976.0;;;;976.0;0.0;245.0;716.0;2.0;3.0;0.0;11.0
483;Geb. boek-centr. hotel-/bungalowketen;2005;965.0;;;;965.0;0.0;246.0;690.0;7.0;5.0;2.0;15.0
484;Geb. boek-centr. hotel-/bungalowketen;2006;1016.0;;;;1016.0;0.0;316.0;674.0;0.0;8.0;3.0;16.0
485;Geb. boek-centr. hotel-/bungalowketen;2007;1251.0;;;;1251.0;0.0;441.0;781.0;5.0;14.0;2.0;6.0
486;Geb. boek-centr. hotel-/bungalowketen;2008;1249.0;;;;1249.0;3.0;475.0;737.0;6.0;10.0;0.0;19.0
487;Geb. boek-centr. hotel-/bungalowketen;2009;1281.0;;;;1281.0;0.0;440.0;800.0;6.0;10.0;3.0;24.0
488;Geb. boek-centr. hotel-/bungalowketen;2010;1369.0;;;;1369.0;5.0;507.0;829.0;8.0;5.0;4.0;11.0
489;Geb. boek-centr. hotel-/bungalowketen;2011;1718.0;;;;1718.0;2.0;711.0;934.0;14.0;22.0;4.0;30.0
490;Geb. boek-centr. hotel-/bungalowketen;2012;1805.0;;;;1805.0;42.0;844.0;849.0;5.0;40.0;7.0;19.0
491;Geb. boek-centr. hotel-/bungalowketen;2013;1368.0;;;;1368.0;25.0;609.0;698.0;3.0;10.0;6.0;16.0
492;Geb. boek-centr. hotel-/bungalowketen;2014;1404.0;;;;1404.0;37.0;640.0;684.0;4.0;10.0;2.0;27.0
493;Geb. boek-centr. hotel-/bungalowketen;2015;1466.0;;;;1466.0;40.0;713.0;665.0;6.0;13.0;3.0;26.0
494;Geb. boek-centr. hotel-/bungalowketen;2016;1479.0;;;;1479.0;27.0;744.0;666.0;2.0;14.0;5.0;22.0
495;Rechtstreeks geboekt bij reisorganisatie;2002;53.0;;;;53.0;0.0;22.0;1.0;0.0;0.0;18.0;11.0
496;Rechtstreeks geboekt bij reisorganisatie;2003;53.0;;;;53.0;2.0;19.0;9.0;2.0;3.0;9.0;9.0
497;Rechtstreeks geboekt bij reisorganisatie;2004;43.0;;;;43.0;3.0;13.0;10.0;6.0;0.0;9.0;2.0
498;Rechtstreeks geboekt bij reisorganisatie;2005;18.0;;;;18.0;0.0;5.0;0.0;0.0;0.0;12.0;0.0
499;Rechtstreeks geboekt bij reisorganisatie;2006;39.0;;;;39.0;2.0;20.0;6.0;0.0;0.0;10.0;0.0
500;Rechtstreeks geboekt bij reisorganisatie;2007;46.0;;;;46.0;0.0;21.0;5.0;0.0;2.0;12.0;7.0
501;Rechtstreeks geboekt bij reisorganisatie;2008;36.0;;;;36.0;7.0;14.0;2.0;;0.0;;4.0
502;Rechtstreeks geboekt bij reisorganisatie;2009;42.0;;;;42.0;2.0;15.0;4.0;8.0;2.0;8.0;2.0
503;Rechtstreeks geboekt bij reisorganisatie;2010;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0
504;Rechtstreeks geboekt bij reisorganisatie;2011;;;;;;;;;;;;
505;Rechtstreeks geboekt bij reisorganisatie;2012;36.0;;;;36.0;5.0;17.0;3.0;;3.0;3.0;3.0
506;Rechtstreeks geboekt bij reisorganisatie;2013;;;;;;;;;;;;
507;Rechtstreeks geboekt bij reisorganisatie;2014;;;;;;;;;;;;
508;Rechtstreeks geboekt bij reisorganisatie;2015;;;;;;;;;;;;
509;Rechtstreeks geboekt bij reisorganisatie;2016;;;;;;;;;;;;
510;Boekingsinstantie onbekend;2002;705.0;;;;705.0;11.0;179.0;243.0;10.0;1.0;191.0;70.0
511;Boekingsinstantie onbekend;2003;658.0;;;;658.0;18.0;143.0;225.0;55.0;37.0;129.0;51.0
512;Boekingsinstantie onbekend;2004;834.0;;;;834.0;25.0;210.0;182.0;92.0;62.0;216.0;47.0
513;Boekingsinstantie onbekend;2005;800.0;;;;800.0;17.0;260.0;161.0;98.0;57.0;144.0;64.0
514;Boekingsinstantie onbekend;2006;979.0;;;;979.0;27.0;285.0;229.0;87.0;77.0;224.0;51.0
515;Boekingsinstantie onbekend;2007;1061.0;;;;1061.0;27.0;298.0;277.0;95.0;100.0;196.0;68.0
516;Boekingsinstantie onbekend;2008;832.0;;;;832.0;20.0;239.0;290.0;50.0;55.0;109.0;69.0
517;Boekingsinstantie onbekend;2009;778.0;;;;778.0;27.0;232.0;225.0;48.0;71.0;119.0;56.0
518;Boekingsinstantie onbekend;2010;853.0;;;;853.0;19.0;240.0;205.0;50.0;132.0;135.0;72.0
519;Boekingsinstantie onbekend;2011;628.0;;;;628.0;9.0;127.0;208.0;57.0;82.0;109.0;35.0
520;Boekingsinstantie onbekend;2012;624.0;;;;624.0;19.0;132.0;206.0;69.0;62.0;90.0;46.0
521;Boekingsinstantie onbekend;2013;801.0;;;;801.0;44.0;285.0;199.0;59.0;81.0;91.0;43.0
522;Boekingsinstantie onbekend;2014;859.0;;;;859.0;42.0;249.0;213.0;48.0;102.0;113.0;91.0
523;Boekingsinstantie onbekend;2015;751.0;;;;751.0;44.0;197.0;222.0;54.0;65.0;109.0;61.0
524;Boekingsinstantie onbekend;2016;816.0;;;;816.0;73.0;279.0;170.0;79.0;51.0;103.0;63.0
525;Log. rechtstr. geres. eigenaar/beheerder;2002;;;;;;;;;;;;
526;Log. rechtstr. geres. eigenaar/beheerder;2003;2438.0;;;;2438.0;51.0;1079.0;445.0;214.0;244.0;199.0;205.0
527;Log. rechtstr. geres. eigenaar/beheerder;2004;2278.0;;;;2278.0;35.0;1092.0;383.0;160.0;274.0;170.0;165.0
528;Log. rechtstr. geres. eigenaar/beheerder;2005;2267.0;;;;2267.0;83.0;1029.0;423.0;125.0;180.0;224.0;205.0
529;Log. rechtstr. geres. eigenaar/beheerder;2006;2359.0;;;;2359.0;57.0;1165.0;459.0;154.0;204.0;152.0;170.0
530;Log. rechtstr. geres. eigenaar/beheerder;2007;2409.0;;;;2409.0;47.0;1257.0;509.0;107.0;182.0;129.0;178.0
531;Log. rechtstr. geres. eigenaar/beheerder;2008;2164.0;;;;2164.0;42.0;1003.0;405.0;117.0;223.0;149.0;226.0
532;Log. rechtstr. geres. eigenaar/beheerder;2009;2171.0;;;;2171.0;32.0;1094.0;409.0;153.0;173.0;107.0;203.0
533;Log. rechtstr. geres. eigenaar/beheerder;2010;2340.0;;;;2340.0;31.0;1215.0;457.0;121.0;150.0;114.0;252.0
534;Log. rechtstr. geres. eigenaar/beheerder;2011;1812.0;;;;1812.0;41.0;717.0;362.0;116.0;231.0;98.0;247.0
535;Log. rechtstr. geres. eigenaar/beheerder;2012;1747.0;;;;1747.0;50.0;708.0;348.0;117.0;192.0;107.0;226.0
536;Log. rechtstr. geres. eigenaar/beheerder;2013;1678.0;;;;1678.0;67.0;678.0;289.0;116.0;182.0;125.0;220.0
537;Log. rechtstr. geres. eigenaar/beheerder;2014;1506.0;;;;1506.0;56.0;673.0;202.0;130.0;173.0;57.0;214.0
538;Log. rechtstr. geres. eigenaar/beheerder;2015;1411.0;;;;1411.0;55.0;584.0;194.0;60.0;204.0;77.0;237.0
539;Log. rechtstr. geres. eigenaar/beheerder;2016;1464.0;;;;1464.0;72.0;560.0;211.0;117.0;202.0;90.0;212.0
540;Logies niet vooraf geboekt;2002;;;;;;;;;;;;
541;Logies niet vooraf geboekt;2003;1586.0;;;;1586.0;455.0;119.0;243.0;281.0;322.0;49.0;117.0
542;Logies niet vooraf geboekt;2004;1314.0;;;;1314.0;411.0;79.0;276.0;204.0;209.0;13.0;122.0
543;Logies niet vooraf geboekt;2005;1321.0;;;;1321.0;464.0;82.0;265.0;130.0;274.0;16.0;89.0
544;Logies niet vooraf geboekt;2006;1336.0;;;;1336.0;510.0;90.0;258.0;138.0;205.0;46.0;89.0
545;Logies niet vooraf geboekt;2007;1254.0;;;;1254.0;454.0;81.0;246.0;134.0;219.0;27.0;93.0
546;Logies niet vooraf geboekt;2008;1210.0;;;;1210.0;438.0;75.0;230.0;152.0;210.0;25.0;80.0
547;Logies niet vooraf geboekt;2009;1273.0;;;;1273.0;407.0;76.0;268.0;137.0;215.0;39.0;131.0
548;Logies niet vooraf geboekt;2010;1018.0;;;;1018.0;373.0;78.0;185.0;139.0;143.0;13.0;87.0
549;Logies niet vooraf geboekt;2011;890.0;;;;890.0;276.0;68.0;158.0;92.0;201.0;25.0;70.0
550;Logies niet vooraf geboekt;2012;1126.0;;;;1126.0;436.0;52.0;225.0;105.0;207.0;21.0;79.0
551;Logies niet vooraf geboekt;2013;1034.0;;;;1034.0;431.0;38.0;159.0;82.0;205.0;29.0;91.0
552;Logies niet vooraf geboekt;2014;1089.0;;;;1089.0;418.0;25.0;223.0;157.0;189.0;11.0;66.0
553;Logies niet vooraf geboekt;2015;1162.0;;;;1162.0;554.0;31.0;263.0;85.0;147.0;16.0;67.0
554;Logies niet vooraf geboekt;2016;1259.0;;;;1259.0;582.0;33.0;260.0;118.0;160.0;14.0;91.0
555;Vaste standplaats, eigen onderkomen;2002;3070.0;3070.0;1918.0;1153.0;;;;;;;;
556;Vaste standplaats, eigen onderkomen;2003;2522.0;2522.0;1550.0;972.0;;;;;;;;
557;Vaste standplaats, eigen onderkomen;2004;2607.0;2607.0;1625.0;982.0;;;;;;;;
558;Vaste standplaats, eigen onderkomen;2005;2456.0;2456.0;1560.0;940.0;;;;;;;;
559;Vaste standplaats, eigen onderkomen;2006;2267.0;2267.0;1400.0;866.0;;;;;;;;
560;Vaste standplaats, eigen onderkomen;2007;2204.0;2204.0;1347.0;857.0;;;;;;;;
561;Vaste standplaats, eigen onderkomen;2008;2167.0;2167.0;1148.0;1019.0;;;;;;;;
562;Vaste standplaats, eigen onderkomen;2009;2317.0;2317.0;1402.0;915.0;;;;;;;;
563;Vaste standplaats, eigen onderkomen;2010;2110.0;2110.0;1235.0;876.0;;;;;;;;
564;Vaste standplaats, eigen onderkomen;2011;2306.0;2306.0;1248.0;1058.0;;;;;;;;
565;Vaste standplaats, eigen onderkomen;2012;2254.0;2254.0;1184.0;1070.0;;;;;;;;
566;Vaste standplaats, eigen onderkomen;2013;1776.0;1776.0;961.0;815.0;;;;;;;;
567;Vaste standplaats, eigen onderkomen;2014;2089.0;2089.0;1054.0;1034.0;;;;;;;;
568;Vaste standplaats, eigen onderkomen;2015;1695.0;1695.0;714.0;981.0;;;;;;;;
569;Vaste standplaats, eigen onderkomen;2016;1584.0;1584.0;825.0;759.0;;;;;;;;
570;Fiets;2002;149.0;55.0;14.0;41.0;94.0;6.0;8.0;5.0;31.0;4.0;35.0;5.0
571;Fiets;2003;248.0;97.0;7.0;90.0;152.0;12.0;10.0;9.0;67.0;2.0;31.0;20.0
572;Fiets;2004;212.0;94.0;12.0;82.0;118.0;2.0;15.0;6.0;39.0;2.0;47.0;8.0
573;Fiets;2005;224.0;83.0;42.0;41.0;141.0;14.0;11.0;10.0;26.0;0.0;68.0;13.0
574;Fiets;2006;156.0;44.0;11.0;33.0;111.0;6.0;10.0;0.0;34.0;0.0;56.0;6.0
575;Fiets;2007;169.0;27.0;27.0;0.0;142.0;16.0;17.0;7.0;29.0;3.0;59.0;12.0
576;Fiets;2008;168.0;44.0;15.0;29.0;124.0;26.0;17.0;0.0;;3.0;;11.0
577;Fiets;2009;149.0;52.0;35.0;16.0;97.0;9.0;4.0;11.0;26.0;2.0;32.0;12.0
578;Fiets;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
579;Fiets;2011;;;;;;;;;;;;
580;Fiets;2012;153.0;43.0;13.0;30.0;111.0;19.0;26.0;7.0;33.0;2.0;13.0;11.0
581;Fiets;2013;;;;;;;;;;;;
582;Fiets;2014;;;;;;;;;;;;
583;Fiets;2015;;;;;;;;;;;;
584;Fiets;2016;;;;;;;;;;;;
585;Auto, kampeerauto;2002;8492.0;2886.0;1835.0;1050.0;5606.0;357.0;1787.0;1900.0;345.0;519.0;338.0;360.0
586;Auto, kampeerauto;2003;8018.0;2321.0;1477.0;844.0;5697.0;388.0;1810.0;1800.0;441.0;612.0;325.0;321.0
587;Auto, kampeerauto;2004;8016.0;2453.0;1578.0;875.0;5563.0;373.0;1828.0;1737.0;406.0;588.0;312.0;319.0
588;Auto, kampeerauto;2005;7812.0;2288.0;1455.0;833.0;5524.0;412.0;1810.0;1821.0;348.0;547.0;285.0;302.0
589;Auto, kampeerauto;2006;8064.0;2188.0;1383.0;805.0;5876.0;460.0;2000.0;1899.0;332.0;544.0;319.0;321.0
590;Auto, kampeerauto;2007;8090.0;2075.0;1296.0;779.0;6015.0;396.0;2154.0;2072.0;307.0;527.0;253.0;308.0
591;Auto, kampeerauto;2008;7997.0;2050.0;1113.0;937.0;5947.0;406.0;2102.0;2000.0;286.0;540.0;253.0;360.0
592;Auto, kampeerauto;2009;8443.0;2223.0;1350.0;873.0;6219.0;392.0;2274.0;2097.0;334.0;509.0;228.0;386.0
593;Auto, kampeerauto;2010;8332.0;1987.0;1208.0;779.0;6345.0;332.0;2489.0;2097.0;271.0;487.0;266.0;403.0
594;Auto, kampeerauto;2011;8603.0;2182.0;1238.0;944.0;6421.0;299.0;2446.0;2178.0;276.0;637.0;202.0;383.0
595;Auto, kampeerauto;2012;9046.0;2133.0;1159.0;974.0;6913.0;466.0;2919.0;2128.0;303.0;561.0;185.0;349.0
596;Auto, kampeerauto;2013;8287.0;1724.0;946.0;778.0;6562.0;483.0;2868.0;1802.0;260.0;562.0;207.0;381.0
597;Auto, kampeerauto;2014;8431.0;1920.0;1044.0;875.0;6512.0;534.0;2782.0;1733.0;339.0;535.0;148.0;440.0
598;Auto, kampeerauto;2015;8204.0;1631.0;710.0;920.0;6573.0;638.0;2807.0;1747.0;280.0;488.0;169.0;443.0
599;Auto, kampeerauto;2016;8403.0;1460.0;812.0;648.0;6943.0;693.0;2980.0;1783.0;327.0;497.0;184.0;478.0
600;Trein, autoslaaptrein;2002;474.0;40.0;34.0;7.0;433.0;83.0;189.0;51.0;24.0;5.0;26.0;55.0
601;Trein, autoslaaptrein;2003;488.0;13.0;7.0;6.0;475.0;124.0;179.0;47.0;42.0;12.0;23.0;48.0
602;Trein, autoslaaptrein;2004;459.0;24.0;16.0;8.0;435.0;83.0;209.0;46.0;20.0;2.0;19.0;57.0
603;Trein, autoslaaptrein;2005;528.0;20.0;0.0;20.0;508.0;112.0;219.0;62.0;24.0;9.0;20.0;61.0
604;Trein, autoslaaptrein;2006;518.0;10.0;4.0;5.0;508.0;111.0;227.0;54.0;25.0;4.0;40.0;47.0
605;Trein, autoslaaptrein;2007;567.0;25.0;7.0;19.0;542.0;120.0;257.0;66.0;16.0;3.0;30.0;50.0
606;Trein, autoslaaptrein;2008;511.0;15.0;14.0;2.0;496.0;73.0;257.0;66.0;18.0;4.0;11.0;66.0
607;Trein, autoslaaptrein;2009;438.0;16.0;13.0;3.0;422.0;52.0;237.0;40.0;15.0;11.0;21.0;45.0
608;Trein, autoslaaptrein;2010;533.0;30.0;19.0;11.0;503.0;89.0;241.0;55.0;22.0;7.0;21.0;68.0
609;Trein, autoslaaptrein;2011;575.0;39.0;;39.0;537.0;44.0;308.0;45.0;24.0;3.0;38.0;76.0
610;Trein, autoslaaptrein;2012;670.0;51.0;;51.0;619.0;87.0;358.0;45.0;17.0;13.0;18.0;81.0
611;Trein, autoslaaptrein;2013;593.0;19.0;4.0;15.0;574.0;89.0;318.0;87.0;4.0;;21.0;55.0
612;Trein, autoslaaptrein;2014;630.0;41.0;6.0;35.0;588.0;74.0;340.0;65.0;23.0;3.0;11.0;73.0
613;Trein, autoslaaptrein;2015;590.0;22.0;0.0;22.0;567.0;118.0;285.0;55.0;7.0;5.0;10.0;88.0
614;Trein, autoslaaptrein;2016;724.0;47.0;0.0;47.0;676.0;146.0;362.0;57.0;29.0;0.0;14.0;69.0
615;Touringcar, pendelbus;2002;71.0;0.0;0.0;0.0;71.0;0.0;32.0;3.0;3.0;0.0;31.0;2.0
616;Touringcar, pendelbus;2003;42.0;;;;42.0;;14.0;;1.0;;21.0;5.0
617;Touringcar, pendelbus;2004;68.0;0.0;0.0;0.0;68.0;0.0;15.0;0.0;7.0;0.0;46.0;0.0
618;Touringcar, pendelbus;2005;70.0;0.0;0.0;0.0;70.0;0.0;19.0;2.0;0.0;0.0;34.0;15.0
619;Touringcar, pendelbus;2006;59.0;0.0;0.0;0.0;59.0;0.0;14.0;0.0;5.0;0.0;38.0;3.0
620;Touringcar, pendelbus;2007;84.0;2.0;0.0;2.0;81.0;2.0;22.0;2.0;5.0;0.0;45.0;6.0
621;Touringcar, pendelbus;2008;46.0;0.0;0.0;0.0;46.0;0.0;26.0;3.0;;0.0;;0.0
622;Touringcar, pendelbus;2009;56.0;0.0;0.0;0.0;56.0;0.0;23.0;2.0;4.0;0.0;27.0;0.0
623;Touringcar, pendelbus;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
624;Touringcar, pendelbus;2011;;;;;;;;;;;;
625;Touringcar, pendelbus;2012;37.0;;;;37.0;;24.0;;;;8.0;5.0
626;Touringcar, pendelbus;2013;;;;;;;;;;;;
627;Touringcar, pendelbus;2014;;;;;;;;;;;;
628;Touringcar, pendelbus;2015;;;;;;;;;;;;
629;Touringcar, pendelbus;2016;;;;;;;;;;;;
630;Vliegtuig;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
631;Vliegtuig;2003;0.0;;;;;;;;;;;
632;Vliegtuig;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
633;Vliegtuig;2005;2.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
634;Vliegtuig;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
635;Vliegtuig;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
636;Vliegtuig;2008;2.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;;0.0;;0.0
637;Vliegtuig;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
638;Vliegtuig;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
639;Vliegtuig;2011;;;;;;;;;;;;
640;Vliegtuig;2012;;;;;;;;;;;;
641;Vliegtuig;2013;;;;;;;;;;;;
642;Vliegtuig;2014;;;;;;;;;;;;
643;Vliegtuig;2015;;;;;;;;;;;;
644;Vliegtuig;2016;;;;;;;;;;;;
645;Boot;2002;45.0;21.0;0.0;21.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0
646;Boot;2003;34.0;10.0;;10.0;24.0;;;;4.0;;;20.0
647;Boot;2004;16.0;7.0;0.0;7.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0
648;Boot;2005;37.0;16.0;0.0;16.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0
649;Boot;2006;17.0;12.0;0.0;12.0;5.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0
650;Boot;2007;39.0;18.0;0.0;18.0;21.0;0.0;1.0;0.0;0.0;0.0;0.0;20.0
651;Boot;2008;41.0;35.0;0.0;35.0;7.0;0.0;0.0;0.0;;0.0;;7.0
652;Boot;2009;21.0;4.0;0.0;4.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0
653;Boot;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
654;Boot;2011;;;;;;;;;;;;
655;Boot;2012;28.0;7.0;;7.0;20.0;;;;2.0;;;18.0
656;Boot;2013;;;;;;;;;;;;
657;Boot;2014;;;;;;;;;;;;
658;Boot;2015;;;;;;;;;;;;
659;Boot;2016;;;;;;;;;;;;
660;Lijnboot, veerboot, ferry;2002;36.0;7.0;0.0;7.0;29.0;0.0;5.0;18.0;2.0;4.0;0.0;0.0
661;Lijnboot, veerboot, ferry;2003;36.0;3.0;;3.0;33.0;9.0;8.0;3.0;2.0;5.0;0.0;6.0
662;Lijnboot, veerboot, ferry;2004;18.0;5.0;5.0;0.0;13.0;2.0;4.0;7.0;0.0;0.0;0.0;0.0
663;Lijnboot, veerboot, ferry;2005;40.0;0.0;0.0;0.0;40.0;18.0;4.0;8.0;0.0;4.0;6.0;0.0
664;Lijnboot, veerboot, ferry;2006;17.0;0.0;0.0;0.0;17.0;1.0;2.0;0.0;9.0;2.0;0.0;4.0
665;Lijnboot, veerboot, ferry;2007;29.0;0.0;0.0;0.0;29.0;0.0;9.0;10.0;2.0;4.0;0.0;5.0
666;Lijnboot, veerboot, ferry;2008;23.0;0.0;0.0;0.0;23.0;0.0;5.0;9.0;;0.0;;4.0
