ID;Bedrijfstype;RegioS;VerblijfsaccommodatieTotaal_1;Verblijfsrecreatie_2;AangeslotenBijSVR_3;Ontvangstmogelijkheden_4;VerhuurVanRecreatiegoederen_5;VerwerkingEigenProductenTotaal_6;Kaas_7;ZuivelAndersDanKaas_8;Wijn_9;ProductenUitGroentenOfFruit_10;VerwerkingEigenProductenOverig_11;VerkoopAanHuisTotaal_12;Kaas_13;ZuivelAndersDanKaas_14;Wijn_15;Fruit_16;Groenten_17;Aardappelen_18;Sierteeltproducten_19;VerkoopAanHuisOverig_20;DuurzameEnergieproductieTotaal_21;DuurzameEnergieproductieEigenGebruik_22;DuurzameEnergieproductieVoorDerden_23;DuurzameEnergieEigenEnVoorDerden_24;EigenGebruik_25;LeveringAanDerden_26;EigenGebruikEnLeveringAanDerden_27;EigenGebruik_28;LeveringAanDerden_29;EigenGebruikEnLeveringAanDerden_30;EigenGebruik_31;LeveringAanDerden_32;EigenGebruikEnLeveringAanDerden_33;EigenGebruik_34;LeveringAanDerden_35;EigenGebruikEnLeveringAanDerden_36;EigenGebruik_37;LeveringAanDerden_38;EigenGebruikEnLeveringAanDerden_39;EigenGebruik_40;LeveringAanDerden_41;EigenGebruikEnLeveringAanDerden_42;EigenGebruik_43;LeveringAanDerden_44;EigenGebruikEnLeveringAanDerden_45;EigenGebruik_46;LeveringAanDerden_47;EigenGebruikEnLeveringAanDerden_48;ZorgtakenTotaal_49;Dagbesteding_50;WonenWerken_51;Arbeidstoeleiding_52;AgrNLBOvereenkomstTotaal_53;GeslotenMetMinisterieLNV_54;GeslotenMetProvincialeInstellingen_55;GeslotenMetGemeentelijkeInstellingen_56;GeslotenMetNatuurmonumenten_57;GeslotenMetStaatsbosbeheer_58;GeslotenMetOverigeOrganisaties_59;MetLoonwerkVoorDerden_60;MetAquacultuur_61;MetStallingmogelijkheden_62;MetNestbescherming_63;AangeslotenBijAgrNatuurvereniging_64;VerbredeLandbouwTotaal_65;TotaalAgrarischeBedrijven_66
215;Overige akkerbouwbedrijven (vanaf 1998);Zuidelijk veehouderijgebied;21;14;5;8;3;6;0;0;0;1;5;44;1;0;0;4;12;23;3;15;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;50;35;8;2;1;1;16;39;1;41;121;58;153;878
216;Overige akkerbouwbedrijven (vanaf 1998);Zuid-Limburg;1;1;1;0;0;1;0;0;0;1;0;7;0;0;0;1;1;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;22;2;0;2;0;10;10;0;12;7;6;37;69
217;Opengrondsgroentebedrijven;Nederland;28;22;6;7;5;39;3;0;0;34;5;322;37;3;2;52;252;92;5;47;10;10;0;0;0;0;2;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;7;5;0;3;33;16;4;4;2;1;11;66;7;43;228;89;418;1203
218;Opengrondsgroentebedrijven;Noord-Nederland;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;0;8;5;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;6;1;14;29
219;Opengrondsgroentebedrijven;Oost-Nederland;1;0;0;1;0;2;1;0;0;1;1;25;4;1;0;7;20;10;0;7;4;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;0;1;3;1;2;0;0;0;1;5;0;3;15;7;30;81
220;Opengrondsgroentebedrijven;West-Nederland;8;7;1;0;2;15;0;0;0;14;2;39;5;0;1;5;24;26;1;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;7;0;1;0;1;0;5;31;4;14;82;29;94;334
221;Opengrondsgroentebedrijven;Zuid-Nederland;19;15;5;6;3;22;2;0;0;19;2;247;27;2;1;40;200;51;4;37;4;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;0;1;23;15;1;4;1;1;5;28;3;22;125;52;280;759
222;Opengrondsgroentebedrijven;Groningen;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;4;7
223;Opengrondsgroentebedrijven;Friesland;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;2;3;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;6;14
224;Opengrondsgroentebedrijven;Drenthe;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;4;8
225;Opengrondsgroentebedrijven;Overijssel;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;1;6;3;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;3;0;0;5;0;8;30
226;Opengrondsgroentebedrijven;Flevoland;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;10
227;Opengrondsgroentebedrijven;Gelderland;1;0;0;1;0;2;1;0;0;1;1;15;3;1;0;5;12;7;0;5;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;0;2;0;0;0;0;2;0;2;9;6;19;41
228;Opengrondsgroentebedrijven;Utrecht;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;2;6
229;Opengrondsgroentebedrijven;Noord-Holland;2;2;1;0;0;9;0;0;0;8;2;15;2;0;0;0;8;11;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;3;16;3;4;63;22;50;215
230;Opengrondsgroentebedrijven;Zuid-Holland;1;0;0;0;1;4;0;0;0;4;0;11;3;0;0;2;5;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;11;1;7;12;2;27;87
231;Opengrondsgroentebedrijven;Zeeland;5;5;0;0;1;1;0;0;0;1;0;12;0;0;1;2;10;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;7;5;15;26
232;Opengrondsgroentebedrijven;Noord-Brabant;8;6;1;3;1;15;1;0;0;14;1;127;14;0;0;24;102;27;2;19;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;7;0;3;1;0;3;20;2;12;75;32;153;442
233;Opengrondsgroentebedrijven;Limburg;11;9;4;3;2;7;1;0;0;5;1;120;13;2;1;16;98;24;2;18;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;0;1;10;8;1;1;0;1;2;8;1;10;50;20;127;317
234;Opengrondsgroentebedrijven;Bouwhoek en Hogeland;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;3;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;5;12
235;Opengrondsgroentebedrijven;Veenkoloniën en Oldambt;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;3;1;8;10
236;Opengrondsgroentebedrijven;Noordelijk weidegebied;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;3;1;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;3;0;5;27
237;Opengrondsgroentebedrijven;Oostelijk veehouderijgebied;1;0;0;1;0;1;1;0;0;0;1;15;3;1;0;5;12;7;0;6;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;2;8;3;16;31
238;Opengrondsgroentebedrijven;Centraal veehouderijgebied;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
239;Opengrondsgroentebedrijven;IJsselmeerpolders;0;0;0;0;0;1;0;0;0;1;1;4;0;0;0;1;4;1;0;0;2;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;2;8;18
240;Opengrondsgroentebedrijven;Westelijk Holland;2;2;1;0;0;10;0;0;0;9;1;18;3;0;0;0;8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;3;18;3;8;67;22;54;240
241;Opengrondsgroentebedrijven;Waterland en Droogmakerijen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5
242;Opengrondsgroentebedrijven;Hollands/Utrechts weidegebied;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;6
243;Opengrondsgroentebedrijven;Rivierengebied;0;0;0;0;0;1;0;0;0;1;0;7;0;0;0;3;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;4;0;2;0;1;0;1;1;0;0;7;4;11;42
244;Opengrondsgroentebedrijven;Zuidwestelijk akkerbouwgebied;6;5;0;0;2;5;0;0;0;4;1;17;2;0;1;4;12;8;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;14;0;6;13;6;34;79
245;Opengrondsgroentebedrijven;Zuidwest Brabant;1;1;0;0;0;3;0;0;0;3;0;29;6;0;0;8;21;6;0;4;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;2;0;0;1;9;1;2;28;9;43;198
246;Opengrondsgroentebedrijven;Zuidelijk veehouderijgebied;18;14;5;6;3;16;2;0;0;14;1;210;20;1;0;29;173;43;3;32;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;0;1;13;10;0;1;0;1;4;16;2;20;92;40;224;520
247;Opengrondsgroentebedrijven;Zuid-Limburg;0;0;0;0;0;1;0;0;0;1;0;5;1;1;1;2;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;1;0;0;0;0;0;0;1;1;6;11
248;Glasgroentebedrijven;Nederland;17;5;0;11;1;19;0;0;0;15;4;204;15;1;0;45;154;38;15;27;79;72;6;1;1;0;0;3;1;0;0;0;0;0;0;0;1;1;0;6;0;0;1;1;0;69;2;1;2;2;0;0;33;4;8;8;3;1;12;27;9;25;239;177;281;2185
249;Glasgroentebedrijven;Noord-Nederland;0;0;0;0;0;0;0;0;0;0;0;7;2;1;0;4;6;2;0;1;5;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;9;5;10;69
250;Glasgroentebedrijven;Oost-Nederland;2;0;0;2;0;1;0;0;0;1;0;21;1;0;0;6;15;7;3;5;7;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;7;0;0;0;0;0;0;8;2;3;2;0;0;2;4;1;1;22;18;28;173
251;Glasgroentebedrijven;West-Nederland;6;3;0;3;0;9;0;0;0;6;3;71;5;0;0;10;52;20;8;11;43;40;3;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;36;1;1;2;2;0;0;14;0;2;1;2;1;8;19;3;15;127;89;115;1229
252;Glasgroentebedrijven;Zuid-Nederland;9;2;0;6;1;9;0;0;0;8;1;105;7;0;0;25;81;9;4;10;24;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;23;1;0;0;0;0;0;10;1;3;5;1;0;2;3;5;9;81;65;128;714
253;Glasgroentebedrijven;Groningen;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;3;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;1;4;13
254;Glasgroentebedrijven;Friesland;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;27
255;Glasgroentebedrijven;Drenthe;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;2;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;3;3;29
256;Glasgroentebedrijven;Overijssel;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;0;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;6;3;32
257;Glasgroentebedrijven;Flevoland;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;2;9
258;Glasgroentebedrijven;Gelderland;2;0;0;2;0;1;0;0;0;1;0;18;1;0;0;6;12;6;3;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;7;2;2;2;0;0;2;4;0;1;16;12;23;132
259;Glasgroentebedrijven;Utrecht;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;1;0;7;2;4;37
260;Glasgroentebedrijven;Noord-Holland;2;2;0;0;0;1;0;0;0;1;0;15;3;0;0;2;10;6;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;10;11;21;78
261;Glasgroentebedrijven;Zuid-Holland;3;1;0;2;0;7;0;0;0;4;3;44;0;0;0;2;34;8;3;7;39;36;3;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;34;1;0;1;1;0;0;13;0;1;1;2;1;8;15;2;13;105;75;81;1079
262;Glasgroentebedrijven;Zeeland;1;0;0;1;0;1;0;0;0;1;0;8;1;0;0;5;7;5;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;9;35
263;Glasgroentebedrijven;Noord-Brabant;6;1;0;4;1;8;0;0;0;7;1;62;5;0;0;18;44;4;3;7;12;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;12;0;0;0;0;0;0;7;0;2;3;1;0;2;0;4;4;46;28;75;416
264;Glasgroentebedrijven;Limburg;3;1;0;2;0;1;0;0;0;1;0;43;2;0;0;7;37;5;1;3;12;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;11;1;0;0;0;0;0;3;1;1;2;0;0;0;3;1;5;35;37;53;298
265;Glasgroentebedrijven;Bouwhoek en Hogeland;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;2;0;0;0;4;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;3;26
266;Glasgroentebedrijven;Veenkoloniën en Oldambt;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;4;3;33
267;Glasgroentebedrijven;Noordelijk weidegebied;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;6;6;4;38
268;Glasgroentebedrijven;Oostelijk veehouderijgebied;1;0;0;1;0;1;0;0;0;1;0;11;2;1;0;3;11;6;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;0;1;7;4;14;37
269;Glasgroentebedrijven;Centraal veehouderijgebied;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
270;Glasgroentebedrijven;IJsselmeerpolders;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;2;9
271;Glasgroentebedrijven;Westelijk Holland;4;2;0;2;0;8;0;0;0;5;3;44;3;0;0;2;31;10;3;7;36;33;3;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;31;1;0;1;1;0;0;11;0;1;1;1;0;8;18;1;11;102;77;81;1023
272;Glasgroentebedrijven;Waterland en Droogmakerijen;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7
273;Glasgroentebedrijven;Hollands/Utrechts weidegebied;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;6;2;2;26
274;Glasgroentebedrijven;Rivierengebied;1;0;0;1;0;1;0;0;0;1;0;17;2;0;0;5;8;2;1;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;7;2;4;1;0;0;1;4;0;0;13;10;19;145
275;Glasgroentebedrijven;Zuidwestelijk akkerbouwgebied;2;1;0;1;0;1;0;0;0;1;0;23;1;0;0;7;19;9;3;3;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;1;0;0;0;0;2;0;0;0;1;1;0;0;2;4;20;12;32;172
276;Glasgroentebedrijven;Zuidwest Brabant;0;0;0;0;0;3;0;0;0;2;1;21;3;0;0;9;13;1;1;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;2;0;0;1;0;2;2;17;7;25;176
277;Glasgroentebedrijven;Zuidelijk veehouderijgebied;7;1;0;5;1;5;0;0;0;5;0;75;3;0;0;14;62;7;3;6;19;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;18;1;0;0;0;0;0;6;1;2;3;1;0;1;3;2;7;59;54;91;489
278;Glasgroentebedrijven;Zuid-Limburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
279;Overige groentebedrijven;Nederland;9;2;0;7;1;3;0;0;0;3;0;77;9;4;2;32;56;26;3;15;5;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;7;6;0;3;8;2;1;0;0;0;5;13;2;8;42;21;85;200
280;Overige groentebedrijven;Noord-Nederland;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;5;7
281;Overige groentebedrijven;Oost-Nederland;6;1;0;5;0;1;0;0;0;1;0;18;2;2;1;9;13;7;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;1;2;1;1;0;0;0;0;2;1;2;8;1;21;39
282;Overige groentebedrijven;West-Nederland;2;0;0;1;1;1;0;0;0;1;0;10;1;0;0;4;9;7;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;2;0;0;0;0;0;0;0;3;0;1;6;7;12;38
283;Overige groentebedrijven;Zuid-Nederland;1;1;0;1;0;1;0;0;0;1;0;44;6;2;1;16;30;8;1;9;4;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;1;0;0;6;1;0;0;0;0;5;7;1;5;27;12;47;116
284;Overige groentebedrijven;Groningen;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;3
285;Overige groentebedrijven;Friesland;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
286;Overige groentebedrijven;Drenthe;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
287;Overige groentebedrijven;Overijssel;4;1;0;3;0;1;0;0;0;1;0;5;1;1;0;4;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;1;4;0;6;7
288;Overige groentebedrijven;Flevoland;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
289;Overige groentebedrijven;Gelderland;1;0;0;1;0;0;0;0;0;0;0;12;0;0;0;4;9;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;1;0;0;0;0;1;1;1;4;1;14;31
290;Overige groentebedrijven;Utrecht;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3
291;Overige groentebedrijven;Noord-Holland;1;0;0;1;0;0;0;0;0;0;0;3;1;0;0;1;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;1;3;3;10
292;Overige groentebedrijven;Zuid-Holland;1;0;0;0;1;0;0;0;0;0;0;5;0;0;0;2;4;4;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;4;3;7;21
293;Overige groentebedrijven;Zeeland;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
294;Overige groentebedrijven;Noord-Brabant;0;0;0;0;0;1;0;0;0;1;0;31;4;1;0;10;21;7;0;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;4;0;0;0;0;0;4;6;1;4;20;7;34;90
295;Overige groentebedrijven;Limburg;1;1;0;1;0;0;0;0;0;0;0;13;2;1;1;6;9;1;1;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;1;7;5;13;26
296;Overige groentebedrijven;Bouwhoek en Hogeland;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
297;Overige groentebedrijven;Veenkoloniën en Oldambt;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
