ID;Bedrijfstype;RegioS;VerblijfsaccommodatieTotaal_1;Verblijfsrecreatie_2;AangeslotenBijSVR_3;Ontvangstmogelijkheden_4;VerhuurVanRecreatiegoederen_5;VerwerkingEigenProductenTotaal_6;Kaas_7;ZuivelAndersDanKaas_8;Wijn_9;ProductenUitGroentenOfFruit_10;VerwerkingEigenProductenOverig_11;VerkoopAanHuisTotaal_12;Kaas_13;ZuivelAndersDanKaas_14;Wijn_15;Fruit_16;Groenten_17;Aardappelen_18;Sierteeltproducten_19;VerkoopAanHuisOverig_20;DuurzameEnergieproductieTotaal_21;DuurzameEnergieproductieEigenGebruik_22;DuurzameEnergieproductieVoorDerden_23;DuurzameEnergieEigenEnVoorDerden_24;EigenGebruik_25;LeveringAanDerden_26;EigenGebruikEnLeveringAanDerden_27;EigenGebruik_28;LeveringAanDerden_29;EigenGebruikEnLeveringAanDerden_30;EigenGebruik_31;LeveringAanDerden_32;EigenGebruikEnLeveringAanDerden_33;EigenGebruik_34;LeveringAanDerden_35;EigenGebruikEnLeveringAanDerden_36;EigenGebruik_37;LeveringAanDerden_38;EigenGebruikEnLeveringAanDerden_39;EigenGebruik_40;LeveringAanDerden_41;EigenGebruikEnLeveringAanDerden_42;EigenGebruik_43;LeveringAanDerden_44;EigenGebruikEnLeveringAanDerden_45;EigenGebruik_46;LeveringAanDerden_47;EigenGebruikEnLeveringAanDerden_48;ZorgtakenTotaal_49;Dagbesteding_50;WonenWerken_51;Arbeidstoeleiding_52;AgrNLBOvereenkomstTotaal_53;GeslotenMetMinisterieLNV_54;GeslotenMetProvincialeInstellingen_55;GeslotenMetGemeentelijkeInstellingen_56;GeslotenMetNatuurmonumenten_57;GeslotenMetStaatsbosbeheer_58;GeslotenMetOverigeOrganisaties_59;MetLoonwerkVoorDerden_60;MetAquacultuur_61;MetStallingmogelijkheden_62;MetNestbescherming_63;AangeslotenBijAgrNatuurvereniging_64;VerbredeLandbouwTotaal_65;TotaalAgrarischeBedrijven_66
72;Gespec. hakvruchtbedrijven (vanaf 1998);Gelderland;2;1;0;1;0;0;0;0;0;0;0;15;0;0;0;0;0;15;0;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;2;22;0;7;24;11;40;102
73;Gespec. hakvruchtbedrijven (vanaf 1998);Utrecht;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;2;1;4;7
74;Gespec. hakvruchtbedrijven (vanaf 1998);Noord-Holland;7;5;1;3;2;19;2;1;0;0;18;20;2;0;0;1;2;18;0;2;21;21;0;0;0;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;48;1;14;52;22;83;242
75;Gespec. hakvruchtbedrijven (vanaf 1998);Zuid-Holland;1;1;0;0;0;3;0;0;0;0;3;12;1;0;0;0;1;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;36;0;5;17;7;49;159
76;Gespec. hakvruchtbedrijven (vanaf 1998);Zeeland;14;14;1;0;1;7;0;0;0;0;7;12;0;0;0;1;2;10;0;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;11;7;1;0;0;4;33;0;15;33;26;69;255
77;Gespec. hakvruchtbedrijven (vanaf 1998);Noord-Brabant;2;2;2;0;0;5;1;0;0;0;4;13;0;0;0;1;1;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;17;9;2;0;0;0;8;30;1;19;40;25;65;268
78;Gespec. hakvruchtbedrijven (vanaf 1998);Limburg;1;1;1;0;0;3;0;0;0;0;3;21;0;1;0;1;4;18;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;0;0;1;1;6;27;0;8;19;5;46;152
79;Gespec. hakvruchtbedrijven (vanaf 1998);Bouwhoek en Hogeland;2;1;0;1;0;16;1;0;0;0;16;46;3;0;0;0;4;46;0;1;22;21;1;0;0;16;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;38;28;2;0;0;2;15;78;0;5;107;43;147;372
80;Gespec. hakvruchtbedrijven (vanaf 1998);Veenkoloniën en Oldambt;9;9;5;1;0;2;0;0;0;0;2;29;2;0;0;1;7;22;2;5;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;43;9;2;2;3;12;165;0;14;188;72;235;835
81;Gespec. hakvruchtbedrijven (vanaf 1998);Noordelijk weidegebied;2;0;0;2;0;1;0;0;0;0;1;10;1;0;0;0;0;10;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;0;0;0;0;7;26;0;2;31;5;39;91
82;Gespec. hakvruchtbedrijven (vanaf 1998);Oostelijk veehouderijgebied;4;2;0;2;0;0;0;0;0;0;0;23;0;0;0;1;1;22;0;6;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;2;0;0;0;2;49;0;8;65;17;72;228
83;Gespec. hakvruchtbedrijven (vanaf 1998);Centraal veehouderijgebied;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;1;3;13
84;Gespec. hakvruchtbedrijven (vanaf 1998);IJsselmeerpolders;4;2;2;3;2;21;2;1;0;0;20;14;0;0;0;0;2;9;1;3;35;35;0;0;0;28;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;21;16;8;0;0;0;5;94;2;14;109;33;146;424
85;Gespec. hakvruchtbedrijven (vanaf 1998);Westelijk Holland;5;5;0;0;0;9;0;0;0;0;9;18;1;0;0;1;2;18;0;2;7;7;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;25;1;9;33;16;50;144
86;Gespec. hakvruchtbedrijven (vanaf 1998);Waterland en Droogmakerijen;0;0;0;0;0;1;0;0;0;0;1;5;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;6;2;8;23
87;Gespec. hakvruchtbedrijven (vanaf 1998);Hollands/Utrechts weidegebied;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;3
88;Gespec. hakvruchtbedrijven (vanaf 1998);Rivierengebied;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;8;0;4;10;4;17;45
89;Gespec. hakvruchtbedrijven (vanaf 1998);Zuidwestelijk akkerbouwgebied;14;14;2;0;1;9;1;0;0;0;8;20;1;0;0;1;2;18;0;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;14;9;1;0;0;5;74;0;26;56;43;126;448
90;Gespec. hakvruchtbedrijven (vanaf 1998);Zuidwest Brabant;0;0;0;0;0;2;0;0;0;0;2;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;4;0;1;5;3;8;40
91;Gespec. hakvruchtbedrijven (vanaf 1998);Zuidelijk veehouderijgebied;3;3;2;0;0;1;0;0;0;0;1;12;0;0;0;1;3;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;12;7;1;0;1;0;5;24;1;13;34;14;53;243
92;Gespec. hakvruchtbedrijven (vanaf 1998);Zuid-Limburg;0;0;0;0;0;3;0;0;0;0;3;13;0;1;0;1;2;11;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9;0;0;0;1;5;15;0;5;5;1;25;54
93;Maaidors/hakvruchtbedrijven (vanaf 1998);Nederland;63;58;12;6;1;8;1;1;1;2;8;110;5;1;0;12;18;96;6;12;13;12;1;0;0;4;0;2;1;0;2;0;0;2;0;0;2;0;0;0;0;0;1;0;0;0;0;0;5;4;1;2;109;88;14;3;3;3;37;178;1;86;259;138;437;1470
94;Maaidors/hakvruchtbedrijven (vanaf 1998);Noord-Nederland;10;8;2;2;0;2;0;0;0;0;2;17;0;0;0;0;4;13;0;3;4;4;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;21;19;2;0;0;0;6;49;0;12;87;37;97;385
95;Maaidors/hakvruchtbedrijven (vanaf 1998);Oost-Nederland;0;0;1;0;0;2;1;1;1;1;2;11;0;0;0;0;0;11;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;2;1;1;1;2;28;1;11;34;12;48;128
96;Maaidors/hakvruchtbedrijven (vanaf 1998);West-Nederland;43;41;8;2;1;2;0;0;0;1;2;51;2;0;0;4;8;46;3;4;6;6;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;36;26;5;0;0;1;14;64;0;39;84;53;179;542
97;Maaidors/hakvruchtbedrijven (vanaf 1998);Zuid-Nederland;10;9;1;2;0;2;0;0;0;0;2;31;3;1;0;8;6;26;3;4;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;45;37;5;2;2;1;15;37;0;24;54;36;113;415
98;Maaidors/hakvruchtbedrijven (vanaf 1998);Groningen;8;6;1;2;0;1;0;0;0;0;1;11;0;0;0;0;4;7;0;2;4;4;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;15;14;2;0;0;0;4;29;0;7;42;24;59;217
99;Maaidors/hakvruchtbedrijven (vanaf 1998);Friesland;1;1;0;0;0;1;0;0;0;0;1;6;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;4;3;0;0;0;0;2;4;0;3;16;4;17;52
100;Maaidors/hakvruchtbedrijven (vanaf 1998);Drenthe;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;16;0;2;29;9;21;116
101;Maaidors/hakvruchtbedrijven (vanaf 1998);Overijssel;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;6;1;5;17
102;Maaidors/hakvruchtbedrijven (vanaf 1998);Flevoland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;5;3;6;19
103;Maaidors/hakvruchtbedrijven (vanaf 1998);Gelderland;0;0;1;0;0;2;1;1;1;1;2;10;0;0;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;2;1;1;1;2;23;1;8;23;8;37;92
104;Maaidors/hakvruchtbedrijven (vanaf 1998);Utrecht;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2
105;Maaidors/hakvruchtbedrijven (vanaf 1998);Noord-Holland;4;3;2;1;0;0;0;0;0;0;0;7;0;0;0;1;2;6;0;1;2;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;2;15;0;10;18;10;27;74
106;Maaidors/hakvruchtbedrijven (vanaf 1998);Zuid-Holland;2;2;1;0;0;1;0;0;0;0;1;17;1;0;0;0;2;14;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;14;0;5;20;12;33;121
107;Maaidors/hakvruchtbedrijven (vanaf 1998);Zeeland;37;36;5;1;1;1;0;0;0;1;1;26;1;0;0;3;4;25;2;2;3;3;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;31;26;2;0;0;1;12;35;0;23;45;29;118;345
108;Maaidors/hakvruchtbedrijven (vanaf 1998);Noord-Brabant;1;1;0;0;0;1;0;0;0;0;1;9;0;0;0;0;0;8;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;7;5;0;1;1;1;3;13;0;9;24;12;35;168
109;Maaidors/hakvruchtbedrijven (vanaf 1998);Limburg;9;8;1;2;0;1;0;0;0;0;1;22;3;1;0;8;6;18;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;38;32;5;1;1;0;12;24;0;15;30;24;78;247
110;Maaidors/hakvruchtbedrijven (vanaf 1998);Bouwhoek en Hogeland;5;5;1;0;0;2;0;0;0;0;2;9;0;0;0;0;2;6;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;0;0;0;0;3;12;0;6;28;12;32;105
111;Maaidors/hakvruchtbedrijven (vanaf 1998);Veenkoloniën en Oldambt;5;3;1;2;0;0;0;0;0;0;0;7;0;0;0;0;2;6;0;1;3;3;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;10;9;2;0;0;0;3;32;0;5;43;21;55;234
112;Maaidors/hakvruchtbedrijven (vanaf 1998);Noordelijk weidegebied;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;4;4;0;0;0;0;0;3;0;0;5;3;7;25
113;Maaidors/hakvruchtbedrijven (vanaf 1998);Oostelijk veehouderijgebied;0;0;0;0;0;1;0;0;0;0;1;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;1;0;0;0;0;16;0;6;32;5;28;98
114;Maaidors/hakvruchtbedrijven (vanaf 1998);Centraal veehouderijgebied;0;0;1;0;0;1;1;1;1;1;1;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;2;1;0;0;2;0;4;8
115;Maaidors/hakvruchtbedrijven (vanaf 1998);IJsselmeerpolders;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;9;5;11;29
116;Maaidors/hakvruchtbedrijven (vanaf 1998);Westelijk Holland;3;2;2;1;0;0;0;0;0;0;0;9;0;0;0;1;1;8;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;2;12;0;8;14;9;24;72
117;Maaidors/hakvruchtbedrijven (vanaf 1998);Waterland en Droogmakerijen;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;1;4;1;6;15
118;Maaidors/hakvruchtbedrijven (vanaf 1998);Hollands/Utrechts weidegebied;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1
119;Maaidors/hakvruchtbedrijven (vanaf 1998);Rivierengebied;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;13;1;4;7;6;17;32
120;Maaidors/hakvruchtbedrijven (vanaf 1998);Zuidwestelijk akkerbouwgebied;39;38;6;1;1;2;0;0;0;1;2;41;2;0;0;3;6;38;2;3;4;4;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;33;27;3;0;0;1;12;50;0;29;69;46;152;485
121;Maaidors/hakvruchtbedrijven (vanaf 1998);Zuidwest Brabant;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;4;2;0;8;23
122;Maaidors/hakvruchtbedrijven (vanaf 1998);Zuidelijk veehouderijgebied;0;0;0;0;0;1;0;0;0;0;1;6;0;0;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;0;1;1;1;4;11;0;4;33;15;31;211
123;Maaidors/hakvruchtbedrijven (vanaf 1998);Zuid-Limburg;9;8;1;2;0;1;0;0;0;0;1;18;3;1;0;7;5;14;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;33;27;5;1;1;0;10;18;0;13;11;14;61;132
124;Akkerbouwgroentebedrijven (vanaf 1998);Nederland;4;3;1;1;0;6;0;0;0;3;3;14;1;0;0;0;10;5;1;2;4;4;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;1;0;0;0;2;32;1;9;32;20;53;207
125;Akkerbouwgroentebedrijven (vanaf 1998);Noord-Nederland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;6
126;Akkerbouwgroentebedrijven (vanaf 1998);Oost-Nederland;1;0;0;1;0;2;0;0;0;1;1;3;0;0;0;0;3;1;1;0;3;3;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;7;0;3;9;2;12;34
127;Akkerbouwgroentebedrijven (vanaf 1998);West-Nederland;0;0;0;0;0;4;0;0;0;2;2;5;0;0;0;0;5;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;9;1;0;9;8;13;69
128;Akkerbouwgroentebedrijven (vanaf 1998);Zuid-Nederland;3;3;1;0;0;0;0;0;0;0;0;6;1;0;0;0;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;0;1;15;0;6;14;10;27;98
129;Akkerbouwgroentebedrijven (vanaf 1998);Groningen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
130;Akkerbouwgroentebedrijven (vanaf 1998);Friesland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2
131;Akkerbouwgroentebedrijven (vanaf 1998);Drenthe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
132;Akkerbouwgroentebedrijven (vanaf 1998);Overijssel;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2
133;Akkerbouwgroentebedrijven (vanaf 1998);Flevoland;0;0;0;0;0;2;0;0;0;1;1;1;0;0;0;0;1;0;0;0;3;3;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;7;0;2;8;2;10;32
134;Akkerbouwgroentebedrijven (vanaf 1998);Gelderland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
135;Akkerbouwgroentebedrijven (vanaf 1998);Utrecht;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;Akkerbouwgroentebedrijven (vanaf 1998);Noord-Holland;0;0;0;0;0;2;0;0;0;2;0;3;0;0;0;0;3;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;4;4;16
137;Akkerbouwgroentebedrijven (vanaf 1998);Zuid-Holland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;3;2;4;22
138;Akkerbouwgroentebedrijven (vanaf 1998);Zeeland;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;3;2;5;31
139;Akkerbouwgroentebedrijven (vanaf 1998);Noord-Brabant;3;3;1;0;0;0;0;0;0;0;0;5;0;0;0;0;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;0;0;0;1;11;0;5;11;8;22;75
140;Akkerbouwgroentebedrijven (vanaf 1998);Limburg;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4;0;1;3;2;5;23
141;Akkerbouwgroentebedrijven (vanaf 1998);Bouwhoek en Hogeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2
142;Akkerbouwgroentebedrijven (vanaf 1998);Veenkoloniën en Oldambt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
143;Akkerbouwgroentebedrijven (vanaf 1998);Noordelijk weidegebied;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2
144;Akkerbouwgroentebedrijven (vanaf 1998);Oostelijk veehouderijgebied;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
145;Akkerbouwgroentebedrijven (vanaf 1998);Centraal veehouderijgebied;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;Akkerbouwgroentebedrijven (vanaf 1998);IJsselmeerpolders;0;0;0;0;0;3;0;0;0;2;1;2;0;0;0;0;2;0;0;0;3;3;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;8;0;2;8;2;11;36
147;Akkerbouwgroentebedrijven (vanaf 1998);Westelijk Holland;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;2;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;4;4;18
