ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
797;15 jaar tot AOW-leeftijd;Opmeer;7300;130;18.0;40;24.0;40;21.5;20.0;15.0;70.0;20.0;25.5;60.0;44.0;87.5;20.0;3.0
798;15 jaar tot AOW-leeftijd;Opsterland;18850;660;35.0;240;26.0;200;22.5;110.0;12.0;420.0;150.0;23.5;320.0;49.0;77.5;150.0;8.0
799;15 jaar tot AOW-leeftijd;Oss;59580;1810;30.5;780;32.5;570;23.5;300.0;12.0;790.0;270.0;19.0;540.0;30.0;68.0;970.0;16.5
800;15 jaar tot AOW-leeftijd;Oud-Beijerland;15230;310;20.0;90;23.5;70;18.0;30.0;9.0;250.0;70.0;21.0;210.0;70.0;84.5;60.0;4.0
801;15 jaar tot AOW-leeftijd;Oude IJsselstreek;25000;740;29.5;220;23.0;190;19.5;80.0;9.0;450.0;160.0;18.0;340.0;46.0;76.0;240.0;9.5
802;15 jaar tot AOW-leeftijd;Ouder-Amstel;8420;190;22.0;60;23.5;50;20.5;30.0;12.5;90.0;20.0;15.5;50.0;28.0;58.5;20.0;2.0
803;15 jaar tot AOW-leeftijd;Oudewater;6420;90;14.5;30;23.5;20;20.5;10.0;11.0;50.0;10.0;12.0;50.0;56.0;96.5;20.0;3.5
804;15 jaar tot AOW-leeftijd;Overbetuwe;30490;620;20.5;160;22.0;130;17.0;50.0;7.5;610.0;110.0;14.5;470.0;76.5;78.0;190.0;6.0
805;15 jaar tot AOW-leeftijd;Papendrecht;20260;610;30.0;200;26.0;170;22.0;80.0;11.0;100.0;40.0;22.0;60.0;9.5;58.5;90.0;4.5
806;15 jaar tot AOW-leeftijd;Peel en Maas;28130;430;15.5;190;31.0;150;25.5;100.0;16.0;370.0;100.0;21.0;260.0;60.5;71.5;310.0;11.0
807;15 jaar tot AOW-leeftijd;Pekela;8020;510;64.0;230;30.0;170;22.5;80.0;10.5;300.0;130.0;28.0;260.0;50.0;85.5;270.0;34.0
808;15 jaar tot AOW-leeftijd;Pijnacker-Nootdorp;34420;540;15.5;210;30.0;160;23.0;80.0;11.0;300.0;70.0;17.5;190.0;36.0;65.0;70.0;2.0
809;15 jaar tot AOW-leeftijd;Purmerend;53130;1820;34.5;590;25.0;510;21.5;310.0;13.0;880.0;290.0;17.0;650.0;35.5;74.0;310.0;6.0
810;15 jaar tot AOW-leeftijd;Putten;15440;270;17.0;90;26.5;70;21.5;50.0;13.0;50.0;20.0;11.0;30.0;9.5;53.0;90.0;6.0
811;15 jaar tot AOW-leeftijd;Raalte;23530;430;18.5;150;27.5;110;20.5;50.0;10.0;360.0;80.0;17.5;300.0;68.5;81.5;210.0;9.0
812;15 jaar tot AOW-leeftijd;Reimerswaal;14000;260;18.5;120;35.0;90;27.0;50.0;13.5;210.0;40.0;15.5;160.0;63.0;78.5;70.0;4.5
813;15 jaar tot AOW-leeftijd;Renkum;18580;660;35.5;210;25.0;180;21.0;110.0;12.0;330.0;70.0;18.5;250.0;38.0;75.5;130.0;6.5
814;15 jaar tot AOW-leeftijd;Renswoude;3240;40;13.0;10;21.0;0;;0.0;;10.0;0.0;;10.0;12.0;83.5;10.0;3.5
815;15 jaar tot AOW-leeftijd;Reusel-De Mierden;8550;110;12.5;50;39.0;30;23.0;10.0;10.5;80.0;10.0;8.5;60.0;55.5;79.0;150.0;17.5
816;15 jaar tot AOW-leeftijd;Rheden;26550;1120;42.0;440;30.0;310;20.5;160.0;11.0;950.0;180.0;13.5;780.0;70.0;82.5;310.0;11.5
817;15 jaar tot AOW-leeftijd;Rhenen;12010;330;27.5;100;23.0;90;21.0;50.0;12.5;100.0;20.0;15.5;60.0;19.0;65.5;70.0;5.5
818;15 jaar tot AOW-leeftijd;Ridderkerk;28090;880;31.5;290;27.0;230;21.0;90.0;8.5;590.0;100.0;13.0;440.0;50.0;75.5;130.0;4.5
819;15 jaar tot AOW-leeftijd;Rijnwaarden;7060;270;38.5;80;25.5;60;18.5;30.0;9.5;100.0;30.0;18.5;80.0;28.0;78.0;70.0;9.5
820;15 jaar tot AOW-leeftijd;Rijssen-Holten;23560;440;18.5;170;29.5;110;20.0;70.0;12.0;390.0;90.0;18.5;310.0;70.0;78.5;170.0;7.0
821;15 jaar tot AOW-leeftijd;Rijswijk (ZH.);32130;1550;48.0;480;24.5;460;23.5;210.0;10.5;720.0;220.0;20.5;570.0;37.0;79.0;130.0;4.0
822;15 jaar tot AOW-leeftijd;Roerdalen;13040;330;25.0;120;27.5;90;20.5;40.0;8.5;340.0;30.0;8.0;270.0;83.0;80.5;150.0;11.5
823;15 jaar tot AOW-leeftijd;Roermond;37790;2070;54.5;660;24.5;570;21.5;290.0;11.0;1420.0;490.0;24.0;1220.0;59.5;86.0;560.0;15.0
824;15 jaar tot AOW-leeftijd;De Ronde Venen;27610;500;18.0;180;29.0;140;21.5;80.0;12.0;190.0;40.0;15.0;130.0;26.0;67.0;70.0;2.5
825;15 jaar tot AOW-leeftijd;Roosendaal;49790;2120;42.5;640;24.0;510;19.5;230.0;9.0;280.0;160.0;13.5;210.0;10.0;74.5;700.0;14.0
826;15 jaar tot AOW-leeftijd;Rotterdam;438630;41310;94.0;10450;20.0;9510;18.5;4790.0;9.5;6060.0;2810.0;18.5;4810.0;11.5;79.5;2170.0;5.0
827;15 jaar tot AOW-leeftijd;Rozendaal;850;10;7.0;0;;0;;0.0;;0.0;0.0;;0.0;;;0.0;
828;15 jaar tot AOW-leeftijd;Rucphen;14890;380;25.5;130;27.0;70;15.5;30.0;5.5;50.0;10.0;3.0;40.0;10.5;80.0;330.0;22.0
829;15 jaar tot AOW-leeftijd;Schagen;28740;590;20.5;190;24.5;160;20.5;100.0;12.0;130.0;40.0;19.5;110.0;17.5;84.0;200.0;7.0
830;15 jaar tot AOW-leeftijd;Scherpenzeel;6060;80;13.5;40;38.0;30;25.0;20.0;14.0;50.0;10.0;17.0;50.0;55.0;85.0;10.0;1.5
831;15 jaar tot AOW-leeftijd;Schiedam;52430;2990;57.0;770;21.0;640;17.0;290.0;8.0;1520.0;290.0;11.5;1240.0;41.5;81.5;470.0;9.0
832;15 jaar tot AOW-leeftijd;Schiermonnikoog;580;10;17.5;10;38.5;0;;0.0;;0.0;0.0;;0.0;;;0.0;
833;15 jaar tot AOW-leeftijd;Schijndel;15410;280;18.0;80;22.5;70;20.5;50.0;14.5;170.0;40.0;16.0;120.0;42.0;68.5;300.0;19.5
834;15 jaar tot AOW-leeftijd;Schinnen;8050;190;23.5;60;21.5;50;16.5;30.0;9.5;140.0;20.0;10.5;110.0;59.5;83.0;80.0;10.0
835;15 jaar tot AOW-leeftijd;Schouwen-Duiveland;20380;520;25.5;220;31.5;180;25.0;90.0;13.5;300.0;80.0;22.0;230.0;44.5;79.0;250.0;12.5
836;15 jaar tot AOW-leeftijd;Simpelveld;6630;160;23.5;50;22.0;60;28.0;30.0;14.5;140.0;40.0;15.0;110.0;70.5;81.5;120.0;17.5
837;15 jaar tot AOW-leeftijd;Sint Anthonis;7590;90;12.5;40;35.0;20;20.5;10.0;11.5;40.0;10.0;17.5;30.0;36.0;77.5;60.0;8.5
838;15 jaar tot AOW-leeftijd;Sint-Michielsgestel;18010;280;15.5;100;27.0;80;21.0;50.0;13.5;160.0;40.0;18.5;110.0;40.0;71.0;240.0;13.0
839;15 jaar tot AOW-leeftijd;Sint-Oedenrode;11390;160;13.5;60;32.5;40;22.0;30.0;14.5;50.0;20.0;28.0;30.0;19.5;57.5;120.0;11.0
840;15 jaar tot AOW-leeftijd;Sittard-Geleen;61080;3110;51.0;720;19.0;730;19.0;330.0;8.5;570.0;110.0;11.5;340.0;11.0;60.0;730.0;12.0
841;15 jaar tot AOW-leeftijd;Sliedrecht;15770;550;35.0;180;27.0;130;19.5;70.0;10.0;110.0;30.0;18.0;60.0;11.0;55.0;120.0;7.5
842;15 jaar tot AOW-leeftijd;Slochteren;10230;270;26.0;100;29.0;80;23.5;50.0;13.5;270.0;60.0;17.0;230.0;85.5;83.0;70.0;6.5
843;15 jaar tot AOW-leeftijd;Sluis;14380;350;24.5;130;28.0;90;19.5;60.0;12.5;190.0;50.0;20.0;130.0;36.5;67.5;110.0;7.5
844;15 jaar tot AOW-leeftijd;Smallingerland;35400;2080;59.0;720;27.0;600;22.0;310.0;11.5;510.0;210.0;21.5;400.0;19.0;77.5;460.0;13.0
845;15 jaar tot AOW-leeftijd;Soest;28350;850;30.0;260;24.0;230;21.0;130.0;11.5;840.0;150.0;12.5;660.0;77.5;78.0;160.0;5.5
846;15 jaar tot AOW-leeftijd;Someren;12680;240;19.0;60;20.5;40;14.5;20.0;7.5;10.0;10.0;19.5;10.0;3.5;64.5;90.0;7.0
847;15 jaar tot AOW-leeftijd;Son en Breugel;10070;250;24.5;70;23.5;50;15.0;30.0;9.0;80.0;20.0;16.0;70.0;27.0;81.5;50.0;4.5
848;15 jaar tot AOW-leeftijd;Stadskanaal;19850;1110;56.0;420;28.0;300;20.0;140.0;9.0;680.0;140.0;13.0;560.0;51.0;83.0;720.0;36.5
849;15 jaar tot AOW-leeftijd;Staphorst;10420;160;15.5;50;26.0;50;25.5;30.0;12.5;60.0;10.0;15.0;40.0;27.0;74.5;50.0;5.0
850;15 jaar tot AOW-leeftijd;Stede Broec;13650;320;23.5;120;28.5;100;22.5;60.0;13.0;160.0;50.0;23.5;130.0;39.5;80.5;110.0;8.0
851;15 jaar tot AOW-leeftijd;Steenbergen;15710;390;25.0;120;24.0;100;20.0;60.0;13.0;140.0;50.0;23.5;110.0;29.0;78.5;120.0;8.0
852;15 jaar tot AOW-leeftijd;Steenwijkerland;27440;910;33.0;270;21.5;340;27.5;200.0;16.0;850.0;290.0;24.5;700.0;77.5;82.0;360.0;13.0
853;15 jaar tot AOW-leeftijd;Stein (L.);15760;370;23.5;120;25.0;80;17.5;40.0;8.5;180.0;30.0;12.0;140.0;37.5;78.5;190.0;11.5
854;15 jaar tot AOW-leeftijd;Stichtse Vecht;41420;900;21.5;320;28.0;230;19.5;120.0;10.5;260.0;90.0;22.5;210.0;23.0;79.0;180.0;4.5
855;15 jaar tot AOW-leeftijd;Strijen;5770;90;16.0;50;40.0;30;23.0;20.0;14.0;70.0;20.0;20.5;60.0;65.5;84.5;30.0;4.5
856;15 jaar tot AOW-leeftijd;Súdwest-Fryslân;52550;2510;48.0;710;22.0;640;20.0;360.0;11.0;970.0;230.0;19.0;740.0;29.5;76.5;530.0;10.0
857;15 jaar tot AOW-leeftijd;Terneuzen;33850;1220;36.0;460;28.0;380;23.0;190.0;11.5;820.0;260.0;25.0;610.0;49.5;74.0;440.0;13.0
858;15 jaar tot AOW-leeftijd;Terschelling;3230;20;7.0;10;31.5;10;29.5;10.0;24.5;20.0;10.0;16.5;10.0;52.0;63.0;10.0;3.0
859;15 jaar tot AOW-leeftijd;Texel;8580;140;17.0;50;27.5;40;21.0;20.0;11.0;20.0;10.0;27.0;20.0;10.5;65.0;130.0;15.5
860;15 jaar tot AOW-leeftijd;Teylingen;23450;320;13.5;130;30.5;90;21.5;50.0;11.5;50.0;20.0;22.0;20.0;7.0;49.0;140.0;6.0
861;15 jaar tot AOW-leeftijd;Tholen;16240;380;23.5;140;26.5;120;24.0;60.0;12.5;290.0;70.0;18.5;230.0;59.5;77.5;100.0;6.5
862;15 jaar tot AOW-leeftijd;Tiel;27720;1460;52.5;390;21.0;360;19.5;200.0;10.5;360.0;50.0;10.5;260.0;17.5;70.0;370.0;13.5
863;15 jaar tot AOW-leeftijd;Tilburg;147510;7870;53.5;2250;22.0;2310;22.5;1180.0;11.5;1840.0;780.0;28.5;1310.0;16.5;71.0;1490.0;10.0
864;15 jaar tot AOW-leeftijd;Tubbergen;13830;160;11.5;70;34.5;40;18.0;20.0;10.0;110.0;20.0;13.0;80.0;51.0;73.0;100.0;7.0
865;15 jaar tot AOW-leeftijd;Twenterand;21570;600;28.0;190;25.0;140;19.0;90.0;11.5;280.0;80.0;22.5;220.0;35.5;76.5;330.0;15.0
866;15 jaar tot AOW-leeftijd;Tynaarlo;19970;460;23.0;200;32.0;140;23.0;80.0;13.0;170.0;30.0;11.0;100.0;22.0;60.0;90.0;4.5
867;15 jaar tot AOW-leeftijd;Tytsjerksteradiel;19630;560;28.5;190;25.5;180;24.5;100.0;13.5;430.0;80.0;13.5;330.0;59.0;77.0;180.0;9.0
868;15 jaar tot AOW-leeftijd;Uden;26540;750;28.5;260;26.0;200;21.0;110.0;11.0;240.0;80.0;21.5;160.0;21.5;68.0;390.0;14.5
869;15 jaar tot AOW-leeftijd;Uitgeest;8900;150;17.0;50;28.5;30;17.5;10.0;7.0;40.0;20.0;17.0;30.0;18.0;75.0;40.0;4.0
870;15 jaar tot AOW-leeftijd;Uithoorn;19080;360;19.0;140;28.0;120;24.0;70.0;15.0;310.0;110.0;21.5;250.0;68.0;80.0;60.0;3.5
871;15 jaar tot AOW-leeftijd;Urk;12640;150;12.0;60;31.0;40;20.0;20.0;9.0;60.0;20.0;11.0;50.0;31.0;78.5;70.0;5.5
872;15 jaar tot AOW-leeftijd;Utrecht (gemeente);249860;11270;45.0;3230;23.0;2730;19.5;1350.0;9.5;1340.0;550.0;16.0;940.0;8.5;70.0;830.0;3.5
873;15 jaar tot AOW-leeftijd;Utrechtse Heuvelrug;29940;720;24.0;270;29.0;160;17.0;70.0;7.5;220.0;50.0;16.5;160.0;22.5;72.5;100.0;3.5
874;15 jaar tot AOW-leeftijd;Vaals;6140;330;53.5;80;20.5;60;15.5;30.0;8.0;160.0;20.0;9.0;120.0;37.0;77.5;70.0;12.0
875;15 jaar tot AOW-leeftijd;Valkenburg aan de Geul;10130;320;31.5;80;20.5;60;15.0;40.0;9.5;120.0;30.0;14.5;80.0;23.5;61.0;100.0;9.5
876;15 jaar tot AOW-leeftijd;Valkenswaard;19090;570;29.5;150;22.0;130;18.5;80.0;11.5;170.0;60.0;23.5;110.0;20.0;66.0;170.0;9.0
877;15 jaar tot AOW-leeftijd;Veendam;17530;1050;60.0;370;27.5;260;19.5;130.0;9.5;680.0;200.0;21.5;580.0;55.5;86.0;440.0;25.0
878;15 jaar tot AOW-leeftijd;Veenendaal;41480;1520;36.5;390;20.5;370;19.5;190.0;10.0;690.0;100.0;13.0;410.0;27.0;59.0;310.0;7.5
879;15 jaar tot AOW-leeftijd;Veere;13170;240;18.0;100;32.0;50;17.5;30.0;8.5;20.0;10.0;38.5;10.0;5.0;66.5;60.0;4.5
880;15 jaar tot AOW-leeftijd;Veghel;25200;490;19.5;160;25.0;130;21.0;80.0;12.0;310.0;60.0;15.5;230.0;46.0;71.5;310.0;12.5
881;15 jaar tot AOW-leeftijd;Veldhoven;28860;640;22.0;230;28.0;150;18.0;80.0;10.0;490.0;120.0;16.5;400.0;63.0;82.5;210.0;7.0
882;15 jaar tot AOW-leeftijd;Velsen;44280;1500;34.0;440;23.5;370;20.0;170.0;9.0;620.0;160.0;15.0;490.0;32.5;78.0;250.0;5.5
883;15 jaar tot AOW-leeftijd;Venlo;65950;3490;53.0;1070;24.5;830;19.5;460.0;11.0;200.0;60.0;11.5;80.0;2.0;38.5;680.0;10.5
884;15 jaar tot AOW-leeftijd;Venray;28590;900;31.5;310;25.0;290;24.0;170.0;13.5;60.0;20.0;12.0;20.0;2.0;30.5;480.0;17.0
885;15 jaar tot AOW-leeftijd;Vianen;12530;310;25.0;120;28.5;90;23.0;50.0;12.5;150.0;50.0;19.0;130.0;40.0;83.5;40.0;3.0
886;15 jaar tot AOW-leeftijd;Vlaardingen;45910;2800;61.0;780;23.0;590;17.5;250.0;7.5;1150.0;250.0;17.0;920.0;32.5;80.0;380.0;8.5
887;15 jaar tot AOW-leeftijd;Vlagtwedde;9820;360;36.5;150;31.0;100;22.0;50.0;11.0;260.0;50.0;12.0;210.0;58.0;80.5;310.0;32.0
888;15 jaar tot AOW-leeftijd;Vlieland;750;10;13.5;10;45.5;0;;0.0;;10.0;0.0;;0.0;;;0.0;
889;15 jaar tot AOW-leeftijd;Vlissingen;28180;2070;73.5;580;22.5;450;18.0;260.0;10.5;130.0;60.0;19.0;70.0;3.0;53.0;380.0;13.5
890;15 jaar tot AOW-leeftijd;Voerendaal;7620;130;17.0;40;23.5;50;29.5;30.0;15.5;120.0;40.0;21.0;100.0;76.5;82.5;80.0;10.0
891;15 jaar tot AOW-leeftijd;Voorschoten;15260;340;22.5;120;26.0;120;25.0;70.0;14.5;290.0;60.0;12.0;210.0;61.5;72.0;60.0;4.0
892;15 jaar tot AOW-leeftijd;Voorst;15100;310;21.0;130;31.0;100;23.0;40.0;10.5;80.0;20.0;13.0;40.0;14.0;58.0;100.0;6.5
893;15 jaar tot AOW-leeftijd;Vught;16590;310;18.5;100;24.5;80;19.5;40.0;10.5;290.0;70.0;17.5;200.0;63.5;68.0;210.0;13.0
894;15 jaar tot AOW-leeftijd;Waalre;10140;210;21.0;60;24.0;40;16.0;30.0;11.0;100.0;20.0;11.0;80.0;38.0;80.0;60.0;5.5
895;15 jaar tot AOW-leeftijd;Waalwijk;30630;870;28.5;310;27.5;260;23.0;130.0;11.5;200.0;80.0;25.5;110.0;12.0;53.5;270.0;9.0
896;15 jaar tot AOW-leeftijd;Waddinxveen;16940;380;22.5;140;28.0;110;22.5;60.0;12.5;130.0;30.0;19.5;70.0;19.5;58.5;110.0;6.5
897;15 jaar tot AOW-leeftijd;Wageningen;27890;790;28.5;300;30.0;210;21.0;110.0;11.0;500.0;150.0;23.5;380.0;48.0;77.0;170.0;6.0
898;15 jaar tot AOW-leeftijd;Wassenaar;15140;450;30.0;140;25.0;100;18.0;60.0;11.0;360.0;80.0;15.0;280.0;61.0;77.0;60.0;3.5
899;15 jaar tot AOW-leeftijd;Waterland;10620;160;15.5;70;32.5;50;23.0;30.0;12.0;40.0;10.0;14.5;20.0;14.5;68.5;30.0;2.5
900;15 jaar tot AOW-leeftijd;Weert;31830;1110;35.0;390;26.5;270;18.5;150.0;10.5;1180.0;230.0;14.5;940.0;84.5;80.0;440.0;13.5
901;15 jaar tot AOW-leeftijd;Weesp;12130;430;35.0;110;21.0;100;18.5;50.0;8.5;270.0;40.0;12.5;210.0;50.0;79.5;40.0;3.5
902;15 jaar tot AOW-leeftijd;Werkendam;17020;300;17.5;110;27.0;100;24.5;50.0;13.0;110.0;20.0;13.0;80.0;28.0;77.0;80.0;5.0
903;15 jaar tot AOW-leeftijd;West Maas en Waal;12380;260;21.0;80;22.5;80;22.5;40.0;12.0;60.0;20.0;23.5;40.0;15.0;68.0;70.0;5.5
904;15 jaar tot AOW-leeftijd;Westerveld;11460;250;22.0;120;29.0;100;26.0;50.0;12.5;270.0;70.0;16.5;200.0;78.5;73.5;140.0;12.0
905;15 jaar tot AOW-leeftijd;Westervoort;10230;430;42.0;120;21.5;130;23.0;70.0;12.0;130.0;50.0;25.0;90.0;20.5;70.0;120.0;11.5
906;15 jaar tot AOW-leeftijd;Westland;68900;1420;20.5;400;23.0;340;19.5;180.0;10.5;540.0;180.0;27.0;420.0;30.0;78.0;340.0;5.0
907;15 jaar tot AOW-leeftijd;Weststellingwerf;15980;590;37.0;230;30.0;160;21.5;100.0;12.5;480.0;130.0;22.0;390.0;66.0;80.0;210.0;13.5
908;15 jaar tot AOW-leeftijd;Westvoorne;8750;150;17.0;60;33.0;50;24.5;20.0;10.5;50.0;20.0;25.0;30.0;21.5;62.5;20.0;2.5
909;15 jaar tot AOW-leeftijd;Wierden;15180;240;16.0;80;24.5;70;21.0;40.0;13.5;110.0;40.0;24.0;60.0;25.5;59.0;110.0;7.0
910;15 jaar tot AOW-leeftijd;Wijchen;26370;800;30.5;240;24.0;160;16.0;100.0;10.5;70.0;40.0;25.0;40.0;5.0;57.0;240.0;9.0
911;15 jaar tot AOW-leeftijd;Wijdemeren;14350;250;17.5;100;30.5;60;19.5;40.0;12.0;70.0;20.0;18.0;50.0;21.0;71.0;30.0;2.0
912;15 jaar tot AOW-leeftijd;Wijk bij Duurstede;15580;280;18.0;80;22.5;80;21.5;50.0;12.5;100.0;40.0;29.0;70.0;25.5;69.0;60.0;4.0
913;15 jaar tot AOW-leeftijd;Winsum;8390;290;34.5;110;28.5;90;23.5;50.0;13.5;300.0;50.0;14.0;250.0;86.0;83.5;80.0;10.0
914;15 jaar tot AOW-leeftijd;Winterswijk;18290;680;37.0;290;30.0;220;23.0;120.0;12.5;760.0;150.0;16.0;580.0;85.5;76.0;310.0;17.0
915;15 jaar tot AOW-leeftijd;Woensdrecht;13750;330;23.5;120;30.5;70;16.5;40.0;8.5;80.0;30.0;25.0;60.0;19.5;77.0;110.0;8.0
916;15 jaar tot AOW-leeftijd;Woerden;33150;610;18.5;260;33.0;180;24.0;100.0;13.0;290.0;100.0;21.5;230.0;38.0;81.0;280.0;8.5
917;15 jaar tot AOW-leeftijd;De Wolden;14800;240;16.0;100;29.0;90;26.5;50.0;14.5;260.0;50.0;10.5;210.0;88.0;81.5;110.0;7.5
918;15 jaar tot AOW-leeftijd;Wormerland;10030;220;22.0;80;27.0;70;22.5;40.0;12.5;40.0;20.0;40.5;30.0;13.5;73.0;20.0;2.5
919;15 jaar tot AOW-leeftijd;Woudenberg;7840;130;17.0;40;22.5;40;23.0;20.0;10.5;50.0;10.0;22.0;40.0;29.5;81.5;20.0;2.5
920;15 jaar tot AOW-leeftijd;Woudrichem;9310;170;18.0;60;28.0;50;22.0;20.0;10.5;70.0;10.0;8.5;60.0;34.5;83.0;50.0;5.5
921;15 jaar tot AOW-leeftijd;Zaanstad;101380;4450;44.0;1220;22.0;1110;20.0;550.0;10.0;1240.0;500.0;23.0;900.0;20.0;72.5;460.0;4.5
922;15 jaar tot AOW-leeftijd;Zaltbommel;17680;390;22.0;140;29.0;80;16.0;50.0;10.0;160.0;30.0;14.5;130.0;35.0;86.5;160.0;9.0
923;15 jaar tot AOW-leeftijd;Zandvoort;10440;420;40.0;130;24.5;100;19.0;40.0;7.5;;;;;;;30.0;3.0
924;15 jaar tot AOW-leeftijd;Zederik;8790;120;13.5;40;32.5;30;19.5;10.0;9.5;80.0;10.0;14.5;50.0;46.0;69.0;30.0;4.0
925;15 jaar tot AOW-leeftijd;Zeewolde;15680;310;20.0;140;33.5;90;21.0;50.0;11.5;140.0;50.0;20.5;100.0;33.0;74.5;20.0;1.5
926;15 jaar tot AOW-leeftijd;Zeist;39220;1490;38.0;500;25.5;430;21.5;210.0;10.5;610.0;210.0;23.0;460.0;31.0;76.0;210.0;5.5
927;15 jaar tot AOW-leeftijd;Zevenaar;20080;700;35.0;210;23.5;180;20.0;100.0;11.0;200.0;70.0;20.5;150.0;21.0;75.0;160.0;8.0
928;15 jaar tot AOW-leeftijd;Zoetermeer;82740;3540;43.0;1390;29.5;1120;24.0;630.0;13.5;1460.0;530.0;21.5;970.0;27.5;66.5;350.0;4.5
929;15 jaar tot AOW-leeftijd;Zoeterwoude;5450;60;11.5;20;21.5;20;28.0;10.0;15.0;30.0;10.0;25.0;20.0;25.0;55.0;30.0;5.0
930;15 jaar tot AOW-leeftijd;Zuidhorn;11670;230;20.0;100;31.0;80;26.0;50.0;14.5;130.0;40.0;24.0;90.0;38.0;66.5;80.0;6.5
931;15 jaar tot AOW-leeftijd;Zuidplas;27070;610;22.5;200;27.0;150;19.5;80.0;10.0;340.0;60.0;11.0;260.0;43.0;77.5;90.0;3.5
932;15 jaar tot AOW-leeftijd;Zundert;14390;240;16.5;90;28.5;60;17.5;20.0;7.0;80.0;30.0;19.0;60.0;24.5;74.5;100.0;7.0
933;15 jaar tot AOW-leeftijd;Zutphen;30550;1700;55.5;480;22.5;380;17.5;210.0;9.5;670.0;220.0;21.5;550.0;32.0;81.5;490.0;16.0
934;15 jaar tot AOW-leeftijd;Zwartewaterland;14120;230;16.0;90;30.5;70;22.5;40.0;14.0;180.0;50.0;20.0;130.0;57.0;73.5;60.0;4.0
935;15 jaar tot AOW-leeftijd;Zwijndrecht;27700;1190;43.0;350;23.0;340;22.5;180.0;12.0;270.0;50.0;14.0;170.0;14.0;62.0;160.0;6.0
936;15 jaar tot AOW-leeftijd;Zwolle;84370;3760;44.5;1010;22.0;850;18.5;490.0;10.5;720.0;570.0;39.5;490.0;13.0;68.0;630.0;7.5
937;15 jaar tot AOW-leeftijd;Groningen (AM);491720;26220;53.5;8810;26.0;7010;20.5;3770.0;11.0;11410.0;2840.0;16.0;9070.0;34.5;79.5;6630.0;13.5
938;15 jaar tot AOW-leeftijd;Friesland (AM);412230;20340;49.5;6510;25.0;5230;20.0;2780.0;10.5;7260.0;2030.0;18.5;5680.0;28.0;78.5;4220.0;10.5
939;15 jaar tot AOW-leeftijd;Drenthe (AM);177390;7670;43.5;2530;25.0;2150;21.0;1200.0;12.0;4710.0;1400.0;19.0;3870.0;50.5;82.5;2550.0;14.5
940;15 jaar tot AOW-leeftijd;Twente (AM);404950;18080;44.5;5480;24.0;4590;20.0;2370.0;10.5;7430.0;1720.0;17.0;5880.0;32.5;79.0;4300.0;10.5
941;15 jaar tot AOW-leeftijd;Stedendriehoek en Noordwest Veluwe (AM);387800;13200;34.0;4430;26.0;3610;21.0;1770.0;10.5;6860.0;1890.0;13.5;5310.0;40.0;77.5;3720.0;9.5
942;15 jaar tot AOW-leeftijd;Midden-Gelderland (AM);257560;12980;50.5;3800;24.0;2890;18.0;1500.0;9.5;3410.0;880.0;16.5;2520.0;19.5;74.0;2600.0;10.0
943;15 jaar tot AOW-leeftijd;Rijk van Nijmegen (AM);217050;10620;49.0;3180;24.5;2270;17.5;1220.0;9.5;1060.0;410.0;18.0;560.0;5.5;52.5;1940.0;9.0
944;15 jaar tot AOW-leeftijd;Achterhoek (AM);188770;5070;27.0;1760;26.5;1400;21.0;710.0;10.5;3500.0;870.0;17.0;2570.0;51.0;73.5;2320.0;12.5
945;15 jaar tot AOW-leeftijd;Rivierenland (AM);149110;4010;27.0;1220;24.0;1010;19.5;570.0;11.0;1310.0;250.0;14.0;1010.0;25.5;77.0;1190.0;8.0
946;15 jaar tot AOW-leeftijd;Flevoland (AM);262550;10810;41.0;3700;26.0;3000;21.0;1590.0;11.0;4660.0;1360.0;18.0;3530.0;32.5;76.0;1220.0;4.5
947;15 jaar tot AOW-leeftijd;Gooi en Vechtstreek (AM);162080;4990;31.0;1410;23.0;1110;18.0;590.0;9.5;2150.0;570.0;18.0;1730.0;34.5;80.5;650.0;4.0
948;15 jaar tot AOW-leeftijd;Midden-Utrecht (AM);577930;19410;33.5;6020;24.5;4870;20.0;2450.0;10.0;4760.0;1600.0;18.0;3650.0;19.0;76.5;2230.0;4.0
949;15 jaar tot AOW-leeftijd;Amersfoort (AM);214040;5960;28.0;1900;25.5;1480;19.5;790.0;10.5;3140.0;900.0;18.0;2430.0;40.5;77.5;1340.0;6.5
950;15 jaar tot AOW-leeftijd;Noord-Holland Noord (AM);417380;11700;28.0;3790;25.5;2910;19.5;1640.0;11.0;4470.0;1610.0;23.0;3400.0;29.0;76.0;2390.0;5.5
951;15 jaar tot AOW-leeftijd;Zaanstreek/Waterland (AM);217430;7330;33.5;2180;23.5;1900;20.5;1010.0;11.0;2450.0;900.0;20.5;1790.0;24.5;73.5;940.0;4.5
952;15 jaar tot AOW-leeftijd;Groot Amsterdam (AM);868030;47320;54.5;12460;21.0;10430;17.5;5430.0;9.0;21930.0;4410.0;13.0;14020.0;29.5;64.0;4040.0;4.5
