ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
159;15 jaar of ouder;Ferwerderadiel;7110;230;32.0;80;28.0;60;19.5;20.0;7.5;50.0;10.0;10.0;40.0;19.0;77.5;50.0;7.0
160;15 jaar of ouder;Franekeradeel;16960;600;35.5;190;25.5;140;18.5;60.0;9.0;380.0;100.0;17.5;310.0;54.0;83.5;160.0;9.5
161;15 jaar of ouder;De Fryske Marren;42840;1090;25.5;380;27.0;290;20.5;160.0;11.5;560.0;140.0;13.5;450.0;43.0;80.5;170.0;4.0
162;15 jaar of ouder;Geertruidenberg;18010;370;20.5;100;21.5;80;18.0;50.0;12.0;300.0;80.0;23.5;210.0;57.5;69.0;100.0;5.5
163;15 jaar of ouder;Geldermalsen;21870;310;14.5;90;22.5;70;18.0;50.0;13.5;150.0;40.0;19.5;100.0;36.5;71.0;100.0;4.5
164;15 jaar of ouder;Geldrop-Mierlo;32930;880;26.5;260;23.5;210;19.5;100.0;9.5;90.0;40.0;10.5;80.0;9.5;87.0;210.0;6.5
165;15 jaar of ouder;Gemert-Bakel;25030;460;18.0;150;25.5;120;21.0;60.0;10.5;30.0;40.0;23.5;20.0;4.5;62.5;230.0;9.0
166;15 jaar of ouder;Gennep;14490;350;24.0;100;24.5;70;17.0;40.0;10.0;80.0;30.0;25.5;70.0;20.0;78.5;230.0;16.0
167;15 jaar of ouder;Giessenlanden;12070;130;11.0;50;29.5;40;22.5;20.0;12.0;90.0;20.0;16.5;70.0;55.0;81.0;30.0;2.0
168;15 jaar of ouder;Gilze en Rijen;21910;530;24.5;190;27.5;120;17.5;50.0;8.0;440.0;80.0;13.0;370.0;73.5;84.0;90.0;4.0
169;15 jaar of ouder;Goeree-Overflakkee;40560;520;12.5;200;30.5;150;22.0;80.0;12.5;90.0;40.0;16.0;60.0;13.0;75.5;250.0;6.0
170;15 jaar of ouder;Goes;31820;850;27.0;270;24.0;270;23.5;120.0;11.5;550.0;160.0;19.5;440.0;56.0;80.0;290.0;9.0
171;15 jaar of ouder;Goirle;19360;340;17.5;110;23.5;110;25.0;70.0;16.0;170.0;50.0;23.5;110.0;36.0;65.5;130.0;7.0
172;15 jaar of ouder;Gooise Meren;46020;1000;21.5;250;20.5;220;17.5;90.0;8.5;100.0;60.0;23.0;80.0;8.5;76.0;90.0;2.0
173;15 jaar of ouder;Gorinchem;29810;990;33.5;340;27.0;240;19.0;120.0;10.5;460.0;120.0;19.5;380.0;43.0;83.5;300.0;10.0
174;15 jaar of ouder;Gouda;59380;2290;38.5;620;22.0;520;18.5;240.0;9.5;550.0;200.0;19.0;360.0;18.0;64.5;480.0;8.0
175;15 jaar of ouder;Grave;10470;170;16.0;120;40.5;70;24.5;40.0;13.5;40.0;30.0;28.5;30.0;18.5;67.5;90.0;8.5
176;15 jaar of ouder;'s-Gravenhage (gemeente);433510;31800;73.5;7580;19.5;6680;17.0;3130.0;9.0;10780.0;2420.0;12.5;8540.0;31.0;79.0;1890.0;4.5
177;15 jaar of ouder;Groningen (gemeente);177410;11580;65.5;3090;21.5;2770;19.0;1470.0;10.5;2160.0;660.0;18.0;1630.0;14.5;75.0;1160.0;6.5
178;15 jaar of ouder;Grootegast;9930;190;19.0;60;26.5;50;20.5;30.0;12.5;100.0;30.0;18.0;80.0;44.5;79.0;90.0;9.0
179;15 jaar of ouder;Gulpen-Wittem;12720;190;14.5;100;35.5;50;17.0;20.0;6.5;120.0;10.0;9.0;90.0;50.5;71.5;110.0;8.5
180;15 jaar of ouder;Haaksbergen;20420;430;21.5;170;28.0;150;25.0;70.0;12.0;120.0;50.0;27.5;80.0;20.5;67.5;120.0;6.0
181;15 jaar of ouder;Haaren;11930;120;9.5;60;42.0;40;25.0;20.0;13.5;40.0;20.0;33.0;30.0;25.0;65.0;80.0;7.0
182;15 jaar of ouder;Haarlem;132220;4250;32.0;1070;21.0;850;16.5;390.0;8.5;;;;;;;680.0;5.0
183;15 jaar of ouder;Haarlemmerliede en Spaarnwoude;4790;70;14.0;10;9.5;20;19.5;10.0;13.0;60.0;10.0;12.0;50.0;83.5;80.5;10.0;1.5
184;15 jaar of ouder;Haarlemmermeer;119550;2390;20.0;830;28.5;490;17.0;240.0;9.0;790.0;130.0;15.5;530.0;24.5;67.5;300.0;2.5
185;15 jaar of ouder;Halderberge;25180;550;21.5;170;24.5;150;20.5;60.0;10.0;90.0;40.0;10.5;80.0;15.5;83.5;250.0;10.0
186;15 jaar of ouder;Hardenberg;49150;1000;20.5;370;28.0;310;23.5;150.0;12.0;720.0;130.0;13.5;560.0;59.5;77.5;420.0;8.5
187;15 jaar of ouder;Harderwijk;37800;1090;29.0;350;25.0;300;21.5;150.0;11.5;320.0;110.0;19.5;240.0;23.5;74.0;220.0;6.0
188;15 jaar of ouder;Hardinxveld-Giessendam;14350;210;14.5;70;31.0;40;18.5;20.0;9.5;130.0;40.0;22.5;110.0;56.5;89.5;50.0;3.5
189;15 jaar of ouder;Haren;16270;310;19.0;160;34.5;90;21.0;60.0;14.0;270.0;110.0;31.0;220.0;73.5;79.5;40.0;2.5
190;15 jaar of ouder;Harlingen;13310;630;47.5;150;20.0;120;16.0;70.0;9.5;310.0;100.0;16.5;260.0;43.5;85.0;90.0;7.0
191;15 jaar of ouder;Hattem;9880;150;15.0;60;32.5;50;23.5;10.0;7.5;180.0;30.0;11.0;130.0;88.5;72.0;40.0;4.5
192;15 jaar of ouder;Heemskerk;33160;1020;30.5;270;21.0;260;20.5;130.0;10.5;630.0;110.0;12.5;570.0;60.0;90.0;170.0;5.0
193;15 jaar of ouder;Heemstede;22170;310;14.0;100;25.5;70;18.0;40.0;10.5;290.0;60.0;15.0;240.0;87.5;83.0;70.0;3.0
194;15 jaar of ouder;Heerde;15540;210;13.5;80;30.5;40;17.0;20.0;9.0;190.0;30.0;13.5;150.0;70.5;77.0;100.0;6.5
195;15 jaar of ouder;Heerenveen;41860;1600;38.0;520;25.0;440;21.5;250.0;13.0;260.0;130.0;33.0;170.0;11.0;64.0;390.0;9.0
196;15 jaar of ouder;Heerhugowaard;44640;970;21.5;360;29.0;250;20.0;160.0;13.5;340.0;170.0;23.5;240.0;27.5;71.5;190.0;4.5
197;15 jaar of ouder;Heerlen;75990;5240;69.0;1510;22.5;1420;21.0;660.0;10.5;2140.0;520.0;18.5;1620.0;33.5;76.0;1290.0;17.0
198;15 jaar of ouder;Heeze-Leende;13390;140;10.5;50;30.0;40;23.5;30.0;15.0;40.0;20.0;31.0;20.0;17.5;65.5;60.0;4.0
199;15 jaar of ouder;Heiloo;19290;290;15.0;70;20.5;70;19.5;30.0;8.0;160.0;30.0;14.0;110.0;40.5;69.0;50.0;2.5
200;15 jaar of ouder;Den Helder;47760;2060;43.0;550;21.5;430;16.5;210.0;9.0;560.0;110.0;16.5;400.0;21.0;71.5;290.0;6.0
201;15 jaar of ouder;Hellendoorn;29680;520;17.5;150;22.5;110;17.0;50.0;9.0;420.0;110.0;22.5;280.0;57.5;67.5;180.0;6.0
202;15 jaar of ouder;Hellevoetsluis;32660;1000;30.5;280;22.5;260;21.0;130.0;11.0;750.0;130.0;14.5;540.0;58.5;71.5;90.0;3.0
203;15 jaar of ouder;Helmond;74570;3240;43.5;880;21.5;900;21.5;410.0;11.0;400.0;280.0;18.5;260.0;9.0;64.0;870.0;11.5
204;15 jaar of ouder;Hendrik-Ido-Ambacht;23680;400;17.0;110;23.5;80;18.5;40.0;10.5;70.0;20.0;14.0;40.0;12.0;65.5;40.0;2.0
205;15 jaar of ouder;Hengelo (O.);67600;2960;44.0;970;25.5;780;20.5;400.0;11.5;640.0;150.0;16.5;400.0;15.0;61.5;530.0;8.0
206;15 jaar of ouder;'s-Hertogenbosch;127870;4710;37.0;1320;22.5;1190;20.0;600.0;11.0;1970.0;440.0;12.5;1570.0;37.0;79.5;1040.0;8.0
207;15 jaar of ouder;Heumen;13960;310;22.0;140;35.5;70;18.5;30.0;8.0;20.0;10.0;13.0;20.0;6.5;82.5;80.0;5.5
208;15 jaar of ouder;Heusden;36470;670;18.5;210;24.0;190;22.5;100.0;12.0;150.0;50.0;21.0;80.0;13.0;53.5;210.0;6.0
209;15 jaar of ouder;Hillegom;17940;280;16.0;90;24.5;70;20.0;40.0;11.0;40.0;30.0;29.0;30.0;9.5;66.0;80.0;4.5
210;15 jaar of ouder;Hilvarenbeek;12880;140;10.5;50;28.0;40;23.0;30.0;15.5;20.0;0.0;;10.0;10.5;66.5;80.0;6.0
211;15 jaar of ouder;Hilversum;73780;2380;32.5;650;22.0;560;19.5;260.0;9.5;960.0;300.0;20.0;810.0;37.0;84.5;340.0;4.5
212;15 jaar of ouder;Hof van Twente;29570;500;17.0;150;23.0;120;19.5;70.0;11.5;380.0;70.0;14.5;300.0;63.0;77.5;120.0;4.0
213;15 jaar of ouder;Hollands Kroon;39790;640;16.0;200;24.0;200;23.5;110.0;13.5;150.0;60.0;27.0;130.0;21.0;86.0;140.0;3.5
214;15 jaar of ouder;Hoogeveen;45750;1510;33.0;580;28.0;470;22.5;230.0;12.0;1470.0;330.0;16.0;1230.0;87.0;84.0;650.0;14.0
215;15 jaar of ouder;Hoogezand-Sappemeer;28950;1540;53.0;500;25.0;450;22.5;210.0;11.5;1420.0;260.0;14.5;1240.0;87.5;87.0;340.0;11.5
216;15 jaar of ouder;Hoorn;60110;2050;34.0;580;23.0;490;19.0;260.0;11.5;950.0;340.0;24.0;710.0;39.0;74.0;280.0;4.5
217;15 jaar of ouder;Horst aan de Maas;35640;480;13.5;170;26.0;130;21.0;70.0;11.0;300.0;110.0;28.5;190.0;44.0;64.0;230.0;6.5
218;15 jaar of ouder;Houten;39270;660;17.0;230;28.0;160;19.0;70.0;9.5;350.0;90.0;16.5;310.0;49.5;88.5;90.0;2.5
219;15 jaar of ouder;Huizen;34730;1030;29.5;250;20.5;190;15.5;110.0;10.0;540.0;100.0;13.5;420.0;46.5;77.5;110.0;3.0
220;15 jaar of ouder;Hulst;23680;360;15.0;120;25.5;110;22.0;50.0;10.5;300.0;50.0;12.5;240.0;76.5;82.5;190.0;8.0
221;15 jaar of ouder;IJsselstein;27870;650;23.0;220;26.0;190;22.0;80.0;10.0;270.0;100.0;21.5;210.0;35.0;77.5;110.0;4.0
222;15 jaar of ouder;Kaag en Braassem;22130;310;14.0;110;29.5;70;18.0;40.0;11.5;90.0;20.0;14.5;70.0;22.5;75.0;60.0;2.5
223;15 jaar of ouder;Kampen;41970;1000;24.0;350;28.0;250;19.5;140.0;11.5;150.0;80.0;32.5;100.0;11.0;68.5;260.0;6.5
224;15 jaar of ouder;Kapelle;10250;110;10.5;40;29.0;40;29.0;20.0;12.5;70.0;20.0;14.0;60.0;62.0;84.5;30.0;3.0
225;15 jaar of ouder;Katwijk;52240;1020;19.5;350;26.0;270;19.5;130.0;10.0;530.0;110.0;14.0;400.0;42.0;75.5;290.0;5.5
226;15 jaar of ouder;Kerkrade;40230;2190;54.5;500;18.0;560;20.5;240.0;9.5;560.0;150.0;15.0;410.0;20.0;72.0;940.0;23.5
227;15 jaar of ouder;Koggenland;18660;230;12.0;80;31.0;50;20.0;30.0;11.0;110.0;30.0;21.0;90.0;42.5;84.0;40.0;2.0
228;15 jaar of ouder;Kollumerland en Nieuwkruisland;10590;340;32.5;130;28.0;110;22.5;40.0;9.0;50.0;10.0;18.5;30.0;9.5;66.0;120.0;11.5
229;15 jaar of ouder;Korendijk;9070;80;9.5;20;20.0;20;19.0;10.0;6.5;100.0;20.0;13.5;60.0;76.5;64.5;20.0;2.5
230;15 jaar of ouder;Krimpen aan den IJssel;23990;610;25.5;200;27.0;140;18.5;70.0;10.0;320.0;60.0;13.5;240.0;44.5;76.0;110.0;4.5
231;15 jaar of ouder;Krimpenerwaard;45810;800;17.5;250;25.0;210;21.5;110.0;12.5;270.0;70.0;18.0;180.0;25.0;67.0;150.0;3.5
232;15 jaar of ouder;Laarbeek;18450;260;14.0;90;26.5;80;24.0;40.0;11.5;30.0;20.0;20.5;20.0;8.5;81.0;130.0;7.0
233;15 jaar of ouder;Landerd;12840;170;13.0;80;38.5;30;16.0;20.0;8.0;60.0;20.0;23.5;40.0;23.5;59.5;110.0;8.5
234;15 jaar of ouder;Landgraaf;32670;1270;39.0;390;24.0;360;21.5;140.0;9.0;370.0;120.0;19.0;300.0;25.5;81.0;510.0;15.5
235;15 jaar of ouder;Landsmeer;9380;120;13.0;50;27.0;50;29.0;30.0;16.0;20.0;10.0;26.0;10.0;11.0;68.5;10.0;1.5
236;15 jaar of ouder;Langedijk;22810;350;15.0;110;27.0;90;20.0;50.0;13.0;120.0;70.0;33.5;90.0;26.5;75.5;70.0;3.0
237;15 jaar of ouder;Lansingerland;46960;750;16.0;230;25.5;170;19.5;90.0;10.0;440.0;50.0;10.5;350.0;50.5;81.0;50.0;1.0
238;15 jaar of ouder;Laren (NH.);9330;120;12.5;40;27.5;40;23.5;20.0;13.5;70.0;20.0;20.5;60.0;53.0;75.5;20.0;1.5
239;15 jaar of ouder;Leek;16380;420;26.0;170;29.0;150;25.5;70.0;11.5;200.0;80.0;17.5;140.0;33.5;69.5;160.0;9.5
240;15 jaar of ouder;Leerdam;17280;470;27.5;140;23.5;120;19.5;50.0;9.0;260.0;50.0;16.0;240.0;56.0;91.0;110.0;6.0
241;15 jaar of ouder;Leeuwarden;92120;6410;69.5;2010;25.0;1590;19.5;760.0;10.0;1230.0;320.0;16.5;950.0;15.5;78.0;620.0;6.5
242;15 jaar of ouder;Leeuwarderadeel;8530;180;21.5;70;29.5;40;19.5;20.0;10.5;110.0;30.0;16.0;90.0;52.5;87.0;40.0;4.0
243;15 jaar of ouder;Leiden;106960;4130;38.5;1140;22.0;990;19.0;440.0;9.0;1060.0;560.0;28.5;830.0;22.0;77.5;760.0;7.0
244;15 jaar of ouder;Leiderdorp;22670;510;22.5;150;24.5;110;17.5;40.0;7.0;130.0;60.0;26.0;100.0;22.0;78.5;130.0;5.5
245;15 jaar of ouder;Leidschendam-Voorburg;62490;2350;37.5;660;23.0;520;18.5;250.0;9.5;1540.0;290.0;12.0;1200.0;58.0;78.0;160.0;2.5
246;15 jaar of ouder;Lelystad;62510;2890;46.0;830;23.0;710;19.5;330.0;10.0;990.0;240.0;17.0;670.0;26.0;67.5;310.0;5.0
247;15 jaar of ouder;Leudal;30970;470;15.0;230;33.5;150;22.0;80.0;12.0;120.0;30.0;20.5;90.0;19.5;72.0;190.0;6.5
248;15 jaar of ouder;Leusden;24580;380;15.5;140;31.0;80;17.0;30.0;8.0;120.0;40.0;16.5;90.0;26.5;72.0;80.0;3.5
249;15 jaar of ouder;Lingewaal;9230;130;14.5;40;26.5;30;16.5;10.0;7.5;90.0;10.0;13.0;60.0;51.5;75.5;20.0;2.5
250;15 jaar of ouder;Lingewaard;38330;570;15.0;200;28.5;140;20.0;60.0;8.5;230.0;50.0;17.5;170.0;32.0;75.0;220.0;6.0
251;15 jaar of ouder;Lisse;19090;300;16.0;100;27.5;60;17.0;30.0;8.5;30.0;20.0;19.0;10.0;5.0;54.0;80.0;4.5
252;15 jaar of ouder;Littenseradiel;8800;160;17.5;60;29.0;40;20.5;20.0;9.5;60.0;10.0;16.5;50.0;31.5;76.0;30.0;4.0
253;15 jaar of ouder;Lochem;28590;530;18.5;150;23.0;100;16.0;50.0;8.5;240.0;60.0;17.0;180.0;36.5;74.5;120.0;4.0
254;15 jaar of ouder;Loon op Zand;19550;330;17.0;140;31.5;110;24.0;50.0;13.0;80.0;40.0;30.0;50.0;15.5;59.5;160.0;8.0
255;15 jaar of ouder;Lopik;11660;150;13.0;40;22.0;40;19.0;20.0;10.0;80.0;20.0;15.5;60.0;42.0;77.5;30.0;3.0
256;15 jaar of ouder;Loppersum;8310;250;30.0;90;25.0;100;28.5;40.0;11.5;70.0;20.0;13.0;60.0;23.0;81.0;60.0;7.0
257;15 jaar of ouder;Losser;18950;460;24.0;140;23.5;140;23.0;70.0;11.5;90.0;30.0;24.0;70.0;17.0;81.0;170.0;9.0
258;15 jaar of ouder;Maasdriel;20200;270;13.5;100;29.5;70;20.5;40.0;11.5;120.0;10.0;9.0;110.0;44.0;89.5;110.0;5.5
259;15 jaar of ouder;Maasgouw;20880;370;17.5;110;24.0;90;20.0;40.0;9.0;140.0;30.0;22.0;90.0;27.5;67.5;120.0;6.0
260;15 jaar of ouder;Maassluis;27290;1170;42.5;270;19.5;210;15.0;90.0;7.0;460.0;80.0;14.0;390.0;38.0;84.5;210.0;8.0
261;15 jaar of ouder;Maastricht;109550;4530;41.5;1110;19.5;1040;18.5;470.0;9.0;1850.0;350.0;14.5;1440.0;35.0;78.0;960.0;9.0
262;15 jaar of ouder;De Marne;8520;300;35.5;110;27.5;90;21.5;40.0;11.5;290.0;50.0;13.5;240.0;79.5;82.5;80.0;9.0
263;15 jaar of ouder;Marum;8720;190;21.0;70;29.0;60;25.0;30.0;12.5;90.0;30.0;18.5;70.0;38.0;81.5;70.0;7.5
264;15 jaar of ouder;Medemblik;36560;590;16.0;220;29.5;140;19.0;80.0;10.5;290.0;90.0;21.0;230.0;41.0;80.0;110.0;3.0
265;15 jaar of ouder;Meerssen;16540;280;16.5;100;27.5;70;19.5;30.0;10.0;140.0;30.0;13.0;100.0;39.0;73.5;80.0;4.5
266;15 jaar of ouder;Menameradiel;11120;240;21.5;80;26.0;50;16.5;20.0;7.5;160.0;30.0;13.0;130.0;56.0;84.0;50.0;4.5
267;15 jaar of ouder;Menterwolde;10360;400;38.5;130;25.0;110;21.0;60.0;12.0;210.0;30.0;13.5;120.0;31.0;56.0;140.0;13.0
268;15 jaar of ouder;Meppel;27340;840;30.5;300;27.5;220;21.0;130.0;13.0;700.0;190.0;20.5;560.0;70.5;80.0;330.0;12.0
269;15 jaar of ouder;Middelburg (Z.);40250;1660;41.0;460;22.0;320;15.5;170.0;9.0;90.0;60.0;29.0;60.0;4.0;63.0;300.0;7.5
270;15 jaar of ouder;Midden-Delfland;15690;160;10.0;60;28.0;50;24.5;20.0;12.0;40.0;10.0;17.5;20.0;16.0;64.0;30.0;2.0
271;15 jaar of ouder;Midden-Drenthe;28250;560;19.5;270;32.0;200;24.5;130.0;16.0;340.0;130.0;25.5;260.0;51.0;77.0;190.0;6.5
272;15 jaar of ouder;Mill en Sint Hubert;9220;140;14.5;40;26.0;40;23.5;20.0;12.0;20.0;20.0;28.5;10.0;10.0;59.0;130.0;14.0
273;15 jaar of ouder;Moerdijk;31080;590;19.0;190;26.5;130;17.5;70.0;10.5;100.0;40.0;18.5;70.0;12.5;71.5;140.0;4.5
274;15 jaar of ouder;Molenwaard;23210;260;11.5;100;30.0;80;23.5;40.0;12.5;200.0;50.0;20.0;160.0;64.0;83.5;50.0;2.0
275;15 jaar of ouder;Montferland;30270;570;19.0;190;23.0;250;31.0;120.0;16.0;290.0;80.0;16.5;210.0;40.0;72.0;240.0;8.0
276;15 jaar of ouder;Montfoort;11250;130;11.5;30;22.0;40;23.0;20.0;13.0;70.0;20.0;18.5;50.0;42.5;81.5;20.0;2.0
277;15 jaar of ouder;Mook en Middelaar;6700;110;16.5;40;27.0;30;20.5;10.0;8.5;10.0;0.0;;0.0;;;30.0;5.0
278;15 jaar of ouder;Neder-Betuwe;18440;320;17.5;110;26.0;90;22.0;50.0;12.5;80.0;30.0;18.0;60.0;21.0;78.0;70.0;4.0
279;15 jaar of ouder;Nederweert;14480;170;12.0;60;28.0;60;26.0;30.0;14.0;30.0;10.0;23.5;20.0;13.5;67.5;130.0;9.0
280;15 jaar of ouder;Neerijnen;9960;150;15.5;30;18.5;40;19.0;20.0;12.0;40.0;10.0;17.5;20.0;16.0;66.5;50.0;5.0
281;15 jaar of ouder;Nieuwegein;52050;1550;30.0;470;23.5;370;19.0;200.0;11.0;680.0;190.0;16.5;550.0;39.0;80.5;170.0;3.5
282;15 jaar of ouder;Nieuwkoop;23440;320;13.5;140;33.5;100;24.5;50.0;13.0;90.0;30.0;21.0;70.0;22.0;76.5;60.0;2.5
283;15 jaar of ouder;Nijkerk;33840;540;16.0;220;34.0;110;17.5;60.0;10.5;120.0;40.0;25.5;100.0;20.5;78.0;110.0;3.0
284;15 jaar of ouder;Nijmegen;149550;8580;57.5;2340;22.5;1760;17.0;860.0;9.0;770.0;300.0;18.0;380.0;5.0;49.0;1120.0;7.5
285;15 jaar of ouder;Nissewaard;72180;2670;37.0;700;21.5;640;19.5;330.0;11.0;760.0;260.0;26.0;540.0;22.5;72.0;320.0;4.5
286;15 jaar of ouder;Noord-Beveland;6400;120;18.5;60;35.0;40;24.0;20.0;15.5;90.0;20.0;16.0;60.0;56.5;74.0;20.0;3.5
287;15 jaar of ouder;Noordenveld;27300;680;25.0;440;43.0;160;16.0;90.0;8.5;300.0;100.0;15.5;220.0;34.0;74.5;160.0;6.0
288;15 jaar of ouder;Noordoostpolder;37640;1110;29.5;450;30.0;300;20.0;150.0;10.5;850.0;220.0;19.0;670.0;64.5;79.0;230.0;6.0
289;15 jaar of ouder;Noordwijk;22020;330;15.0;120;28.0;90;21.5;50.0;12.5;30.0;30.0;31.0;20.0;7.5;67.5;90.0;4.0
290;15 jaar of ouder;Noordwijkerhout;13810;210;15.0;60;25.0;50;18.5;30.0;10.5;20.0;10.0;33.5;10.0;5.5;64.5;50.0;3.5
291;15 jaar of ouder;Nuenen, Gerwen en Nederwetten;19400;430;22.0;100;18.5;100;19.0;60.0;11.0;80.0;20.0;12.5;60.0;14.0;69.0;70.0;3.5
292;15 jaar of ouder;Nunspeet;21940;330;15.0;130;29.0;110;24.0;60.0;13.5;360.0;80.0;16.5;290.0;93.5;81.0;140.0;6.5
293;15 jaar of ouder;Nuth;13340;230;17.5;70;23.0;80;25.5;40.0;13.5;210.0;50.0;16.5;170.0;78.5;83.0;120.0;9.0
294;15 jaar of ouder;Oegstgeest;19320;360;18.5;120;28.0;60;14.5;30.0;9.0;120.0;20.0;17.0;90.0;26.0;73.5;50.0;2.5
295;15 jaar of ouder;Oirschot;15690;160;10.0;90;37.0;70;30.0;30.0;13.5;130.0;20.0;16.0;90.0;57.0;67.5;130.0;8.0
296;15 jaar of ouder;Oisterwijk;21980;300;14.0;130;29.5;110;25.5;60.0;15.5;280.0;70.0;18.0;190.0;69.0;67.5;180.0;8.0
297;15 jaar of ouder;Oldambt;32610;1660;51.0;520;24.5;450;21.5;220.0;10.5;1350.0;250.0;13.0;1170.0;73.0;86.5;660.0;20.0
298;15 jaar of ouder;Oldebroek;19000;310;16.5;130;35.5;60;16.5;30.0;9.0;260.0;50.0;14.0;200.0;65.0;75.5;110.0;6.0
299;15 jaar of ouder;Oldenzaal;26540;710;27.0;190;20.5;200;21.5;90.0;11.5;390.0;120.0;22.5;320.0;52.0;81.5;320.0;12.0
300;15 jaar of ouder;Olst-Wijhe;15050;230;15.5;80;28.5;50;18.0;30.0;11.0;40.0;20.0;7.0;30.0;14.5;75.0;100.0;6.5
301;15 jaar of ouder;Ommen;14520;250;17.0;130;36.0;90;24.5;50.0;13.0;170.0;40.0;19.0;110.0;47.5;67.5;140.0;9.5
302;15 jaar of ouder;Onderbanken;6830;180;27.0;70;29.5;60;24.5;30.0;12.0;40.0;20.0;27.5;20.0;13.0;59.5;90.0;12.5
303;15 jaar of ouder;Oost Gelre;24910;400;16.0;100;21.5;90;19.0;50.0;10.5;410.0;80.0;15.5;330.0;85.5;79.0;300.0;12.0
304;15 jaar of ouder;Oosterhout;46150;1270;27.5;340;21.0;330;20.5;150.0;10.0;430.0;110.0;17.0;240.0;21.0;56.0;270.0;6.0
305;15 jaar of ouder;Ooststellingwerf;21650;660;30.5;220;25.5;190;21.5;100.0;12.0;450.0;140.0;24.0;370.0;56.5;81.0;170.0;7.5
306;15 jaar of ouder;Oostzaan;8090;120;14.5;30;20.5;20;17.0;10.0;7.5;20.0;10.0;23.0;20.0;15.5;74.0;10.0;1.0
307;15 jaar of ouder;Opmeer;9540;130;14.0;40;25.5;40;22.5;20.0;15.0;70.0;20.0;25.5;60.0;44.0;87.5;20.0;2.5
308;15 jaar of ouder;Opsterland;24690;680;27.5;240;26.0;220;23.5;110.0;12.0;420.0;150.0;23.5;320.0;49.0;77.5;150.0;6.0
309;15 jaar of ouder;Oss;76170;2000;26.5;810;31.0;610;23.0;300.0;12.0;790.0;270.0;19.0;540.0;30.0;68.0;970.0;13.0
310;15 jaar of ouder;Oud-Beijerland;19800;320;16.0;90;23.0;70;18.5;30.0;9.0;250.0;70.0;21.0;210.0;70.0;84.5;60.0;3.0
311;15 jaar of ouder;Oude IJsselstreek;33500;810;24.0;230;22.5;210;20.5;80.0;9.0;450.0;160.0;18.0;340.0;46.0;76.0;240.0;7.0
312;15 jaar of ouder;Ouder-Amstel;11050;210;19.5;60;22.5;50;19.0;30.0;12.5;90.0;20.0;15.5;50.0;28.0;58.5;20.0;1.5
313;15 jaar of ouder;Oudewater;8400;100;12.0;30;22.5;30;20.0;10.0;11.0;50.0;10.0;12.0;50.0;56.0;96.5;20.0;2.5
314;15 jaar of ouder;Overbetuwe;38750;660;17.0;170;22.0;140;17.5;50.0;7.5;610.0;110.0;14.5;470.0;76.5;78.0;190.0;5.0
315;15 jaar of ouder;Papendrecht;26910;660;24.5;210;25.0;180;21.5;80.0;11.0;100.0;40.0;22.0;60.0;9.5;58.5;90.0;3.5
316;15 jaar of ouder;Peel en Maas;36860;470;12.5;200;30.0;170;26.0;100.0;16.0;370.0;100.0;21.0;260.0;60.5;71.5;310.0;8.5
317;15 jaar of ouder;Pekela;10610;530;50.0;230;30.0;180;23.0;80.0;10.5;300.0;130.0;28.0;260.0;50.0;85.5;270.0;25.5
318;15 jaar of ouder;Pijnacker-Nootdorp;41680;580;14.0;220;29.0;170;23.0;80.0;11.0;300.0;70.0;17.5;190.0;36.0;65.0;70.0;2.0
319;15 jaar of ouder;Purmerend;67750;2070;30.5;620;23.5;560;21.5;310.0;13.0;880.0;290.0;17.0;650.0;35.5;74.0;310.0;4.5
320;15 jaar of ouder;Putten;20080;290;14.0;100;27.5;80;21.5;50.0;13.0;50.0;20.0;11.0;30.0;9.5;53.0;90.0;4.5
321;15 jaar of ouder;Raalte;30890;450;14.5;160;27.5;120;21.0;50.0;10.0;360.0;80.0;17.5;300.0;68.5;81.5;210.0;7.0
322;15 jaar of ouder;Reimerswaal;17590;280;15.5;120;33.0;100;27.0;50.0;13.5;210.0;40.0;15.5;160.0;63.0;78.5;70.0;3.5
323;15 jaar of ouder;Renkum;26690;700;26.0;220;24.5;190;20.5;110.0;12.0;330.0;70.0;18.5;250.0;38.0;75.5;130.0;4.5
324;15 jaar of ouder;Renswoude;3970;40;10.5;10;21.0;10;11.5;0.0;;10.0;0.0;;10.0;12.0;83.5;10.0;3.0
325;15 jaar of ouder;Reusel-De Mierden;10770;110;10.5;50;40.0;30;23.5;10.0;10.5;80.0;10.0;8.5;60.0;55.5;79.0;150.0;13.5
326;15 jaar of ouder;Rheden;37440;1190;32.0;460;29.5;320;20.5;160.0;11.0;950.0;180.0;13.5;780.0;70.0;82.5;310.0;8.5
327;15 jaar of ouder;Rhenen;15970;350;22.0;110;23.5;90;21.0;50.0;12.5;100.0;20.0;15.5;60.0;19.0;65.5;70.0;4.5
328;15 jaar of ouder;Ridderkerk;38750;970;25.0;300;25.5;240;20.0;90.0;8.5;590.0;100.0;13.0;440.0;50.0;75.5;130.0;3.5
