ID;Eigendomsvorm;RegioS;Perioden;AantalWoningenBouwvergunningVerleend_1;GemiddeldeBouwkostenPerWoning_2;GemiddeldeInhoudPerWoning_3;GemiddeldeBouwkostenPerKubiekeMeter_4;GemiddeldeProjectgrootte_5
411;Huurwoningen;Noord-Brabant (PV);1996;3780;48;318;150;26
412;Huurwoningen;Noord-Brabant (PV);1997;3472;44;308;144;28
413;Huurwoningen;Noord-Brabant (PV);1998;3091;51;340;149;35
414;Huurwoningen;Noord-Brabant (PV);1999;1791;56;342;165;22
415;Huurwoningen;Noord-Brabant (PV);2000;1624;74;415;178;22
416;Huurwoningen;Noord-Brabant (PV);2001;1059;80;405;197;16
417;Huurwoningen;Noord-Brabant (PV);2002;1863;82;410;200;23
418;Huurwoningen;Noord-Brabant (PV);2003;2987;83;350;238;35
419;Huurwoningen;Noord-Brabant (PV);2004;2369;88;386;227;30
420;Huurwoningen;Noord-Brabant (PV);2005;3695;82;344;238;24
421;Huurwoningen;Noord-Brabant (PV);2006;2909;90;391;231;24
422;Huurwoningen;Noord-Brabant (PV);2007;3476;111;414;268;22
423;Huurwoningen;Noord-Brabant (PV);2008;3152;102;393;259;24
424;Huurwoningen;Noord-Brabant (PV);2009;3107;94;375;250;24
425;Huurwoningen;Noord-Brabant (PV);2010;2727;104;386;269;24
426;Huurwoningen;Noord-Brabant (PV);2011;3041;95;392;243;33
427;Huurwoningen;Noord-Brabant (PV);2012;3571;97;380;256;15
428;Huurwoningen;Noord-Brabant (PV);2013;1485;96;371;259;29
429;Huurwoningen;Noord-Brabant (PV);2014;2068;97;398;243;23
430;Huurwoningen;Noord-Brabant (PV);2015;2428;86;333;258;27
431;Huurwoningen;Noord-Brabant (PV);2016;2245;94;377;249;18
432;Huurwoningen;Limburg (PV);1990;1800;39;307;128;16
433;Huurwoningen;Limburg (PV);1991;1646;40;303;132;17
434;Huurwoningen;Limburg (PV);1992;1622;42;298;139;17
435;Huurwoningen;Limburg (PV);1993;1390;43;312;139;15
436;Huurwoningen;Limburg (PV);1994;2087;43;296;145;21
437;Huurwoningen;Limburg (PV);1995;2064;45;316;141;23
438;Huurwoningen;Limburg (PV);1996;1578;47;296;158;19
439;Huurwoningen;Limburg (PV);1997;1022;49;322;153;18
440;Huurwoningen;Limburg (PV);1998;693;54;358;152;16
441;Huurwoningen;Limburg (PV);1999;571;73;439;167;16
442;Huurwoningen;Limburg (PV);2000;574;56;324;174;12
443;Huurwoningen;Limburg (PV);2001;444;78;445;175;16
444;Huurwoningen;Limburg (PV);2002;643;73;420;175;14
445;Huurwoningen;Limburg (PV);2003;633;91;428;213;19
446;Huurwoningen;Limburg (PV);2004;862;82;393;210;15
447;Huurwoningen;Limburg (PV);2005;1309;80;339;236;30
448;Huurwoningen;Limburg (PV);2006;1524;99;413;239;16
449;Huurwoningen;Limburg (PV);2007;1714;104;395;263;20
450;Huurwoningen;Limburg (PV);2008;1352;101;405;248;12
451;Huurwoningen;Limburg (PV);2009;1435;104;384;272;24
452;Huurwoningen;Limburg (PV);2010;1228;104;401;260;26
453;Huurwoningen;Limburg (PV);2011;894;106;403;264;17
454;Huurwoningen;Limburg (PV);2012;951;101;376;269;17
455;Huurwoningen;Limburg (PV);2013;648;99;400;248;19
456;Huurwoningen;Limburg (PV);2014;348;103;425;241;13
457;Huurwoningen;Limburg (PV);2015;467;92;389;236;17
458;Huurwoningen;Limburg (PV);2016;786;82;287;286;23
459;Koopwoningen;Nederland;1990;60702;62;456;136;3
460;Koopwoningen;Nederland;1991;55159;64;457;139;2
461;Koopwoningen;Nederland;1992;58354;66;463;143;2
462;Koopwoningen;Nederland;1993;62926;69;469;148;3
463;Koopwoningen;Nederland;1994;75038;73;479;153;3
464;Koopwoningen;Nederland;1995;64113;75;472;158;3
465;Koopwoningen;Nederland;1996;76394;77;472;162;4
466;Koopwoningen;Nederland;1997;79947;80;473;169;4
467;Koopwoningen;Nederland;1998;68221;85;490;174;4
468;Koopwoningen;Nederland;1999;69877;93;511;182;4
469;Koopwoningen;Nederland;2000;64252;99;519;190;4
470;Koopwoningen;Nederland;2001;51218;112;539;207;4
471;Koopwoningen;Nederland;2002;54024;120;534;224;5
472;Koopwoningen;Nederland;2003;56606;126;542;232;5
473;Koopwoningen;Nederland;2004;58880;127;548;232;5
474;Koopwoningen;Nederland;2005;64636;126;539;234;5
475;Koopwoningen;Nederland;2006;72530;129;548;236;5
476;Koopwoningen;Nederland;2007;64175;141;564;250;5
477;Koopwoningen;Nederland;2008;63457;147;563;262;5
478;Koopwoningen;Nederland;2009;46695;148;558;264;5
479;Koopwoningen;Nederland;2010;41631;139;538;259;5
480;Koopwoningen;Nederland;2011;38123;140;538;261;4
481;Koopwoningen;Nederland;2012;21886;144;553;261;4
482;Koopwoningen;Nederland;2013;15458;140;552;254;3
483;Koopwoningen;Nederland;2014;25661;129;526;245;4
484;Koopwoningen;Nederland;2015;35942;129;530;243;4
485;Koopwoningen;Nederland;2016;35151;141;550;257;4
486;Koopwoningen;Noord-Nederland (LD);1990;6132;57;431;133;2
487;Koopwoningen;Noord-Nederland (LD);1991;5277;60;441;137;2
488;Koopwoningen;Noord-Nederland (LD);1992;5941;62;447;138;2
489;Koopwoningen;Noord-Nederland (LD);1993;8149;65;457;142;2
490;Koopwoningen;Noord-Nederland (LD);1994;9226;71;470;150;2
491;Koopwoningen;Noord-Nederland (LD);1995;7669;72;468;154;2
492;Koopwoningen;Noord-Nederland (LD);1996;8986;76;472;160;2
493;Koopwoningen;Noord-Nederland (LD);1997;7992;81;496;164;2
494;Koopwoningen;Noord-Nederland (LD);1998;6961;86;505;170;2
495;Koopwoningen;Noord-Nederland (LD);1999;7199;96;542;177;2
496;Koopwoningen;Noord-Nederland (LD);2000;6313;106;554;191;2
497;Koopwoningen;Noord-Nederland (LD);2001;6987;113;566;200;3
498;Koopwoningen;Noord-Nederland (LD);2002;5243;125;562;222;3
499;Koopwoningen;Noord-Nederland (LD);2003;4917;123;567;217;3
500;Koopwoningen;Noord-Nederland (LD);2004;5776;124;579;215;3
501;Koopwoningen;Noord-Nederland (LD);2005;6856;125;575;217;3
502;Koopwoningen;Noord-Nederland (LD);2006;7805;129;580;223;3
503;Koopwoningen;Noord-Nederland (LD);2007;5507;139;614;227;3
504;Koopwoningen;Noord-Nederland (LD);2008;5049;146;613;238;3
505;Koopwoningen;Noord-Nederland (LD);2009;3169;143;602;237;3
506;Koopwoningen;Noord-Nederland (LD);2010;2810;139;587;236;2
507;Koopwoningen;Noord-Nederland (LD);2011;3279;144;609;236;3
508;Koopwoningen;Noord-Nederland (LD);2012;1166;152;626;243;2
509;Koopwoningen;Noord-Nederland (LD);2013;891;148;597;249;2
510;Koopwoningen;Noord-Nederland (LD);2014;1693;118;520;226;3
511;Koopwoningen;Noord-Nederland (LD);2015;2471;122;539;226;3
512;Koopwoningen;Noord-Nederland (LD);2016;2597;135;548;246;3
513;Koopwoningen;Oost-Nederland (LD);1990;14052;59;454;130;2
514;Koopwoningen;Oost-Nederland (LD);1991;13702;60;455;132;2
515;Koopwoningen;Oost-Nederland (LD);1992;13770;63;457;137;2
516;Koopwoningen;Oost-Nederland (LD);1993;15268;67;465;143;2
517;Koopwoningen;Oost-Nederland (LD);1994;18577;69;471;147;3
518;Koopwoningen;Oost-Nederland (LD);1995;15179;72;469;154;3
519;Koopwoningen;Oost-Nederland (LD);1996;19946;73;466;156;4
520;Koopwoningen;Oost-Nederland (LD);1997;19143;80;482;165;3
521;Koopwoningen;Oost-Nederland (LD);1998;16492;85;496;172;3
522;Koopwoningen;Oost-Nederland (LD);1999;15801;92;508;181;3
523;Koopwoningen;Oost-Nederland (LD);2000;14295;99;521;190;4
524;Koopwoningen;Oost-Nederland (LD);2001;11222;113;539;210;3
525;Koopwoningen;Oost-Nederland (LD);2002;13078;112;513;219;5
526;Koopwoningen;Oost-Nederland (LD);2003;13863;120;532;226;5
527;Koopwoningen;Oost-Nederland (LD);2004;12788;130;560;232;4
528;Koopwoningen;Oost-Nederland (LD);2005;13444;123;541;227;4
529;Koopwoningen;Oost-Nederland (LD);2006;15926;127;550;231;4
530;Koopwoningen;Oost-Nederland (LD);2007;14948;134;552;243;4
531;Koopwoningen;Oost-Nederland (LD);2008;15290;143;568;252;4
532;Koopwoningen;Oost-Nederland (LD);2009;11984;139;548;254;4
533;Koopwoningen;Oost-Nederland (LD);2010;9863;132;545;242;4
534;Koopwoningen;Oost-Nederland (LD);2011;9538;140;548;255;3
535;Koopwoningen;Oost-Nederland (LD);2012;5884;138;554;249;3
536;Koopwoningen;Oost-Nederland (LD);2013;4608;134;546;245;3
537;Koopwoningen;Oost-Nederland (LD);2014;6456;122;522;234;3
538;Koopwoningen;Oost-Nederland (LD);2015;8255;123;524;235;3
539;Koopwoningen;Oost-Nederland (LD);2016;8498;137;552;248;3
540;Koopwoningen;West-Nederland (LD);1990;25652;65;446;145;4
541;Koopwoningen;West-Nederland (LD);1991;23321;67;445;150;4
542;Koopwoningen;West-Nederland (LD);1992;25236;69;444;155;4
543;Koopwoningen;West-Nederland (LD);1993;25140;71;456;156;4
544;Koopwoningen;West-Nederland (LD);1994;31561;74;465;159;5
545;Koopwoningen;West-Nederland (LD);1995;27068;75;458;164;5
546;Koopwoningen;West-Nederland (LD);1996;30502;77;457;168;6
547;Koopwoningen;West-Nederland (LD);1997;36135;77;444;174;8
548;Koopwoningen;West-Nederland (LD);1998;28926;84;468;180;7
549;Koopwoningen;West-Nederland (LD);1999;33381;89;482;184;8
550;Koopwoningen;West-Nederland (LD);2000;30972;93;490;189;8
551;Koopwoningen;West-Nederland (LD);2001;23161;106;504;210;7
552;Koopwoningen;West-Nederland (LD);2002;26137;117;520;224;8
553;Koopwoningen;West-Nederland (LD);2003;28510;126;528;239;9
554;Koopwoningen;West-Nederland (LD);2004;29019;124;528;234;9
555;Koopwoningen;West-Nederland (LD);2005;30359;123;519;236;8
556;Koopwoningen;West-Nederland (LD);2006;35926;126;526;239;9
557;Koopwoningen;West-Nederland (LD);2007;29443;141;553;255;7
558;Koopwoningen;West-Nederland (LD);2008;29636;146;537;272;8
559;Koopwoningen;West-Nederland (LD);2009;21753;149;543;274;7
560;Koopwoningen;West-Nederland (LD);2010;20482;141;516;274;7
561;Koopwoningen;West-Nederland (LD);2011;17412;135;503;268;7
562;Koopwoningen;West-Nederland (LD);2012;10145;139;516;269;6
563;Koopwoningen;West-Nederland (LD);2013;6687;136;531;256;5
564;Koopwoningen;West-Nederland (LD);2014;13197;128;513;250;5
565;Koopwoningen;West-Nederland (LD);2015;18146;127;519;245;6
566;Koopwoningen;West-Nederland (LD);2016;17449;141;536;263;5
567;Koopwoningen;Zuid-Nederland (LD);1990;14866;63;480;132;2
568;Koopwoningen;Zuid-Nederland (LD);1991;12859;65;482;134;2
569;Koopwoningen;Zuid-Nederland (LD);1992;13407;69;500;138;2
570;Koopwoningen;Zuid-Nederland (LD);1993;14369;72;498;145;2
571;Koopwoningen;Zuid-Nederland (LD);1994;15674;78;515;151;2
572;Koopwoningen;Zuid-Nederland (LD);1995;14197;79;500;157;3
573;Koopwoningen;Zuid-Nederland (LD);1996;16960;81;503;161;3
574;Koopwoningen;Zuid-Nederland (LD);1997;16677;85;509;167;3
575;Koopwoningen;Zuid-Nederland (LD);1998;15842;87;508;171;4
576;Koopwoningen;Zuid-Nederland (LD);1999;13496;102;562;181;3
577;Koopwoningen;Zuid-Nederland (LD);2000;12672;110;567;193;3
578;Koopwoningen;Zuid-Nederland (LD);2001;9848;123;596;206;3
579;Koopwoningen;Zuid-Nederland (LD);2002;9566;135;587;231;3
580;Koopwoningen;Zuid-Nederland (LD);2003;9316;135;586;230;3
581;Koopwoningen;Zuid-Nederland (LD);2004;11297;133;565;236;4
582;Koopwoningen;Zuid-Nederland (LD);2005;13977;135;554;244;5
583;Koopwoningen;Zuid-Nederland (LD);2006;12873;143;581;246;4
584;Koopwoningen;Zuid-Nederland (LD);2007;14277;148;577;257;5
585;Koopwoningen;Zuid-Nederland (LD);2008;13482;155;587;265;4
586;Koopwoningen;Zuid-Nederland (LD);2009;9789;158;584;270;4
587;Koopwoningen;Zuid-Nederland (LD);2010;8476;145;560;258;4
588;Koopwoningen;Zuid-Nederland (LD);2011;7894;151;566;266;4
589;Koopwoningen;Zuid-Nederland (LD);2012;4691;160;608;264;3
590;Koopwoningen;Zuid-Nederland (LD);2013;3272;155;586;265;3
591;Koopwoningen;Zuid-Nederland (LD);2014;4315;147;572;257;3
592;Koopwoningen;Zuid-Nederland (LD);2015;7070;143;561;255;4
593;Koopwoningen;Zuid-Nederland (LD);2016;6607;151;582;259;3
594;Koopwoningen;Groningen (PV);1990;1793;57;427;134;2
595;Koopwoningen;Groningen (PV);1991;1556;58;419;139;2
596;Koopwoningen;Groningen (PV);1992;1514;59;429;138;2
597;Koopwoningen;Groningen (PV);1993;2105;65;451;145;2
598;Koopwoningen;Groningen (PV);1994;2740;70;462;150;2
599;Koopwoningen;Groningen (PV);1995;2458;70;462;152;2
600;Koopwoningen;Groningen (PV);1996;2847;73;460;159;3
601;Koopwoningen;Groningen (PV);1997;2257;80;496;162;2
602;Koopwoningen;Groningen (PV);1998;1981;84;493;170;2
603;Koopwoningen;Groningen (PV);1999;1734;99;547;180;2
604;Koopwoningen;Groningen (PV);2000;1724;110;560;196;2
605;Koopwoningen;Groningen (PV);2001;2398;106;560;189;3
606;Koopwoningen;Groningen (PV);2002;1357;115;539;214;3
607;Koopwoningen;Groningen (PV);2003;1477;116;558;208;3
608;Koopwoningen;Groningen (PV);2004;1467;119;559;213;4
609;Koopwoningen;Groningen (PV);2005;2146;124;585;211;4
610;Koopwoningen;Groningen (PV);2006;2554;130;576;226;3
611;Koopwoningen;Groningen (PV);2007;2181;135;583;232;3
612;Koopwoningen;Groningen (PV);2008;1509;140;587;238;3
613;Koopwoningen;Groningen (PV);2009;1044;151;587;257;3
614;Koopwoningen;Groningen (PV);2010;876;125;528;237;3
615;Koopwoningen;Groningen (PV);2011;1056;142;617;231;3
616;Koopwoningen;Groningen (PV);2012;280;144;584;247;2
617;Koopwoningen;Groningen (PV);2013;412;129;491;263;4
618;Koopwoningen;Groningen (PV);2014;663;99;432;230;4
619;Koopwoningen;Groningen (PV);2015;867;116;527;220;4
620;Koopwoningen;Groningen (PV);2016;924;123;494;248;3
621;Koopwoningen;Friesland (PV);1990;2310;57;420;137;2
622;Koopwoningen;Friesland (PV);1991;1808;62;432;142;1
623;Koopwoningen;Friesland (PV);1992;2068;64;442;145;1
624;Koopwoningen;Friesland (PV);1993;3089;65;437;149;2
625;Koopwoningen;Friesland (PV);1994;3602;72;460;156;2
626;Koopwoningen;Friesland (PV);1995;2650;75;460;163;2
627;Koopwoningen;Friesland (PV);1996;3466;81;480;168;2
628;Koopwoningen;Friesland (PV);1997;2957;85;500;170;2
629;Koopwoningen;Friesland (PV);1998;2827;89;509;174;2
630;Koopwoningen;Friesland (PV);1999;3261;97;525;184;2
631;Koopwoningen;Friesland (PV);2000;2320;107;558;192;2
632;Koopwoningen;Friesland (PV);2001;2529;120;580;206;2
633;Koopwoningen;Friesland (PV);2002;2075;133;568;234;2
634;Koopwoningen;Friesland (PV);2003;1940;126;572;220;3
635;Koopwoningen;Friesland (PV);2004;2526;123;575;215;3
636;Koopwoningen;Friesland (PV);2005;2447;127;564;225;3
637;Koopwoningen;Friesland (PV);2006;2709;135;582;232;3
638;Koopwoningen;Friesland (PV);2007;1943;144;623;231;2
639;Koopwoningen;Friesland (PV);2008;1918;157;627;249;3
640;Koopwoningen;Friesland (PV);2009;1004;149;614;242;2
641;Koopwoningen;Friesland (PV);2010;1112;137;574;238;2
642;Koopwoningen;Friesland (PV);2011;1290;146;582;251;3
643;Koopwoningen;Friesland (PV);2012;580;141;573;246;2
644;Koopwoningen;Friesland (PV);2013;227;149;617;242;2
645;Koopwoningen;Friesland (PV);2014;543;124;546;228;2
646;Koopwoningen;Friesland (PV);2015;954;121;516;234;3
647;Koopwoningen;Friesland (PV);2016;1102;135;554;243;3
648;Koopwoningen;Drenthe (PV);1990;2029;57;450;128;2
649;Koopwoningen;Drenthe (PV);1991;1913;61;470;130;2
650;Koopwoningen;Drenthe (PV);1992;2359;61;466;130;2
651;Koopwoningen;Drenthe (PV);1993;2955;64;484;133;2
652;Koopwoningen;Drenthe (PV);1994;2884;70;493;142;2
653;Koopwoningen;Drenthe (PV);1995;2561;70;482;145;2
654;Koopwoningen;Drenthe (PV);1996;2673;71;476;150;2
655;Koopwoningen;Drenthe (PV);1997;2778;78;492;159;2
656;Koopwoningen;Drenthe (PV);1998;2153;84;510;165;2
657;Koopwoningen;Drenthe (PV);1999;2204;93;563;165;3
658;Koopwoningen;Drenthe (PV);2000;2269;102;546;187;2
659;Koopwoningen;Drenthe (PV);2001;2060;113;554;204;3
660;Koopwoningen;Drenthe (PV);2002;1811;123;576;214;3
661;Koopwoningen;Drenthe (PV);2003;1500;126;569;222;2
662;Koopwoningen;Drenthe (PV);2004;1783;130;601;217;2
663;Koopwoningen;Drenthe (PV);2005;2263;123;575;213;3
664;Koopwoningen;Drenthe (PV);2006;2542;123;582;212;4
665;Koopwoningen;Drenthe (PV);2007;1383;138;645;214;2
666;Koopwoningen;Drenthe (PV);2008;1622;140;624;225;2
667;Koopwoningen;Drenthe (PV);2009;1121;133;601;221;3
668;Koopwoningen;Drenthe (PV);2010;822;162;694;233;2
669;Koopwoningen;Drenthe (PV);2011;933;142;638;223;3
670;Koopwoningen;Drenthe (PV);2012;306;181;768;236;2
671;Koopwoningen;Drenthe (PV);2013;252;178;747;239;2
672;Koopwoningen;Drenthe (PV);2014;487;135;614;220;2
673;Koopwoningen;Drenthe (PV);2015;650;133;590;225;2
674;Koopwoningen;Drenthe (PV);2016;571;151;612;247;2
675;Koopwoningen;Overijssel (PV);1990;4405;57;463;124;2
676;Koopwoningen;Overijssel (PV);1991;4146;60;477;127;2
677;Koopwoningen;Overijssel (PV);1992;3969;62;465;133;2
678;Koopwoningen;Overijssel (PV);1993;4456;68;490;139;2
679;Koopwoningen;Overijssel (PV);1994;5679;69;483;142;2
680;Koopwoningen;Overijssel (PV);1995;4980;74;487;151;2
681;Koopwoningen;Overijssel (PV);1996;6106;71;461;153;3
682;Koopwoningen;Overijssel (PV);1997;6185;76;466;164;3
683;Koopwoningen;Overijssel (PV);1998;4786;81;480;168;3
684;Koopwoningen;Overijssel (PV);1999;4471;90;499;180;3
685;Koopwoningen;Overijssel (PV);2000;4731;96;512;188;3
686;Koopwoningen;Overijssel (PV);2001;4170;112;544;206;3
687;Koopwoningen;Overijssel (PV);2002;3102;123;566;217;3
688;Koopwoningen;Overijssel (PV);2003;4381;122;541;225;4
689;Koopwoningen;Overijssel (PV);2004;3906;128;566;226;3
690;Koopwoningen;Overijssel (PV);2005;5745;116;530;220;4
691;Koopwoningen;Overijssel (PV);2006;5709;121;546;222;4
692;Koopwoningen;Overijssel (PV);2007;4565;134;568;236;3
693;Koopwoningen;Overijssel (PV);2008;3681;154;628;245;2
694;Koopwoningen;Overijssel (PV);2009;2993;147;583;253;3
695;Koopwoningen;Overijssel (PV);2010;2937;145;598;243;3
696;Koopwoningen;Overijssel (PV);2011;2185;152;614;247;2
697;Koopwoningen;Overijssel (PV);2012;1675;138;578;239;2
698;Koopwoningen;Overijssel (PV);2013;1500;140;578;242;2
699;Koopwoningen;Overijssel (PV);2014;1705;132;568;233;3
700;Koopwoningen;Overijssel (PV);2015;2202;132;563;235;3
701;Koopwoningen;Overijssel (PV);2016;2355;147;605;243;2
702;Koopwoningen;Flevoland (PV);1990;2667;59;449;130;5
703;Koopwoningen;Flevoland (PV);1991;2904;56;425;133;5
704;Koopwoningen;Flevoland (PV);1992;2443;62;457;135;4
705;Koopwoningen;Flevoland (PV);1993;2240;68;474;143;3
706;Koopwoningen;Flevoland (PV);1994;4237;67;458;146;4
707;Koopwoningen;Flevoland (PV);1995;2562;68;440;154;5
708;Koopwoningen;Flevoland (PV);1996;5827;67;450;150;9
709;Koopwoningen;Flevoland (PV);1997;4895;82;512;160;5
710;Koopwoningen;Flevoland (PV);1998;3290;90;526;172;4
711;Koopwoningen;Flevoland (PV);1999;4689;87;494;176;6
712;Koopwoningen;Flevoland (PV);2000;3464;93;510;182;7
713;Koopwoningen;Flevoland (PV);2001;2203;114;549;207;6
714;Koopwoningen;Flevoland (PV);2002;3814;92;447;206;9
715;Koopwoningen;Flevoland (PV);2003;1873;106;497;213;10
716;Koopwoningen;Flevoland (PV);2004;2541;116;533;218;6
717;Koopwoningen;Flevoland (PV);2005;2131;121;535;227;5
718;Koopwoningen;Flevoland (PV);2006;2176;124;564;219;6
719;Koopwoningen;Flevoland (PV);2007;1642;130;569;229;3
720;Koopwoningen;Flevoland (PV);2008;2116;124;537;230;4
721;Koopwoningen;Flevoland (PV);2009;2416;122;514;236;4
722;Koopwoningen;Flevoland (PV);2010;1291;106;478;221;3
723;Koopwoningen;Flevoland (PV);2011;1339;122;495;246;3
724;Koopwoningen;Flevoland (PV);2012;689;118;498;238;3
725;Koopwoningen;Flevoland (PV);2013;573;114;479;237;3
726;Koopwoningen;Flevoland (PV);2014;892;105;457;229;3
727;Koopwoningen;Flevoland (PV);2015;1522;101;442;228;4
728;Koopwoningen;Flevoland (PV);2016;1408;127;473;268;3
729;Koopwoningen;Gelderland (PV);1990;6980;60;449;133;2
730;Koopwoningen;Gelderland (PV);1991;6652;62;453;136;2
731;Koopwoningen;Gelderland (PV);1992;7358;64;452;141;2
732;Koopwoningen;Gelderland (PV);1993;8572;66;451;146;3
733;Koopwoningen;Gelderland (PV);1994;8661;71;469;151;3
734;Koopwoningen;Gelderland (PV);1995;7637;73;466;157;3
735;Koopwoningen;Gelderland (PV);1996;8013;79;483;162;3
736;Koopwoningen;Gelderland (PV);1997;8063;81;480;169;3
737;Koopwoningen;Gelderland (PV);1998;8416;86;496;174;3
738;Koopwoningen;Gelderland (PV);1999;6641;97;522;185;3
739;Koopwoningen;Gelderland (PV);2000;6100;104;534;195;3
740;Koopwoningen;Gelderland (PV);2001;4849;114;530;215;3
741;Koopwoningen;Gelderland (PV);2002;6162;121;530;228;5
742;Koopwoningen;Gelderland (PV);2003;7609;123;536;230;5
743;Koopwoningen;Gelderland (PV);2004;6341;136;567;240;4
744;Koopwoningen;Gelderland (PV);2005;5568;132;559;236;3
745;Koopwoningen;Gelderland (PV);2006;8041;132;548;241;4
746;Koopwoningen;Gelderland (PV);2007;8741;135;538;251;5
747;Koopwoningen;Gelderland (PV);2008;9493;143;551;259;5
748;Koopwoningen;Gelderland (PV);2009;6575;142;544;262;5
749;Koopwoningen;Gelderland (PV);2010;5635;131;534;246;4
750;Koopwoningen;Gelderland (PV);2011;6014;140;536;260;4
751;Koopwoningen;Gelderland (PV);2012;3520;142;554;257;3
752;Koopwoningen;Gelderland (PV);2013;2535;135;544;248;3
753;Koopwoningen;Gelderland (PV);2014;3859;121;517;235;4
754;Koopwoningen;Gelderland (PV);2015;4531;126;533;236;4
755;Koopwoningen;Gelderland (PV);2016;4735;135;550;246;3
756;Koopwoningen;Utrecht (PV);1990;4620;62;437;141;4
757;Koopwoningen;Utrecht (PV);1991;4132;65;427;152;4
758;Koopwoningen;Utrecht (PV);1992;4580;66;451;146;6
759;Koopwoningen;Utrecht (PV);1993;4513;68;443;153;6
760;Koopwoningen;Utrecht (PV);1994;5079;77;488;158;5
761;Koopwoningen;Utrecht (PV);1995;5121;75;467;160;5
762;Koopwoningen;Utrecht (PV);1996;5105;80;470;171;5
763;Koopwoningen;Utrecht (PV);1997;6021;79;448;177;8
764;Koopwoningen;Utrecht (PV);1998;4606;83;478;174;8
765;Koopwoningen;Utrecht (PV);1999;7395;81;451;179;12
766;Koopwoningen;Utrecht (PV);2000;6268;90;471;191;11
767;Koopwoningen;Utrecht (PV);2001;4100;109;524;207;8
768;Koopwoningen;Utrecht (PV);2002;4540;120;510;234;9
769;Koopwoningen;Utrecht (PV);2003;4954;121;502;241;10
770;Koopwoningen;Utrecht (PV);2004;4943;124;548;225;10
771;Koopwoningen;Utrecht (PV);2005;5762;111;486;229;10
772;Koopwoningen;Utrecht (PV);2006;6011;131;535;245;11
773;Koopwoningen;Utrecht (PV);2007;4263;151;567;266;6
774;Koopwoningen;Utrecht (PV);2008;5131;143;527;271;8
775;Koopwoningen;Utrecht (PV);2009;3269;156;550;284;7
776;Koopwoningen;Utrecht (PV);2010;4305;127;487;262;9
777;Koopwoningen;Utrecht (PV);2011;2850;131;498;262;8
778;Koopwoningen;Utrecht (PV);2012;1388;151;565;267;5
779;Koopwoningen;Utrecht (PV);2013;1601;124;525;236;6
780;Koopwoningen;Utrecht (PV);2014;2302;127;521;244;6
781;Koopwoningen;Utrecht (PV);2015;3319;126;521;242;7
782;Koopwoningen;Utrecht (PV);2016;2656;142;543;262;6
783;Koopwoningen;Noord-Holland (PV);1990;7991;66;453;145;3
784;Koopwoningen;Noord-Holland (PV);1991;6916;66;455;144;3
785;Koopwoningen;Noord-Holland (PV);1992;7996;70;447;156;3
786;Koopwoningen;Noord-Holland (PV);1993;7711;71;452;158;3
787;Koopwoningen;Noord-Holland (PV);1994;10786;74;468;158;5
788;Koopwoningen;Noord-Holland (PV);1995;7298;76;457;167;4
789;Koopwoningen;Noord-Holland (PV);1996;9665;76;462;164;6
790;Koopwoningen;Noord-Holland (PV);1997;10624;75;439;172;8
791;Koopwoningen;Noord-Holland (PV);1998;8547;84;456;183;6
792;Koopwoningen;Noord-Holland (PV);1999;9985;91;487;187;6
793;Koopwoningen;Noord-Holland (PV);2000;8756;97;505;191;7
794;Koopwoningen;Noord-Holland (PV);2001;7323;108;511;211;7
795;Koopwoningen;Noord-Holland (PV);2002;7324;117;521;224;7
796;Koopwoningen;Noord-Holland (PV);2003;9382;127;538;235;9
797;Koopwoningen;Noord-Holland (PV);2004;8956;123;522;236;9
798;Koopwoningen;Noord-Holland (PV);2005;10310;118;493;239;8
799;Koopwoningen;Noord-Holland (PV);2006;11775;120;501;239;9
800;Koopwoningen;Noord-Holland (PV);2007;10930;129;550;235;8
801;Koopwoningen;Noord-Holland (PV);2008;8848;145;541;268;5
802;Koopwoningen;Noord-Holland (PV);2009;6902;149;534;278;6
803;Koopwoningen;Noord-Holland (PV);2010;6956;138;501;275;7
804;Koopwoningen;Noord-Holland (PV);2011;6327;129;493;262;7
805;Koopwoningen;Noord-Holland (PV);2012;3648;140;505;278;5
806;Koopwoningen;Noord-Holland (PV);2013;2047;148;565;262;4
807;Koopwoningen;Noord-Holland (PV);2014;4237;139;534;260;5
808;Koopwoningen;Noord-Holland (PV);2015;6568;123;496;248;6
809;Koopwoningen;Noord-Holland (PV);2016;5655;144;534;270;5
810;Koopwoningen;Zuid-Holland (PV);1990;11625;65;440;148;5
811;Koopwoningen;Zuid-Holland (PV);1991;11074;67;442;152;5
812;Koopwoningen;Zuid-Holland (PV);1992;10855;69;440;158;5
813;Koopwoningen;Zuid-Holland (PV);1993;11081;72;462;156;6
814;Koopwoningen;Zuid-Holland (PV);1994;13627;72;455;159;8
815;Koopwoningen;Zuid-Holland (PV);1995;12803;73;448;163;8
816;Koopwoningen;Zuid-Holland (PV);1996;13722;75;443;169;10
817;Koopwoningen;Zuid-Holland (PV);1997;17377;76;439;174;11
818;Koopwoningen;Zuid-Holland (PV);1998;14063;84;464;180;10
819;Koopwoningen;Zuid-Holland (PV);1999;14280;90;487;184;11
820;Koopwoningen;Zuid-Holland (PV);2000;14715;89;479;186;11
821;Koopwoningen;Zuid-Holland (PV);2001;10684;100;483;208;9
822;Koopwoningen;Zuid-Holland (PV);2002;12943;114;518;220;11
823;Koopwoningen;Zuid-Holland (PV);2003;12929;127;525;241;11
