ID;NederlandseZeehavens;Vervoerstroom;SoortLading;Perioden;BrutoplusgewichtOvergeslagenGoederen_1
2914;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2021;533
2915;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2022 1e kwartaal;102
2916;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2022 2e kwartaal;150
2917;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2022 3e kwartaal;121
2918;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2022 4e kwartaal;102
2919;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2022;474
2920;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2023 1e kwartaal;84
2921;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2023 2e kwartaal;119
2922;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2023 3e kwartaal;117
2923;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2023 4e kwartaal;97
2924;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2023;417
2925;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2024 1e kwartaal;71
2926;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2024 2e kwartaal;111
2927;Havengebied Amsterdam;Afvoer naar buitenland;Roro-eenheden;2024 3e kwartaal;97
2928;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2015 1e kwartaal;798
2929;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2015 2e kwartaal;731
2930;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2015 3e kwartaal;652
2931;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2015 4e kwartaal;860
2932;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2015;3042
2933;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2016 1e kwartaal;765
2934;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2016 2e kwartaal;763
2935;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2016 3e kwartaal;628
2936;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2016 4e kwartaal;681
2937;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2016;2837
2938;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2017 1e kwartaal;711
2939;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2017 2e kwartaal;737
2940;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2017 3e kwartaal;846
2941;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2017 4e kwartaal;808
2942;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2017;3102
2943;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2018 1e kwartaal;745
2944;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2018 2e kwartaal;860
2945;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2018 3e kwartaal;969
2946;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2018 4e kwartaal;830
2947;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2018;3404
2948;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2019 1e kwartaal;866
2949;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2019 2e kwartaal;759
2950;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2019 3e kwartaal;742
2951;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2019 4e kwartaal;857
2952;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2019;3225
2953;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2020 1e kwartaal;819
2954;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2020 2e kwartaal;757
2955;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2020 3e kwartaal;707
2956;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2020 4e kwartaal;768
2957;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2020;3051
2958;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2021 1e kwartaal;746
2959;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2021 2e kwartaal;577
2960;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2021 3e kwartaal;574
2961;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2021 4e kwartaal;677
2962;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2021;2573
2963;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2022 1e kwartaal;707
2964;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2022 2e kwartaal;682
2965;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2022 3e kwartaal;450
2966;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2022 4e kwartaal;644
2967;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2022;2482
2968;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2023 1e kwartaal;577
2969;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2023 2e kwartaal;2271
2970;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2023 3e kwartaal;534
2971;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2023 4e kwartaal;545
2972;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2023;3927
2973;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2024 1e kwartaal;578
2974;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2024 2e kwartaal;692
2975;Havengebied Amsterdam;Afvoer naar buitenland;Stukgoederen/Overig;2024 3e kwartaal;714
2976;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2015 1e kwartaal;22
2977;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2015 2e kwartaal;13
2978;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2015 3e kwartaal;14
2979;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2015 4e kwartaal;16
2980;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2015;64
2981;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2016 1e kwartaal;31
2982;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2016 2e kwartaal;15
2983;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2016 3e kwartaal;22
2984;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2016 4e kwartaal;17
2985;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2016;86
2986;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2017 1e kwartaal;8
2987;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2017 2e kwartaal;10
2988;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2017 3e kwartaal;4
2989;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2017 4e kwartaal;40
2990;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2017;62
2991;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2018 1e kwartaal;11
2992;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2018 2e kwartaal;4
2993;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2018 3e kwartaal;11
2994;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2018 4e kwartaal;8
2995;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2018;34
2996;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2019 1e kwartaal;3
2997;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2019 2e kwartaal;2
2998;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2019 3e kwartaal;76
2999;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2019 4e kwartaal;17
3000;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2019;98
3001;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2020 1e kwartaal;4
3002;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2020 2e kwartaal;5
3003;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2020 3e kwartaal;3
3004;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2020 4e kwartaal;3
3005;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2020;15
3006;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2021 1e kwartaal;13
3007;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2021 2e kwartaal;10
3008;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2021 3e kwartaal;5
3009;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2021 4e kwartaal;8
3010;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2021;36
3011;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2022 1e kwartaal;9
3012;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2022 2e kwartaal;10
3013;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2022 3e kwartaal;21
3014;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2022 4e kwartaal;10
3015;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2022;50
3016;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2023 1e kwartaal;3
3017;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2023 2e kwartaal;9
3018;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2023 3e kwartaal;9
3019;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2023 4e kwartaal;7
3020;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2023;29
3021;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2024 1e kwartaal;13
3022;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2024 2e kwartaal;17
3023;Havengebied Amsterdam;Afvoer naar buitenland;Onbekende verschijningsvorm;2024 3e kwartaal;2
3024;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2015 1e kwartaal;118983
3025;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2015 2e kwartaal;124229
3026;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2015 3e kwartaal;118518
3027;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2015 4e kwartaal;119302
3028;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2015;481033
3029;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2016 1e kwartaal;119619
3030;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2016 2e kwartaal;113675
3031;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2016 3e kwartaal;120913
3032;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2016 4e kwartaal;121722
3033;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2016;475929
3034;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2017 1e kwartaal;123174
3035;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2017 2e kwartaal;122635
3036;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2017 3e kwartaal;119096
3037;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2017 4e kwartaal;119125
3038;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2017;484030
3039;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2018 1e kwartaal;123977
3040;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2018 2e kwartaal;118297
3041;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2018 3e kwartaal;122761
3042;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2018 4e kwartaal;123051
3043;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2018;488086
3044;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2019 1e kwartaal;128907
3045;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2019 2e kwartaal;122329
3046;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2019 3e kwartaal;119223
3047;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2019 4e kwartaal;119600
3048;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2019;490059
3049;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2020 1e kwartaal;118161
3050;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2020 2e kwartaal;110369
3051;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2020 3e kwartaal;108800
3052;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2020 4e kwartaal;118173
3053;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2020;455504
3054;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2021 1e kwartaal;120315
3055;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2021 2e kwartaal;120262
3056;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2021 3e kwartaal;123706
3057;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2021 4e kwartaal;123016
3058;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2021;487299
3059;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2022 1e kwartaal;117420
3060;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2022 2e kwartaal;123640
3061;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2022 3e kwartaal;122782
3062;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2022 4e kwartaal;120383
3063;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2022;484226
3064;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2023 1e kwartaal;115590
3065;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2023 2e kwartaal;112806
3066;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2023 3e kwartaal;112919
3067;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2023 4e kwartaal;113090
3068;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2023;454405
3069;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2024 1e kwartaal;113102
3070;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2024 2e kwartaal;114090
3071;Havengebied Rotterdam;Totaal aan- en afvoer;Totaal lading;2024 3e kwartaal;112240
3072;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2015 1e kwartaal;21456
3073;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2015 2e kwartaal;22301
3074;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2015 3e kwartaal;20986
3075;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2015 4e kwartaal;22959
3076;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2015;87702
3077;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2016 1e kwartaal;20437
3078;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2016 2e kwartaal;17925
3079;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2016 3e kwartaal;21202
3080;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2016 4e kwartaal;21836
3081;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2016;81400
3082;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2017 1e kwartaal;21899
3083;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2017 2e kwartaal;19702
3084;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2017 3e kwartaal;19866
3085;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2017 4e kwartaal;18331
3086;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2017;79798
3087;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2018 1e kwartaal;19427
3088;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2018 2e kwartaal;17946
3089;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2018 3e kwartaal;20111
3090;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2018 4e kwartaal;20758
3091;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2018;78243
3092;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2019 1e kwartaal;19541
3093;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2019 2e kwartaal;18294
3094;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2019 3e kwartaal;17890
3095;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2019 4e kwartaal;18846
3096;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2019;74571
3097;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2020 1e kwartaal;16223
3098;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2020 2e kwartaal;13714
3099;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2020 3e kwartaal;14459
3100;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2020 4e kwartaal;17557
3101;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2020;61953
3102;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2021 1e kwartaal;18462
3103;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2021 2e kwartaal;19240
3104;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2021 3e kwartaal;19986
3105;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2021 4e kwartaal;19862
3106;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2021;77550
3107;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2022 1e kwartaal;18059
3108;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2022 2e kwartaal;20999
3109;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2022 3e kwartaal;20099
3110;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2022 4e kwartaal;19563
3111;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2022;78719
3112;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2023 1e kwartaal;17129
3113;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2023 2e kwartaal;16599
3114;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2023 3e kwartaal;17597
3115;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2023 4e kwartaal;17885
3116;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2023;69210
3117;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2024 1e kwartaal;16575
3118;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2024 2e kwartaal;18142
3119;Havengebied Rotterdam;Totaal aan- en afvoer;Droge bulk lading;2024 3e kwartaal;16487
3120;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2015 1e kwartaal;55771
3121;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2015 2e kwartaal;59124
3122;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2015 3e kwartaal;55729
3123;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2015 4e kwartaal;55907
3124;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2015;226532
3125;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2016 1e kwartaal;58163
3126;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2016 2e kwartaal;53360
3127;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2016 3e kwartaal;57167
3128;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2016 4e kwartaal;56582
3129;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2016;225273
3130;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2017 1e kwartaal;56286
3131;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2017 2e kwartaal;56015
3132;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2017 3e kwartaal;51262
3133;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2017 4e kwartaal;53150
3134;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2017;216713
3135;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2018 1e kwartaal;57482
3136;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2018 2e kwartaal;51433
3137;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2018 3e kwartaal;53789
3138;Havengebied Rotterdam;Totaal aan- en afvoer;Natte bulk lading;2018 4e kwartaal;53475
