ID;Grootteklasse;RegioS;Rechtsvorm;Perioden;Bedrijven_1;TotaalAantalWerknemers_2;AantalVasteWerknemers_3;AantalLosseWerknemers_4;TotaalArbeid_5;ArbeidOndernemers_6;ArbeidHuwelijksPartners_7;ArbeidOverigeGezinsleden_8;NettoOmzet_9;TotaalBedrijfslasten_10;InkoopwaardeOmzet_11;Personeelslasten_12;OverigeBedrijfslasten_13;TotaalOverigeOpbrengstenEnLasten_14;SaldoInterest_15;SaldoBuitengewoneBatenEnLasten_16;ResultaatVoorBelastingen_17;TotaalInvesteringen_18;GrondEnTerreinen_19;Bedrijfsgebouwen_20;MachinesEnInstallaties_21;VrachtAutoSEnAanhangwagens_22;TotaalNettoOmzet_23;AanlegEnOnderhoudTuinenTerreinen_24;OnderhoudBermenEnWegen_25;BestratingsEnRioleringswerkzaamheden_26;OmzetTuincentrum_27;OverigeOmzet_28;TotaalInkoopwaardeOmzet_29;TotaalInkopenGrondEnHulpstoffen_30;Beplanting_31;DoodMateriaal_32;OverigeGrondEnHulpstoffen_33;KunstmestEnBestrijdingsmiddelen_34;WerkDoorDerden_35;TotaalPersoneelslasten_36;BrutoLonen_37;SocialeLasten_38;OverigePersoneelslasten_39;TotaalOverigeBedrijfslasten_40;BrandstoffenTrekkracht_41;TotaalAlgemeneKosten_42;Huisvestingskosten_43;HuurGebouwenEnTerreinen_44;HuurMachinesEnTransportmiddelen_45;Autokosten_46;KostenVanVerzekeringen_47;Reclamekosten_48;OverigeAlgemeneKosten_49;OverigeBetaaldArbeid_50;Afschrijvingen_51
487;0 tot 10 werknemers;Drenthe;Coöperatieve vereniging;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
488;0 tot 10 werknemers;Drenthe;Gezinsbedrijf;1990;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489;0 tot 10 werknemers;Drenthe;Gezinsbedrijf;1993;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490;0 tot 10 werknemers;Drenthe;Gezinsbedrijf;1996;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491;0 tot 10 werknemers;Drenthe;Gezinsbedrijf;2000;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
492;0 tot 10 werknemers;Drenthe;NV of BV;1990;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493;0 tot 10 werknemers;Drenthe;NV of BV;1993;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494;0 tot 10 werknemers;Drenthe;NV of BV;1996;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495;0 tot 10 werknemers;Drenthe;NV of BV;2000;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
496;0 tot 10 werknemers;Drenthe;Andere rechtsvormen;1990;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
497;0 tot 10 werknemers;Drenthe;Andere rechtsvormen;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
498;0 tot 10 werknemers;Drenthe;Andere rechtsvormen;1996;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
499;0 tot 10 werknemers;Drenthe;Andere rechtsvormen;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500;0 tot 10 werknemers;Overijssel;Totaal rechtsvormen;1990;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
501;0 tot 10 werknemers;Overijssel;Totaal rechtsvormen;1993;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502;0 tot 10 werknemers;Overijssel;Totaal rechtsvormen;1996;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503;0 tot 10 werknemers;Overijssel;Totaal rechtsvormen;2000;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
504;0 tot 10 werknemers;Overijssel;Coöperatieve vereniging;1990;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
505;0 tot 10 werknemers;Overijssel;Coöperatieve vereniging;1993;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
506;0 tot 10 werknemers;Overijssel;Coöperatieve vereniging;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
507;0 tot 10 werknemers;Overijssel;Coöperatieve vereniging;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
508;0 tot 10 werknemers;Overijssel;Gezinsbedrijf;1990;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509;0 tot 10 werknemers;Overijssel;Gezinsbedrijf;1993;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510;0 tot 10 werknemers;Overijssel;Gezinsbedrijf;1996;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
511;0 tot 10 werknemers;Overijssel;Gezinsbedrijf;2000;219;0.2;0.2;0.0;244.0;230.0;13.0;1.0;26.0;20.0;9.0;6.0;5.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;1.0;1.0;26.0;23.0;0.0;1.0;1.0;2.0;9.0;8.0;3.0;4.0;1.0;0.0;1.0;6.0;4.0;1.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
512;0 tot 10 werknemers;Overijssel;NV of BV;1990;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
513;0 tot 10 werknemers;Overijssel;NV of BV;1993;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
514;0 tot 10 werknemers;Overijssel;NV of BV;1996;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
515;0 tot 10 werknemers;Overijssel;NV of BV;2000;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
516;0 tot 10 werknemers;Overijssel;Andere rechtsvormen;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
517;0 tot 10 werknemers;Overijssel;Andere rechtsvormen;1993;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
518;0 tot 10 werknemers;Overijssel;Andere rechtsvormen;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
519;0 tot 10 werknemers;Overijssel;Andere rechtsvormen;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
520;0 tot 10 werknemers;Flevoland;Totaal rechtsvormen;1990;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
521;0 tot 10 werknemers;Flevoland;Totaal rechtsvormen;1993;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
522;0 tot 10 werknemers;Flevoland;Totaal rechtsvormen;1996;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
523;0 tot 10 werknemers;Flevoland;Totaal rechtsvormen;2000;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
524;0 tot 10 werknemers;Flevoland;Coöperatieve vereniging;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
525;0 tot 10 werknemers;Flevoland;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
526;0 tot 10 werknemers;Flevoland;Coöperatieve vereniging;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
527;0 tot 10 werknemers;Flevoland;Coöperatieve vereniging;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
528;0 tot 10 werknemers;Flevoland;Gezinsbedrijf;1990;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
529;0 tot 10 werknemers;Flevoland;Gezinsbedrijf;1993;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
530;0 tot 10 werknemers;Flevoland;Gezinsbedrijf;1996;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
531;0 tot 10 werknemers;Flevoland;Gezinsbedrijf;2000;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
532;0 tot 10 werknemers;Flevoland;NV of BV;1990;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;0 tot 10 werknemers;Flevoland;NV of BV;1993;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;0 tot 10 werknemers;Flevoland;NV of BV;1996;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
535;0 tot 10 werknemers;Flevoland;NV of BV;2000;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
536;0 tot 10 werknemers;Flevoland;Andere rechtsvormen;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
537;0 tot 10 werknemers;Flevoland;Andere rechtsvormen;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
538;0 tot 10 werknemers;Flevoland;Andere rechtsvormen;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
539;0 tot 10 werknemers;Flevoland;Andere rechtsvormen;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
540;0 tot 10 werknemers;Gelderland;Totaal rechtsvormen;1990;279;0.6;0.2;0.3;290.0;248.0;38.0;3.0;36.0;30.0;11.0;11.0;8.0;0.0;-1.0;0.0;3.0;3.0;0.0;1.0;1.0;1.0;36.0;31.0;1.0;1.0;2.0;1.0;11.0;10.0;5.0;4.0;1.0;1.0;1.0;11.0;8.0;2.0;0.0;8.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0
541;0 tot 10 werknemers;Gelderland;Totaal rechtsvormen;1993;369;0.5;0.2;0.3;319.0;284.0;33.0;0.0;33.0;27.0;11.0;9.0;7.0;-1.0;-1.0;0.0;6.0;3.0;0.0;1.0;1.0;1.0;33.0;31.0;0.0;1.0;1.0;1.0;11.0;10.0;4.0;4.0;1.0;0.0;1.0;9.0;7.0;2.0;0.0;7.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0
542;0 tot 10 werknemers;Gelderland;Totaal rechtsvormen;1996;434;0.7;0.4;0.2;498.0;454.0;42.0;2.0;50.0;40.0;17.0;12.0;11.0;0.0;-1.0;0.0;10.0;6.0;1.0;1.0;2.0;2.0;50.0;44.0;1.0;1.0;3.0;2.0;17.0;16.0;6.0;7.0;1.0;0.0;2.0;12.0;9.0;2.0;1.0;11.0;1.0;7.0;1.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;3.0
543;0 tot 10 werknemers;Gelderland;Totaal rechtsvormen;2000;676;0.8;0.8;0.1;685.0;644.0;39.0;5.0;90.0;70.0;31.0;20.0;19.0;-1.0;-1.0;0.0;19.0;9.0;1.0;1.0;3.0;3.0;90.0;77.0;3.0;2.0;2.0;5.0;31.0;26.0;10.0;12.0;3.0;1.0;5.0;20.0;14.0;5.0;1.0;19.0;1.0;12.0;1.0;1.0;0.0;3.0;1.0;1.0;5.0;1.0;5.0
544;0 tot 10 werknemers;Gelderland;Coöperatieve vereniging;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
545;0 tot 10 werknemers;Gelderland;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
546;0 tot 10 werknemers;Gelderland;Coöperatieve vereniging;1996;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
547;0 tot 10 werknemers;Gelderland;Coöperatieve vereniging;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
548;0 tot 10 werknemers;Gelderland;Gezinsbedrijf;1990;253;0.4;0.2;0.3;286.0;245.0;38.0;3.0;30.0;23.0;9.0;8.0;7.0;-1.0;-1.0;0.0;3.0;3.0;0.0;1.0;1.0;1.0;30.0;26.0;1.0;1.0;2.0;1.0;9.0;8.0;4.0;3.0;1.0;0.0;1.0;8.0;6.0;2.0;0.0;7.0;0.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0
549;0 tot 10 werknemers;Gelderland;Gezinsbedrijf;1993;337;0.4;0.2;0.3;317.0;282.0;32.0;0.0;29.0;23.0;10.0;8.0;6.0;-1.0;-1.0;0.0;6.0;3.0;0.0;1.0;1.0;1.0;29.0;27.0;0.0;0.0;1.0;1.0;10.0;9.0;4.0;4.0;1.0;0.0;1.0;8.0;6.0;2.0;0.0;6.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0
550;0 tot 10 werknemers;Gelderland;Gezinsbedrijf;1996;410;0.6;0.4;0.2;485.0;443.0;41.0;1.0;44.0;34.0;15.0;10.0;9.0;0.0;-1.0;0.0;10.0;5.0;1.0;1.0;2.0;2.0;44.0;39.0;1.0;1.0;2.0;2.0;15.0;14.0;6.0;7.0;1.0;0.0;2.0;10.0;7.0;2.0;1.0;9.0;1.0;6.0;1.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;2.0
551;0 tot 10 werknemers;Gelderland;Gezinsbedrijf;2000;630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
552;0 tot 10 werknemers;Gelderland;NV of BV;1990;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
553;0 tot 10 werknemers;Gelderland;NV of BV;1993;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
554;0 tot 10 werknemers;Gelderland;NV of BV;1996;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
555;0 tot 10 werknemers;Gelderland;NV of BV;2000;38;0.2;0.2;0.0;3.0;2.0;0.0;0.0;14.0;13.0;4.0;5.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;14.0;10.0;2.0;0.0;0.0;2.0;4.0;3.0;1.0;1.0;1.0;0.0;1.0;5.0;4.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
556;0 tot 10 werknemers;Gelderland;Andere rechtsvormen;1990;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
557;0 tot 10 werknemers;Gelderland;Andere rechtsvormen;1993;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
558;0 tot 10 werknemers;Gelderland;Andere rechtsvormen;1996;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
559;0 tot 10 werknemers;Gelderland;Andere rechtsvormen;2000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
560;0 tot 10 werknemers;Utrecht;Totaal rechtsvormen;1990;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
561;0 tot 10 werknemers;Utrecht;Totaal rechtsvormen;1993;267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
562;0 tot 10 werknemers;Utrecht;Totaal rechtsvormen;1996;329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
563;0 tot 10 werknemers;Utrecht;Totaal rechtsvormen;2000;428;0.5;0.5;0.0;440.0;414.0;25.0;2.0;59.0;45.0;20.0;13.0;12.0;-1.0;-1.0;0.0;12.0;6.0;1.0;1.0;2.0;2.0;59.0;49.0;2.0;1.0;1.0;5.0;20.0;17.0;6.0;8.0;3.0;0.0;3.0;13.0;10.0;3.0;1.0;12.0;1.0;8.0;1.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;3.0
564;0 tot 10 werknemers;Utrecht;Coöperatieve vereniging;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
565;0 tot 10 werknemers;Utrecht;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
566;0 tot 10 werknemers;Utrecht;Coöperatieve vereniging;1996;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;0 tot 10 werknemers;Utrecht;Coöperatieve vereniging;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
568;0 tot 10 werknemers;Utrecht;Gezinsbedrijf;1990;185;0.3;0.1;0.2;194.0;173.0;19.0;1.0;19.0;16.0;6.0;5.0;4.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;19.0;16.0;0.0;1.0;1.0;1.0;6.0;6.0;3.0;2.0;1.0;0.0;0.0;5.0;4.0;1.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
569;0 tot 10 werknemers;Utrecht;Gezinsbedrijf;1993;237;0.3;0.1;0.1;217.0;194.0;21.0;0.0;19.0;15.0;6.0;5.0;4.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;1.0;19.0;18.0;0.0;0.0;1.0;0.0;6.0;6.0;2.0;3.0;1.0;0.0;1.0;5.0;3.0;1.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
570;0 tot 10 werknemers;Utrecht;Gezinsbedrijf;1996;297;0.4;0.2;0.1;347.0;322.0;24.0;0.0;29.0;22.0;10.0;6.0;6.0;1.0;0.0;1.0;7.0;4.0;0.0;1.0;1.0;1.0;29.0;26.0;0.0;1.0;1.0;1.0;10.0;9.0;4.0;4.0;1.0;0.0;1.0;6.0;4.0;1.0;0.0;6.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0
571;0 tot 10 werknemers;Utrecht;Gezinsbedrijf;2000;396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
572;0 tot 10 werknemers;Utrecht;NV of BV;1990;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
573;0 tot 10 werknemers;Utrecht;NV of BV;1993;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574;0 tot 10 werknemers;Utrecht;NV of BV;1996;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575;0 tot 10 werknemers;Utrecht;NV of BV;2000;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
576;0 tot 10 werknemers;Utrecht;Andere rechtsvormen;1990;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
577;0 tot 10 werknemers;Utrecht;Andere rechtsvormen;1993;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
578;0 tot 10 werknemers;Utrecht;Andere rechtsvormen;1996;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579;0 tot 10 werknemers;Utrecht;Andere rechtsvormen;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;0 tot 10 werknemers;Noord-Holland;Totaal rechtsvormen;1990;342;0.7;0.3;0.4;334.0;295.0;36.0;1.0;44.0;38.0;15.0;14.0;9.0;-1.0;-1.0;0.0;2.0;4.0;0.0;1.0;1.0;1.0;44.0;35.0;1.0;1.0;3.0;4.0;15.0;13.0;6.0;5.0;1.0;1.0;1.0;14.0;11.0;3.0;1.0;9.0;0.0;6.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0
581;0 tot 10 werknemers;Noord-Holland;Totaal rechtsvormen;1993;434;0.5;0.2;0.2;363.0;328.0;33.0;0.0;33.0;26.0;11.0;9.0;7.0;-1.0;-1.0;0.0;7.0;3.0;0.0;1.0;1.0;1.0;33.0;31.0;0.0;1.0;1.0;1.0;11.0;10.0;4.0;4.0;1.0;0.0;1.0;9.0;6.0;2.0;0.0;7.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0
582;0 tot 10 werknemers;Noord-Holland;Totaal rechtsvormen;1996;517;0.6;0.4;0.2;539.0;494.0;43.0;2.0;51.0;40.0;18.0;12.0;11.0;0.0;-1.0;0.0;11.0;6.0;1.0;1.0;2.0;2.0;51.0;46.0;0.0;1.0;2.0;2.0;18.0;16.0;7.0;8.0;1.0;0.0;2.0;12.0;9.0;2.0;1.0;11.0;1.0;7.0;1.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;3.0
