ID;Geslacht;Onderwijssoort;Populatie;Herkomstgroepering;RegioS;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
1723;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Limburg (RP);2004/'05;;;
1724;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Weert (RP);2003/'04;;;
1725;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Weert (RP);2004/'05;;;
1726;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Roermond (RP);2003/'04;;;
1727;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Roermond (RP);2004/'05;;;
1728;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Westelijke Mijnstreek (RP);2003/'04;;;
1729;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Westelijke Mijnstreek (RP);2004/'05;;;
1730;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Parkstad Limburg (RP);2003/'04;;;
1731;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Parkstad Limburg (RP);2004/'05;;;
1732;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Maastricht Mergelland (RP);2003/'04;;;
1733;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Maastricht Mergelland (RP);2004/'05;;;
1734;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Niet in te delen (RP);2003/'04;;;
1735;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Niet in te delen (RP);2004/'05;;;
1736;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Nederland;2003/'04;;;92.0
1737;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Nederland;2004/'05;;;92.0
1738;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Nederland (LD);2003/'04;;;90.0
1739;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Nederland (LD);2004/'05;;;96.0
1740;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Oost-Nederland (LD);2003/'04;;;91.0
1741;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Oost-Nederland (LD);2004/'05;;;93.0
1742;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;West-Nederland (LD);2003/'04;;;92.0
1743;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;West-Nederland (LD);2004/'05;;;92.0
1744;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zuid-Nederland (LD);2003/'04;;;93.0
1745;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zuid-Nederland (LD);2004/'05;;;92.0
1746;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Niet in te delen (LD);2003/'04;;;
1747;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Niet in te delen (LD);2004/'05;;;
1748;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Groningen (PV);2003/'04;;;
1749;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Groningen (PV);2004/'05;;;
1750;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Friesland (PV);2003/'04;;;
1751;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Friesland (PV);2004/'05;;;
1752;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Drenthe (PV);2003/'04;;;
1753;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Drenthe (PV);2004/'05;;;
1754;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Overijssel (PV);2003/'04;;;
1755;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Overijssel (PV);2004/'05;;;
1756;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Flevoland (PV);2003/'04;;;
1757;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Flevoland (PV);2004/'05;;;
1758;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Gelderland (PV);2003/'04;;;
1759;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Gelderland (PV);2004/'05;;;
1760;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Utrecht (PV);2003/'04;;;
1761;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Utrecht (PV);2004/'05;;;
1762;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Holland (PV);2003/'04;;;
1763;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Holland (PV);2004/'05;;;
1764;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zuid-Holland (PV);2003/'04;;;
1765;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zuid-Holland (PV);2004/'05;;;
1766;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zeeland (PV);2003/'04;;;
1767;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zeeland (PV);2004/'05;;;
1768;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Brabant (PV);2003/'04;;;
1769;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Brabant (PV);2004/'05;;;
1770;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Limburg (PV);2003/'04;;;
1771;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Limburg (PV);2004/'05;;;
1772;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Niet in te delen (PV);2003/'04;;;
1773;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Niet in te delen (PV);2004/'05;;;
1774;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Amsterdam;2003/'04;;;93.0
1775;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Amsterdam;2004/'05;;;91.0
1776;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;'s-Gravenhage (gemeente);2003/'04;;;94.0
1777;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;'s-Gravenhage (gemeente);2004/'05;;;91.0
1778;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Rotterdam;2003/'04;;;86.0
1779;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Rotterdam;2004/'05;;;88.0
1780;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Utrecht (gemeente);2003/'04;;;90.0
1781;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Utrecht (gemeente);2004/'05;;;88.0
1782;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Vier grootste gemeenten (G4);2003/'04;;;91.0
1783;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Vier grootste gemeenten (G4);2004/'05;;;90.0
1784;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;93.0
1785;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;90.0
1786;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Gemeenten < 100 000 inwoners;2003/'04;;;91.0
1787;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Gemeenten < 100 000 inwoners;2004/'05;;;94.0
1788;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Niet in te delen (GM);2003/'04;;;
1789;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Niet in te delen (GM);2004/'05;;;
1790;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Groningen (RP);2003/'04;;;
1791;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Groningen (RP);2004/'05;;;
1792;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Oost-Groningen (RP);2003/'04;;;
1793;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Oost-Groningen (RP);2004/'05;;;
1794;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Centraal-Groningen (RP);2003/'04;;;
1795;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Centraal-Groningen (RP);2004/'05;;;
1796;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Fryslân (RP);2003/'04;;;
1797;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Fryslân (RP);2004/'05;;;
1798;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zuid- en Midden-Drenthe (RP);2003/'04;;;
1799;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zuid- en Midden-Drenthe (RP);2004/'05;;;
1800;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;IJssel en Vecht (RP);2003/'04;;;
1801;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;IJssel en Vecht (RP);2004/'05;;;
1802;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Twente (RP);2003/'04;;;
1803;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Twente (RP);2004/'05;;;
1804;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noordwest-Veluwe (RP);2003/'04;;;
1805;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noordwest-Veluwe (RP);2004/'05;;;
1806;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Stedendriehoek (RP);2003/'04;;;
1807;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Stedendriehoek (RP);2004/'05;;;
1808;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;De Vallei (RP);2003/'04;;;
1809;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;De Vallei (RP);2004/'05;;;
1810;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;IJssel en Rijn (RP);2003/'04;;;
1811;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;IJssel en Rijn (RP);2004/'05;;;
1812;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Achterhoek (RP);2003/'04;;;
1813;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Achterhoek (RP);2004/'05;;;
1814;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Nijmegen (RP);2003/'04;;;
1815;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Nijmegen (RP);2004/'05;;;
1816;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Rivierenland (RP);2003/'04;;;
1817;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Rivierenland (RP);2004/'05;;;
1818;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Flevoland (RP);2003/'04;;;
1819;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Flevoland (RP);2004/'05;;;
1820;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Gooi en Vechtstreek (RP);2003/'04;;;
1821;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Gooi en Vechtstreek (RP);2004/'05;;;
1822;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Eemland (RP);2003/'04;;;
1823;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Eemland (RP);2004/'05;;;
1824;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Utrecht-Midden (RP);2003/'04;;;
1825;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Utrecht-Midden (RP);2004/'05;;;
1826;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Holland-Noord (RP);2003/'04;;;
1827;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Holland-Noord (RP);2004/'05;;;
1828;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zuidelijk Noord-Holland (RP);2003/'04;;;
1829;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zuidelijk Noord-Holland (RP);2004/'05;;;
1830;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Rijn-Gouwe (RP);2003/'04;;;
1831;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Rijn-Gouwe (RP);2004/'05;;;
1832;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Haaglanden (RP);2003/'04;;;
1833;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Haaglanden (RP);2004/'05;;;
1834;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Rijnmond (RP);2003/'04;;;
1835;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Rijnmond (RP);2004/'05;;;
1836;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zeeland (RP);2003/'04;;;
1837;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zeeland (RP);2004/'05;;;
1838;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;West-Brabant (RP);2003/'04;;;
1839;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;West-Brabant (RP);2004/'05;;;
1840;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Midden-Brabant (RP);2003/'04;;;
1841;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Midden-Brabant (RP);2004/'05;;;
1842;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noordoost-Brabant (RP);2003/'04;;;
1843;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noordoost-Brabant (RP);2004/'05;;;
1844;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zuidoost-Brabant (RP);2003/'04;;;
1845;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Zuidoost-Brabant (RP);2004/'05;;;
1846;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Limburg (RP);2003/'04;;;
1847;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Noord-Limburg (RP);2004/'05;;;
1848;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Weert (RP);2003/'04;;;
1849;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Weert (RP);2004/'05;;;
1850;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Roermond (RP);2003/'04;;;
1851;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Roermond (RP);2004/'05;;;
1852;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Westelijke Mijnstreek (RP);2003/'04;;;
1853;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Westelijke Mijnstreek (RP);2004/'05;;;
1854;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Parkstad Limburg (RP);2003/'04;;;
1855;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Parkstad Limburg (RP);2004/'05;;;
1856;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Maastricht Mergelland (RP);2003/'04;;;
1857;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Maastricht Mergelland (RP);2004/'05;;;
1858;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Niet in te delen (RP);2003/'04;;;
1859;Totaal mannen en vrouwen;Vwo;Schoolregio;Westerse allochtoon;Niet in te delen (RP);2004/'05;;;
1860;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Nederland;2003/'04;;;84.0
1861;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Nederland;2004/'05;;;85.0
1862;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Noord-Nederland (LD);2003/'04;;;74.0
1863;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Noord-Nederland (LD);2004/'05;;;84.0
1864;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Oost-Nederland (LD);2003/'04;;;82.0
1865;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Oost-Nederland (LD);2004/'05;;;83.0
1866;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;West-Nederland (LD);2003/'04;;;83.0
1867;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;West-Nederland (LD);2004/'05;;;84.0
1868;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Zuid-Nederland (LD);2003/'04;;;92.0
1869;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Zuid-Nederland (LD);2004/'05;;;89.0
1870;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Niet in te delen (LD);2003/'04;;;
1871;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Niet in te delen (LD);2004/'05;;;
1872;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Groningen (PV);2003/'04;;;
1873;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Groningen (PV);2004/'05;;;
1874;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Friesland (PV);2003/'04;;;
1875;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Friesland (PV);2004/'05;;;
1876;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Drenthe (PV);2003/'04;;;
1877;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Drenthe (PV);2004/'05;;;
1878;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Overijssel (PV);2003/'04;;;
1879;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Overijssel (PV);2004/'05;;;
1880;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Flevoland (PV);2003/'04;;;
1881;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Flevoland (PV);2004/'05;;;
1882;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Gelderland (PV);2003/'04;;;
1883;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Gelderland (PV);2004/'05;;;
1884;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Utrecht (PV);2003/'04;;;
1885;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Utrecht (PV);2004/'05;;;
1886;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Noord-Holland (PV);2003/'04;;;
1887;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Noord-Holland (PV);2004/'05;;;
1888;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Zuid-Holland (PV);2003/'04;;;
1889;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Zuid-Holland (PV);2004/'05;;;
1890;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Zeeland (PV);2003/'04;;;
1891;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Zeeland (PV);2004/'05;;;
1892;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Noord-Brabant (PV);2003/'04;;;
1893;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Noord-Brabant (PV);2004/'05;;;
1894;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Limburg (PV);2003/'04;;;
1895;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Limburg (PV);2004/'05;;;
1896;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Niet in te delen (PV);2003/'04;;;
1897;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Niet in te delen (PV);2004/'05;;;
1898;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Amsterdam;2003/'04;;;77.0
1899;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Amsterdam;2004/'05;;;84.0
1900;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;'s-Gravenhage (gemeente);2003/'04;;;89.0
1901;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;'s-Gravenhage (gemeente);2004/'05;;;87.0
1902;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Rotterdam;2003/'04;;;77.0
1903;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Rotterdam;2004/'05;;;81.0
1904;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Utrecht (gemeente);2003/'04;;;78.0
1905;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Utrecht (gemeente);2004/'05;;;82.0
1906;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Vier grootste gemeenten (G4);2003/'04;;;80.0
1907;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Vier grootste gemeenten (G4);2004/'05;;;83.0
1908;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;86.0
1909;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;83.0
1910;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Gemeenten < 100 000 inwoners;2003/'04;;;86.0
1911;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Gemeenten < 100 000 inwoners;2004/'05;;;87.0
1912;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Niet in te delen (GM);2003/'04;;;
1913;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Niet in te delen (GM);2004/'05;;;
1914;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Noord-Groningen (RP);2003/'04;;;
1915;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Noord-Groningen (RP);2004/'05;;;
1916;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Oost-Groningen (RP);2003/'04;;;
1917;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Oost-Groningen (RP);2004/'05;;;
1918;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Centraal-Groningen (RP);2003/'04;;;
1919;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Centraal-Groningen (RP);2004/'05;;;
1920;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Fryslân (RP);2003/'04;;;
1921;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Fryslân (RP);2004/'05;;;
1922;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Zuid- en Midden-Drenthe (RP);2003/'04;;;
1923;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Zuid- en Midden-Drenthe (RP);2004/'05;;;
1924;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;IJssel en Vecht (RP);2003/'04;;;
1925;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;IJssel en Vecht (RP);2004/'05;;;
1926;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Twente (RP);2003/'04;;;
1927;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Twente (RP);2004/'05;;;
1928;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Noordwest-Veluwe (RP);2003/'04;;;
1929;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Noordwest-Veluwe (RP);2004/'05;;;
1930;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Stedendriehoek (RP);2003/'04;;;
1931;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Stedendriehoek (RP);2004/'05;;;
1932;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;De Vallei (RP);2003/'04;;;
1933;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;De Vallei (RP);2004/'05;;;
1934;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;IJssel en Rijn (RP);2003/'04;;;
1935;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;IJssel en Rijn (RP);2004/'05;;;
1936;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Achterhoek (RP);2003/'04;;;
1937;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Achterhoek (RP);2004/'05;;;
1938;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Nijmegen (RP);2003/'04;;;
1939;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Nijmegen (RP);2004/'05;;;
1940;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Rivierenland (RP);2003/'04;;;
1941;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Rivierenland (RP);2004/'05;;;
1942;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Flevoland (RP);2003/'04;;;
1943;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Flevoland (RP);2004/'05;;;
1944;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Gooi en Vechtstreek (RP);2003/'04;;;
1945;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Gooi en Vechtstreek (RP);2004/'05;;;
1946;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Eemland (RP);2003/'04;;;
1947;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Eemland (RP);2004/'05;;;
1948;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Utrecht-Midden (RP);2003/'04;;;
1949;Totaal mannen en vrouwen;Vwo;Schoolregio;Niet-westerse allochtoon;Utrecht-Midden (RP);2004/'05;;;
