ID;Geslacht;Onderwijssoort;Populatie;Herkomstgroepering;RegioS;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
1481;Totaal mannen en vrouwen;Vwo;Schoolregio;Totaal herkomstgroepering;Westelijke Mijnstreek (RP);2004/'05;;;
1482;Totaal mannen en vrouwen;Vwo;Schoolregio;Totaal herkomstgroepering;Parkstad Limburg (RP);2003/'04;;;
1483;Totaal mannen en vrouwen;Vwo;Schoolregio;Totaal herkomstgroepering;Parkstad Limburg (RP);2004/'05;;;
1484;Totaal mannen en vrouwen;Vwo;Schoolregio;Totaal herkomstgroepering;Maastricht Mergelland (RP);2003/'04;;;
1485;Totaal mannen en vrouwen;Vwo;Schoolregio;Totaal herkomstgroepering;Maastricht Mergelland (RP);2004/'05;;;
1486;Totaal mannen en vrouwen;Vwo;Schoolregio;Totaal herkomstgroepering;Niet in te delen (RP);2003/'04;;;
1487;Totaal mannen en vrouwen;Vwo;Schoolregio;Totaal herkomstgroepering;Niet in te delen (RP);2004/'05;;;
1488;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Nederland;2003/'04;;;95.0
1489;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Nederland;2004/'05;;;95.0
1490;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Nederland (LD);2003/'04;;;94.0
1491;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Nederland (LD);2004/'05;;;94.0
1492;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Oost-Nederland (LD);2003/'04;;;95.0
1493;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Oost-Nederland (LD);2004/'05;;;95.0
1494;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;West-Nederland (LD);2003/'04;;;95.0
1495;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;West-Nederland (LD);2004/'05;;;95.0
1496;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zuid-Nederland (LD);2003/'04;;;96.0
1497;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zuid-Nederland (LD);2004/'05;;;96.0
1498;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Niet in te delen (LD);2003/'04;;;
1499;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Niet in te delen (LD);2004/'05;;;
1500;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Groningen (PV);2003/'04;;;
1501;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Groningen (PV);2004/'05;;;
1502;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Friesland (PV);2003/'04;;;
1503;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Friesland (PV);2004/'05;;;
1504;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Drenthe (PV);2003/'04;;;
1505;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Drenthe (PV);2004/'05;;;
1506;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Overijssel (PV);2003/'04;;;
1507;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Overijssel (PV);2004/'05;;;
1508;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Flevoland (PV);2003/'04;;;
1509;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Flevoland (PV);2004/'05;;;
1510;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Gelderland (PV);2003/'04;;;
1511;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Gelderland (PV);2004/'05;;;
1512;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Utrecht (PV);2003/'04;;;
1513;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Utrecht (PV);2004/'05;;;
1514;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Holland (PV);2003/'04;;;
1515;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Holland (PV);2004/'05;;;
1516;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zuid-Holland (PV);2003/'04;;;
1517;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zuid-Holland (PV);2004/'05;;;
1518;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zeeland (PV);2003/'04;;;
1519;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zeeland (PV);2004/'05;;;
1520;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Brabant (PV);2003/'04;;;
1521;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Brabant (PV);2004/'05;;;
1522;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Limburg (PV);2003/'04;;;
1523;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Limburg (PV);2004/'05;;;
1524;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Niet in te delen (PV);2003/'04;;;
1525;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Niet in te delen (PV);2004/'05;;;
1526;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Amsterdam;2003/'04;;;95.0
1527;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Amsterdam;2004/'05;;;94.0
1528;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;'s-Gravenhage (gemeente);2003/'04;;;96.0
1529;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;'s-Gravenhage (gemeente);2004/'05;;;93.0
1530;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Rotterdam;2003/'04;;;94.0
1531;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Rotterdam;2004/'05;;;93.0
1532;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Utrecht (gemeente);2003/'04;;;95.0
1533;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Utrecht (gemeente);2004/'05;;;96.0
1534;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Vier grootste gemeenten (G4);2003/'04;;;95.0
1535;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Vier grootste gemeenten (G4);2004/'05;;;94.0
1536;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;95.0
1537;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;94.0
1538;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Gemeenten < 100 000 inwoners;2003/'04;;;95.0
1539;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Gemeenten < 100 000 inwoners;2004/'05;;;95.0
1540;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Niet in te delen (GM);2003/'04;;;
1541;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Niet in te delen (GM);2004/'05;;;
1542;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Groningen (RP);2003/'04;;;
1543;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Groningen (RP);2004/'05;;;
1544;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Oost-Groningen (RP);2003/'04;;;
1545;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Oost-Groningen (RP);2004/'05;;;
1546;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Centraal-Groningen (RP);2003/'04;;;
1547;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Centraal-Groningen (RP);2004/'05;;;
1548;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Fryslân (RP);2003/'04;;;
1549;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Fryslân (RP);2004/'05;;;
1550;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zuid- en Midden-Drenthe (RP);2003/'04;;;
1551;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zuid- en Midden-Drenthe (RP);2004/'05;;;
1552;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;IJssel en Vecht (RP);2003/'04;;;
1553;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;IJssel en Vecht (RP);2004/'05;;;
1554;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Twente (RP);2003/'04;;;
1555;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Twente (RP);2004/'05;;;
1556;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noordwest-Veluwe (RP);2003/'04;;;
1557;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noordwest-Veluwe (RP);2004/'05;;;
1558;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Stedendriehoek (RP);2003/'04;;;
1559;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Stedendriehoek (RP);2004/'05;;;
1560;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;De Vallei (RP);2003/'04;;;
1561;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;De Vallei (RP);2004/'05;;;
1562;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;IJssel en Rijn (RP);2003/'04;;;
1563;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;IJssel en Rijn (RP);2004/'05;;;
1564;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Achterhoek (RP);2003/'04;;;
1565;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Achterhoek (RP);2004/'05;;;
1566;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Nijmegen (RP);2003/'04;;;
1567;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Nijmegen (RP);2004/'05;;;
1568;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Rivierenland (RP);2003/'04;;;
1569;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Rivierenland (RP);2004/'05;;;
1570;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Flevoland (RP);2003/'04;;;
1571;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Flevoland (RP);2004/'05;;;
1572;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Gooi en Vechtstreek (RP);2003/'04;;;
1573;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Gooi en Vechtstreek (RP);2004/'05;;;
1574;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Eemland (RP);2003/'04;;;
1575;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Eemland (RP);2004/'05;;;
1576;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Utrecht-Midden (RP);2003/'04;;;
1577;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Utrecht-Midden (RP);2004/'05;;;
1578;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Holland-Noord (RP);2003/'04;;;
1579;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Holland-Noord (RP);2004/'05;;;
1580;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zuidelijk Noord-Holland (RP);2003/'04;;;
1581;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zuidelijk Noord-Holland (RP);2004/'05;;;
1582;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Rijn-Gouwe (RP);2003/'04;;;
1583;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Rijn-Gouwe (RP);2004/'05;;;
1584;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Haaglanden (RP);2003/'04;;;
1585;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Haaglanden (RP);2004/'05;;;
1586;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Rijnmond (RP);2003/'04;;;
1587;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Rijnmond (RP);2004/'05;;;
1588;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zeeland (RP);2003/'04;;;
1589;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zeeland (RP);2004/'05;;;
1590;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;West-Brabant (RP);2003/'04;;;
1591;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;West-Brabant (RP);2004/'05;;;
1592;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Midden-Brabant (RP);2003/'04;;;
1593;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Midden-Brabant (RP);2004/'05;;;
1594;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noordoost-Brabant (RP);2003/'04;;;
1595;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noordoost-Brabant (RP);2004/'05;;;
1596;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zuidoost-Brabant (RP);2003/'04;;;
1597;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Zuidoost-Brabant (RP);2004/'05;;;
1598;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Limburg (RP);2003/'04;;;
1599;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Noord-Limburg (RP);2004/'05;;;
1600;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Weert (RP);2003/'04;;;
1601;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Weert (RP);2004/'05;;;
1602;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Roermond (RP);2003/'04;;;
1603;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Roermond (RP);2004/'05;;;
1604;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Westelijke Mijnstreek (RP);2003/'04;;;
1605;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Westelijke Mijnstreek (RP);2004/'05;;;
1606;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Parkstad Limburg (RP);2003/'04;;;
1607;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Parkstad Limburg (RP);2004/'05;;;
1608;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Maastricht Mergelland (RP);2003/'04;;;
1609;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Maastricht Mergelland (RP);2004/'05;;;
1610;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Niet in te delen (RP);2003/'04;;;
1611;Totaal mannen en vrouwen;Vwo;Schoolregio;Autochtoon;Niet in te delen (RP);2004/'05;;;
1612;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Nederland;2003/'04;;;88.0
1613;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Nederland;2004/'05;;;89.0
1614;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Nederland (LD);2003/'04;;;84.0
1615;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Nederland (LD);2004/'05;;;91.0
1616;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Oost-Nederland (LD);2003/'04;;;87.0
1617;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Oost-Nederland (LD);2004/'05;;;88.0
1618;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;West-Nederland (LD);2003/'04;;;87.0
1619;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;West-Nederland (LD);2004/'05;;;88.0
1620;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zuid-Nederland (LD);2003/'04;;;93.0
1621;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zuid-Nederland (LD);2004/'05;;;91.0
1622;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Niet in te delen (LD);2003/'04;;;
1623;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Niet in te delen (LD);2004/'05;;;
1624;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Groningen (PV);2003/'04;;;
1625;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Groningen (PV);2004/'05;;;
1626;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Friesland (PV);2003/'04;;;
1627;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Friesland (PV);2004/'05;;;
1628;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Drenthe (PV);2003/'04;;;
1629;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Drenthe (PV);2004/'05;;;
1630;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Overijssel (PV);2003/'04;;;
1631;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Overijssel (PV);2004/'05;;;
1632;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Flevoland (PV);2003/'04;;;
1633;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Flevoland (PV);2004/'05;;;
1634;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Gelderland (PV);2003/'04;;;
1635;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Gelderland (PV);2004/'05;;;
1636;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Utrecht (PV);2003/'04;;;
1637;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Utrecht (PV);2004/'05;;;
1638;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Holland (PV);2003/'04;;;
1639;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Holland (PV);2004/'05;;;
1640;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zuid-Holland (PV);2003/'04;;;
1641;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zuid-Holland (PV);2004/'05;;;
1642;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zeeland (PV);2003/'04;;;
1643;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zeeland (PV);2004/'05;;;
1644;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Brabant (PV);2003/'04;;;
1645;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Brabant (PV);2004/'05;;;
1646;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Limburg (PV);2003/'04;;;
1647;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Limburg (PV);2004/'05;;;
1648;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Niet in te delen (PV);2003/'04;;;
1649;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Niet in te delen (PV);2004/'05;;;
1650;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Amsterdam;2003/'04;;;82.0
1651;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Amsterdam;2004/'05;;;86.0
1652;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;'s-Gravenhage (gemeente);2003/'04;;;91.0
1653;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;'s-Gravenhage (gemeente);2004/'05;;;89.0
1654;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Rotterdam;2003/'04;;;80.0
1655;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Rotterdam;2004/'05;;;83.0
1656;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Utrecht (gemeente);2003/'04;;;83.0
1657;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Utrecht (gemeente);2004/'05;;;85.0
1658;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Vier grootste gemeenten (G4);2003/'04;;;83.0
1659;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Vier grootste gemeenten (G4);2004/'05;;;86.0
1660;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;90.0
1661;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;87.0
1662;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Gemeenten < 100 000 inwoners;2003/'04;;;89.0
1663;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Gemeenten < 100 000 inwoners;2004/'05;;;91.0
1664;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Niet in te delen (GM);2003/'04;;;
1665;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Niet in te delen (GM);2004/'05;;;
1666;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Groningen (RP);2003/'04;;;
1667;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Groningen (RP);2004/'05;;;
1668;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Oost-Groningen (RP);2003/'04;;;
1669;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Oost-Groningen (RP);2004/'05;;;
1670;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Centraal-Groningen (RP);2003/'04;;;
1671;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Centraal-Groningen (RP);2004/'05;;;
1672;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Fryslân (RP);2003/'04;;;
1673;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Fryslân (RP);2004/'05;;;
1674;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zuid- en Midden-Drenthe (RP);2003/'04;;;
1675;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zuid- en Midden-Drenthe (RP);2004/'05;;;
1676;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;IJssel en Vecht (RP);2003/'04;;;
1677;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;IJssel en Vecht (RP);2004/'05;;;
1678;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Twente (RP);2003/'04;;;
1679;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Twente (RP);2004/'05;;;
1680;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noordwest-Veluwe (RP);2003/'04;;;
1681;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noordwest-Veluwe (RP);2004/'05;;;
1682;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Stedendriehoek (RP);2003/'04;;;
1683;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Stedendriehoek (RP);2004/'05;;;
1684;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;De Vallei (RP);2003/'04;;;
1685;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;De Vallei (RP);2004/'05;;;
1686;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;IJssel en Rijn (RP);2003/'04;;;
1687;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;IJssel en Rijn (RP);2004/'05;;;
1688;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Achterhoek (RP);2003/'04;;;
1689;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Achterhoek (RP);2004/'05;;;
1690;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Nijmegen (RP);2003/'04;;;
1691;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Nijmegen (RP);2004/'05;;;
1692;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Rivierenland (RP);2003/'04;;;
1693;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Rivierenland (RP);2004/'05;;;
1694;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Flevoland (RP);2003/'04;;;
1695;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Flevoland (RP);2004/'05;;;
1696;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Gooi en Vechtstreek (RP);2003/'04;;;
1697;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Gooi en Vechtstreek (RP);2004/'05;;;
1698;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Eemland (RP);2003/'04;;;
1699;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Eemland (RP);2004/'05;;;
1700;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Utrecht-Midden (RP);2003/'04;;;
1701;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Utrecht-Midden (RP);2004/'05;;;
1702;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Holland-Noord (RP);2003/'04;;;
1703;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Holland-Noord (RP);2004/'05;;;
1704;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zuidelijk Noord-Holland (RP);2003/'04;;;
1705;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zuidelijk Noord-Holland (RP);2004/'05;;;
1706;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Rijn-Gouwe (RP);2003/'04;;;
1707;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Rijn-Gouwe (RP);2004/'05;;;
1708;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Haaglanden (RP);2003/'04;;;
1709;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Haaglanden (RP);2004/'05;;;
1710;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Rijnmond (RP);2003/'04;;;
1711;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Rijnmond (RP);2004/'05;;;
1712;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zeeland (RP);2003/'04;;;
1713;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zeeland (RP);2004/'05;;;
1714;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;West-Brabant (RP);2003/'04;;;
1715;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;West-Brabant (RP);2004/'05;;;
1716;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Midden-Brabant (RP);2003/'04;;;
1717;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Midden-Brabant (RP);2004/'05;;;
1718;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noordoost-Brabant (RP);2003/'04;;;
1719;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noordoost-Brabant (RP);2004/'05;;;
1720;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zuidoost-Brabant (RP);2003/'04;;;
1721;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Zuidoost-Brabant (RP);2004/'05;;;
1722;Totaal mannen en vrouwen;Vwo;Schoolregio;Allochtoon;Noord-Limburg (RP);2003/'04;;;
